week,state,recession_90,recession_01,recession_07,covid
31,NM,37827.0,36103.0,36691.0,
32,NM,39795.0,37647.0,37992.0,
33,NM,40948.0,38926.0,39120.0,
34,NM,42421.0,40300.0,40519.0,
35,NM,43934.0,41990.0,41880.0,
36,NM,,,43017.0,
37,NM,,,44235.0,
38,NM,,,45531.0,
39,NM,,,46576.0,
40,NM,,,47936.0,
41,NM,,,49417.0,
42,NM,,,50712.0,
43,NM,,,52346.0,
44,NM,,,53892.0,
45,NM,,,55626.0,
46,NM,,,57326.0,
47,NM,,,59548.0,
48,NM,,,60874.0,
49,NM,,,62809.0,
50,NM,,,64765.0,
51,NM,,,66656.0,
52,NM,,,68917.0,
53,NM,,,70543.0,
54,NM,,,73708.0,
55,NM,,,76517.0,
56,NM,,,78590.0,
57,NM,,,80827.0,
58,NM,,,83139.0,
59,NM,,,85316.0,
60,NM,,,88624.0,
61,NM,,,90927.0,
62,NM,,,93322.0,
63,NM,,,95288.0,
64,NM,,,97434.0,
65,NM,,,100138.0,
66,NM,,,102204.0,
67,NM,,,104395.0,
68,NM,,,106538.0,
69,NM,,,108495.0,
70,NM,,,110665.0,
71,NM,,,112834.0,
72,NM,,,114776.0,
73,NM,,,116820.0,
74,NM,,,119384.0,
75,NM,,,121949.0,
76,NM,,,123974.0,
77,NM,,,125942.0,
78,NM,,,127557.0,
79,NM,,,129395.0,
1,NV,1863.0,3321.0,3309.0,92298.0
2,NV,3716.0,6475.0,8722.0,164240.0
3,NV,5588.0,9043.0,13506.0,243525.0
4,NV,7349.0,11441.0,17800.0,302166.0
5,NV,9338.0,14168.0,22124.0,341662.0
6,NV,11600.0,16966.0,26277.0,384203.0
7,NV,13305.0,19773.0,30305.0,412753.0
8,NV,14845.0,22412.0,33759.0,434388.0
9,NV,16237.0,25056.0,37605.0,454789.0
10,NV,18057.0,27876.0,41529.0,
11,NV,20107.0,30786.0,45003.0,
12,NV,22075.0,33575.0,48963.0,
13,NV,23748.0,36287.0,52885.0,
14,NV,25645.0,39795.0,56502.0,
15,NV,27869.0,42996.0,60815.0,
16,NV,29610.0,45731.0,65002.0,
17,NV,31341.0,48547.0,69269.0,
18,NV,33400.0,51384.0,73046.0,
19,NV,35376.0,54332.0,76704.0,
20,NV,37066.0,57294.0,80268.0,
21,NV,39547.0,59879.0,83675.0,
22,NV,42513.0,62585.0,87203.0,
23,NV,46038.0,65331.0,91244.0,
24,NV,48951.0,68249.0,95527.0,
25,NV,51807.0,73807.0,99442.0,
26,NV,54897.0,80157.0,103607.0,
27,NV,58558.0,86748.0,107505.0,
28,NV,61983.0,93822.0,112674.0,
29,NV,64884.0,98786.0,116948.0,
30,NV,68229.0,102314.0,121108.0,
31,NV,71669.0,106494.0,125786.0,
32,NV,75505.0,111449.0,130857.0,
33,NV,78580.0,115754.0,135645.0,
34,NV,81288.0,119462.0,140193.0,
35,NV,84709.0,125000.0,144648.0,
36,NV,,,149291.0,
37,NV,,,153998.0,
38,NV,,,158757.0,
39,NV,,,163628.0,
40,NV,,,168848.0,
41,NV,,,174896.0,
42,NV,,,180577.0,
43,NV,,,186202.0,
44,NV,,,190884.0,
45,NV,,,198247.0,
46,NV,,,204812.0,
47,NV,,,212459.0,
48,NV,,,218596.0,
49,NV,,,227022.0,
50,NV,,,235262.0,
51,NV,,,244012.0,
52,NV,,,250724.0,
53,NV,,,256214.0,
54,NV,,,265159.0,
55,NV,,,274063.0,
56,NV,,,281161.0,
57,NV,,,288998.0,
58,NV,,,297019.0,
59,NV,,,305014.0,
60,NV,,,312257.0,
61,NV,,,318914.0,
62,NV,,,326254.0,
63,NV,,,332966.0,
64,NV,,,338703.0,
65,NV,,,344420.0,
66,NV,,,350353.0,
67,NV,,,357483.0,
68,NV,,,364355.0,
69,NV,,,370346.0,
70,NV,,,376998.0,
71,NV,,,384336.0,
72,NV,,,390651.0,
73,NV,,,396495.0,
74,NV,,,401961.0,
75,NV,,,408614.0,
76,NV,,,415253.0,
77,NV,,,421174.0,
78,NV,,,427398.0,
79,NV,,,432772.0,
1,NY,27833.0,18863.0,53095.0,79999.0
2,NY,50373.0,38672.0,80841.0,446594.0
3,NY,69005.0,69229.0,102878.0,791045.0
4,NY,90090.0,89250.0,122920.0,1185746.0
5,NY,112141.0,106039.0,144085.0,1390930.0
6,NY,131056.0,123528.0,164158.0,1610343.0
7,NY,149944.0,141685.0,182761.0,1805453.0
8,NY,167109.0,159244.0,201296.0,2004872.0
9,NY,184968.0,176560.0,233538.0,2231393.0
10,NY,205610.0,195696.0,252276.0,
11,NY,224996.0,212219.0,268876.0,
12,NY,243530.0,230506.0,286954.0,
13,NY,266131.0,252569.0,309155.0,
14,NY,286381.0,280594.0,328891.0,
15,NY,311249.0,310116.0,347191.0,
16,NY,334776.0,329159.0,363871.0,
17,NY,359560.0,346994.0,385199.0,
18,NY,387702.0,364439.0,417941.0,
19,NY,416253.0,382033.0,435439.0,
20,NY,444169.0,400683.0,451516.0,
21,NY,477444.0,420790.0,468724.0,
22,NY,510106.0,438258.0,485781.0,
23,NY,543561.0,455330.0,504394.0,
24,NY,576365.0,473358.0,520628.0,
25,NY,608459.0,502103.0,537644.0,
26,NY,644711.0,532900.0,557554.0,
27,NY,691965.0,563210.0,583179.0,
28,NY,728399.0,589255.0,622713.0,
29,NY,757789.0,615685.0,641797.0,
30,NY,791618.0,641587.0,659320.0,
31,NY,825726.0,666156.0,677218.0,
32,NY,856447.0,693272.0,697825.0,
33,NY,882720.0,717378.0,716254.0,
34,NY,913456.0,741608.0,736171.0,
35,NY,943074.0,776264.0,757679.0,
36,NY,,,775949.0,
37,NY,,,795610.0,
38,NY,,,813298.0,
39,NY,,,831768.0,
40,NY,,,852648.0,
41,NY,,,878752.0,
42,NY,,,898776.0,
43,NY,,,921977.0,
44,NY,,,945505.0,
45,NY,,,972713.0,
46,NY,,,999493.0,
47,NY,,,1029590.0,
48,NY,,,1057721.0,
49,NY,,,1097453.0,
50,NY,,,1130392.0,
51,NY,,,1163497.0,
52,NY,,,1193837.0,
53,NY,,,1248642.0,
54,NY,,,1301595.0,
55,NY,,,1342116.0,
56,NY,,,1375714.0,
57,NY,,,1408689.0,
58,NY,,,1444792.0,
59,NY,,,1476940.0,
60,NY,,,1505668.0,
61,NY,,,1550877.0,
62,NY,,,1584868.0,
63,NY,,,1616643.0,
64,NY,,,1645246.0,
65,NY,,,1673636.0,
66,NY,,,1701429.0,
67,NY,,,1732803.0,
68,NY,,,1771136.0,
69,NY,,,1811688.0,
70,NY,,,1838854.0,
71,NY,,,1866429.0,
72,NY,,,1893274.0,
73,NY,,,1919415.0,
74,NY,,,1945218.0,
75,NY,,,1975816.0,
76,NY,,,2001115.0,
77,NY,,,2026624.0,
78,NY,,,2055152.0,
79,NY,,,2092593.0,
1,OH,17629.0,12414.0,18071.0,196309.0
2,OH,33607.0,23851.0,38316.0,470597.0
3,OH,48672.0,36502.0,55761.0,696788.0
4,OH,60581.0,49481.0,70168.0,856105.0
5,OH,72985.0,60889.0,86790.0,965935.0
6,OH,85389.0,73449.0,100660.0,1059534.0
7,OH,95854.0,85423.0,112674.0,1121021.0
8,OH,107354.0,96503.0,123809.0,1173276.0
9,OH,117428.0,110774.0,134738.0,1219870.0
10,OH,131101.0,124692.0,147139.0,
11,OH,140916.0,137426.0,165026.0,
12,OH,154922.0,148171.0,176921.0,
13,OH,166973.0,159850.0,189358.0,
14,OH,180389.0,176760.0,202955.0,
15,OH,195297.0,199086.0,215244.0,
16,OH,214058.0,220480.0,226300.0,
17,OH,230897.0,233475.0,237654.0,
18,OH,249294.0,245994.0,249097.0,
19,OH,268917.0,256823.0,259931.0,
20,OH,291553.0,267144.0,270947.0,
21,OH,317264.0,278063.0,284353.0,
22,OH,348046.0,289472.0,295487.0,
23,OH,372880.0,301705.0,309076.0,
24,OH,403658.0,311791.0,321251.0,
25,OH,436344.0,323290.0,331726.0,
26,OH,470927.0,338514.0,343521.0,
27,OH,512319.0,352590.0,362309.0,
28,OH,543794.0,366359.0,381342.0,
29,OH,567400.0,381421.0,397057.0,
30,OH,591275.0,397824.0,417406.0,
31,OH,616054.0,413328.0,432272.0,
32,OH,641581.0,430284.0,448247.0,
33,OH,666671.0,445478.0,460812.0,
34,OH,689865.0,461048.0,472629.0,
35,OH,712682.0,481959.0,487281.0,
36,OH,,,499612.0,
37,OH,,,513188.0,
38,OH,,,528190.0,
39,OH,,,541702.0,
40,OH,,,562431.0,
41,OH,,,578843.0,
42,OH,,,592332.0,
43,OH,,,609770.0,
44,OH,,,631093.0,
45,OH,,,652593.0,
46,OH,,,673778.0,
47,OH,,,701621.0,
48,OH,,,727319.0,
49,OH,,,758368.0,
50,OH,,,786501.0,
51,OH,,,818957.0,
52,OH,,,854684.0,
53,OH,,,882912.0,
54,OH,,,923741.0,
55,OH,,,958093.0,
56,OH,,,982519.0,
57,OH,,,1011683.0,
58,OH,,,1041055.0,
59,OH,,,1066644.0,
60,OH,,,1094964.0,
61,OH,,,1123515.0,
62,OH,,,1150996.0,
63,OH,,,1175080.0,
64,OH,,,1198184.0,
65,OH,,,1224288.0,
66,OH,,,1247676.0,
67,OH,,,1272999.0,
68,OH,,,1295012.0,
69,OH,,,1317824.0,
70,OH,,,1341649.0,
71,OH,,,1367556.0,
72,OH,,,1390941.0,
73,OH,,,1412168.0,
74,OH,,,1432118.0,
75,OH,,,1457172.0,
76,OH,,,1478424.0,
77,OH,,,1499455.0,
78,OH,,,1521120.0,
79,OH,,,1547025.0,
1,OK,3581.0,1822.0,2529.0,21926.0
2,OK,5855.0,3718.0,4961.0,69670.0
3,OK,7692.0,5367.0,6868.0,130204.0
4,OK,13759.0,7292.0,8867.0,184685.0
5,OK,15576.0,8971.0,11051.0,231381.0
6,OK,17214.0,10654.0,12919.0,283881.0
7,OK,19231.0,14533.0,14491.0,377766.0
8,OK,22990.0,17072.0,15875.0,416845.0
9,OK,24756.0,19582.0,18024.0,440725.0
10,OK,26533.0,21797.0,19736.0,
11,OK,28295.0,23723.0,21613.0,
12,OK,31069.0,25574.0,23769.0,
13,OK,34346.0,27450.0,25621.0,
14,OK,40780.0,31413.0,27404.0,
15,OK,42681.0,33869.0,29401.0,
16,OK,45003.0,36045.0,31220.0,
17,OK,47756.0,37742.0,32949.0,
18,OK,55362.0,39583.0,34491.0,
19,OK,58351.0,42708.0,36258.0,
20,OK,60442.0,44433.0,38054.0,
21,OK,64088.0,46119.0,40332.0,
22,OK,66751.0,47749.0,42034.0,
23,OK,74206.0,49332.0,44132.0,
24,OK,77303.0,52192.0,46309.0,
25,OK,81463.0,54292.0,48191.0,
26,OK,84898.0,56603.0,50011.0,
27,OK,94676.0,59552.0,52265.0,
28,OK,98507.0,62561.0,54312.0,
29,OK,101192.0,65361.0,56557.0,
30,OK,107935.0,68994.0,58559.0,
31,OK,111669.0,70636.0,60449.0,
32,OK,114300.0,73134.0,62272.0,
33,OK,116588.0,75635.0,64498.0,
34,OK,123138.0,79842.0,66332.0,
35,OK,125658.0,82793.0,68283.0,
36,OK,,,70024.0,
37,OK,,,72273.0,
38,OK,,,74141.0,
39,OK,,,75860.0,
40,OK,,,77878.0,
41,OK,,,80935.0,
42,OK,,,83061.0,
43,OK,,,85537.0,
44,OK,,,88010.0,
45,OK,,,90966.0,
46,OK,,,93891.0,
47,OK,,,98322.0,
48,OK,,,101460.0,
49,OK,,,105548.0,
50,OK,,,110276.0,
51,OK,,,115210.0,
52,OK,,,119676.0,
53,OK,,,123548.0,
54,OK,,,129744.0,
55,OK,,,134385.0,
56,OK,,,139432.0,
57,OK,,,143280.0,
58,OK,,,147954.0,
59,OK,,,152013.0,
60,OK,,,157289.0,
61,OK,,,162101.0,
62,OK,,,166856.0,
63,OK,,,171157.0,
64,OK,,,176864.0,
65,OK,,,181979.0,
66,OK,,,187209.0,
67,OK,,,191904.0,
68,OK,,,196731.0,
69,OK,,,201730.0,
70,OK,,,206903.0,
71,OK,,,210992.0,
72,OK,,,215554.0,
73,OK,,,220708.0,
74,OK,,,224416.0,
75,OK,,,228489.0,
76,OK,,,232483.0,
77,OK,,,236361.0,
78,OK,,,240702.0,
79,OK,,,244514.0,
1,OR,6154.0,10584.0,12918.0,30054.0
2,OR,11143.0,19053.0,23397.0,77552.0
3,OR,17008.0,26962.0,32167.0,140340.0
4,OR,22526.0,35364.0,39931.0,194921.0
5,OR,27738.0,43132.0,49968.0,232130.0
6,OR,32573.0,50025.0,60387.0,281430.0
7,OR,37053.0,57594.0,67728.0,329550.0
8,OR,41299.0,64621.0,74889.0,363486.0
9,OR,45105.0,71243.0,82551.0,385767.0
10,OR,50831.0,79224.0,90138.0,
11,OR,54930.0,86775.0,97173.0,
12,OR,58971.0,94583.0,104841.0,
13,OR,65351.0,101847.0,114175.0,
14,OR,71306.0,112032.0,123220.0,
15,OR,78878.0,121480.0,130619.0,
16,OR,85777.0,130093.0,137166.0,
17,OR,93825.0,137769.0,144816.0,
18,OR,101215.0,145076.0,152870.0,
19,OR,109044.0,153550.0,159780.0,
20,OR,118602.0,160550.0,166216.0,
21,OR,127000.0,167594.0,172489.0,
22,OR,135279.0,174904.0,179458.0,
23,OR,142951.0,182119.0,187957.0,
24,OR,152498.0,190149.0,195701.0,
25,OR,167480.0,197179.0,203439.0,
26,OR,179127.0,204773.0,210213.0,
27,OR,189945.0,214621.0,218965.0,
28,OR,198421.0,223317.0,227610.0,
29,OR,205383.0,232248.0,233558.0,
30,OR,213129.0,242732.0,240323.0,
31,OR,221329.0,253527.0,247118.0,
32,OR,230143.0,264183.0,254167.0,
33,OR,236894.0,274824.0,261572.0,
34,OR,243931.0,289860.0,268414.0,
35,OR,251661.0,301666.0,275305.0,
36,OR,,,282339.0,
37,OR,,,291128.0,
38,OR,,,298929.0,
39,OR,,,306914.0,
40,OR,,,315616.0,
41,OR,,,323775.0,
42,OR,,,333736.0,
43,OR,,,344159.0,
44,OR,,,354615.0,
45,OR,,,367822.0,
46,OR,,,380103.0,
47,OR,,,394507.0,
48,OR,,,409951.0,
49,OR,,,427800.0,
50,OR,,,441685.0,
51,OR,,,461136.0,
52,OR,,,482052.0,
53,OR,,,500542.0,
54,OR,,,518176.0,
55,OR,,,532935.0,
56,OR,,,546638.0,
57,OR,,,563049.0,
58,OR,,,578714.0,
59,OR,,,592567.0,
60,OR,,,604959.0,
61,OR,,,621352.0,
62,OR,,,636606.0,
63,OR,,,649590.0,
64,OR,,,662384.0,
65,OR,,,677612.0,
66,OR,,,693595.0,
67,OR,,,704998.0,
68,OR,,,717578.0,
69,OR,,,729704.0,
70,OR,,,740923.0,
71,OR,,,752659.0,
72,OR,,,763314.0,
73,OR,,,774435.0,
74,OR,,,785349.0,
75,OR,,,797502.0,
76,OR,,,808057.0,
77,OR,,,821674.0,
78,OR,,,832943.0,
79,OR,,,842758.0,
1,PA,26150.0,23938.0,38266.0,377451.0
2,PA,46927.0,44763.0,77511.0,782128.0
3,PA,65660.0,67949.0,104796.0,1059768.0
4,PA,84641.0,88146.0,130709.0,1294636.0
5,PA,103194.0,109170.0,159009.0,1489230.0
6,PA,119948.0,129547.0,185701.0,1617126.0
7,PA,139519.0,149213.0,210254.0,1711571.0
8,PA,159405.0,169826.0,233689.0,1785259.0
9,PA,178749.0,191273.0,256853.0,1849337.0
10,PA,196913.0,216544.0,279771.0,
11,PA,214534.0,241452.0,302153.0,
12,PA,232252.0,266571.0,327439.0,
13,PA,253154.0,287216.0,350212.0,
14,PA,275327.0,317267.0,373212.0,
15,PA,296396.0,342858.0,396053.0,
16,PA,318822.0,362115.0,416250.0,
17,PA,342669.0,380341.0,434850.0,
18,PA,367800.0,399577.0,456166.0,
19,PA,391781.0,418774.0,476333.0,
20,PA,419644.0,436908.0,498195.0,
21,PA,450595.0,454373.0,518937.0,
22,PA,482627.0,472842.0,537579.0,
23,PA,510398.0,492304.0,561983.0,
24,PA,545518.0,509959.0,590671.0,
25,PA,587308.0,528354.0,615904.0,
26,PA,628267.0,549859.0,638627.0,
27,PA,676706.0,574535.0,662129.0,
28,PA,716421.0,598020.0,688210.0,
29,PA,746640.0,620215.0,709595.0,
30,PA,778002.0,642462.0,729904.0,
31,PA,809733.0,668335.0,751077.0,
32,PA,837338.0,693572.0,770949.0,
33,PA,862067.0,716367.0,791133.0,
34,PA,888467.0,741251.0,809685.0,
35,PA,915796.0,782716.0,830253.0,
36,PA,,,850777.0,
37,PA,,,871369.0,
38,PA,,,891094.0,
39,PA,,,911003.0,
40,PA,,,933646.0,
41,PA,,,957578.0,
42,PA,,,979183.0,
43,PA,,,1006367.0,
44,PA,,,1035706.0,
45,PA,,,1067963.0,
46,PA,,,1097590.0,
47,PA,,,1131801.0,
48,PA,,,1164783.0,
49,PA,,,1217855.0,
50,PA,,,1258489.0,
51,PA,,,1299111.0,
52,PA,,,1346397.0,
53,PA,,,1392218.0,
54,PA,,,1451887.0,
55,PA,,,1501479.0,
56,PA,,,1543317.0,
57,PA,,,1585723.0,
58,PA,,,1629643.0,
59,PA,,,1667016.0,
60,PA,,,1703469.0,
61,PA,,,1741131.0,
62,PA,,,1783495.0,
63,PA,,,1822102.0,
64,PA,,,1859477.0,
65,PA,,,1893550.0,
66,PA,,,1929817.0,
67,PA,,,1973622.0,
68,PA,,,2009628.0,
69,PA,,,2043960.0,
70,PA,,,2077617.0,
71,PA,,,2113718.0,
72,PA,,,2147766.0,
73,PA,,,2181444.0,
74,PA,,,2214655.0,
75,PA,,,2254727.0,
76,PA,,,2297990.0,
77,PA,,,2338216.0,
78,PA,,,2374493.0,
79,PA,,,2410747.0,
1,RI,3221.0,1642.0,2676.0,35847.0
2,RI,5669.0,3490.0,6226.0,63647.0
3,RI,7733.0,6294.0,8678.0,91890.0
4,RI,9976.0,7922.0,10674.0,114399.0
5,RI,12057.0,9302.0,12526.0,132477.0
6,RI,13757.0,10688.0,14563.0,145561.0
7,RI,15441.0,12077.0,16678.0,154649.0
8,RI,16998.0,13536.0,19492.0,160894.0
9,RI,18834.0,14781.0,21408.0,164746.0
10,RI,20495.0,16097.0,22923.0,
11,RI,22107.0,17538.0,24706.0,
12,RI,23731.0,20120.0,26191.0,
13,RI,25710.0,22539.0,27526.0,
14,RI,27698.0,24979.0,28805.0,
15,RI,29514.0,27317.0,30250.0,
16,RI,31435.0,28839.0,33474.0,
17,RI,33641.0,29946.0,34863.0,
18,RI,36179.0,31303.0,36035.0,
19,RI,38325.0,32603.0,37236.0,
20,RI,41283.0,33654.0,38638.0,
21,RI,43787.0,34851.0,39990.0,
22,RI,47115.0,36149.0,41244.0,
23,RI,50700.0,37326.0,42577.0,
24,RI,54625.0,38608.0,44102.0,
25,RI,64828.0,39797.0,46208.0,
26,RI,70077.0,41127.0,48472.0,
27,RI,75963.0,42538.0,51456.0,
28,RI,80024.0,43962.0,53174.0,
29,RI,83065.0,45532.0,55075.0,
30,RI,86359.0,46969.0,56266.0,
31,RI,89229.0,48659.0,57561.0,
32,RI,92169.0,50351.0,58938.0,
33,RI,96008.0,51855.0,60218.0,
34,RI,98498.0,53792.0,61796.0,
35,RI,101157.0,55954.0,63499.0,
36,RI,,,64476.0,
37,RI,,,66251.0,
38,RI,,,67890.0,
39,RI,,,69214.0,
40,RI,,,70740.0,
41,RI,,,71759.0,
42,RI,,,72976.0,
43,RI,,,74304.0,
44,RI,,,76063.0,
45,RI,,,77487.0,
46,RI,,,79088.0,
47,RI,,,81720.0,
48,RI,,,83433.0,
49,RI,,,85803.0,
50,RI,,,88467.0,
51,RI,,,90153.0,
52,RI,,,92153.0,
53,RI,,,95944.0,
54,RI,,,99433.0,
55,RI,,,101368.0,
56,RI,,,103992.0,
57,RI,,,106217.0,
58,RI,,,108564.0,
59,RI,,,111404.0,
60,RI,,,114816.0,
61,RI,,,118803.0,
62,RI,,,121656.0,
63,RI,,,125413.0,
64,RI,,,129230.0,
65,RI,,,132411.0,
66,RI,,,135663.0,
67,RI,,,137682.0,
68,RI,,,140720.0,
69,RI,,,143057.0,
70,RI,,,145018.0,
71,RI,,,146840.0,
72,RI,,,148597.0,
73,RI,,,150217.0,
74,RI,,,151605.0,
75,RI,,,153332.0,
76,RI,,,155143.0,
77,RI,,,156887.0,
78,RI,,,159359.0,
79,RI,,,162295.0,
1,SC,18143.0,8820.0,14000.0,31826.0
2,SC,29708.0,14707.0,26269.0,98301.0
3,SC,37806.0,24729.0,32943.0,184874.0
4,SC,44775.0,32467.0,39556.0,274021.0
5,SC,51563.0,38630.0,46168.0,348383.0
6,SC,57560.0,44700.0,52560.0,414821.0
7,SC,62567.0,52569.0,57673.0,462494.0
8,SC,68213.0,58993.0,62907.0,495685.0
9,SC,73468.0,66711.0,70820.0,525131.0
10,SC,80521.0,76947.0,76712.0,
11,SC,86728.0,86511.0,81807.0,
12,SC,91542.0,95493.0,86959.0,
13,SC,96933.0,102717.0,92904.0,
14,SC,102226.0,113076.0,100711.0,
15,SC,108260.0,137043.0,106975.0,
16,SC,113952.0,148555.0,113541.0,
17,SC,119908.0,156691.0,119090.0,
18,SC,129829.0,165368.0,124412.0,
19,SC,136525.0,172489.0,129948.0,
20,SC,141306.0,180504.0,136529.0,
21,SC,154521.0,187117.0,142029.0,
22,SC,171270.0,194799.0,146981.0,
23,SC,179168.0,202207.0,154681.0,
24,SC,187003.0,211896.0,161439.0,
25,SC,192407.0,218681.0,168085.0,
26,SC,215977.0,225808.0,173998.0,
27,SC,246740.0,235044.0,179878.0,
28,SC,264250.0,244476.0,191445.0,
29,SC,274151.0,253059.0,201400.0,
30,SC,285155.0,260865.0,210309.0,
31,SC,297814.0,271277.0,217031.0,
32,SC,307391.0,280309.0,225324.0,
33,SC,317468.0,288842.0,231723.0,
34,SC,327953.0,294035.0,238839.0,
35,SC,338821.0,316577.0,244815.0,
36,SC,,,251489.0,
37,SC,,,260725.0,
38,SC,,,267231.0,
39,SC,,,274267.0,
40,SC,,,281183.0,
41,SC,,,290822.0,
42,SC,,,298716.0,
43,SC,,,307400.0,
44,SC,,,315260.0,
45,SC,,,326657.0,
46,SC,,,336179.0,
47,SC,,,346232.0,
48,SC,,,355735.0,
49,SC,,,377306.0,
50,SC,,,390445.0,
51,SC,,,402766.0,
52,SC,,,410409.0,
53,SC,,,432957.0,
54,SC,,,452823.0,
55,SC,,,471203.0,
56,SC,,,481814.0,
57,SC,,,494512.0,
58,SC,,,506151.0,
59,SC,,,517287.0,
60,SC,,,526661.0,
61,SC,,,538965.0,
62,SC,,,550511.0,
63,SC,,,560458.0,
64,SC,,,570687.0,
65,SC,,,581796.0,
66,SC,,,592208.0,
67,SC,,,603236.0,
68,SC,,,617084.0,
69,SC,,,627256.0,
70,SC,,,636158.0,
71,SC,,,645199.0,
72,SC,,,653279.0,
73,SC,,,663151.0,
74,SC,,,671773.0,
75,SC,,,683621.0,
76,SC,,,692246.0,
77,SC,,,701212.0,
78,SC,,,710745.0,
79,SC,,,720796.0,
1,SD,222.0,422.0,506.0,1761.0
2,SD,457.0,698.0,1204.0,8562.0
3,SD,614.0,1016.0,1649.0,16700.0
4,SD,810.0,1353.0,2035.0,23059.0
5,SD,1001.0,1642.0,2378.0,28354.0
6,SD,1174.0,1935.0,2735.0,33889.0
7,SD,1382.0,2353.0,3040.0,37818.0
8,SD,1548.0,2750.0,3317.0,43087.0
9,SD,1719.0,3161.0,3586.0,46893.0
10,SD,1901.0,3573.0,3880.0,
11,SD,2075.0,3864.0,4128.0,
12,SD,2395.0,4139.0,4351.0,
13,SD,2646.0,4414.0,4574.0,
14,SD,2852.0,4802.0,4807.0,
15,SD,3082.0,5089.0,5131.0,
16,SD,3316.0,5366.0,5482.0,
17,SD,3562.0,5616.0,5705.0,
18,SD,3978.0,5882.0,5875.0,
19,SD,4286.0,6128.0,6082.0,
20,SD,4558.0,6386.0,6354.0,
21,SD,5045.0,6634.0,6725.0,
22,SD,5637.0,6892.0,7008.0,
23,SD,6086.0,7146.0,7382.0,
24,SD,6798.0,7385.0,7645.0,
25,SD,7383.0,7681.0,7906.0,
26,SD,8148.0,8039.0,8131.0,
27,SD,8938.0,8386.0,8339.0,
28,SD,9486.0,8809.0,8693.0,
29,SD,9873.0,9244.0,8975.0,
30,SD,10349.0,9720.0,9202.0,
31,SD,10812.0,10307.0,9465.0,
32,SD,11231.0,10826.0,9722.0,
33,SD,11625.0,11298.0,9951.0,
34,SD,11991.0,11798.0,10201.0,
35,SD,12359.0,12939.0,10420.0,
36,SD,,,10662.0,
37,SD,,,10866.0,
38,SD,,,11086.0,
39,SD,,,11351.0,
40,SD,,,11630.0,
41,SD,,,12050.0,
42,SD,,,12437.0,
43,SD,,,12896.0,
44,SD,,,13302.0,
45,SD,,,13784.0,
46,SD,,,14511.0,
47,SD,,,15341.0,
48,SD,,,16057.0,
49,SD,,,17138.0,
50,SD,,,18067.0,
51,SD,,,19293.0,
52,SD,,,20103.0,
53,SD,,,21055.0,
54,SD,,,22208.0,
55,SD,,,23281.0,
56,SD,,,24020.0,
57,SD,,,24813.0,
58,SD,,,25530.0,
59,SD,,,26269.0,
60,SD,,,26925.0,
61,SD,,,27612.0,
62,SD,,,28329.0,
63,SD,,,29112.0,
64,SD,,,29785.0,
65,SD,,,30474.0,
66,SD,,,31152.0,
67,SD,,,31882.0,
68,SD,,,32677.0,
69,SD,,,33222.0,
70,SD,,,33708.0,
71,SD,,,34224.0,
72,SD,,,34772.0,
73,SD,,,35315.0,
74,SD,,,35912.0,
75,SD,,,36545.0,
76,SD,,,37080.0,
77,SD,,,37561.0,
78,SD,,,37992.0,
79,SD,,,38445.0,
1,TN,22199.0,8482.0,12469.0,38077.0
2,TN,44617.0,15577.0,31081.0,130577.0
3,TN,55353.0,24016.0,39215.0,242763.0
4,TN,63786.0,31322.0,44851.0,314650.0
5,TN,72330.0,38012.0,51192.0,381876.0
6,TN,80681.0,44764.0,57091.0,424681.0
7,TN,89399.0,53123.0,62777.0,461004.0
8,TN,96550.0,60459.0,67373.0,489381.0
9,TN,105329.0,69376.0,71926.0,518073.0
10,TN,112805.0,81314.0,77664.0,
11,TN,120731.0,90577.0,82892.0,
12,TN,127324.0,97408.0,87651.0,
13,TN,135867.0,103548.0,93775.0,
14,TN,146573.0,114004.0,99719.0,
15,TN,154342.0,137177.0,106294.0,
16,TN,161749.0,153082.0,111774.0,
17,TN,171540.0,162290.0,116600.0,
18,TN,182175.0,170529.0,121978.0,
19,TN,191364.0,179149.0,128201.0,
20,TN,198836.0,185711.0,134010.0,
21,TN,216322.0,191795.0,140102.0,
22,TN,231498.0,198836.0,146715.0,
23,TN,243659.0,205193.0,154813.0,
24,TN,254677.0,212118.0,161234.0,
25,TN,269116.0,218523.0,167372.0,
26,TN,289608.0,225875.0,172733.0,
27,TN,324823.0,233951.0,178500.0,
28,TN,339249.0,243277.0,192789.0,
29,TN,347795.0,251227.0,202768.0,
30,TN,357104.0,260320.0,210128.0,
31,TN,366847.0,267959.0,216217.0,
32,TN,375401.0,276424.0,222524.0,
33,TN,381155.0,284152.0,227839.0,
34,TN,395835.0,290813.0,233672.0,
35,TN,406986.0,307652.0,241029.0,
36,TN,,,246904.0,
37,TN,,,253586.0,
38,TN,,,258675.0,
39,TN,,,263967.0,
40,TN,,,271595.0,
41,TN,,,278839.0,
42,TN,,,288039.0,
43,TN,,,295161.0,
44,TN,,,303301.0,
45,TN,,,316508.0,
46,TN,,,325149.0,
47,TN,,,336880.0,
48,TN,,,343630.0,
49,TN,,,362550.0,
50,TN,,,376127.0,
51,TN,,,390829.0,
52,TN,,,402947.0,
53,TN,,,421437.0,
54,TN,,,452190.0,
55,TN,,,474705.0,
56,TN,,,489750.0,
57,TN,,,507046.0,
58,TN,,,522624.0,
59,TN,,,534859.0,
60,TN,,,547550.0,
61,TN,,,562323.0,
