"Report date","Week #","Week ","MN","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35007.0","43.0","35000.0","4490.0","","","","","","","","","","","",""
"35014.0","44.0","35007.0","4833.0","","","","","","","","","","","",""
"35021.0","45.0","35014.0","6431.0","","","","","","","","","","","",""
"35028.0","46.0","35021.0","5353.0","","","","","","","","","","","",""
"35035.0","47.0","35028.0","7917.0","","","","","","","","","","","",""
"35042.0","48.0","35035.0","6218.0","","","","","","","","","","","",""
"35049.0","49.0","35042.0","7010.0","","","","","","","","","","","",""
"35056.0","50.0","35049.0","7404.0","","","","","","","","","","","",""
"35063.0","51.0","35056.0","7574.0","","","","","","","","","","","",""
"35070.0","52.0","35063.0","6547.0","","","","","","","","","","","",""
"35077.0","1.0","35070.0","10891.0","","","","","","","","","","","",""
"35084.0","2.0","35077.0","5488.0","","","","","","","","","","","",""
"35091.0","3.0","35084.0","6198.0","","","","","","","","","","","",""
"35098.0","4.0","35091.0","5655.0","","","","","","","","","","","",""
"35105.0","5.0","35098.0","6761.0","","","","","","","","","","","",""
"35112.0","6.0","35105.0","3732.0","","","","","","","","","","","",""
"35119.0","7.0","35112.0","3462.0","","","","","","","","","","","",""
"35126.0","8.0","35119.0","3991.0","","","","","","","","","","","",""
"35133.0","9.0","35126.0","4489.0","","","","","","","","","","","",""
"35140.0","10.0","35133.0","3922.0","","","","","","","","","","","",""
"35147.0","11.0","35140.0","3580.0","","","","","","","","","","","",""
"35154.0","12.0","35147.0","3317.0","","","","","","","","","","","",""
"35161.0","13.0","35154.0","4460.0","","","","","","","","","","","",""
"35168.0","14.0","35161.0","4436.0","","","","","","","","","","","",""
"35175.0","15.0","35168.0","3621.0","","","","","","","","","","","",""
"35182.0","16.0","35175.0","3302.0","","","","","","","","","","","",""
"35189.0","17.0","35182.0","3094.0","","","","","","","","","","","",""
"35196.0","18.0","35189.0","3180.0","","","","","","","","","","","",""
"35203.0","19.0","35196.0","3045.0","","","","","","","","","","","",""
"35210.0","20.0","35203.0","3109.0","","","","","","","","","","","",""
"35217.0","21.0","35210.0","2898.0","","","","","","","","","","","",""
"35224.0","22.0","35217.0","3708.0","","","","","","","","","","","",""
"35231.0","23.0","35224.0","3496.0","","","","","","","","","","","",""
"35238.0","24.0","35231.0","3058.0","","","","","","","","","","","",""
"35245.0","25.0","35238.0","3012.0","","","","","","","","","","","",""
"35252.0","26.0","35245.0","3564.0","","","","","","","","","","","",""
"35259.0","27.0","35252.0","3716.0","","","","","","","","","","","",""
"35266.0","28.0","35259.0","2609.0","","","","","","","","","","","",""
"35273.0","29.0","35266.0","2409.0","","","","","","","","","","","",""
"35280.0","30.0","35273.0","2542.0","","","","","","","","","","","",""
"35287.0","31.0","35280.0","2590.0","","","","","","","","","","","",""
"35294.0","32.0","35287.0","2281.0","","","","","","","","","","","",""
"35301.0","33.0","35294.0","2104.0","","","","","","","","","","","",""
"35308.0","34.0","35301.0","1917.0","","","","","","","","","","","",""
"35315.0","35.0","35308.0","2009.0","","","","","","","","","","","",""
"35322.0","36.0","35315.0","2262.0","","","","","","","","","","","",""
"35329.0","37.0","35322.0","2122.0","","","","","","","","","","","",""
"35336.0","38.0","35329.0","2087.0","","","","","","","","","","","",""
"35343.0","39.0","35336.0","2699.0","","","","","","","","","","","",""
"35350.0","40.0","35343.0","4287.0","","","","","","","","","","","",""
"35357.0","41.0","35350.0","2937.0","","","","","","","","","","","",""
"35364.0","42.0","35357.0","3060.0","","","","","","","","","","","",""
"35371.0","43.0","35364.0","3706.0","","","","","","","","","","","",""
"35378.0","44.0","35371.0","4796.0","","","","","","","","","","","",""
"35385.0","45.0","35378.0","5486.0","","","","","","","","","","","",""
"35392.0","46.0","35385.0","8909.0","","","","","","","","","","","",""
"35399.0","47.0","35392.0","7528.0","","","","","","","","","","","",""
"35406.0","48.0","35399.0","8508.0","","","","","","","","","","","",""
