"Report date","Week #","Week ","MN","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35413.0","49.0","35406.0","6058.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","6229.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","7802.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","7253.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","12663.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","7533.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","4922.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","4625.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","5380.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","4213.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","3777.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","3968.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","4174.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","4253.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","4471.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","3612.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","3815.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","4559.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","4532.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","4205.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","5119.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","3280.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","2949.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","2723.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","2645.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","3517.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","3213.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","2968.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","2545.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","3941.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","3913.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","2634.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","2419.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","2561.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","2529.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","2488.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","2435.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","2338.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","2074.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","2194.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","2183.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","1914.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","2268.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","2715.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","2515.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","2402.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","2930.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","4250.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","5437.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","7364.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","5627.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","7482.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","5971.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","6265.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","7318.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","7138.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","10621.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","7029.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","4580.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","4711.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","4375.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","4192.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","3444.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","3957.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","4126.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","4113.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","4133.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","3728.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","3034.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","3497.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","3656.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","2781.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","2441.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","2503.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","2310.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","2544.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","2158.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","3198.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","3086.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","2939.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","2510.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","2940.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","4009.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","3216.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","2288.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","2346.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","2221.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","2369.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","2007.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","2061.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","9927.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","3148.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","2767.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","2378.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","2140.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","2649.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","2624.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","2740.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","2759.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","3658.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","5160.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","6846.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","5591.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","6859.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","5887.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","5699.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","7686.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","8373.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","8458.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","9641.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","6282.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","4493.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","4604.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","4438.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","3888.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","3714.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","3818.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","3614.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","3943.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","3417.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","3620.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","3234.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","3566.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","3073.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","2644.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","2717.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","3443.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","3096.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","2931.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","2369.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","3083.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","2969.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","2683.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","2713.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","3466.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","3389.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","2620.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","2224.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","2164.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","2659.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","2044.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","1976.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","1932.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","2027.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","2285.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","1820.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","1937.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","2630.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","2385.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","2672.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","2864.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","4284.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","4174.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","5439.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","5836.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","7505.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","5911.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","6115.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","8479.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","7536.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","9555.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","6336.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","4662.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","4415.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","4472.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","3810.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","3811.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","3252.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","4117.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","3765.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","3709.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","3217.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","3151.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","3349.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","3058.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","3222.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","2726.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","2770.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","2660.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","2783.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","2993.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","3088.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","3708.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","3064.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","3102.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","2907.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","4031.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","3473.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","2723.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","2425.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","2652.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","2719.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","2436.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","2216.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","3976.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","2327.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","2366.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","2157.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","2298.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","2645.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","2694.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","3107.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","3712.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","4417.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","6512.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","8676.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","7029.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","7118.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","7232.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","8157.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","8868.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","7728.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","6981.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","12002.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","5862.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","6892.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","6231.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","5752.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","4963.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","5203.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","5835.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","5401.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","5055.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","5351.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","4917.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","5977.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","5177.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","5069.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","4373.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","4635.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","4844.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","5585.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","6393.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","5737.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","6939.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","5306.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","6104.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","5112.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","6608.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","6304.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","5005.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","3848.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","4331.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","4345.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","3876.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","3902.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","4290.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","3971.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","4038.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","4058.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","5298.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","5923.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","5417.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","5777.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","5539.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","6676.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","7358.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","7302.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","8761.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","12379.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","10774.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","8873.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","8952.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","11069.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","10294.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","11182.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","8053.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","6611.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","7333.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","8197.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","6324.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","6207.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","6304.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","6607.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","5577.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","6045.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","5942.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","7531.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","6902.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","5954.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","4855.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","5402.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","5099.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","5371.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","5194.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","4665.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","6108.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","6121.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","5333.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","5198.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","6210.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","5719.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","4641.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","4051.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","4088.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","4300.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","3992.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","4358.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","3898.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","4527.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","4174.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","4118.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","4071.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","4791.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","4729.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","4822.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","5651.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","6355.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","7071.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","7004.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","8310.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","8578.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","12222.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","9393.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","10755.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","11496.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","9400.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","11639.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","8238.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","7743.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","6969.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","7371.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","6699.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","6446.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","6189.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","7170.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","6655.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","6680.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","6328.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","7102.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","7206.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","6197.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","5436.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","5790.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","5243.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","5374.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","5931.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","5340.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","6999.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","7034.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","5839.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","5886.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","6572.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","7026.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","5186.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","4053.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","4020.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","4250.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","3666.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","3719.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","3775.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","4152.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","4234.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","3819.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","3951.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","4421.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","6189.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","4422.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","4607.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","5531.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","8560.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","6805.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","7157.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","9968.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","10850.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","9144.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","9144.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","10311.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","8221.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","11820.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","7281.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","6483.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","6673.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","7493.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","5616.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","5335.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","5704.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","7447.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","5426.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","5519.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","5358.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","5211.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","4918.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","4260.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","4032.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","3821.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","5362.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","3951.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","4137.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","5146.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","5294.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","5000.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","4278.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","4049.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","5104.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","5673.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","4411.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","3607.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","3658.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","4262.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","3336.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","3695.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","3324.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","3613.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","3170.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","3417.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","3522.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","3478.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","5329.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","3871.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","3931.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","4299.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","5866.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","5691.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","8103.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","7284.0","","","","","","","","","","","",""
"38325.0","48.0","38318.0","10629.0","","","","","","","","","","","",""
"38332.0","49.0","38325.0","8984.0","","","","","","","","","","","",""
"38339.0","50.0","38332.0","9108.0","","","","","","","","","","","",""
"38346.0","51.0","38339.0","11051.0","","","","","","","","","","","",""
"38353.0","52.0","38346.0","8555.0","","","","","","","","","","","",""
