"Report date","Week #","Week ","UT","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35427.0","51.0","35420.0","1539.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","1261.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","1938.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","1634.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","1437.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","1352.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","1029.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","994.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","957.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","908.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","1022.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","982.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","801.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","677.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","814.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","1139.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","1011.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","1279.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","1129.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","932.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","888.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","856.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","784.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","943.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","986.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","903.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","892.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","808.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","1223.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","931.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","775.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","1041.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","903.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","1012.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","922.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","958.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","1019.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","950.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","861.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","801.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","926.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","1005.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","861.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","1053.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","1000.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","1161.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","1125.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","1322.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","1153.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","1644.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","2402.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","1839.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","1313.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","1489.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","2347.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","1628.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","1377.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","1255.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","1271.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","1228.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","1100.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","1327.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","1374.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","1109.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","974.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","856.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","924.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","1234.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","1318.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","1130.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","1039.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","1050.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","898.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","1196.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","837.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","879.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","947.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","1095.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","1159.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","1082.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","1577.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","1092.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","779.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","1106.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","909.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","928.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","883.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","893.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","938.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","796.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","975.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","866.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","1087.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","1166.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","1038.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","1126.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","1165.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","1425.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","1575.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","1467.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","1136.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","1670.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","1785.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","1560.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","1791.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","1364.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","2309.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","1491.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","1385.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","1609.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","1522.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","1360.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","1171.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","1204.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","1225.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","1101.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","905.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","898.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","919.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","751.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","815.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","1234.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","1284.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","1267.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","1005.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","1104.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","1027.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","1060.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","1109.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","1011.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","1034.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","1104.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","1215.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","1222.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","828.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","1094.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","1022.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","920.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","903.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","895.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","928.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","792.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","872.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","750.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","859.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","1093.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","795.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","1136.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","940.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","1260.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","1065.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","1298.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","1450.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","1790.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","1776.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","1687.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","1306.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","1248.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","2695.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","1804.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","1333.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","1465.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","1507.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","1196.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","1292.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","1173.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","1230.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","1038.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","964.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","981.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","909.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","1221.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","1084.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","1054.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","1143.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","1085.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","1037.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","1110.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","1069.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","980.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","1230.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","1028.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","902.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","1023.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","1199.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","1157.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","1084.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","889.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","1164.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","1053.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","1072.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","1006.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","1100.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","993.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","976.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","1065.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","1108.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","1309.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","1158.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","1150.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","1240.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","1765.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","2665.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","2644.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","1394.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","1870.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","1619.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","2190.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","1682.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","1525.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","2194.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","3254.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","1965.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","1837.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","1875.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","1811.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","1644.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","1441.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","1573.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","1546.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","1365.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","1588.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","1286.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","1912.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","1771.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","1787.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","1651.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","1620.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","1508.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","1459.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","1373.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","1431.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","1675.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","1469.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","1524.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","1562.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","1836.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","1635.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","1445.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","1470.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","1537.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","1447.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","1573.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","1783.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","1573.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","1380.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","1400.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","1671.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","1787.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","2102.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","2054.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","1975.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","2029.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","2426.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","2500.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","2368.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","2897.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","3822.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","3691.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","2761.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","2605.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","2049.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","2579.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","3111.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","2579.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","2060.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","2358.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","2192.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","2076.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","1663.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","2334.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","2228.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","2023.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","1946.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","1965.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","1937.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","2429.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","2310.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","1905.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","1877.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","1656.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","1847.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","1698.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","1510.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","2067.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","1708.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","1548.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","1613.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","1674.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","2029.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","1744.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","1470.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","1660.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","1530.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","1498.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","1643.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","1636.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","1751.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","1632.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","1708.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","1541.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","2047.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","2047.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","1629.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","1762.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","2033.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","2303.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","2189.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","2339.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","1828.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","2608.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","2284.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","2368.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","2438.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","2394.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","3511.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","2529.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","1904.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","2064.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","2370.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","2125.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","1762.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","2005.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","1968.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","1631.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","1720.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","1592.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","1937.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","2309.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","1954.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","1800.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","1718.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","1809.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","1651.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","1624.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","1339.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","1857.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","1698.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","1629.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","1610.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","1686.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","1999.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","1640.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","1407.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","1515.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","1476.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","1491.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","1589.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","1580.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","1403.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","1451.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","1413.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","1354.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","1686.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","1757.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","1419.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","1587.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","1766.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","2742.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","1914.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","2035.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","1661.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","2036.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","1896.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","2061.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","1559.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","2499.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","3328.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","2360.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","1824.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","1904.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","1819.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","1782.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","1476.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","1531.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","1725.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","1277.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","1279.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","1121.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","1208.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","1532.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","1653.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","1606.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","1278.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","1307.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","1256.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","1192.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","1305.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","1293.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","1324.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","1213.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","1119.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","1127.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","1666.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","1361.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","1316.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","1352.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","1204.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","1185.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","1169.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","1156.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","1260.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","1060.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","1101.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","1047.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","1180.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","1530.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","1211.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","1812.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","2143.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","1860.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","1596.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","1676.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","1211.0","","","","","","","","","","","",""
"38325.0","48.0","38318.0","2155.0","","","","","","","","","","","",""
"38332.0","49.0","38325.0","1796.0","","","","","","","","","","","",""
"38339.0","50.0","38332.0","1428.0","","","","","","","","","","","",""
"38346.0","51.0","38339.0","1252.0","","","","","","","","","","","",""
"38353.0","52.0","38346.0","1470.0","","","","","","","","","","","",""
"38360.0","1.0","38353.0","3055.0","","","","","","","","","","","",""
"38367.0","2.0","38360.0","2146.0","","","","","","","","","","","",""
"38374.0","3.0","38367.0","1491.0","","","","","","","","","","","",""
"38381.0","4.0","38374.0","1458.0","","","","","","","","","","","",""
