"Report date","Week #","Week ","WY","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"38556.0","29.0","38549.0","205.0","","","","","","","","","","","",""
"38563.0","30.0","38556.0","212.0","","","","","","","","","","","",""
"38570.0","31.0","38563.0","219.0","","","","","","","","","","","",""
"38577.0","32.0","38570.0","227.0","","","","","","","","","","","",""
"38584.0","33.0","38577.0","242.0","","","","","","","","","","","",""
"38591.0","34.0","38584.0","237.0","","","","","","","","","","","",""
"38598.0","35.0","38591.0","255.0","","","","","","","","","","","",""
"38605.0","36.0","38598.0","232.0","","","","","","","","","","","",""
"38612.0","37.0","38605.0","252.0","","","","","","","","","","","",""
"38619.0","38.0","38612.0","269.0","","","","","","","","","","","",""
"38626.0","39.0","38619.0","214.0","","","","","","","","","","","",""
"38633.0","40.0","38626.0","548.0","","","","","","","","","","","",""
"38640.0","41.0","38633.0","448.0","","","","","","","","","","","",""
"38647.0","42.0","38640.0","353.0","","","","","","","","","","","",""
"38654.0","43.0","38647.0","421.0","","","","","","","","","","","",""
"38661.0","44.0","38654.0","467.0","","","","","","","","","","","",""
"38668.0","45.0","38661.0","371.0","","","","","","","","","","","",""
"38675.0","46.0","38668.0","547.0","","","","","","","","","","","",""
"38682.0","47.0","38675.0","375.0","","","","","","","","","","","",""
"38689.0","48.0","38682.0","789.0","","","","","","","","","","","",""
"38696.0","49.0","38689.0","820.0","","","","","","","","","","","",""
"38703.0","50.0","38696.0","440.0","","","","","","","","","","","",""
"38710.0","51.0","38703.0","485.0","","","","","","","","","","","",""
"38717.0","52.0","38710.0","417.0","","","","","","","","","","","",""
"38724.0","53.0","38717.0","607.0","","","","","","","","","","","",""
"38731.0","1.0","38724.0","509.0","","","","","","","","","","","",""
"38738.0","2.0","38731.0","427.0","","","","","","","","","","","",""
"38745.0","3.0","38738.0","361.0","","","","","","","","","","","",""
"38752.0","4.0","38745.0","303.0","","","","","","","","","","","",""
"38759.0","5.0","38752.0","301.0","","","","","","","","","","","",""
"38766.0","6.0","38759.0","503.0","","","","","","","","","","","",""
"38773.0","7.0","38766.0","450.0","","","","","","","","","","","",""
"38780.0","8.0","38773.0","329.0","","","","","","","","","","","",""
"38787.0","9.0","38780.0","319.0","","","","","","","","","","","",""
"38794.0","10.0","38787.0","368.0","","","","","","","","","","","",""
"38801.0","11.0","38794.0","326.0","","","","","","","","","","","",""
"38808.0","12.0","38801.0","245.0","","","","","","","","","","","",""
"38815.0","13.0","38808.0","525.0","","","","","","","","","","","",""
"38822.0","14.0","38815.0","311.0","","","","","","","","","","","",""
"38829.0","15.0","38822.0","259.0","","","","","","","","","","","",""
"38836.0","16.0","38829.0","312.0","","","","","","","","","","","",""
"38843.0","17.0","38836.0","242.0","","","","","","","","","","","",""
"38850.0","18.0","38843.0","223.0","","","","","","","","","","","",""
"38857.0","19.0","38850.0","265.0","","","","","","","","","","","",""
"38864.0","20.0","38857.0","276.0","","","","","","","","","","","",""
"38871.0","21.0","38864.0","290.0","","","","","","","","","","","",""
"38878.0","22.0","38871.0","267.0","","","","","","","","","","","",""
"38885.0","23.0","38878.0","212.0","","","","","","","","","","","",""
"38892.0","24.0","38885.0","191.0","","","","","","","","","","","",""
"38899.0","25.0","38892.0","201.0","","","","","","","","","","","",""
"38906.0","26.0","38899.0","321.0","","","","","","","","","","","",""
"38913.0","27.0","38906.0","220.0","","","","","","","","","","","",""
"38920.0","28.0","38913.0","220.0","","","","","","","","","","","",""
"38927.0","29.0","38920.0","190.0","","","","","","","","","","","",""
"38934.0","30.0","38927.0","177.0","","","","","","","","","","","",""
"38941.0","31.0","38934.0","162.0","","","","","","","","","","","",""
"38948.0","32.0","38941.0","196.0","","","","","","","","","","","",""
"38955.0","33.0","38948.0","191.0","","","","","","","","","","","",""
"38962.0","34.0","38955.0","197.0","","","","","","","","","","","",""
"38969.0","35.0","38962.0","184.0","","","","","","","","","","","",""
"38976.0","36.0","38969.0","215.0","","","","","","","","","","","",""
"38983.0","37.0","38976.0","227.0","","","","","","","","","","","",""
"38990.0","38.0","38983.0","207.0","","","","","","","","","","","",""
"38997.0","39.0","38990.0","332.0","","","","","","","","","","","",""
"39004.0","40.0","38997.0","361.0","","","","","","","","","","","",""
"39011.0","41.0","39004.0","334.0","","","","","","","","","","","",""
"39018.0","42.0","39011.0","321.0","","","","","","","","","","","",""
"39025.0","43.0","39018.0","469.0","","","","","","","","","","","",""
"39032.0","44.0","39025.0","324.0","","","","","","","","","","","",""
"39039.0","45.0","39032.0","483.0","","","","","","","","","","","",""
"39046.0","46.0","39039.0","307.0","","","","","","","","","","","",""
"39053.0","47.0","39046.0","566.0","","","","","","","","","","","",""
"39060.0","48.0","39053.0","432.0","","","","","","","","","","","",""
"39067.0","49.0","39060.0","376.0","","","","","","","","","","","",""
"39074.0","50.0","39067.0","342.0","","","","","","","","","","","",""
"39081.0","51.0","39074.0","582.0","","","","","","","","","","","",""
"39088.0","52.0","39081.0","438.0","","","","","","","","","","","",""
"39095.0","1.0","39088.0","697.0","","","","","","","","","","","",""
"39102.0","2.0","39095.0","542.0","","","","","","","","","","","",""
"39109.0","3.0","39102.0","433.0","","","","","","","","","","","",""
"39116.0","4.0","39109.0","418.0","","","","","","","","","","","",""
"39123.0","5.0","39116.0","425.0","","","","","","","","","","","",""
"39130.0","6.0","39123.0","402.0","","","","","","","","","","","",""
"39137.0","7.0","39130.0","330.0","","","","","","","","","","","",""
"39144.0","8.0","39137.0","375.0","","","","","","","","","","","",""
"39151.0","9.0","39144.0","380.0","","","","","","","","","","","",""
"39158.0","10.0","39151.0","332.0","","","","","","","","","","","",""
"39165.0","11.0","39158.0","308.0","","","","","","","","","","","",""
"39172.0","12.0","39165.0","355.0","","","","","","","","","","","",""
"39179.0","13.0","39172.0","606.0","","","","","","","","","","","",""
"39186.0","14.0","39179.0","557.0","","","","","","","","","","","",""
"39193.0","15.0","39186.0","321.0","","","","","","","","","","","",""
"39200.0","16.0","39193.0","270.0","","","","","","","","","","","",""
"39207.0","17.0","39200.0","226.0","","","","","","","","","","","",""
"39214.0","18.0","39207.0","273.0","","","","","","","","","","","",""
"39221.0","19.0","39214.0","306.0","","","","","","","","","","","",""
"39228.0","20.0","39221.0","273.0","","","","","","","","","","","",""
"39235.0","21.0","39228.0","410.0","","","","","","","","","","","",""
"39242.0","22.0","39235.0","311.0","","","","","","","","","","","",""
"39249.0","23.0","39242.0","304.0","","","","","","","","","","","",""
"39256.0","24.0","39249.0","227.0","","","","","","","","","","","",""
"39263.0","25.0","39256.0","240.0","","","","","","","","","","","",""
"39270.0","26.0","39263.0","343.0","","","","","","","","","","","",""
"39277.0","27.0","39270.0","279.0","","","","","","","","","","","",""
"39284.0","28.0","39277.0","221.0","","","","","","","","","","","",""
"39291.0","29.0","39284.0","243.0","","","","","","","","","","","",""
"39298.0","30.0","39291.0","223.0","","","","","","","","","","","",""
"39305.0","31.0","39298.0","252.0","","","","","","","","","","","",""
"39312.0","32.0","39305.0","232.0","","","","","","","","","","","",""
"39319.0","33.0","39312.0","238.0","","","","","","","","","","","",""
"39326.0","34.0","39319.0","241.0","","","","","","","","","","","",""
"39333.0","35.0","39326.0","208.0","","","","","","","","","","","",""
"39340.0","36.0","39333.0","213.0","","","","","","","","","","","",""
"39347.0","37.0","39340.0","229.0","","","","","","","","","","","",""
"39354.0","38.0","39347.0","272.0","","","","","","","","","","","",""
"39361.0","39.0","39354.0","303.0","","","","","","","","","","","",""
"39368.0","40.0","39361.0","385.0","","","","","","","","","","","",""
"39375.0","41.0","39368.0","402.0","","","","","","","","","","","",""
"39382.0","42.0","39375.0","389.0","","","","","","","","","","","",""
"39389.0","43.0","39382.0","411.0","","","","","","","","","","","",""
"39396.0","44.0","39389.0","448.0","","","","","","","","","","","",""
"39403.0","45.0","39396.0","432.0","","","","","","","","","","","",""
"39410.0","46.0","39403.0","475.0","","","","","","","","","","","",""
"39417.0","47.0","39410.0","520.0","","","","","","","","","","","",""
"39424.0","48.0","39417.0","535.0","","","","","","","","","","","",""
"39431.0","49.0","39424.0","739.0","","","","","","","","","","","",""
"39438.0","50.0","39431.0","518.0","","","","","","","","","","","",""
"39445.0","51.0","39438.0","648.0","","","","","","","","","","","",""
"39452.0","52.0","39445.0","452.0","","","","","","","","","","","",""
"39459.0","1.0","39452.0","719.0","","","","","","","","","","","",""
"39466.0","2.0","39459.0","552.0","","","","","","","","","","","",""
"39473.0","3.0","39466.0","622.0","","","","","","","","","","","",""
"39480.0","4.0","39473.0","446.0","","","","","","","","","","","",""
"39487.0","5.0","39480.0","468.0","","","","","","","","","","","",""
"39494.0","6.0","39487.0","409.0","","","","","","","","","","","",""
"39501.0","7.0","39494.0","319.0","","","","","","","","","","","",""
"39508.0","8.0","39501.0","324.0","","","","","","","","","","","",""
"39515.0","9.0","39508.0","407.0","","","","","","","","","","","",""
"39522.0","10.0","39515.0","433.0","","","","","","","","","","","",""
"39529.0","11.0","39522.0","403.0","","","","","","","","","","","",""
"39536.0","12.0","39529.0","361.0","","","","","","","","","","","",""
"39543.0","13.0","39536.0","407.0","","","","","","","","","","","",""
"39550.0","14.0","39543.0","556.0","","","","","","","","","","","",""
"39557.0","15.0","39550.0","372.0","","","","","","","","","","","",""
"39564.0","16.0","39557.0","303.0","","","","","","","","","","","",""
"39571.0","17.0","39564.0","289.0","","","","","","","","","","","",""
"39578.0","18.0","39571.0","292.0","","","","","","","","","","","",""
"39585.0","19.0","39578.0","318.0","","","","","","","","","","","",""
"39592.0","20.0","39585.0","309.0","","","","","","","","","","","",""
"39599.0","21.0","39592.0","456.0","","","","","","","","","","","",""
"39606.0","22.0","39599.0","358.0","","","","","","","","","","","",""
"39613.0","23.0","39606.0","316.0","","","","","","","","","","","",""
"39620.0","24.0","39613.0","269.0","","","","","","","","","","","",""
"39627.0","25.0","39620.0","259.0","","","","","","","","","","","",""
"39634.0","26.0","39627.0","245.0","","","","","","","","","","","",""
"39641.0","27.0","39634.0","341.0","","","","","","","","","","","",""
"39648.0","28.0","39641.0","280.0","","","","","","","","","","","",""
"39655.0","29.0","39648.0","284.0","","","","","","","","","","","",""
"39662.0","30.0","39655.0","277.0","","","","","","","","","","","",""
"39669.0","31.0","39662.0","287.0","","","","","","","","","","","",""
"39676.0","32.0","39669.0","225.0","","","","","","","","","","","",""
"39683.0","33.0","39676.0","258.0","","","","","","","","","","","",""
"39690.0","34.0","39683.0","271.0","","","","","","","","","","","",""
"39697.0","35.0","39690.0","301.0","","","","","","","","","","","",""
"39704.0","36.0","39697.0","340.0","","","","","","","","","","","",""
"39711.0","37.0","39704.0","289.0","","","","","","","","","","","",""
"39718.0","38.0","39711.0","306.0","","","","","","","","","","","",""
"39725.0","39.0","39718.0","375.0","","","","","","","","","","","",""
"39732.0","40.0","39725.0","513.0","","","","","","","","","","","",""
"39739.0","41.0","39732.0","301.0","","","","","","","","","","","",""
"39746.0","42.0","39739.0","509.0","","","","","","","","","","","",""
"39753.0","43.0","39746.0","536.0","","","","","","","","","","","",""
"39760.0","44.0","39753.0","750.0","","","","","","","","","","","",""
"39767.0","45.0","39760.0","660.0","","","","","","","","","","","",""
"39774.0","46.0","39767.0","688.0","","","","","","","","","","","",""
"39781.0","47.0","39774.0","597.0","","","","","","","","","","","",""
"39788.0","48.0","39781.0","896.0","","","","","","","","","","","",""
"39795.0","49.0","39788.0","920.0","","","","","","","","","","","",""
"39802.0","50.0","39795.0","1165.0","","","","","","","","","","","",""
"39809.0","51.0","39802.0","779.0","","","","","","","","","","","",""
"39816.0","52.0","39809.0","859.0","","","","","","","","","","","",""
"39823.0","1.0","39816.0","1293.0","","","","","","","","","","","",""
"39830.0","2.0","39823.0","1041.0","","","","","","","","","","","",""
"39837.0","3.0","39830.0","904.0","","","","","","","","","","","",""
"39844.0","4.0","39837.0","987.0","","","","","","","","","","","",""
"39851.0","5.0","39844.0","955.0","","","","","","","","","","","",""
"39858.0","6.0","39851.0","975.0","","","","","","","","","","","",""
"39865.0","7.0","39858.0","932.0","","","","","","","","","","","",""
"39872.0","8.0","39865.0","965.0","","","","","","","","","","","",""
"39879.0","9.0","39872.0","1028.0","","","","","","","","","","","",""
"39886.0","10.0","39879.0","1067.0","","","","","","","","","","","",""
"39893.0","11.0","39886.0","1037.0","","","","","","","","","","","",""
"39900.0","12.0","39893.0","1077.0","","","","","","","","","","","",""
"39907.0","13.0","39900.0","1203.0","","","","","","","","","","","",""
"39914.0","14.0","39907.0","1478.0","","","","","","","","","","","",""
"39921.0","15.0","39914.0","947.0","","","","","","","","","","","",""
"39928.0","16.0","39921.0","780.0","","","","","","","","","","","",""
"39935.0","17.0","39928.0","835.0","","","","","","","","","","","",""
"39942.0","18.0","39935.0","819.0","","","","","","","","","","","",""
"39949.0","19.0","39942.0","759.0","","","","","","","","","","","",""
"39956.0","20.0","39949.0","672.0","","","","","","","","","","","",""
"39963.0","21.0","39956.0","719.0","","","","","","","","","","","",""
"39970.0","22.0","39963.0","908.0","","","","","","","","","","","",""
"39977.0","23.0","39970.0","874.0","","","","","","","","","","","",""
"39984.0","24.0","39977.0","706.0","","","","","","","","","","","",""
"39991.0","25.0","39984.0","633.0","","","","","","","","","","","",""
"39998.0","26.0","39991.0","552.0","","","","","","","","","","","",""
"40005.0","27.0","39998.0","694.0","","","","","","","","","","","",""
"40012.0","28.0","40005.0","768.0","","","","","","","","","","","",""
"40019.0","29.0","40012.0","637.0","","","","","","","","","","","",""
"40026.0","30.0","40019.0","586.0","","","","","","","","","","","",""
"40033.0","31.0","40026.0","656.0","","","","","","","","","","","",""
"40040.0","32.0","40033.0","624.0","","","","","","","","","","","",""
"40047.0","33.0","40040.0","654.0","","","","","","","","","","","",""
"40054.0","34.0","40047.0","638.0","","","","","","","","","","","",""
"40061.0","35.0","40054.0","659.0","","","","","","","","","","","",""
"40068.0","36.0","40061.0","593.0","","","","","","","","","","","",""
"40075.0","37.0","40068.0","600.0","","","","","","","","","","","",""
"40082.0","38.0","40075.0","653.0","","","","","","","","","","","",""
"40089.0","39.0","40082.0","784.0","","","","","","","","","","","",""
"40096.0","40.0","40089.0","1194.0","","","","","","","","","","","",""
"40103.0","41.0","40096.0","1043.0","","","","","","","","","","","",""
"40110.0","42.0","40103.0","891.0","","","","","","","","","","","",""
"40117.0","43.0","40110.0","1034.0","","","","","","","","","","","",""
"40124.0","44.0","40117.0","1067.0","","","","","","","","","","","",""
"40131.0","45.0","40124.0","880.0","","","","","","","","","","","",""
"40138.0","46.0","40131.0","1067.0","","","","","","","","","","","",""
"40145.0","47.0","40138.0","904.0","","","","","","","","","","","",""
"40152.0","48.0","40145.0","1216.0","","","","","","","","","","","",""
"40159.0","49.0","40152.0","1483.0","","","","","","","","","","","",""
"40166.0","50.0","40159.0","1116.0","","","","","","","","","","","",""
"40173.0","51.0","40166.0","782.0","","","","","","","","","","","",""
"40180.0","52.0","40173.0","930.0","","","","","","","","","","","",""
"40187.0","1.0","40180.0","1923.0","","","","","","","","","","","",""
"40194.0","2.0","40187.0","1060.0","","","","","","","","","","","",""
"40201.0","3.0","40194.0","783.0","","","","","","","","","","","",""
"40208.0","4.0","40201.0","960.0","","","","","","","","","","","",""
"40215.0","5.0","40208.0","857.0","","","","","","","","","","","",""
"40222.0","6.0","40215.0","802.0","","","","","","","","","","","",""
"40229.0","7.0","40222.0","452.0","","","","","","","","","","","",""
"40236.0","8.0","40229.0","732.0","","","","","","","","","","","",""
"40243.0","9.0","40236.0","829.0","","","","","","","","","","","",""
"40250.0","10.0","40243.0","743.0","","","","","","","","","","","",""
"40257.0","11.0","40250.0","422.0","","","","","","","","","","","",""
"40264.0","12.0","40257.0","728.0","","","","","","","","","","","",""
"40271.0","13.0","40264.0","748.0","","","","","","","","","","","",""
"40278.0","14.0","40271.0","1299.0","","","","","","","","","","","",""
"40285.0","15.0","40278.0","752.0","","","","","","","","","","","",""
"40292.0","16.0","40285.0","596.0","","","","","","","","","","","",""
"40299.0","17.0","40292.0","941.0","","","","","","","","","","","",""
"40306.0","18.0","40299.0","645.0","","","","","","","","","","","",""
"40313.0","19.0","40306.0","839.0","","","","","","","","","","","",""
"40320.0","20.0","40313.0","650.0","","","","","","","","","","","",""
"40327.0","21.0","40320.0","642.0","","","","","","","","","","","",""
"40334.0","22.0","40327.0","592.0","","","","","","","","","","","",""
"40341.0","23.0","40334.0","653.0","","","","","","","","","","","",""
"40348.0","24.0","40341.0","545.0","","","","","","","","","","","",""
"40355.0","25.0","40348.0","503.0","","","","","","","","","","","",""
"40362.0","26.0","40355.0","510.0","","","","","","","","","","","",""
"40369.0","27.0","40362.0","591.0","","","","","","","","","","","",""
"40376.0","28.0","40369.0","456.0","","","","","","","","","","","",""
"40383.0","29.0","40376.0","488.0","","","","","","","","","","","",""
"40390.0","30.0","40383.0","475.0","","","","","","","","","","","",""
"40397.0","31.0","40390.0","635.0","","","","","","","","","","","",""
"40404.0","32.0","40397.0","565.0","","","","","","","","","","","",""
"40411.0","33.0","40404.0","514.0","","","","","","","","","","","",""
"40418.0","34.0","40411.0","513.0","","","","","","","","","","","",""
"40425.0","35.0","40418.0","560.0","","","","","","","","","","","",""
"40432.0","36.0","40425.0","441.0","","","","","","","","","","","",""
"40439.0","37.0","40432.0","525.0","","","","","","","","","","","",""
"40446.0","38.0","40439.0","544.0","","","","","","","","","","","",""
"40453.0","39.0","40446.0","587.0","","","","","","","","","","","",""
"40460.0","40.0","40453.0","776.0","","","","","","","","","","","",""
"40467.0","41.0","40460.0","778.0","","","","","","","","","","","",""
"40474.0","42.0","40467.0","699.0","","","","","","","","","","","",""
"40481.0","43.0","40474.0","870.0","","","","","","","","","","","",""
"40488.0","44.0","40481.0","896.0","","","","","","","","","","","",""
"40495.0","45.0","40488.0","815.0","","","","","","","","","","","",""
"40502.0","46.0","40495.0","963.0","","","","","","","","","","","",""
"40509.0","47.0","40502.0","1010.0","","","","","","","","","","","",""
"40516.0","48.0","40509.0","1002.0","","","","","","","","","","","",""
"40523.0","49.0","40516.0","797.0","","","","","","","","","","","",""
"40530.0","50.0","40523.0","823.0","","","","","","","","","","","",""
"40537.0","51.0","40530.0","832.0","","","","","","","","","","","",""
"40544.0","52.0","40537.0","736.0","","","","","","","","","","","",""
"40551.0","1.0","40544.0","1485.0","","","","","","","","","","","",""
"40558.0","2.0","40551.0","1073.0","","","","","","","","","","","",""
"40565.0","3.0","40558.0","762.0","","","","","","","","","","","",""
"40572.0","4.0","40565.0","733.0","","","","","","","","","","","",""
"40579.0","5.0","40572.0","815.0","","","","","","","","","","","",""
"40586.0","6.0","40579.0","693.0","","","","","","","","","","","",""
"40593.0","7.0","40586.0","708.0","","","","","","","","","","","",""
"40600.0","8.0","40593.0","608.0","","","","","","","","","","","",""
"40607.0","9.0","40600.0","597.0","","","","","","","","","","","",""
"40614.0","10.0","40607.0","665.0","","","","","","","","","","","",""
"40621.0","11.0","40614.0","591.0","","","","","","","","","","","",""
"40628.0","12.0","40621.0","524.0","","","","","","","","","","","",""
"40635.0","13.0","40628.0","631.0","","","","","","","","","","","",""
"40642.0","14.0","40635.0","622.0","","","","","","","","","","","",""
"40649.0","15.0","40642.0","696.0","","","","","","","","","","","",""
"40656.0","16.0","40649.0","565.0","","","","","","","","","","","",""
"40663.0","17.0","40656.0","547.0","","","","","","","","","","","",""
"40670.0","18.0","40663.0","487.0","","","","","","","","","","","",""
"40677.0","19.0","40670.0","502.0","","","","","","","","","","","",""
"40684.0","20.0","40677.0","582.0","","","","","","","","","","","",""
"40691.0","21.0","40684.0","583.0","","","","","","","","","","","",""
"40698.0","22.0","40691.0","530.0","","","","","","","","","","","",""
"40705.0","23.0","40698.0","501.0","","","","","","","","","","","",""
"40712.0","24.0","40705.0","404.0","","","","","","","","","","","",""
"40719.0","25.0","40712.0","434.0","","","","","","","","","","","",""
"40726.0","26.0","40719.0","386.0","","","","","","","","","","","",""
"40733.0","27.0","40726.0","494.0","","","","","","","","","","","",""
"40740.0","28.0","40733.0","394.0","","","","","","","","","","","",""
"40747.0","29.0","40740.0","428.0","","","","","","","","","","","",""
"40754.0","30.0","40747.0","343.0","","","","","","","","","","","",""
"40761.0","31.0","40754.0","376.0","","","","","","","","","","","",""
"40768.0","32.0","40761.0","344.0","","","","","","","","","","","",""
"40775.0","33.0","40768.0","348.0","","","","","","","","","","","",""
"40782.0","34.0","40775.0","381.0","","","","","","","","","","","",""
"40789.0","35.0","40782.0","423.0","","","","","","","","","","","",""
"40796.0","36.0","40789.0","375.0","","","","","","","","","","","",""
"40803.0","37.0","40796.0","400.0","","","","","","","","","","","",""
"40810.0","38.0","40803.0","434.0","","","","","","","","","","","",""
"40817.0","39.0","40810.0","453.0","","","","","","","","","","","",""
"40824.0","40.0","40817.0","691.0","","","","","","","","","","","",""
"40831.0","41.0","40824.0","619.0","","","","","","","","","","","",""
"40838.0","42.0","40831.0","649.0","","","","","","","","","","","",""
"40845.0","43.0","40838.0","717.0","","","","","","","","","","","",""
"40852.0","44.0","40845.0","839.0","","","","","","","","","","","",""
"40859.0","45.0","40852.0","622.0","","","","","","","","","","","",""
"40866.0","46.0","40859.0","697.0","","","","","","","","","","","",""
"40873.0","47.0","40866.0","688.0","","","","","","","","","","","",""
"40880.0","48.0","40873.0","1186.0","","","","","","","","","","","",""
"40887.0","49.0","40880.0","798.0","","","","","","","","","","","",""
"40894.0","50.0","40887.0","714.0","","","","","","","","","","","",""
"40901.0","51.0","40894.0","824.0","","","","","","","","","","","",""
"40908.0","52.0","40901.0","667.0","","","","","","","","","","","",""
"40915.0","53.0","40908.0","1020.0","","","","","","","","","","","",""
"40922.0","1.0","40915.0","798.0","","","","","","","","","","","",""
"40929.0","2.0","40922.0","742.0","","","","","","","","","","","",""
"40936.0","3.0","40929.0","685.0","","","","","","","","","","","",""
"40943.0","4.0","40936.0","597.0","","","","","","","","","","","",""
"40950.0","5.0","40943.0","588.0","","","","","","","","","","","",""
"40957.0","6.0","40950.0","567.0","","","","","","","","","","","",""
"40964.0","7.0","40957.0","524.0","","","","","","","","","","","",""
"40971.0","8.0","40964.0","608.0","","","","","","","","","","","",""
"40978.0","9.0","40971.0","573.0","","","","","","","","","","","",""
"40985.0","10.0","40978.0","483.0","","","","","","","","","","","",""
"40992.0","11.0","40985.0","362.0","","","","","","","","","","","",""
"40999.0","12.0","40992.0","476.0","","","","","","","","","","","",""
"41006.0","13.0","40999.0","799.0","","","","","","","","","","","",""
"41013.0","14.0","41006.0","758.0","","","","","","","","","","","",""
"41020.0","15.0","41013.0","570.0","","","","","","","","","","","",""
"41027.0","16.0","41020.0","455.0","","","","","","","","","","","",""
"41034.0","17.0","41027.0","506.0","","","","","","","","","","","",""
"41041.0","18.0","41034.0","437.0","","","","","","","","","","","",""
"41048.0","19.0","41041.0","493.0","","","","","","","","","","","",""
"41055.0","20.0","41048.0","489.0","","","","","","","","","","","",""
"41062.0","21.0","41055.0","508.0","","","","","","","","","","","",""
"41069.0","22.0","41062.0","497.0","","","","","","","","","","","",""
"41076.0","23.0","41069.0","445.0","","","","","","","","","","","",""
"41083.0","24.0","41076.0","438.0","","","","","","","","","","","",""
"41090.0","25.0","41083.0","380.0","","","","","","","","","","","",""
"41097.0","26.0","41090.0","525.0","","","","","","","","","","","",""
"41104.0","27.0","41097.0","416.0","","","","","","","","","","","",""
"41111.0","28.0","41104.0","416.0","","","","","","","","","","","",""
"41118.0","29.0","41111.0","383.0","","","","","","","","","","","",""
"41125.0","30.0","41118.0","382.0","","","","","","","","","","","",""
"41132.0","31.0","41125.0","414.0","","","","","","","","","","","",""
"41139.0","32.0","41132.0","456.0","","","","","","","","","","","",""
"41146.0","33.0","41139.0","408.0","","","","","","","","","","","",""
"41153.0","34.0","41146.0","426.0","","","","","","","","","","","",""
"41160.0","35.0","41153.0","418.0","","","","","","","","","","","",""
"41167.0","36.0","41160.0","394.0","","","","","","","","","","","",""
"41174.0","37.0","41167.0","475.0","","","","","","","","","","","",""
"41181.0","38.0","41174.0","439.0","","","","","","","","","","","",""
"41188.0","39.0","41181.0","626.0","","","","","","","","","","","",""
"41195.0","40.0","41188.0","743.0","","","","","","","","","","","",""
"41202.0","41.0","41195.0","670.0","","","","","","","","","","","",""
"41209.0","42.0","41202.0","722.0","","","","","","","","","","","",""
"41216.0","43.0","41209.0","729.0","","","","","","","","","","","",""
"41223.0","44.0","41216.0","722.0","","","","","","","","","","","",""
"41230.0","45.0","41223.0","687.0","","","","","","","","","","","",""
"41237.0","46.0","41230.0","600.0","","","","","","","","","","","",""
"41244.0","47.0","41237.0","742.0","","","","","","","","","","","",""
"41251.0","48.0","41244.0","767.0","","","","","","","","","","","",""
"41258.0","49.0","41251.0","809.0","","","","","","","","","","","",""
"41265.0","50.0","41258.0","837.0","","","","","","","","","","","",""
"41272.0","51.0","41265.0","812.0","","","","","","","","","","","",""
"41279.0","52.0","41272.0","725.0","","","","","","","","","","","",""
"41286.0","1.0","41279.0","1066.0","","","","","","","","","","","",""
"41293.0","2.0","41286.0","802.0","","","","","","","","","","","",""
"41300.0","3.0","41293.0","575.0","","","","","","","","","","","",""
"41307.0","4.0","41300.0","656.0","","","","","","","","","","","",""
"41314.0","5.0","41307.0","569.0","","","","","","","","","","","",""
"41321.0","6.0","41314.0","497.0","","","","","","","","","","","",""
"41328.0","7.0","41321.0","541.0","","","","","","","","","","","",""
"41335.0","8.0","41328.0","532.0","","","","","","","","","","","",""
"41342.0","9.0","41335.0","524.0","","","","","","","","","","","",""
"41349.0","10.0","41342.0","479.0","","","","","","","","","","","",""
"41356.0","11.0","41349.0","493.0","","","","","","","","","","","",""
"41363.0","12.0","41356.0","500.0","","","","","","","","","","","",""
"41370.0","13.0","41363.0","538.0","","","","","","","","","","","",""
"41377.0","14.0","41370.0","1150.0","","","","","","","","","","","",""
"41384.0","15.0","41377.0","809.0","","","","","","","","","","","",""
"41391.0","16.0","41384.0","581.0","","","","","","","","","","","",""
"41398.0","17.0","41391.0","436.0","","","","","","","","","","","",""
"41405.0","18.0","41398.0","430.0","","","","","","","","","","","",""
"41412.0","19.0","41405.0","413.0","","","","","","","","","","","",""
"41419.0","20.0","41412.0","505.0","","","","","","","","","","","",""
"41426.0","21.0","41419.0","427.0","","","","","","","","","","","",""
"41433.0","22.0","41426.0","449.0","","","","","","","","","","","",""
"41440.0","23.0","41433.0","421.0","","","","","","","","","","","",""
"41447.0","24.0","41440.0","399.0","","","","","","","","","","","",""
"41454.0","25.0","41447.0","390.0","","","","","","","","","","","",""
"41461.0","26.0","41454.0","362.0","","","","","","","","","","","",""
"41468.0","27.0","41461.0","460.0","","","","","","","","","","","",""
"41475.0","28.0","41468.0","409.0","","","","","","","","","","","",""
"41482.0","29.0","41475.0","375.0","","","","","","","","","","","",""
"41489.0","30.0","41482.0","411.0","","","","","","","","","","","",""
"41496.0","31.0","41489.0","416.0","","","","","","","","","","","",""
"41503.0","32.0","41496.0","364.0","","","","","","","","","","","",""
"41510.0","33.0","41503.0","500.0","","","","","","","","","","","",""
"41517.0","34.0","41510.0","426.0","","","","","","","","","","","",""
"41524.0","35.0","41517.0","380.0","","","","","","","","","","","",""
"41531.0","36.0","41524.0","400.0","","","","","","","","","","","",""
"41538.0","37.0","41531.0","383.0","","","","","","","","","","","",""
"41545.0","38.0","41538.0","382.0","","","","","","","","","","","",""
"41552.0","39.0","41545.0","914.0","","","","","","","","","","","",""
"41559.0","40.0","41552.0","843.0","","","","","","","","","","","",""
"41566.0","41.0","41559.0","715.0","","","","","","","","","","","",""
"41573.0","42.0","41566.0","556.0","","","","","","","","","","","",""
"41580.0","43.0","41573.0","663.0","","","","","","","","","","","",""
"41587.0","44.0","41580.0","690.0","","","","","","","","","","","",""
