"Report date","Week #","Week ","SC","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35392.0","46.0","35385.0","5600.0","","","","","","","","","","","",""
"35399.0","47.0","35392.0","2967.0","","","","","","","","","","","",""
"35406.0","48.0","35399.0","8874.0","","","","","","","","","","","",""
"35413.0","49.0","35406.0","7712.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","5063.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","4329.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","16684.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","20950.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","10688.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","7213.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","5014.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","5756.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","5181.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","3830.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","4464.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","5082.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","4882.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","4182.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","3709.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","3993.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","5146.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","4276.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","3214.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","3700.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","3700.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","4175.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","4109.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","4153.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","5242.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","4726.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","4018.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","3555.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","3577.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","11104.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","8089.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","4534.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","3831.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","5011.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","5136.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","4081.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","4057.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","3378.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","7160.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","4267.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","3414.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","4137.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","4282.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","3994.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","3628.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","3566.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","4056.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","4104.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","4445.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","3597.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","6928.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","6329.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","4985.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","2281.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","15630.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","19214.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","12462.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","6708.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","6307.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","6248.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","5060.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","4026.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","4204.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","4462.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","4257.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","4881.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","3872.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","3808.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","3332.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","6848.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","4579.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","4214.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","3415.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","4224.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","3848.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","7230.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","4190.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","4829.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","3392.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","3631.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","4831.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","10627.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","10708.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","6996.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","5563.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","6627.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","5631.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","6807.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","3640.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","4362.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","3436.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","4997.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","4238.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","3719.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","5559.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","4097.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","3823.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","5221.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","4786.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","6076.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","5161.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","2539.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","10922.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","6433.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","4918.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","3429.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","12560.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","19062.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","10654.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","6320.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","6191.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","5773.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","5284.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","4423.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","4278.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","4717.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","4501.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","4393.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","4178.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","3632.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","5148.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","6021.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","5030.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","4774.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","4034.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","4285.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","4476.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","4563.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","4393.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","5036.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","4360.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","4145.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","3548.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","5044.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","13806.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","7637.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","5214.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","4234.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","4788.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","5447.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","3697.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","3599.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","3067.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","5134.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","5976.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","6905.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","5300.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","4114.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","5536.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","4307.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","5328.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","4093.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","4832.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","2557.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","8619.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","5489.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","4013.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","3357.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","8439.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","14294.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","9580.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","5594.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","4101.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","7438.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","5852.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","4424.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","3217.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","3740.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","3521.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","3526.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","3307.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","3060.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","3753.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","3856.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","2977.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","3838.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","4738.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","3029.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","3864.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","3655.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","3596.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","4278.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","3748.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","3387.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","3800.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","4690.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","14260.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","7131.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","4238.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","5071.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","4101.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","4276.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","5258.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","4428.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","3311.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","6885.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","4242.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","4153.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","4919.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","5056.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","5335.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","5787.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","7547.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","6027.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","5724.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","2784.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","18152.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","7396.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","5741.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","5262.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","9614.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","26105.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","16013.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","7629.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","7822.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","7750.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","7942.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","6828.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","7820.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","7823.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","8252.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","7660.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","6852.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","7608.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","8820.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","5887.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","10022.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","7738.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","6163.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","6070.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","7869.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","6424.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","7718.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","10236.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","9564.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","8982.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","7224.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","10359.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","23967.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","11512.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","8136.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","8677.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","7121.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","8015.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","6613.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","7682.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","7408.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","9689.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","6785.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","7127.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","9236.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","9432.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","8583.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","7806.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","10412.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","9032.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","8533.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","5193.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","22542.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","10680.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","7446.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","7732.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","9136.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","7887.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","41151.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","12853.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","7740.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","7690.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","7324.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","7434.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","5594.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","5485.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","6661.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","6114.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","5826.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","5113.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","5163.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","6496.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","5268.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","5051.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","4621.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","4075.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","5532.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","5117.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","4926.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","6904.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","5444.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","4363.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","4407.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","4735.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","14317.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","7909.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","5240.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","5159.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","5371.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","5568.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","4910.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","5920.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","5958.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","7462.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","4792.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","6848.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","7186.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","7417.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","6136.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","6782.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","7549.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","7955.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","6427.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","6765.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","3814.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","14728.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","8800.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","6515.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","5192.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","26232.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","18248.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","8679.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","4972.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","7600.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","7612.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","5943.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","5479.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","6063.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","6985.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","5894.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","6040.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","6338.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","6654.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","6757.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","6889.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","7767.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","6285.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","4697.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","7486.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","6443.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","7763.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","10359.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","6547.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","6771.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","8024.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","6787.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","20202.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","9328.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","5647.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","7331.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","5589.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","5689.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","5726.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","5507.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","5278.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","5952.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","5497.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","6353.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","5516.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","6036.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","5432.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","5902.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","6452.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","6010.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","5276.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","6775.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","3320.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","12215.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","7366.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","5657.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","4471.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","19715.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","19777.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","8305.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","5506.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","4489.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","10310.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","5248.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","5152.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","4193.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","5489.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","4475.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","4619.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","5057.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","4172.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","5406.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","6945.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","4790.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","3765.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","4278.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","6966.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","5281.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","5393.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","4572.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","8803.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","5026.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","4897.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","4401.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","6951.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","9862.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","6458.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","4566.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","4471.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","5441.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","4706.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","4183.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","4870.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","4550.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","6116.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","4547.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","4205.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","5697.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","4508.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","5358.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","4874.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","4992.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","4845.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","6501.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","3050.0","","","","","","","","","","","",""
"38325.0","48.0","38318.0","11725.0","","","","","","","","","","","",""
"38332.0","49.0","38325.0","7125.0","","","","","","","","","","","",""
