"Report date","Week #","Week ","CT","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"39732.0","40.0","39725.0","4498.0","","","","","","","","","","","",""
"39739.0","41.0","39732.0","3516.0","","","","","","","","","","","",""
"39746.0","42.0","39739.0","4643.0","","","","","","","","","","","",""
"39753.0","43.0","39746.0","5072.0","","","","","","","","","","","",""
"39760.0","44.0","39753.0","5227.0","","","","","","","","","","","",""
"39767.0","45.0","39760.0","4521.0","","","","","","","","","","","",""
"39774.0","46.0","39767.0","6042.0","","","","","","","","","","","",""
"39781.0","47.0","39774.0","5737.0","","","","","","","","","","","",""
"39788.0","48.0","39781.0","7492.0","","","","","","","","","","","",""
"39795.0","49.0","39788.0","8778.0","","","","","","","","","","","",""
"39802.0","50.0","39795.0","7607.0","","","","","","","","","","","",""
"39809.0","51.0","39802.0","7294.0","","","","","","","","","","","",""
"39816.0","52.0","39809.0","8782.0","","","","","","","","","","","",""
"39823.0","1.0","39816.0","13023.0","","","","","","","","","","","",""
"39830.0","2.0","39823.0","11301.0","","","","","","","","","","","",""
"39837.0","3.0","39830.0","9586.0","","","","","","","","","","","",""
"39844.0","4.0","39837.0","8586.0","","","","","","","","","","","",""
"39851.0","5.0","39844.0","7319.0","","","","","","","","","","","",""
"39858.0","6.0","39851.0","6690.0","","","","","","","","","","","",""
"39865.0","7.0","39858.0","8878.0","","","","","","","","","","","",""
"39872.0","8.0","39865.0","8467.0","","","","","","","","","","","",""
"39879.0","9.0","39872.0","6213.0","","","","","","","","","","","",""
"39886.0","10.0","39879.0","6735.0","","","","","","","","","","","",""
"39893.0","11.0","39886.0","6452.0","","","","","","","","","","","",""
"39900.0","12.0","39893.0","5876.0","","","","","","","","","","","",""
"39907.0","13.0","39900.0","6235.0","","","","","","","","","","","",""
"39914.0","14.0","39907.0","5425.0","","","","","","","","","","","",""
"39921.0","15.0","39914.0","8511.0","","","","","","","","","","","",""
"39928.0","16.0","39921.0","8630.0","","","","","","","","","","","",""
"39935.0","17.0","39928.0","5782.0","","","","","","","","","","","",""
"39942.0","18.0","39935.0","6115.0","","","","","","","","","","","",""
"39949.0","19.0","39942.0","5777.0","","","","","","","","","","","",""
"39956.0","20.0","39949.0","4457.0","","","","","","","","","","","",""
"39963.0","21.0","39956.0","5273.0","","","","","","","","","","","",""
"39970.0","22.0","39963.0","5442.0","","","","","","","","","","","",""
"39977.0","23.0","39970.0","6095.0","","","","","","","","","","","",""
"39984.0","24.0","39977.0","6383.0","","","","","","","","","","","",""
"39991.0","25.0","39984.0","8338.0","","","","","","","","","","","",""
"39998.0","26.0","39991.0","6976.0","","","","","","","","","","","",""
"40005.0","27.0","39998.0","6974.0","","","","","","","","","","","",""
"40012.0","28.0","40005.0","7723.0","","","","","","","","","","","",""
"40019.0","29.0","40012.0","6264.0","","","","","","","","","","","",""
"40026.0","30.0","40019.0","6337.0","","","","","","","","","","","",""
"40033.0","31.0","40026.0","6350.0","","","","","","","","","","","",""
"40040.0","32.0","40033.0","5853.0","","","","","","","","","","","",""
"40047.0","33.0","40040.0","4940.0","","","","","","","","","","","",""
"40054.0","34.0","40047.0","5009.0","","","","","","","","","","","",""
"40061.0","35.0","40054.0","5398.0","","","","","","","","","","","",""
"40068.0","36.0","40061.0","3759.0","","","","","","","","","","","",""
"40075.0","37.0","40068.0","4389.0","","","","","","","","","","","",""
"40082.0","38.0","40075.0","4158.0","","","","","","","","","","","",""
"40089.0","39.0","40082.0","4692.0","","","","","","","","","","","",""
"40096.0","40.0","40089.0","4959.0","","","","","","","","","","","",""
"40103.0","41.0","40096.0","3992.0","","","","","","","","","","","",""
"40110.0","42.0","40103.0","4598.0","","","","","","","","","","","",""
"40117.0","43.0","40110.0","4597.0","","","","","","","","","","","",""
"40124.0","44.0","40117.0","5415.0","","","","","","","","","","","",""
"40131.0","45.0","40124.0","4629.0","","","","","","","","","","","",""
"40138.0","46.0","40131.0","5234.0","","","","","","","","","","","",""
"40145.0","47.0","40138.0","4224.0","","","","","","","","","","","",""
"40152.0","48.0","40145.0","7197.0","","","","","","","","","","","",""
"40159.0","49.0","40152.0","6340.0","","","","","","","","","","","",""
"40166.0","50.0","40159.0","6659.0","","","","","","","","","","","",""
"40173.0","51.0","40166.0","5352.0","","","","","","","","","","","",""
"40180.0","52.0","40173.0","9247.0","","","","","","","","","","","",""
"40187.0","1.0","40180.0","13760.0","","","","","","","","","","","",""
"40194.0","2.0","40187.0","10518.0","","","","","","","","","","","",""
"40201.0","3.0","40194.0","6970.0","","","","","","","","","","","",""
"40208.0","4.0","40201.0","5688.0","","","","","","","","","","","",""
"40215.0","5.0","40208.0","5707.0","","","","","","","","","","","",""
"40222.0","6.0","40215.0","4762.0","","","","","","","","","","","",""
"40229.0","7.0","40222.0","6780.0","","","","","","","","","","","",""
"40236.0","8.0","40229.0","7614.0","","","","","","","","","","","",""
"40243.0","9.0","40236.0","5532.0","","","","","","","","","","","",""
"40250.0","10.0","40243.0","4526.0","","","","","","","","","","","",""
"40257.0","11.0","40250.0","4610.0","","","","","","","","","","","",""
"40264.0","12.0","40257.0","4347.0","","","","","","","","","","","",""
"40271.0","13.0","40264.0","4796.0","","","","","","","","","","","",""
"40278.0","14.0","40271.0","5324.0","","","","","","","","","","","",""
"40285.0","15.0","40278.0","6092.0","","","","","","","","","","","",""
"40292.0","16.0","40285.0","6438.0","","","","","","","","","","","",""
"40299.0","17.0","40292.0","5549.0","","","","","","","","","","","",""
"40306.0","18.0","40299.0","4037.0","","","","","","","","","","","",""
"40313.0","19.0","40306.0","4167.0","","","","","","","","","","","",""
"40320.0","20.0","40313.0","4097.0","","","","","","","","","","","",""
"40327.0","21.0","40320.0","4747.0","","","","","","","","","","","",""
"40334.0","22.0","40327.0","3465.0","","","","","","","","","","","",""
"40341.0","23.0","40334.0","4291.0","","","","","","","","","","","",""
"40348.0","24.0","40341.0","4582.0","","","","","","","","","","","",""
"40355.0","25.0","40348.0","7142.0","","","","","","","","","","","",""
"40362.0","26.0","40355.0","5881.0","","","","","","","","","","","",""
"40369.0","27.0","40362.0","6296.0","","","","","","","","","","","",""
"40376.0","28.0","40369.0","5842.0","","","","","","","","","","","",""
"40383.0","29.0","40376.0","4920.0","","","","","","","","","","","",""
"40390.0","30.0","40383.0","5015.0","","","","","","","","","","","",""
"40397.0","31.0","40390.0","5573.0","","","","","","","","","","","",""
"40404.0","32.0","40397.0","5556.0","","","","","","","","","","","",""
"40411.0","33.0","40404.0","5024.0","","","","","","","","","","","",""
"40418.0","34.0","40411.0","4714.0","","","","","","","","","","","",""
"40425.0","35.0","40418.0","3912.0","","","","","","","","","","","",""
"40432.0","36.0","40425.0","3350.0","","","","","","","","","","","",""
"40439.0","37.0","40432.0","3762.0","","","","","","","","","","","",""
"40446.0","38.0","40439.0","3872.0","","","","","","","","","","","",""
"40453.0","39.0","40446.0","4451.0","","","","","","","","","","","",""
"40460.0","40.0","40453.0","4933.0","","","","","","","","","","","",""
"40467.0","41.0","40460.0","3621.0","","","","","","","","","","","",""
"40474.0","42.0","40467.0","4282.0","","","","","","","","","","","",""
"40481.0","43.0","40474.0","4179.0","","","","","","","","","","","",""
"40488.0","44.0","40481.0","4648.0","","","","","","","","","","","",""
"40495.0","45.0","40488.0","3690.0","","","","","","","","","","","",""
"40502.0","46.0","40495.0","4820.0","","","","","","","","","","","",""
"40509.0","47.0","40502.0","3012.0","","","","","","","","","","","",""
"40516.0","48.0","40509.0","6016.0","","","","","","","","","","","",""
"40523.0","49.0","40516.0","5353.0","","","","","","","","","","","",""
"40530.0","50.0","40523.0","6249.0","","","","","","","","","","","",""
"40537.0","51.0","40530.0","6105.0","","","","","","","","","","","",""
"40544.0","52.0","40537.0","8593.0","","","","","","","","","","","",""
"40551.0","1.0","40544.0","14629.0","","","","","","","","","","","",""
"40558.0","2.0","40551.0","8084.0","","","","","","","","","","","",""
"40565.0","3.0","40558.0","6986.0","","","","","","","","","","","",""
"40572.0","4.0","40565.0","6050.0","","","","","","","","","","","",""
"40579.0","5.0","40572.0","6368.0","","","","","","","","","","","",""
"40586.0","6.0","40579.0","5408.0","","","","","","","","","","","",""
"40593.0","7.0","40586.0","5416.0","","","","","","","","","","","",""
"40600.0","8.0","40593.0","6098.0","","","","","","","","","","","",""
"40607.0","9.0","40600.0","5260.0","","","","","","","","","","","",""
"40614.0","10.0","40607.0","4428.0","","","","","","","","","","","",""
"40621.0","11.0","40614.0","3823.0","","","","","","","","","","","",""
"40628.0","12.0","40621.0","3808.0","","","","","","","","","","","",""
"40635.0","13.0","40628.0","4366.0","","","","","","","","","","","",""
"40642.0","14.0","40635.0","4697.0","","","","","","","","","","","",""
"40649.0","15.0","40642.0","4232.0","","","","","","","","","","","",""
"40656.0","16.0","40649.0","5833.0","","","","","","","","","","","",""
"40663.0","17.0","40656.0","7269.0","","","","","","","","","","","",""
"40670.0","18.0","40663.0","4576.0","","","","","","","","","","","",""
"40677.0","19.0","40670.0","3860.0","","","","","","","","","","","",""
"40684.0","20.0","40677.0","4396.0","","","","","","","","","","","",""
"40691.0","21.0","40684.0","4274.0","","","","","","","","","","","",""
"40698.0","22.0","40691.0","3246.0","","","","","","","","","","","",""
"40705.0","23.0","40698.0","3843.0","","","","","","","","","","","",""
"40712.0","24.0","40705.0","3993.0","","","","","","","","","","","",""
"40719.0","25.0","40712.0","6090.0","","","","","","","","","","","",""
"40726.0","26.0","40719.0","7312.0","","","","","","","","","","","",""
"40733.0","27.0","40726.0","5996.0","","","","","","","","","","","",""
"40740.0","28.0","40733.0","4827.0","","","","","","","","","","","",""
"40747.0","29.0","40740.0","4423.0","","","","","","","","","","","",""
"40754.0","30.0","40747.0","4077.0","","","","","","","","","","","",""
"40761.0","31.0","40754.0","3972.0","","","","","","","","","","","",""
"40768.0","32.0","40761.0","4504.0","","","","","","","","","","","",""
"40775.0","33.0","40768.0","4177.0","","","","","","","","","","","",""
"40782.0","34.0","40775.0","4010.0","","","","","","","","","","","",""
"40789.0","35.0","40782.0","3956.0","","","","","","","","","","","",""
"40796.0","36.0","40789.0","3847.0","","","","","","","","","","","",""
"40803.0","37.0","40796.0","5357.0","","","","","","","","","","","",""
"40810.0","38.0","40803.0","3978.0","","","","","","","","","","","",""
"40817.0","39.0","40810.0","4123.0","","","","","","","","","","","",""
"40824.0","40.0","40817.0","4417.0","","","","","","","","","","","",""
"40831.0","41.0","40824.0","3646.0","","","","","","","","","","","",""
"40838.0","42.0","40831.0","4196.0","","","","","","","","","","","",""
"40845.0","43.0","40838.0","4075.0","","","","","","","","","","","",""
"40852.0","44.0","40845.0","5883.0","","","","","","","","","","","",""
"40859.0","45.0","40852.0","6424.0","","","","","","","","","","","",""
"40866.0","46.0","40859.0","9140.0","","","","","","","","","","","",""
"40873.0","47.0","40866.0","6733.0","","","","","","","","","","","",""
"40880.0","48.0","40873.0","6956.0","","","","","","","","","","","",""
"40887.0","49.0","40880.0","5449.0","","","","","","","","","","","",""
"40894.0","50.0","40887.0","5223.0","","","","","","","","","","","",""
"40901.0","51.0","40894.0","6789.0","","","","","","","","","","","",""
"40908.0","52.0","40901.0","9050.0","","","","","","","","","","","",""
"40915.0","53.0","40908.0","10466.0","","","","","","","","","","","",""
"40922.0","1.0","40915.0","9834.0","","","","","","","","","","","",""
"40929.0","2.0","40922.0","7867.0","","","","","","","","","","","",""
"40936.0","3.0","40929.0","6344.0","","","","","","","","","","","",""
"40943.0","4.0","40936.0","5200.0","","","","","","","","","","","",""
"40950.0","5.0","40943.0","4598.0","","","","","","","","","","","",""
"40957.0","6.0","40950.0","4206.0","","","","","","","","","","","",""
"40964.0","7.0","40957.0","5392.0","","","","","","","","","","","",""
"40971.0","8.0","40964.0","5254.0","","","","","","","","","","","",""
"40978.0","9.0","40971.0","4303.0","","","","","","","","","","","",""
"40985.0","10.0","40978.0","4312.0","","","","","","","","","","","",""
"40992.0","11.0","40985.0","3686.0","","","","","","","","","","","",""
"40999.0","12.0","40992.0","3677.0","","","","","","","","","","","",""
"41006.0","13.0","40999.0","3718.0","","","","","","","","","","","",""
"41013.0","14.0","41006.0","5030.0","","","","","","","","","","","",""
"41020.0","15.0","41013.0","6806.0","","","","","","","","","","","",""
"41027.0","16.0","41020.0","5098.0","","","","","","","","","","","",""
"41034.0","17.0","41027.0","4060.0","","","","","","","","","","","",""
"41041.0","18.0","41034.0","3820.0","","","","","","","","","","","",""
"41048.0","19.0","41041.0","3865.0","","","","","","","","","","","",""
"41055.0","20.0","41048.0","3723.0","","","","","","","","","","","",""
"41062.0","21.0","41055.0","3430.0","","","","","","","","","","","",""
"41069.0","22.0","41062.0","4081.0","","","","","","","","","","","",""
"41076.0","23.0","41069.0","4189.0","","","","","","","","","","","",""
"41083.0","24.0","41076.0","6787.0","","","","","","","","","","","",""
"41090.0","25.0","41083.0","6780.0","","","","","","","","","","","",""
"41097.0","26.0","41090.0","5863.0","","","","","","","","","","","",""
"41104.0","27.0","41097.0","5511.0","","","","","","","","","","","",""
"41111.0","28.0","41104.0","4007.0","","","","","","","","","","","",""
"41118.0","29.0","41111.0","4053.0","","","","","","","","","","","",""
"41125.0","30.0","41118.0","3881.0","","","","","","","","","","","",""
"41132.0","31.0","41125.0","4187.0","","","","","","","","","","","",""
"41139.0","32.0","41132.0","4140.0","","","","","","","","","","","",""
"41146.0","33.0","41139.0","3733.0","","","","","","","","","","","",""
"41153.0","34.0","41146.0","3692.0","","","","","","","","","","","",""
"41160.0","35.0","41153.0","3466.0","","","","","","","","","","","",""
"41167.0","36.0","41160.0","3723.0","","","","","","","","","","","",""
"41174.0","37.0","41167.0","3262.0","","","","","","","","","","","",""
"41181.0","38.0","41174.0","3176.0","","","","","","","","","","","",""
"41188.0","39.0","41181.0","4254.0","","","","","","","","","","","",""
"41195.0","40.0","41188.0","3665.0","","","","","","","","","","","",""
"41202.0","41.0","41195.0","4043.0","","","","","","","","","","","",""
"41209.0","42.0","41202.0","3884.0","","","","","","","","","","","",""
"41216.0","43.0","41209.0","5667.0","","","","","","","","","","","",""
"41223.0","44.0","41216.0","7475.0","","","","","","","","","","","",""
"41230.0","45.0","41223.0","5856.0","","","","","","","","","","","",""
"41237.0","46.0","41230.0","4641.0","","","","","","","","","","","",""
"41244.0","47.0","41237.0","5893.0","","","","","","","","","","","",""
"41251.0","48.0","41244.0","4948.0","","","","","","","","","","","",""
"41258.0","49.0","41251.0","5158.0","","","","","","","","","","","",""
"41265.0","50.0","41258.0","7242.0","","","","","","","","","","","",""
"41272.0","51.0","41265.0","8518.0","","","","","","","","","","","",""
"41279.0","52.0","41272.0","10643.0","","","","","","","","","","","",""
"41286.0","1.0","41279.0","10950.0","","","","","","","","","","","",""
"41293.0","2.0","41286.0","7812.0","","","","","","","","","","","",""
"41300.0","3.0","41293.0","5594.0","","","","","","","","","","","",""
"41307.0","4.0","41300.0","4918.0","","","","","","","","","","","",""
"41314.0","5.0","41307.0","3696.0","","","","","","","","","","","",""
"41321.0","6.0","41314.0","5443.0","","","","","","","","","","","",""
"41328.0","7.0","41321.0","6176.0","","","","","","","","","","","",""
"41335.0","8.0","41328.0","5263.0","","","","","","","","","","","",""
"41342.0","9.0","41335.0","4214.0","","","","","","","","","","","",""
"41349.0","10.0","41342.0","4047.0","","","","","","","","","","","",""
"41356.0","11.0","41349.0","3643.0","","","","","","","","","","","",""
"41363.0","12.0","41356.0","2869.0","","","","","","","","","","","",""
"41370.0","13.0","41363.0","4569.0","","","","","","","","","","","",""
"41377.0","14.0","41370.0","4394.0","","","","","","","","","","","",""
"41384.0","15.0","41377.0","6846.0","","","","","","","","","","","",""
"41391.0","16.0","41384.0","5152.0","","","","","","","","","","","",""
"41398.0","17.0","41391.0","3718.0","","","","","","","","","","","",""
"41405.0","18.0","41398.0","3601.0","","","","","","","","","","","",""
"41412.0","19.0","41405.0","3639.0","","","","","","","","","","","",""
"41419.0","20.0","41412.0","3882.0","","","","","","","","","","","",""
"41426.0","21.0","41419.0","2850.0","","","","","","","","","","","",""
"41433.0","22.0","41426.0","3540.0","","","","","","","","","","","",""
"41440.0","23.0","41433.0","3635.0","","","","","","","","","","","",""
"41447.0","24.0","41440.0","4332.0","","","","","","","","","","","",""
"41454.0","25.0","41447.0","7134.0","","","","","","","","","","","",""
"41461.0","26.0","41454.0","6597.0","","","","","","","","","","","",""
"41468.0","27.0","41461.0","5703.0","","","","","","","","","","","",""
"41475.0","28.0","41468.0","4810.0","","","","","","","","","","","",""
"41482.0","29.0","41475.0","4143.0","","","","","","","","","","","",""
"41489.0","30.0","41482.0","3511.0","","","","","","","","","","","",""
"41496.0","31.0","41489.0","3824.0","","","","","","","","","","","",""
"41503.0","32.0","41496.0","3266.0","","","","","","","","","","","",""
"41510.0","33.0","41503.0","3870.0","","","","","","","","","","","",""
"41517.0","34.0","41510.0","3302.0","","","","","","","","","","","",""
"41524.0","35.0","41517.0","2952.0","","","","","","","","","","","",""
"41531.0","36.0","41524.0","3311.0","","","","","","","","","","","",""
"41538.0","37.0","41531.0","3178.0","","","","","","","","","","","",""
"41545.0","38.0","41538.0","2999.0","","","","","","","","","","","",""
"41552.0","39.0","41545.0","3899.0","","","","","","","","","","","",""
"41559.0","40.0","41552.0","4073.0","","","","","","","","","","","",""
"41566.0","41.0","41559.0","3274.0","","","","","","","","","","","",""
"41573.0","42.0","41566.0","3615.0","","","","","","","","","","","",""
"41580.0","43.0","41573.0","3736.0","","","","","","","","","","","",""
"41587.0","44.0","41580.0","4016.0","","","","","","","","","","","",""
"41594.0","45.0","41587.0","3614.0","","","","","","","","","","","",""
"41601.0","46.0","41594.0","4184.0","","","","","","","","","","","",""
"41608.0","47.0","41601.0","4353.0","","","","","","","","","","","",""
"41615.0","48.0","41608.0","6219.0","","","","","","","","","","","",""
"41622.0","49.0","41615.0","5963.0","","","","","","","","","","","",""
"41629.0","50.0","41622.0","6636.0","","","","","","","","","","","",""
"41636.0","51.0","41629.0","7975.0","","","","","","","","","","","",""
"41643.0","52.0","41636.0","7453.0","","","","","","","","","","","",""
"41650.0","1.0","41643.0","11259.0","","","","","","","","","","","",""
"41657.0","2.0","41650.0","8124.0","","","","","","","","","","","",""
"41664.0","3.0","41657.0","5615.0","","","","","","","","","","","",""
"41671.0","4.0","41664.0","4919.0","","","","","","","","","","","",""
"41678.0","5.0","41671.0","3770.0","","","","","","","","","","","",""
"41685.0","6.0","41678.0","3405.0","","","","","","","","","","","",""
"41692.0","7.0","41685.0","4781.0","","","","","","","","","","","",""
"41699.0","8.0","41692.0","4771.0","","","","","","","","","","","",""
"41706.0","9.0","41699.0","3692.0","","","","","","","","","","","",""
"41713.0","10.0","41706.0","3601.0","","","","","","","","","","","",""
"41720.0","11.0","41713.0","3165.0","","","","","","","","","","","",""
"41727.0","12.0","41720.0","3209.0","","","","","","","","","","","",""
"41734.0","13.0","41727.0","3709.0","","","","","","","","","","","",""
"41741.0","14.0","41734.0","3987.0","","","","","","","","","","","",""
"41748.0","15.0","41741.0","6060.0","","","","","","","","","","","",""
"41755.0","16.0","41748.0","5125.0","","","","","","","","","","","",""
"41762.0","17.0","41755.0","3516.0","","","","","","","","","","","",""
"41769.0","18.0","41762.0","3119.0","","","","","","","","","","","",""
"41776.0","19.0","41769.0","3397.0","","","","","","","","","","","",""
"41783.0","20.0","41776.0","3426.0","","","","","","","","","","","",""
"41790.0","21.0","41783.0","2669.0","","","","","","","","","","","",""
"41797.0","22.0","41790.0","3195.0","","","","","","","","","","","",""
"41804.0","23.0","41797.0","3185.0","","","","","","","","","","","",""
"41811.0","24.0","41804.0","5049.0","","","","","","","","","","","",""
"41818.0","25.0","41811.0","6458.0","","","","","","","","","","","",""
"41825.0","26.0","41818.0","5323.0","","","","","","","","","","","",""
"41832.0","27.0","41825.0","5065.0","","","","","","","","","","","",""
"41839.0","28.0","41832.0","3665.0","","","","","","","","","","","",""
"41846.0","29.0","41839.0","3200.0","","","","","","","","","","","",""
"41853.0","30.0","41846.0","3489.0","","","","","","","","","","","",""
"41860.0","31.0","41853.0","3092.0","","","","","","","","","","","",""
"41867.0","32.0","41860.0","3559.0","","","","","","","","","","","",""
"41874.0","33.0","41867.0","3153.0","","","","","","","","","","","",""
"41881.0","34.0","41874.0","2978.0","","","","","","","","","","","",""
"41888.0","35.0","41881.0","2607.0","","","","","","","","","","","",""
"41895.0","36.0","41888.0","2996.0","","","","","","","","","","","",""
"41902.0","37.0","41895.0","2803.0","","","","","","","","","","","",""
"41909.0","38.0","41902.0","2826.0","","","","","","","","","","","",""
"41916.0","39.0","41909.0","3266.0","","","","","","","","","","","",""
"41923.0","40.0","41916.0","3246.0","","","","","","","","","","","",""
"41930.0","41.0","41923.0","3065.0","","","","","","","","","","","",""
"41937.0","42.0","41930.0","3209.0","","","","","","","","","","","",""
"41944.0","43.0","41937.0","3125.0","","","","","","","","","","","",""
"41951.0","44.0","41944.0","3951.0","","","","","","","","","","","",""
"41958.0","45.0","41951.0","3389.0","","","","","","","","","","","",""
"41965.0","46.0","41958.0","4065.0","","","","","","","","","","","",""
"41972.0","47.0","41965.0","4164.0","","","","","","","","","","","",""
"41979.0","48.0","41972.0","5411.0","","","","","","","","","","","",""
"41986.0","49.0","41979.0","4542.0","","","","","","","","","","","",""
"41993.0","50.0","41986.0","5386.0","","","","","","","","","","","",""
"42000.0","51.0","41993.0","7494.0","","","","","","","","","","","",""
"42007.0","52.0","42000.0","8074.0","","","","","","","","","","","",""
"42014.0","1.0","42007.0","9235.0","","","","","","","","","","","",""
"42021.0","2.0","42014.0","7840.0","","","","","","","","","","","",""
"42028.0","3.0","42021.0","3997.0","","","","","","","","","","","",""
"42035.0","4.0","42028.0","4858.0","","","","","","","","","","","",""
"42042.0","5.0","42035.0","4998.0","","","","","","","","","","","",""
"42049.0","6.0","42042.0","3634.0","","","","","","","","","","","",""
"42056.0","7.0","42049.0","4144.0","","","","","","","","","","","",""
"42063.0","8.0","42056.0","3980.0","","","","","","","","","","","",""
"42070.0","9.0","42063.0","3486.0","","","","","","","","","","","",""
"42077.0","10.0","42070.0","3376.0","","","","","","","","","","","",""
"42084.0","11.0","42077.0","3414.0","","","","","","","","","","","",""
"42091.0","12.0","42084.0","2700.0","","","","","","","","","","","",""
"42098.0","13.0","42091.0","2897.0","","","","","","","","","","","",""
"42105.0","14.0","42098.0","4240.0","","","","","","","","","","","",""
"42112.0","15.0","42105.0","6071.0","","","","","","","","","","","",""
"42119.0","16.0","42112.0","4137.0","","","","","","","","","","","",""
"42126.0","17.0","42119.0","3023.0","","","","","","","","","","","",""
"42133.0","18.0","42126.0","2822.0","","","","","","","","","","","",""
"42140.0","19.0","42133.0","3120.0","","","","","","","","","","","",""
"42147.0","20.0","42140.0","3209.0","","","","","","","","","","","",""
"42154.0","21.0","42147.0","2425.0","","","","","","","","","","","",""
"42161.0","22.0","42154.0","3054.0","","","","","","","","","","","",""
"42168.0","23.0","42161.0","2795.0","","","","","","","","","","","",""
"42175.0","24.0","42168.0","4340.0","","","","","","","","","","","",""
"42182.0","25.0","42175.0","6988.0","","","","","","","","","","","",""
"42189.0","26.0","42182.0","4808.0","","","","","","","","","","","",""
"42196.0","27.0","42189.0","5047.0","","","","","","","","","","","",""
"42203.0","28.0","42196.0","3434.0","","","","","","","","","","","",""
"42210.0","29.0","42203.0","2944.0","","","","","","","","","","","",""
"42217.0","30.0","42210.0","3098.0","","","","","","","","","","","",""
"42224.0","31.0","42217.0","3420.0","","","","","","","","","","","",""
"42231.0","32.0","42224.0","3330.0","","","","","","","","","","","",""
"42238.0","33.0","42231.0","3234.0","","","","","","","","","","","",""
"42245.0","34.0","42238.0","2948.0","","","","","","","","","","","",""
"42252.0","35.0","42245.0","2940.0","","","","","","","","","","","",""
"42259.0","36.0","42252.0","2412.0","","","","","","","","","","","",""
"42266.0","37.0","42259.0","2530.0","","","","","","","","","","","",""
"42273.0","38.0","42266.0","2357.0","","","","","","","","","","","",""
"42280.0","39.0","42273.0","2957.0","","","","","","","","","","","",""
"42287.0","40.0","42280.0","3305.0","","","","","","","","","","","",""
"42294.0","41.0","42287.0","2419.0","","","","","","","","","","","",""
"42301.0","42.0","42294.0","2862.0","","","","","","","","","","","",""
"42308.0","43.0","42301.0","2917.0","","","","","","","","","","","",""
"42315.0","44.0","42308.0","3345.0","","","","","","","","","","","",""
"42322.0","45.0","42315.0","2426.0","","","","","","","","","","","",""
"42329.0","46.0","42322.0","3449.0","","","","","","","","","","","",""
"42336.0","47.0","42329.0","3155.0","","","","","","","","","","","",""
"42343.0","48.0","42336.0","4887.0","","","","","","","","","","","",""
"42350.0","49.0","42343.0","4146.0","","","","","","","","","","","",""
"42357.0","50.0","42350.0","4717.0","","","","","","","","","","","",""
"42364.0","51.0","42357.0","4771.0","","","","","","","","","","","",""
"42371.0","52.0","42364.0","6831.0","","","","","","","","","","","",""
"42378.0","1.0","42371.0","7978.0","","","","","","","","","","","",""
"42385.0","2.0","42378.0","4845.0","","","","","","","","","","","",""
"42392.0","3.0","42385.0","4638.0","","","","","","","","","","","",""
"42399.0","4.0","42392.0","4979.0","","","","","","","","","","","",""
"42406.0","5.0","42399.0","4083.0","","","","","","","","","","","",""
"42413.0","6.0","42406.0","3311.0","","","","","","","","","","","",""
"42420.0","7.0","42413.0","4098.0","","","","","","","","","","","",""
"42427.0","8.0","42420.0","3983.0","","","","","","","","","","","",""
"42434.0","9.0","42427.0","3139.0","","","","","","","","","","","",""
"42441.0","10.0","42434.0","2851.0","","","","","","","","","","","",""
"42448.0","11.0","42441.0","3071.0","","","","","","","","","","","",""
"42455.0","12.0","42448.0","2382.0","","","","","","","","","","","",""
"42462.0","13.0","42455.0","3199.0","","","","","","","","","","","",""
"42469.0","14.0","42462.0","3647.0","","","","","","","","","","","",""
"42476.0","15.0","42469.0","4752.0","","","","","","","","","","","",""
"42483.0","16.0","42476.0","5043.0","","","","","","","","","","","",""
"42490.0","17.0","42483.0","3109.0","","","","","","","","","","","",""
"42497.0","18.0","42490.0","3354.0","","","","","","","","","","","",""
"42504.0","19.0","42497.0","3320.0","","","","","","","","","","","",""
"42511.0","20.0","42504.0","3209.0","","","","","","","","","","","",""
"42518.0","21.0","42511.0","2979.0","","","","","","","","","","","",""
"42525.0","22.0","42518.0","2892.0","","","","","","","","","","","",""
"42532.0","23.0","42525.0","3186.0","","","","","","","","","","","",""
"42539.0","24.0","42532.0","5798.0","","","","","","","","","","","",""
"42546.0","25.0","42539.0","6879.0","","","","","","","","","","","",""
"42553.0","26.0","42546.0","5185.0","","","","","","","","","","","",""
"42560.0","27.0","42553.0","3928.0","","","","","","","","","","","",""
"42567.0","28.0","42560.0","3788.0","","","","","","","","","","","",""
"42574.0","29.0","42567.0","3393.0","","","","","","","","","","","",""
"42581.0","30.0","42574.0","3095.0","","","","","","","","","","","",""
"42588.0","31.0","42581.0","3723.0","","","","","","","","","","","",""
"42595.0","32.0","42588.0","3644.0","","","","","","","","","","","",""
"42602.0","33.0","42595.0","3250.0","","","","","","","","","","","",""
"42609.0","34.0","42602.0","2899.0","","","","","","","","","","","",""
"42616.0","35.0","42609.0","2846.0","","","","","","","","","","","",""
"42623.0","36.0","42616.0","2670.0","","","","","","","","","","","",""
"42630.0","37.0","42623.0","2721.0","","","","","","","","","","","",""
"42637.0","38.0","42630.0","2708.0","","","","","","","","","","","",""
"42644.0","39.0","42637.0","2800.0","","","","","","","","","","","",""
"42651.0","40.0","42644.0","3237.0","","","","","","","","","","","",""
"42658.0","41.0","42651.0","2850.0","","","","","","","","","","","",""
"42665.0","42.0","42658.0","2895.0","","","","","","","","","","","",""
"42672.0","43.0","42665.0","3206.0","","","","","","","","","","","",""
