"Report date","Week #","Week ","AR","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"38381.0","4.0","38374.0","3065.0","","","","","","","","","","","",""
"38388.0","5.0","38381.0","2981.0","","","","","","","","","","","",""
"38395.0","6.0","38388.0","3101.0","","","","","","","","","","","",""
"38402.0","7.0","38395.0","2702.0","","","","","","","","","","","",""
"38409.0","8.0","38402.0","2366.0","","","","","","","","","","","",""
"38416.0","9.0","38409.0","2860.0","","","","","","","","","","","",""
"38423.0","10.0","38416.0","2751.0","","","","","","","","","","","",""
"38430.0","11.0","38423.0","2736.0","","","","","","","","","","","",""
"38437.0","12.0","38430.0","3065.0","","","","","","","","","","","",""
"38444.0","13.0","38437.0","3181.0","","","","","","","","","","","",""
"38451.0","14.0","38444.0","4447.0","","","","","","","","","","","",""
"38458.0","15.0","38451.0","3620.0","","","","","","","","","","","",""
"38465.0","16.0","38458.0","3322.0","","","","","","","","","","","",""
"38472.0","17.0","38465.0","3432.0","","","","","","","","","","","",""
"38479.0","18.0","38472.0","3194.0","","","","","","","","","","","",""
"38486.0","19.0","38479.0","3034.0","","","","","","","","","","","",""
"38493.0","20.0","38486.0","4043.0","","","","","","","","","","","",""
"38500.0","21.0","38493.0","4184.0","","","","","","","","","","","",""
"38507.0","22.0","38500.0","4248.0","","","","","","","","","","","",""
"38514.0","23.0","38507.0","5093.0","","","","","","","","","","","",""
"38521.0","24.0","38514.0","3170.0","","","","","","","","","","","",""
"38528.0","25.0","38521.0","3132.0","","","","","","","","","","","",""
"38535.0","26.0","38528.0","5021.0","","","","","","","","","","","",""
"38542.0","27.0","38535.0","4879.0","","","","","","","","","","","",""
"38549.0","28.0","38542.0","3689.0","","","","","","","","","","","",""
"38556.0","29.0","38549.0","3031.0","","","","","","","","","","","",""
"38563.0","30.0","38556.0","3381.0","","","","","","","","","","","",""
"38570.0","31.0","38563.0","3365.0","","","","","","","","","","","",""
"38577.0","32.0","38570.0","2462.0","","","","","","","","","","","",""
"38584.0","33.0","38577.0","2808.0","","","","","","","","","","","",""
"38591.0","34.0","38584.0","3337.0","","","","","","","","","","","",""
"38598.0","35.0","38591.0","3770.0","","","","","","","","","","","",""
"38605.0","36.0","38598.0","4116.0","","","","","","","","","","","",""
"38612.0","37.0","38605.0","3276.0","","","","","","","","","","","",""
"38619.0","38.0","38612.0","2403.0","","","","","","","","","","","",""
"38626.0","39.0","38619.0","3343.0","","","","","","","","","","","",""
"38633.0","40.0","38626.0","4408.0","","","","","","","","","","","",""
"38640.0","41.0","38633.0","3017.0","","","","","","","","","","","",""
"38647.0","42.0","38640.0","3250.0","","","","","","","","","","","",""
"38654.0","43.0","38647.0","3489.0","","","","","","","","","","","",""
"38661.0","44.0","38654.0","3427.0","","","","","","","","","","","",""
"38668.0","45.0","38661.0","2581.0","","","","","","","","","","","",""
"38675.0","46.0","38668.0","4285.0","","","","","","","","","","","",""
"38682.0","47.0","38675.0","4802.0","","","","","","","","","","","",""
"38689.0","48.0","38682.0","4185.0","","","","","","","","","","","",""
"38696.0","49.0","38689.0","3795.0","","","","","","","","","","","",""
"38703.0","50.0","38696.0","3590.0","","","","","","","","","","","",""
"38710.0","51.0","38703.0","4970.0","","","","","","","","","","","",""
"38717.0","52.0","38710.0","6970.0","","","","","","","","","","","",""
"38724.0","53.0","38717.0","5227.0","","","","","","","","","","","",""
"38731.0","1.0","38724.0","4217.0","","","","","","","","","","","",""
"38738.0","2.0","38731.0","3203.0","","","","","","","","","","","",""
"38745.0","3.0","38738.0","3176.0","","","","","","","","","","","",""
"38752.0","4.0","38745.0","2603.0","","","","","","","","","","","",""
"38759.0","5.0","38752.0","2774.0","","","","","","","","","","","",""
"38766.0","6.0","38759.0","2881.0","","","","","","","","","","","",""
"38773.0","7.0","38766.0","2799.0","","","","","","","","","","","",""
"38780.0","8.0","38773.0","2715.0","","","","","","","","","","","",""
"38787.0","9.0","38780.0","2646.0","","","","","","","","","","","",""
"38794.0","10.0","38787.0","2825.0","","","","","","","","","","","",""
"38801.0","11.0","38794.0","3268.0","","","","","","","","","","","",""
"38808.0","12.0","38801.0","3197.0","","","","","","","","","","","",""
"38815.0","13.0","38808.0","4268.0","","","","","","","","","","","",""
"38822.0","14.0","38815.0","2874.0","","","","","","","","","","","",""
"38829.0","15.0","38822.0","2719.0","","","","","","","","","","","",""
"38836.0","16.0","38829.0","2680.0","","","","","","","","","","","",""
"38843.0","17.0","38836.0","2881.0","","","","","","","","","","","",""
"38850.0","18.0","38843.0","2957.0","","","","","","","","","","","",""
"38857.0","19.0","38850.0","3400.0","","","","","","","","","","","",""
"38864.0","20.0","38857.0","3759.0","","","","","","","","","","","",""
"38871.0","21.0","38864.0","3528.0","","","","","","","","","","","",""
"38878.0","22.0","38871.0","3273.0","","","","","","","","","","","",""
"38885.0","23.0","38878.0","2843.0","","","","","","","","","","","",""
"38892.0","24.0","38885.0","3310.0","","","","","","","","","","","",""
"38899.0","25.0","38892.0","4295.0","","","","","","","","","","","",""
"38906.0","26.0","38899.0","6012.0","","","","","","","","","","","",""
"38913.0","27.0","38906.0","5461.0","","","","","","","","","","","",""
"38920.0","28.0","38913.0","3153.0","","","","","","","","","","","",""
"38927.0","29.0","38920.0","3421.0","","","","","","","","","","","",""
"38934.0","30.0","38927.0","3700.0","","","","","","","","","","","",""
"38941.0","31.0","38934.0","4550.0","","","","","","","","","","","",""
"38948.0","32.0","38941.0","3556.0","","","","","","","","","","","",""
"38955.0","33.0","38948.0","3078.0","","","","","","","","","","","",""
"38962.0","34.0","38955.0","3378.0","","","","","","","","","","","",""
"38969.0","35.0","38962.0","3175.0","","","","","","","","","","","",""
"38976.0","36.0","38969.0","2704.0","","","","","","","","","","","",""
"38983.0","37.0","38976.0","3071.0","","","","","","","","","","","",""
"38990.0","38.0","38983.0","3126.0","","","","","","","","","","","",""
"38997.0","39.0","38990.0","4112.0","","","","","","","","","","","",""
"39004.0","40.0","38997.0","3276.0","","","","","","","","","","","",""
"39011.0","41.0","39004.0","4001.0","","","","","","","","","","","",""
"39018.0","42.0","39011.0","5015.0","","","","","","","","","","","",""
"39025.0","43.0","39018.0","4523.0","","","","","","","","","","","",""
"39032.0","44.0","39025.0","4181.0","","","","","","","","","","","",""
"39039.0","45.0","39032.0","6849.0","","","","","","","","","","","",""
"39046.0","46.0","39039.0","6203.0","","","","","","","","","","","",""
"39053.0","47.0","39046.0","5066.0","","","","","","","","","","","",""
"39060.0","48.0","39053.0","4611.0","","","","","","","","","","","",""
"39067.0","49.0","39060.0","4856.0","","","","","","","","","","","",""
"39074.0","50.0","39067.0","8107.0","","","","","","","","","","","",""
"39081.0","51.0","39074.0","7753.0","","","","","","","","","","","",""
"39088.0","52.0","39081.0","6028.0","","","","","","","","","","","",""
"39095.0","1.0","39088.0","4286.0","","","","","","","","","","","",""
"39102.0","2.0","39095.0","4074.0","","","","","","","","","","","",""
"39109.0","3.0","39102.0","4072.0","","","","","","","","","","","",""
"39116.0","4.0","39109.0","3069.0","","","","","","","","","","","",""
"39123.0","5.0","39116.0","3678.0","","","","","","","","","","","",""
"39130.0","6.0","39123.0","3067.0","","","","","","","","","","","",""
"39137.0","7.0","39130.0","2986.0","","","","","","","","","","","",""
"39144.0","8.0","39137.0","3570.0","","","","","","","","","","","",""
"39151.0","9.0","39144.0","2842.0","","","","","","","","","","","",""
"39158.0","10.0","39151.0","2845.0","","","","","","","","","","","",""
"39165.0","11.0","39158.0","3016.0","","","","","","","","","","","",""
"39172.0","12.0","39165.0","2801.0","","","","","","","","","","","",""
"39179.0","13.0","39172.0","4240.0","","","","","","","","","","","",""
"39186.0","14.0","39179.0","3237.0","","","","","","","","","","","",""
"39193.0","15.0","39186.0","3014.0","","","","","","","","","","","",""
"39200.0","16.0","39193.0","2757.0","","","","","","","","","","","",""
"39207.0","17.0","39200.0","3257.0","","","","","","","","","","","",""
"39214.0","18.0","39207.0","2535.0","","","","","","","","","","","",""
"39221.0","19.0","39214.0","3836.0","","","","","","","","","","","",""
"39228.0","20.0","39221.0","3130.0","","","","","","","","","","","",""
"39235.0","21.0","39228.0","3728.0","","","","","","","","","","","",""
"39242.0","22.0","39235.0","4014.0","","","","","","","","","","","",""
"39249.0","23.0","39242.0","3587.0","","","","","","","","","","","",""
"39256.0","24.0","39249.0","2882.0","","","","","","","","","","","",""
"39263.0","25.0","39256.0","3645.0","","","","","","","","","","","",""
"39270.0","26.0","39263.0","5909.0","","","","","","","","","","","",""
"39277.0","27.0","39270.0","4019.0","","","","","","","","","","","",""
"39284.0","28.0","39277.0","3227.0","","","","","","","","","","","",""
"39291.0","29.0","39284.0","2929.0","","","","","","","","","","","",""
"39298.0","30.0","39291.0","3081.0","","","","","","","","","","","",""
"39305.0","31.0","39298.0","2680.0","","","","","","","","","","","",""
"39312.0","32.0","39305.0","2721.0","","","","","","","","","","","",""
"39319.0","33.0","39312.0","2781.0","","","","","","","","","","","",""
"39326.0","34.0","39319.0","3140.0","","","","","","","","","","","",""
"39333.0","35.0","39326.0","3595.0","","","","","","","","","","","",""
"39340.0","36.0","39333.0","3058.0","","","","","","","","","","","",""
"39347.0","37.0","39340.0","2614.0","","","","","","","","","","","",""
"39354.0","38.0","39347.0","2901.0","","","","","","","","","","","",""
"39361.0","39.0","39354.0","4169.0","","","","","","","","","","","",""
"39368.0","40.0","39361.0","3641.0","","","","","","","","","","","",""
"39375.0","41.0","39368.0","4274.0","","","","","","","","","","","",""
"39382.0","42.0","39375.0","4730.0","","","","","","","","","","","",""
"39389.0","43.0","39382.0","3936.0","","","","","","","","","","","",""
"39396.0","44.0","39389.0","4210.0","","","","","","","","","","","",""
"39403.0","45.0","39396.0","4429.0","","","","","","","","","","","",""
"39410.0","46.0","39403.0","7000.0","","","","","","","","","","","",""
"39417.0","47.0","39410.0","5885.0","","","","","","","","","","","",""
"39424.0","48.0","39417.0","3509.0","","","","","","","","","","","",""
"39431.0","49.0","39424.0","5706.0","","","","","","","","","","","",""
"39438.0","50.0","39431.0","7121.0","","","","","","","","","","","",""
"39445.0","51.0","39438.0","7400.0","","","","","","","","","","","",""
"39452.0","52.0","39445.0","6589.0","","","","","","","","","","","",""
"39459.0","1.0","39452.0","5087.0","","","","","","","","","","","",""
"39466.0","2.0","39459.0","4476.0","","","","","","","","","","","",""
"39473.0","3.0","39466.0","4442.0","","","","","","","","","","","",""
"39480.0","4.0","39473.0","4755.0","","","","","","","","","","","",""
"39487.0","5.0","39480.0","3350.0","","","","","","","","","","","",""
"39494.0","6.0","39487.0","3301.0","","","","","","","","","","","",""
"39501.0","7.0","39494.0","2745.0","","","","","","","","","","","",""
"39508.0","8.0","39501.0","3865.0","","","","","","","","","","","",""
"39515.0","9.0","39508.0","4583.0","","","","","","","","","","","",""
"39522.0","10.0","39515.0","3535.0","","","","","","","","","","","",""
"39529.0","11.0","39522.0","4045.0","","","","","","","","","","","",""
"39536.0","12.0","39529.0","4954.0","","","","","","","","","","","",""
"39543.0","13.0","39536.0","5148.0","","","","","","","","","","","",""
"39550.0","14.0","39543.0","4262.0","","","","","","","","","","","",""
"39557.0","15.0","39550.0","3596.0","","","","","","","","","","","",""
"39564.0","16.0","39557.0","3155.0","","","","","","","","","","","",""
"39571.0","17.0","39564.0","3478.0","","","","","","","","","","","",""
"39578.0","18.0","39571.0","3574.0","","","","","","","","","","","",""
"39585.0","19.0","39578.0","4185.0","","","","","","","","","","","",""
"39592.0","20.0","39585.0","4548.0","","","","","","","","","","","",""
"39599.0","21.0","39592.0","3557.0","","","","","","","","","","","",""
"39606.0","22.0","39599.0","3754.0","","","","","","","","","","","",""
"39613.0","23.0","39606.0","3109.0","","","","","","","","","","","",""
"39620.0","24.0","39613.0","3192.0","","","","","","","","","","","",""
"39627.0","25.0","39620.0","3246.0","","","","","","","","","","","",""
"39634.0","26.0","39627.0","5323.0","","","","","","","","","","","",""
"39641.0","27.0","39634.0","4542.0","","","","","","","","","","","",""
"39648.0","28.0","39641.0","4549.0","","","","","","","","","","","",""
"39655.0","29.0","39648.0","4081.0","","","","","","","","","","","",""
"39662.0","30.0","39655.0","3973.0","","","","","","","","","","","",""
"39669.0","31.0","39662.0","3788.0","","","","","","","","","","","",""
"39676.0","32.0","39669.0","3528.0","","","","","","","","","","","",""
"39683.0","33.0","39676.0","3536.0","","","","","","","","","","","",""
"39690.0","34.0","39683.0","3916.0","","","","","","","","","","","",""
"39697.0","35.0","39690.0","4080.0","","","","","","","","","","","",""
"39704.0","36.0","39697.0","3530.0","","","","","","","","","","","",""
"39711.0","37.0","39704.0","4142.0","","","","","","","","","","","",""
"39718.0","38.0","39711.0","3720.0","","","","","","","","","","","",""
"39725.0","39.0","39718.0","5995.0","","","","","","","","","","","",""
"39732.0","40.0","39725.0","6509.0","","","","","","","","","","","",""
"39739.0","41.0","39732.0","6148.0","","","","","","","","","","","",""
"39746.0","42.0","39739.0","5145.0","","","","","","","","","","","",""
"39753.0","43.0","39746.0","6505.0","","","","","","","","","","","",""
"39760.0","44.0","39753.0","6952.0","","","","","","","","","","","",""
"39767.0","45.0","39760.0","6785.0","","","","","","","","","","","",""
"39774.0","46.0","39767.0","7466.0","","","","","","","","","","","",""
"39781.0","47.0","39774.0","8975.0","","","","","","","","","","","",""
"39788.0","48.0","39781.0","8461.0","","","","","","","","","","","",""
"39795.0","49.0","39788.0","7285.0","","","","","","","","","","","",""
"39802.0","50.0","39795.0","10489.0","","","","","","","","","","","",""
"39809.0","51.0","39802.0","8692.0","","","","","","","","","","","",""
"39816.0","52.0","39809.0","9487.0","","","","","","","","","","","",""
"39823.0","1.0","39816.0","9531.0","","","","","","","","","","","",""
"39830.0","2.0","39823.0","7883.0","","","","","","","","","","","",""
"39837.0","3.0","39830.0","5777.0","","","","","","","","","","","",""
"39844.0","4.0","39837.0","5779.0","","","","","","","","","","","",""
"39851.0","5.0","39844.0","9921.0","","","","","","","","","","","",""
"39858.0","6.0","39851.0","6766.0","","","","","","","","","","","",""
"39865.0","7.0","39858.0","6557.0","","","","","","","","","","","",""
"39872.0","8.0","39865.0","6390.0","","","","","","","","","","","",""
"39879.0","9.0","39872.0","6345.0","","","","","","","","","","","",""
"39886.0","10.0","39879.0","6340.0","","","","","","","","","","","",""
"39893.0","11.0","39886.0","6827.0","","","","","","","","","","","",""
"39900.0","12.0","39893.0","8769.0","","","","","","","","","","","",""
"39907.0","13.0","39900.0","8310.0","","","","","","","","","","","",""
"39914.0","14.0","39907.0","8379.0","","","","","","","","","","","",""
"39921.0","15.0","39914.0","6376.0","","","","","","","","","","","",""
"39928.0","16.0","39921.0","6233.0","","","","","","","","","","","",""
"39935.0","17.0","39928.0","6284.0","","","","","","","","","","","",""
"39942.0","18.0","39935.0","6971.0","","","","","","","","","","","",""
"39949.0","19.0","39942.0","6847.0","","","","","","","","","","","",""
"39956.0","20.0","39949.0","7571.0","","","","","","","","","","","",""
"39963.0","21.0","39956.0","7813.0","","","","","","","","","","","",""
"39970.0","22.0","39963.0","6607.0","","","","","","","","","","","",""
"39977.0","23.0","39970.0","5352.0","","","","","","","","","","","",""
"39984.0","24.0","39977.0","5276.0","","","","","","","","","","","",""
"39991.0","25.0","39984.0","4894.0","","","","","","","","","","","",""
"39998.0","26.0","39991.0","5566.0","","","","","","","","","","","",""
"40005.0","27.0","39998.0","10223.0","","","","","","","","","","","",""
"40012.0","28.0","40005.0","5676.0","","","","","","","","","","","",""
"40019.0","29.0","40012.0","5627.0","","","","","","","","","","","",""
"40026.0","30.0","40019.0","5379.0","","","","","","","","","","","",""
"40033.0","31.0","40026.0","5418.0","","","","","","","","","","","",""
"40040.0","32.0","40033.0","4649.0","","","","","","","","","","","",""
"40047.0","33.0","40040.0","5176.0","","","","","","","","","","","",""
"40054.0","34.0","40047.0","4705.0","","","","","","","","","","","",""
"40061.0","35.0","40054.0","4857.0","","","","","","","","","","","",""
"40068.0","36.0","40061.0","4639.0","","","","","","","","","","","",""
"40075.0","37.0","40068.0","5975.0","","","","","","","","","","","",""
"40082.0","38.0","40075.0","5157.0","","","","","","","","","","","",""
"40089.0","39.0","40082.0","4568.0","","","","","","","","","","","",""
"40096.0","40.0","40089.0","9272.0","","","","","","","","","","","",""
"40103.0","41.0","40096.0","6768.0","","","","","","","","","","","",""
"40110.0","42.0","40103.0","6359.0","","","","","","","","","","","",""
"40117.0","43.0","40110.0","6957.0","","","","","","","","","","","",""
"40124.0","44.0","40117.0","6223.0","","","","","","","","","","","",""
"40131.0","45.0","40124.0","4655.0","","","","","","","","","","","",""
"40138.0","46.0","40131.0","6620.0","","","","","","","","","","","",""
"40145.0","47.0","40138.0","7683.0","","","","","","","","","","","",""
"40152.0","48.0","40145.0","7342.0","","","","","","","","","","","",""
"40159.0","49.0","40152.0","5651.0","","","","","","","","","","","",""
"40166.0","50.0","40159.0","5231.0","","","","","","","","","","","",""
"40173.0","51.0","40166.0","6869.0","","","","","","","","","","","",""
"40180.0","52.0","40173.0","8648.0","","","","","","","","","","","",""
"40187.0","1.0","40180.0","8613.0","","","","","","","","","","","",""
"40194.0","2.0","40187.0","6465.0","","","","","","","","","","","",""
"40201.0","3.0","40194.0","4567.0","","","","","","","","","","","",""
"40208.0","4.0","40201.0","4556.0","","","","","","","","","","","",""
"40215.0","5.0","40208.0","5890.0","","","","","","","","","","","",""
"40222.0","6.0","40215.0","5854.0","","","","","","","","","","","",""
"40229.0","7.0","40222.0","4353.0","","","","","","","","","","","",""
"40236.0","8.0","40229.0","4724.0","","","","","","","","","","","",""
"40243.0","9.0","40236.0","4110.0","","","","","","","","","","","",""
"40250.0","10.0","40243.0","3971.0","","","","","","","","","","","",""
"40257.0","11.0","40250.0","3861.0","","","","","","","","","","","",""
"40264.0","12.0","40257.0","4262.0","","","","","","","","","","","",""
"40271.0","13.0","40264.0","3745.0","","","","","","","","","","","",""
"40278.0","14.0","40271.0","5922.0","","","","","","","","","","","",""
"40285.0","15.0","40278.0","4480.0","","","","","","","","","","","",""
"40292.0","16.0","40285.0","4170.0","","","","","","","","","","","",""
"40299.0","17.0","40292.0","3697.0","","","","","","","","","","","",""
"40306.0","18.0","40299.0","3705.0","","","","","","","","","","","",""
"40313.0","19.0","40306.0","4554.0","","","","","","","","","","","",""
"40320.0","20.0","40313.0","4125.0","","","","","","","","","","","",""
"40327.0","21.0","40320.0","4456.0","","","","","","","","","","","",""
"40334.0","22.0","40327.0","4423.0","","","","","","","","","","","",""
"40341.0","23.0","40334.0","4375.0","","","","","","","","","","","",""
"40348.0","24.0","40341.0","3602.0","","","","","","","","","","","",""
"40355.0","25.0","40348.0","3619.0","","","","","","","","","","","",""
"40362.0","26.0","40355.0","3965.0","","","","","","","","","","","",""
"40369.0","27.0","40362.0","5478.0","","","","","","","","","","","",""
"40376.0","28.0","40369.0","4729.0","","","","","","","","","","","",""
"40383.0","29.0","40376.0","3853.0","","","","","","","","","","","",""
"40390.0","30.0","40383.0","4065.0","","","","","","","","","","","",""
"40397.0","31.0","40390.0","4310.0","","","","","","","","","","","",""
"40404.0","32.0","40397.0","3993.0","","","","","","","","","","","",""
"40411.0","33.0","40404.0","3968.0","","","","","","","","","","","",""
"40418.0","34.0","40411.0","4627.0","","","","","","","","","","","",""
"40425.0","35.0","40418.0","3956.0","","","","","","","","","","","",""
"40432.0","36.0","40425.0","3963.0","","","","","","","","","","","",""
"40439.0","37.0","40432.0","3428.0","","","","","","","","","","","",""
"40446.0","38.0","40439.0","3498.0","","","","","","","","","","","",""
"40453.0","39.0","40446.0","3527.0","","","","","","","","","","","",""
"40460.0","40.0","40453.0","5738.0","","","","","","","","","","","",""
"40467.0","41.0","40460.0","5380.0","","","","","","","","","","","",""
"40474.0","42.0","40467.0","5130.0","","","","","","","","","","","",""
"40481.0","43.0","40474.0","4852.0","","","","","","","","","","","",""
"40488.0","44.0","40481.0","5879.0","","","","","","","","","","","",""
"40495.0","45.0","40488.0","4193.0","","","","","","","","","","","",""
"40502.0","46.0","40495.0","5252.0","","","","","","","","","","","",""
"40509.0","47.0","40502.0","6407.0","","","","","","","","","","","",""
"40516.0","48.0","40509.0","6511.0","","","","","","","","","","","",""
"40523.0","49.0","40516.0","4213.0","","","","","","","","","","","",""
"40530.0","50.0","40523.0","4848.0","","","","","","","","","","","",""
"40537.0","51.0","40530.0","6401.0","","","","","","","","","","","",""
"40544.0","52.0","40537.0","7407.0","","","","","","","","","","","",""
"40551.0","1.0","40544.0","7415.0","","","","","","","","","","","",""
"40558.0","2.0","40551.0","6149.0","","","","","","","","","","","",""
"40565.0","3.0","40558.0","5041.0","","","","","","","","","","","",""
"40572.0","4.0","40565.0","4539.0","","","","","","","","","","","",""
"40579.0","5.0","40572.0","4409.0","","","","","","","","","","","",""
"40586.0","6.0","40579.0","4470.0","","","","","","","","","","","",""
"40593.0","7.0","40586.0","3702.0","","","","","","","","","","","",""
"40600.0","8.0","40593.0","2895.0","","","","","","","","","","","",""
"40607.0","9.0","40600.0","3926.0","","","","","","","","","","","",""
"40614.0","10.0","40607.0","3458.0","","","","","","","","","","","",""
"40621.0","11.0","40614.0","3189.0","","","","","","","","","","","",""
"40628.0","12.0","40621.0","4062.0","","","","","","","","","","","",""
"40635.0","13.0","40628.0","3932.0","","","","","","","","","","","",""
"40642.0","14.0","40635.0","4915.0","","","","","","","","","","","",""
"40649.0","15.0","40642.0","3954.0","","","","","","","","","","","",""
"40656.0","16.0","40649.0","4148.0","","","","","","","","","","","",""
"40663.0","17.0","40656.0","4164.0","","","","","","","","","","","",""
"40670.0","18.0","40663.0","4406.0","","","","","","","","","","","",""
"40677.0","19.0","40670.0","4161.0","","","","","","","","","","","",""
"40684.0","20.0","40677.0","4269.0","","","","","","","","","","","",""
"40691.0","21.0","40684.0","4114.0","","","","","","","","","","","",""
"40698.0","22.0","40691.0","3984.0","","","","","","","","","","","",""
"40705.0","23.0","40698.0","4233.0","","","","","","","","","","","",""
"40712.0","24.0","40705.0","3558.0","","","","","","","","","","","",""
"40719.0","25.0","40712.0","3693.0","","","","","","","","","","","",""
"40726.0","26.0","40719.0","4017.0","","","","","","","","","","","",""
"40733.0","27.0","40726.0","5242.0","","","","","","","","","","","",""
"40740.0","28.0","40733.0","4356.0","","","","","","","","","","","",""
"40747.0","29.0","40740.0","4138.0","","","","","","","","","","","",""
"40754.0","30.0","40747.0","3882.0","","","","","","","","","","","",""
"40761.0","31.0","40754.0","3755.0","","","","","","","","","","","",""
"40768.0","32.0","40761.0","3509.0","","","","","","","","","","","",""
"40775.0","33.0","40768.0","3631.0","","","","","","","","","","","",""
"40782.0","34.0","40775.0","3863.0","","","","","","","","","","","",""
"40789.0","35.0","40782.0","3877.0","","","","","","","","","","","",""
"40796.0","36.0","40789.0","3469.0","","","","","","","","","","","",""
"40803.0","37.0","40796.0","3167.0","","","","","","","","","","","",""
"40810.0","38.0","40803.0","3103.0","","","","","","","","","","","",""
"40817.0","39.0","40810.0","3447.0","","","","","","","","","","","",""
"40824.0","40.0","40817.0","5018.0","","","","","","","","","","","",""
"40831.0","41.0","40824.0","5137.0","","","","","","","","","","","",""
"40838.0","42.0","40831.0","4570.0","","","","","","","","","","","",""
"40845.0","43.0","40838.0","3971.0","","","","","","","","","","","",""
"40852.0","44.0","40845.0","4432.0","","","","","","","","","","","",""
"40859.0","45.0","40852.0","3915.0","","","","","","","","","","","",""
"40866.0","46.0","40859.0","5770.0","","","","","","","","","","","",""
"40873.0","47.0","40866.0","6024.0","","","","","","","","","","","",""
"40880.0","48.0","40873.0","5382.0","","","","","","","","","","","",""
"40887.0","49.0","40880.0","4605.0","","","","","","","","","","","",""
"40894.0","50.0","40887.0","4638.0","","","","","","","","","","","",""
"40901.0","51.0","40894.0","5580.0","","","","","","","","","","","",""
"40908.0","52.0","40901.0","7282.0","","","","","","","","","","","",""
"40915.0","53.0","40908.0","5719.0","","","","","","","","","","","",""
"40922.0","1.0","40915.0","5319.0","","","","","","","","","","","",""
"40929.0","2.0","40922.0","3918.0","","","","","","","","","","","",""
"40936.0","3.0","40929.0","3904.0","","","","","","","","","","","",""
"40943.0","4.0","40936.0","3607.0","","","","","","","","","","","",""
"40950.0","5.0","40943.0","3249.0","","","","","","","","","","","",""
"40957.0","6.0","40950.0","3159.0","","","","","","","","","","","",""
"40964.0","7.0","40957.0","3044.0","","","","","","","","","","","",""
"40971.0","8.0","40964.0","2863.0","","","","","","","","","","","",""
"40978.0","9.0","40971.0","2917.0","","","","","","","","","","","",""
"40985.0","10.0","40978.0","2789.0","","","","","","","","","","","",""
"40992.0","11.0","40985.0","3930.0","","","","","","","","","","","",""
"40999.0","12.0","40992.0","3756.0","","","","","","","","","","","",""
"41006.0","13.0","40999.0","3984.0","","","","","","","","","","","",""
"41013.0","14.0","41006.0","3440.0","","","","","","","","","","","",""
"41020.0","15.0","41013.0","3706.0","","","","","","","","","","","",""
"41027.0","16.0","41020.0","3401.0","","","","","","","","","","","",""
"41034.0","17.0","41027.0","3791.0","","","","","","","","","","","",""
"41041.0","18.0","41034.0","3908.0","","","","","","","","","","","",""
"41048.0","19.0","41041.0","3616.0","","","","","","","","","","","",""
"41055.0","20.0","41048.0","4214.0","","","","","","","","","","","",""
"41062.0","21.0","41055.0","3515.0","","","","","","","","","","","",""
"41069.0","22.0","41062.0","4033.0","","","","","","","","","","","",""
"41076.0","23.0","41069.0","3443.0","","","","","","","","","","","",""
"41083.0","24.0","41076.0","3103.0","","","","","","","","","","","",""
"41090.0","25.0","41083.0","3613.0","","","","","","","","","","","",""
"41097.0","26.0","41090.0","5400.0","","","","","","","","","","","",""
"41104.0","27.0","41097.0","4196.0","","","","","","","","","","","",""
"41111.0","28.0","41104.0","3725.0","","","","","","","","","","","",""
"41118.0","29.0","41111.0","3457.0","","","","","","","","","","","",""
"41125.0","30.0","41118.0","3485.0","","","","","","","","","","","",""
"41132.0","31.0","41125.0","3471.0","","","","","","","","","","","",""
"41139.0","32.0","41132.0","3303.0","","","","","","","","","","","",""
"41146.0","33.0","41139.0","3633.0","","","","","","","","","","","",""
"41153.0","34.0","41146.0","3283.0","","","","","","","","","","","",""
"41160.0","35.0","41153.0","2934.0","","","","","","","","","","","",""
"41167.0","36.0","41160.0","2994.0","","","","","","","","","","","",""
"41174.0","37.0","41167.0","2737.0","","","","","","","","","","","",""
"41181.0","38.0","41174.0","3275.0","","","","","","","","","","","",""
"41188.0","39.0","41181.0","4500.0","","","","","","","","","","","",""
"41195.0","40.0","41188.0","3930.0","","","","","","","","","","","",""
"41202.0","41.0","41195.0","4113.0","","","","","","","","","","","",""
"41209.0","42.0","41202.0","3757.0","","","","","","","","","","","",""
"41216.0","43.0","41209.0","4455.0","","","","","","","","","","","",""
"41223.0","44.0","41216.0","3790.0","","","","","","","","","","","",""
"41230.0","45.0","41223.0","3939.0","","","","","","","","","","","",""
"41237.0","46.0","41230.0","4605.0","","","","","","","","","","","",""
"41244.0","47.0","41237.0","5083.0","","","","","","","","","","","",""
"41251.0","48.0","41244.0","3806.0","","","","","","","","","","","",""
"41258.0","49.0","41251.0","3796.0","","","","","","","","","","","",""
"41265.0","50.0","41258.0","5392.0","","","","","","","","","","","",""
"41272.0","51.0","41265.0","5460.0","","","","","","","","","","","",""
"41279.0","52.0","41272.0","6008.0","","","","","","","","","","","",""
"41286.0","1.0","41279.0","4909.0","","","","","","","","","","","",""
"41293.0","2.0","41286.0","4312.0","","","","","","","","","","","",""
"41300.0","3.0","41293.0","3440.0","","","","","","","","","","","",""
"41307.0","4.0","41300.0","3380.0","","","","","","","","","","","",""
"41314.0","5.0","41307.0","3443.0","","","","","","","","","","","",""
"41321.0","6.0","41314.0","2839.0","","","","","","","","","","","",""
