"Report date","Week #","Week ","KY","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"42644.0","39.0","42637.0","2031.0","","","","","","","","","","","",""
"42651.0","40.0","42644.0","2670.0","","","","","","","","","","","",""
"42658.0","41.0","42651.0","8314.0","","","","","","","","","","","",""
"42665.0","42.0","42658.0","4241.0","","","","","","","","","","","",""
"42672.0","43.0","42665.0","7793.0","","","","","","","","","","","",""
"42679.0","44.0","42672.0","3341.0","","","","","","","","","","","",""
"42686.0","45.0","42679.0","3003.0","","","","","","","","","","","",""
"42693.0","46.0","42686.0","3507.0","","","","","","","","","","","",""
"42700.0","47.0","42693.0","2555.0","","","","","","","","","","","",""
"42707.0","48.0","42700.0","3167.0","","","","","","","","","","","",""
"42714.0","49.0","42707.0","3300.0","","","","","","","","","","","",""
"42721.0","50.0","42714.0","3507.0","","","","","","","","","","","",""
"42728.0","51.0","42721.0","8089.0","","","","","","","","","","","",""
"42735.0","52.0","42728.0","8507.0","","","","","","","","","","","",""
"42742.0","53.0","42735.0","5611.0","","","","","","","","","","","",""
"42749.0","1.0","42742.0","4081.0","","","","","","","","","","","",""
"42756.0","2.0","42749.0","3025.0","","","","","","","","","","","",""
"42763.0","3.0","42756.0","2800.0","","","","","","","","","","","",""
"42770.0","4.0","42763.0","2823.0","","","","","","","","","","","",""
"42777.0","5.0","42770.0","2790.0","","","","","","","","","","","",""
"42784.0","6.0","42777.0","2752.0","","","","","","","","","","","",""
"42791.0","7.0","42784.0","2442.0","","","","","","","","","","","",""
"42798.0","8.0","42791.0","2600.0","","","","","","","","","","","",""
"42805.0","9.0","42798.0","2236.0","","","","","","","","","","","",""
"42812.0","10.0","42805.0","3051.0","","","","","","","","","","","",""
"42819.0","11.0","42812.0","2037.0","","","","","","","","","","","",""
"42826.0","12.0","42819.0","2216.0","","","","","","","","","","","",""
"42833.0","13.0","42826.0","3496.0","","","","","","","","","","","",""
"42840.0","14.0","42833.0","2346.0","","","","","","","","","","","",""
"42847.0","15.0","42840.0","2096.0","","","","","","","","","","","",""
"42854.0","16.0","42847.0","2081.0","","","","","","","","","","","",""
"42861.0","17.0","42854.0","2371.0","","","","","","","","","","","",""
"42868.0","18.0","42861.0","2558.0","","","","","","","","","","","",""
"42875.0","19.0","42868.0","2366.0","","","","","","","","","","","",""
"42882.0","20.0","42875.0","2917.0","","","","","","","","","","","",""
"42889.0","21.0","42882.0","2387.0","","","","","","","","","","","",""
"42896.0","22.0","42889.0","3182.0","","","","","","","","","","","",""
"42903.0","23.0","42896.0","2035.0","","","","","","","","","","","",""
"42910.0","24.0","42903.0","2048.0","","","","","","","","","","","",""
"42917.0","25.0","42910.0","4558.0","","","","","","","","","","","",""
"42924.0","26.0","42917.0","10771.0","","","","","","","","","","","",""
"42931.0","27.0","42924.0","3909.0","","","","","","","","","","","",""
"42938.0","28.0","42931.0","2929.0","","","","","","","","","","","",""
"42945.0","29.0","42938.0","2988.0","","","","","","","","","","","",""
"42952.0","30.0","42945.0","3487.0","","","","","","","","","","","",""
"42959.0","31.0","42952.0","2323.0","","","","","","","","","","","",""
"42966.0","32.0","42959.0","2250.0","","","","","","","","","","","",""
"42973.0","33.0","42966.0","2600.0","","","","","","","","","","","",""
"42980.0","34.0","42973.0","1959.0","","","","","","","","","","","",""
"42987.0","35.0","42980.0","1783.0","","","","","","","","","","","",""
"42994.0","36.0","42987.0","1830.0","","","","","","","","","","","",""
"43001.0","37.0","42994.0","1766.0","","","","","","","","","","","",""
"43008.0","38.0","43001.0","1813.0","","","","","","","","","","","",""
"43015.0","39.0","43008.0","2460.0","","","","","","","","","","","",""
"43022.0","40.0","43015.0","2936.0","","","","","","","","","","","",""
"43029.0","41.0","43022.0","2870.0","","","","","","","","","","","",""
"43036.0","42.0","43029.0","1994.0","","","","","","","","","","","",""
"43043.0","43.0","43036.0","2263.0","","","","","","","","","","","",""
"43050.0","44.0","43043.0","2219.0","","","","","","","","","","","",""
"43057.0","45.0","43050.0","2631.0","","","","","","","","","","","",""
"43064.0","46.0","43057.0","2672.0","","","","","","","","","","","",""
"43071.0","47.0","43064.0","2733.0","","","","","","","","","","","",""
"43078.0","48.0","43071.0","2744.0","","","","","","","","","","","",""
"43085.0","49.0","43078.0","3564.0","","","","","","","","","","","",""
"43092.0","50.0","43085.0","12627.0","","","","","","","","","","","",""
"43099.0","51.0","43092.0","7142.0","","","","","","","","","","","",""
"43106.0","52.0","43099.0","5305.0","","","","","","","","","","","",""
"43113.0","1.0","43106.0","3998.0","","","","","","","","","","","",""
"43120.0","2.0","43113.0","3299.0","","","","","","","","","","","",""
"43127.0","3.0","43120.0","3156.0","","","","","","","","","","","",""
"43134.0","4.0","43127.0","3770.0","","","","","","","","","","","",""
"43141.0","5.0","43134.0","3467.0","","","","","","","","","","","",""
"43148.0","6.0","43141.0","3327.0","","","","","","","","","","","",""
"43155.0","7.0","43148.0","2225.0","","","","","","","","","","","",""
"43162.0","8.0","43155.0","1535.0","","","","","","","","","","","",""
"43169.0","9.0","43162.0","2316.0","","","","","","","","","","","",""
"43176.0","10.0","43169.0","1946.0","","","","","","","","","","","",""
"43183.0","11.0","43176.0","1953.0","","","","","","","","","","","",""
"43190.0","12.0","43183.0","1899.0","","","","","","","","","","","",""
"43197.0","13.0","43190.0","2829.0","","","","","","","","","","","",""
"43204.0","14.0","43197.0","3111.0","","","","","","","","","","","",""
"43211.0","15.0","43204.0","1934.0","","","","","","","","","","","",""
"43218.0","16.0","43211.0","1817.0","","","","","","","","","","","",""
"43225.0","17.0","43218.0","1989.0","","","","","","","","","","","",""
"43232.0","18.0","43225.0","4969.0","","","","","","","","","","","",""
"43239.0","19.0","43232.0","6629.0","","","","","","","","","","","",""
"43246.0","20.0","43239.0","2874.0","","","","","","","","","","","",""
"43253.0","21.0","43246.0","2235.0","","","","","","","","","","","",""
"43260.0","22.0","43253.0","2306.0","","","","","","","","","","","",""
"43267.0","23.0","43260.0","1799.0","","","","","","","","","","","",""
"43274.0","24.0","43267.0","3767.0","","","","","","","","","","","",""
"43281.0","25.0","43274.0","7791.0","","","","","","","","","","","",""
"43288.0","26.0","43281.0","6193.0","","","","","","","","","","","",""
"43295.0","27.0","43288.0","3891.0","","","","","","","","","","","",""
"43302.0","28.0","43295.0","6453.0","","","","","","","","","","","",""
"43309.0","29.0","43302.0","5749.0","","","","","","","","","","","",""
"43316.0","30.0","43309.0","2631.0","","","","","","","","","","","",""
"43323.0","31.0","43316.0","2171.0","","","","","","","","","","","",""
"43330.0","32.0","43323.0","1757.0","","","","","","","","","","","",""
"43337.0","33.0","43330.0","1589.0","","","","","","","","","","","",""
"43344.0","34.0","43337.0","1591.0","","","","","","","","","","","",""
"43351.0","35.0","43344.0","1895.0","","","","","","","","","","","",""
"43358.0","36.0","43351.0","6364.0","","","","","","","","","","","",""
"43365.0","37.0","43358.0","1739.0","","","","","","","","","","","",""
"43372.0","38.0","43365.0","7999.0","","","","","","","","","","","",""
"43379.0","39.0","43372.0","2059.0","","","","","","","","","","","",""
"43386.0","40.0","43379.0","1753.0","","","","","","","","","","","",""
"43393.0","41.0","43386.0","1623.0","","","","","","","","","","","",""
"43400.0","42.0","43393.0","1729.0","","","","","","","","","","","",""
"43407.0","43.0","43400.0","1811.0","","","","","","","","","","","",""
"43414.0","44.0","43407.0","2875.0","","","","","","","","","","","",""
"43421.0","45.0","43414.0","2221.0","","","","","","","","","","","",""
"43428.0","46.0","43421.0","3402.0","","","","","","","","","","","",""
"43435.0","47.0","43428.0","2638.0","","","","","","","","","","","",""
"43442.0","48.0","43435.0","2610.0","","","","","","","","","","","",""
"43449.0","49.0","43442.0","2826.0","","","","","","","","","","","",""
"43456.0","50.0","43449.0","3776.0","","","","","","","","","","","",""
"43463.0","51.0","43456.0","7419.0","","","","","","","","","","","",""
"43470.0","52.0","43463.0","6377.0","","","","","","","","","","","",""
"43477.0","1.0","43470.0","11344.0","","","","","","","","","","","",""
"43484.0","2.0","43477.0","3084.0","","","","","","","","","","","",""
"43491.0","3.0","43484.0","2949.0","","","","","","","","","","","",""
"43498.0","4.0","43491.0","2673.0","","","","","","","","","","","",""
"43505.0","5.0","43498.0","2381.0","","","","","","","","","","","",""
"43512.0","6.0","43505.0","2344.0","","","","","","","","","","","",""
"43519.0","7.0","43512.0","6831.0","","","","","","","","","","","",""
"43526.0","8.0","43519.0","3714.0","","","","","","","","","","","",""
"43533.0","9.0","43526.0","2046.0","","","","","","","","","","","",""
"43540.0","10.0","43533.0","2105.0","","","","","","","","","","","",""
"43547.0","11.0","43540.0","1957.0","","","","","","","","","","","",""
"43554.0","12.0","43547.0","2168.0","","","","","","","","","","","",""
"43561.0","13.0","43554.0","2774.0","","","","","","","","","","","",""
"43568.0","14.0","43561.0","2108.0","","","","","","","","","","","",""
"43575.0","15.0","43568.0","1983.0","","","","","","","","","","","",""
"43582.0","16.0","43575.0","1716.0","","","","","","","","","","","",""
"43589.0","17.0","43582.0","1938.0","","","","","","","","","","","",""
"43596.0","18.0","43589.0","1709.0","","","","","","","","","","","",""
"43603.0","19.0","43596.0","2272.0","","","","","","","","","","","",""
"43610.0","20.0","43603.0","2638.0","","","","","","","","","","","",""
"43617.0","21.0","43610.0","2403.0","","","","","","","","","","","",""
"43624.0","22.0","43617.0","2201.0","","","","","","","","","","","",""
"43631.0","23.0","43624.0","1936.0","","","","","","","","","","","",""
"43638.0","24.0","43631.0","3086.0","","","","","","","","","","","",""
"43645.0","25.0","43638.0","3555.0","","","","","","","","","","","",""
"43652.0","26.0","43645.0","6070.0","","","","","","","","","","","",""
"43659.0","27.0","43652.0","5442.0","","","","","","","","","","","",""
"43666.0","28.0","43659.0","5388.0","","","","","","","","","","","",""
"43673.0","29.0","43666.0","2042.0","","","","","","","","","","","",""
"43680.0","30.0","43673.0","2034.0","","","","","","","","","","","",""
"43687.0","31.0","43680.0","2457.0","","","","","","","","","","","",""
"43694.0","32.0","43687.0","2235.0","","","","","","","","","","","",""
"43701.0","33.0","43694.0","1974.0","","","","","","","","","","","",""
"43708.0","34.0","43701.0","1842.0","","","","","","","","","","","",""
"43715.0","35.0","43708.0","1788.0","","","","","","","","","","","",""
"43722.0","36.0","43715.0","1875.0","","","","","","","","","","","",""
"43729.0","37.0","43722.0","2236.0","","","","","","","","","","","",""
"43736.0","38.0","43729.0","2373.0","","","","","","","","","","","",""
"43743.0","39.0","43736.0","2421.0","","","","","","","","","","","",""
"43750.0","40.0","43743.0","2636.0","","","","","","","","","","","",""
"43757.0","41.0","43750.0","2359.0","","","","","","","","","","","",""
"43764.0","42.0","43757.0","2143.0","","","","","","","","","","","",""
"43771.0","43.0","43764.0","2056.0","","","","","","","","","","","",""
"43778.0","44.0","43771.0","2352.0","","","","","","","","","","","",""
"43785.0","45.0","43778.0","2273.0","","","","","","","","","","","",""
"43792.0","46.0","43785.0","2972.0","","","","","","","","","","","",""
"43799.0","47.0","43792.0","3187.0","","","","","","","","","","","",""
"43806.0","48.0","43799.0","3593.0","","","","","","","","","","","",""
"43813.0","49.0","43806.0","3663.0","","","","","","","","","","","",""
"43820.0","50.0","43813.0","4603.0","","","","","","","","","","","",""
"43827.0","51.0","43820.0","6211.0","","","","","","","","","","","",""
"43834.0","52.0","43827.0","5175.0","","","","","","","","","","","",""
"43841.0","1.0","43834.0","3968.0","","","","","","","","","","","",""
"43848.0","2.0","43841.0","3084.0","","","","","","","","","","","",""
"43855.0","3.0","43848.0","2569.0","","","","","","","","","","","",""
"43862.0","4.0","43855.0","2625.0","","","","","","","","","","","",""
"43869.0","5.0","43862.0","2936.0","","","","","","","","","","","",""
"43876.0","6.0","43869.0","2813.0","","","","","","","","","","","",""
"43883.0","7.0","43876.0","2508.0","","","","","","","","","","","",""
"43890.0","8.0","43883.0","2223.0","","","","","","","","","","","",""
"43897.0","9.0","43890.0","2463.0","","","","","","","","","","","",""
"43904.0","10.0","43897.0","2785.0","","","","","","","","","","","",""
"43911.0","11.0","43904.0","49023.0","","","","","","","","","","","",""
"43918.0","12.0","43911.0","113149.0","","","","","","","","","","","",""
"43925.0","13.0","43918.0","117575.0","","","","","","","","","","","",""
"43932.0","14.0","43925.0","116277.0","","","","","","","","","","","",""
"43939.0","15.0","43932.0","103981.0","","","","","","","","","","","",""
"43946.0","16.0","43939.0","91223.0","","","","","","","","","","","",""
"43953.0","17.0","43946.0","82435.0","","","","","","","","","","","",""
"43960.0","18.0","43953.0","69372.0","","","","","","","","","","","",""
"43967.0","19.0","43960.0","47321.0","","","","","","","","","","","",""
"43974.0","20.0","43967.0","53738.0","","","","","","","","","","","",""
"43981.0","21.0","43974.0","43013.0","","","","","","","","","","","",""
"43988.0","22.0","43981.0","40733.0","","","","","","","","","","","",""
"43995.0","23.0","43988.0","37650.0","","","","","","","","","","","",""
"44002.0","24.0","43995.0","24846.0","","","","","","","","","","","",""
"44009.0","25.0","44002.0","30640.0","","","","","","","","","","","",""
"44016.0","26.0","44009.0","23282.0","","","","","","","","","","","",""
"44023.0","27.0","44016.0","24544.0","","","","","","","","","","","",""
"44030.0","28.0","44023.0","24488.0","","","","","","","","","","","",""
"44037.0","29.0","44030.0","20810.0","","","","","","","","","","","",""
