"Report date","Week #","Week ","PA","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35378.0","44.0","35371.0","19430.0","","","","","","","","","","","",""
"35385.0","45.0","35378.0","20026.0","","","","","","","","","","","",""
"35392.0","46.0","35385.0","21993.0","","","","","","","","","","","",""
"35399.0","47.0","35392.0","18171.0","","","","","","","","","","","",""
"35406.0","48.0","35399.0","31145.0","","","","","","","","","","","",""
"35413.0","49.0","35406.0","26075.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","26877.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","37302.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","32898.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","41330.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","33946.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","25096.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","24220.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","21241.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","20733.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","18524.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","18354.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","20759.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","18484.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","16516.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","16534.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","19856.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","21858.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","17825.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","17219.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","16571.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","18153.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","16287.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","16239.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","15037.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","20689.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","21869.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","20241.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","16458.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","19435.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","22659.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","17072.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","16163.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","15036.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","16584.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","17514.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","16098.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","16866.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","14273.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","15360.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","14282.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","13857.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","15574.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","17860.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","15045.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","16858.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","18318.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","19951.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","19419.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","22829.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","19124.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","30850.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","24674.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","23234.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","34226.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","38693.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","52488.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","37425.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","25708.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","25147.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","24439.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","21685.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","20229.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","21022.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","22866.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","21676.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","21140.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","17724.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","17706.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","22584.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","19882.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","17503.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","17393.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","18958.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","18720.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","17019.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","15897.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","20073.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","23320.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","23242.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","20567.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","19967.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","27533.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","18703.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","16335.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","16290.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","17142.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","15240.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","15264.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","14441.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","16044.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","14317.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","14008.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","14078.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","16495.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","19121.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","15429.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","16917.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","17242.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","20428.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","18417.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","21337.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","18547.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","31134.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","23880.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","22416.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","32471.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","40242.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","51756.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","35612.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","31859.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","25213.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","23374.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","20515.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","18924.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","20073.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","21037.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","20122.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","18764.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","18109.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","17300.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","22983.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","18376.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","16670.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","15897.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","18023.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","16162.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","15289.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","15311.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","16395.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","19955.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","21298.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","17454.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","18879.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","20263.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","17347.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","15486.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","15227.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","15623.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","14747.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","13831.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","13594.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","14666.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","12994.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","13386.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","13644.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","13881.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","16592.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","13500.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","14755.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","13644.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","16710.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","15166.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","18329.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","17557.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","27468.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","20631.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","21789.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","24413.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","37196.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","35706.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","34029.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","24666.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","25560.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","25093.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","20224.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","17297.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","15476.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","16594.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","15340.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","14379.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","14202.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","14193.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","16808.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","14048.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","16393.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","16199.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","15814.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","14844.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","14512.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","14988.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","14693.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","19802.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","19769.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","17412.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","15973.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","20431.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","18588.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","15310.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","13637.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","14699.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","14813.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","13934.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","13775.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","13646.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","12365.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","12800.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","12170.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","12785.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","17269.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","14171.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","15010.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","14523.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","17870.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","14960.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","20347.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","19086.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","29323.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","25096.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","21922.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","28252.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","38235.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","36474.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","41641.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","25704.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","26861.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","24890.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","23515.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","21348.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","20724.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","20198.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","25294.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","23241.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","20313.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","19045.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","23938.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","20825.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","23186.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","20197.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","21024.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","20377.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","19666.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","20613.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","21447.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","25271.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","24908.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","25119.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","20645.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","30051.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","25591.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","19257.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","18226.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","19236.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","19197.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","18134.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","17465.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","18469.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","19462.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","17655.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","18395.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","21505.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","24676.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","23485.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","22195.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","22247.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","25873.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","25237.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","22795.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","24884.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","41465.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","29534.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","25490.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","31341.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","51261.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","43991.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","45697.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","28813.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","27011.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","25481.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","25694.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","22300.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","23166.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","21835.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","22760.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","19931.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","22802.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","23384.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","25547.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","22197.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","18333.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","17952.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","21444.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","18714.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","20702.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","18946.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","17941.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","23671.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","24323.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","20456.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","19577.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","24244.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","25374.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","18997.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","15890.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","18312.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","18443.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","16756.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","17412.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","18074.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","20056.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","17390.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","16721.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","16554.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","20369.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","21250.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","21660.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","21838.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","23402.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","24450.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","23461.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","25462.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","23739.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","41280.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","32457.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","27314.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","49024.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","39928.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","46118.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","31067.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","28458.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","26381.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","26431.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","24107.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","29998.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","27399.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","26594.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","22648.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","21945.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","20002.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","21719.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","27771.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","23987.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","22523.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","21290.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","20146.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","20179.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","19576.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","18975.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","24024.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","25921.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","25784.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","21728.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","25708.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","27738.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","19411.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","17796.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","18867.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","18880.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","17191.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","17064.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","17505.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","21031.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","18177.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","16526.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","16605.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","18816.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","20563.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","17290.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","18406.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","20270.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","21977.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","20804.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","22725.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","23182.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","42674.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","28597.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","27689.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","40868.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","35773.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","45181.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","30502.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","26104.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","28906.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","28812.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","21881.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","19624.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","19044.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","20801.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","19237.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","19667.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","17934.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","19718.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","23774.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","20197.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","17698.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","16953.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","18366.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","16825.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","17416.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","17825.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","19291.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","23521.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","22665.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","19241.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","20283.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","23938.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","18769.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","16669.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","15789.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","18393.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","16032.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","16011.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","15555.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","16845.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","16518.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","16004.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","16094.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","16161.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","20762.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","16935.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","18506.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","16801.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","20468.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","19534.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","21451.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","23262.0","","","","","","","","","","","",""
