"Report date","Week #","Week ","GA","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35651.0","31.0","35644.0","5581.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","5085.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","5414.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","5444.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","4345.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","5582.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","4418.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","4098.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","4754.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","4659.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","4726.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","4794.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","5000.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","4780.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","5441.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","5390.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","3175.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","7261.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","7160.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","5424.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","3247.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","5719.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","12584.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","15175.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","10304.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","9405.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","6482.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","6944.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","7412.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","5259.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","6619.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","4733.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","5127.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","5705.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","5548.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","5151.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","5660.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","5203.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","5327.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","5319.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","5400.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","4870.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","4364.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","6091.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","6296.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","5265.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","7684.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","7694.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","11310.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","9405.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","9324.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","6590.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","6330.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","5884.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","5100.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","6514.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","5065.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","5129.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","6471.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","5987.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","5461.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","7031.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","6233.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","5094.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","5148.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","7768.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","6984.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","5930.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","5727.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","11920.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","10586.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","7560.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","4456.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","9674.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","19455.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","20506.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","12932.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","10871.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","7997.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","10003.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","6920.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","6565.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","6367.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","6048.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","6265.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","5699.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","6537.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","6952.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","6948.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","5652.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","5227.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","5754.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","5587.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","5538.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","5148.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","6680.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","6725.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","5236.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","5306.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","6200.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","7311.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","9533.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","9581.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","6009.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","5824.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","6077.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","7615.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","5859.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","5466.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","4610.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","6357.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","6590.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","5813.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","7228.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","5031.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","5124.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","5407.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","6365.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","6270.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","6008.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","3937.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","10791.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","9045.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","5345.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","5311.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","8394.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","15786.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","17696.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","7887.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","7420.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","7975.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","7664.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","5702.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","5551.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","5306.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","4804.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","5412.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","6775.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","4421.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","6269.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","6856.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","4978.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","4916.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","5998.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","5442.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","5426.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","5572.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","5115.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","7051.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","6147.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","6469.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","5643.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","6195.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","9381.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","10388.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","7970.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","6591.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","7760.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","7298.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","5691.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","6176.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","6269.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","7544.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","6754.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","7280.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","7479.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","6233.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","7959.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","7073.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","11928.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","7145.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","8961.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","5625.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","15024.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","15677.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","12678.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","8446.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","8413.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","17572.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","20753.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","15565.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","18713.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","14241.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","11618.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","10804.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","13344.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","9210.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","9939.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","9432.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","9726.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","9193.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","12405.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","10499.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","10050.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","11853.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","12763.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","12657.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","10681.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","9796.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","10252.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","13551.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","10960.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","11258.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","9705.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","11740.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","22797.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","14499.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","12313.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","10213.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","12915.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","9640.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","8941.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","8548.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","9042.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","10364.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","9837.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","12869.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","12522.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","14295.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","13070.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","16232.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","13496.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","12942.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","12442.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","7947.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","23296.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","13335.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","12053.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","11936.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","9597.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","19482.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","23922.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","26440.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","16575.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","10898.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","10534.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","10029.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","12736.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","9214.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","9925.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","8494.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","8757.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","9196.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","10881.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","11932.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","9639.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","7856.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","10248.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","9426.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","9534.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","9517.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","8526.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","12913.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","9167.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","8969.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","8296.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","9398.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","13862.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","10993.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","9823.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","9243.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","9206.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","8632.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","8893.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","8375.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","8068.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","11922.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","8750.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","8495.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","10626.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","10349.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","8116.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","9901.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","10026.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","11099.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","8931.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","10802.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","7250.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","21671.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","12176.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","10609.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","8349.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","21041.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","30823.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","21273.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","10365.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","13979.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","12071.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","12513.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","9369.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","9617.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","11022.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","11827.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","11471.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","11503.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","11674.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","9946.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","12011.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","13067.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","11655.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","10174.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","12948.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","10490.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","11097.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","14225.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","11173.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","10015.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","10788.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","9806.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","18818.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","14755.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","15290.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","9418.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","10332.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","11795.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","8854.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","10746.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","13217.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","10042.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","8174.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","8507.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","9540.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","9225.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","8281.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","8442.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","8492.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","11261.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","10345.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","8426.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","6036.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","16191.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","11061.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","8116.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","8566.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","18117.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","31370.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","17026.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","10190.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","9229.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","12255.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","8977.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","8519.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","7499.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","10049.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","7851.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","6683.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","7388.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","9044.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","6733.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","7653.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","8212.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","6303.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","7527.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","7854.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","7017.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","9243.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","8574.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","7861.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","7369.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","10119.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","8738.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","9201.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","10538.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","9858.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","7071.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","7866.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","7372.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","9566.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","6988.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","6978.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","6070.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","8209.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","9225.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","7150.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","9226.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","6805.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","6981.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","7254.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","8152.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","7113.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","8456.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","4718.0","","","","","","","","","","","",""
"38325.0","48.0","38318.0","16887.0","","","","","","","","","","","",""
"38332.0","49.0","38325.0","10224.0","","","","","","","","","","","",""
"38339.0","50.0","38332.0","9028.0","","","","","","","","","","","",""
"38346.0","51.0","38339.0","6318.0","","","","","","","","","","","",""
"38353.0","52.0","38346.0","13781.0","","","","","","","","","","","",""
"38360.0","1.0","38353.0","21835.0","","","","","","","","","","","",""
"38367.0","2.0","38360.0","12461.0","","","","","","","","","","","",""
"38374.0","3.0","38367.0","7411.0","","","","","","","","","","","",""
"38381.0","4.0","38374.0","7401.0","","","","","","","","","","","",""
"38388.0","5.0","38381.0","8151.0","","","","","","","","","","","",""
"38395.0","6.0","38388.0","7942.0","","","","","","","","","","","",""
"38402.0","7.0","38395.0","7528.0","","","","","","","","","","","",""
"38409.0","8.0","38402.0","6435.0","","","","","","","","","","","",""
"38416.0","9.0","38409.0","7732.0","","","","","","","","","","","",""
"38423.0","10.0","38416.0","7153.0","","","","","","","","","","","",""
"38430.0","11.0","38423.0","6083.0","","","","","","","","","","","",""
"38437.0","12.0","38430.0","7107.0","","","","","","","","","","","",""
"38444.0","13.0","38437.0","6810.0","","","","","","","","","","","",""
"38451.0","14.0","38444.0","9843.0","","","","","","","","","","","",""
"38458.0","15.0","38451.0","8210.0","","","","","","","","","","","",""
"38465.0","16.0","38458.0","8366.0","","","","","","","","","","","",""
"38472.0","17.0","38465.0","7904.0","","","","","","","","","","","",""
"38479.0","18.0","38472.0","8312.0","","","","","","","","","","","",""
"38486.0","19.0","38479.0","7300.0","","","","","","","","","","","",""
"38493.0","20.0","38486.0","6842.0","","","","","","","","","","","",""
"38500.0","21.0","38493.0","7816.0","","","","","","","","","","","",""
"38507.0","22.0","38500.0","7015.0","","","","","","","","","","","",""
"38514.0","23.0","38507.0","10606.0","","","","","","","","","","","",""
"38521.0","24.0","38514.0","7090.0","","","","","","","","","","","",""
"38528.0","25.0","38521.0","7009.0","","","","","","","","","","","",""
"38535.0","26.0","38528.0","6965.0","","","","","","","","","","","",""
"38542.0","27.0","38535.0","8898.0","","","","","","","","","","","",""
"38549.0","28.0","38542.0","14228.0","","","","","","","","","","","",""
"38556.0","29.0","38549.0","10341.0","","","","","","","","","","","",""
"38563.0","30.0","38556.0","7698.0","","","","","","","","","","","",""
"38570.0","31.0","38563.0","7353.0","","","","","","","","","","","",""
"38577.0","32.0","38570.0","8992.0","","","","","","","","","","","",""
"38584.0","33.0","38577.0","7362.0","","","","","","","","","","","",""
"38591.0","34.0","38584.0","7366.0","","","","","","","","","","","",""
