"Report date","Week #","Week ","HI","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35364.0","42.0","35357.0","1615.0","","","","","","","","","","","",""
"35371.0","43.0","35364.0","1673.0","","","","","","","","","","","",""
"35378.0","44.0","35371.0","1971.0","","","","","","","","","","","",""
"35385.0","45.0","35378.0","2453.0","","","","","","","","","","","",""
"35392.0","46.0","35385.0","2590.0","","","","","","","","","","","",""
"35399.0","47.0","35392.0","1457.0","","","","","","","","","","","",""
"35406.0","48.0","35399.0","2001.0","","","","","","","","","","","",""
"35413.0","49.0","35406.0","1712.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","1821.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","1797.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","2449.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","2808.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","2090.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","1870.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","2095.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","1857.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","1707.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","1582.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","1692.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","1917.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","1658.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","1526.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","1308.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","2639.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","2255.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","1597.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","1603.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","1785.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","1950.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","1884.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","1910.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","1541.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","1953.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","1996.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","2507.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","1647.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","1655.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","2363.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","1805.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","1607.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","1895.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","1899.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","1481.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","1826.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","1680.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","1858.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","1899.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","1628.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","1505.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","1563.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","1935.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","1690.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","1566.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","1564.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","1862.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","1479.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","1878.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","1396.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","2116.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","1936.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","1742.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","1607.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","1804.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","2618.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","2160.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","1588.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","1795.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","1854.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","1684.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","1404.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","1660.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","1970.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","1935.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","1787.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","1531.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","2162.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","2046.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","1888.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","1905.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","1990.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","2318.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","1779.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","1648.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","1560.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","2213.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","1977.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","2496.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","1725.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","1770.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","2545.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","1855.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","1687.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","1622.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","1768.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","1521.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","1289.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","1788.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","2280.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","1904.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","1654.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","1550.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","1662.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","2112.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","1708.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","1597.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","1470.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","1680.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","1715.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","1870.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","1439.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","1966.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","1746.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","1769.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","1591.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","1884.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","2793.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","1835.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","1824.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","1748.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","1964.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","1610.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","1248.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","1572.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","1542.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","1801.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","1464.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","1256.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","1762.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","2405.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","1598.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","1614.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","1579.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","1643.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","1770.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","1742.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","1694.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","1986.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","1722.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","1836.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","1589.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","1579.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","1860.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","1706.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","1411.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","1572.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","1636.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","1464.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","1193.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","1497.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","1500.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","1399.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","1440.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","1279.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","1207.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","1830.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","1478.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","1475.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","1619.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","1577.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","1315.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","1499.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","1020.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","1629.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","1407.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","1399.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","1544.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","1382.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","2880.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","1845.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","1571.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","1799.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","1615.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","1310.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","1300.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","1068.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","1505.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","1367.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","1217.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","1220.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","1116.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","2100.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","1598.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","1109.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","1241.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","1429.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","1431.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","1284.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","1206.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","1181.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","1311.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","1306.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","1452.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","1282.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","1670.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","1559.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","1271.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","1224.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","1321.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","1345.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","1114.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","1367.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","1243.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","1113.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","1199.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","1122.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","1035.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","1550.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","1258.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","1270.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","1103.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","1177.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","1134.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","1438.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","1246.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","1320.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","1254.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","1144.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","1287.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","1320.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","1692.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","1872.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","1134.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","1501.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","1384.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","1390.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","1454.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","1218.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","1420.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","1250.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","1281.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","1249.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","1144.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","1995.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","5247.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","3971.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","3585.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","2839.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","1945.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","1424.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","1346.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","1430.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","1586.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","1432.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","1748.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","1306.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","1595.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","1791.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","1411.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","1323.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","1567.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","1403.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","1217.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","1394.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","1358.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","1329.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","1453.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","4088.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","5099.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","4052.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","3344.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","2635.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","3024.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","2707.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","2670.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","2661.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","1805.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","2550.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","2695.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","2135.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","2609.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","1895.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","2292.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","3098.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","2563.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","1981.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","2467.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","2430.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","1760.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","1375.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","1850.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","1805.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","1606.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","1556.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","1423.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","2116.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","1992.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","1939.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","1978.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","2054.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","1928.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","2019.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","1684.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","1238.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","1615.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","1740.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","1673.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","1428.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","1495.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","1843.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","1411.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","1410.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","1436.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","1467.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","1243.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","1481.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","1353.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","1411.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","1676.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","1468.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","1363.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","1454.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","1777.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","1723.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","1911.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","1409.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","1530.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","1610.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","1532.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","1253.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","2439.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","2014.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","1443.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","1520.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","1862.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","2403.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","1863.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","1531.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","1547.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","1644.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","1449.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","1311.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","1429.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","1551.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","1410.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","1460.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","1329.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","2024.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","2135.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","1644.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","1669.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","1528.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","1748.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","1583.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","1530.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","1330.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","1731.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","1820.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","1732.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","1383.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","1289.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","2041.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","1404.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","1329.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","1358.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","1515.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","1112.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","1301.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","2081.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","1670.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","1439.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","1310.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","1241.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","1494.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","1597.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","1459.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","1334.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","1193.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","1533.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","1174.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","1388.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","1233.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","1629.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","1496.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","1376.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","1138.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","1504.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","2265.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","1499.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","1349.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","1574.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","1461.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","1303.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","1437.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","1288.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","1643.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","1727.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","1346.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","1335.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","1851.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","1500.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","1626.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","1288.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","1223.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","1326.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","1215.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","1138.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","1105.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","1214.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","1175.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","1473.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","1127.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","1163.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","1279.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","1174.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","1095.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","1036.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","1308.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","1208.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","1013.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","1041.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","1215.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","1164.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","1134.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","1000.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","1074.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","1284.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","1054.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","1149.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","1017.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","1230.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","1075.0","","","","","","","","","","","",""
