"Report date","Week #","Week ","CO","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"33138.0","37.0","33131.0","1909.0","","Week 37","2658.0","5172.0","2529.0","","","37.0","107596.0","117787.0","96196.0",""
"33145.0","38.0","33138.0","1956.0","","Week 38","2978.0","","2409.0","","","38.0","110574.0","","98605.0",""
"33152.0","39.0","33145.0","2687.0","","Week 39","","","2788.0","","","39.0","","","101393.0",""
"33159.0","40.0","33152.0","2418.0","","Week 40","","","2754.0","","","40.0","","","104147.0",""
"33166.0","41.0","33159.0","2548.0","","Week 41","","","2797.0","","","41.0","","","106944.0",""
"33173.0","42.0","33166.0","2426.0","","Week 42","","","3771.0","","","42.0","","","110715.0",""
"33180.0","43.0","33173.0","2868.0","","Week 43","","","4048.0","","","43.0","","","114763.0",""
"33187.0","44.0","33180.0","3691.0","","Week 44","","","3776.0","","","44.0","","","118539.0",""
"33194.0","45.0","33187.0","2356.0","","Week 45","","","3763.0","","","45.0","","","122302.0",""
"33201.0","46.0","33194.0","2708.0","","Week 46","","","4059.0","","","46.0","","","126361.0",""
"33208.0","47.0","33201.0","3006.0","","Week 47","","","4796.0","","","47.0","","","131157.0",""
"33215.0","48.0","33208.0","3243.0","","Week 48","","","4241.0","","","48.0","","","135398.0",""
"33222.0","49.0","33215.0","3182.0","","Week 49","","","5789.0","","","49.0","","","141187.0",""
"33229.0","50.0","33222.0","5104.0","","Week 50","","","4235.0","","","50.0","","","145422.0",""
"33236.0","51.0","33229.0","4296.0","","Week 51","","","6029.0","","","51.0","","","151451.0",""
"33243.0","52.0","33236.0","3333.0","","Week 52","","","5917.0","","","52.0","","","157368.0",""
"33250.0","1.0","33243.0","4942.0","","Week 53","","","6429.0","","","53.0","","","163797.0",""
"33257.0","2.0","33250.0","4170.0","","Week 54","","","3715.0","","","54.0","","","167512.0",""
"33264.0","3.0","33257.0","3887.0","","Week 55","","","4464.0","","","55.0","","","171976.0",""
"33271.0","4.0","33264.0","4251.0","","Week 56","","","7284.0","","","56.0","","","179260.0",""
"33278.0","5.0","33271.0","3656.0","","Week 57","","","6887.0","","","57.0","","","186147.0",""
"33285.0","6.0","33278.0","3274.0","","Week 58","","","5486.0","","","58.0","","","191633.0",""
"33292.0","7.0","33285.0","2848.0","","Week 59","","","6667.0","","","59.0","","","198300.0",""
"33299.0","8.0","33292.0","3180.0","","Week 60","","","6547.0","","","60.0","","","204847.0",""
"33306.0","9.0","33299.0","3092.0","","Week 61","","","5950.0","","","61.0","","","210797.0",""
"33313.0","10.0","33306.0","2704.0","","Week 62","","","5592.0","","","62.0","","","216389.0",""
"33320.0","11.0","33313.0","2801.0","","Week 63","","","5814.0","","","63.0","","","222203.0",""
"33327.0","12.0","33320.0","2658.0","","Week 64","","","6063.0","","","64.0","","","228266.0",""
"33334.0","13.0","33327.0","2978.0","","Week 65","","","5844.0","","","65.0","","","234110.0",""
"33341.0","14.0","33334.0","3174.0","","Week 66","","","5432.0","","","66.0","","","239542.0",""
"33348.0","15.0","33341.0","4831.0","","Week 67","","","4609.0","","","67.0","","","244151.0",""
"33355.0","16.0","33348.0","3334.0","","Week 68","","","6338.0","","","68.0","","","250489.0",""
"33362.0","17.0","33355.0","3539.0","","Week 69","","","6315.0","","","69.0","","","256804.0",""
"33369.0","18.0","33362.0","3095.0","","Week 70","","","5932.0","","","70.0","","","262736.0",""
"33376.0","19.0","33369.0","2804.0","","Week 71","","","5193.0","","","71.0","","","267929.0",""
"33383.0","20.0","33376.0","2864.0","","Week 72","","","5229.0","","","72.0","","","273158.0",""
"33390.0","21.0","33383.0","2448.0","","Week 73","","","5172.0","","","73.0","","","278330.0",""
"33397.0","22.0","33390.0","2989.0","","Week 74","","","4527.0","","","74.0","","","282857.0",""
"33404.0","23.0","33397.0","2741.0","","Week 75","","","5008.0","","","75.0","","","287865.0",""
"33411.0","24.0","33404.0","2599.0","","Week 76","","","4392.0","","","76.0","","","292257.0",""
"33418.0","25.0","33411.0","2864.0","","Week 77","","","5541.0","","","77.0","","","297798.0",""
"33425.0","26.0","33418.0","2622.0","","Week 78","","","4819.0","","","78.0","","","302617.0",""
"33432.0","27.0","33425.0","3016.0","","Week 79","","","4557.0","","","79.0","","","307174.0",""
"33439.0","28.0","33432.0","2837.0","","Week 80","","","4244.0","","","80.0","","","311418.0",""
"33446.0","29.0","33439.0","2509.0","","Week 81","","","4136.0","","","81.0","","","315554.0",""
"33453.0","30.0","33446.0","2626.0","","","","","","","","","","","",""
"33460.0","31.0","33453.0","2782.0","","","","","","","","","","","",""
"33467.0","32.0","33460.0","2473.0","","","","","","","","","","","",""
"33474.0","33.0","33467.0","2387.0","","","","","","","","","","","",""
"33481.0","34.0","33474.0","2492.0","","","","","","","","","","","",""
"33488.0","35.0","33481.0","2491.0","","","","","","","","","","","",""
"33495.0","36.0","33488.0","2669.0","","","","","","","","","","","",""
"33502.0","37.0","33495.0","2596.0","","","","","","","","","","","",""
"33509.0","38.0","33502.0","2441.0","","","","","","","","","","","",""
"33516.0","39.0","33509.0","3152.0","","","","","","","","","","","",""
"33523.0","40.0","33516.0","3207.0","","","","","","","","","","","",""
"33530.0","41.0","33523.0","2777.0","","","","","","","","","","","",""
"33537.0","42.0","33530.0","3016.0","","","","","","","","","","","",""
"33544.0","43.0","33537.0","4860.0","","","","","","","","","","","",""
"33551.0","44.0","33544.0","3798.0","","","","","","","","","","","",""
"33558.0","45.0","33551.0","2953.0","","","","","","","","","","","",""
"33565.0","46.0","33558.0","4256.0","","","","","","","","","","","",""
"33572.0","47.0","33565.0","3485.0","","","","","","","","","","","",""
"33579.0","48.0","33572.0","4229.0","","","","","","","","","","","",""
"33586.0","49.0","33579.0","3801.0","","","","","","","","","","","",""
"33593.0","50.0","33586.0","3930.0","","","","","","","","","","","",""
"33600.0","51.0","33593.0","3395.0","","","","","","","","","","","",""
"33607.0","52.0","33600.0","2595.0","","","","","","","","","","","",""
"33614.0","1.0","33607.0","5515.0","","","","","","","","","","","",""
"33621.0","2.0","33614.0","5698.0","","","","","","","","","","","",""
"33628.0","3.0","33621.0","3416.0","","","","","","","","","","","",""
"33635.0","4.0","33628.0","3572.0","","","","","","","","","","","",""
"33642.0","5.0","33635.0","3522.0","","","","","","","","","","","",""
"33649.0","6.0","33642.0","3731.0","","","","","","","","","","","",""
"33656.0","7.0","33649.0","3279.0","","","","","","","","","","","",""
"33663.0","8.0","33656.0","3463.0","","","","","","","","","","","",""
"33670.0","9.0","33663.0","3820.0","","","","","","","","","","","",""
"33677.0","10.0","33670.0","3635.0","","","","","","","","","","","",""
"33684.0","11.0","33677.0","2918.0","","","","","","","","","","","",""
"33691.0","12.0","33684.0","2599.0","","","","","","","","","","","",""
"33698.0","13.0","33691.0","3085.0","","","","","","","","","","","",""
"33705.0","14.0","33698.0","3325.0","","","","","","","","","","","",""
"33712.0","15.0","33705.0","3294.0","","","","","","","","","","","",""
"33719.0","16.0","33712.0","3492.0","","","","","","","","","","","",""
"33726.0","17.0","33719.0","2892.0","","","","","","","","","","","",""
"33733.0","18.0","33726.0","2824.0","","","","","","","","","","","",""
"33740.0","19.0","33733.0","2480.0","","","","","","","","","","","",""
"33747.0","20.0","33740.0","2571.0","","","","","","","","","","","",""
"33754.0","21.0","33747.0","2577.0","","","","","","","","","","","",""
"33761.0","22.0","33754.0","3239.0","","","","","","","","","","","",""
"33768.0","23.0","33761.0","2768.0","","","","","","","","","","","",""
"33775.0","24.0","33768.0","2472.0","","","","","","","","","","","",""
"33782.0","25.0","33775.0","2518.0","","","","","","","","","","","",""
"33789.0","26.0","33782.0","2562.0","","","","","","","","","","","",""
"33796.0","27.0","33789.0","3288.0","","","","","","","","","","","",""
"33803.0","28.0","33796.0","2650.0","","","","","","","","","","","",""
"33810.0","29.0","33803.0","2550.0","","","","","","","","","","","",""
"33817.0","30.0","33810.0","2300.0","","","","","","","","","","","",""
"33824.0","31.0","33817.0","2559.0","","","","","","","","","","","",""
"33831.0","32.0","33824.0","2429.0","","","","","","","","","","","",""
"33838.0","33.0","33831.0","2392.0","","","","","","","","","","","",""
"33845.0","34.0","33838.0","2433.0","","","","","","","","","","","",""
"33852.0","35.0","33845.0","2618.0","","","","","","","","","","","",""
"33859.0","36.0","33852.0","2152.0","","","","","","","","","","","",""
"33866.0","37.0","33859.0","2393.0","","","","","","","","","","","",""
"33873.0","38.0","33866.0","2262.0","","","","","","","","","","","",""
"33880.0","39.0","33873.0","3010.0","","","","","","","","","","","",""
"33887.0","40.0","33880.0","3282.0","","","","","","","","","","","",""
"33894.0","41.0","33887.0","2440.0","","","","","","","","","","","",""
"33901.0","42.0","33894.0","2839.0","","","","","","","","","","","",""
"33908.0","43.0","33901.0","2859.0","","","","","","","","","","","",""
"33915.0","44.0","33908.0","4103.0","","","","","","","","","","","",""
"33922.0","45.0","33915.0","2931.0","","","","","","","","","","","",""
"33929.0","46.0","33922.0","3218.0","","","","","","","","","","","",""
"33936.0","47.0","33929.0","5114.0","","","","","","","","","","","",""
"33943.0","48.0","33936.0","4351.0","","","","","","","","","","","",""
"33950.0","49.0","33943.0","3330.0","","","","","","","","","","","",""
"33957.0","50.0","33950.0","3785.0","","","","","","","","","","","",""
"33964.0","51.0","33957.0","3219.0","","","","","","","","","","","",""
"33971.0","52.0","33964.0","2829.0","","","","","","","","","","","",""
"33978.0","1.0","33971.0","6171.0","","","","","","","","","","","",""
"33985.0","2.0","33978.0","4697.0","","","","","","","","","","","",""
"33992.0","3.0","33985.0","3303.0","","","","","","","","","","","",""
"33999.0","4.0","33992.0","3300.0","","","","","","","","","","","",""
"34006.0","5.0","33999.0","3702.0","","","","","","","","","","","",""
"34013.0","6.0","34006.0","3276.0","","","","","","","","","","","",""
"34020.0","7.0","34013.0","3341.0","","","","","","","","","","","",""
"34027.0","8.0","34020.0","2951.0","","","","","","","","","","","",""
"34034.0","9.0","34027.0","3024.0","","","","","","","","","","","",""
"34041.0","10.0","34034.0","2755.0","","","","","","","","","","","",""
"34048.0","11.0","34041.0","2893.0","","","","","","","","","","","",""
"34055.0","12.0","34048.0","2139.0","","","","","","","","","","","",""
"34062.0","13.0","34055.0","2898.0","","","","","","","","","","","",""
"34069.0","14.0","34062.0","3131.0","","","","","","","","","","","",""
"34076.0","15.0","34069.0","3544.0","","","","","","","","","","","",""
"34083.0","16.0","34076.0","3067.0","","","","","","","","","","","",""
"34090.0","17.0","34083.0","2655.0","","","","","","","","","","","",""
"34097.0","18.0","34090.0","2701.0","","","","","","","","","","","",""
"34104.0","19.0","34097.0","2288.0","","","","","","","","","","","",""
"34111.0","20.0","34104.0","2209.0","","","","","","","","","","","",""
"34118.0","21.0","34111.0","2279.0","","","","","","","","","","","",""
"34125.0","22.0","34118.0","2407.0","","","","","","","","","","","",""
"34132.0","23.0","34125.0","2273.0","","","","","","","","","","","",""
"34139.0","24.0","34132.0","2168.0","","","","","","","","","","","",""
"34146.0","25.0","34139.0","2093.0","","","","","","","","","","","",""
"34153.0","26.0","34146.0","2536.0","","","","","","","","","","","",""
"34160.0","27.0","34153.0","2141.0","","","","","","","","","","","",""
"34167.0","28.0","34160.0","2330.0","","","","","","","","","","","",""
"34174.0","29.0","34167.0","2031.0","","","","","","","","","","","",""
"34181.0","30.0","34174.0","1966.0","","","","","","","","","","","",""
"34188.0","31.0","34181.0","2111.0","","","","","","","","","","","",""
"34195.0","32.0","34188.0","2138.0","","","","","","","","","","","",""
"34202.0","33.0","34195.0","2089.0","","","","","","","","","","","",""
"34209.0","34.0","34202.0","2157.0","","","","","","","","","","","",""
"34216.0","35.0","34209.0","2117.0","","","","","","","","","","","",""
"34223.0","36.0","34216.0","2140.0","","","","","","","","","","","",""
"34230.0","37.0","34223.0","2370.0","","","","","","","","","","","",""
"34237.0","38.0","34230.0","2319.0","","","","","","","","","","","",""
"34244.0","39.0","34237.0","2818.0","","","","","","","","","","","",""
"34251.0","40.0","34244.0","3067.0","","","","","","","","","","","",""
"34258.0","41.0","34251.0","2744.0","","","","","","","","","","","",""
"34265.0","42.0","34258.0","3097.0","","","","","","","","","","","",""
"34272.0","43.0","34265.0","3013.0","","","","","","","","","","","",""
"34279.0","44.0","34272.0","3551.0","","","","","","","","","","","",""
"34286.0","45.0","34279.0","2692.0","","","","","","","","","","","",""
"34293.0","46.0","34286.0","3932.0","","","","","","","","","","","",""
"34300.0","47.0","34293.0","3261.0","","","","","","","","","","","",""
"34307.0","48.0","34300.0","3611.0","","","","","","","","","","","",""
"34314.0","49.0","34307.0","3087.0","","","","","","","","","","","",""
"34321.0","50.0","34314.0","3850.0","","","","","","","","","","","",""
"34328.0","51.0","34321.0","3549.0","","","","","","","","","","","",""
"34335.0","52.0","34328.0","3528.0","","","","","","","","","","","",""
"34342.0","1.0","34335.0","5012.0","","","","","","","","","","","",""
"34349.0","2.0","34342.0","4032.0","","","","","","","","","","","",""
"34356.0","3.0","34349.0","3366.0","","","","","","","","","","","",""
"34363.0","4.0","34356.0","3605.0","","","","","","","","","","","",""
"34370.0","5.0","34363.0","3803.0","","","","","","","","","","","",""
"34377.0","6.0","34370.0","3375.0","","","","","","","","","","","",""
"34384.0","7.0","34377.0","2919.0","","","","","","","","","","","",""
"34391.0","8.0","34384.0","2616.0","","","","","","","","","","","",""
"34398.0","9.0","34391.0","2913.0","","","","","","","","","","","",""
"34405.0","10.0","34398.0","2931.0","","","","","","","","","","","",""
"34412.0","11.0","34405.0","2422.0","","","","","","","","","","","",""
"34419.0","12.0","34412.0","2192.0","","","","","","","","","","","",""
"34426.0","13.0","34419.0","2756.0","","","","","","","","","","","",""
"34433.0","14.0","34426.0","3344.0","","","","","","","","","","","",""
"34440.0","15.0","34433.0","4169.0","","","","","","","","","","","",""
"34447.0","16.0","34440.0","3367.0","","","","","","","","","","","",""
"34454.0","17.0","34447.0","3454.0","","","","","","","","","","","",""
"34461.0","18.0","34454.0","3048.0","","","","","","","","","","","",""
"34468.0","19.0","34461.0","2594.0","","","","","","","","","","","",""
"34475.0","20.0","34468.0","2435.0","","","","","","","","","","","",""
"34482.0","21.0","34475.0","2498.0","","","","","","","","","","","",""
"34489.0","22.0","34482.0","2636.0","","","","","","","","","","","",""
"34496.0","23.0","34489.0","2307.0","","","","","","","","","","","",""
"34503.0","24.0","34496.0","2162.0","","","","","","","","","","","",""
"34510.0","25.0","34503.0","2065.0","","","","","","","","","","","",""
"34517.0","26.0","34510.0","2618.0","","","","","","","","","","","",""
"34524.0","27.0","34517.0","2342.0","","","","","","","","","","","",""
"34531.0","28.0","34524.0","2251.0","","","","","","","","","","","",""
"34538.0","29.0","34531.0","2248.0","","","","","","","","","","","",""
"34545.0","30.0","34538.0","2164.0","","","","","","","","","","","",""
"34552.0","31.0","34545.0","2524.0","","","","","","","","","","","",""
"34559.0","32.0","34552.0","2033.0","","","","","","","","","","","",""
"34566.0","33.0","34559.0","2148.0","","","","","","","","","","","",""
"34573.0","34.0","34566.0","2017.0","","","","","","","","","","","",""
"34580.0","35.0","34573.0","2299.0","","","","","","","","","","","",""
"34587.0","36.0","34580.0","1913.0","","","","","","","","","","","",""
"34594.0","37.0","34587.0","2146.0","","","","","","","","","","","",""
"34601.0","38.0","34594.0","1944.0","","","","","","","","","","","",""
"34608.0","39.0","34601.0","2278.0","","","","","","","","","","","",""
"34615.0","40.0","34608.0","3261.0","","","","","","","","","","","",""
"34622.0","41.0","34615.0","2253.0","","","","","","","","","","","",""
"34629.0","42.0","34622.0","2621.0","","","","","","","","","","","",""
"34636.0","43.0","34629.0","2355.0","","","","","","","","","","","",""
"34643.0","44.0","34636.0","3130.0","","","","","","","","","","","",""
"34650.0","45.0","34643.0","2509.0","","","","","","","","","","","",""
"34657.0","46.0","34650.0","4204.0","","","","","","","","","","","",""
"34664.0","47.0","34657.0","2467.0","","","","","","","","","","","",""
"34671.0","48.0","34664.0","2966.0","","","","","","","","","","","",""
"34678.0","49.0","34671.0","3144.0","","","","","","","","","","","",""
"34685.0","50.0","34678.0","3130.0","","","","","","","","","","","",""
"34692.0","51.0","34685.0","3171.0","","","","","","","","","","","",""
"34699.0","52.0","34692.0","3237.0","","","","","","","","","","","",""
"34706.0","53.0","34699.0","5378.0","","","","","","","","","","","",""
"34713.0","1.0","34706.0","3896.0","","","","","","","","","","","",""
"34720.0","2.0","34713.0","2983.0","","","","","","","","","","","",""
"34727.0","3.0","34720.0","2970.0","","","","","","","","","","","",""
"34734.0","4.0","34727.0","3095.0","","","","","","","","","","","",""
"34741.0","5.0","34734.0","2847.0","","","","","","","","","","","",""
"34748.0","6.0","34741.0","3456.0","","","","","","","","","","","",""
"34755.0","7.0","34748.0","2204.0","","","","","","","","","","","",""
"34762.0","8.0","34755.0","3200.0","","","","","","","","","","","",""
"34769.0","9.0","34762.0","2514.0","","","","","","","","","","","",""
"34776.0","10.0","34769.0","2168.0","","","","","","","","","","","",""
"34783.0","11.0","34776.0","2138.0","","","","","","","","","","","",""
"34790.0","12.0","34783.0","3213.0","","","","","","","","","","","",""
"34797.0","13.0","34790.0","3165.0","","","","","","","","","","","",""
"34804.0","14.0","34797.0","3142.0","","","","","","","","","","","",""
"34811.0","15.0","34804.0","3897.0","","","","","","","","","","","",""
"34818.0","16.0","34811.0","2838.0","","","","","","","","","","","",""
"34825.0","17.0","34818.0","2698.0","","","","","","","","","","","",""
"34832.0","18.0","34825.0","2406.0","","","","","","","","","","","",""
"34839.0","19.0","34832.0","2399.0","","","","","","","","","","","",""
"34846.0","20.0","34839.0","2990.0","","","","","","","","","","","",""
"34853.0","21.0","34846.0","2718.0","","","","","","","","","","","",""
"34860.0","22.0","34853.0","2439.0","","","","","","","","","","","",""
"34867.0","23.0","34860.0","2064.0","","","","","","","","","","","",""
"34874.0","24.0","34867.0","1848.0","","","","","","","","","","","",""
"34881.0","25.0","34874.0","2434.0","","","","","","","","","","","",""
"34888.0","26.0","34881.0","2313.0","","","","","","","","","","","",""
"34895.0","27.0","34888.0","2301.0","","","","","","","","","","","",""
"34902.0","28.0","34895.0","2319.0","","","","","","","","","","","",""
"34909.0","29.0","34902.0","2142.0","","","","","","","","","","","",""
"34916.0","30.0","34909.0","2521.0","","","","","","","","","","","",""
"34923.0","31.0","34916.0","2010.0","","","","","","","","","","","",""
"34930.0","32.0","34923.0","2111.0","","","","","","","","","","","",""
"34937.0","33.0","34930.0","1841.0","","","","","","","","","","","",""
"34944.0","34.0","34937.0","2031.0","","","","","","","","","","","",""
"34951.0","35.0","34944.0","1799.0","","","","","","","","","","","",""
"34958.0","36.0","34951.0","1912.0","","","","","","","","","","","",""
"34965.0","37.0","34958.0","2009.0","","","","","","","","","","","",""
"34972.0","38.0","34965.0","2367.0","","","","","","","","","","","",""
"34979.0","39.0","34972.0","3130.0","","","","","","","","","","","",""
"34986.0","40.0","34979.0","2140.0","","","","","","","","","","","",""
"34993.0","41.0","34986.0","2361.0","","","","","","","","","","","",""
"35000.0","42.0","34993.0","2564.0","","","","","","","","","","","",""
"35007.0","43.0","35000.0","3045.0","","","","","","","","","","","",""
"35014.0","44.0","35007.0","2301.0","","","","","","","","","","","",""
"35021.0","45.0","35014.0","3071.0","","","","","","","","","","","",""
"35028.0","46.0","35021.0","2269.0","","","","","","","","","","","",""
"35035.0","47.0","35028.0","3306.0","","","","","","","","","","","",""
"35042.0","48.0","35035.0","2961.0","","","","","","","","","","","",""
"35049.0","49.0","35042.0","2695.0","","","","","","","","","","","",""
"35056.0","50.0","35049.0","3933.0","","","","","","","","","","","",""
"35063.0","51.0","35056.0","2509.0","","","","","","","","","","","",""
"35070.0","52.0","35063.0","5695.0","","","","","","","","","","","",""
"35077.0","1.0","35070.0","4740.0","","","","","","","","","","","",""
"35084.0","2.0","35077.0","3365.0","","","","","","","","","","","",""
"35091.0","3.0","35084.0","3555.0","","","","","","","","","","","",""
"35098.0","4.0","35091.0","4113.0","","","","","","","","","","","",""
"35105.0","5.0","35098.0","3068.0","","","","","","","","","","","",""
"35112.0","6.0","35105.0","2742.0","","","","","","","","","","","",""
"35119.0","7.0","35112.0","2394.0","","","","","","","","","","","",""
"35126.0","8.0","35119.0","3453.0","","","","","","","","","","","",""
"35133.0","9.0","35126.0","2682.0","","","","","","","","","","","",""
"35140.0","10.0","35133.0","2368.0","","","","","","","","","","","",""
"35147.0","11.0","35140.0","2127.0","","","","","","","","","","","",""
"35154.0","12.0","35147.0","2140.0","","","","","","","","","","","",""
"35161.0","13.0","35154.0","2873.0","","","","","","","","","","","",""
"35168.0","14.0","35161.0","3184.0","","","","","","","","","","","",""
"35175.0","15.0","35168.0","3339.0","","","","","","","","","","","",""
"35182.0","16.0","35175.0","2598.0","","","","","","","","","","","",""
"35189.0","17.0","35182.0","2393.0","","","","","","","","","","","",""
"35196.0","18.0","35189.0","2475.0","","","","","","","","","","","",""
"35203.0","19.0","35196.0","3106.0","","","","","","","","","","","",""
"35210.0","20.0","35203.0","4432.0","","","","","","","","","","","",""
"35217.0","21.0","35210.0","2715.0","","","","","","","","","","","",""
"35224.0","22.0","35217.0","3212.0","","","","","","","","","","","",""
"35231.0","23.0","35224.0","2488.0","","","","","","","","","","","",""
"35238.0","24.0","35231.0","2276.0","","","","","","","","","","","",""
"35245.0","25.0","35238.0","2009.0","","","","","","","","","","","",""
"35252.0","26.0","35245.0","2029.0","","","","","","","","","","","",""
"35259.0","27.0","35252.0","2779.0","","","","","","","","","","","",""
"35266.0","28.0","35259.0","2072.0","","","","","","","","","","","",""
"35273.0","29.0","35266.0","2059.0","","","","","","","","","","","",""
"35280.0","30.0","35273.0","2018.0","","","","","","","","","","","",""
"35287.0","31.0","35280.0","2001.0","","","","","","","","","","","",""
"35294.0","32.0","35287.0","1941.0","","","","","","","","","","","",""
"35301.0","33.0","35294.0","1831.0","","","","","","","","","","","",""
"35308.0","34.0","35301.0","2015.0","","","","","","","","","","","",""
"35315.0","35.0","35308.0","2020.0","","","","","","","","","","","",""
"35322.0","36.0","35315.0","1948.0","","","","","","","","","","","",""
"35329.0","37.0","35322.0","1854.0","","","","","","","","","","","",""
"35336.0","38.0","35329.0","1801.0","","","","","","","","","","","",""
"35343.0","39.0","35336.0","2804.0","","","","","","","","","","","",""
"35350.0","40.0","35343.0","2531.0","","","","","","","","","","","",""
"35357.0","41.0","35350.0","2223.0","","","","","","","","","","","",""
"35364.0","42.0","35357.0","2458.0","","","","","","","","","","","",""
"35371.0","43.0","35364.0","2766.0","","","","","","","","","","","",""
