"Report date","Week #","Week ","CO","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35378.0","44.0","35371.0","2543.0","","","","","","","","","","","",""
"35385.0","45.0","35378.0","2359.0","","","","","","","","","","","",""
"35392.0","46.0","35385.0","2729.0","","","","","","","","","","","",""
"35399.0","47.0","35392.0","2562.0","","","","","","","","","","","",""
"35406.0","48.0","35399.0","2908.0","","","","","","","","","","","",""
"35413.0","49.0","35406.0","2685.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","5512.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","2277.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","3161.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","4878.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","4382.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","2499.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","2606.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","2807.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","2475.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","2082.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","2796.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","2264.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","1951.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","1787.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","1576.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","2645.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","2886.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","2856.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","2392.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","2378.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","2017.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","1812.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","2036.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","2057.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","2278.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","2063.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","1829.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","1586.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","1762.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","2481.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","2002.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","1739.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","1934.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","2075.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","2254.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","1874.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","1731.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","1653.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","1685.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","1497.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","1462.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","2223.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","2730.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","2273.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","2103.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","3415.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","2172.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","4011.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","2344.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","1682.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","3243.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","2945.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","2856.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","2152.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","2430.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","4306.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","2942.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","2364.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","2320.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","2948.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","2400.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","2020.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","2106.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","2048.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","2064.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","1950.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","1652.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","2472.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","2596.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","2660.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","2373.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","2050.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","1994.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","1705.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","1877.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","1746.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","2119.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","1730.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","1497.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","1425.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","1583.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","2463.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","1888.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","1957.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","1695.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","1735.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","1683.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","1553.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","2637.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","2371.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","1868.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","1504.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","1429.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","2060.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","2233.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","1838.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","2006.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","1976.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","3067.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","2980.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","2240.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","1755.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","2285.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","2821.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","2247.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","3934.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","2062.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","4614.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","2832.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","2326.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","2523.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","2379.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","2007.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","1934.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","1908.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","2075.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","1775.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","1678.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","1487.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","2071.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","2324.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","2540.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","2028.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","2287.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","1930.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","1598.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","2091.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","2230.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","1736.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","1652.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","1620.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","1379.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","2094.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","2000.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","1763.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","1855.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","1614.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","1745.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","1546.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","1442.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","1534.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","1534.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","1279.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","1340.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","1360.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","1865.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","2144.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","1639.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","1863.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","1903.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","2164.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","1720.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","2099.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","2740.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","2219.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","2502.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","2357.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","2256.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","1605.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","3988.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","2406.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","2090.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","2186.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","2322.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","1831.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","1769.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","1563.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","1849.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","1578.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","1522.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","2032.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","1614.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","2154.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","1882.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","1935.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","1923.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","1739.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","1510.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","1666.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","1599.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","1675.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","1623.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","1400.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","1332.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","1660.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","1627.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","1832.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","1589.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","1363.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","1560.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","1477.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","1421.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","1403.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","1475.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","1242.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","1357.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","1285.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","1574.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","2280.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","1748.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","1825.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","1797.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","2001.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","1938.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","3457.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","1703.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","2033.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","2047.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","3386.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","2758.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","1627.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","2954.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","3439.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","3157.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","2650.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","2958.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","2598.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","2498.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","2050.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","2597.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","2368.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","2131.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","2117.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","2599.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","3449.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","2926.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","3142.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","3005.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","3051.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","2647.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","2576.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","2578.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","2470.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","2743.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","2263.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","1993.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","3018.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","3420.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","3051.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","3144.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","2604.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","1944.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","3146.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","2733.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","2771.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","2816.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","2749.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","2570.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","3230.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","3349.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","4894.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","4176.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","5259.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","4105.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","4494.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","4422.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","3342.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","3819.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","5172.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","5090.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","4372.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","4445.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","3092.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","4039.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","5200.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","4661.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","3407.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","4402.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","3902.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","3430.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","2947.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","3715.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","3681.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","3452.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","2787.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","2627.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","3637.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","3583.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","4063.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","3404.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","3328.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","3007.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","2852.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","2711.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","2572.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","3218.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","2656.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","2904.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","2371.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","3005.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","3846.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","3293.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","3006.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","2985.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","2949.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","2702.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","2879.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","2816.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","2716.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","2912.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","2969.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","2849.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","3805.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","3670.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","3056.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","3623.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","4794.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","4058.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","3322.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","3724.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","3436.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","3920.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","3938.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","4168.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","3373.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","3794.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","5004.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","4971.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","3876.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","3808.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","4967.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","3975.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","3303.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","4150.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","3680.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","2529.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","2592.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","4604.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","4178.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","4076.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","3778.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","3499.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","3764.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","3453.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","2975.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","2975.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","2857.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","3880.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","3336.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","3227.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","2777.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","2906.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","3423.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","3306.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","2853.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","2857.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","2955.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","2774.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","2498.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","2812.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","2455.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","3045.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","2912.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","2666.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","3592.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","3128.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","2782.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","3115.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","3333.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","4321.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","3091.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","3656.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","3122.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","3640.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","3840.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","3580.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","2648.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","2422.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","5507.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","4336.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","3272.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","3470.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","3967.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","3132.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","2968.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","2774.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","2989.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","2639.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","2451.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","2277.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","3219.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","3270.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","3212.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","2997.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","2742.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","2655.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","2388.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","2592.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","2679.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","2443.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","2286.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","2329.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","2261.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","2916.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","2437.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","2440.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","2528.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","2341.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","2402.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","2255.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","2170.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","2371.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","2326.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","1945.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","2105.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","2177.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","2680.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","2876.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","2231.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","2723.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","2621.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","3157.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","2650.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","2985.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","2538.0","","","","","","","","","","","",""
