"Report date","Week #","Week ","TX","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"40537.0","51.0","40530.0","14590.0","","","","","","","","","","","",""
"40544.0","52.0","40537.0","15967.0","","","","","","","","","","","",""
"40551.0","1.0","40544.0","29795.0","","","","","","","","","","","",""
"40558.0","2.0","40551.0","22605.0","","","","","","","","","","","",""
"40565.0","3.0","40558.0","18281.0","","","","","","","","","","","",""
"40572.0","4.0","40565.0","18897.0","","","","","","","","","","","",""
"40579.0","5.0","40572.0","15240.0","","","","","","","","","","","",""
"40586.0","6.0","40579.0","17411.0","","","","","","","","","","","",""
"40593.0","7.0","40586.0","16580.0","","","","","","","","","","","",""
"40600.0","8.0","40593.0","14873.0","","","","","","","","","","","",""
"40607.0","9.0","40600.0","17701.0","","","","","","","","","","","",""
"40614.0","10.0","40607.0","16709.0","","","","","","","","","","","",""
"40621.0","11.0","40614.0","15622.0","","","","","","","","","","","",""
"40628.0","12.0","40621.0","19488.0","","","","","","","","","","","",""
"40635.0","13.0","40628.0","16575.0","","","","","","","","","","","",""
"40642.0","14.0","40635.0","21683.0","","","","","","","","","","","",""
"40649.0","15.0","40642.0","17801.0","","","","","","","","","","","",""
"40656.0","16.0","40649.0","17682.0","","","","","","","","","","","",""
"40663.0","17.0","40656.0","18678.0","","","","","","","","","","","",""
"40670.0","18.0","40663.0","19549.0","","","","","","","","","","","",""
"40677.0","19.0","40670.0","18431.0","","","","","","","","","","","",""
"40684.0","20.0","40677.0","18337.0","","","","","","","","","","","",""
"40691.0","21.0","40684.0","17678.0","","","","","","","","","","","",""
"40698.0","22.0","40691.0","17871.0","","","","","","","","","","","",""
"40705.0","23.0","40698.0","21204.0","","","","","","","","","","","",""
"40712.0","24.0","40705.0","19672.0","","","","","","","","","","","",""
"40719.0","25.0","40712.0","19620.0","","","","","","","","","","","",""
"40726.0","26.0","40719.0","19269.0","","","","","","","","","","","",""
"40733.0","27.0","40726.0","20025.0","","","","","","","","","","","",""
"40740.0","28.0","40733.0","20240.0","","","","","","","","","","","",""
"40747.0","29.0","40740.0","19439.0","","","","","","","","","","","",""
"40754.0","30.0","40747.0","17611.0","","","","","","","","","","","",""
"40761.0","31.0","40754.0","18985.0","","","","","","","","","","","",""
"40768.0","32.0","40761.0","17295.0","","","","","","","","","","","",""
"40775.0","33.0","40768.0","17824.0","","","","","","","","","","","",""
"40782.0","34.0","40775.0","17731.0","","","","","","","","","","","",""
"40789.0","35.0","40782.0","18970.0","","","","","","","","","","","",""
"40796.0","36.0","40789.0","15194.0","","","","","","","","","","","",""
"40803.0","37.0","40796.0","17271.0","","","","","","","","","","","",""
"40810.0","38.0","40803.0","16504.0","","","","","","","","","","","",""
"40817.0","39.0","40810.0","16382.0","","","","","","","","","","","",""
"40824.0","40.0","40817.0","21026.0","","","","","","","","","","","",""
"40831.0","41.0","40824.0","17537.0","","","","","","","","","","","",""
"40838.0","42.0","40831.0","17892.0","","","","","","","","","","","",""
"40845.0","43.0","40838.0","17538.0","","","","","","","","","","","",""
"40852.0","44.0","40845.0","19873.0","","","","","","","","","","","",""
"40859.0","45.0","40852.0","17042.0","","","","","","","","","","","",""
"40866.0","46.0","40859.0","20143.0","","","","","","","","","","","",""
"40873.0","47.0","40866.0","11600.0","","","","","","","","","","","",""
"40880.0","48.0","40873.0","22081.0","","","","","","","","","","","",""
"40887.0","49.0","40880.0","18101.0","","","","","","","","","","","",""
"40894.0","50.0","40887.0","16354.0","","","","","","","","","","","",""
"40901.0","51.0","40894.0","15478.0","","","","","","","","","","","",""
"40908.0","52.0","40901.0","13093.0","","","","","","","","","","","",""
"40915.0","53.0","40908.0","27039.0","","","","","","","","","","","",""
"40922.0","1.0","40915.0","20159.0","","","","","","","","","","","",""
"40929.0","2.0","40922.0","16128.0","","","","","","","","","","","",""
"40936.0","3.0","40929.0","17613.0","","","","","","","","","","","",""
"40943.0","4.0","40936.0","16983.0","","","","","","","","","","","",""
"40950.0","5.0","40943.0","15730.0","","","","","","","","","","","",""
"40957.0","6.0","40950.0","15549.0","","","","","","","","","","","",""
"40964.0","7.0","40957.0","14014.0","","","","","","","","","","","",""
"40971.0","8.0","40964.0","16130.0","","","","","","","","","","","",""
"40978.0","9.0","40971.0","15917.0","","","","","","","","","","","",""
"40985.0","10.0","40978.0","14130.0","","","","","","","","","","","",""
"40992.0","11.0","40985.0","18315.0","","","","","","","","","","","",""
"40999.0","12.0","40992.0","15365.0","","","","","","","","","","","",""
"41006.0","13.0","40999.0","18997.0","","","","","","","","","","","",""
"41013.0","14.0","41006.0","17012.0","","","","","","","","","","","",""
"41020.0","15.0","41013.0","16932.0","","","","","","","","","","","",""
"41027.0","16.0","41020.0","17169.0","","","","","","","","","","","",""
"41034.0","17.0","41027.0","18398.0","","","","","","","","","","","",""
"41041.0","18.0","41034.0","16952.0","","","","","","","","","","","",""
"41048.0","19.0","41041.0","18600.0","","","","","","","","","","","",""
"41055.0","20.0","41048.0","18224.0","","","","","","","","","","","",""
"41062.0","21.0","41055.0","16370.0","","","","","","","","","","","",""
"41069.0","22.0","41062.0","20398.0","","","","","","","","","","","",""
"41076.0","23.0","41069.0","19631.0","","","","","","","","","","","",""
"41083.0","24.0","41076.0","19471.0","","","","","","","","","","","",""
"41090.0","25.0","41083.0","17275.0","","","","","","","","","","","",""
"41097.0","26.0","41090.0","18599.0","","","","","","","","","","","",""
"41104.0","27.0","41097.0","19300.0","","","","","","","","","","","",""
"41111.0","28.0","41104.0","17402.0","","","","","","","","","","","",""
"41118.0","29.0","41111.0","16640.0","","","","","","","","","","","",""
"41125.0","30.0","41118.0","17304.0","","","","","","","","","","","",""
"41132.0","31.0","41125.0","16644.0","","","","","","","","","","","",""
"41139.0","32.0","41132.0","17161.0","","","","","","","","","","","",""
"41146.0","33.0","41139.0","17287.0","","","","","","","","","","","",""
"41153.0","34.0","41146.0","18091.0","","","","","","","","","","","",""
"41160.0","35.0","41153.0","17074.0","","","","","","","","","","","",""
"41167.0","36.0","41160.0","16711.0","","","","","","","","","","","",""
"41174.0","37.0","41167.0","16612.0","","","","","","","","","","","",""
"41181.0","38.0","41174.0","15739.0","","","","","","","","","","","",""
"41188.0","39.0","41181.0","17463.0","","","","","","","","","","","",""
"41195.0","40.0","41188.0","18792.0","","","","","","","","","","","",""
"41202.0","41.0","41195.0","17220.0","","","","","","","","","","","",""
"41209.0","42.0","41202.0","16681.0","","","","","","","","","","","",""
"41216.0","43.0","41209.0","17071.0","","","","","","","","","","","",""
"41223.0","44.0","41216.0","18603.0","","","","","","","","","","","",""
"41230.0","45.0","41223.0","18504.0","","","","","","","","","","","",""
"41237.0","46.0","41230.0","12079.0","","","","","","","","","","","",""
"41244.0","47.0","41237.0","22514.0","","","","","","","","","","","",""
"41251.0","48.0","41244.0","18664.0","","","","","","","","","","","",""
"41258.0","49.0","41251.0","17128.0","","","","","","","","","","","",""
"41265.0","50.0","41258.0","16952.0","","","","","","","","","","","",""
"41272.0","51.0","41265.0","9477.0","","","","","","","","","","","",""
"41279.0","52.0","41272.0","18146.0","","","","","","","","","","","",""
"41286.0","1.0","41279.0","30932.0","","","","","","","","","","","",""
"41293.0","2.0","41286.0","20484.0","","","","","","","","","","","",""
"41300.0","3.0","41293.0","15402.0","","","","","","","","","","","",""
"41307.0","4.0","41300.0","17473.0","","","","","","","","","","","",""
"41314.0","5.0","41307.0","17112.0","","","","","","","","","","","",""
"41321.0","6.0","41314.0","16273.0","","","","","","","","","","","",""
"41328.0","7.0","41321.0","14939.0","","","","","","","","","","","",""
"41335.0","8.0","41328.0","15746.0","","","","","","","","","","","",""
"41342.0","9.0","41335.0","16386.0","","","","","","","","","","","",""
"41349.0","10.0","41342.0","15569.0","","","","","","","","","","","",""
"41356.0","11.0","41349.0","18305.0","","","","","","","","","","","",""
"41363.0","12.0","41356.0","14816.0","","","","","","","","","","","",""
"41370.0","13.0","41363.0","17261.0","","","","","","","","","","","",""
"41377.0","14.0","41370.0","20311.0","","","","","","","","","","","",""
"41384.0","15.0","41377.0","17241.0","","","","","","","","","","","",""
"41391.0","16.0","41384.0","16799.0","","","","","","","","","","","",""
"41398.0","17.0","41391.0","17294.0","","","","","","","","","","","",""
"41405.0","18.0","41398.0","17368.0","","","","","","","","","","","",""
"41412.0","19.0","41405.0","17696.0","","","","","","","","","","","",""
"41419.0","20.0","41412.0","17088.0","","","","","","","","","","","",""
"41426.0","21.0","41419.0","15212.0","","","","","","","","","","","",""
"41433.0","22.0","41426.0","18219.0","","","","","","","","","","","",""
"41440.0","23.0","41433.0","17761.0","","","","","","","","","","","",""
"41447.0","24.0","41440.0","17997.0","","","","","","","","","","","",""
"41454.0","25.0","41447.0","18488.0","","","","","","","","","","","",""
"41461.0","26.0","41454.0","15355.0","","","","","","","","","","","",""
"41468.0","27.0","41461.0","21356.0","","","","","","","","","","","",""
"41475.0","28.0","41468.0","18971.0","","","","","","","","","","","",""
"41482.0","29.0","41475.0","16189.0","","","","","","","","","","","",""
"41489.0","30.0","41482.0","17340.0","","","","","","","","","","","",""
"41496.0","31.0","41489.0","16446.0","","","","","","","","","","","",""
"41503.0","32.0","41496.0","16226.0","","","","","","","","","","","",""
"41510.0","33.0","41503.0","15472.0","","","","","","","","","","","",""
"41517.0","34.0","41510.0","15764.0","","","","","","","","","","","",""
"41524.0","35.0","41517.0","14773.0","","","","","","","","","","","",""
"41531.0","36.0","41524.0","16054.0","","","","","","","","","","","",""
"41538.0","37.0","41531.0","16036.0","","","","","","","","","","","",""
"41545.0","38.0","41538.0","14781.0","","","","","","","","","","","",""
"41552.0","39.0","41545.0","16206.0","","","","","","","","","","","",""
"41559.0","40.0","41552.0","16283.0","","","","","","","","","","","",""
"41566.0","41.0","41559.0","15299.0","","","","","","","","","","","",""
"41573.0","42.0","41566.0","16070.0","","","","","","","","","","","",""
"41580.0","43.0","41573.0","16669.0","","","","","","","","","","","",""
"41587.0","44.0","41580.0","18405.0","","","","","","","","","","","",""
"41594.0","45.0","41587.0","15821.0","","","","","","","","","","","",""
"41601.0","46.0","41594.0","17920.0","","","","","","","","","","","",""
"41608.0","47.0","41601.0","10636.0","","","","","","","","","","","",""
"41615.0","48.0","41608.0","20397.0","","","","","","","","","","","",""
"41622.0","49.0","41615.0","15493.0","","","","","","","","","","","",""
"41629.0","50.0","41622.0","16033.0","","","","","","","","","","","",""
"41636.0","51.0","41629.0","9310.0","","","","","","","","","","","",""
"41643.0","52.0","41636.0","15948.0","","","","","","","","","","","",""
"41650.0","1.0","41643.0","28748.0","","","","","","","","","","","",""
"41657.0","2.0","41650.0","19959.0","","","","","","","","","","","",""
"41664.0","3.0","41657.0","15807.0","","","","","","","","","","","",""
"41671.0","4.0","41664.0","16699.0","","","","","","","","","","","",""
"41678.0","5.0","41671.0","17139.0","","","","","","","","","","","",""
"41685.0","6.0","41678.0","15530.0","","","","","","","","","","","",""
"41692.0","7.0","41685.0","13913.0","","","","","","","","","","","",""
"41699.0","8.0","41692.0","15158.0","","","","","","","","","","","",""
"41706.0","9.0","41699.0","15544.0","","","","","","","","","","","",""
"41713.0","10.0","41706.0","14171.0","","","","","","","","","","","",""
"41720.0","11.0","41713.0","16595.0","","","","","","","","","","","",""
"41727.0","12.0","41720.0","14774.0","","","","","","","","","","","",""
"41734.0","13.0","41727.0","16139.0","","","","","","","","","","","",""
"41741.0","14.0","41734.0","17931.0","","","","","","","","","","","",""
"41748.0","15.0","41741.0","14813.0","","","","","","","","","","","",""
"41755.0","16.0","41748.0","15360.0","","","","","","","","","","","",""
"41762.0","17.0","41755.0","16507.0","","","","","","","","","","","",""
"41769.0","18.0","41762.0","16130.0","","","","","","","","","","","",""
"41776.0","19.0","41769.0","16955.0","","","","","","","","","","","",""
"41783.0","20.0","41776.0","16695.0","","","","","","","","","","","",""
"41790.0","21.0","41783.0","15735.0","","","","","","","","","","","",""
"41797.0","22.0","41790.0","17835.0","","","","","","","","","","","",""
"41804.0","23.0","41797.0","16494.0","","","","","","","","","","","",""
"41811.0","24.0","41804.0","16722.0","","","","","","","","","","","",""
"41818.0","25.0","41811.0","16951.0","","","","","","","","","","","",""
"41825.0","26.0","41818.0","14028.0","","","","","","","","","","","",""
"41832.0","27.0","41825.0","19175.0","","","","","","","","","","","",""
"41839.0","28.0","41832.0","16211.0","","","","","","","","","","","",""
"41846.0","29.0","41839.0","14457.0","","","","","","","","","","","",""
"41853.0","30.0","41846.0","14149.0","","","","","","","","","","","",""
"41860.0","31.0","41853.0","14908.0","","","","","","","","","","","",""
"41867.0","32.0","41860.0","13858.0","","","","","","","","","","","",""
"41874.0","33.0","41867.0","14166.0","","","","","","","","","","","",""
"41881.0","34.0","41874.0","14089.0","","","","","","","","","","","",""
"41888.0","35.0","41881.0","13798.0","","","","","","","","","","","",""
"41895.0","36.0","41888.0","13473.0","","","","","","","","","","","",""
"41902.0","37.0","41895.0","13141.0","","","","","","","","","","","",""
"41909.0","38.0","41902.0","12506.0","","","","","","","","","","","",""
"41916.0","39.0","41909.0","14482.0","","","","","","","","","","","",""
"41923.0","40.0","41916.0","16097.0","","","","","","","","","","","",""
"41930.0","41.0","41923.0","14377.0","","","","","","","","","","","",""
"41937.0","42.0","41930.0","13819.0","","","","","","","","","","","",""
"41944.0","43.0","41937.0","14054.0","","","","","","","","","","","",""
"41951.0","44.0","41944.0","16440.0","","","","","","","","","","","",""
"41958.0","45.0","41951.0","15335.0","","","","","","","","","","","",""
"41965.0","46.0","41958.0","16016.0","","","","","","","","","","","",""
"41972.0","47.0","41965.0","9703.0","","","","","","","","","","","",""
"41979.0","48.0","41972.0","18810.0","","","","","","","","","","","",""
"41986.0","49.0","41979.0","14828.0","","","","","","","","","","","",""
"41993.0","50.0","41986.0","15057.0","","","","","","","","","","","",""
"42000.0","51.0","41993.0","8049.0","","","","","","","","","","","",""
"42007.0","52.0","42000.0","13471.0","","","","","","","","","","","",""
"42014.0","1.0","42007.0","25783.0","","","","","","","","","","","",""
"42021.0","2.0","42014.0","19674.0","","","","","","","","","","","",""
"42028.0","3.0","42021.0","17117.0","","","","","","","","","","","",""
"42035.0","4.0","42028.0","17981.0","","","","","","","","","","","",""
"42042.0","5.0","42035.0","20418.0","","","","","","","","","","","",""
"42049.0","6.0","42042.0","17999.0","","","","","","","","","","","",""
"42056.0","7.0","42049.0","17182.0","","","","","","","","","","","",""
"42063.0","8.0","42056.0","17136.0","","","","","","","","","","","",""
"42070.0","9.0","42063.0","19075.0","","","","","","","","","","","",""
"42077.0","10.0","42070.0","17302.0","","","","","","","","","","","",""
"42084.0","11.0","42077.0","19337.0","","","","","","","","","","","",""
"42091.0","12.0","42084.0","18361.0","","","","","","","","","","","",""
"42098.0","13.0","42091.0","18356.0","","","","","","","","","","","",""
"42105.0","14.0","42098.0","21023.0","","","","","","","","","","","",""
"42112.0","15.0","42105.0","18860.0","","","","","","","","","","","",""
"42119.0","16.0","42112.0","17372.0","","","","","","","","","","","",""
"42126.0","17.0","42119.0","17228.0","","","","","","","","","","","",""
"42133.0","18.0","42126.0","17348.0","","","","","","","","","","","",""
"42140.0","19.0","42133.0","17021.0","","","","","","","","","","","",""
"42147.0","20.0","42140.0","17595.0","","","","","","","","","","","",""
"42154.0","21.0","42147.0","15015.0","","","","","","","","","","","",""
"42161.0","22.0","42154.0","18504.0","","","","","","","","","","","",""
"42168.0","23.0","42161.0","16929.0","","","","","","","","","","","",""
"42175.0","24.0","42168.0","17436.0","","","","","","","","","","","",""
"42182.0","25.0","42175.0","18491.0","","","","","","","","","","","",""
"42189.0","26.0","42182.0","16086.0","","","","","","","","","","","",""
"42196.0","27.0","42189.0","19605.0","","","","","","","","","","","",""
"42203.0","28.0","42196.0","16431.0","","","","","","","","","","","",""
"42210.0","29.0","42203.0","16270.0","","","","","","","","","","","",""
"42217.0","30.0","42210.0","16281.0","","","","","","","","","","","",""
"42224.0","31.0","42217.0","16692.0","","","","","","","","","","","",""
"42231.0","32.0","42224.0","15621.0","","","","","","","","","","","",""
"42238.0","33.0","42231.0","15367.0","","","","","","","","","","","",""
"42245.0","34.0","42238.0","15925.0","","","","","","","","","","","",""
"42252.0","35.0","42245.0","17045.0","","","","","","","","","","","",""
"42259.0","36.0","42252.0","13476.0","","","","","","","","","","","",""
"42266.0","37.0","42259.0","15661.0","","","","","","","","","","","",""
"42273.0","38.0","42266.0","15160.0","","","","","","","","","","","",""
"42280.0","39.0","42273.0","16483.0","","","","","","","","","","","",""
"42287.0","40.0","42280.0","19110.0","","","","","","","","","","","",""
"42294.0","41.0","42287.0","16217.0","","","","","","","","","","","",""
"42301.0","42.0","42294.0","16449.0","","","","","","","","","","","",""
"42308.0","43.0","42301.0","16966.0","","","","","","","","","","","",""
"42315.0","44.0","42308.0","19421.0","","","","","","","","","","","",""
"42322.0","45.0","42315.0","16301.0","","","","","","","","","","","",""
"42329.0","46.0","42322.0","18146.0","","","","","","","","","","","",""
"42336.0","47.0","42329.0","10921.0","","","","","","","","","","","",""
"42343.0","48.0","42336.0","21703.0","","","","","","","","","","","",""
"42350.0","49.0","42343.0","17168.0","","","","","","","","","","","",""
"42357.0","50.0","42350.0","16016.0","","","","","","","","","","","",""
"42364.0","51.0","42357.0","10933.0","","","","","","","","","","","",""
"42371.0","52.0","42364.0","12859.0","","","","","","","","","","","",""
"42378.0","1.0","42371.0","26258.0","","","","","","","","","","","",""
"42385.0","2.0","42378.0","19126.0","","","","","","","","","","","",""
"42392.0","3.0","42385.0","16838.0","","","","","","","","","","","",""
"42399.0","4.0","42392.0","17635.0","","","","","","","","","","","",""
"42406.0","5.0","42399.0","19309.0","","","","","","","","","","","",""
"42413.0","6.0","42406.0","16967.0","","","","","","","","","","","",""
"42420.0","7.0","42413.0","15977.0","","","","","","","","","","","",""
"42427.0","8.0","42420.0","16936.0","","","","","","","","","","","",""
"42434.0","9.0","42427.0","17643.0","","","","","","","","","","","",""
"42441.0","10.0","42434.0","16955.0","","","","","","","","","","","",""
"42448.0","11.0","42441.0","16306.0","","","","","","","","","","","",""
"42455.0","12.0","42448.0","17361.0","","","","","","","","","","","",""
"42462.0","13.0","42455.0","16427.0","","","","","","","","","","","",""
"42469.0","14.0","42462.0","19103.0","","","","","","","","","","","",""
"42476.0","15.0","42469.0","16564.0","","","","","","","","","","","",""
"42483.0","16.0","42476.0","16288.0","","","","","","","","","","","",""
"42490.0","17.0","42483.0","16133.0","","","","","","","","","","","",""
"42497.0","18.0","42490.0","17074.0","","","","","","","","","","","",""
"42504.0","19.0","42497.0","17346.0","","","","","","","","","","","",""
"42511.0","20.0","42504.0","17421.0","","","","","","","","","","","",""
"42518.0","21.0","42511.0","17101.0","","","","","","","","","","","",""
"42525.0","22.0","42518.0","16543.0","","","","","","","","","","","",""
"42532.0","23.0","42525.0","17624.0","","","","","","","","","","","",""
"42539.0","24.0","42532.0","17571.0","","","","","","","","","","","",""
"42546.0","25.0","42539.0","17181.0","","","","","","","","","","","",""
"42553.0","26.0","42546.0","16540.0","","","","","","","","","","","",""
"42560.0","27.0","42553.0","16075.0","","","","","","","","","","","",""
"42567.0","28.0","42560.0","17483.0","","","","","","","","","","","",""
"42574.0","29.0","42567.0","15838.0","","","","","","","","","","","",""
"42581.0","30.0","42574.0","14990.0","","","","","","","","","","","",""
"42588.0","31.0","42581.0","16186.0","","","","","","","","","","","",""
"42595.0","32.0","42588.0","15596.0","","","","","","","","","","","",""
"42602.0","33.0","42595.0","15210.0","","","","","","","","","","","",""
"42609.0","34.0","42602.0","14268.0","","","","","","","","","","","",""
"42616.0","35.0","42609.0","15707.0","","","","","","","","","","","",""
"42623.0","36.0","42616.0","13072.0","","","","","","","","","","","",""
"42630.0","37.0","42623.0","14817.0","","","","","","","","","","","",""
"42637.0","38.0","42630.0","14694.0","","","","","","","","","","","",""
"42644.0","39.0","42637.0","14323.0","","","","","","","","","","","",""
"42651.0","40.0","42644.0","16881.0","","","","","","","","","","","",""
"42658.0","41.0","42651.0","14613.0","","","","","","","","","","","",""
"42665.0","42.0","42658.0","15308.0","","","","","","","","","","","",""
"42672.0","43.0","42665.0","15832.0","","","","","","","","","","","",""
"42679.0","44.0","42672.0","17998.0","","","","","","","","","","","",""
"42686.0","45.0","42679.0","15829.0","","","","","","","","","","","",""
"42693.0","46.0","42686.0","18565.0","","","","","","","","","","","",""
"42700.0","47.0","42693.0","10877.0","","","","","","","","","","","",""
"42707.0","48.0","42700.0","20194.0","","","","","","","","","","","",""
"42714.0","49.0","42707.0","15509.0","","","","","","","","","","","",""
"42721.0","50.0","42714.0","15595.0","","","","","","","","","","","",""
"42728.0","51.0","42721.0","13720.0","","","","","","","","","","","",""
"42735.0","52.0","42728.0","11715.0","","","","","","","","","","","",""
"42742.0","53.0","42735.0","21401.0","","","","","","","","","","","",""
"42749.0","1.0","42742.0","17583.0","","","","","","","","","","","",""
"42756.0","2.0","42749.0","15064.0","","","","","","","","","","","",""
"42763.0","3.0","42756.0","15118.0","","","","","","","","","","","",""
"42770.0","4.0","42763.0","15306.0","","","","","","","","","","","",""
"42777.0","5.0","42770.0","14652.0","","","","","","","","","","","",""
"42784.0","6.0","42777.0","13841.0","","","","","","","","","","","",""
"42791.0","7.0","42784.0","12293.0","","","","","","","","","","","",""
"42798.0","8.0","42791.0","13841.0","","","","","","","","","","","",""
"42805.0","9.0","42798.0","14103.0","","","","","","","","","","","",""
"42812.0","10.0","42805.0","13344.0","","","","","","","","","","","",""
"42819.0","11.0","42812.0","15950.0","","","","","","","","","","","",""
"42826.0","12.0","42819.0","13745.0","","","","","","","","","","","",""
"42833.0","13.0","42826.0","16625.0","","","","","","","","","","","",""
"42840.0","14.0","42833.0","13147.0","","","","","","","","","","","",""
"42847.0","15.0","42840.0","13835.0","","","","","","","","","","","",""
"42854.0","16.0","42847.0","13224.0","","","","","","","","","","","",""
"42861.0","17.0","42854.0","14590.0","","","","","","","","","","","",""
"42868.0","18.0","42861.0","14546.0","","","","","","","","","","","",""
"42875.0","19.0","42868.0","15198.0","","","","","","","","","","","",""
"42882.0","20.0","42875.0","15135.0","","","","","","","","","","","",""
"42889.0","21.0","42882.0","14020.0","","","","","","","","","","","",""
"42896.0","22.0","42889.0","15942.0","","","","","","","","","","","",""
"42903.0","23.0","42896.0","15593.0","","","","","","","","","","","",""
"42910.0","24.0","42903.0","15407.0","","","","","","","","","","","",""
"42917.0","25.0","42910.0","14052.0","","","","","","","","","","","",""
"42924.0","26.0","42917.0","13296.0","","","","","","","","","","","",""
"42931.0","27.0","42924.0","14448.0","","","","","","","","","","","",""
"42938.0","28.0","42931.0","13607.0","","","","","","","","","","","",""
"42945.0","29.0","42938.0","13166.0","","","","","","","","","","","",""
"42952.0","30.0","42945.0","14081.0","","","","","","","","","","","",""
"42959.0","31.0","42952.0","13218.0","","","","","","","","","","","",""
"42966.0","32.0","42959.0","13290.0","","","","","","","","","","","",""
"42973.0","33.0","42966.0","12105.0","","","","","","","","","","","",""
"42980.0","34.0","42973.0","63788.0","","","","","","","","","","","",""
"42987.0","35.0","42980.0","52024.0","","","","","","","","","","","",""
"42994.0","36.0","42987.0","28387.0","","","","","","","","","","","",""
"43001.0","37.0","42994.0","20104.0","","","","","","","","","","","",""
"43008.0","38.0","43001.0","17063.0","","","","","","","","","","","",""
"43015.0","39.0","43008.0","16656.0","","","","","","","","","","","",""
"43022.0","40.0","43015.0","14865.0","","","","","","","","","","","",""
"43029.0","41.0","43022.0","15164.0","","","","","","","","","","","",""
"43036.0","42.0","43029.0","14423.0","","","","","","","","","","","",""
"43043.0","43.0","43036.0","14937.0","","","","","","","","","","","",""
"43050.0","44.0","43043.0","14719.0","","","","","","","","","","","",""
"43057.0","45.0","43050.0","15826.0","","","","","","","","","","","",""
"43064.0","46.0","43057.0","10737.0","","","","","","","","","","","",""
"43071.0","47.0","43064.0","19599.0","","","","","","","","","","","",""
"43078.0","48.0","43071.0","14375.0","","","","","","","","","","","",""
"43085.0","49.0","43078.0","14244.0","","","","","","","","","","","",""
"43092.0","50.0","43085.0","14138.0","","","","","","","","","","","",""
"43099.0","51.0","43092.0","9919.0","","","","","","","","","","","",""
"43106.0","52.0","43099.0","14973.0","","","","","","","","","","","",""
"43113.0","1.0","43106.0","20540.0","","","","","","","","","","","",""
"43120.0","2.0","43113.0","12793.0","","","","","","","","","","","",""
"43127.0","3.0","43120.0","14275.0","","","","","","","","","","","",""
"43134.0","4.0","43127.0","14131.0","","","","","","","","","","","",""
"43141.0","5.0","43134.0","13738.0","","","","","","","","","","","",""
"43148.0","6.0","43141.0","13044.0","","","","","","","","","","","",""
"43155.0","7.0","43148.0","11697.0","","","","","","","","","","","",""
"43162.0","8.0","43155.0","12570.0","","","","","","","","","","","",""
"43169.0","9.0","43162.0","12848.0","","","","","","","","","","","",""
"43176.0","10.0","43169.0","11837.0","","","","","","","","","","","",""
"43183.0","11.0","43176.0","14723.0","","","","","","","","","","","",""
"43190.0","12.0","43183.0","11603.0","","","","","","","","","","","",""
"43197.0","13.0","43190.0","15108.0","","","","","","","","","","","",""
"43204.0","14.0","43197.0","12698.0","","","","","","","","","","","",""
"43211.0","15.0","43204.0","12221.0","","","","","","","","","","","",""
"43218.0","16.0","43211.0","12086.0","","","","","","","","","","","",""
"43225.0","17.0","43218.0","13780.0","","","","","","","","","","","",""
"43232.0","18.0","43225.0","13755.0","","","","","","","","","","","",""
"43239.0","19.0","43232.0","13953.0","","","","","","","","","","","",""
"43246.0","20.0","43239.0","12836.0","","","","","","","","","","","",""
"43253.0","21.0","43246.0","12227.0","","","","","","","","","","","",""
"43260.0","22.0","43253.0","14504.0","","","","","","","","","","","",""
"43267.0","23.0","43260.0","14167.0","","","","","","","","","","","",""
"43274.0","24.0","43267.0","13474.0","","","","","","","","","","","",""
"43281.0","25.0","43274.0","13599.0","","","","","","","","","","","",""
"43288.0","26.0","43281.0","13353.0","","","","","","","","","","","",""
"43295.0","27.0","43288.0","13703.0","","","","","","","","","","","",""
"43302.0","28.0","43295.0","12549.0","","","","","","","","","","","",""
"43309.0","29.0","43302.0","11737.0","","","","","","","","","","","",""
"43316.0","30.0","43309.0","12275.0","","","","","","","","","","","",""
"43323.0","31.0","43316.0","11658.0","","","","","","","","","","","",""
"43330.0","32.0","43323.0","11760.0","","","","","","","","","","","",""
"43337.0","33.0","43330.0","11956.0","","","","","","","","","","","",""
"43344.0","34.0","43337.0","11301.0","","","","","","","","","","","",""
"43351.0","35.0","43344.0","10838.0","","","","","","","","","","","",""
"43358.0","36.0","43351.0","11857.0","","","","","","","","","","","",""
"43365.0","37.0","43358.0","10994.0","","","","","","","","","","","",""
"43372.0","38.0","43365.0","10447.0","","","","","","","","","","","",""
"43379.0","39.0","43372.0","11980.0","","","","","","","","","","","",""
"43386.0","40.0","43379.0","11802.0","","","","","","","","","","","",""
"43393.0","41.0","43386.0","12422.0","","","","","","","","","","","",""
"43400.0","42.0","43393.0","12201.0","","","","","","","","","","","",""
"43407.0","43.0","43400.0","12808.0","","","","","","","","","","","",""
"43414.0","44.0","43407.0","14597.0","","","","","","","","","","","",""
"43421.0","45.0","43414.0","15133.0","","","","","","","","","","","",""
"43428.0","46.0","43421.0","9653.0","","","","","","","","","","","",""
"43435.0","47.0","43428.0","17035.0","","","","","","","","","","","",""
"43442.0","48.0","43435.0","14041.0","","","","","","","","","","","",""
"43449.0","49.0","43442.0","13461.0","","","","","","","","","","","",""
"43456.0","50.0","43449.0","13894.0","","","","","","","","","","","",""
"43463.0","51.0","43456.0","9090.0","","","","","","","","","","","",""
"43470.0","52.0","43463.0","12905.0","","","","","","","","","","","",""
"43477.0","1.0","43470.0","20493.0","","","","","","","","","","","",""
