"Report date","Week #","Week ","MD","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"33236.0","51.0","33229.0","10366.0","","Week 51","","","8733.0","","","51.0","","","270930.0",""
"33243.0","52.0","33236.0","8727.0","","Week 52","","","8679.0","","","52.0","","","279609.0",""
"33250.0","1.0","33243.0","11377.0","","Week 53","","","8271.0","","","53.0","","","287880.0",""
"33257.0","2.0","33250.0","8762.0","","Week 54","","","10447.0","","","54.0","","","298327.0",""
"33264.0","3.0","33257.0","8660.0","","Week 55","","","8342.0","","","55.0","","","306669.0",""
"33271.0","4.0","33264.0","10371.0","","Week 56","","","12031.0","","","56.0","","","318700.0",""
"33278.0","5.0","33271.0","7644.0","","Week 57","","","9708.0","","","57.0","","","328408.0",""
"33285.0","6.0","33278.0","7987.0","","Week 58","","","7386.0","","","58.0","","","335794.0",""
"33292.0","7.0","33285.0","7949.0","","Week 59","","","8870.0","","","59.0","","","344664.0",""
"33299.0","8.0","33292.0","6386.0","","Week 60","","","8793.0","","","60.0","","","353457.0",""
"33306.0","9.0","33299.0","5981.0","","Week 61","","","7635.0","","","61.0","","","361092.0",""
"33313.0","10.0","33306.0","5834.0","","Week 62","","","7063.0","","","62.0","","","368155.0",""
"33320.0","11.0","33313.0","8163.0","","Week 63","","","7718.0","","","63.0","","","375873.0",""
"33327.0","12.0","33320.0","4801.0","","Week 64","","","8427.0","","","64.0","","","384300.0",""
"33334.0","13.0","33327.0","5315.0","","Week 65","","","7245.0","","","65.0","","","391545.0",""
"33341.0","14.0","33334.0","5726.0","","Week 66","","","7592.0","","","66.0","","","399137.0",""
"33348.0","15.0","33341.0","5708.0","","Week 67","","","6187.0","","","67.0","","","405324.0",""
"33355.0","16.0","33348.0","5756.0","","Week 68","","","7133.0","","","68.0","","","412457.0",""
"33362.0","17.0","33355.0","4895.0","","Week 69","","","8969.0","","","69.0","","","421426.0",""
"33369.0","18.0","33362.0","5314.0","","Week 70","","","6594.0","","","70.0","","","428020.0",""
"33376.0","19.0","33369.0","4723.0","","Week 71","","","7789.0","","","71.0","","","435809.0",""
"33383.0","20.0","33376.0","5043.0","","Week 72","","","7074.0","","","72.0","","","442883.0",""
"33390.0","21.0","33383.0","3851.0","","Week 73","","","8075.0","","","73.0","","","450958.0",""
"33397.0","22.0","33390.0","5904.0","","Week 74","","","6728.0","","","74.0","","","457686.0",""
"33404.0","23.0","33397.0","5354.0","","Week 75","","","7233.0","","","75.0","","","464919.0",""
"33411.0","24.0","33404.0","6018.0","","Week 76","","","6187.0","","","76.0","","","471106.0",""
"33418.0","25.0","33411.0","4969.0","","Week 77","","","7478.0","","","77.0","","","478584.0",""
"33425.0","26.0","33418.0","7095.0","","Week 78","","","7011.0","","","78.0","","","485595.0",""
"33432.0","27.0","33425.0","6964.0","","Week 79","","","9353.0","","","79.0","","","494948.0",""
"33439.0","28.0","33432.0","5481.0","","Week 80","","","7140.0","","","80.0","","","502088.0",""
"33446.0","29.0","33439.0","5168.0","","Week 81","","","7164.0","","","81.0","","","509252.0",""
"33453.0","30.0","33446.0","7392.0","","","","","","","","","","","",""
"33460.0","31.0","33453.0","5272.0","","","","","","","","","","","",""
"33467.0","32.0","33460.0","4934.0","","","","","","","","","","","",""
"33474.0","33.0","33467.0","4412.0","","","","","","","","","","","",""
"33481.0","34.0","33474.0","4791.0","","","","","","","","","","","",""
"33488.0","35.0","33481.0","4567.0","","","","","","","","","","","",""
"33495.0","36.0","33488.0","4670.0","","","","","","","","","","","",""
"33502.0","37.0","33495.0","4761.0","","","","","","","","","","","",""
"33509.0","38.0","33502.0","5010.0","","","","","","","","","","","",""
"33516.0","39.0","33509.0","5290.0","","","","","","","","","","","",""
"33523.0","40.0","33516.0","5987.0","","","","","","","","","","","",""
"33530.0","41.0","33523.0","5262.0","","","","","","","","","","","",""
"33537.0","42.0","33530.0","6233.0","","","","","","","","","","","",""
"33544.0","43.0","33537.0","5609.0","","","","","","","","","","","",""
"33551.0","44.0","33544.0","6383.0","","","","","","","","","","","",""
"33558.0","45.0","33551.0","6484.0","","","","","","","","","","","",""
"33565.0","46.0","33558.0","6973.0","","","","","","","","","","","",""
"33572.0","47.0","33565.0","5762.0","","","","","","","","","","","",""
"33579.0","48.0","33572.0","7744.0","","","","","","","","","","","",""
"33586.0","49.0","33579.0","6185.0","","","","","","","","","","","",""
"33593.0","50.0","33586.0","8148.0","","","","","","","","","","","",""
"33600.0","51.0","33593.0","12197.0","","","","","","","","","","","",""
"33607.0","52.0","33600.0","7947.0","","","","","","","","","","","",""
"33614.0","1.0","33607.0","10480.0","","","","","","","","","","","",""
"33621.0","2.0","33614.0","8525.0","","","","","","","","","","","",""
"33628.0","3.0","33621.0","7109.0","","","","","","","","","","","",""
"33635.0","4.0","33628.0","6577.0","","","","","","","","","","","",""
"33642.0","5.0","33635.0","8391.0","","","","","","","","","","","",""
"33649.0","6.0","33642.0","6019.0","","","","","","","","","","","",""
"33656.0","7.0","33649.0","5817.0","","","","","","","","","","","",""
"33663.0","8.0","33656.0","6267.0","","","","","","","","","","","",""
"33670.0","9.0","33663.0","5639.0","","","","","","","","","","","",""
"33677.0","10.0","33670.0","5314.0","","","","","","","","","","","",""
"33684.0","11.0","33677.0","6017.0","","","","","","","","","","","",""
"33691.0","12.0","33684.0","5806.0","","","","","","","","","","","",""
"33698.0","13.0","33691.0","5030.0","","","","","","","","","","","",""
"33705.0","14.0","33698.0","5418.0","","","","","","","","","","","",""
"33712.0","15.0","33705.0","5005.0","","","","","","","","","","","",""
"33719.0","16.0","33712.0","5062.0","","","","","","","","","","","",""
"33726.0","17.0","33719.0","4537.0","","","","","","","","","","","",""
"33733.0","18.0","33726.0","4740.0","","","","","","","","","","","",""
"33740.0","19.0","33733.0","5184.0","","","","","","","","","","","",""
"33747.0","20.0","33740.0","4402.0","","","","","","","","","","","",""
"33754.0","21.0","33747.0","4313.0","","","","","","","","","","","",""
"33761.0","22.0","33754.0","5323.0","","","","","","","","","","","",""
"33768.0","23.0","33761.0","5241.0","","","","","","","","","","","",""
"33775.0","24.0","33768.0","5958.0","","","","","","","","","","","",""
"33782.0","25.0","33775.0","5166.0","","","","","","","","","","","",""
"33789.0","26.0","33782.0","6055.0","","","","","","","","","","","",""
"33796.0","27.0","33789.0","6927.0","","","","","","","","","","","",""
"33803.0","28.0","33796.0","5360.0","","","","","","","","","","","",""
"33810.0","29.0","33803.0","5042.0","","","","","","","","","","","",""
"33817.0","30.0","33810.0","8303.0","","","","","","","","","","","",""
"33824.0","31.0","33817.0","5094.0","","","","","","","","","","","",""
"33831.0","32.0","33824.0","4639.0","","","","","","","","","","","",""
"33838.0","33.0","33831.0","4364.0","","","","","","","","","","","",""
"33845.0","34.0","33838.0","3930.0","","","","","","","","","","","",""
"33852.0","35.0","33845.0","7622.0","","","","","","","","","","","",""
"33859.0","36.0","33852.0","4072.0","","","","","","","","","","","",""
"33866.0","37.0","33859.0","4980.0","","","","","","","","","","","",""
"33873.0","38.0","33866.0","4052.0","","","","","","","","","","","",""
"33880.0","39.0","33873.0","4354.0","","","","","","","","","","","",""
"33887.0","40.0","33880.0","6042.0","","","","","","","","","","","",""
"33894.0","41.0","33887.0","4286.0","","","","","","","","","","","",""
"33901.0","42.0","33894.0","4857.0","","","","","","","","","","","",""
"33908.0","43.0","33901.0","4872.0","","","","","","","","","","","",""
"33915.0","44.0","33908.0","7930.0","","","","","","","","","","","",""
"33922.0","45.0","33915.0","4768.0","","","","","","","","","","","",""
"33929.0","46.0","33922.0","5354.0","","","","","","","","","","","",""
"33936.0","47.0","33929.0","5020.0","","","","","","","","","","","",""
"33943.0","48.0","33936.0","6236.0","","","","","","","","","","","",""
"33950.0","49.0","33943.0","4682.0","","","","","","","","","","","",""
"33957.0","50.0","33950.0","5858.0","","","","","","","","","","","",""
"33964.0","51.0","33957.0","6340.0","","","","","","","","","","","",""
"33971.0","52.0","33964.0","9489.0","","","","","","","","","","","",""
"33978.0","1.0","33971.0","9960.0","","","","","","","","","","","",""
"33985.0","2.0","33978.0","6250.0","","","","","","","","","","","",""
"33992.0","3.0","33985.0","6460.0","","","","","","","","","","","",""
"33999.0","4.0","33992.0","5820.0","","","","","","","","","","","",""
"34006.0","5.0","33999.0","5459.0","","","","","","","","","","","",""
"34013.0","6.0","34006.0","4347.0","","","","","","","","","","","",""
"34020.0","7.0","34013.0","4967.0","","","","","","","","","","","",""
"34027.0","8.0","34020.0","5362.0","","","","","","","","","","","",""
"34034.0","9.0","34027.0","5258.0","","","","","","","","","","","",""
"34041.0","10.0","34034.0","4633.0","","","","","","","","","","","",""
"34048.0","11.0","34041.0","5629.0","","","","","","","","","","","",""
"34055.0","12.0","34048.0","4950.0","","","","","","","","","","","",""
"34062.0","13.0","34055.0","5134.0","","","","","","","","","","","",""
"34069.0","14.0","34062.0","4842.0","","","","","","","","","","","",""
"34076.0","15.0","34069.0","4433.0","","","","","","","","","","","",""
"34083.0","16.0","34076.0","3957.0","","","","","","","","","","","",""
"34090.0","17.0","34083.0","3557.0","","","","","","","","","","","",""
"34097.0","18.0","34090.0","3642.0","","","","","","","","","","","",""
"34104.0","19.0","34097.0","3026.0","","","","","","","","","","","",""
"34111.0","20.0","34104.0","3590.0","","","","","","","","","","","",""
"34118.0","21.0","34111.0","4160.0","","","","","","","","","","","",""
"34125.0","22.0","34118.0","3529.0","","","","","","","","","","","",""
"34132.0","23.0","34125.0","3770.0","","","","","","","","","","","",""
"34139.0","24.0","34132.0","4404.0","","","","","","","","","","","",""
"34146.0","25.0","34139.0","4383.0","","","","","","","","","","","",""
"34153.0","26.0","34146.0","4018.0","","","","","","","","","","","",""
"34160.0","27.0","34153.0","5647.0","","","","","","","","","","","",""
"34167.0","28.0","34160.0","4646.0","","","","","","","","","","","",""
"34174.0","29.0","34167.0","6872.0","","","","","","","","","","","",""
"34181.0","30.0","34174.0","4069.0","","","","","","","","","","","",""
"34188.0","31.0","34181.0","4454.0","","","","","","","","","","","",""
"34195.0","32.0","34188.0","3725.0","","","","","","","","","","","",""
"34202.0","33.0","34195.0","3450.0","","","","","","","","","","","",""
"34209.0","34.0","34202.0","3272.0","","","","","","","","","","","",""
"34216.0","35.0","34209.0","3930.0","","","","","","","","","","","",""
"34223.0","36.0","34216.0","2985.0","","","","","","","","","","","",""
"34230.0","37.0","34223.0","3279.0","","","","","","","","","","","",""
"34237.0","38.0","34230.0","3883.0","","","","","","","","","","","",""
"34244.0","39.0","34237.0","3373.0","","","","","","","","","","","",""
"34251.0","40.0","34244.0","4835.0","","","","","","","","","","","",""
"34258.0","41.0","34251.0","3838.0","","","","","","","","","","","",""
"34265.0","42.0","34258.0","4180.0","","","","","","","","","","","",""
"34272.0","43.0","34265.0","5089.0","","","","","","","","","","","",""
"34279.0","44.0","34272.0","5121.0","","","","","","","","","","","",""
"34286.0","45.0","34279.0","4083.0","","","","","","","","","","","",""
"34293.0","46.0","34286.0","4498.0","","","","","","","","","","","",""
"34300.0","47.0","34293.0","4545.0","","","","","","","","","","","",""
"34307.0","48.0","34300.0","5467.0","","","","","","","","","","","",""
"34314.0","49.0","34307.0","4857.0","","","","","","","","","","","",""
"34321.0","50.0","34314.0","5559.0","","","","","","","","","","","",""
"34328.0","51.0","34321.0","6648.0","","","","","","","","","","","",""
"34335.0","52.0","34328.0","9902.0","","","","","","","","","","","",""
"34342.0","1.0","34335.0","11333.0","","","","","","","","","","","",""
"34349.0","2.0","34342.0","6785.0","","","","","","","","","","","",""
"34356.0","3.0","34349.0","7419.0","","","","","","","","","","","",""
"34363.0","4.0","34356.0","7536.0","","","","","","","","","","","",""
"34370.0","5.0","34363.0","6359.0","","","","","","","","","","","",""
"34377.0","6.0","34370.0","4349.0","","","","","","","","","","","",""
"34384.0","7.0","34377.0","5588.0","","","","","","","","","","","",""
"34391.0","8.0","34384.0","3913.0","","","","","","","","","","","",""
"34398.0","9.0","34391.0","4287.0","","","","","","","","","","","",""
"34405.0","10.0","34398.0","4580.0","","","","","","","","","","","",""
"34412.0","11.0","34405.0","3797.0","","","","","","","","","","","",""
"34419.0","12.0","34412.0","3548.0","","","","","","","","","","","",""
"34426.0","13.0","34419.0","3316.0","","","","","","","","","","","",""
"34433.0","14.0","34426.0","4970.0","","","","","","","","","","","",""
"34440.0","15.0","34433.0","4970.0","","","","","","","","","","","",""
"34447.0","16.0","34440.0","3375.0","","","","","","","","","","","",""
"34454.0","17.0","34447.0","3309.0","","","","","","","","","","","",""
"34461.0","18.0","34454.0","4018.0","","","","","","","","","","","",""
"34468.0","19.0","34461.0","3610.0","","","","","","","","","","","",""
"34475.0","20.0","34468.0","3774.0","","","","","","","","","","","",""
"34482.0","21.0","34475.0","3362.0","","","","","","","","","","","",""
"34489.0","22.0","34482.0","3230.0","","","","","","","","","","","",""
"34496.0","23.0","34489.0","3656.0","","","","","","","","","","","",""
"34503.0","24.0","34496.0","3581.0","","","","","","","","","","","",""
"34510.0","25.0","34503.0","4868.0","","","","","","","","","","","",""
"34517.0","26.0","34510.0","3850.0","","","","","","","","","","","",""
"34524.0","27.0","34517.0","5913.0","","","","","","","","","","","",""
"34531.0","28.0","34524.0","3945.0","","","","","","","","","","","",""
"34538.0","29.0","34531.0","4083.0","","","","","","","","","","","",""
"34545.0","30.0","34538.0","4161.0","","","","","","","","","","","",""
"34552.0","31.0","34545.0","4679.0","","","","","","","","","","","",""
"34559.0","32.0","34552.0","3635.0","","","","","","","","","","","",""
"34566.0","33.0","34559.0","3540.0","","","","","","","","","","","",""
"34573.0","34.0","34566.0","3657.0","","","","","","","","","","","",""
"34580.0","35.0","34573.0","3770.0","","","","","","","","","","","",""
"34587.0","36.0","34580.0","3346.0","","","","","","","","","","","",""
"34594.0","37.0","34587.0","3381.0","","","","","","","","","","","",""
"34601.0","38.0","34594.0","3283.0","","","","","","","","","","","",""
"34608.0","39.0","34601.0","3076.0","","","","","","","","","","","",""
"34615.0","40.0","34608.0","5103.0","","","","","","","","","","","",""
"34622.0","41.0","34615.0","3605.0","","","","","","","","","","","",""
"34629.0","42.0","34622.0","4453.0","","","","","","","","","","","",""
"34636.0","43.0","34629.0","3761.0","","","","","","","","","","","",""
"34643.0","44.0","34636.0","4585.0","","","","","","","","","","","",""
"34650.0","45.0","34643.0","3152.0","","","","","","","","","","","",""
"34657.0","46.0","34650.0","4896.0","","","","","","","","","","","",""
"34664.0","47.0","34657.0","4504.0","","","","","","","","","","","",""
"34671.0","48.0","34664.0","4697.0","","","","","","","","","","","",""
"34678.0","49.0","34671.0","4685.0","","","","","","","","","","","",""
"34685.0","50.0","34678.0","4546.0","","","","","","","","","","","",""
"34692.0","51.0","34685.0","6242.0","","","","","","","","","","","",""
"34699.0","52.0","34692.0","9179.0","","","","","","","","","","","",""
"34706.0","53.0","34699.0","8832.0","","","","","","","","","","","",""
"34713.0","1.0","34706.0","7559.0","","","","","","","","","","","",""
"34720.0","2.0","34713.0","5330.0","","","","","","","","","","","",""
"34727.0","3.0","34720.0","5295.0","","","","","","","","","","","",""
"34734.0","4.0","34727.0","5057.0","","","","","","","","","","","",""
"34741.0","5.0","34734.0","6866.0","","","","","","","","","","","",""
"34748.0","6.0","34741.0","4767.0","","","","","","","","","","","",""
"34755.0","7.0","34748.0","3691.0","","","","","","","","","","","",""
"34762.0","8.0","34755.0","4578.0","","","","","","","","","","","",""
"34769.0","9.0","34762.0","4341.0","","","","","","","","","","","",""
"34776.0","10.0","34769.0","3642.0","","","","","","","","","","","",""
"34783.0","11.0","34776.0","3656.0","","","","","","","","","","","",""
"34790.0","12.0","34783.0","3196.0","","","","","","","","","","","",""
"34797.0","13.0","34790.0","5065.0","","","","","","","","","","","",""
"34804.0","14.0","34797.0","3512.0","","","","","","","","","","","",""
"34811.0","15.0","34804.0","3482.0","","","","","","","","","","","",""
"34818.0","16.0","34811.0","3504.0","","","","","","","","","","","",""
"34825.0","17.0","34818.0","4346.0","","","","","","","","","","","",""
"34832.0","18.0","34825.0","3599.0","","","","","","","","","","","",""
"34839.0","19.0","34832.0","3990.0","","","","","","","","","","","",""
"34846.0","20.0","34839.0","3800.0","","","","","","","","","","","",""
"34853.0","21.0","34846.0","3495.0","","","","","","","","","","","",""
"34860.0","22.0","34853.0","4267.0","","","","","","","","","","","",""
"34867.0","23.0","34860.0","5202.0","","","","","","","","","","","",""
"34874.0","24.0","34867.0","4248.0","","","","","","","","","","","",""
"34881.0","25.0","34874.0","3864.0","","","","","","","","","","","",""
"34888.0","26.0","34881.0","6560.0","","","","","","","","","","","",""
"34895.0","27.0","34888.0","4464.0","","","","","","","","","","","",""
"34902.0","28.0","34895.0","3900.0","","","","","","","","","","","",""
"34909.0","29.0","34902.0","4243.0","","","","","","","","","","","",""
"34916.0","30.0","34909.0","4020.0","","","","","","","","","","","",""
"34923.0","31.0","34916.0","4074.0","","","","","","","","","","","",""
"34930.0","32.0","34923.0","3741.0","","","","","","","","","","","",""
"34937.0","33.0","34930.0","3541.0","","","","","","","","","","","",""
"34944.0","34.0","34937.0","3639.0","","","","","","","","","","","",""
"34951.0","35.0","34944.0","3463.0","","","","","","","","","","","",""
"34958.0","36.0","34951.0","3887.0","","","","","","","","","","","",""
"34965.0","37.0","34958.0","3521.0","","","","","","","","","","","",""
"34972.0","38.0","34965.0","3280.0","","","","","","","","","","","",""
"34979.0","39.0","34972.0","4947.0","","","","","","","","","","","",""
"34986.0","40.0","34979.0","5171.0","","","","","","","","","","","",""
"34993.0","41.0","34986.0","4185.0","","","","","","","","","","","",""
"35000.0","42.0","34993.0","3854.0","","","","","","","","","","","",""
"35007.0","43.0","35000.0","4539.0","","","","","","","","","","","",""
"35014.0","44.0","35007.0","4059.0","","","","","","","","","","","",""
"35021.0","45.0","35014.0","6619.0","","","","","","","","","","","",""
"35028.0","46.0","35021.0","4695.0","","","","","","","","","","","",""
"35035.0","47.0","35028.0","4960.0","","","","","","","","","","","",""
"35042.0","48.0","35035.0","4906.0","","","","","","","","","","","",""
"35049.0","49.0","35042.0","6087.0","","","","","","","","","","","",""
"35056.0","50.0","35049.0","7471.0","","","","","","","","","","","",""
"35063.0","51.0","35056.0","10215.0","","","","","","","","","","","",""
"35070.0","52.0","35063.0","8079.0","","","","","","","","","","","",""
"35077.0","1.0","35070.0","8551.0","","","","","","","","","","","",""
"35084.0","2.0","35077.0","10854.0","","","","","","","","","","","",""
"35091.0","3.0","35084.0","6952.0","","","","","","","","","","","",""
"35098.0","4.0","35091.0","5470.0","","","","","","","","","","","",""
"35105.0","5.0","35098.0","7115.0","","","","","","","","","","","",""
"35112.0","6.0","35105.0","4888.0","","","","","","","","","","","",""
"35119.0","7.0","35112.0","4701.0","","","","","","","","","","","",""
"35126.0","8.0","35119.0","4043.0","","","","","","","","","","","",""
"35133.0","9.0","35126.0","4091.0","","","","","","","","","","","",""
"35140.0","10.0","35133.0","3959.0","","","","","","","","","","","",""
"35147.0","11.0","35140.0","6703.0","","","","","","","","","","","",""
"35154.0","12.0","35147.0","3882.0","","","","","","","","","","","",""
"35161.0","13.0","35154.0","3394.0","","","","","","","","","","","",""
"35168.0","14.0","35161.0","4267.0","","","","","","","","","","","",""
"35175.0","15.0","35168.0","3605.0","","","","","","","","","","","",""
"35182.0","16.0","35175.0","3155.0","","","","","","","","","","","",""
"35189.0","17.0","35182.0","3253.0","","","","","","","","","","","",""
"35196.0","18.0","35189.0","3562.0","","","","","","","","","","","",""
"35203.0","19.0","35196.0","3348.0","","","","","","","","","","","",""
"35210.0","20.0","35203.0","3339.0","","","","","","","","","","","",""
"35217.0","21.0","35210.0","3254.0","","","","","","","","","","","",""
"35224.0","22.0","35217.0","3553.0","","","","","","","","","","","",""
"35231.0","23.0","35224.0","3757.0","","","","","","","","","","","",""
"35238.0","24.0","35231.0","4399.0","","","","","","","","","","","",""
"35245.0","25.0","35238.0","3719.0","","","","","","","","","","","",""
"35252.0","26.0","35245.0","4894.0","","","","","","","","","","","",""
"35259.0","27.0","35252.0","5024.0","","","","","","","","","","","",""
"35266.0","28.0","35259.0","3714.0","","","","","","","","","","","",""
"35273.0","29.0","35266.0","3396.0","","","","","","","","","","","",""
"35280.0","30.0","35273.0","4149.0","","","","","","","","","","","",""
"35287.0","31.0","35280.0","3658.0","","","","","","","","","","","",""
"35294.0","32.0","35287.0","3301.0","","","","","","","","","","","",""
"35301.0","33.0","35294.0","3371.0","","","","","","","","","","","",""
"35308.0","34.0","35301.0","3011.0","","","","","","","","","","","",""
"35315.0","35.0","35308.0","3714.0","","","","","","","","","","","",""
"35322.0","36.0","35315.0","3349.0","","","","","","","","","","","",""
"35329.0","37.0","35322.0","3246.0","","","","","","","","","","","",""
"35336.0","38.0","35329.0","3068.0","","","","","","","","","","","",""
"35343.0","39.0","35336.0","3399.0","","","","","","","","","","","",""
"35350.0","40.0","35343.0","4141.0","","","","","","","","","","","",""
"35357.0","41.0","35350.0","3320.0","","","","","","","","","","","",""
"35364.0","42.0","35357.0","3881.0","","","","","","","","","","","",""
"35371.0","43.0","35364.0","3655.0","","","","","","","","","","","",""
"35378.0","44.0","35371.0","3920.0","","","","","","","","","","","",""
"35385.0","45.0","35378.0","4075.0","","","","","","","","","","","",""
"35392.0","46.0","35385.0","4163.0","","","","","","","","","","","",""
