"Report date","Week #","Week ","MD","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35399.0","47.0","35392.0","4610.0","","","","","","","","","","","",""
"35406.0","48.0","35399.0","4572.0","","","","","","","","","","","",""
"35413.0","49.0","35406.0","4692.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","6817.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","10067.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","6094.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","7892.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","7445.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","5117.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","4778.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","4799.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","4640.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","3487.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","3582.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","4261.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","3442.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","6050.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","3276.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","3435.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","4000.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","3207.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","3290.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","3049.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","3179.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","3117.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","3566.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","3134.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","3979.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","4440.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","4276.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","3509.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","4438.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","5210.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","4358.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","3919.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","3481.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","4113.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","4113.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","3597.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","3012.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","3188.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","3407.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","3114.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","2966.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","3184.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","4332.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","3165.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","3829.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","3607.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","4218.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","3815.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","4444.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","3864.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","5046.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","4400.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","4745.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","6818.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","8190.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","11117.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","5723.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","4733.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","4585.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","4844.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","4050.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","5942.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","3609.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","3689.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","3520.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","3280.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","3059.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","3000.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","3618.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","3170.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","2864.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","2834.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","3048.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","3284.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","5588.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","2794.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","3076.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","4114.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","6378.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","3413.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","3819.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","4935.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","3436.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","3286.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","3090.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","3397.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","3466.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","2990.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","2936.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","3152.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","2714.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","2703.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","2743.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","2862.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","4003.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","2866.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","3259.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","3422.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","3751.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","3553.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","3742.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","3365.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","5066.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","3618.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","3943.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","5911.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","7947.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","8738.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","6319.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","4431.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","4385.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","3873.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","3247.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","2707.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","3560.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","3287.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","3349.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","5301.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","3289.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","2697.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","3949.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","2937.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","2712.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","2695.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","3549.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","2650.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","2780.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","3302.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","2731.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","3033.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","4046.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","3703.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","3303.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","4046.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","3830.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","2849.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","3356.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","3703.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","3041.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","2811.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","2807.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","3270.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","2692.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","2502.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","2754.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","2831.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","3595.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","2710.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","3129.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","3076.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","3339.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","2777.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","3466.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","3018.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","4263.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","3521.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","3881.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","4605.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","7946.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","7410.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","4695.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","4662.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","5031.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","5462.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","4360.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","3243.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","2773.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","3097.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","2775.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","2845.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","3004.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","2683.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","3620.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","2783.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","3253.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","2769.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","2765.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","2546.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","2978.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","3103.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","2535.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","2985.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","3468.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","4058.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","2554.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","5199.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","3504.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","3295.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","3678.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","3031.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","3287.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","2885.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","2583.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","2878.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","2495.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","2724.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","2536.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","2449.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","4339.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","3066.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","3135.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","3077.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","3840.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","2887.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","3827.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","3649.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","3950.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","3861.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","4108.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","6612.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","8788.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","6331.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","6205.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","4092.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","4532.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","4030.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","4243.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","4012.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","3368.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","3669.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","4114.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","3628.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","3640.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","4473.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","4819.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","4035.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","3706.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","3849.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","4411.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","4615.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","3728.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","4057.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","3969.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","4339.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","4672.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","4874.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","3885.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","7128.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","4738.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","4270.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","4519.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","4326.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","4079.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","3629.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","3503.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","3677.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","3594.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","3684.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","4876.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","4554.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","6265.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","5428.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","5270.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","4866.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","5725.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","5520.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","4821.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","4788.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","6389.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","5405.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","5233.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","6715.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","10003.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","7923.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","9942.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","6338.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","5020.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","5196.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","5672.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","4456.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","5044.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","4771.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","4646.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","4197.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","4761.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","5352.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","6113.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","5242.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","4530.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","4366.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","4441.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","4810.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","4128.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","5523.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","3659.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","5001.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","5612.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","5574.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","4573.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","6365.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","5734.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","4434.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","4189.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","4402.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","4685.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","4218.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","4196.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","4062.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","4640.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","3856.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","4355.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","4010.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","4654.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","5276.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","4549.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","4853.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","5136.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","4721.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","4603.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","5219.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","5077.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","5712.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","6011.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","6899.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","10066.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","5505.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","10473.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","6879.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","5595.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","5722.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","5227.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","5397.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","6549.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","6503.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","5595.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","5426.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","4283.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","4488.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","4264.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","6135.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","4827.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","3997.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","4071.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","5340.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","4279.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","4640.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","4182.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","5023.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","4915.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","5316.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","5765.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","5626.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","6145.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","5212.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","4287.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","4296.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","4717.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","3785.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","3850.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","3960.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","4010.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","3947.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","2984.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","4839.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","4487.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","5028.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","3941.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","4431.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","4374.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","4629.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","4453.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","4635.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","4870.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","5989.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","5875.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","5859.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","6525.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","7004.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","8944.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","5842.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","5298.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","7497.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","5488.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","4401.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","3905.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","3793.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","3811.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","3774.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","3510.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","3710.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","4389.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","5254.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","3716.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","3564.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","3081.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","3526.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","3358.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","3481.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","3674.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","3472.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","3589.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","4555.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","4567.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","4649.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","5323.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","4106.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","3684.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","3634.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","3897.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","3624.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","3335.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","3261.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","3441.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","3098.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","3471.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","3134.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","3174.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","4687.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","3424.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","3743.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","3493.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","4150.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","3708.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","4063.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","3773.0","","","","","","","","","","","",""
"38325.0","48.0","38318.0","5460.0","","","","","","","","","","","",""
"38332.0","49.0","38325.0","4042.0","","","","","","","","","","","",""
"38339.0","50.0","38332.0","4321.0","","","","","","","","","","","",""
