"Report date","Week #","Week ","LA","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35392.0","46.0","35385.0","4266.0","","","","","","","","","","","",""
"35399.0","47.0","35392.0","3396.0","","","","","","","","","","","",""
"35406.0","48.0","35399.0","3560.0","","","","","","","","","","","",""
"35413.0","49.0","35406.0","3708.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","4054.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","3527.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","3234.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","5000.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","3977.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","3252.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","3460.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","3368.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","2887.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","2984.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","3298.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","3260.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","3381.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","5228.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","2571.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","2750.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","3339.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","2771.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","4987.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","2993.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","2868.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","4725.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","2849.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","2639.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","3943.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","3023.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","2568.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","3158.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","2455.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","3545.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","4350.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","2851.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","3342.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","2987.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","3142.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","2500.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","2639.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","2561.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","2242.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","2646.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","2847.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","2404.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","3391.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","2657.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","2480.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","2510.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","2834.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","2887.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","3233.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","3017.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","2174.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","3309.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","2828.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","2699.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","2338.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","5826.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","4187.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","3079.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","3461.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","2925.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","2657.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","2647.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","2172.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","2705.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","2833.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","2263.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","2322.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","2202.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","3043.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","2875.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","2481.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","2606.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","2435.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","2751.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","2691.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","2531.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","3903.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","4576.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","2800.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","3006.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","3593.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","3728.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","3414.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","2724.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","2507.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","2754.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","2601.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","2718.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","2622.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","2678.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","2337.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","3076.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","2829.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","2313.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","3378.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","2721.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","2755.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","2901.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","3017.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","3193.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","4466.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","2503.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","3696.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","3606.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","3444.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","2462.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","2490.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","5491.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","4515.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","3318.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","3716.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","3650.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","3203.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","2765.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","3138.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","3399.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","3211.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","3137.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","3058.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","2677.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","4075.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","3102.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","3088.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","2874.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","3246.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","3389.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","3189.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","3256.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","3682.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","3407.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","3094.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","3292.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","3400.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","4048.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","3877.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","3422.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","3178.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","3507.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","3008.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","2971.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","2986.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","2847.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","2492.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","2576.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","2379.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","2590.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","3145.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","2512.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","2713.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","2587.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","3014.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","2523.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","3415.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","2332.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","3439.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","3140.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","3160.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","2682.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","2156.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","4912.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","3657.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","2809.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","3043.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","3094.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","2587.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","2393.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","2321.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","2747.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","2164.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","2613.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","2568.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","2389.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","3193.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","2651.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","2274.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","2800.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","2975.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","2783.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","3205.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","3437.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","3849.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","4073.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","3509.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","3149.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","3066.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","3312.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","3464.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","3297.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","2704.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","2937.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","2832.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","3045.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","2676.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","2710.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","3408.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","2475.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","2391.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","2451.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","3247.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","2463.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","2936.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","2847.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","3159.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","3087.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","4646.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","3784.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","3036.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","3327.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","3751.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","3469.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","3347.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","2804.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","6785.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","4137.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","4385.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","3589.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","2889.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","2909.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","2692.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","4478.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","3254.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","2906.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","2912.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","2756.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","3668.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","2865.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","3293.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","2923.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","3004.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","3004.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","3322.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","3457.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","3412.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","4958.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","3727.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","3327.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","3523.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","3872.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","3735.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","3445.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","3151.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","3124.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","2860.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","2935.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","3183.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","2921.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","3121.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","2861.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","3385.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","3615.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","3522.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","4447.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","4012.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","3889.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","3902.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","4147.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","3854.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","3984.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","4537.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","4449.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","4436.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","4390.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","4272.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","5049.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","6188.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","4461.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","3546.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","3834.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","4119.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","4521.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","3899.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","3815.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","3514.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","3622.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","3789.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","3554.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","5415.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","6092.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","5692.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","4374.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","4088.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","3970.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","4436.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","4224.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","3737.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","5611.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","4238.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","3947.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","4009.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","3728.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","4590.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","4190.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","3784.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","3804.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","4149.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","3797.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","3924.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","3622.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","3422.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","3463.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","3907.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","3282.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","2976.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","4952.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","4189.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","4158.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","4518.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","4524.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","4133.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","4693.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","4365.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","3816.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","4312.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","4339.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","4549.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","4207.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","3592.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","4816.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","3737.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","3958.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","4029.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","3535.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","3879.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","4294.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","3493.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","3678.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","3529.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","3396.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","3636.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","6015.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","3319.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","4368.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","4029.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","3787.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","3968.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","4169.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","4251.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","6087.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","4350.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","4251.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","3837.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","3631.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","5247.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","4390.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","5262.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","3840.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","3798.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","3508.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","3741.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","3303.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","3272.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","3301.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","3193.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","3341.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","3122.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","4191.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","3609.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","3768.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","3651.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","4188.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","4272.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","4358.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","4050.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","3209.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","3759.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","4207.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","3939.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","3341.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","4764.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","4329.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","3481.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","3420.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","3718.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","3792.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","3242.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","3152.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","3663.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","3359.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","3357.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","3259.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","4003.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","4503.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","4458.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","3875.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","3628.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","3758.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","3985.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","4361.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","4385.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","5440.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","4253.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","3762.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","3569.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","3761.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","4805.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","3989.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","3764.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","3500.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","3536.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","3356.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","3394.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","3500.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","3436.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","2811.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","2547.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","3233.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","2996.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","3751.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","3138.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","2949.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","3066.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","3500.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","3220.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","3776.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","3182.0","","","","","","","","","","","",""
"38325.0","48.0","38318.0","4248.0","","","","","","","","","","","",""
"38332.0","49.0","38325.0","3776.0","","","","","","","","","","","",""
