"Report date","Week #","Week ","LA","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"34090.0","17.0","34083.0","3436.0","","","","","","","","","","","",""
"34097.0","18.0","34090.0","3457.0","","","","","","","","","","","",""
"34104.0","19.0","34097.0","3414.0","","","","","","","","","","","",""
"34111.0","20.0","34104.0","3436.0","","","","","","","","","","","",""
"34118.0","21.0","34111.0","3600.0","","","","","","","","","","","",""
"34125.0","22.0","34118.0","4220.0","","","","","","","","","","","",""
"34132.0","23.0","34125.0","3717.0","","","","","","","","","","","",""
"34139.0","24.0","34132.0","3440.0","","","","","","","","","","","",""
"34146.0","25.0","34139.0","3673.0","","","","","","","","","","","",""
"34153.0","26.0","34146.0","4412.0","","","","","","","","","","","",""
"34160.0","27.0","34153.0","4792.0","","","","","","","","","","","",""
"34167.0","28.0","34160.0","4012.0","","","","","","","","","","","",""
"34174.0","29.0","34167.0","3630.0","","","","","","","","","","","",""
"34181.0","30.0","34174.0","3416.0","","","","","","","","","","","",""
"34188.0","31.0","34181.0","3597.0","","","","","","","","","","","",""
"34195.0","32.0","34188.0","3148.0","","","","","","","","","","","",""
"34202.0","33.0","34195.0","3141.0","","","","","","","","","","","",""
"34209.0","34.0","34202.0","2984.0","","","","","","","","","","","",""
"34216.0","35.0","34209.0","3079.0","","","","","","","","","","","",""
"34223.0","36.0","34216.0","2459.0","","","","","","","","","","","",""
"34230.0","37.0","34223.0","3364.0","","","","","","","","","","","",""
"34237.0","38.0","34230.0","3077.0","","","","","","","","","","","",""
"34244.0","39.0","34237.0","3161.0","","","","","","","","","","","",""
"34251.0","40.0","34244.0","4308.0","","","","","","","","","","","",""
"34258.0","41.0","34251.0","3537.0","","","","","","","","","","","",""
"34265.0","42.0","34258.0","3454.0","","","","","","","","","","","",""
"34272.0","43.0","34265.0","3263.0","","","","","","","","","","","",""
"34279.0","44.0","34272.0","4013.0","","","","","","","","","","","",""
"34286.0","45.0","34279.0","3608.0","","","","","","","","","","","",""
"34293.0","46.0","34286.0","4570.0","","","","","","","","","","","",""
"34300.0","47.0","34293.0","5054.0","","","","","","","","","","","",""
"34307.0","48.0","34300.0","5051.0","","","","","","","","","","","",""
"34314.0","49.0","34307.0","3883.0","","","","","","","","","","","",""
"34321.0","50.0","34314.0","4207.0","","","","","","","","","","","",""
"34328.0","51.0","34321.0","3848.0","","","","","","","","","","","",""
"34335.0","52.0","34328.0","7296.0","","","","","","","","","","","",""
"34342.0","1.0","34335.0","7572.0","","","","","","","","","","","",""
"34349.0","2.0","34342.0","5384.0","","","","","","","","","","","",""
"34356.0","3.0","34349.0","3717.0","","","","","","","","","","","",""
"34363.0","4.0","34356.0","3867.0","","","","","","","","","","","",""
"34370.0","5.0","34363.0","3813.0","","","","","","","","","","","",""
"34377.0","6.0","34370.0","3513.0","","","","","","","","","","","",""
"34384.0","7.0","34377.0","3137.0","","","","","","","","","","","",""
"34391.0","8.0","34384.0","3546.0","","","","","","","","","","","",""
"34398.0","9.0","34391.0","3698.0","","","","","","","","","","","",""
"34405.0","10.0","34398.0","3337.0","","","","","","","","","","","",""
"34412.0","11.0","34405.0","3120.0","","","","","","","","","","","",""
"34419.0","12.0","34412.0","2973.0","","","","","","","","","","","",""
"34426.0","13.0","34419.0","2850.0","","","","","","","","","","","",""
"34433.0","14.0","34426.0","5058.0","","","","","","","","","","","",""
"34440.0","15.0","34433.0","3752.0","","","","","","","","","","","",""
"34447.0","16.0","34440.0","3766.0","","","","","","","","","","","",""
"34454.0","17.0","34447.0","3653.0","","","","","","","","","","","",""
"34461.0","18.0","34454.0","4172.0","","","","","","","","","","","",""
"34468.0","19.0","34461.0","4010.0","","","","","","","","","","","",""
"34475.0","20.0","34468.0","4127.0","","","","","","","","","","","",""
"34482.0","21.0","34475.0","3651.0","","","","","","","","","","","",""
"34489.0","22.0","34482.0","4014.0","","","","","","","","","","","",""
"34496.0","23.0","34489.0","3863.0","","","","","","","","","","","",""
"34503.0","24.0","34496.0","3378.0","","","","","","","","","","","",""
"34510.0","25.0","34503.0","3233.0","","","","","","","","","","","",""
"34517.0","26.0","34510.0","3314.0","","","","","","","","","","","",""
"34524.0","27.0","34517.0","5142.0","","","","","","","","","","","",""
"34531.0","28.0","34524.0","4133.0","","","","","","","","","","","",""
"34538.0","29.0","34531.0","3857.0","","","","","","","","","","","",""
"34545.0","30.0","34538.0","3317.0","","","","","","","","","","","",""
"34552.0","31.0","34545.0","3186.0","","","","","","","","","","","",""
"34559.0","32.0","34552.0","2987.0","","","","","","","","","","","",""
"34566.0","33.0","34559.0","2943.0","","","","","","","","","","","",""
"34573.0","34.0","34566.0","3032.0","","","","","","","","","","","",""
"34580.0","35.0","34573.0","3232.0","","","","","","","","","","","",""
"34587.0","36.0","34580.0","2618.0","","","","","","","","","","","",""
"34594.0","37.0","34587.0","2701.0","","","","","","","","","","","",""
"34601.0","38.0","34594.0","2664.0","","","","","","","","","","","",""
"34608.0","39.0","34601.0","2656.0","","","","","","","","","","","",""
"34615.0","40.0","34608.0","3792.0","","","","","","","","","","","",""
"34622.0","41.0","34615.0","3255.0","","","","","","","","","","","",""
"34629.0","42.0","34622.0","3554.0","","","","","","","","","","","",""
"34636.0","43.0","34629.0","3006.0","","","","","","","","","","","",""
"34643.0","44.0","34636.0","3222.0","","","","","","","","","","","",""
"34650.0","45.0","34643.0","3640.0","","","","","","","","","","","",""
"34657.0","46.0","34650.0","3175.0","","","","","","","","","","","",""
"34664.0","47.0","34657.0","3741.0","","","","","","","","","","","",""
"34671.0","48.0","34664.0","3014.0","","","","","","","","","","","",""
"34678.0","49.0","34671.0","3439.0","","","","","","","","","","","",""
"34685.0","50.0","34678.0","3926.0","","","","","","","","","","","",""
"34692.0","51.0","34685.0","4218.0","","","","","","","","","","","",""
"34699.0","52.0","34692.0","3643.0","","","","","","","","","","","",""
"34706.0","53.0","34699.0","6885.0","","","","","","","","","","","",""
"34713.0","1.0","34706.0","5585.0","","","","","","","","","","","",""
"34720.0","2.0","34713.0","3952.0","","","","","","","","","","","",""
"34727.0","3.0","34720.0","4005.0","","","","","","","","","","","",""
"34734.0","4.0","34727.0","3990.0","","","","","","","","","","","",""
"34741.0","5.0","34734.0","3690.0","","","","","","","","","","","",""
"34748.0","6.0","34741.0","3442.0","","","","","","","","","","","",""
"34755.0","7.0","34748.0","3073.0","","","","","","","","","","","",""
"34762.0","8.0","34755.0","3137.0","","","","","","","","","","","",""
"34769.0","9.0","34762.0","4040.0","","","","","","","","","","","",""
"34776.0","10.0","34769.0","3764.0","","","","","","","","","","","",""
"34783.0","11.0","34776.0","3134.0","","","","","","","","","","","",""
"34790.0","12.0","34783.0","3442.0","","","","","","","","","","","",""
"34797.0","13.0","34790.0","4879.0","","","","","","","","","","","",""
"34804.0","14.0","34797.0","3234.0","","","","","","","","","","","",""
"34811.0","15.0","34804.0","3611.0","","","","","","","","","","","",""
"34818.0","16.0","34811.0","3322.0","","","","","","","","","","","",""
"34825.0","17.0","34818.0","3510.0","","","","","","","","","","","",""
"34832.0","18.0","34825.0","2998.0","","","","","","","","","","","",""
"34839.0","19.0","34832.0","3741.0","","","","","","","","","","","",""
"34846.0","20.0","34839.0","3617.0","","","","","","","","","","","",""
"34853.0","21.0","34846.0","3882.0","","","","","","","","","","","",""
"34860.0","22.0","34853.0","4001.0","","","","","","","","","","","",""
"34867.0","23.0","34860.0","3988.0","","","","","","","","","","","",""
"34874.0","24.0","34867.0","3420.0","","","","","","","","","","","",""
"34881.0","25.0","34874.0","3613.0","","","","","","","","","","","",""
"34888.0","26.0","34881.0","4344.0","","","","","","","","","","","",""
"34895.0","27.0","34888.0","3978.0","","","","","","","","","","","",""
"34902.0","28.0","34895.0","3319.0","","","","","","","","","","","",""
"34909.0","29.0","34902.0","3383.0","","","","","","","","","","","",""
"34916.0","30.0","34909.0","3166.0","","","","","","","","","","","",""
"34923.0","31.0","34916.0","2999.0","","","","","","","","","","","",""
"34930.0","32.0","34923.0","2942.0","","","","","","","","","","","",""
"34937.0","33.0","34930.0","2900.0","","","","","","","","","","","",""
"34944.0","34.0","34937.0","2941.0","","","","","","","","","","","",""
"34951.0","35.0","34944.0","5800.0","","","","","","","","","","","",""
"34958.0","36.0","34951.0","2760.0","","","","","","","","","","","",""
"34965.0","37.0","34958.0","2462.0","","","","","","","","","","","",""
"34972.0","38.0","34965.0","2212.0","","","","","","","","","","","",""
"34979.0","39.0","34972.0","3364.0","","","","","","","","","","","",""
"34986.0","40.0","34979.0","2815.0","","","","","","","","","","","",""
"34993.0","41.0","34986.0","2799.0","","","","","","","","","","","",""
"35000.0","42.0","34993.0","7806.0","","","","","","","","","","","",""
"35007.0","43.0","35000.0","3655.0","","","","","","","","","","","",""
"35014.0","44.0","35007.0","3216.0","","","","","","","","","","","",""
"35021.0","45.0","35014.0","3919.0","","","","","","","","","","","",""
"35028.0","46.0","35021.0","6066.0","","","","","","","","","","","",""
"35035.0","47.0","35028.0","5127.0","","","","","","","","","","","",""
"35042.0","48.0","35035.0","4227.0","","","","","","","","","","","",""
"35049.0","49.0","35042.0","3508.0","","","","","","","","","","","",""
"35056.0","50.0","35049.0","6814.0","","","","","","","","","","","",""
"35063.0","51.0","35056.0","3597.0","","","","","","","","","","","",""
"35070.0","52.0","35063.0","3693.0","","","","","","","","","","","",""
"35077.0","1.0","35070.0","6258.0","","","","","","","","","","","",""
"35084.0","2.0","35077.0","3732.0","","","","","","","","","","","",""
"35091.0","3.0","35084.0","3817.0","","","","","","","","","","","",""
"35098.0","4.0","35091.0","3106.0","","","","","","","","","","","",""
"35105.0","5.0","35098.0","3858.0","","","","","","","","","","","",""
"35112.0","6.0","35105.0","3133.0","","","","","","","","","","","",""
"35119.0","7.0","35112.0","2524.0","","","","","","","","","","","",""
"35126.0","8.0","35119.0","3330.0","","","","","","","","","","","",""
"35133.0","9.0","35126.0","3361.0","","","","","","","","","","","",""
"35140.0","10.0","35133.0","4223.0","","","","","","","","","","","",""
"35147.0","11.0","35140.0","4435.0","","","","","","","","","","","",""
"35154.0","12.0","35147.0","3287.0","","","","","","","","","","","",""
"35161.0","13.0","35154.0","2483.0","","","","","","","","","","","",""
"35168.0","14.0","35161.0","4202.0","","","","","","","","","","","",""
"35175.0","15.0","35168.0","3006.0","","","","","","","","","","","",""
"35182.0","16.0","35175.0","2931.0","","","","","","","","","","","",""
"35189.0","17.0","35182.0","2929.0","","","","","","","","","","","",""
"35196.0","18.0","35189.0","2821.0","","","","","","","","","","","",""
"35203.0","19.0","35196.0","2931.0","","","","","","","","","","","",""
"35210.0","20.0","35203.0","3174.0","","","","","","","","","","","",""
"35217.0","21.0","35210.0","3041.0","","","","","","","","","","","",""
"35224.0","22.0","35217.0","4265.0","","","","","","","","","","","",""
"35231.0","23.0","35224.0","3283.0","","","","","","","","","","","",""
"35238.0","24.0","35231.0","3316.0","","","","","","","","","","","",""
"35245.0","25.0","35238.0","3622.0","","","","","","","","","","","",""
"35252.0","26.0","35245.0","3584.0","","","","","","","","","","","",""
"35259.0","27.0","35252.0","3568.0","","","","","","","","","","","",""
"35266.0","28.0","35259.0","3358.0","","","","","","","","","","","",""
"35273.0","29.0","35266.0","2913.0","","","","","","","","","","","",""
"35280.0","30.0","35273.0","2974.0","","","","","","","","","","","",""
"35287.0","31.0","35280.0","2755.0","","","","","","","","","","","",""
"35294.0","32.0","35287.0","2863.0","","","","","","","","","","","",""
"35301.0","33.0","35294.0","2864.0","","","","","","","","","","","",""
"35308.0","34.0","35301.0","2934.0","","","","","","","","","","","",""
"35315.0","35.0","35308.0","2701.0","","","","","","","","","","","",""
"35322.0","36.0","35315.0","2614.0","","","","","","","","","","","",""
"35329.0","37.0","35322.0","2662.0","","","","","","","","","","","",""
"35336.0","38.0","35329.0","2719.0","","","","","","","","","","","",""
"35343.0","39.0","35336.0","2862.0","","","","","","","","","","","",""
"35350.0","40.0","35343.0","3666.0","","","","","","","","","","","",""
"35357.0","41.0","35350.0","2915.0","","","","","","","","","","","",""
"35364.0","42.0","35357.0","2861.0","","","","","","","","","","","",""
"35371.0","43.0","35364.0","2963.0","","","","","","","","","","","",""
"35378.0","44.0","35371.0","4660.0","","","","","","","","","","","",""
"35385.0","45.0","35378.0","2994.0","","","","","","","","","","","",""
