"Report date","Week #","Week ","WV","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35392.0","46.0","35385.0","2241.0","","","","","","","","","","","",""
"35399.0","47.0","35392.0","1341.0","","","","","","","","","","","",""
"35406.0","48.0","35399.0","3263.0","","","","","","","","","","","",""
"35413.0","49.0","35406.0","3344.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","2531.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","1626.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","2272.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","4605.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","3696.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","2966.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","2503.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","1927.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","1584.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","1607.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","1554.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","1438.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","1476.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","1500.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","1376.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","1131.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","1868.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","1345.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","1377.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","1328.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","1321.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","1220.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","1352.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","1191.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","1612.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","1662.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","1171.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","1223.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","1093.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","2165.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","1741.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","1595.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","1327.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","1380.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","1790.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","1482.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","1291.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","1126.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","1114.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","1017.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","1061.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","1119.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","1596.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","1332.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","1470.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","1419.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","1827.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","1738.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","2150.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","1194.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","3058.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","2911.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","2230.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","1487.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","1460.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","4816.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","3918.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","2822.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","2298.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","1883.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","2059.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","2210.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","2046.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","1633.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","1460.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","1393.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","1212.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","1083.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","1829.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","1210.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","1308.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","1261.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","1411.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","1064.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","1388.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","1291.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","1349.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","1784.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","1519.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","1320.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","1239.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","1983.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","1680.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","1582.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","1288.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","1469.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","1311.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","1189.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","1249.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","1236.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","1060.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","993.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","1083.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","1150.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","1668.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","1322.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","1302.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","1829.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","1982.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","1851.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","1872.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","1148.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","3058.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","3062.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","2021.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","1545.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","1893.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","5877.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","4575.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","2848.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","2361.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","1948.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","1403.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","1696.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","1672.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","1789.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","1853.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","1594.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","1346.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","1155.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","1985.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","1750.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","1248.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","1276.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","1297.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","1199.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","1523.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","1637.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","1452.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","1350.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","1432.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","1102.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","1149.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","1763.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","1673.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","1486.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","1298.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","1361.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","1133.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","1127.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","1088.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","1092.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","977.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","985.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","966.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","977.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","1675.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","1184.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","1421.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","1340.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","1558.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","1418.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","1760.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","1069.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","2683.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","2767.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","1798.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","1559.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","1500.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","3983.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","3305.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","2180.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","2629.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","2660.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","1794.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","1813.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","1341.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","1307.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","1120.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","917.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","1234.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","1018.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","1705.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","1411.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","1184.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","1190.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","1256.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","1076.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","1294.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","1195.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","1482.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","1343.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","1205.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","1149.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","878.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","1455.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","1573.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","1481.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","1439.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","1587.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","1348.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","1540.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","2508.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","1185.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","1001.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","1075.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","870.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","878.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","1465.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","1259.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","1228.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","1117.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","1481.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","1208.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","1808.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","1413.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","3827.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","3152.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","3807.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","1873.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","1950.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","2814.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","3886.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","2353.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","2225.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","2002.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","1859.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","1257.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","1449.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","1472.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","1308.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","1368.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","1249.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","1085.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","1699.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","1252.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","1337.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","1120.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","1315.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","1170.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","1317.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","1363.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","1237.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","1612.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","1396.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","1366.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","1037.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","1866.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","1608.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","1518.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","1575.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","1322.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","1251.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","1068.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","1159.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","1114.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","1113.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","1012.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","1087.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","1462.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","1050.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","1580.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","1390.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","1328.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","1591.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","1728.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","1619.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","1268.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","2825.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","2990.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","2060.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","1835.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","1594.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","2481.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","4816.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","3689.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","2411.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","1981.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","1791.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","1684.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","1583.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","1613.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","1699.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","1826.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","1381.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","1431.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","1612.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","2224.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","2712.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","2111.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","1688.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","1739.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","1673.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","1445.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","1439.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","1505.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","1524.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","1344.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","1183.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","1231.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","2452.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","1783.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","1559.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","1373.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","1381.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","1294.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","1249.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","1449.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","1299.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","1304.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","1168.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","1277.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","1405.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","2049.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","1776.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","1608.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","1634.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","1937.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","1873.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","1964.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","1523.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","3356.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","3384.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","2267.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","1716.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","2543.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","4548.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","3441.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","2608.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","2572.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","2160.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","1584.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","1507.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","2656.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","2408.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","1615.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","1502.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","1190.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","1287.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","1870.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","1427.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","1457.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","1321.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","1499.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","1429.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","1346.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","1370.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","1670.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","1602.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","1342.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","1416.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","1632.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","2121.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","1683.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","1613.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","1345.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","1283.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","1317.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","1222.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","1193.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","1368.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","1227.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","1245.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","1229.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","1216.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","1638.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","1376.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","2430.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","1622.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","1784.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","1621.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","1756.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","1936.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","3095.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","3013.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","2052.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","1404.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","1849.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","4301.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","3290.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","2163.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","1987.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","2287.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","1698.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","1474.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","1247.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","1281.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","1196.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","1033.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","1027.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","1131.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","1725.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","1440.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","1281.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","1224.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","1133.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","962.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","1345.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","1216.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","1192.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","1387.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","1266.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","1155.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","994.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","1494.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","1471.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","1361.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","1154.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","1121.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","1117.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","971.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","1075.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","1045.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","944.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","1029.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","1138.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","1245.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","1551.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","1165.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","1255.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","1277.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","1368.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","1219.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","1536.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","1183.0","","","","","","","","","","","",""
"38325.0","48.0","38318.0","2860.0","","","","","","","","","","","",""
"38332.0","49.0","38325.0","2610.0","","","","","","","","","","","",""
"38339.0","50.0","38332.0","1891.0","","","","","","","","","","","",""
