"Report date","Week #","Week ","NC","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"38360.0","1.0","38353.0","34677.0","","","","","","","","","","","",""
"38367.0","2.0","38360.0","17621.0","","","","","","","","","","","",""
"38374.0","3.0","38367.0","12179.0","","","","","","","","","","","",""
"38381.0","4.0","38374.0","16301.0","","","","","","","","","","","",""
"38388.0","5.0","38381.0","13000.0","","","","","","","","","","","",""
"38395.0","6.0","38388.0","13659.0","","","","","","","","","","","",""
"38402.0","7.0","38395.0","10925.0","","","","","","","","","","","",""
"38409.0","8.0","38402.0","11046.0","","","","","","","","","","","",""
"38416.0","9.0","38409.0","13800.0","","","","","","","","","","","",""
"38423.0","10.0","38416.0","13803.0","","","","","","","","","","","",""
"38430.0","11.0","38423.0","10717.0","","","","","","","","","","","",""
"38437.0","12.0","38430.0","13784.0","","","","","","","","","","","",""
"38444.0","13.0","38437.0","11310.0","","","","","","","","","","","",""
"38451.0","14.0","38444.0","15442.0","","","","","","","","","","","",""
"38458.0","15.0","38451.0","10393.0","","","","","","","","","","","",""
"38465.0","16.0","38458.0","11049.0","","","","","","","","","","","",""
"38472.0","17.0","38465.0","9890.0","","","","","","","","","","","",""
"38479.0","18.0","38472.0","11236.0","","","","","","","","","","","",""
"38486.0","19.0","38479.0","11900.0","","","","","","","","","","","",""
"38493.0","20.0","38486.0","10743.0","","","","","","","","","","","",""
"38500.0","21.0","38493.0","10485.0","","","","","","","","","","","",""
"38507.0","22.0","38500.0","11386.0","","","","","","","","","","","",""
"38514.0","23.0","38507.0","18380.0","","","","","","","","","","","",""
"38521.0","24.0","38514.0","11380.0","","","","","","","","","","","",""
"38528.0","25.0","38521.0","9606.0","","","","","","","","","","","",""
"38535.0","26.0","38528.0","9714.0","","","","","","","","","","","",""
"38542.0","27.0","38535.0","15260.0","","","","","","","","","","","",""
"38549.0","28.0","38542.0","20096.0","","","","","","","","","","","",""
"38556.0","29.0","38549.0","15523.0","","","","","","","","","","","",""
"38563.0","30.0","38556.0","9260.0","","","","","","","","","","","",""
"38570.0","31.0","38563.0","9841.0","","","","","","","","","","","",""
"38577.0","32.0","38570.0","9776.0","","","","","","","","","","","",""
"38584.0","33.0","38577.0","10787.0","","","","","","","","","","","",""
"38591.0","34.0","38584.0","8850.0","","","","","","","","","","","",""
"38598.0","35.0","38591.0","9778.0","","","","","","","","","","","",""
"38605.0","36.0","38598.0","10221.0","","","","","","","","","","","",""
"38612.0","37.0","38605.0","11077.0","","","","","","","","","","","",""
"38619.0","38.0","38612.0","9148.0","","","","","","","","","","","",""
"38626.0","39.0","38619.0","8838.0","","","","","","","","","","","",""
"38633.0","40.0","38626.0","9872.0","","","","","","","","","","","",""
"38640.0","41.0","38633.0","11792.0","","","","","","","","","","","",""
"38647.0","42.0","38640.0","14124.0","","","","","","","","","","","",""
"38654.0","43.0","38647.0","10832.0","","","","","","","","","","","",""
"38661.0","44.0","38654.0","10740.0","","","","","","","","","","","",""
"38668.0","45.0","38661.0","9586.0","","","","","","","","","","","",""
"38675.0","46.0","38668.0","10621.0","","","","","","","","","","","",""
"38682.0","47.0","38675.0","7969.0","","","","","","","","","","","",""
"38689.0","48.0","38682.0","29754.0","","","","","","","","","","","",""
"38696.0","49.0","38689.0","13668.0","","","","","","","","","","","",""
"38703.0","50.0","38696.0","14290.0","","","","","","","","","","","",""
"38710.0","51.0","38703.0","10942.0","","","","","","","","","","","",""
"38717.0","52.0","38710.0","17668.0","","","","","","","","","","","",""
"38724.0","53.0","38717.0","31650.0","","","","","","","","","","","",""
"38731.0","1.0","38724.0","20176.0","","","","","","","","","","","",""
"38738.0","2.0","38731.0","11159.0","","","","","","","","","","","",""
"38745.0","3.0","38738.0","11320.0","","","","","","","","","","","",""
"38752.0","4.0","38745.0","11819.0","","","","","","","","","","","",""
"38759.0","5.0","38752.0","11638.0","","","","","","","","","","","",""
"38766.0","6.0","38759.0","10619.0","","","","","","","","","","","",""
"38773.0","7.0","38766.0","10000.0","","","","","","","","","","","",""
"38780.0","8.0","38773.0","11568.0","","","","","","","","","","","",""
"38787.0","9.0","38780.0","10374.0","","","","","","","","","","","",""
"38794.0","10.0","38787.0","10707.0","","","","","","","","","","","",""
"38801.0","11.0","38794.0","8864.0","","","","","","","","","","","",""
"38808.0","12.0","38801.0","10585.0","","","","","","","","","","","",""
"38815.0","13.0","38808.0","9279.0","","","","","","","","","","","",""
"38822.0","14.0","38815.0","8472.0","","","","","","","","","","","",""
"38829.0","15.0","38822.0","10434.0","","","","","","","","","","","",""
"38836.0","16.0","38829.0","9978.0","","","","","","","","","","","",""
"38843.0","17.0","38836.0","9440.0","","","","","","","","","","","",""
"38850.0","18.0","38843.0","11050.0","","","","","","","","","","","",""
"38857.0","19.0","38850.0","10680.0","","","","","","","","","","","",""
"38864.0","20.0","38857.0","10693.0","","","","","","","","","","","",""
"38871.0","21.0","38864.0","8672.0","","","","","","","","","","","",""
"38878.0","22.0","38871.0","12433.0","","","","","","","","","","","",""
"38885.0","23.0","38878.0","9081.0","","","","","","","","","","","",""
"38892.0","24.0","38885.0","15576.0","","","","","","","","","","","",""
"38899.0","25.0","38892.0","8379.0","","","","","","","","","","","",""
"38906.0","26.0","38899.0","12356.0","","","","","","","","","","","",""
"38913.0","27.0","38906.0","19758.0","","","","","","","","","","","",""
"38920.0","28.0","38913.0","12737.0","","","","","","","","","","","",""
"38927.0","29.0","38920.0","8575.0","","","","","","","","","","","",""
"38934.0","30.0","38927.0","10628.0","","","","","","","","","","","",""
"38941.0","31.0","38934.0","10928.0","","","","","","","","","","","",""
"38948.0","32.0","38941.0","8723.0","","","","","","","","","","","",""
"38955.0","33.0","38948.0","9918.0","","","","","","","","","","","",""
"38962.0","34.0","38955.0","10044.0","","","","","","","","","","","",""
"38969.0","35.0","38962.0","10312.0","","","","","","","","","","","",""
"38976.0","36.0","38969.0","13250.0","","","","","","","","","","","",""
"38983.0","37.0","38976.0","9751.0","","","","","","","","","","","",""
"38990.0","38.0","38983.0","9077.0","","","","","","","","","","","",""
"38997.0","39.0","38990.0","10059.0","","","","","","","","","","","",""
"39004.0","40.0","38997.0","9616.0","","","","","","","","","","","",""
"39011.0","41.0","39004.0","10555.0","","","","","","","","","","","",""
"39018.0","42.0","39011.0","11524.0","","","","","","","","","","","",""
"39025.0","43.0","39018.0","11216.0","","","","","","","","","","","",""
"39032.0","44.0","39025.0","11271.0","","","","","","","","","","","",""
"39039.0","45.0","39032.0","12414.0","","","","","","","","","","","",""
"39046.0","46.0","39039.0","8677.0","","","","","","","","","","","",""
"39053.0","47.0","39046.0","25186.0","","","","","","","","","","","",""
"39060.0","48.0","39053.0","10961.0","","","","","","","","","","","",""
"39067.0","49.0","39060.0","11693.0","","","","","","","","","","","",""
"39074.0","50.0","39067.0","10473.0","","","","","","","","","","","",""
"39081.0","51.0","39074.0","15210.0","","","","","","","","","","","",""
"39088.0","52.0","39081.0","29704.0","","","","","","","","","","","",""
"39095.0","1.0","39088.0","19632.0","","","","","","","","","","","",""
"39102.0","2.0","39095.0","12731.0","","","","","","","","","","","",""
"39109.0","3.0","39102.0","11846.0","","","","","","","","","","","",""
"39116.0","4.0","39109.0","12312.0","","","","","","","","","","","",""
"39123.0","5.0","39116.0","14830.0","","","","","","","","","","","",""
"39130.0","6.0","39123.0","10957.0","","","","","","","","","","","",""
"39137.0","7.0","39130.0","11901.0","","","","","","","","","","","",""
"39144.0","8.0","39137.0","9855.0","","","","","","","","","","","",""
"39151.0","9.0","39144.0","12497.0","","","","","","","","","","","",""
"39158.0","10.0","39151.0","9912.0","","","","","","","","","","","",""
"39165.0","11.0","39158.0","9348.0","","","","","","","","","","","",""
"39172.0","12.0","39165.0","9183.0","","","","","","","","","","","",""
"39179.0","13.0","39172.0","10949.0","","","","","","","","","","","",""
"39186.0","14.0","39179.0","11115.0","","","","","","","","","","","",""
"39193.0","15.0","39186.0","13790.0","","","","","","","","","","","",""
"39200.0","16.0","39193.0","9742.0","","","","","","","","","","","",""
"39207.0","17.0","39200.0","10217.0","","","","","","","","","","","",""
"39214.0","18.0","39207.0","9869.0","","","","","","","","","","","",""
"39221.0","19.0","39214.0","13727.0","","","","","","","","","","","",""
"39228.0","20.0","39221.0","10250.0","","","","","","","","","","","",""
"39235.0","21.0","39228.0","9644.0","","","","","","","","","","","",""
"39242.0","22.0","39235.0","10436.0","","","","","","","","","","","",""
"39249.0","23.0","39242.0","11085.0","","","","","","","","","","","",""
"39256.0","24.0","39249.0","8882.0","","","","","","","","","","","",""
"39263.0","25.0","39256.0","10052.0","","","","","","","","","","","",""
"39270.0","26.0","39263.0","9818.0","","","","","","","","","","","",""
"39277.0","27.0","39270.0","22660.0","","","","","","","","","","","",""
"39284.0","28.0","39277.0","11717.0","","","","","","","","","","","",""
"39291.0","29.0","39284.0","8745.0","","","","","","","","","","","",""
"39298.0","30.0","39291.0","8685.0","","","","","","","","","","","",""
"39305.0","31.0","39298.0","10418.0","","","","","","","","","","","",""
"39312.0","32.0","39305.0","11288.0","","","","","","","","","","","",""
"39319.0","33.0","39312.0","9163.0","","","","","","","","","","","",""
"39326.0","34.0","39319.0","10014.0","","","","","","","","","","","",""
"39333.0","35.0","39326.0","9594.0","","","","","","","","","","","",""
"39340.0","36.0","39333.0","10805.0","","","","","","","","","","","",""
"39347.0","37.0","39340.0","8815.0","","","","","","","","","","","",""
"39354.0","38.0","39347.0","10530.0","","","","","","","","","","","",""
"39361.0","39.0","39354.0","10094.0","","","","","","","","","","","",""
"39368.0","40.0","39361.0","11662.0","","","","","","","","","","","",""
"39375.0","41.0","39368.0","10696.0","","","","","","","","","","","",""
"39382.0","42.0","39375.0","10802.0","","","","","","","","","","","",""
"39389.0","43.0","39382.0","14489.0","","","","","","","","","","","",""
"39396.0","44.0","39389.0","13619.0","","","","","","","","","","","",""
"39403.0","45.0","39396.0","12403.0","","","","","","","","","","","",""
"39410.0","46.0","39403.0","8261.0","","","","","","","","","","","",""
"39417.0","47.0","39410.0","22479.0","","","","","","","","","","","",""
"39424.0","48.0","39417.0","13441.0","","","","","","","","","","","",""
"39431.0","49.0","39424.0","11923.0","","","","","","","","","","","",""
"39438.0","50.0","39431.0","11084.0","","","","","","","","","","","",""
"39445.0","51.0","39438.0","12795.0","","","","","","","","","","","",""
"39452.0","52.0","39445.0","34125.0","","","","","","","","","","","",""
"39459.0","1.0","39452.0","29214.0","","","","","","","","","","","",""
"39466.0","2.0","39459.0","13813.0","","","","","","","","","","","",""
"39473.0","3.0","39466.0","14528.0","","","","","","","","","","","",""
"39480.0","4.0","39473.0","15128.0","","","","","","","","","","","",""
"39487.0","5.0","39480.0","13382.0","","","","","","","","","","","",""
"39494.0","6.0","39487.0","14583.0","","","","","","","","","","","",""
"39501.0","7.0","39494.0","12754.0","","","","","","","","","","","",""
"39508.0","8.0","39501.0","13544.0","","","","","","","","","","","",""
"39515.0","9.0","39508.0","12948.0","","","","","","","","","","","",""
"39522.0","10.0","39515.0","15534.0","","","","","","","","","","","",""
"39529.0","11.0","39522.0","9950.0","","","","","","","","","","","",""
"39536.0","12.0","39529.0","12378.0","","","","","","","","","","","",""
"39543.0","13.0","39536.0","14289.0","","","","","","","","","","","",""
"39550.0","14.0","39543.0","16704.0","","","","","","","","","","","",""
"39557.0","15.0","39550.0","12000.0","","","","","","","","","","","",""
"39564.0","16.0","39557.0","12210.0","","","","","","","","","","","",""
"39571.0","17.0","39564.0","12083.0","","","","","","","","","","","",""
"39578.0","18.0","39571.0","15427.0","","","","","","","","","","","",""
"39585.0","19.0","39578.0","12817.0","","","","","","","","","","","",""
"39592.0","20.0","39585.0","11789.0","","","","","","","","","","","",""
"39599.0","21.0","39592.0","11282.0","","","","","","","","","","","",""
"39606.0","22.0","39599.0","13945.0","","","","","","","","","","","",""
"39613.0","23.0","39606.0","13413.0","","","","","","","","","","","",""
"39620.0","24.0","39613.0","12004.0","","","","","","","","","","","",""
"39627.0","25.0","39620.0","12058.0","","","","","","","","","","","",""
"39634.0","26.0","39627.0","11367.0","","","","","","","","","","","",""
"39641.0","27.0","39634.0","20711.0","","","","","","","","","","","",""
"39648.0","28.0","39641.0","19094.0","","","","","","","","","","","",""
"39655.0","29.0","39648.0","14679.0","","","","","","","","","","","",""
"39662.0","30.0","39655.0","12381.0","","","","","","","","","","","",""
"39669.0","31.0","39662.0","13496.0","","","","","","","","","","","",""
"39676.0","32.0","39669.0","13842.0","","","","","","","","","","","",""
"39683.0","33.0","39676.0","12291.0","","","","","","","","","","","",""
"39690.0","34.0","39683.0","14679.0","","","","","","","","","","","",""
"39697.0","35.0","39690.0","15913.0","","","","","","","","","","","",""
"39704.0","36.0","39697.0","15434.0","","","","","","","","","","","",""
"39711.0","37.0","39704.0","12817.0","","","","","","","","","","","",""
"39718.0","38.0","39711.0","13283.0","","","","","","","","","","","",""
"39725.0","39.0","39718.0","14216.0","","","","","","","","","","","",""
"39732.0","40.0","39725.0","16250.0","","","","","","","","","","","",""
"39739.0","41.0","39732.0","14688.0","","","","","","","","","","","",""
"39746.0","42.0","39739.0","17867.0","","","","","","","","","","","",""
"39753.0","43.0","39746.0","17722.0","","","","","","","","","","","",""
"39760.0","44.0","39753.0","24175.0","","","","","","","","","","","",""
"39767.0","45.0","39760.0","19663.0","","","","","","","","","","","",""
"39774.0","46.0","39767.0","20233.0","","","","","","","","","","","",""
"39781.0","47.0","39774.0","17677.0","","","","","","","","","","","",""
"39788.0","48.0","39781.0","44273.0","","","","","","","","","","","",""
"39795.0","49.0","39788.0","23747.0","","","","","","","","","","","",""
"39802.0","50.0","39795.0","23142.0","","","","","","","","","","","",""
"39809.0","51.0","39802.0","21261.0","","","","","","","","","","","",""
"39816.0","52.0","39809.0","41010.0","","","","","","","","","","","",""
"39823.0","1.0","39816.0","56647.0","","","","","","","","","","","",""
"39830.0","2.0","39823.0","31131.0","","","","","","","","","","","",""
"39837.0","3.0","39830.0","22878.0","","","","","","","","","","","",""
"39844.0","4.0","39837.0","31541.0","","","","","","","","","","","",""
"39851.0","5.0","39844.0","31869.0","","","","","","","","","","","",""
"39858.0","6.0","39851.0","28843.0","","","","","","","","","","","",""
"39865.0","7.0","39858.0","26883.0","","","","","","","","","","","",""
"39872.0","8.0","39865.0","29523.0","","","","","","","","","","","",""
"39879.0","9.0","39872.0","31595.0","","","","","","","","","","","",""
"39886.0","10.0","39879.0","29344.0","","","","","","","","","","","",""
"39893.0","11.0","39886.0","28151.0","","","","","","","","","","","",""
"39900.0","12.0","39893.0","26954.0","","","","","","","","","","","",""
"39907.0","13.0","39900.0","29122.0","","","","","","","","","","","",""
"39914.0","14.0","39907.0","22694.0","","","","","","","","","","","",""
"39921.0","15.0","39914.0","25677.0","","","","","","","","","","","",""
"39928.0","16.0","39921.0","28226.0","","","","","","","","","","","",""
"39935.0","17.0","39928.0","19238.0","","","","","","","","","","","",""
"39942.0","18.0","39935.0","23021.0","","","","","","","","","","","",""
"39949.0","19.0","39942.0","25714.0","","","","","","","","","","","",""
"39956.0","20.0","39949.0","21762.0","","","","","","","","","","","",""
"39963.0","21.0","39956.0","20802.0","","","","","","","","","","","",""
"39970.0","22.0","39963.0","25141.0","","","","","","","","","","","",""
"39977.0","23.0","39970.0","20427.0","","","","","","","","","","","",""
"39984.0","24.0","39977.0","20972.0","","","","","","","","","","","",""
"39991.0","25.0","39984.0","23163.0","","","","","","","","","","","",""
"39998.0","26.0","39991.0","19180.0","","","","","","","","","","","",""
"40005.0","27.0","39998.0","29562.0","","","","","","","","","","","",""
"40012.0","28.0","40005.0","27068.0","","","","","","","","","","","",""
"40019.0","29.0","40012.0","17259.0","","","","","","","","","","","",""
"40026.0","30.0","40019.0","17298.0","","","","","","","","","","","",""
"40033.0","31.0","40026.0","19767.0","","","","","","","","","","","",""
"40040.0","32.0","40033.0","18033.0","","","","","","","","","","","",""
"40047.0","33.0","40040.0","17503.0","","","","","","","","","","","",""
"40054.0","34.0","40047.0","16874.0","","","","","","","","","","","",""
"40061.0","35.0","40054.0","18206.0","","","","","","","","","","","",""
"40068.0","36.0","40061.0","16273.0","","","","","","","","","","","",""
"40075.0","37.0","40068.0","18046.0","","","","","","","","","","","",""
"40082.0","38.0","40075.0","16437.0","","","","","","","","","","","",""
"40089.0","39.0","40082.0","16383.0","","","","","","","","","","","",""
"40096.0","40.0","40089.0","17292.0","","","","","","","","","","","",""
"40103.0","41.0","40096.0","15852.0","","","","","","","","","","","",""
"40110.0","42.0","40103.0","19042.0","","","","","","","","","","","",""
"40117.0","43.0","40110.0","17170.0","","","","","","","","","","","",""
"40124.0","44.0","40117.0","18795.0","","","","","","","","","","","",""
"40131.0","45.0","40124.0","17184.0","","","","","","","","","","","",""
"40138.0","46.0","40131.0","22741.0","","","","","","","","","","","",""
"40145.0","47.0","40138.0","13868.0","","","","","","","","","","","",""
"40152.0","48.0","40145.0","32368.0","","","","","","","","","","","",""
"40159.0","49.0","40152.0","17994.0","","","","","","","","","","","",""
"40166.0","50.0","40159.0","16223.0","","","","","","","","","","","",""
"40173.0","51.0","40166.0","13230.0","","","","","","","","","","","",""
"40180.0","52.0","40173.0","34172.0","","","","","","","","","","","",""
"40187.0","1.0","40180.0","43328.0","","","","","","","","","","","",""
"40194.0","2.0","40187.0","26063.0","","","","","","","","","","","",""
"40201.0","3.0","40194.0","16517.0","","","","","","","","","","","",""
"40208.0","4.0","40201.0","19385.0","","","","","","","","","","","",""
"40215.0","5.0","40208.0","17977.0","","","","","","","","","","","",""
"40222.0","6.0","40215.0","23874.0","","","","","","","","","","","",""
"40229.0","7.0","40222.0","15893.0","","","","","","","","","","","",""
"40236.0","8.0","40229.0","15851.0","","","","","","","","","","","",""
"40243.0","9.0","40236.0","20951.0","","","","","","","","","","","",""
"40250.0","10.0","40243.0","17568.0","","","","","","","","","","","",""
"40257.0","11.0","40250.0","14835.0","","","","","","","","","","","",""
"40264.0","12.0","40257.0","14162.0","","","","","","","","","","","",""
"40271.0","13.0","40264.0","12323.0","","","","","","","","","","","",""
"40278.0","14.0","40271.0","14745.0","","","","","","","","","","","",""
"40285.0","15.0","40278.0","14716.0","","","","","","","","","","","",""
"40292.0","16.0","40285.0","12066.0","","","","","","","","","","","",""
"40299.0","17.0","40292.0","12140.0","","","","","","","","","","","",""
"40306.0","18.0","40299.0","12698.0","","","","","","","","","","","",""
"40313.0","19.0","40306.0","13476.0","","","","","","","","","","","",""
"40320.0","20.0","40313.0","12900.0","","","","","","","","","","","",""
"40327.0","21.0","40320.0","13284.0","","","","","","","","","","","",""
"40334.0","22.0","40327.0","11765.0","","","","","","","","","","","",""
"40341.0","23.0","40334.0","13949.0","","","","","","","","","","","",""
"40348.0","24.0","40341.0","12615.0","","","","","","","","","","","",""
"40355.0","25.0","40348.0","12069.0","","","","","","","","","","","",""
"40362.0","26.0","40355.0","12053.0","","","","","","","","","","","",""
"40369.0","27.0","40362.0","13608.0","","","","","","","","","","","",""
"40376.0","28.0","40369.0","18120.0","","","","","","","","","","","",""
"40383.0","29.0","40376.0","11721.0","","","","","","","","","","","",""
"40390.0","30.0","40383.0","11838.0","","","","","","","","","","","",""
"40397.0","31.0","40390.0","13733.0","","","","","","","","","","","",""
"40404.0","32.0","40397.0","12873.0","","","","","","","","","","","",""
"40411.0","33.0","40404.0","12352.0","","","","","","","","","","","",""
"40418.0","34.0","40411.0","11803.0","","","","","","","","","","","",""
"40425.0","35.0","40418.0","11971.0","","","","","","","","","","","",""
"40432.0","36.0","40425.0","11800.0","","","","","","","","","","","",""
"40439.0","37.0","40432.0","13161.0","","","","","","","","","","","",""
"40446.0","38.0","40439.0","11083.0","","","","","","","","","","","",""
"40453.0","39.0","40446.0","11217.0","","","","","","","","","","","",""
"40460.0","40.0","40453.0","19687.0","","","","","","","","","","","",""
"40467.0","41.0","40460.0","13080.0","","","","","","","","","","","",""
"40474.0","42.0","40467.0","12317.0","","","","","","","","","","","",""
"40481.0","43.0","40474.0","12972.0","","","","","","","","","","","",""
"40488.0","44.0","40481.0","16249.0","","","","","","","","","","","",""
"40495.0","45.0","40488.0","13564.0","","","","","","","","","","","",""
"40502.0","46.0","40495.0","14340.0","","","","","","","","","","","",""
"40509.0","47.0","40502.0","10169.0","","","","","","","","","","","",""
"40516.0","48.0","40509.0","25445.0","","","","","","","","","","","",""
"40523.0","49.0","40516.0","15494.0","","","","","","","","","","","",""
"40530.0","50.0","40523.0","15511.0","","","","","","","","","","","",""
"40537.0","51.0","40530.0","18503.0","","","","","","","","","","","",""
"40544.0","52.0","40537.0","18050.0","","","","","","","","","","","",""
"40551.0","1.0","40544.0","34923.0","","","","","","","","","","","",""
"40558.0","2.0","40551.0","18791.0","","","","","","","","","","","",""
"40565.0","3.0","40558.0","24839.0","","","","","","","","","","","",""
"40572.0","4.0","40565.0","13298.0","","","","","","","","","","","",""
"40579.0","5.0","40572.0","14520.0","","","","","","","","","","","",""
"40586.0","6.0","40579.0","13750.0","","","","","","","","","","","",""
"40593.0","7.0","40586.0","12915.0","","","","","","","","","","","",""
"40600.0","8.0","40593.0","11877.0","","","","","","","","","","","",""
"40607.0","9.0","40600.0","12507.0","","","","","","","","","","","",""
"40614.0","10.0","40607.0","13437.0","","","","","","","","","","","",""
"40621.0","11.0","40614.0","14411.0","","","","","","","","","","","",""
"40628.0","12.0","40621.0","11274.0","","","","","","","","","","","",""
"40635.0","13.0","40628.0","11102.0","","","","","","","","","","","",""
"40642.0","14.0","40635.0","17143.0","","","","","","","","","","","",""
"40649.0","15.0","40642.0","11272.0","","","","","","","","","","","",""
"40656.0","16.0","40649.0","9610.0","","","","","","","","","","","",""
"40663.0","17.0","40656.0","12359.0","","","","","","","","","","","",""
"40670.0","18.0","40663.0","13551.0","","","","","","","","","","","",""
"40677.0","19.0","40670.0","11721.0","","","","","","","","","","","",""
"40684.0","20.0","40677.0","12342.0","","","","","","","","","","","",""
"40691.0","21.0","40684.0","11799.0","","","","","","","","","","","",""
"40698.0","22.0","40691.0","10683.0","","","","","","","","","","","",""
"40705.0","23.0","40698.0","11873.0","","","","","","","","","","","",""
"40712.0","24.0","40705.0","12340.0","","","","","","","","","","","",""
"40719.0","25.0","40712.0","11024.0","","","","","","","","","","","",""
"40726.0","26.0","40719.0","12256.0","","","","","","","","","","","",""
"40733.0","27.0","40726.0","13156.0","","","","","","","","","","","",""
"40740.0","28.0","40733.0","18911.0","","","","","","","","","","","",""
"40747.0","29.0","40740.0","11400.0","","","","","","","","","","","",""
"40754.0","30.0","40747.0","9992.0","","","","","","","","","","","",""
"40761.0","31.0","40754.0","11168.0","","","","","","","","","","","",""
"40768.0","32.0","40761.0","10893.0","","","","","","","","","","","",""
"40775.0","33.0","40768.0","11072.0","","","","","","","","","","","",""
"40782.0","34.0","40775.0","9481.0","","","","","","","","","","","",""
"40789.0","35.0","40782.0","10931.0","","","","","","","","","","","",""
"40796.0","36.0","40789.0","12630.0","","","","","","","","","","","",""
"40803.0","37.0","40796.0","12233.0","","","","","","","","","","","",""
"40810.0","38.0","40803.0","10348.0","","","","","","","","","","","",""
"40817.0","39.0","40810.0","13702.0","","","","","","","","","","","",""
"40824.0","40.0","40817.0","12846.0","","","","","","","","","","","",""
"40831.0","41.0","40824.0","12185.0","","","","","","","","","","","",""
"40838.0","42.0","40831.0","13206.0","","","","","","","","","","","",""
"40845.0","43.0","40838.0","11547.0","","","","","","","","","","","",""
"40852.0","44.0","40845.0","12637.0","","","","","","","","","","","",""
"40859.0","45.0","40852.0","11352.0","","","","","","","","","","","",""
"40866.0","46.0","40859.0","12862.0","","","","","","","","","","","",""
"40873.0","47.0","40866.0","9377.0","","","","","","","","","","","",""
"40880.0","48.0","40873.0","24804.0","","","","","","","","","","","",""
"40887.0","49.0","40880.0","13553.0","","","","","","","","","","","",""
"40894.0","50.0","40887.0","12209.0","","","","","","","","","","","",""
"40901.0","51.0","40894.0","13249.0","","","","","","","","","","","",""
"40908.0","52.0","40901.0","20098.0","","","","","","","","","","","",""
"40915.0","53.0","40908.0","27963.0","","","","","","","","","","","",""
"40922.0","1.0","40915.0","18447.0","","","","","","","","","","","",""
"40929.0","2.0","40922.0","13572.0","","","","","","","","","","","",""
"40936.0","3.0","40929.0","12351.0","","","","","","","","","","","",""
"40943.0","4.0","40936.0","13562.0","","","","","","","","","","","",""
"40950.0","5.0","40943.0","11363.0","","","","","","","","","","","",""
"40957.0","6.0","40950.0","11648.0","","","","","","","","","","","",""
"40964.0","7.0","40957.0","11436.0","","","","","","","","","","","",""
"40971.0","8.0","40964.0","11749.0","","","","","","","","","","","",""
"40978.0","9.0","40971.0","12220.0","","","","","","","","","","","",""
"40985.0","10.0","40978.0","11551.0","","","","","","","","","","","",""
"40992.0","11.0","40985.0","9895.0","","","","","","","","","","","",""
"40999.0","12.0","40992.0","9817.0","","","","","","","","","","","",""
"41006.0","13.0","40999.0","10189.0","","","","","","","","","","","",""
"41013.0","14.0","41006.0","12112.0","","","","","","","","","","","",""
"41020.0","15.0","41013.0","11074.0","","","","","","","","","","","",""
"41027.0","16.0","41020.0","9504.0","","","","","","","","","","","",""
"41034.0","17.0","41027.0","9979.0","","","","","","","","","","","",""
"41041.0","18.0","41034.0","11935.0","","","","","","","","","","","",""
"41048.0","19.0","41041.0","12102.0","","","","","","","","","","","",""
"41055.0","20.0","41048.0","11731.0","","","","","","","","","","","",""
"41062.0","21.0","41055.0","9048.0","","","","","","","","","","","",""
"41069.0","22.0","41062.0","12196.0","","","","","","","","","","","",""
"41076.0","23.0","41069.0","11164.0","","","","","","","","","","","",""
"41083.0","24.0","41076.0","10791.0","","","","","","","","","","","",""
"41090.0","25.0","41083.0","10168.0","","","","","","","","","","","",""
"41097.0","26.0","41090.0","11890.0","","","","","","","","","","","",""
"41104.0","27.0","41097.0","23838.0","","","","","","","","","","","",""
"41111.0","28.0","41104.0","11390.0","","","","","","","","","","","",""
"41118.0","29.0","41111.0","10208.0","","","","","","","","","","","",""
"41125.0","30.0","41118.0","10848.0","","","","","","","","","","","",""
"41132.0","31.0","41125.0","10977.0","","","","","","","","","","","",""
"41139.0","32.0","41132.0","11114.0","","","","","","","","","","","",""
"41146.0","33.0","41139.0","12351.0","","","","","","","","","","","",""
"41153.0","34.0","41146.0","10785.0","","","","","","","","","","","",""
"41160.0","35.0","41153.0","10245.0","","","","","","","","","","","",""
"41167.0","36.0","41160.0","11321.0","","","","","","","","","","","",""
"41174.0","37.0","41167.0","9123.0","","","","","","","","","","","",""
"41181.0","38.0","41174.0","10340.0","","","","","","","","","","","",""
"41188.0","39.0","41181.0","11405.0","","","","","","","","","","","",""
"41195.0","40.0","41188.0","12266.0","","","","","","","","","","","",""
"41202.0","41.0","41195.0","14666.0","","","","","","","","","","","",""
"41209.0","42.0","41202.0","10884.0","","","","","","","","","","","",""
"41216.0","43.0","41209.0","12609.0","","","","","","","","","","","",""
"41223.0","44.0","41216.0","13441.0","","","","","","","","","","","",""
"41230.0","45.0","41223.0","11590.0","","","","","","","","","","","",""
"41237.0","46.0","41230.0","8981.0","","","","","","","","","","","",""
"41244.0","47.0","41237.0","22174.0","","","","","","","","","","","",""
"41251.0","48.0","41244.0","13610.0","","","","","","","","","","","",""
"41258.0","49.0","41251.0","11673.0","","","","","","","","","","","",""
"41265.0","50.0","41258.0","13067.0","","","","","","","","","","","",""
"41272.0","51.0","41265.0","15367.0","","","","","","","","","","","",""
"41279.0","52.0","41272.0","28973.0","","","","","","","","","","","",""
"41286.0","1.0","41279.0","23432.0","","","","","","","","","","","",""
"41293.0","2.0","41286.0","14145.0","","","","","","","","","","","",""
"41300.0","3.0","41293.0","16175.0","","","","","","","","","","","",""
