"Report date","Week #","Week ","MO","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"43561.0","13.0","43554.0","2639.0","","","","","","","","","","","",""
"43568.0","14.0","43561.0","2824.0","","","","","","","","","","","",""
"43575.0","15.0","43568.0","2381.0","","","","","","","","","","","",""
"43582.0","16.0","43575.0","2397.0","","","","","","","","","","","",""
"43589.0","17.0","43582.0","3188.0","","","","","","","","","","","",""
"43596.0","18.0","43589.0","2984.0","","","","","","","","","","","",""
"43603.0","19.0","43596.0","3304.0","","","","","","","","","","","",""
"43610.0","20.0","43603.0","4350.0","","","","","","","","","","","",""
"43617.0","21.0","43610.0","4651.0","","","","","","","","","","","",""
"43624.0","22.0","43617.0","4329.0","","","","","","","","","","","",""
"43631.0","23.0","43624.0","3311.0","","","","","","","","","","","",""
"43638.0","24.0","43631.0","3223.0","","","","","","","","","","","",""
"43645.0","25.0","43638.0","4043.0","","","","","","","","","","","",""
"43652.0","26.0","43645.0","5024.0","","","","","","","","","","","",""
"43659.0","27.0","43652.0","4522.0","","","","","","","","","","","",""
"43666.0","28.0","43659.0","3048.0","","","","","","","","","","","",""
"43673.0","29.0","43666.0","2726.0","","","","","","","","","","","",""
"43680.0","30.0","43673.0","2803.0","","","","","","","","","","","",""
"43687.0","31.0","43680.0","2656.0","","","","","","","","","","","",""
"43694.0","32.0","43687.0","2611.0","","","","","","","","","","","",""
"43701.0","33.0","43694.0","2623.0","","","","","","","","","","","",""
"43708.0","34.0","43701.0","2479.0","","","","","","","","","","","",""
"43715.0","35.0","43708.0","2116.0","","","","","","","","","","","",""
"43722.0","36.0","43715.0","2422.0","","","","","","","","","","","",""
"43729.0","37.0","43722.0","3646.0","","","","","","","","","","","",""
"43736.0","38.0","43729.0","3203.0","","","","","","","","","","","",""
"43743.0","39.0","43736.0","3427.0","","","","","","","","","","","",""
"43750.0","40.0","43743.0","3240.0","","","","","","","","","","","",""
"43757.0","41.0","43750.0","2698.0","","","","","","","","","","","",""
"43764.0","42.0","43757.0","2761.0","","","","","","","","","","","",""
"43771.0","43.0","43764.0","3056.0","","","","","","","","","","","",""
"43778.0","44.0","43771.0","3424.0","","","","","","","","","","","",""
"43785.0","45.0","43778.0","3888.0","","","","","","","","","","","",""
"43792.0","46.0","43785.0","3986.0","","","","","","","","","","","",""
"43799.0","47.0","43792.0","2878.0","","","","","","","","","","","",""
"43806.0","48.0","43799.0","4622.0","","","","","","","","","","","",""
"43813.0","49.0","43806.0","3900.0","","","","","","","","","","","",""
"43820.0","50.0","43813.0","7146.0","","","","","","","","","","","",""
"43827.0","51.0","43820.0","7177.0","","","","","","","","","","","",""
"43834.0","52.0","43827.0","7474.0","","","","","","","","","","","",""
"43841.0","1.0","43834.0","10913.0","","","","","","","","","","","",""
"43848.0","2.0","43841.0","4938.0","","","","","","","","","","","",""
"43855.0","3.0","43848.0","5474.0","","","","","","","","","","","",""
"43862.0","4.0","43855.0","4801.0","","","","","","","","","","","",""
"43869.0","5.0","43862.0","3670.0","","","","","","","","","","","",""
"43876.0","6.0","43869.0","3363.0","","","","","","","","","","","",""
"43883.0","7.0","43876.0","3063.0","","","","","","","","","","","",""
"43890.0","8.0","43883.0","2732.0","","","","","","","","","","","",""
"43897.0","9.0","43890.0","2994.0","","","","","","","","","","","",""
"43904.0","10.0","43897.0","4016.0","","","","","","","","","","","",""
"43911.0","11.0","43904.0","42246.0","","","","","","","","","","","",""
"43918.0","12.0","43911.0","104291.0","","","","","","","","","","","",""
"43925.0","13.0","43918.0","91458.0","","","","","","","","","","","",""
"43932.0","14.0","43925.0","102126.0","","","","","","","","","","","",""
"43939.0","15.0","43932.0","59602.0","","","","","","","","","","","",""
"43946.0","16.0","43939.0","55299.0","","","","","","","","","","","",""
"43953.0","17.0","43946.0","52527.0","","","","","","","","","","","",""
"43960.0","18.0","43953.0","31145.0","","","","","","","","","","","",""
"43967.0","19.0","43960.0","28244.0","","","","","","","","","","","",""
"43974.0","20.0","43967.0","27436.0","","","","","","","","","","","",""
"43981.0","21.0","43974.0","20650.0","","","","","","","","","","","",""
"43988.0","22.0","43981.0","19907.0","","","","","","","","","","","",""
"43995.0","23.0","43988.0","18912.0","","","","","","","","","","","",""
"44002.0","24.0","43995.0","17358.0","","","","","","","","","","","",""
"44009.0","25.0","44002.0","20008.0","","","","","","","","","","","",""
"44016.0","26.0","44009.0","17685.0","","","","","","","","","","","",""
"44023.0","27.0","44016.0","16883.0","","","","","","","","","","","",""
"44030.0","28.0","44023.0","12332.0","","","","","","","","","","","",""
"44037.0","29.0","44030.0","14938.0","","","","","","","","","","","",""
"44044.0","30.0","44037.0","10900.0","","","","","","","","","","","",""
"44051.0","31.0","44044.0","9015.0","","","","","","","","","","","",""
"44058.0","32.0","44051.0","10654.0","","","","","","","","","","","",""
"44065.0","33.0","44058.0","9283.0","","","","","","","","","","","",""
"44072.0","34.0","44065.0","10509.0","","","","","","","","","","","",""
"44079.0","35.0","44072.0","10891.0","","","","","","","","","","","",""
"44086.0","36.0","44079.0","8936.0","","","","","","","","","","","",""
"44093.0","37.0","44086.0","8153.0","","","","","","","","","","","",""
"44100.0","38.0","44093.0","7353.0","","","","","","","","","","","",""
"44107.0","39.0","44100.0","8945.0","","","","","","","","","","","",""
"44114.0","40.0","44107.0","9542.0","","","","","","","","","","","",""
