"Report date","Week #","Week ","CA","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35392.0","46.0","35385.0","82586.0","","","","","","","","","","","",""
"35399.0","47.0","35392.0","47726.0","","","","","","","","","","","",""
"35406.0","48.0","35399.0","75557.0","","","","","","","","","","","",""
"35413.0","49.0","35406.0","75953.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","65273.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","63329.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","69504.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","75957.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","74541.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","65490.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","76575.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","82154.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","60208.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","61853.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","62571.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","63405.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","57514.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","57420.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","55525.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","59131.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","55856.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","54775.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","52573.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","57063.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","57251.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","53924.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","53672.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","48533.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","60923.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","58939.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","61496.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","61470.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","58437.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","60357.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","56233.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","52331.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","56968.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","59982.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","54994.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","51142.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","51232.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","47646.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","53027.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","55178.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","57656.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","61057.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","61004.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","56696.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","58726.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","61238.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","69818.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","68715.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","66196.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","63565.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","69482.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","59282.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","60532.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","51205.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","47257.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","67168.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","67491.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","54169.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","64991.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","86637.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","67882.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","62915.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","62904.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","62061.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","56415.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","55107.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","56939.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","63138.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","55955.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","53310.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","48798.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","53745.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","60128.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","55577.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","50545.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","47340.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","53533.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","51510.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","52334.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","52236.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","52966.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","51847.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","45429.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","52767.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","49279.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","52629.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","44138.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","44005.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","41933.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","44711.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","38698.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","44204.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","44375.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","48016.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","50857.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","47535.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","51958.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","56670.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","67334.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","60168.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","60828.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","46031.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","72262.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","53605.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","54161.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","51251.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","47297.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","64586.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","55555.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","55562.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","59706.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","71243.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","66883.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","55506.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","54382.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","54951.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","52180.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","51752.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","50253.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","51064.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","54223.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","49472.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","45355.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","47684.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","55994.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","46135.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","45505.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","44690.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","43267.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","47053.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","50175.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","49358.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","52806.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","46713.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","47254.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","43506.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","45964.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","49209.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","43650.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","42703.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","40713.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","43267.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","38908.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","43688.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","43143.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","44202.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","48417.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","42281.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","49795.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","48259.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","61227.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","58649.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","62954.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","40491.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","60281.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","49256.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","48858.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","48829.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","37401.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","59000.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","50928.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","51002.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","52703.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","64057.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","58108.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","56794.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","51206.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","54070.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","51087.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","45882.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","44001.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","42822.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","43672.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","40512.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","44142.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","39575.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","48687.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","45981.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","42299.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","40969.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","40439.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","45417.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","48443.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","49187.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","47794.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","43839.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","44895.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","42199.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","41015.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","47559.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","44693.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","39700.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","39047.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","38980.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","37458.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","40042.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","40561.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","42686.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","47599.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","44254.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","46892.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","46387.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","59070.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","47455.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","61022.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","42199.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","56285.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","48952.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","48427.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","50802.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","42608.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","45705.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","57555.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","41397.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","54944.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","60068.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","61532.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","52274.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","53428.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","56260.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","58428.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","51588.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","49170.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","49771.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","52779.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","51384.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","50354.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","48793.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","55732.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","55660.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","52091.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","49938.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","44045.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","51127.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","52389.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","54534.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","53971.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","49067.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","54885.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","52355.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","48862.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","54682.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","53561.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","48302.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","47763.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","48201.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","44692.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","45543.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","54880.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","59298.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","64455.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","57113.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","67494.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","63021.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","66971.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","67948.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","63328.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","48456.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","67736.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","60525.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","53310.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","48905.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","37038.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","58062.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","92102.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","80368.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","67553.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","69102.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","67208.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","58391.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","55410.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","58635.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","59396.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","54717.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","59198.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","60357.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","55570.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","64771.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","66753.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","62617.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","59109.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","57358.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","52851.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","55139.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","45631.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","53999.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","55334.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","58489.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","57535.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","55542.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","61432.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","58124.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","59345.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","52079.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","53475.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","51994.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","51740.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","50036.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","46377.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","51510.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","53329.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","52634.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","63396.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","62097.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","60837.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","60403.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","60838.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","68639.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","55348.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","72874.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","44069.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","64448.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","57622.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","65356.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","55815.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","53715.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","75711.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","74004.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","63008.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","63965.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","67585.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","57997.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","57840.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","63349.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","62999.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","57817.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","58432.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","56922.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","57149.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","66076.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","62244.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","59484.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","58469.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","58798.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","52411.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","52932.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","47269.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","57394.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","56674.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","60372.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","58343.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","60726.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","64046.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","56602.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","51814.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","51897.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","53499.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","44699.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","49556.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","50773.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","45857.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","51072.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","48788.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","46779.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","58249.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","58354.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","54622.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","68161.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","55349.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","64012.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","54235.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","61275.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","41646.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","58211.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","48567.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","45409.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","49190.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","43502.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","58359.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","58194.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","49731.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","57363.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","57797.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","44918.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","48756.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","58475.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","51112.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","48870.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","46038.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","44090.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","42177.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","54245.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","47526.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","47126.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","43533.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","45263.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","43540.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","42418.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","40887.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","43515.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","43020.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","49026.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","45294.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","47510.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","48174.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","45609.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","42842.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","41593.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","43464.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","39921.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","40049.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","37983.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","40811.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","35444.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","40027.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","39044.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","43109.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","46299.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","37885.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","49446.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","48952.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","52443.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","46177.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","51829.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","37344.0","","","","","","","","","","","",""
"38325.0","48.0","38318.0","51358.0","","","","","","","","","","","",""
"38332.0","49.0","38325.0","47257.0","","","","","","","","","","","",""
