"Report date","Week #","Week ","MS","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35420.0","50.0","35413.0","5841.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","5337.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","4724.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","9729.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","4739.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","3111.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","3636.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","3588.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","3142.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","2703.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","3194.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","2647.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","2596.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","2968.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","2209.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","3190.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","2980.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","2342.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","2897.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","3342.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","2459.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","3696.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","3747.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","3682.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","4109.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","3078.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","3411.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","3763.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","3226.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","5550.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","3993.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","3032.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","2779.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","2863.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","2677.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","2577.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","2314.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","2310.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","2456.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","1827.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","2251.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","2381.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","2614.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","2023.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","2497.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","2521.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","2972.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","2886.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","3077.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","2374.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","5425.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","3842.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","3440.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","3898.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","4902.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","9056.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","4003.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","2850.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","3040.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","3831.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","2506.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","2379.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","2731.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","2653.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","3107.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","2829.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","2607.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","2885.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","2764.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","2920.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","1984.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","2349.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","2480.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","3135.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","3949.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","3083.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","3324.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","2790.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","1566.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","4048.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","3541.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","3717.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","4536.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","3342.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","2592.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","2411.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","2492.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","2353.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","2148.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","2400.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","2229.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","2517.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","2125.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","3106.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","5581.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","5109.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","8064.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","2953.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","3510.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","2895.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","3908.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","2511.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","5114.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","3259.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","3314.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","2694.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","4841.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","9520.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","4149.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","2841.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","2975.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","3059.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","2720.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","2602.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","2571.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","2491.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","2637.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","2901.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","2508.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","2213.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","3115.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","2209.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","2782.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","2568.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","2824.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","2810.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","4417.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","5745.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","3901.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","2686.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","2826.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","2442.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","2977.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","4023.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","3307.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","2697.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","2244.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","2607.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","2607.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","2232.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","2536.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","2117.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","1818.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","2186.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","1948.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","2139.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","2578.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","2259.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","2372.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","2501.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","2921.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","2380.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","2844.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","2136.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","4587.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","3834.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","4264.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","3739.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","3528.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","5721.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","5138.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","3278.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","2816.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","2754.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","2260.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","2133.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","2215.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","2589.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","2344.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","2335.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","2134.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","2174.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","3152.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","2208.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","2007.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","2041.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","2197.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","2469.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","4178.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","3814.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","3288.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","3088.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","2793.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","2731.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","2710.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","3421.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","3698.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","3426.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","2407.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","2649.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","3095.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","2795.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","2822.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","2556.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","2402.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","3190.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","2491.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","2204.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","3020.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","2915.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","2912.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","3221.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","3485.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","4355.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","4224.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","3624.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","5119.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","4201.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","3699.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","4905.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","3972.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","5483.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","5923.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","3927.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","5263.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","3739.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","3299.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","3185.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","3022.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","3280.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","3345.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","3821.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","4762.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","2686.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","3512.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","3204.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","3814.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","2981.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","2975.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","4255.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","4753.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","5546.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","5317.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","4960.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","3591.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","2988.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","3262.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","5643.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","5534.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","3588.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","3055.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","3111.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","2868.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","3096.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","2737.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","2552.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","2587.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","3686.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","3333.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","3238.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","4796.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","3889.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","3595.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","4189.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","4229.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","4095.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","3791.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","3360.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","7570.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","4201.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","4057.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","4861.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","4679.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","5978.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","6323.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","3354.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","3044.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","3416.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","3307.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","2600.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","2610.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","2470.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","2808.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","3486.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","4209.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","6140.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","3966.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","3607.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","2946.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","3163.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","2976.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","3334.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","4050.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","4325.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","3998.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","3536.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","3140.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","2822.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","3372.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","3457.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","4602.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","3177.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","3152.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","2949.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","2047.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","2976.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","3087.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","2829.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","2752.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","3683.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","2553.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","2961.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","4188.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","3676.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","3869.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","3204.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","3694.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","4841.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","3707.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","4452.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","3068.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","6597.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","3742.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","4563.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","5204.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","5874.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","7443.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","3656.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","2621.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","2891.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","2915.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","2689.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","2609.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","3249.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","3824.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","4093.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","3151.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","2851.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","2988.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","3352.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","2842.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","3825.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","2873.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","3142.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","4561.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","4650.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","5219.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","4686.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","3064.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","3321.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","3257.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","4045.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","6576.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","3307.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","2761.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","2804.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","3421.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","2580.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","2770.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","2585.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","2585.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","2468.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","2684.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","2155.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","3094.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","3238.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","2539.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","3208.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","2831.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","3215.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","2742.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","3379.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","3022.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","5188.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","2959.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","3480.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","4135.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","4569.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","6374.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","3065.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","2229.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","2477.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","2459.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","2700.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","2179.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","2384.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","2533.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","2281.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","2424.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","2247.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","2106.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","2808.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","2369.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","2400.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","2241.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","3703.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","3584.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","4393.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","3968.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","3655.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","3135.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","3223.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","2930.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","3756.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","3639.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","5165.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","2968.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","2401.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","2838.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","2479.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","2613.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","2637.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","2426.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","2149.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","2344.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","2753.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","2252.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","3093.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","2605.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","2348.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","2394.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","3120.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","2304.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","2785.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","3271.0","","","","","","","","","","","",""
"38325.0","48.0","38318.0","4554.0","","","","","","","","","","","",""
"38332.0","49.0","38325.0","2648.0","","","","","","","","","","","",""
"38339.0","50.0","38332.0","3153.0","","","","","","","","","","","",""
"38346.0","51.0","38339.0","3294.0","","","","","","","","","","","",""
"38353.0","52.0","38346.0","3015.0","","","","","","","","","","","",""
"38360.0","1.0","38353.0","5020.0","","","","","","","","","","","",""
