"Report date","Week #","Week ","NH","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"34153.0","26.0","34146.0","882.0","","","","","","","","","","","",""
"34160.0","27.0","34153.0","1157.0","","","","","","","","","","","",""
"34167.0","28.0","34160.0","1084.0","","","","","","","","","","","",""
"34174.0","29.0","34167.0","1033.0","","","","","","","","","","","",""
"34181.0","30.0","34174.0","616.0","","","","","","","","","","","",""
"34188.0","31.0","34181.0","925.0","","","","","","","","","","","",""
"34195.0","32.0","34188.0","586.0","","","","","","","","","","","",""
"34202.0","33.0","34195.0","725.0","","","","","","","","","","","",""
"34209.0","34.0","34202.0","1039.0","","","","","","","","","","","",""
"34216.0","35.0","34209.0","1177.0","","","","","","","","","","","",""
"34223.0","36.0","34216.0","760.0","","","","","","","","","","","",""
"34230.0","37.0","34223.0","731.0","","","","","","","","","","","",""
"34237.0","38.0","34230.0","704.0","","","","","","","","","","","",""
"34244.0","39.0","34237.0","620.0","","","","","","","","","","","",""
"34251.0","40.0","34244.0","780.0","","","","","","","","","","","",""
"34258.0","41.0","34251.0","779.0","","","","","","","","","","","",""
"34265.0","42.0","34258.0","953.0","","","","","","","","","","","",""
"34272.0","43.0","34265.0","908.0","","","","","","","","","","","",""
"34279.0","44.0","34272.0","1048.0","","","","","","","","","","","",""
"34286.0","45.0","34279.0","739.0","","","","","","","","","","","",""
"34293.0","46.0","34286.0","895.0","","","","","","","","","","","",""
"34300.0","47.0","34293.0","741.0","","","","","","","","","","","",""
"34307.0","48.0","34300.0","990.0","","","","","","","","","","","",""
"34314.0","49.0","34307.0","1001.0","","","","","","","","","","","",""
"34321.0","50.0","34314.0","1008.0","","","","","","","","","","","",""
"34328.0","51.0","34321.0","1302.0","","","","","","","","","","","",""
"34335.0","52.0","34328.0","2545.0","","","","","","","","","","","",""
"34342.0","1.0","34335.0","1437.0","","","","","","","","","","","",""
"34349.0","2.0","34342.0","1372.0","","","","","","","","","","","",""
"34356.0","3.0","34349.0","903.0","","","","","","","","","","","",""
"34363.0","4.0","34356.0","872.0","","","","","","","","","","","",""
"34370.0","5.0","34363.0","1073.0","","","","","","","","","","","",""
"34377.0","6.0","34370.0","924.0","","","","","","","","","","","",""
"34384.0","7.0","34377.0","807.0","","","","","","","","","","","",""
"34391.0","8.0","34384.0","833.0","","","","","","","","","","","",""
"34398.0","9.0","34391.0","834.0","","","","","","","","","","","",""
"34405.0","10.0","34398.0","776.0","","","","","","","","","","","",""
"34412.0","11.0","34405.0","746.0","","","","","","","","","","","",""
"34419.0","12.0","34412.0","660.0","","","","","","","","","","","",""
"34426.0","13.0","34419.0","1885.0","","","","","","","","","","","",""
"34433.0","14.0","34426.0","1364.0","","","","","","","","","","","",""
"34440.0","15.0","34433.0","976.0","","","","","","","","","","","",""
"34447.0","16.0","34440.0","792.0","","","","","","","","","","","",""
"34454.0","17.0","34447.0","862.0","","","","","","","","","","","",""
"34461.0","18.0","34454.0","948.0","","","","","","","","","","","",""
"34468.0","19.0","34461.0","898.0","","","","","","","","","","","",""
"34475.0","20.0","34468.0","814.0","","","","","","","","","","","",""
"34482.0","21.0","34475.0","854.0","","","","","","","","","","","",""
"34489.0","22.0","34482.0","733.0","","","","","","","","","","","",""
"34496.0","23.0","34489.0","757.0","","","","","","","","","","","",""
"34503.0","24.0","34496.0","821.0","","","","","","","","","","","",""
"34510.0","25.0","34503.0","780.0","","","","","","","","","","","",""
"34517.0","26.0","34510.0","1294.0","","","","","","","","","","","",""
"34524.0","27.0","34517.0","1655.0","","","","","","","","","","","",""
"34531.0","28.0","34524.0","1322.0","","","","","","","","","","","",""
"34538.0","29.0","34531.0","942.0","","","","","","","","","","","",""
"34545.0","30.0","34538.0","802.0","","","","","","","","","","","",""
"34552.0","31.0","34545.0","794.0","","","","","","","","","","","",""
"34559.0","32.0","34552.0","710.0","","","","","","","","","","","",""
"34566.0","33.0","34559.0","671.0","","","","","","","","","","","",""
"34573.0","34.0","34566.0","641.0","","","","","","","","","","","",""
"34580.0","35.0","34573.0","621.0","","","","","","","","","","","",""
"34587.0","36.0","34580.0","620.0","","","","","","","","","","","",""
"34594.0","37.0","34587.0","646.0","","","","","","","","","","","",""
"34601.0","38.0","34594.0","636.0","","","","","","","","","","","",""
"34608.0","39.0","34601.0","562.0","","","","","","","","","","","",""
"34615.0","40.0","34608.0","727.0","","","","","","","","","","","",""
"34622.0","41.0","34615.0","661.0","","","","","","","","","","","",""
"34629.0","42.0","34622.0","826.0","","","","","","","","","","","",""
"34636.0","43.0","34629.0","796.0","","","","","","","","","","","",""
"34643.0","44.0","34636.0","845.0","","","","","","","","","","","",""
"34650.0","45.0","34643.0","717.0","","","","","","","","","","","",""
"34657.0","46.0","34650.0","785.0","","","","","","","","","","","",""
"34664.0","47.0","34657.0","691.0","","","","","","","","","","","",""
"34671.0","48.0","34664.0","846.0","","","","","","","","","","","",""
"34678.0","49.0","34671.0","870.0","","","","","","","","","","","",""
"34685.0","50.0","34678.0","871.0","","","","","","","","","","","",""
"34692.0","51.0","34685.0","1221.0","","","","","","","","","","","",""
"34699.0","52.0","34692.0","2381.0","","","","","","","","","","","",""
"34706.0","53.0","34699.0","1317.0","","","","","","","","","","","",""
"34713.0","1.0","34706.0","1300.0","","","","","","","","","","","",""
"34720.0","2.0","34713.0","1042.0","","","","","","","","","","","",""
"34727.0","3.0","34720.0","934.0","","","","","","","","","","","",""
"34734.0","4.0","34727.0","861.0","","","","","","","","","","","",""
"34741.0","5.0","34734.0","924.0","","","","","","","","","","","",""
"34748.0","6.0","34741.0","856.0","","","","","","","","","","","",""
"34755.0","7.0","34748.0","735.0","","","","","","","","","","","",""
"34762.0","8.0","34755.0","935.0","","","","","","","","","","","",""
"34769.0","9.0","34762.0","824.0","","","","","","","","","","","",""
"34776.0","10.0","34769.0","737.0","","","","","","","","","","","",""
"34783.0","11.0","34776.0","662.0","","","","","","","","","","","",""
"34790.0","12.0","34783.0","1905.0","","","","","","","","","","","",""
"34797.0","13.0","34790.0","1464.0","","","","","","","","","","","",""
"34804.0","14.0","34797.0","915.0","","","","","","","","","","","",""
"34811.0","15.0","34804.0","685.0","","","","","","","","","","","",""
"34818.0","16.0","34811.0","1127.0","","","","","","","","","","","",""
"34825.0","17.0","34818.0","721.0","","","","","","","","","","","",""
"34832.0","18.0","34825.0","727.0","","","","","","","","","","","",""
"34839.0","19.0","34832.0","689.0","","","","","","","","","","","",""
"34846.0","20.0","34839.0","604.0","","","","","","","","","","","",""
"34853.0","21.0","34846.0","661.0","","","","","","","","","","","",""
"34860.0","22.0","34853.0","739.0","","","","","","","","","","","",""
"34867.0","23.0","34860.0","745.0","","","","","","","","","","","",""
"34874.0","24.0","34867.0","996.0","","","","","","","","","","","",""
"34881.0","25.0","34874.0","962.0","","","","","","","","","","","",""
"34888.0","26.0","34881.0","1526.0","","","","","","","","","","","",""
"34895.0","27.0","34888.0","1256.0","","","","","","","","","","","",""
"34902.0","28.0","34895.0","896.0","","","","","","","","","","","",""
"34909.0","29.0","34902.0","842.0","","","","","","","","","","","",""
"34916.0","30.0","34909.0","697.0","","","","","","","","","","","",""
"34923.0","31.0","34916.0","606.0","","","","","","","","","","","",""
"34930.0","32.0","34923.0","598.0","","","","","","","","","","","",""
"34937.0","33.0","34930.0","561.0","","","","","","","","","","","",""
"34944.0","34.0","34937.0","527.0","","","","","","","","","","","",""
"34951.0","35.0","34944.0","585.0","","","","","","","","","","","",""
"34958.0","36.0","34951.0","621.0","","","","","","","","","","","",""
"34965.0","37.0","34958.0","530.0","","","","","","","","","","","",""
"34972.0","38.0","34965.0","524.0","","","","","","","","","","","",""
"34979.0","39.0","34972.0","666.0","","","","","","","","","","","",""
"34986.0","40.0","34979.0","609.0","","","","","","","","","","","",""
"34993.0","41.0","34986.0","781.0","","","","","","","","","","","",""
"35000.0","42.0","34993.0","755.0","","","","","","","","","","","",""
"35007.0","43.0","35000.0","863.0","","","","","","","","","","","",""
"35014.0","44.0","35007.0","668.0","","","","","","","","","","","",""
"35021.0","45.0","35014.0","1165.0","","","","","","","","","","","",""
"35028.0","46.0","35021.0","1055.0","","","","","","","","","","","",""
"35035.0","47.0","35028.0","906.0","","","","","","","","","","","",""
"35042.0","48.0","35035.0","911.0","","","","","","","","","","","",""
"35049.0","49.0","35042.0","988.0","","","","","","","","","","","",""
"35056.0","50.0","35049.0","1180.0","","","","","","","","","","","",""
"35063.0","51.0","35056.0","3101.0","","","","","","","","","","","",""
"35070.0","52.0","35063.0","1375.0","","","","","","","","","","","",""
"35077.0","1.0","35070.0","1379.0","","","","","","","","","","","",""
"35084.0","2.0","35077.0","971.0","","","","","","","","","","","",""
"35091.0","3.0","35084.0","1089.0","","","","","","","","","","","",""
"35098.0","4.0","35091.0","905.0","","","","","","","","","","","",""
"35105.0","5.0","35098.0","824.0","","","","","","","","","","","",""
"35112.0","6.0","35105.0","677.0","","","","","","","","","","","",""
"35119.0","7.0","35112.0","1543.0","","","","","","","","","","","",""
"35126.0","8.0","35119.0","1650.0","","","","","","","","","","","",""
"35133.0","9.0","35126.0","775.0","","","","","","","","","","","",""
"35140.0","10.0","35133.0","1064.0","","","","","","","","","","","",""
"35147.0","11.0","35140.0","980.0","","","","","","","","","","","",""
"35154.0","12.0","35147.0","588.0","","","","","","","","","","","",""
"35161.0","13.0","35154.0","1561.0","","","","","","","","","","","",""
"35168.0","14.0","35161.0","984.0","","","","","","","","","","","",""
"35175.0","15.0","35168.0","947.0","","","","","","","","","","","",""
"35182.0","16.0","35175.0","1152.0","","","","","","","","","","","",""
"35189.0","17.0","35182.0","768.0","","","","","","","","","","","",""
"35196.0","18.0","35189.0","772.0","","","","","","","","","","","",""
"35203.0","19.0","35196.0","577.0","","","","","","","","","","","",""
"35210.0","20.0","35203.0","577.0","","","","","","","","","","","",""
"35217.0","21.0","35210.0","628.0","","","","","","","","","","","",""
"35224.0","22.0","35217.0","738.0","","","","","","","","","","","",""
"35231.0","23.0","35224.0","587.0","","","","","","","","","","","",""
"35238.0","24.0","35231.0","720.0","","","","","","","","","","","",""
"35245.0","25.0","35238.0","995.0","","","","","","","","","","","",""
"35252.0","26.0","35245.0","1427.0","","","","","","","","","","","",""
"35259.0","27.0","35252.0","1295.0","","","","","","","","","","","",""
"35266.0","28.0","35259.0","874.0","","","","","","","","","","","",""
"35273.0","29.0","35266.0","659.0","","","","","","","","","","","",""
"35280.0","30.0","35273.0","640.0","","","","","","","","","","","",""
"35287.0","31.0","35280.0","618.0","","","","","","","","","","","",""
"35294.0","32.0","35287.0","597.0","","","","","","","","","","","",""
"35301.0","33.0","35294.0","520.0","","","","","","","","","","","",""
"35308.0","34.0","35301.0","493.0","","","","","","","","","","","",""
"35315.0","35.0","35308.0","561.0","","","","","","","","","","","",""
"35322.0","36.0","35315.0","514.0","","","","","","","","","","","",""
"35329.0","37.0","35322.0","481.0","","","","","","","","","","","",""
"35336.0","38.0","35329.0","512.0","","","","","","","","","","","",""
"35343.0","39.0","35336.0","540.0","","","","","","","","","","","",""
"35350.0","40.0","35343.0","582.0","","","","","","","","","","","",""
"35357.0","41.0","35350.0","813.0","","","","","","","","","","","",""
"35364.0","42.0","35357.0","751.0","","","","","","","","","","","",""
"35371.0","43.0","35364.0","715.0","","","","","","","","","","","",""
"35378.0","44.0","35371.0","669.0","","","","","","","","","","","",""
"35385.0","45.0","35378.0","465.0","","","","","","","","","","","",""
"35392.0","46.0","35385.0","604.0","","","","","","","","","","","",""
"35399.0","47.0","35392.0","631.0","","","","","","","","","","","",""
"35406.0","48.0","35399.0","801.0","","","","","","","","","","","",""
"35413.0","49.0","35406.0","704.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","848.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","2487.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","1349.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","1181.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","854.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","815.0","","","","","","","","","","","",""
