"Report date","Week #","Week ","NH","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35462.0","4.0","35455.0","742.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","789.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","668.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","639.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","938.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","715.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","576.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","581.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","553.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","1303.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","975.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","673.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","856.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","749.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","610.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","523.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","498.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","442.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","535.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","458.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","565.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","971.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","1357.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","1030.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","515.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","606.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","637.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","549.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","492.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","447.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","398.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","397.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","434.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","358.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","389.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","417.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","417.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","404.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","690.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","596.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","607.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","452.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","636.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","504.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","735.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","622.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","743.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","1584.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","1766.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","1229.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","685.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","667.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","841.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","757.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","588.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","458.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","861.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","535.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","494.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","474.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","451.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","951.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","663.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","552.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","538.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","730.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","568.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","443.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","460.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","383.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","462.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","631.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","928.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","974.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","812.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","1386.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","739.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","800.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","824.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","489.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","436.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","539.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","396.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","513.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","363.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","385.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","340.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","375.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","534.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","385.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","491.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","536.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","554.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","459.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","536.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","587.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","610.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","613.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","640.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","875.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","2452.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","1150.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","896.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","698.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","655.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","627.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","601.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","480.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","884.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","550.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","501.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","415.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","471.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","868.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","732.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","589.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","667.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","686.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","573.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","430.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","390.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","530.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","355.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","423.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","361.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","1233.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","706.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","1081.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","909.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","903.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","385.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","425.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","401.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","405.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","353.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","372.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","326.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","298.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","293.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","363.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","393.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","294.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","457.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","494.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","514.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","395.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","460.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","565.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","495.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","511.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","468.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","859.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","2370.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","890.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","693.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","748.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","519.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","564.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","427.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","440.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","460.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","685.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","358.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","463.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","429.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","683.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","721.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","482.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","376.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","739.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","401.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","342.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","320.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","352.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","283.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","455.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","355.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","695.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","461.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","1467.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","609.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","491.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","348.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","438.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","377.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","629.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","415.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","607.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","297.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","287.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","257.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","261.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","310.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","283.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","321.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","358.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","517.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","339.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","410.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","776.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","1072.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","499.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","567.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","923.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","2268.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","704.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","812.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","598.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","739.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","836.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","632.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","532.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","693.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","794.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","630.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","605.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","652.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","731.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","1275.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","1009.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","858.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","1731.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","828.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","683.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","707.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","1636.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","696.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","792.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","765.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","796.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","2071.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","3075.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","1399.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","872.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","1828.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","793.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","1081.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","941.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","1133.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","1768.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","1200.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","1222.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","942.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","838.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","1035.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","1112.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","1346.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","1146.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","1442.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","1160.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","1053.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","2615.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","1482.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","1450.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","1125.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","1261.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","4872.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","1701.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","1492.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","1374.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","1125.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","1154.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","1195.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","1091.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","854.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","1395.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","1013.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","881.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","1012.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","884.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","1456.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","1350.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","1212.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","1567.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","914.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","818.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","917.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","1093.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","794.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","903.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","903.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","1089.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","1794.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","2103.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","1384.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","1066.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","833.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","1212.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","801.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","785.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","857.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","978.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","1208.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","810.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","815.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","803.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","1039.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","864.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","867.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","1170.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","1324.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","1026.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","1027.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","1025.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","1245.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","1475.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","1205.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","1203.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","3535.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","1903.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","1714.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","1466.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","1321.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","1217.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","1121.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","1096.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","795.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","1248.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","1075.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","1176.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","1037.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","978.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","1138.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","1087.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","867.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","917.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","799.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","824.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","816.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","757.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","660.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","934.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","791.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","919.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","1461.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","1837.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","1499.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","849.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","787.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","854.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","829.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","685.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","789.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","783.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","1432.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","941.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","780.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","710.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","753.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","707.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","815.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","998.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","1003.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","1254.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","948.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","959.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","862.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","1147.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","1253.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","1262.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","1855.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","1661.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","1762.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","1462.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","1108.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","1127.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","1304.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","1176.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","833.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","1090.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","968.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","906.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","817.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","827.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","931.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","912.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","819.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","800.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","984.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","712.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","619.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","695.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","721.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","683.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","649.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","835.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","1326.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","1051.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","1432.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","928.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","681.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","718.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","767.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","691.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","705.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","605.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","589.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","661.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","685.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","607.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","625.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","797.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","744.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","860.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","803.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","1029.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","829.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","896.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","846.0","","","","","","","","","","","",""
"38325.0","48.0","38318.0","1168.0","","","","","","","","","","","",""
"38332.0","49.0","38325.0","1095.0","","","","","","","","","","","",""
"38339.0","50.0","38332.0","1120.0","","","","","","","","","","","",""
"38346.0","51.0","38339.0","1456.0","","","","","","","","","","","",""
"38353.0","52.0","38346.0","2390.0","","","","","","","","","","","",""
"38360.0","1.0","38353.0","1778.0","","","","","","","","","","","",""
"38367.0","2.0","38360.0","1250.0","","","","","","","","","","","",""
"38374.0","3.0","38367.0","1162.0","","","","","","","","","","","",""
"38381.0","4.0","38374.0","1068.0","","","","","","","","","","","",""
"38388.0","5.0","38381.0","987.0","","","","","","","","","","","",""
"38395.0","6.0","38388.0","890.0","","","","","","","","","","","",""
"38402.0","7.0","38395.0","852.0","","","","","","","","","","","",""
"38409.0","8.0","38402.0","939.0","","","","","","","","","","","",""
"38416.0","9.0","38409.0","1209.0","","","","","","","","","","","",""
"38423.0","10.0","38416.0","812.0","","","","","","","","","","","",""
"38430.0","11.0","38423.0","772.0","","","","","","","","","","","",""
"38437.0","12.0","38430.0","784.0","","","","","","","","","","","",""
"38444.0","13.0","38437.0","731.0","","","","","","","","","","","",""
"38451.0","14.0","38444.0","977.0","","","","","","","","","","","",""
"38458.0","15.0","38451.0","756.0","","","","","","","","","","","",""
"38465.0","16.0","38458.0","743.0","","","","","","","","","","","",""
"38472.0","17.0","38465.0","1244.0","","","","","","","","","","","",""
