"Report date","Week #","Week ","US","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35371.0","43.0","35364.0","316878.0","","","","","","","","","","","",""
"35378.0","44.0","35371.0","336673.0","","","","","","","","","","","",""
"35385.0","45.0","35378.0","327119.0","","","","","","","","","","","",""
"35392.0","46.0","35385.0","379546.0","","","","","","","","","","","",""
"35399.0","47.0","35392.0","324101.0","","","","","","","","","","","",""
"35406.0","48.0","35399.0","440270.0","","","","","","","","","","","",""
"35413.0","49.0","35406.0","400575.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","424893.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","515275.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","536961.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","648477.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","507838.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","380159.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","374249.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","365378.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","316056.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","305223.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","312415.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","309765.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","292435.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","287481.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","265498.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","307113.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","322775.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","281290.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","291624.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","290953.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","273626.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","261860.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","260165.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","244451.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","304476.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","297941.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","286354.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","293672.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","366825.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","426842.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","333420.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","278309.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","268802.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","283184.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","267644.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","249999.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","245434.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","220964.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","248361.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","241160.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","232627.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","256143.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","279928.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","251102.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","267779.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","288183.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","318222.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","308432.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","337624.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","307129.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","398433.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","370223.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","364284.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","441220.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","475689.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","676337.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","506949.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","349611.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","352540.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","362715.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","323851.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","309233.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","309192.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","300614.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","294042.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","289707.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","269392.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","283947.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","289347.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","282692.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","273414.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","256714.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","265723.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","257806.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","254744.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","244910.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","284033.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","287365.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","318393.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","344486.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","373913.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","423202.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","358830.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","310828.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","273604.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","274516.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","241510.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","233836.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","228927.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","251612.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","213436.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","233095.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","219416.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","241363.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","288315.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","245325.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","266024.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","275018.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","326072.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","310742.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","334491.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","292031.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","417290.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","351884.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","340825.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","437988.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","504907.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","709056.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","509503.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","360232.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","344651.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","340379.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","316520.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","282485.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","294075.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","293385.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","286010.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","271678.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","257361.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","260507.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","322001.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","281473.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","260564.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","247950.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","270569.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","247653.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","246537.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","256667.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","252417.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","262482.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","264138.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","266302.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","299049.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","357749.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","363614.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","289405.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","251200.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","254774.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","231979.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","222144.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","214720.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","231629.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","200729.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","215288.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","227831.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","242060.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","272819.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","230913.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","247644.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","252475.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","292339.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","259346.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","306677.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","264963.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","374027.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","314808.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","326582.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","373522.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","435462.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","603020.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","437654.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","324141.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","328229.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","360680.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","307890.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","277199.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","255564.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","279125.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","251603.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","238743.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","236816.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","226039.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","268834.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","233023.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","238139.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","245129.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","255206.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","228471.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","231121.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","236191.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","238970.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","262693.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","261433.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","269315.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","277095.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","358455.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","372161.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","292604.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","250555.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","262058.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","257575.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","248104.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","234447.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","239183.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","225564.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","241637.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","218132.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","222048.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","289102.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","250074.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","259614.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","265564.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","338888.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","290941.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","372210.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","317912.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","443318.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","386485.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","399484.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","477660.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","565270.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","554397.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","594072.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","392967.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","438867.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","417123.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","390746.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","341585.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","353677.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","375404.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","373700.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","348104.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","331726.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","324255.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","393070.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","344843.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","365676.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","348408.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","332452.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","327902.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","335127.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","340302.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","331915.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","391660.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","350582.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","347638.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","371326.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","522566.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","518122.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","401562.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","331069.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","336096.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","328092.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","312947.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","304116.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","314731.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","305969.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","313257.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","348997.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","396280.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","436400.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","422356.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","424096.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","432047.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","439522.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","452334.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","416628.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","436475.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","601259.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","487983.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","437664.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","525797.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","643929.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","634481.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","794676.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","553504.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","427029.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","440819.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","433581.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","372372.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","363927.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","381153.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","382975.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","348690.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","363497.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","383356.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","425941.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","421670.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","380204.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","361736.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","356379.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","352562.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","342929.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","340709.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","304322.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","372626.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","351431.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","354510.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","354346.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","453187.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","501129.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","390441.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","335067.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","322158.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","328651.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","309761.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","310624.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","307025.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","315140.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","333908.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","313723.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","315655.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","361688.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","381323.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","346227.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","372079.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","394128.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","423952.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","370347.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","433825.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","383109.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","544491.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","482911.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","480466.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","617662.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","617242.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","719916.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","538620.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","430991.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","444857.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","434452.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","394164.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","384122.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","425853.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","410894.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","386541.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","358383.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","368244.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","390328.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","430554.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","395723.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","397919.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","373666.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","360534.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","359077.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","355864.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","348567.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","416301.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","379817.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","373008.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","390911.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","479410.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","547456.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","425330.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","345891.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","330620.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","344233.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","308585.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","309856.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","315917.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","319568.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","325339.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","298250.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","301867.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","334836.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","365142.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","325778.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","349384.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","342535.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","394273.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","345456.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","395164.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","355517.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","483298.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","409966.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","421615.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","513757.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","550284.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","674922.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","486757.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","378746.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","402697.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","429458.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","338428.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","325387.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","339240.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","335887.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","309274.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","301828.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","294240.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","301018.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","347374.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","331483.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","311076.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","280178.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","289784.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","293906.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","290679.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","300439.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","303558.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","310815.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","319062.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","315762.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","346318.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","440197.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","390702.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","310315.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","280039.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","287929.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","259747.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","271227.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","273159.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","272237.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","248001.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","274605.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","277145.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","275382.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","334532.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","277089.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","314497.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","302569.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","349080.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","309307.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","353457.0","","","","","","","","","","","",""
