"Report date","Week #","Week ","US","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"33194.0","45.0","33187.0","428868.0","","Week 45","","","445992.0","","","45.0","","","16913332.0",""
"33201.0","46.0","33194.0","420042.0","","Week 46","","","462716.0","","","46.0","","","17376048.0",""
"33208.0","47.0","33201.0","564007.0","","Week 47","","","537049.0","","","47.0","","","17913097.0",""
"33215.0","48.0","33208.0","570306.0","","Week 48","","","510008.0","","","48.0","","","18423105.0",""
"33222.0","49.0","33215.0","519494.0","","Week 49","","","606046.0","","","49.0","","","19029151.0",""
"33229.0","50.0","33222.0","632124.0","","Week 50","","","534565.0","","","50.0","","","19563716.0",""
"33236.0","51.0","33229.0","644822.0","","Week 51","","","756486.0","","","51.0","","","20320202.0",""
"33243.0","52.0","33236.0","648356.0","","Week 52","","","626626.0","","","52.0","","","20946828.0",""
"33250.0","1.0","33243.0","868967.0","","Week 53","","","716166.0","","","53.0","","","21662994.0",""
"33257.0","2.0","33250.0","684726.0","","Week 54","","","715200.0","","","54.0","","","22378194.0",""
"33264.0","3.0","33257.0","506938.0","","Week 55","","","730206.0","","","55.0","","","23108400.0",""
"33271.0","4.0","33264.0","557728.0","","Week 56","","","952916.0","","","56.0","","","24061316.0",""
"33278.0","5.0","33271.0","569740.0","","Week 57","","","758837.0","","","57.0","","","24820153.0",""
"33285.0","6.0","33278.0","493019.0","","Week 58","","","614706.0","","","58.0","","","25434859.0",""
"33292.0","7.0","33285.0","488576.0","","Week 59","","","676100.0","","","59.0","","","26110959.0",""
"33299.0","8.0","33292.0","499318.0","","Week 60","","","704106.0","","","60.0","","","26815065.0",""
"33306.0","9.0","33299.0","509755.0","","Week 61","","","615038.0","","","61.0","","","27430103.0",""
"33313.0","10.0","33306.0","465813.0","","Week 62","","","601381.0","","","62.0","","","28031484.0",""
"33320.0","11.0","33313.0","474379.0","","Week 63","","","641631.0","","","63.0","","","28673115.0",""
"33327.0","12.0","33320.0","409710.0","","Week 64","","","648113.0","","","64.0","","","29321228.0",""
"33334.0","13.0","33327.0","443062.0","","Week 65","","","596919.0","","","65.0","","","29918147.0",""
"33341.0","14.0","33334.0","453571.0","","Week 66","","","586149.0","","","66.0","","","30504296.0",""
"33348.0","15.0","33341.0","430103.0","","Week 67","","","595836.0","","","67.0","","","31100132.0",""
"33355.0","16.0","33348.0","380379.0","","Week 68","","","618876.0","","","68.0","","","31719008.0",""
"33362.0","17.0","33355.0","379651.0","","Week 69","","","608531.0","","","69.0","","","32327539.0",""
"33369.0","18.0","33362.0","377535.0","","Week 70","","","594348.0","","","70.0","","","32921887.0",""
"33376.0","19.0","33369.0","362095.0","","Week 71","","","578048.0","","","71.0","","","33499935.0",""
"33383.0","20.0","33376.0","360582.0","","Week 72","","","532518.0","","","72.0","","","34032453.0",""
"33390.0","21.0","33383.0","316908.0","","Week 73","","","565961.0","","","73.0","","","34598414.0",""
"33397.0","22.0","33390.0","392864.0","","Week 74","","","536750.0","","","74.0","","","35135164.0",""
"33404.0","23.0","33397.0","364775.0","","Week 75","","","533933.0","","","75.0","","","35669097.0",""
"33411.0","24.0","33404.0","366825.0","","Week 76","","","496101.0","","","76.0","","","36165198.0",""
"33418.0","25.0","33411.0","365688.0","","Week 77","","","577925.0","","","77.0","","","36743123.0",""
"33425.0","26.0","33418.0","422482.0","","Week 78","","","556760.0","","","78.0","","","37299883.0",""
"33432.0","27.0","33425.0","512417.0","","Week 79","","","568174.0","","","79.0","","","37868057.0",""
"33439.0","28.0","33432.0","450232.0","","Week 80","","","559757.0","","","80.0","","","38427814.0",""
"33446.0","29.0","33439.0","403775.0","","Week 81","","","582369.0","","","81.0","","","39010183.0",""
"33453.0","30.0","33446.0","391889.0","","","","","","","","","","","",""
"33460.0","31.0","33453.0","380810.0","","","","","","","","","","","",""
"33467.0","32.0","33460.0","340106.0","","","","","","","","","","","",""
"33474.0","33.0","33467.0","324816.0","","","","","","","","","","","",""
"33481.0","34.0","33474.0","323640.0","","","","","","","","","","","",""
"33488.0","35.0","33481.0","298616.0","","","","","","","","","","","",""
"33495.0","36.0","33488.0","338452.0","","","","","","","","","","","",""
"33502.0","37.0","33495.0","328599.0","","","","","","","","","","","",""
"33509.0","38.0","33502.0","330107.0","","","","","","","","","","","",""
"33516.0","39.0","33509.0","362565.0","","","","","","","","","","","",""
"33523.0","40.0","33516.0","383230.0","","","","","","","","","","","",""
"33530.0","41.0","33523.0","340187.0","","","","","","","","","","","",""
"33537.0","42.0","33530.0","375305.0","","","","","","","","","","","",""
"33544.0","43.0","33537.0","423396.0","","","","","","","","","","","",""
"33551.0","44.0","33544.0","469410.0","","","","","","","","","","","",""
"33558.0","45.0","33551.0","414657.0","","","","","","","","","","","",""
"33565.0","46.0","33558.0","499060.0","","","","","","","","","","","",""
"33572.0","47.0","33565.0","430106.0","","","","","","","","","","","",""
"33579.0","48.0","33572.0","605634.0","","","","","","","","","","","",""
"33586.0","49.0","33579.0","548394.0","","","","","","","","","","","",""
"33593.0","50.0","33586.0","547813.0","","","","","","","","","","","",""
"33600.0","51.0","33593.0","618357.0","","","","","","","","","","","",""
"33607.0","52.0","33600.0","646384.0","","","","","","","","","","","",""
"33614.0","1.0","33607.0","877771.0","","","","","","","","","","","",""
"33621.0","2.0","33614.0","682281.0","","","","","","","","","","","",""
"33628.0","3.0","33621.0","498684.0","","","","","","","","","","","",""
"33635.0","4.0","33628.0","502586.0","","","","","","","","","","","",""
"33642.0","5.0","33635.0","531633.0","","","","","","","","","","","",""
"33649.0","6.0","33642.0","465435.0","","","","","","","","","","","",""
"33656.0","7.0","33649.0","425573.0","","","","","","","","","","","",""
"33663.0","8.0","33656.0","450084.0","","","","","","","","","","","",""
"33670.0","9.0","33663.0","429926.0","","","","","","","","","","","",""
"33677.0","10.0","33670.0","413846.0","","","","","","","","","","","",""
"33684.0","11.0","33677.0","408725.0","","","","","","","","","","","",""
"33691.0","12.0","33684.0","367120.0","","","","","","","","","","","",""
"33698.0","13.0","33691.0","388692.0","","","","","","","","","","","",""
"33705.0","14.0","33698.0","407536.0","","","","","","","","","","","",""
"33712.0","15.0","33705.0","362795.0","","","","","","","","","","","",""
"33719.0","16.0","33712.0","361072.0","","","","","","","","","","","",""
"33726.0","17.0","33719.0","359070.0","","","","","","","","","","","",""
"33733.0","18.0","33726.0","360379.0","","","","","","","","","","","",""
"33740.0","19.0","33733.0","336518.0","","","","","","","","","","","",""
"33747.0","20.0","33740.0","338820.0","","","","","","","","","","","",""
"33754.0","21.0","33747.0","301121.0","","","","","","","","","","","",""
"33761.0","22.0","33754.0","370089.0","","","","","","","","","","","",""
"33768.0","23.0","33761.0","364375.0","","","","","","","","","","","",""
"33775.0","24.0","33768.0","365520.0","","","","","","","","","","","",""
"33782.0","25.0","33775.0","365715.0","","","","","","","","","","","",""
"33789.0","26.0","33782.0","389998.0","","","","","","","","","","","",""
"33796.0","27.0","33789.0","499876.0","","","","","","","","","","","",""
"33803.0","28.0","33796.0","446637.0","","","","","","","","","","","",""
"33810.0","29.0","33803.0","550160.0","","","","","","","","","","","",""
"33817.0","30.0","33810.0","377751.0","","","","","","","","","","","",""
"33824.0","31.0","33817.0","360219.0","","","","","","","","","","","",""
"33831.0","32.0","33824.0","317089.0","","","","","","","","","","","",""
"33838.0","33.0","33831.0","307139.0","","","","","","","","","","","",""
"33845.0","34.0","33838.0","305007.0","","","","","","","","","","","",""
"33852.0","35.0","33845.0","334779.0","","","","","","","","","","","",""
"33859.0","36.0","33852.0","294849.0","","","","","","","","","","","",""
"33866.0","37.0","33859.0","339843.0","","","","","","","","","","","",""
"33873.0","38.0","33866.0","311044.0","","","","","","","","","","","",""
"33880.0","39.0","33873.0","322141.0","","","","","","","","","","","",""
"33887.0","40.0","33880.0","348211.0","","","","","","","","","","","",""
"33894.0","41.0","33887.0","306235.0","","","","","","","","","","","",""
"33901.0","42.0","33894.0","328233.0","","","","","","","","","","","",""
"33908.0","43.0","33901.0","327219.0","","","","","","","","","","","",""
"33915.0","44.0","33908.0","389464.0","","","","","","","","","","","",""
"33922.0","45.0","33915.0","343682.0","","","","","","","","","","","",""
"33929.0","46.0","33922.0","397783.0","","","","","","","","","","","",""
"33936.0","47.0","33929.0","313341.0","","","","","","","","","","","",""
"33943.0","48.0","33936.0","445140.0","","","","","","","","","","","",""
"33950.0","49.0","33943.0","419982.0","","","","","","","","","","","",""
"33957.0","50.0","33950.0","394826.0","","","","","","","","","","","",""
"33964.0","51.0","33957.0","387806.0","","","","","","","","","","","",""
"33971.0","52.0","33964.0","482793.0","","","","","","","","","","","",""
"33978.0","1.0","33971.0","699276.0","","","","","","","","","","","",""
"33985.0","2.0","33978.0","552901.0","","","","","","","","","","","",""
"33992.0","3.0","33985.0","405743.0","","","","","","","","","","","",""
"33999.0","4.0","33992.0","391199.0","","","","","","","","","","","",""
"34006.0","5.0","33999.0","378764.0","","","","","","","","","","","",""
"34013.0","6.0","34006.0","338978.0","","","","","","","","","","","",""
"34020.0","7.0","34013.0","340931.0","","","","","","","","","","","",""
"34027.0","8.0","34020.0","361929.0","","","","","","","","","","","",""
"34034.0","9.0","34027.0","359015.0","","","","","","","","","","","",""
"34041.0","10.0","34034.0","330365.0","","","","","","","","","","","",""
"34048.0","11.0","34041.0","311206.0","","","","","","","","","","","",""
"34055.0","12.0","34048.0","326337.0","","","","","","","","","","","",""
"34062.0","13.0","34055.0","326827.0","","","","","","","","","","","",""
"34069.0","14.0","34062.0","340506.0","","","","","","","","","","","",""
"34076.0","15.0","34069.0","315603.0","","","","","","","","","","","",""
"34083.0","16.0","34076.0","306868.0","","","","","","","","","","","",""
"34090.0","17.0","34083.0","279988.0","","","","","","","","","","","",""
"34097.0","18.0","34090.0","296728.0","","","","","","","","","","","",""
"34104.0","19.0","34097.0","282826.0","","","","","","","","","","","",""
"34111.0","20.0","34104.0","280706.0","","","","","","","","","","","",""
"34118.0","21.0","34111.0","286238.0","","","","","","","","","","","",""
"34125.0","22.0","34118.0","269120.0","","","","","","","","","","","",""
"34132.0","23.0","34125.0","303274.0","","","","","","","","","","","",""
"34139.0","24.0","34132.0","300631.0","","","","","","","","","","","",""
"34146.0","25.0","34139.0","296520.0","","","","","","","","","","","",""
"34153.0","26.0","34146.0","329744.0","","","","","","","","","","","",""
"34160.0","27.0","34153.0","356652.0","","","","","","","","","","","",""
"34167.0","28.0","34160.0","395843.0","","","","","","","","","","","",""
"34174.0","29.0","34167.0","413604.0","","","","","","","","","","","",""
"34181.0","30.0","34174.0","315444.0","","","","","","","","","","","",""
"34188.0","31.0","34181.0","308666.0","","","","","","","","","","","",""
"34195.0","32.0","34188.0","271987.0","","","","","","","","","","","",""
"34202.0","33.0","34195.0","262118.0","","","","","","","","","","","",""
"34209.0","34.0","34202.0","248844.0","","","","","","","","","","","",""
"34216.0","35.0","34209.0","264715.0","","","","","","","","","","","",""
"34223.0","36.0","34216.0","234639.0","","","","","","","","","","","",""
"34230.0","37.0","34223.0","275779.0","","","","","","","","","","","",""
"34237.0","38.0","34230.0","259825.0","","","","","","","","","","","",""
"34244.0","39.0","34237.0","257906.0","","","","","","","","","","","",""
"34251.0","40.0","34244.0","331968.0","","","","","","","","","","","",""
"34258.0","41.0","34251.0","282901.0","","","","","","","","","","","",""
"34265.0","42.0","34258.0","316335.0","","","","","","","","","","","",""
"34272.0","43.0","34265.0","304436.0","","","","","","","","","","","",""
"34279.0","44.0","34272.0","358534.0","","","","","","","","","","","",""
"34286.0","45.0","34279.0","306486.0","","","","","","","","","","","",""
"34293.0","46.0","34286.0","373940.0","","","","","","","","","","","",""
"34300.0","47.0","34293.0","302534.0","","","","","","","","","","","",""
"34307.0","48.0","34300.0","426630.0","","","","","","","","","","","",""
"34314.0","49.0","34307.0","394358.0","","","","","","","","","","","",""
"34321.0","50.0","34314.0","378336.0","","","","","","","","","","","",""
"34328.0","51.0","34321.0","393098.0","","","","","","","","","","","",""
"34335.0","52.0","34328.0","475993.0","","","","","","","","","","","",""
"34342.0","1.0","34335.0","670523.0","","","","","","","","","","","",""
"34349.0","2.0","34342.0","566958.0","","","","","","","","","","","",""
"34356.0","3.0","34349.0","422646.0","","","","","","","","","","","",""
"34363.0","4.0","34356.0","475998.0","","","","","","","","","","","",""
"34370.0","5.0","34363.0","426736.0","","","","","","","","","","","",""
"34377.0","6.0","34370.0","378800.0","","","","","","","","","","","",""
"34384.0","7.0","34377.0","363977.0","","","","","","","","","","","",""
"34391.0","8.0","34384.0","303117.0","","","","","","","","","","","",""
"34398.0","9.0","34391.0","350105.0","","","","","","","","","","","",""
"34405.0","10.0","34398.0","326220.0","","","","","","","","","","","",""
"34412.0","11.0","34405.0","303084.0","","","","","","","","","","","",""
"34419.0","12.0","34412.0","288492.0","","","","","","","","","","","",""
"34426.0","13.0","34419.0","285136.0","","","","","","","","","","","",""
"34433.0","14.0","34426.0","354555.0","","","","","","","","","","","",""
"34440.0","15.0","34433.0","320983.0","","","","","","","","","","","",""
"34447.0","16.0","34440.0","293636.0","","","","","","","","","","","",""
"34454.0","17.0","34447.0","281819.0","","","","","","","","","","","",""
"34461.0","18.0","34454.0","327312.0","","","","","","","","","","","",""
"34468.0","19.0","34461.0","298286.0","","","","","","","","","","","",""
"34475.0","20.0","34468.0","294681.0","","","","","","","","","","","",""
"34482.0","21.0","34475.0","287390.0","","","","","","","","","","","",""
"34489.0","22.0","34482.0","269763.0","","","","","","","","","","","",""
"34496.0","23.0","34489.0","304358.0","","","","","","","","","","","",""
"34503.0","24.0","34496.0","294004.0","","","","","","","","","","","",""
"34510.0","25.0","34503.0","301922.0","","","","","","","","","","","",""
"34517.0","26.0","34510.0","322564.0","","","","","","","","","","","",""
"34524.0","27.0","34517.0","388678.0","","","","","","","","","","","",""
"34531.0","28.0","34524.0","437403.0","","","","","","","","","","","",""
"34538.0","29.0","34531.0","349230.0","","","","","","","","","","","",""
"34545.0","30.0","34538.0","292285.0","","","","","","","","","","","",""
"34552.0","31.0","34545.0","299078.0","","","","","","","","","","","",""
"34559.0","32.0","34552.0","272607.0","","","","","","","","","","","",""
"34566.0","33.0","34559.0","257148.0","","","","","","","","","","","",""
"34573.0","34.0","34566.0","252170.0","","","","","","","","","","","",""
"34580.0","35.0","34573.0","264998.0","","","","","","","","","","","",""
"34587.0","36.0","34580.0","233122.0","","","","","","","","","","","",""
"34594.0","37.0","34587.0","259302.0","","","","","","","","","","","",""
"34601.0","38.0","34594.0","246785.0","","","","","","","","","","","",""
"34608.0","39.0","34601.0","251394.0","","","","","","","","","","","",""
"34615.0","40.0","34608.0","317071.0","","","","","","","","","","","",""
"34622.0","41.0","34615.0","268668.0","","","","","","","","","","","",""
"34629.0","42.0","34622.0","292076.0","","","","","","","","","","","",""
"34636.0","43.0","34629.0","286490.0","","","","","","","","","","","",""
"34643.0","44.0","34636.0","333603.0","","","","","","","","","","","",""
"34650.0","45.0","34643.0","294217.0","","","","","","","","","","","",""
"34657.0","46.0","34650.0","362195.0","","","","","","","","","","","",""
"34664.0","47.0","34657.0","290590.0","","","","","","","","","","","",""
"34671.0","48.0","34664.0","409010.0","","","","","","","","","","","",""
"34678.0","49.0","34671.0","393060.0","","","","","","","","","","","",""
"34685.0","50.0","34678.0","372730.0","","","","","","","","","","","",""
"34692.0","51.0","34685.0","418843.0","","","","","","","","","","","",""
"34699.0","52.0","34692.0","477846.0","","","","","","","","","","","",""
"34706.0","53.0","34699.0","608528.0","","","","","","","","","","","",""
"34713.0","1.0","34706.0","603592.0","","","","","","","","","","","",""
"34720.0","2.0","34713.0","395805.0","","","","","","","","","","","",""
"34727.0","3.0","34720.0","390932.0","","","","","","","","","","","",""
"34734.0","4.0","34727.0","376852.0","","","","","","","","","","","",""
"34741.0","5.0","34734.0","382609.0","","","","","","","","","","","",""
"34748.0","6.0","34741.0","352076.0","","","","","","","","","","","",""
"34755.0","7.0","34748.0","313363.0","","","","","","","","","","","",""
"34762.0","8.0","34755.0","337322.0","","","","","","","","","","","",""
"34769.0","9.0","34762.0","335582.0","","","","","","","","","","","",""
"34776.0","10.0","34769.0","315295.0","","","","","","","","","","","",""
"34783.0","11.0","34776.0","302099.0","","","","","","","","","","","",""
"34790.0","12.0","34783.0","289935.0","","","","","","","","","","","",""
"34797.0","13.0","34790.0","351133.0","","","","","","","","","","","",""
"34804.0","14.0","34797.0","313423.0","","","","","","","","","","","",""
"34811.0","15.0","34804.0","313028.0","","","","","","","","","","","",""
"34818.0","16.0","34811.0","301394.0","","","","","","","","","","","",""
"34825.0","17.0","34818.0","321102.0","","","","","","","","","","","",""
"34832.0","18.0","34825.0","307446.0","","","","","","","","","","","",""
"34839.0","19.0","34832.0","312025.0","","","","","","","","","","","",""
"34846.0","20.0","34839.0","310111.0","","","","","","","","","","","",""
"34853.0","21.0","34846.0","282745.0","","","","","","","","","","","",""
"34860.0","22.0","34853.0","335901.0","","","","","","","","","","","",""
"34867.0","23.0","34860.0","333454.0","","","","","","","","","","","",""
"34874.0","24.0","34867.0","320498.0","","","","","","","","","","","",""
"34881.0","25.0","34874.0","336817.0","","","","","","","","","","","",""
"34888.0","26.0","34881.0","422829.0","","","","","","","","","","","",""
"34895.0","27.0","34888.0","485611.0","","","","","","","","","","","",""
"34902.0","28.0","34895.0","404619.0","","","","","","","","","","","",""
"34909.0","29.0","34902.0","307148.0","","","","","","","","","","","",""
"34916.0","30.0","34909.0","305078.0","","","","","","","","","","","",""
"34923.0","31.0","34916.0","291526.0","","","","","","","","","","","",""
"34930.0","32.0","34923.0","281510.0","","","","","","","","","","","",""
"34937.0","33.0","34930.0","267879.0","","","","","","","","","","","",""
"34944.0","34.0","34937.0","273703.0","","","","","","","","","","","",""
"34951.0","35.0","34944.0","263153.0","","","","","","","","","","","",""
"34958.0","36.0","34951.0","298918.0","","","","","","","","","","","",""
"34965.0","37.0","34958.0","266331.0","","","","","","","","","","","",""
"34972.0","38.0","34965.0","263539.0","","","","","","","","","","","",""
"34979.0","39.0","34972.0","339330.0","","","","","","","","","","","",""
"34986.0","40.0","34979.0","301974.0","","","","","","","","","","","",""
"34993.0","41.0","34986.0","317975.0","","","","","","","","","","","",""
"35000.0","42.0","34993.0","326878.0","","","","","","","","","","","",""
"35007.0","43.0","35000.0","378286.0","","","","","","","","","","","",""
"35014.0","44.0","35007.0","331036.0","","","","","","","","","","","",""
"35021.0","45.0","35014.0","421900.0","","","","","","","","","","","",""
"35028.0","46.0","35021.0","333649.0","","","","","","","","","","","",""
"35035.0","47.0","35028.0","469833.0","","","","","","","","","","","",""
"35042.0","48.0","35035.0","416658.0","","","","","","","","","","","",""
"35049.0","49.0","35042.0","419752.0","","","","","","","","","","","",""
"35056.0","50.0","35049.0","486067.0","","","","","","","","","","","",""
"35063.0","51.0","35056.0","508956.0","","","","","","","","","","","",""
"35070.0","52.0","35063.0","590579.0","","","","","","","","","","","",""
"35077.0","1.0","35070.0","632284.0","","","","","","","","","","","",""
"35084.0","2.0","35077.0","505482.0","","","","","","","","","","","",""
"35091.0","3.0","35084.0","487551.0","","","","","","","","","","","",""
"35098.0","4.0","35091.0","429079.0","","","","","","","","","","","",""
"35105.0","5.0","35098.0","436084.0","","","","","","","","","","","",""
"35112.0","6.0","35105.0","391018.0","","","","","","","","","","","",""
"35119.0","7.0","35112.0","343605.0","","","","","","","","","","","",""
"35126.0","8.0","35119.0","362752.0","","","","","","","","","","","",""
"35133.0","9.0","35126.0","350777.0","","","","","","","","","","","",""
"35140.0","10.0","35133.0","352467.0","","","","","","","","","","","",""
"35147.0","11.0","35140.0","393448.0","","","","","","","","","","","",""
"35154.0","12.0","35147.0","337314.0","","","","","","","","","","","",""
"35161.0","13.0","35154.0","348744.0","","","","","","","","","","","",""
"35168.0","14.0","35161.0","336281.0","","","","","","","","","","","",""
"35175.0","15.0","35168.0","331284.0","","","","","","","","","","","",""
"35182.0","16.0","35175.0","287611.0","","","","","","","","","","","",""
"35189.0","17.0","35182.0","293622.0","","","","","","","","","","","",""
"35196.0","18.0","35189.0","299509.0","","","","","","","","","","","",""
"35203.0","19.0","35196.0","283546.0","","","","","","","","","","","",""
"35210.0","20.0","35203.0","282856.0","","","","","","","","","","","",""
"35217.0","21.0","35210.0","262135.0","","","","","","","","","","","",""
"35224.0","22.0","35217.0","324057.0","","","","","","","","","","","",""
"35231.0","23.0","35224.0","303054.0","","","","","","","","","","","",""
"35238.0","24.0","35231.0","307561.0","","","","","","","","","","","",""
"35245.0","25.0","35238.0","310478.0","","","","","","","","","","","",""
"35252.0","26.0","35245.0","376741.0","","","","","","","","","","","",""
"35259.0","27.0","35252.0","443786.0","","","","","","","","","","","",""
"35266.0","28.0","35259.0","355083.0","","","","","","","","","","","",""
"35273.0","29.0","35266.0","289654.0","","","","","","","","","","","",""
"35280.0","30.0","35273.0","277293.0","","","","","","","","","","","",""
"35287.0","31.0","35280.0","280549.0","","","","","","","","","","","",""
"35294.0","32.0","35287.0","261271.0","","","","","","","","","","","",""
"35301.0","33.0","35294.0","254742.0","","","","","","","","","","","",""
"35308.0","34.0","35301.0","246769.0","","","","","","","","","","","",""
"35315.0","35.0","35308.0","234992.0","","","","","","","","","","","",""
"35322.0","36.0","35315.0","270232.0","","","","","","","","","","","",""
"35329.0","37.0","35322.0","262326.0","","","","","","","","","","","",""
"35336.0","38.0","35329.0","253910.0","","","","","","","","","","","",""
"35343.0","39.0","35336.0","285578.0","","","","","","","","","","","",""
"35350.0","40.0","35343.0","299658.0","","","","","","","","","","","",""
"35357.0","41.0","35350.0","265743.0","","","","","","","","","","","",""
"35364.0","42.0","35357.0","307374.0","","","","","","","","","","","",""
