"Report date","Week #","Week ","AZ","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35336.0","38.0","35329.0","2098.0","","","","","","","","","","","",""
"35343.0","39.0","35336.0","2652.0","","","","","","","","","","","",""
"35350.0","40.0","35343.0","2849.0","","","","","","","","","","","",""
"35357.0","41.0","35350.0","2137.0","","","","","","","","","","","",""
"35364.0","42.0","35357.0","2081.0","","","","","","","","","","","",""
"35371.0","43.0","35364.0","2091.0","","","","","","","","","","","",""
"35378.0","44.0","35371.0","2555.0","","","","","","","","","","","",""
"35385.0","45.0","35378.0","2100.0","","","","","","","","","","","",""
"35392.0","46.0","35385.0","2254.0","","","","","","","","","","","",""
"35399.0","47.0","35392.0","1634.0","","","","","","","","","","","",""
"35406.0","48.0","35399.0","2345.0","","","","","","","","","","","",""
"35413.0","49.0","35406.0","2099.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","2135.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","1822.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","1722.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","3322.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","2890.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","2394.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","2510.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","2762.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","2869.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","2244.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","2250.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","2529.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","2126.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","2241.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","2347.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","3071.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","4193.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","3234.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","2903.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","2695.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","2683.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","2129.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","2310.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","2323.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","3040.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","4124.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","4059.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","3912.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","3989.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","5869.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","4583.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","3051.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","3165.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","3298.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","3754.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","2911.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","2698.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","2586.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","3014.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","2455.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","2468.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","2906.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","3456.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","3164.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","2645.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","3211.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","3624.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","3237.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","2724.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","2231.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","3170.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","3238.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","2488.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","2494.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","2394.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","4293.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","3764.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","2703.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","2834.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","3101.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","3143.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","3015.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","3499.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","3182.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","3284.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","2884.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","2753.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","2535.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","4032.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","3586.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","2174.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","2562.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","2427.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","2433.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","1834.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","2278.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","2883.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","2718.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","1793.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","2054.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","2568.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","4342.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","3285.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","2326.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","2282.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","2366.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","2925.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","3065.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","2567.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","2112.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","1944.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","1577.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","1712.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","2122.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","2154.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","2379.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","2049.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","2028.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","2254.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","2702.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","2034.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","1736.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","2279.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","2465.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","2779.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","1470.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","1534.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","3357.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","2870.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","1863.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","2027.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","2121.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","2302.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","1536.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","1645.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","2224.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","2378.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","1534.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","2937.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","3462.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","6244.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","5398.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","3552.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","3066.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","3515.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","3419.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","2926.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","4393.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","3449.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","3730.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","2964.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","3056.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","3604.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","6285.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","4502.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","3409.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","3199.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","3514.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","3143.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","2487.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","2565.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","2852.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","2465.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","2967.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","2421.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","2652.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","3419.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","3008.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","2665.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","2866.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","3200.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","3006.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","2744.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","2101.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","2888.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","2964.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","3227.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","2237.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","2237.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","3941.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","3890.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","2370.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","2950.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","3011.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","3109.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","2977.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","2307.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","3027.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","3201.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","3308.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","2980.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","3387.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","5398.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","4784.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","3305.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","3091.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","3454.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","3198.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","2540.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","3121.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","3408.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","3831.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","4055.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","3230.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","3461.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","4792.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","4536.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","3102.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","2940.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","3195.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","3049.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","3226.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","2527.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","2587.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","2371.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","2812.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","2198.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","2501.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","3565.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","3052.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","2762.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","3092.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","3368.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","3233.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","3956.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","2155.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","3160.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","3219.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","3153.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","2734.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","2466.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","2933.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","4394.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","2996.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","3221.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","3477.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","3865.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","2969.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","3469.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","4030.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","5143.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","3813.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","3635.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","4397.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","6978.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","6595.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","5267.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","4838.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","5095.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","4511.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","4762.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","4403.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","5211.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","5217.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","4958.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","4251.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","4167.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","6374.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","5781.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","4730.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","4419.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","4876.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","4668.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","4669.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","3963.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","3999.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","4195.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","4120.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","4282.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","4657.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","5623.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","5301.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","5047.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","5105.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","5711.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","6349.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","5332.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","3786.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","5544.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","5922.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","5209.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","4708.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","3354.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","4427.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","6664.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","6133.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","4358.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","5162.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","5129.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","4881.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","3872.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","5013.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","5683.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","5025.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","4272.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","4451.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","5812.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","7818.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","5769.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","5426.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","4953.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","5163.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","4662.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","4632.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","4947.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","5979.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","6134.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","5172.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","6480.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","5130.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","7030.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","5361.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","4954.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","4934.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","4857.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","4995.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","4236.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","4280.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","4357.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","4737.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","4358.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","4435.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","5074.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","5253.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","4924.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","4334.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","4780.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","5416.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","4758.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","4609.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","3397.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","5116.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","4817.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","3981.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","3145.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","3554.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","5744.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","5721.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","3871.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","4773.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","5179.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","5099.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","3654.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","4734.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","5431.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","5242.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","4340.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","5594.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","6362.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","7961.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","5668.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","5251.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","5181.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","5309.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","5248.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","4824.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","5003.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","6389.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","5998.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","5283.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","4822.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","4827.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","7113.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","5515.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","4341.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","4612.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","4787.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","4506.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","3584.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","3842.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","3718.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","4432.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","3812.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","4346.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","4415.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","4915.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","4328.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","3940.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","4004.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","4923.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","4135.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","4188.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","3089.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","4466.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","4272.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","3834.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","2871.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","3304.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","5475.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","4981.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","3615.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","4090.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","3959.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","4136.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","3605.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","3894.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","3961.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","4167.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","3566.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","4357.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","5466.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","7180.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","6134.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","4597.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","4260.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","4426.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","4686.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","4317.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","5751.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","5202.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","5615.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","4409.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","3707.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","4164.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","8117.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","5959.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","4183.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","3950.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","4299.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","4339.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","3426.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","3561.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","3748.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","3468.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","4061.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","3384.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","3552.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","4560.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","4097.0","","","","","","","","","","","",""
