"Report date","Week #","Week ","OH","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35392.0","46.0","35385.0","13936.0","","","","","","","","","","","",""
"35399.0","47.0","35392.0","12808.0","","","","","","","","","","","",""
"35406.0","48.0","35399.0","13698.0","","","","","","","","","","","",""
"35413.0","49.0","35406.0","15095.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","18093.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","19650.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","14939.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","26268.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","21714.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","14851.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","14284.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","11778.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","12348.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","9751.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","11260.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","9692.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","7899.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","9013.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","8288.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","9566.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","8881.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","9321.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","9320.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","7511.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","8575.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","8964.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","7061.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","7883.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","9258.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","10555.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","9068.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","7647.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","14801.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","11425.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","13449.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","12797.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","8727.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","8073.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","6965.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","7061.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","7031.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","5567.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","7284.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","6599.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","6330.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","7226.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","7461.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","10449.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","8004.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","11550.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","11061.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","10449.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","10787.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","13778.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","10030.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","16179.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","11556.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","18142.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","15340.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","23241.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","24705.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","12826.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","10167.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","10355.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","9544.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","9522.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","8738.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","7490.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","9908.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","8137.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","7818.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","7678.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","7529.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","8236.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","7471.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","7363.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","8627.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","7644.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","7547.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","9467.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","13294.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","9129.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","10705.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","16630.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","14655.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","16753.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","19440.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","19733.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","17886.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","11552.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","6948.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","6293.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","6416.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","6906.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","6030.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","5411.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","5559.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","5840.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","7258.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","5850.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","7498.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","7832.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","10318.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","10453.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","9513.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","8749.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","11787.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","12512.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","11383.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","18739.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","15959.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","28924.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","20245.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","12317.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","10231.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","10321.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","8394.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","7855.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","8643.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","9063.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","10027.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","7052.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","6534.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","6804.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","8178.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","9777.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","7462.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","6524.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","7620.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","6926.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","6419.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","6977.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","7419.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","7742.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","8365.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","7123.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","7534.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","8868.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","9395.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","15681.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","10488.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","7691.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","6437.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","6140.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","6214.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","6660.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","5582.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","6884.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","7470.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","8423.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","8419.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","9920.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","6835.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","6554.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","8874.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","6964.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","8877.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","7917.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","10460.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","11239.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","13599.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","14849.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","14803.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","24164.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","15485.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","14822.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","13956.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","10363.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","8801.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","7755.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","6668.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","7667.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","8534.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","8346.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","7388.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","6422.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","9445.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","6693.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","6960.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","7941.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","7457.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","6628.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","6533.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","7044.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","7181.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","8423.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","8646.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","7852.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","7998.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","10243.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","15335.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","14723.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","12381.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","9116.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","8395.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","8035.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","10210.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","8282.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","8209.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","9747.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","7763.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","7589.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","9729.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","8134.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","10290.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","11656.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","11533.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","8979.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","11890.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","14204.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","14399.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","20762.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","17279.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","21424.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","28308.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","26744.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","25662.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","18704.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","18330.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","19769.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","26552.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","13194.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","12012.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","13544.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","18189.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","12034.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","11371.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","11961.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","12414.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","11437.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","12651.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","12979.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","11408.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","12560.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","11974.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","11080.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","14271.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","13918.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","12734.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","10745.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","11679.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","16910.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","22326.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","21394.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","12995.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","12519.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","10829.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","10321.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","10919.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","11409.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","12233.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","10086.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","11499.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","15224.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","14076.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","13769.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","15062.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","16403.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","15504.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","16956.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","15194.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","15570.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","20911.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","21396.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","18572.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","23162.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","25875.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","30489.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","33949.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","23473.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","17017.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","16784.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","16032.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","12398.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","12887.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","14123.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","14333.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","12247.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","12830.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","14291.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","15049.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","16021.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","14099.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","13981.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","13313.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","15363.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","14298.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","12700.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","11522.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","13898.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","13026.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","12194.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","11554.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","14926.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","16162.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","20017.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","13563.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","12875.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","11711.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","10419.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","10713.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","9810.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","9343.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","14974.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","12762.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","11052.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","12911.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","14053.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","12133.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","13515.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","14531.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","16585.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","15076.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","15754.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","15845.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","22892.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","18756.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","18579.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","26248.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","24692.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","30698.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","23500.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","18075.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","16480.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","15770.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","14547.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","14177.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","15061.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","14524.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","13355.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","12075.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","11566.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","13269.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","14396.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","18063.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","12476.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","15150.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","13929.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","11600.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","11054.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","12195.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","14848.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","15718.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","12686.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","12547.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","17545.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","22414.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","21528.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","14726.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","13018.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","12620.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","10362.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","11559.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","11593.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","11672.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","10910.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","10553.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","10882.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","12218.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","12938.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","11510.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","12207.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","12864.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","13691.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","13479.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","14690.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","14605.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","17243.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","19385.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","19124.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","23030.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","21763.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","30820.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","24209.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","17551.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","18645.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","16076.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","13483.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","11919.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","11926.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","12375.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","11394.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","11576.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","10367.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","11386.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","11483.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","10703.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","10780.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","10889.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","11075.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","9959.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","9818.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","10482.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","10507.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","12084.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","11970.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","12576.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","13810.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","15757.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","16012.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","13986.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","14420.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","10620.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","4965.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","12369.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","11133.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","11248.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","9748.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","9338.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","9993.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","10261.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","11714.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","10040.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","11746.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","10784.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","13161.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","11804.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","13229.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","13573.0","","","","","","","","","","","",""
"38325.0","48.0","38318.0","18025.0","","","","","","","","","","","",""
"38332.0","49.0","38325.0","15797.0","","","","","","","","","","","",""
