"Report date","Week #","Week ","KS","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35378.0","44.0","35371.0","2089.0","","","","","","","","","","","",""
"35385.0","45.0","35378.0","2144.0","","","","","","","","","","","",""
"35392.0","46.0","35385.0","2164.0","","","","","","","","","","","",""
"35399.0","47.0","35392.0","2564.0","","","","","","","","","","","",""
"35406.0","48.0","35399.0","3061.0","","","","","","","","","","","",""
"35413.0","49.0","35406.0","2036.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","3607.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","3788.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","2887.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","3888.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","4409.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","2531.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","3235.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","2417.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","2199.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","1693.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","2195.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","2001.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","1623.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","1545.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","1678.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","1592.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","2585.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","1891.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","1556.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","1538.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","1529.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","1387.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","1679.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","1906.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","1848.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","1739.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","1521.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","1650.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","1976.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","1993.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","1616.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","1561.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","1529.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","1677.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","2053.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","1787.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","1559.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","1591.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","1506.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","1282.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","1747.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","1402.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","1678.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","1445.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","1500.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","1719.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","1717.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","1902.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","1791.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","1393.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","3014.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","4280.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","2462.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","3369.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","3019.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","3817.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","3126.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","2220.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","2108.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","1742.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","1822.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","1873.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","1798.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","1729.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","2932.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","2979.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","2258.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","1755.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","1944.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","1414.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","1498.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","2611.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","2033.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","1386.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","1256.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","1435.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","1147.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","4485.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","1435.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","2107.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","2089.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","2029.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","1812.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","1566.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","1657.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","1505.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","1419.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","1341.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","1183.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","1115.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","1154.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","1406.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","1333.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","1618.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","1747.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","1458.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","1478.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","1601.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","1731.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","2356.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","2721.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","1611.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","1780.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","2737.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","2504.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","2378.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","3708.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","4798.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","4325.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","2110.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","2618.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","2103.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","2296.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","1778.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","2024.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","1861.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","1911.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","1796.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","2050.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","1792.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","2008.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","1994.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","1758.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","1833.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","2336.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","1552.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","1741.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","1713.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","1657.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","2320.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","1666.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","1636.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","2346.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","2834.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","2609.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","1777.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","1680.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","1598.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","1962.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","2053.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","1851.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","1936.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","1393.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","1462.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","1421.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","1707.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","1821.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","1448.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","1535.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","1413.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","1681.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","1364.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","1918.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","2197.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","1986.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","2978.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","2599.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","4084.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","2497.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","3470.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","2370.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","1858.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","2793.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","2827.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","1774.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","1702.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","1928.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","4426.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","1676.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","1856.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","2068.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","1598.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","2290.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","1579.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","1484.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","1478.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","1634.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","1479.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","1538.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","1802.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","2138.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","1864.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","1879.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","1691.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","1753.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","2824.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","2066.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","1969.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","1737.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","1724.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","1734.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","1775.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","1625.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","1698.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","1408.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","1547.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","1549.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","1563.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","3911.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","1773.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","1624.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","2544.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","2409.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","2334.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","3061.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","1728.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","2434.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","2518.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","5471.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","7355.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","4041.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","2924.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","6640.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","2700.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","2620.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","3213.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","2895.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","3296.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","4247.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","3701.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","2301.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","2536.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","2323.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","1863.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","4795.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","2688.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","1962.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","2257.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","2122.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","2023.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","2255.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","2497.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","3468.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","3013.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","2768.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","2424.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","2697.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","3654.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","2478.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","2488.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","2447.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","2657.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","2043.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","2528.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","2100.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","1932.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","2689.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","1958.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","2784.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","2341.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","2336.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","2831.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","4695.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","2590.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","2957.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","2850.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","2677.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","2999.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","5912.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","3943.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","3611.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","8399.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","7147.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","4241.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","7158.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","3965.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","2972.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","4114.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","4446.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","2769.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","2785.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","3768.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","2959.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","2332.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","2466.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","3234.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","2674.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","3196.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","2712.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","3370.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","3353.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","3877.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","3079.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","3430.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","2638.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","2830.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","2711.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","2398.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","3201.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","3949.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","5301.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","2655.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","2763.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","2900.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","3550.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","2720.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","2762.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","2548.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","2609.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","2929.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","2568.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","2240.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","3052.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","3193.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","2543.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","3308.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","4654.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","3705.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","2961.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","3235.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","4625.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","4192.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","3576.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","4033.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","12993.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","4625.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","4868.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","4633.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","3821.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","3977.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","4360.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","2851.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","5023.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","5061.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","3640.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","3038.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","4563.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","3333.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","2879.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","3607.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","3118.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","3611.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","2784.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","2736.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","2709.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","4027.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","2856.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","9754.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","3526.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","3529.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","4751.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","4747.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","5456.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","6061.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","2810.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","3197.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","3244.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","2798.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","2794.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","2945.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","2577.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","2734.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","2352.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","2275.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","3330.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","4715.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","2571.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","2440.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","2542.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","3308.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","2602.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","2830.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","3378.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","3800.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","4774.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","4257.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","7497.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","5733.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","6186.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","3635.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","3035.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","5118.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","4720.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","3043.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","2404.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","2568.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","2974.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","2399.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","2193.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","2085.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","2311.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","3887.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","2344.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","2467.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","2095.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","2308.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","2744.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","2609.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","2379.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","2356.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","2086.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","3233.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","2171.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","2868.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","3892.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","2507.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","2279.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","2712.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","2625.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","2100.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","2238.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","2882.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","2385.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","1811.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","1892.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","1928.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","1847.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","3410.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","2406.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","2125.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","2499.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","3241.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","2259.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","2781.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","2986.0","","","","","","","","","","","",""
