"Report date","Week #","Week ","FL","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"32977.0","14.0","32970.0","8642.0","","Week 14","10984.0","9387.0","12195.0","95683.0","","14.0","140404.0","126392.0","185943.0","2895330.0"
"32984.0","15.0","32977.0","8511.0","","Week 15","10674.0","10878.0","13111.0","84370.0","","15.0","151078.0","137270.0","199054.0","2979700.0"
"32991.0","16.0","32984.0","8414.0","","Week 16","10071.0","8494.0","13858.0","66941.0","","16.0","161149.0","145764.0","212912.0","3046641.0"
"32998.0","17.0","32991.0","8989.0","","Week 17","11625.0","13332.0","18139.0","132831.0","","17.0","172774.0","159096.0","231051.0","3179472.0"
"33005.0","18.0","32998.0","8818.0","","Week 18","9030.0","14519.0","14861.0","108976.0","","18.0","181804.0","173615.0","245912.0","3288448.0"
"33012.0","19.0","33005.0","8528.0","","Week 19","7875.0","11296.0","14644.0","91462.0","","19.0","189679.0","184911.0","260556.0","3379910.0"
"33019.0","20.0","33012.0","8808.0","","Week 20","12173.0","10013.0","14893.0","78286.0","","20.0","201852.0","194924.0","275449.0","3458196.0"
"33026.0","21.0","33019.0","7140.0","","Week 21","12853.0","10297.0","16282.0","61584.0","","21.0","214705.0","205221.0","291731.0","3519780.0"
"33033.0","22.0","33026.0","10398.0","","Week 22","10420.0","9721.0","15878.0","72774.0","","22.0","225125.0","214942.0","307609.0","3592554.0"
"33040.0","23.0","33033.0","10183.0","","Week 23","11530.0","9648.0","14785.0","51647.0","","23.0","236655.0","224590.0","322394.0","3644201.0"
"33047.0","24.0","33040.0","9968.0","","Week 24","8862.0","8849.0","12128.0","45590.0","","24.0","245517.0","233439.0","334522.0","3689791.0"
"33054.0","25.0","33047.0","8873.0","","Week 25","9427.0","8121.0","18292.0","40256.0","","25.0","254944.0","241560.0","352814.0","3730047.0"
"33061.0","26.0","33054.0","10447.0","","Week 26","15416.0","8515.0","19550.0","37265.0","","26.0","270360.0","250075.0","372364.0","3767312.0"
"33068.0","27.0","33061.0","12901.0","","Week 27","12714.0","8117.0","18159.0","39028.0","","27.0","283074.0","258192.0","390523.0","3806340.0"
"33075.0","28.0","33068.0","11039.0","","Week 28","12300.0","15748.0","17126.0","32373.0","","28.0","295374.0","273940.0","407649.0","3838713.0"
"33082.0","29.0","33075.0","10103.0","","Week 29","19892.0","16303.0","15364.0","42306.0","","29.0","315266.0","290243.0","423013.0","3881019.0"
"33089.0","30.0","33082.0","10232.0","","Week 30","13757.0","14710.0","19771.0","47904.0","","30.0","329023.0","304953.0","442784.0","3928923.0"
"33096.0","31.0","33089.0","9841.0","","Week 31","13541.0","13727.0","23000.0","40070.0","","31.0","342564.0","318680.0","465784.0","3968993.0"
"33103.0","32.0","33096.0","9443.0","","Week 32","12372.0","12887.0","22989.0","33542.0","","32.0","354936.0","331567.0","488773.0","4002535.0"
"33110.0","33.0","33103.0","9003.0","","Week 33","11875.0","13086.0","23829.0","31625.0","","33.0","366811.0","344653.0","512602.0","4034160.0"
"33117.0","34.0","33110.0","10655.0","","Week 34","12656.0","12739.0","15912.0","31403.0","","34.0","379467.0","357392.0","528514.0","4065563.0"
"33124.0","35.0","33117.0","8858.0","","Week 35","11217.0","10782.0","16844.0","24358.0","","35.0","390684.0","368174.0","545358.0","4089921.0"
"33131.0","36.0","33124.0","10624.0","","Week 36","10484.0","8360.0","17183.0","26931.0","","36.0","401168.0","376534.0","562541.0","4116852.0"
"33138.0","37.0","33131.0","9515.0","","Week 37","9734.0","12129.0","19064.0","23063.0","","37.0","410902.0","388663.0","581605.0","4139915.0"
"33145.0","38.0","33138.0","7897.0","","Week 38","13243.0","","17295.0","25012.0","","38.0","424145.0","","598900.0","4164927.0"
"33152.0","39.0","33145.0","10689.0","","Week 39","","","22158.0","","","39.0","","","621058.0",""
"33159.0","40.0","33152.0","11521.0","","Week 40","","","23394.0","","","40.0","","","644452.0",""
"33166.0","41.0","33159.0","10984.0","","Week 41","","","16541.0","","","41.0","","","660993.0",""
"33173.0","42.0","33166.0","10674.0","","Week 42","","","20794.0","","","42.0","","","681787.0",""
"33180.0","43.0","33173.0","10071.0","","Week 43","","","23801.0","","","43.0","","","705588.0",""
"33187.0","44.0","33180.0","11625.0","","Week 44","","","24344.0","","","44.0","","","729932.0",""
"33194.0","45.0","33187.0","9030.0","","Week 45","","","23683.0","","","45.0","","","753615.0",""
"33201.0","46.0","33194.0","7875.0","","Week 46","","","21356.0","","","46.0","","","774971.0",""
"33208.0","47.0","33201.0","12173.0","","Week 47","","","23281.0","","","47.0","","","798252.0",""
"33215.0","48.0","33208.0","12853.0","","Week 48","","","20595.0","","","48.0","","","818847.0",""
"33222.0","49.0","33215.0","10420.0","","Week 49","","","24164.0","","","49.0","","","843011.0",""
"33229.0","50.0","33222.0","11530.0","","Week 50","","","15538.0","","","50.0","","","858549.0",""
"33236.0","51.0","33229.0","8862.0","","Week 51","","","21114.0","","","51.0","","","879663.0",""
"33243.0","52.0","33236.0","9427.0","","Week 52","","","19407.0","","","52.0","","","899070.0",""
"33250.0","1.0","33243.0","15416.0","","Week 53","","","21464.0","","","53.0","","","920534.0",""
"33257.0","2.0","33250.0","12714.0","","Week 54","","","12898.0","","","54.0","","","933432.0",""
"33264.0","3.0","33257.0","12300.0","","Week 55","","","13245.0","","","55.0","","","946677.0",""
"33271.0","4.0","33264.0","19892.0","","Week 56","","","33903.0","","","56.0","","","980580.0",""
"33278.0","5.0","33271.0","13757.0","","Week 57","","","40403.0","","","57.0","","","1020983.0",""
"33285.0","6.0","33278.0","13541.0","","Week 58","","","25700.0","","","58.0","","","1046683.0",""
"33292.0","7.0","33285.0","12372.0","","Week 59","","","28579.0","","","59.0","","","1075262.0",""
"33299.0","8.0","33292.0","11875.0","","Week 60","","","29723.0","","","60.0","","","1104985.0",""
"33306.0","9.0","33299.0","12656.0","","Week 61","","","26237.0","","","61.0","","","1131222.0",""
"33313.0","10.0","33306.0","11217.0","","Week 62","","","22651.0","","","62.0","","","1153873.0",""
"33320.0","11.0","33313.0","10484.0","","Week 63","","","21092.0","","","63.0","","","1174965.0",""
"33327.0","12.0","33320.0","9734.0","","Week 64","","","24986.0","","","64.0","","","1199951.0",""
"33334.0","13.0","33327.0","13243.0","","Week 65","","","24592.0","","","65.0","","","1224543.0",""
"33341.0","14.0","33334.0","11950.0","","Week 66","","","24207.0","","","66.0","","","1248750.0",""
"33348.0","15.0","33341.0","11779.0","","Week 67","","","23558.0","","","67.0","","","1272308.0",""
"33355.0","16.0","33348.0","10913.0","","Week 68","","","22019.0","","","68.0","","","1294327.0",""
"33362.0","17.0","33355.0","11151.0","","Week 69","","","31322.0","","","69.0","","","1325649.0",""
"33369.0","18.0","33362.0","12223.0","","Week 70","","","24114.0","","","70.0","","","1349763.0",""
"33376.0","19.0","33369.0","11652.0","","Week 71","","","23783.0","","","71.0","","","1373546.0",""
"33383.0","20.0","33376.0","12223.0","","Week 72","","","24328.0","","","72.0","","","1397874.0",""
"33390.0","21.0","33383.0","10260.0","","Week 73","","","24862.0","","","73.0","","","1422736.0",""
"33397.0","22.0","33390.0","13733.0","","Week 74","","","25390.0","","","74.0","","","1448126.0",""
"33404.0","23.0","33397.0","13942.0","","Week 75","","","25621.0","","","75.0","","","1473747.0",""
"33411.0","24.0","33404.0","13633.0","","Week 76","","","18966.0","","","76.0","","","1492713.0",""
"33418.0","25.0","33411.0","11712.0","","Week 77","","","25435.0","","","77.0","","","1518148.0",""
"33425.0","26.0","33418.0","13401.0","","Week 78","","","33818.0","","","78.0","","","1551966.0",""
"33432.0","27.0","33425.0","15577.0","","Week 79","","","31924.0","","","79.0","","","1583890.0",""
"33439.0","28.0","33432.0","13483.0","","Week 80","","","19431.0","","","80.0","","","1603321.0",""
"33446.0","29.0","33439.0","13094.0","","Week 81","","","21110.0","","","81.0","","","1624431.0",""
"33453.0","30.0","33446.0","11468.0","","","","","","","","","","","",""
"33460.0","31.0","33453.0","13105.0","","","","","","","","","","","",""
"33467.0","32.0","33460.0","11735.0","","","","","","","","","","","",""
"33474.0","33.0","33467.0","11695.0","","","","","","","","","","","",""
"33481.0","34.0","33474.0","11697.0","","","","","","","","","","","",""
"33488.0","35.0","33481.0","11593.0","","","","","","","","","","","",""
"33495.0","36.0","33488.0","12637.0","","","","","","","","","","","",""
"33502.0","37.0","33495.0","11472.0","","","","","","","","","","","",""
"33509.0","38.0","33502.0","10594.0","","","","","","","","","","","",""
"33516.0","39.0","33509.0","14127.0","","","","","","","","","","","",""
"33523.0","40.0","33516.0","13602.0","","","","","","","","","","","",""
"33530.0","41.0","33523.0","11514.0","","","","","","","","","","","",""
"33537.0","42.0","33530.0","11574.0","","","","","","","","","","","",""
"33544.0","43.0","33537.0","10088.0","","","","","","","","","","","",""
"33551.0","44.0","33544.0","12664.0","","","","","","","","","","","",""
"33558.0","45.0","33551.0","10627.0","","","","","","","","","","","",""
"33565.0","46.0","33558.0","15027.0","","","","","","","","","","","",""
"33572.0","47.0","33565.0","17003.0","","","","","","","","","","","",""
"33579.0","48.0","33572.0","20162.0","","","","","","","","","","","",""
"33586.0","49.0","33579.0","17579.0","","","","","","","","","","","",""
"33593.0","50.0","33586.0","13945.0","","","","","","","","","","","",""
"33600.0","51.0","33593.0","10303.0","","","","","","","","","","","",""
"33607.0","52.0","33600.0","10656.0","","","","","","","","","","","",""
"33614.0","1.0","33607.0","17166.0","","","","","","","","","","","",""
"33621.0","2.0","33614.0","16169.0","","","","","","","","","","","",""
"33628.0","3.0","33621.0","10979.0","","","","","","","","","","","",""
"33635.0","4.0","33628.0","13841.0","","","","","","","","","","","",""
"33642.0","5.0","33635.0","14300.0","","","","","","","","","","","",""
"33649.0","6.0","33642.0","13223.0","","","","","","","","","","","",""
"33656.0","7.0","33649.0","11525.0","","","","","","","","","","","",""
"33663.0","8.0","33656.0","12063.0","","","","","","","","","","","",""
"33670.0","9.0","33663.0","12675.0","","","","","","","","","","","",""
"33677.0","10.0","33670.0","11082.0","","","","","","","","","","","",""
"33684.0","11.0","33677.0","12044.0","","","","","","","","","","","",""
"33691.0","12.0","33684.0","9350.0","","","","","","","","","","","",""
"33698.0","13.0","33691.0","13794.0","","","","","","","","","","","",""
"33705.0","14.0","33698.0","12817.0","","","","","","","","","","","",""
"33712.0","15.0","33705.0","12382.0","","","","","","","","","","","",""
"33719.0","16.0","33712.0","10480.0","","","","","","","","","","","",""
"33726.0","17.0","33719.0","12151.0","","","","","","","","","","","",""
"33733.0","18.0","33726.0","12023.0","","","","","","","","","","","",""
"33740.0","19.0","33733.0","12561.0","","","","","","","","","","","",""
"33747.0","20.0","33740.0","11980.0","","","","","","","","","","","",""
"33754.0","21.0","33747.0","10360.0","","","","","","","","","","","",""
"33761.0","22.0","33754.0","13809.0","","","","","","","","","","","",""
"33768.0","23.0","33761.0","14544.0","","","","","","","","","","","",""
"33775.0","24.0","33768.0","13627.0","","","","","","","","","","","",""
"33782.0","25.0","33775.0","13000.0","","","","","","","","","","","",""
"33789.0","26.0","33782.0","11998.0","","","","","","","","","","","",""
"33796.0","27.0","33789.0","17502.0","","","","","","","","","","","",""
"33803.0","28.0","33796.0","15170.0","","","","","","","","","","","",""
"33810.0","29.0","33803.0","13810.0","","","","","","","","","","","",""
"33817.0","30.0","33810.0","12050.0","","","","","","","","","","","",""
"33824.0","31.0","33817.0","12327.0","","","","","","","","","","","",""
"33831.0","32.0","33824.0","10818.0","","","","","","","","","","","",""
"33838.0","33.0","33831.0","10580.0","","","","","","","","","","","",""
"33845.0","34.0","33838.0","8421.0","","","","","","","","","","","",""
"33852.0","35.0","33845.0","10974.0","","","","","","","","","","","",""
"33859.0","36.0","33852.0","13182.0","","","","","","","","","","","",""
"33866.0","37.0","33859.0","15375.0","","","","","","","","","","","",""
"33873.0","38.0","33866.0","13581.0","","","","","","","","","","","",""
"33880.0","39.0","33873.0","12229.0","","","","","","","","","","","",""
"33887.0","40.0","33880.0","13469.0","","","","","","","","","","","",""
"33894.0","41.0","33887.0","11391.0","","","","","","","","","","","",""
"33901.0","42.0","33894.0","10265.0","","","","","","","","","","","",""
"33908.0","43.0","33901.0","10209.0","","","","","","","","","","","",""
"33915.0","44.0","33908.0","10581.0","","","","","","","","","","","",""
"33922.0","45.0","33915.0","8796.0","","","","","","","","","","","",""
"33929.0","46.0","33922.0","10477.0","","","","","","","","","","","",""
"33936.0","47.0","33929.0","6502.0","","","","","","","","","","","",""
"33943.0","48.0","33936.0","10587.0","","","","","","","","","","","",""
"33950.0","49.0","33943.0","10255.0","","","","","","","","","","","",""
"33957.0","50.0","33950.0","8974.0","","","","","","","","","","","",""
"33964.0","51.0","33957.0","6532.0","","","","","","","","","","","",""
"33971.0","52.0","33964.0","9172.0","","","","","","","","","","","",""
"33978.0","1.0","33971.0","12426.0","","","","","","","","","","","",""
"33985.0","2.0","33978.0","11939.0","","","","","","","","","","","",""
"33992.0","3.0","33985.0","8466.0","","","","","","","","","","","",""
"33999.0","4.0","33992.0","9399.0","","","","","","","","","","","",""
"34006.0","5.0","33999.0","9788.0","","","","","","","","","","","",""
"34013.0","6.0","34006.0","8856.0","","","","","","","","","","","",""
"34020.0","7.0","34013.0","8635.0","","","","","","","","","","","",""
"34027.0","8.0","34020.0","8368.0","","","","","","","","","","","",""
"34034.0","9.0","34027.0","8818.0","","","","","","","","","","","",""
"34041.0","10.0","34034.0","8920.0","","","","","","","","","","","",""
"34048.0","11.0","34041.0","8874.0","","","","","","","","","","","",""
"34055.0","12.0","34048.0","9134.0","","","","","","","","","","","",""
"34062.0","13.0","34055.0","9170.0","","","","","","","","","","","",""
"34069.0","14.0","34062.0","11117.0","","","","","","","","","","","",""
"34076.0","15.0","34069.0","8611.0","","","","","","","","","","","",""
"34083.0","16.0","34076.0","9067.0","","","","","","","","","","","",""
"34090.0","17.0","34083.0","8782.0","","","","","","","","","","","",""
"34097.0","18.0","34090.0","9832.0","","","","","","","","","","","",""
"34104.0","19.0","34097.0","9734.0","","","","","","","","","","","",""
"34111.0","20.0","34104.0","10188.0","","","","","","","","","","","",""
"34118.0","21.0","34111.0","9717.0","","","","","","","","","","","",""
"34125.0","22.0","34118.0","9067.0","","","","","","","","","","","",""
"34132.0","23.0","34125.0","12366.0","","","","","","","","","","","",""
"34139.0","24.0","34132.0","11538.0","","","","","","","","","","","",""
"34146.0","25.0","34139.0","10613.0","","","","","","","","","","","",""
"34153.0","26.0","34146.0","11410.0","","","","","","","","","","","",""
"34160.0","27.0","34153.0","12069.0","","","","","","","","","","","",""
"34167.0","28.0","34160.0","13765.0","","","","","","","","","","","",""
"34174.0","29.0","34167.0","11770.0","","","","","","","","","","","",""
"34181.0","30.0","34174.0","10195.0","","","","","","","","","","","",""
"34188.0","31.0","34181.0","10256.0","","","","","","","","","","","",""
"34195.0","32.0","34188.0","9798.0","","","","","","","","","","","",""
"34202.0","33.0","34195.0","9198.0","","","","","","","","","","","",""
"34209.0","34.0","34202.0","9012.0","","","","","","","","","","","",""
"34216.0","35.0","34209.0","9546.0","","","","","","","","","","","",""
"34223.0","36.0","34216.0","8209.0","","","","","","","","","","","",""
"34230.0","37.0","34223.0","9821.0","","","","","","","","","","","",""
"34237.0","38.0","34230.0","9190.0","","","","","","","","","","","",""
"34244.0","39.0","34237.0","8858.0","","","","","","","","","","","",""
"34251.0","40.0","34244.0","11963.0","","","","","","","","","","","",""
"34258.0","41.0","34251.0","10883.0","","","","","","","","","","","",""
"34265.0","42.0","34258.0","11679.0","","","","","","","","","","","",""
"34272.0","43.0","34265.0","9931.0","","","","","","","","","","","",""
"34279.0","44.0","34272.0","11222.0","","","","","","","","","","","",""
"34286.0","45.0","34279.0","9164.0","","","","","","","","","","","",""
"34293.0","46.0","34286.0","10882.0","","","","","","","","","","","",""
"34300.0","47.0","34293.0","7412.0","","","","","","","","","","","",""
"34307.0","48.0","34300.0","10684.0","","","","","","","","","","","",""
"34314.0","49.0","34307.0","10835.0","","","","","","","","","","","",""
"34321.0","50.0","34314.0","9107.0","","","","","","","","","","","",""
"34328.0","51.0","34321.0","7902.0","","","","","","","","","","","",""
"34335.0","52.0","34328.0","8078.0","","","","","","","","","","","",""
"34342.0","1.0","34335.0","13299.0","","","","","","","","","","","",""
"34349.0","2.0","34342.0","12233.0","","","","","","","","","","","",""
"34356.0","3.0","34349.0","8978.0","","","","","","","","","","","",""
"34363.0","4.0","34356.0","11182.0","","","","","","","","","","","",""
"34370.0","5.0","34363.0","10100.0","","","","","","","","","","","",""
"34377.0","6.0","34370.0","9886.0","","","","","","","","","","","",""
"34384.0","7.0","34377.0","9485.0","","","","","","","","","","","",""
"34391.0","8.0","34384.0","8495.0","","","","","","","","","","","",""
"34398.0","9.0","34391.0","8986.0","","","","","","","","","","","",""
"34405.0","10.0","34398.0","9132.0","","","","","","","","","","","",""
"34412.0","11.0","34405.0","8899.0","","","","","","","","","","","",""
"34419.0","12.0","34412.0","8484.0","","","","","","","","","","","",""
"34426.0","13.0","34419.0","8287.0","","","","","","","","","","","",""
"34433.0","14.0","34426.0","10306.0","","","","","","","","","","","",""
"34440.0","15.0","34433.0","9836.0","","","","","","","","","","","",""
"34447.0","16.0","34440.0","9489.0","","","","","","","","","","","",""
"34454.0","17.0","34447.0","9516.0","","","","","","","","","","","",""
"34461.0","18.0","34454.0","11359.0","","","","","","","","","","","",""
"34468.0","19.0","34461.0","10484.0","","","","","","","","","","","",""
"34475.0","20.0","34468.0","10843.0","","","","","","","","","","","",""
"34482.0","21.0","34475.0","11106.0","","","","","","","","","","","",""
"34489.0","22.0","34482.0","9734.0","","","","","","","","","","","",""
"34496.0","23.0","34489.0","12712.0","","","","","","","","","","","",""
"34503.0","24.0","34496.0","11334.0","","","","","","","","","","","",""
"34510.0","25.0","34503.0","11753.0","","","","","","","","","","","",""
"34517.0","26.0","34510.0","11292.0","","","","","","","","","","","",""
"34524.0","27.0","34517.0","13383.0","","","","","","","","","","","",""
"34531.0","28.0","34524.0","14800.0","","","","","","","","","","","",""
"34538.0","29.0","34531.0","12273.0","","","","","","","","","","","",""
"34545.0","30.0","34538.0","10742.0","","","","","","","","","","","",""
"34552.0","31.0","34545.0","10541.0","","","","","","","","","","","",""
"34559.0","32.0","34552.0","10049.0","","","","","","","","","","","",""
"34566.0","33.0","34559.0","9290.0","","","","","","","","","","","",""
"34573.0","34.0","34566.0","9207.0","","","","","","","","","","","",""
"34580.0","35.0","34573.0","9466.0","","","","","","","","","","","",""
"34587.0","36.0","34580.0","8156.0","","","","","","","","","","","",""
"34594.0","37.0","34587.0","9400.0","","","","","","","","","","","",""
"34601.0","38.0","34594.0","8728.0","","","","","","","","","","","",""
"34608.0","39.0","34601.0","8025.0","","","","","","","","","","","",""
"34615.0","40.0","34608.0","11252.0","","","","","","","","","","","",""
"34622.0","41.0","34615.0","9480.0","","","","","","","","","","","",""
"34629.0","42.0","34622.0","9149.0","","","","","","","","","","","",""
"34636.0","43.0","34629.0","8456.0","","","","","","","","","","","",""
"34643.0","44.0","34636.0","9332.0","","","","","","","","","","","",""
"34650.0","45.0","34643.0","7975.0","","","","","","","","","","","",""
"34657.0","46.0","34650.0","8789.0","","","","","","","","","","","",""
"34664.0","47.0","34657.0","6202.0","","","","","","","","","","","",""
"34671.0","48.0","34664.0","8637.0","","","","","","","","","","","",""
"34678.0","49.0","34671.0","9793.0","","","","","","","","","","","",""
"34685.0","50.0","34678.0","7934.0","","","","","","","","","","","",""
"34692.0","51.0","34685.0","8058.0","","","","","","","","","","","",""
"34699.0","52.0","34692.0","6843.0","","","","","","","","","","","",""
"34706.0","53.0","34699.0","10038.0","","","","","","","","","","","",""
"34713.0","1.0","34706.0","11648.0","","","","","","","","","","","",""
"34720.0","2.0","34713.0","8578.0","","","","","","","","","","","",""
"34727.0","3.0","34720.0","9088.0","","","","","","","","","","","",""
"34734.0","4.0","34727.0","9005.0","","","","","","","","","","","",""
"34741.0","5.0","34734.0","9180.0","","","","","","","","","","","",""
"34748.0","6.0","34741.0","8624.0","","","","","","","","","","","",""
"34755.0","7.0","34748.0","7989.0","","","","","","","","","","","",""
"34762.0","8.0","34755.0","8394.0","","","","","","","","","","","",""
"34769.0","9.0","34762.0","8145.0","","","","","","","","","","","",""
"34776.0","10.0","34769.0","7799.0","","","","","","","","","","","",""
"34783.0","11.0","34776.0","7878.0","","","","","","","","","","","",""
"34790.0","12.0","34783.0","7101.0","","","","","","","","","","","",""
"34797.0","13.0","34790.0","10209.0","","","","","","","","","","","",""
"34804.0","14.0","34797.0","9070.0","","","","","","","","","","","",""
"34811.0","15.0","34804.0","8589.0","","","","","","","","","","","",""
"34818.0","16.0","34811.0","8338.0","","","","","","","","","","","",""
"34825.0","17.0","34818.0","10010.0","","","","","","","","","","","",""
"34832.0","18.0","34825.0","9843.0","","","","","","","","","","","",""
"34839.0","19.0","34832.0","10506.0","","","","","","","","","","","",""
"34846.0","20.0","34839.0","10043.0","","","","","","","","","","","",""
"34853.0","21.0","34846.0","9691.0","","","","","","","","","","","",""
"34860.0","22.0","34853.0","10971.0","","","","","","","","","","","",""
"34867.0","23.0","34860.0","11947.0","","","","","","","","","","","",""
"34874.0","24.0","34867.0","11117.0","","","","","","","","","","","",""
"34881.0","25.0","34874.0","10094.0","","","","","","","","","","","",""
"34888.0","26.0","34881.0","12566.0","","","","","","","","","","","",""
"34895.0","27.0","34888.0","14440.0","","","","","","","","","","","",""
"34902.0","28.0","34895.0","11471.0","","","","","","","","","","","",""
"34909.0","29.0","34902.0","9610.0","","","","","","","","","","","",""
"34916.0","30.0","34909.0","8655.0","","","","","","","","","","","",""
"34923.0","31.0","34916.0","10313.0","","","","","","","","","","","",""
"34930.0","32.0","34923.0","9266.0","","","","","","","","","","","",""
"34937.0","33.0","34930.0","8967.0","","","","","","","","","","","",""
"34944.0","34.0","34937.0","9635.0","","","","","","","","","","","",""
"34951.0","35.0","34944.0","8335.0","","","","","","","","","","","",""
"34958.0","36.0","34951.0","9122.0","","","","","","","","","","","",""
"34965.0","37.0","34958.0","8040.0","","","","","","","","","","","",""
"34972.0","38.0","34965.0","7804.0","","","","","","","","","","","",""
"34979.0","39.0","34972.0","10138.0","","","","","","","","","","","",""
"34986.0","40.0","34979.0","10221.0","","","","","","","","","","","",""
"34993.0","41.0","34986.0","10554.0","","","","","","","","","","","",""
"35000.0","42.0","34993.0","8543.0","","","","","","","","","","","",""
"35007.0","43.0","35000.0","9415.0","","","","","","","","","","","",""
"35014.0","44.0","35007.0","7652.0","","","","","","","","","","","",""
"35021.0","45.0","35014.0","8935.0","","","","","","","","","","","",""
"35028.0","46.0","35021.0","6650.0","","","","","","","","","","","",""
"35035.0","47.0","35028.0","8938.0","","","","","","","","","","","",""
"35042.0","48.0","35035.0","8435.0","","","","","","","","","","","",""
"35049.0","49.0","35042.0","7411.0","","","","","","","","","","","",""
"35056.0","50.0","35049.0","8270.0","","","","","","","","","","","",""
"35063.0","51.0","35056.0","5931.0","","","","","","","","","","","",""
"35070.0","52.0","35063.0","9373.0","","","","","","","","","","","",""
"35077.0","1.0","35070.0","11703.0","","","","","","","","","","","",""
"35084.0","2.0","35077.0","9412.0","","","","","","","","","","","",""
"35091.0","3.0","35084.0","10228.0","","","","","","","","","","","",""
"35098.0","4.0","35091.0","9137.0","","","","","","","","","","","",""
"35105.0","5.0","35098.0","9294.0","","","","","","","","","","","",""
"35112.0","6.0","35105.0","8691.0","","","","","","","","","","","",""
"35119.0","7.0","35112.0","8271.0","","","","","","","","","","","",""
"35126.0","8.0","35119.0","8307.0","","","","","","","","","","","",""
"35133.0","9.0","35126.0","7930.0","","","","","","","","","","","",""
"35140.0","10.0","35133.0","8459.0","","","","","","","","","","","",""
"35147.0","11.0","35140.0","8155.0","","","","","","","","","","","",""
"35154.0","12.0","35147.0","7584.0","","","","","","","","","","","",""
"35161.0","13.0","35154.0","9732.0","","","","","","","","","","","",""
"35168.0","14.0","35161.0","8646.0","","","","","","","","","","","",""
"35175.0","15.0","35168.0","8739.0","","","","","","","","","","","",""
"35182.0","16.0","35175.0","8813.0","","","","","","","","","","","",""
"35189.0","17.0","35182.0","9186.0","","","","","","","","","","","",""
"35196.0","18.0","35189.0","9883.0","","","","","","","","","","","",""
"35203.0","19.0","35196.0","8847.0","","","","","","","","","","","",""
"35210.0","20.0","35203.0","9648.0","","","","","","","","","","","",""
"35217.0","21.0","35210.0","7703.0","","","","","","","","","","","",""
"35224.0","22.0","35217.0","12192.0","","","","","","","","","","","",""
"35231.0","23.0","35224.0","11217.0","","","","","","","","","","","",""
"35238.0","24.0","35231.0","11638.0","","","","","","","","","","","",""
"35245.0","25.0","35238.0","9925.0","","","","","","","","","","","",""
"35252.0","26.0","35245.0","12384.0","","","","","","","","","","","",""
"35259.0","27.0","35252.0","13193.0","","","","","","","","","","","",""
"35266.0","28.0","35259.0","11383.0","","","","","","","","","","","",""
"35273.0","29.0","35266.0","9551.0","","","","","","","","","","","",""
"35280.0","30.0","35273.0","9316.0","","","","","","","","","","","",""
"35287.0","31.0","35280.0","9118.0","","","","","","","","","","","",""
"35294.0","32.0","35287.0","8743.0","","","","","","","","","","","",""
"35301.0","33.0","35294.0","8636.0","","","","","","","","","","","",""
"35308.0","34.0","35301.0","8642.0","","","","","","","","","","","",""
"35315.0","35.0","35308.0","7523.0","","","","","","","","","","","",""
"35322.0","36.0","35315.0","8993.0","","","","","","","","","","","",""
"35329.0","37.0","35322.0","8558.0","","","","","","","","","","","",""
"35336.0","38.0","35329.0","7353.0","","","","","","","","","","","",""
"35343.0","39.0","35336.0","9697.0","","","","","","","","","","","",""
"35350.0","40.0","35343.0","8948.0","","","","","","","","","","","",""
