"Report date","Week #","Week ","FL","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35357.0","41.0","35350.0","8312.0","","","","","","","","","","","",""
"35364.0","42.0","35357.0","8251.0","","","","","","","","","","","",""
"35371.0","43.0","35364.0","8294.0","","","","","","","","","","","",""
"35378.0","44.0","35371.0","8973.0","","","","","","","","","","","",""
"35385.0","45.0","35378.0","7712.0","","","","","","","","","","","",""
"35392.0","46.0","35385.0","8333.0","","","","","","","","","","","",""
"35399.0","47.0","35392.0","5048.0","","","","","","","","","","","",""
"35406.0","48.0","35399.0","9135.0","","","","","","","","","","","",""
"35413.0","49.0","35406.0","8214.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","7618.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","6372.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","7111.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","11127.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","10068.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","7943.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","9022.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","8884.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","8286.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","7654.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","7908.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","8341.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","7676.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","7762.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","6992.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","9414.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","9157.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","8332.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","8083.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","8214.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","9004.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","8773.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","9341.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","8102.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","10657.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","10884.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","10821.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","9836.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","10647.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","13461.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","10716.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","9449.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","9116.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","9053.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","9179.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","8797.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","8512.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","7153.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","8056.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","8243.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","7418.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","8347.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","9049.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","7623.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","7843.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","7176.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","7440.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","7131.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","7743.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","5506.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","7814.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","7233.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","6963.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","5724.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","5065.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","10339.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","9502.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","7205.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","7829.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","7563.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","7477.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","6794.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","6775.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","7860.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","6944.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","6819.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","6516.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","7735.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","8173.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","7437.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","7019.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","7224.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","7794.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","8095.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","8765.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","7620.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","10399.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","10477.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","9877.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","9473.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","9251.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","12608.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","10445.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","8917.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","8339.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","9076.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","8235.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","8015.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","8136.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","8342.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","6906.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","7851.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","5249.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","7398.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","10208.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","8280.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","8087.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","7203.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","7805.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","7282.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","8025.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","5368.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","7462.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","7444.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","5796.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","6911.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","4576.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","9643.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","9434.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","7585.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","8099.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","7345.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","7267.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","6510.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","6729.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","6773.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","6764.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","6198.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","6119.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","6495.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","8473.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","7057.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","6465.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","6627.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","8084.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","7601.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","8247.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","8080.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","7541.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","9832.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","9144.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","9130.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","7958.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","8061.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","9650.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","8676.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","8222.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","7605.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","7642.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","7093.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","6531.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","7028.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","5767.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","5165.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","5862.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","6324.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","7252.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","6275.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","6952.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","6476.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","6818.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","5494.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","6537.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","4546.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","6359.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","6718.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","6126.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","5666.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","4959.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","8252.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","7969.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","6136.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","7171.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","6766.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","6653.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","6273.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","5790.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","5962.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","6299.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","5727.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","5890.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","5831.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","7014.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","6396.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","6216.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","6610.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","6781.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","6648.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","7461.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","7375.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","7098.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","9128.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","8719.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","8903.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","7958.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","8243.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","9887.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","9306.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","7785.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","8373.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","8099.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","7722.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","7493.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","7003.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","6142.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","7148.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","5495.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","7140.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","6627.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","6902.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","6790.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","6559.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","6754.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","5935.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","7973.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","4962.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","7334.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","4973.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","7828.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","7890.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","6216.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","6651.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","8635.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","8039.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","9252.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","8352.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","8420.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","7841.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","7407.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","7609.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","8362.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","7796.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","7985.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","7592.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","8811.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","9637.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","8733.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","8703.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","9373.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","9234.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","9447.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","9092.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","7540.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","11460.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","9398.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","9387.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","10878.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","8494.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","13332.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","14519.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","11296.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","10013.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","10297.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","9721.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","9648.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","8849.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","8121.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","8515.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","8117.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","15748.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","16303.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","14710.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","13727.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","12887.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","13086.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","12739.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","10782.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","8360.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","12129.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","12888.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","10590.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","9970.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","5422.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","8481.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","14211.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","12978.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","9983.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","10711.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","10745.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","9411.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","8626.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","8388.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","9959.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","8946.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","8137.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","9083.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","10837.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","11139.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","10898.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","11979.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","10879.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","10735.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","11210.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","11595.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","10626.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","13072.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","13279.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","13470.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","11497.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","10783.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","14784.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","13439.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","11500.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","10024.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","11307.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","11200.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","10269.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","9571.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","9369.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","10751.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","10373.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","10218.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","11059.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","11460.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","10629.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","8741.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","9588.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","11183.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","9257.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","10013.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","6416.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","11339.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","10298.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","9878.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","7601.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","8621.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","12257.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","12425.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","9710.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","10216.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","11565.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","9590.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","9123.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","8914.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","10941.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","9497.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","9244.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","9097.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","10943.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","10836.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","10828.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","10331.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","10056.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","11251.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","11976.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","10945.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","10173.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","14062.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","13504.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","12835.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","10859.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","11782.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","14853.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","12722.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","10798.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","10049.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","10729.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","10863.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","10341.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","9540.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","9412.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","10778.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","9829.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","8496.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","9410.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","11584.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","9770.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","8632.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","8731.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","8997.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","7942.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","10076.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","6685.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","9958.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","9679.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","9216.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","7018.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","6729.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","11829.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","14384.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","10661.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","10377.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","11791.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","10717.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","9744.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","9457.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","10583.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","9769.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","9706.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","8847.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","9795.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","12002.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","10128.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","10715.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","9880.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","10884.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","11084.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","11468.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","12248.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","11094.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","12447.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","12021.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","11686.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","11389.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","13243.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","13708.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","11953.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","9822.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","11200.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","10250.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","12070.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","14999.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","10994.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","9111.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","17908.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","19720.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","19235.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","19872.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","17645.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","16090.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","11106.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","11894.0","","","","","","","","","","","",""
