"Report date","Week #","Week ","RI","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"41993.0","50.0","41986.0","1723.0","","","","","","","","","","","",""
"42000.0","51.0","41993.0","3226.0","","","","","","","","","","","",""
"42007.0","52.0","42000.0","1978.0","","","","","","","","","","","",""
"42014.0","1.0","42007.0","3039.0","","","","","","","","","","","",""
"42021.0","2.0","42014.0","2400.0","","","","","","","","","","","",""
"42028.0","3.0","42021.0","2290.0","","","","","","","","","","","",""
"42035.0","4.0","42028.0","1302.0","","","","","","","","","","","",""
"42042.0","5.0","42035.0","2293.0","","","","","","","","","","","",""
"42049.0","6.0","42042.0","1310.0","","","","","","","","","","","",""
"42056.0","7.0","42049.0","2762.0","","","","","","","","","","","",""
"42063.0","8.0","42056.0","1712.0","","","","","","","","","","","",""
"42070.0","9.0","42063.0","1169.0","","","","","","","","","","","",""
"42077.0","10.0","42070.0","979.0","","","","","","","","","","","",""
"42084.0","11.0","42077.0","1195.0","","","","","","","","","","","",""
"42091.0","12.0","42084.0","846.0","","","","","","","","","","","",""
"42098.0","13.0","42091.0","705.0","","","","","","","","","","","",""
"42105.0","14.0","42098.0","895.0","","","","","","","","","","","",""
"42112.0","15.0","42105.0","1001.0","","","","","","","","","","","",""
"42119.0","16.0","42112.0","3100.0","","","","","","","","","","","",""
"42126.0","17.0","42119.0","819.0","","","","","","","","","","","",""
"42133.0","18.0","42126.0","867.0","","","","","","","","","","","",""
"42140.0","19.0","42133.0","1004.0","","","","","","","","","","","",""
"42147.0","20.0","42140.0","888.0","","","","","","","","","","","",""
"42154.0","21.0","42147.0","910.0","","","","","","","","","","","",""
"42161.0","22.0","42154.0","822.0","","","","","","","","","","","",""
"42168.0","23.0","42161.0","865.0","","","","","","","","","","","",""
"42175.0","24.0","42168.0","1339.0","","","","","","","","","","","",""
"42182.0","25.0","42175.0","1871.0","","","","","","","","","","","",""
"42189.0","26.0","42182.0","2222.0","","","","","","","","","","","",""
"42196.0","27.0","42189.0","990.0","","","","","","","","","","","",""
"42203.0","28.0","42196.0","1372.0","","","","","","","","","","","",""
"42210.0","29.0","42203.0","785.0","","","","","","","","","","","",""
"42217.0","30.0","42210.0","974.0","","","","","","","","","","","",""
"42224.0","31.0","42217.0","921.0","","","","","","","","","","","",""
"42231.0","32.0","42224.0","1001.0","","","","","","","","","","","",""
"42238.0","33.0","42231.0","1003.0","","","","","","","","","","","",""
"42245.0","34.0","42238.0","901.0","","","","","","","","","","","",""
"42252.0","35.0","42245.0","938.0","","","","","","","","","","","",""
"42259.0","36.0","42252.0","937.0","","","","","","","","","","","",""
"42266.0","37.0","42259.0","808.0","","","","","","","","","","","",""
"42273.0","38.0","42266.0","677.0","","","","","","","","","","","",""
"42280.0","39.0","42273.0","844.0","","","","","","","","","","","",""
"42287.0","40.0","42280.0","1025.0","","","","","","","","","","","",""
"42294.0","41.0","42287.0","746.0","","","","","","","","","","","",""
"42301.0","42.0","42294.0","870.0","","","","","","","","","","","",""
"42308.0","43.0","42301.0","973.0","","","","","","","","","","","",""
"42315.0","44.0","42308.0","1053.0","","","","","","","","","","","",""
"42322.0","45.0","42315.0","1090.0","","","","","","","","","","","",""
"42329.0","46.0","42322.0","883.0","","","","","","","","","","","",""
"42336.0","47.0","42329.0","917.0","","","","","","","","","","","",""
"42343.0","48.0","42336.0","1280.0","","","","","","","","","","","",""
"42350.0","49.0","42343.0","1479.0","","","","","","","","","","","",""
"42357.0","50.0","42350.0","1417.0","","","","","","","","","","","",""
"42364.0","51.0","42357.0","2641.0","","","","","","","","","","","",""
"42371.0","52.0","42364.0","2168.0","","","","","","","","","","","",""
"42378.0","1.0","42371.0","2731.0","","","","","","","","","","","",""
"42385.0","2.0","42378.0","2335.0","","","","","","","","","","","",""
"42392.0","3.0","42385.0","1882.0","","","","","","","","","","","",""
"42399.0","4.0","42392.0","1422.0","","","","","","","","","","","",""
"42406.0","5.0","42399.0","2205.0","","","","","","","","","","","",""
"42413.0","6.0","42406.0","1401.0","","","","","","","","","","","",""
"42420.0","7.0","42413.0","2145.0","","","","","","","","","","","",""
"42427.0","8.0","42420.0","1307.0","","","","","","","","","","","",""
"42434.0","9.0","42427.0","921.0","","","","","","","","","","","",""
"42441.0","10.0","42434.0","874.0","","","","","","","","","","","",""
"42448.0","11.0","42441.0","818.0","","","","","","","","","","","",""
"42455.0","12.0","42448.0","939.0","","","","","","","","","","","",""
"42462.0","13.0","42455.0","846.0","","","","","","","","","","","",""
"42469.0","14.0","42462.0","1093.0","","","","","","","","","","","",""
"42476.0","15.0","42469.0","1075.0","","","","","","","","","","","",""
"42483.0","16.0","42476.0","2799.0","","","","","","","","","","","",""
"42490.0","17.0","42483.0","859.0","","","","","","","","","","","",""
"42497.0","18.0","42490.0","748.0","","","","","","","","","","","",""
"42504.0","19.0","42497.0","859.0","","","","","","","","","","","",""
"42511.0","20.0","42504.0","876.0","","","","","","","","","","","",""
"42518.0","21.0","42511.0","881.0","","","","","","","","","","","",""
"42525.0","22.0","42518.0","759.0","","","","","","","","","","","",""
"42532.0","23.0","42525.0","867.0","","","","","","","","","","","",""
"42539.0","24.0","42532.0","1239.0","","","","","","","","","","","",""
"42546.0","25.0","42539.0","2323.0","","","","","","","","","","","",""
"42553.0","26.0","42546.0","1628.0","","","","","","","","","","","",""
"42560.0","27.0","42553.0","1163.0","","","","","","","","","","","",""
"42567.0","28.0","42560.0","1151.0","","","","","","","","","","","",""
"42574.0","29.0","42567.0","860.0","","","","","","","","","","","",""
"42581.0","30.0","42574.0","822.0","","","","","","","","","","","",""
"42588.0","31.0","42581.0","973.0","","","","","","","","","","","",""
"42595.0","32.0","42588.0","786.0","","","","","","","","","","","",""
"42602.0","33.0","42595.0","1096.0","","","","","","","","","","","",""
"42609.0","34.0","42602.0","811.0","","","","","","","","","","","",""
"42616.0","35.0","42609.0","802.0","","","","","","","","","","","",""
"42623.0","36.0","42616.0","656.0","","","","","","","","","","","",""
"42630.0","37.0","42623.0","806.0","","","","","","","","","","","",""
"42637.0","38.0","42630.0","719.0","","","","","","","","","","","",""
"42644.0","39.0","42637.0","722.0","","","","","","","","","","","",""
"42651.0","40.0","42644.0","891.0","","","","","","","","","","","",""
"42658.0","41.0","42651.0","761.0","","","","","","","","","","","",""
"42665.0","42.0","42658.0","787.0","","","","","","","","","","","",""
"42672.0","43.0","42665.0","902.0","","","","","","","","","","","",""
"42679.0","44.0","42672.0","1035.0","","","","","","","","","","","",""
"42686.0","45.0","42679.0","1021.0","","","","","","","","","","","",""
"42693.0","46.0","42686.0","957.0","","","","","","","","","","","",""
"42700.0","47.0","42693.0","1180.0","","","","","","","","","","","",""
"42707.0","48.0","42700.0","1243.0","","","","","","","","","","","",""
"42714.0","49.0","42707.0","1095.0","","","","","","","","","","","",""
"42721.0","50.0","42714.0","1555.0","","","","","","","","","","","",""
"42728.0","51.0","42721.0","2424.0","","","","","","","","","","","",""
"42735.0","52.0","42728.0","3703.0","","","","","","","","","","","",""
"42742.0","53.0","42735.0","1979.0","","","","","","","","","","","",""
"42749.0","1.0","42742.0","2181.0","","","","","","","","","","","",""
"42756.0","2.0","42749.0","1390.0","","","","","","","","","","","",""
"42763.0","3.0","42756.0","1430.0","","","","","","","","","","","",""
"42770.0","4.0","42763.0","1106.0","","","","","","","","","","","",""
"42777.0","5.0","42770.0","944.0","","","","","","","","","","","",""
"42784.0","6.0","42777.0","1225.0","","","","","","","","","","","",""
"42791.0","7.0","42784.0","2206.0","","","","","","","","","","","",""
"42798.0","8.0","42791.0","874.0","","","","","","","","","","","",""
"42805.0","9.0","42798.0","963.0","","","","","","","","","","","",""
"42812.0","10.0","42805.0","962.0","","","","","","","","","","","",""
"42819.0","11.0","42812.0","780.0","","","","","","","","","","","",""
"42826.0","12.0","42819.0","705.0","","","","","","","","","","","",""
"42833.0","13.0","42826.0","906.0","","","","","","","","","","","",""
"42840.0","14.0","42833.0","1364.0","","","","","","","","","","","",""
"42847.0","15.0","42840.0","2227.0","","","","","","","","","","","",""
"42854.0","16.0","42847.0","855.0","","","","","","","","","","","",""
"42861.0","17.0","42854.0","749.0","","","","","","","","","","","",""
"42868.0","18.0","42861.0","717.0","","","","","","","","","","","",""
"42875.0","19.0","42868.0","851.0","","","","","","","","","","","",""
"42882.0","20.0","42875.0","978.0","","","","","","","","","","","",""
"42889.0","21.0","42882.0","723.0","","","","","","","","","","","",""
"42896.0","22.0","42889.0","778.0","","","","","","","","","","","",""
"42903.0","23.0","42896.0","869.0","","","","","","","","","","","",""
"42910.0","24.0","42903.0","2042.0","","","","","","","","","","","",""
"42917.0","25.0","42910.0","2014.0","","","","","","","","","","","",""
"42924.0","26.0","42917.0","1389.0","","","","","","","","","","","",""
"42931.0","27.0","42924.0","982.0","","","","","","","","","","","",""
"42938.0","28.0","42931.0","835.0","","","","","","","","","","","",""
"42945.0","29.0","42938.0","632.0","","","","","","","","","","","",""
"42952.0","30.0","42945.0","874.0","","","","","","","","","","","",""
"42959.0","31.0","42952.0","836.0","","","","","","","","","","","",""
"42966.0","32.0","42959.0","818.0","","","","","","","","","","","",""
"42973.0","33.0","42966.0","768.0","","","","","","","","","","","",""
"42980.0","34.0","42973.0","770.0","","","","","","","","","","","",""
"42987.0","35.0","42980.0","728.0","","","","","","","","","","","",""
"42994.0","36.0","42987.0","837.0","","","","","","","","","","","",""
"43001.0","37.0","42994.0","798.0","","","","","","","","","","","",""
"43008.0","38.0","43001.0","691.0","","","","","","","","","","","",""
"43015.0","39.0","43008.0","779.0","","","","","","","","","","","",""
"43022.0","40.0","43015.0","731.0","","","","","","","","","","","",""
"43029.0","41.0","43022.0","772.0","","","","","","","","","","","",""
"43036.0","42.0","43029.0","702.0","","","","","","","","","","","",""
"43043.0","43.0","43036.0","886.0","","","","","","","","","","","",""
"43050.0","44.0","43043.0","1058.0","","","","","","","","","","","",""
"43057.0","45.0","43050.0","998.0","","","","","","","","","","","",""
"43064.0","46.0","43057.0","965.0","","","","","","","","","","","",""
"43071.0","47.0","43064.0","1233.0","","","","","","","","","","","",""
"43078.0","48.0","43071.0","1154.0","","","","","","","","","","","",""
"43085.0","49.0","43078.0","1570.0","","","","","","","","","","","",""
"43092.0","50.0","43085.0","2232.0","","","","","","","","","","","",""
"43099.0","51.0","43092.0","3578.0","","","","","","","","","","","",""
"43106.0","52.0","43099.0","1941.0","","","","","","","","","","","",""
"43113.0","1.0","43106.0","1988.0","","","","","","","","","","","",""
"43120.0","2.0","43113.0","1685.0","","","","","","","","","","","",""
"43127.0","3.0","43120.0","1341.0","","","","","","","","","","","",""
"43134.0","4.0","43127.0","1190.0","","","","","","","","","","","",""
"43141.0","5.0","43134.0","916.0","","","","","","","","","","","",""
"43148.0","6.0","43141.0","1011.0","","","","","","","","","","","",""
"43155.0","7.0","43148.0","1944.0","","","","","","","","","","","",""
"43162.0","8.0","43155.0","862.0","","","","","","","","","","","",""
"43169.0","9.0","43162.0","758.0","","","","","","","","","","","",""
"43176.0","10.0","43169.0","834.0","","","","","","","","","","","",""
"43183.0","11.0","43176.0","635.0","","","","","","","","","","","",""
"43190.0","12.0","43183.0","958.0","","","","","","","","","","","",""
"43197.0","13.0","43190.0","900.0","","","","","","","","","","","",""
"43204.0","14.0","43197.0","934.0","","","","","","","","","","","",""
"43211.0","15.0","43204.0","2631.0","","","","","","","","","","","",""
"43218.0","16.0","43211.0","651.0","","","","","","","","","","","",""
"43225.0","17.0","43218.0","704.0","","","","","","","","","","","",""
"43232.0","18.0","43225.0","747.0","","","","","","","","","","","",""
"43239.0","19.0","43232.0","846.0","","","","","","","","","","","",""
"43246.0","20.0","43239.0","608.0","","","","","","","","","","","",""
"43253.0","21.0","43246.0","578.0","","","","","","","","","","","",""
"43260.0","22.0","43253.0","677.0","","","","","","","","","","","",""
"43267.0","23.0","43260.0","879.0","","","","","","","","","","","",""
"43274.0","24.0","43267.0","1992.0","","","","","","","","","","","",""
"43281.0","25.0","43274.0","1888.0","","","","","","","","","","","",""
"43288.0","26.0","43281.0","1242.0","","","","","","","","","","","",""
"43295.0","27.0","43288.0","1126.0","","","","","","","","","","","",""
"43302.0","28.0","43295.0","672.0","","","","","","","","","","","",""
"43309.0","29.0","43302.0","758.0","","","","","","","","","","","",""
"43316.0","30.0","43309.0","1152.0","","","","","","","","","","","",""
"43323.0","31.0","43316.0","875.0","","","","","","","","","","","",""
"43330.0","32.0","43323.0","830.0","","","","","","","","","","","",""
"43337.0","33.0","43330.0","760.0","","","","","","","","","","","",""
"43344.0","34.0","43337.0","700.0","","","","","","","","","","","",""
"43351.0","35.0","43344.0","628.0","","","","","","","","","","","",""
"43358.0","36.0","43351.0","761.0","","","","","","","","","","","",""
"43365.0","37.0","43358.0","667.0","","","","","","","","","","","",""
"43372.0","38.0","43365.0","615.0","","","","","","","","","","","",""
"43379.0","39.0","43372.0","694.0","","","","","","","","","","","",""
"43386.0","40.0","43379.0","786.0","","","","","","","","","","","",""
"43393.0","41.0","43386.0","853.0","","","","","","","","","","","",""
"43400.0","42.0","43393.0","775.0","","","","","","","","","","","",""
"43407.0","43.0","43400.0","711.0","","","","","","","","","","","",""
"43414.0","44.0","43407.0","772.0","","","","","","","","","","","",""
"43421.0","45.0","43414.0","1032.0","","","","","","","","","","","",""
"43428.0","46.0","43421.0","1015.0","","","","","","","","","","","",""
"43435.0","47.0","43428.0","1306.0","","","","","","","","","","","",""
"43442.0","48.0","43435.0","1159.0","","","","","","","","","","","",""
"43449.0","49.0","43442.0","1300.0","","","","","","","","","","","",""
"43456.0","50.0","43449.0","1864.0","","","","","","","","","","","",""
"43463.0","51.0","43456.0","3556.0","","","","","","","","","","","",""
"43470.0","52.0","43463.0","2334.0","","","","","","","","","","","",""
"43477.0","1.0","43470.0","1679.0","","","","","","","","","","","",""
"43484.0","2.0","43477.0","1506.0","","","","","","","","","","","",""
"43491.0","3.0","43484.0","1404.0","","","","","","","","","","","",""
"43498.0","4.0","43491.0","1454.0","","","","","","","","","","","",""
"43505.0","5.0","43498.0","898.0","","","","","","","","","","","",""
"43512.0","6.0","43505.0","1029.0","","","","","","","","","","","",""
"43519.0","7.0","43512.0","1899.0","","","","","","","","","","","",""
"43526.0","8.0","43519.0","799.0","","","","","","","","","","","",""
"43533.0","9.0","43526.0","750.0","","","","","","","","","","","",""
"43540.0","10.0","43533.0","887.0","","","","","","","","","","","",""
"43547.0","11.0","43540.0","758.0","","","","","","","","","","","",""
"43554.0","12.0","43547.0","671.0","","","","","","","","","","","",""
"43561.0","13.0","43554.0","669.0","","","","","","","","","","","",""
"43568.0","14.0","43561.0","751.0","","","","","","","","","","","",""
"43575.0","15.0","43568.0","3584.0","","","","","","","","","","","",""
"43582.0","16.0","43575.0","1118.0","","","","","","","","","","","",""
"43589.0","17.0","43582.0","630.0","","","","","","","","","","","",""
"43596.0","18.0","43589.0","731.0","","","","","","","","","","","",""
"43603.0","19.0","43596.0","713.0","","","","","","","","","","","",""
"43610.0","20.0","43603.0","684.0","","","","","","","","","","","",""
"43617.0","21.0","43610.0","472.0","","","","","","","","","","","",""
"43624.0","22.0","43617.0","747.0","","","","","","","","","","","",""
"43631.0","23.0","43624.0","1152.0","","","","","","","","","","","",""
"43638.0","24.0","43631.0","1805.0","","","","","","","","","","","",""
"43645.0","25.0","43638.0","1648.0","","","","","","","","","","","",""
"43652.0","26.0","43645.0","1364.0","","","","","","","","","","","",""
"43659.0","27.0","43652.0","861.0","","","","","","","","","","","",""
"43666.0","28.0","43659.0","692.0","","","","","","","","","","","",""
"43673.0","29.0","43666.0","646.0","","","","","","","","","","","",""
"43680.0","30.0","43673.0","695.0","","","","","","","","","","","",""
"43687.0","31.0","43680.0","730.0","","","","","","","","","","","",""
"43694.0","32.0","43687.0","872.0","","","","","","","","","","","",""
"43701.0","33.0","43694.0","753.0","","","","","","","","","","","",""
"43708.0","34.0","43701.0","617.0","","","","","","","","","","","",""
"43715.0","35.0","43708.0","640.0","","","","","","","","","","","",""
"43722.0","36.0","43715.0","735.0","","","","","","","","","","","",""
"43729.0","37.0","43722.0","662.0","","","","","","","","","","","",""
"43736.0","38.0","43729.0","530.0","","","","","","","","","","","",""
"43743.0","39.0","43736.0","571.0","","","","","","","","","","","",""
"43750.0","40.0","43743.0","890.0","","","","","","","","","","","",""
"43757.0","41.0","43750.0","655.0","","","","","","","","","","","",""
"43764.0","42.0","43757.0","700.0","","","","","","","","","","","",""
"43771.0","43.0","43764.0","796.0","","","","","","","","","","","",""
"43778.0","44.0","43771.0","864.0","","","","","","","","","","","",""
"43785.0","45.0","43778.0","793.0","","","","","","","","","","","",""
"43792.0","46.0","43785.0","839.0","","","","","","","","","","","",""
"43799.0","47.0","43792.0","981.0","","","","","","","","","","","",""
"43806.0","48.0","43799.0","1523.0","","","","","","","","","","","",""
"43813.0","49.0","43806.0","1338.0","","","","","","","","","","","",""
"43820.0","50.0","43813.0","1719.0","","","","","","","","","","","",""
"43827.0","51.0","43820.0","3661.0","","","","","","","","","","","",""
"43834.0","52.0","43827.0","1972.0","","","","","","","","","","","",""
"43841.0","1.0","43834.0","1817.0","","","","","","","","","","","",""
"43848.0","2.0","43841.0","1194.0","","","","","","","","","","","",""
"43855.0","3.0","43848.0","1048.0","","","","","","","","","","","",""
"43862.0","4.0","43855.0","971.0","","","","","","","","","","","",""
"43869.0","5.0","43862.0","959.0","","","","","","","","","","","",""
"43876.0","6.0","43869.0","996.0","","","","","","","","","","","",""
"43883.0","7.0","43876.0","1921.0","","","","","","","","","","","",""
"43890.0","8.0","43883.0","874.0","","","","","","","","","","","",""
"43897.0","9.0","43890.0","700.0","","","","","","","","","","","",""
"43904.0","10.0","43897.0","1108.0","","","","","","","","","","","",""
"43911.0","11.0","43904.0","35847.0","","","","","","","","","","","",""
"43918.0","12.0","43911.0","27800.0","","","","","","","","","","","",""
"43925.0","13.0","43918.0","28243.0","","","","","","","","","","","",""
"43932.0","14.0","43925.0","22509.0","","","","","","","","","","","",""
"43939.0","15.0","43932.0","18078.0","","","","","","","","","","","",""
"43946.0","16.0","43939.0","13084.0","","","","","","","","","","","",""
"43953.0","17.0","43946.0","9088.0","","","","","","","","","","","",""
"43960.0","18.0","43953.0","6245.0","","","","","","","","","","","",""
"43967.0","19.0","43960.0","3883.0","","","","","","","","","","","",""
"43974.0","20.0","43967.0","2937.0","","","","","","","","","","","",""
"43981.0","21.0","43974.0","2748.0","","","","","","","","","","","",""
"43988.0","22.0","43981.0","3518.0","","","","","","","","","","","",""
"43995.0","23.0","43988.0","2641.0","","","","","","","","","","","",""
"44002.0","24.0","43995.0","4014.0","","","","","","","","","","","",""
"44009.0","25.0","44002.0","3229.0","","","","","","","","","","","",""
"44016.0","26.0","44009.0","3436.0","","","","","","","","","","","",""
"44023.0","27.0","44016.0","3133.0","","","","","","","","","","","",""
"44030.0","28.0","44023.0","3258.0","","","","","","","","","","","",""
"44037.0","29.0","44030.0","3635.0","","","","","","","","","","","",""
"44044.0","30.0","44037.0","3722.0","","","","","","","","","","","",""
"44051.0","31.0","44044.0","3324.0","","","","","","","","","","","",""
"44058.0","32.0","44051.0","2683.0","","","","","","","","","","","",""
"44065.0","33.0","44058.0","3186.0","","","","","","","","","","","",""
"44072.0","34.0","44065.0","3680.0","","","","","","","","","","","",""
"44079.0","35.0","44072.0","3251.0","","","","","","","","","","","",""
"44086.0","36.0","44079.0","3026.0","","","","","","","","","","","",""
"44093.0","37.0","44086.0","2830.0","","","","","","","","","","","",""
"44100.0","38.0","44093.0","3098.0","","","","","","","","","","","",""
"44107.0","39.0","44100.0","2801.0","","","","","","","","","","","",""
"44114.0","40.0","44107.0","3059.0","","","","","","","","","","","",""
"44121.0","41.0","44114.0","2377.0","","","","","","","","","","","",""
