"Report date","Week #","Week ","TN","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35385.0","45.0","35378.0","6997.0","","","","","","","","","","","",""
"35392.0","46.0","35385.0","7065.0","","","","","","","","","","","",""
"35399.0","47.0","35392.0","6690.0","","","","","","","","","","","",""
"35406.0","48.0","35399.0","12149.0","","","","","","","","","","","",""
"35413.0","49.0","35406.0","10215.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","8259.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","8777.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","25105.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","35749.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","22138.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","13980.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","7741.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","7842.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","6281.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","5290.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","5352.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","6632.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","7951.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","5483.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","4122.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","6917.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","8362.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","5260.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","4442.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","5144.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","6596.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","6442.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","5017.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","5053.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","8626.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","6539.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","5896.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","5179.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","6910.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","20930.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","18601.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","8459.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","6941.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","5461.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","5831.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","5891.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","4665.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","5053.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","4884.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","5526.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","4071.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","4410.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","5949.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","5202.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","4661.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","5036.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","6328.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","6010.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","6953.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","4998.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","11964.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","8620.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","7353.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","6575.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","19198.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","35291.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","23361.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","9608.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","7356.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","9647.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","9271.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","7688.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","6023.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","6478.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","5598.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","6308.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","6023.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","5442.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","5277.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","6417.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","5732.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","4429.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","5546.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","5152.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","5185.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","4814.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","5681.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","5373.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","6300.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","6133.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","7546.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","17762.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","18460.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","10257.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","5887.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","5470.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","5147.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","4995.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","5838.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","4580.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","4927.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","5620.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","5286.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","4576.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","5806.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","4547.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","5297.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","4737.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","5889.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","5678.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","6088.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","5273.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","10868.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","7985.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","6818.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","6648.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","19409.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","35363.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","25515.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","10814.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","8275.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","6493.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","5757.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","5376.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","4995.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","5648.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","5488.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","4594.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","4753.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","3972.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","7839.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","6041.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","4156.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","4033.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","5816.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","5993.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","5377.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","5172.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","5347.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","7038.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","4517.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","4310.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","5619.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","8428.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","17201.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","12352.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","6265.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","6537.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","5153.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","4791.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","3443.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","4861.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","3468.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","4237.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","4066.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","3623.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","5649.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","5545.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","3751.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","4386.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","4760.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","4209.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","5484.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","4015.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","9066.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","6878.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","5706.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","5557.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","15842.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","30396.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","18923.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","8922.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","7169.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","9380.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","6790.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","4949.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","4428.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","4897.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","5816.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","4449.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","4614.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","3696.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","5923.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","4909.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","4074.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","5095.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","5379.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","4569.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","5232.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","5621.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","5623.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","6359.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","4723.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","5732.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","4710.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","8138.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","16169.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","14292.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","6593.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","6065.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","5369.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","5235.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","4738.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","5074.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","4789.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","5049.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","5264.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","3712.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","7712.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","5745.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","4932.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","4565.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","6074.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","5755.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","8778.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","5772.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","15467.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","10149.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","7255.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","9788.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","16541.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","26996.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","25484.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","14615.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","11653.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","9641.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","10996.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","7463.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","9058.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","7747.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","8421.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","7360.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","7628.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","8073.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","8482.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","7095.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","8439.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","7306.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","6690.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","6752.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","8359.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","7336.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","8917.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","11938.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","9263.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","6831.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","6140.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","10456.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","23173.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","15905.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","9208.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","8239.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","8620.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","6562.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","6084.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","7041.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","6357.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","6925.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","6405.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","7352.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","8076.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","9326.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","7950.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","9093.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","7639.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","8465.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","7728.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","6661.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","16839.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","12878.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","8576.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","11045.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","10884.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","25607.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","30914.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","14128.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","8865.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","9073.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","7872.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","7959.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","5720.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","6754.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","8139.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","6156.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","6798.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","5935.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","9454.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","7909.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","6971.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","7988.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","8117.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","7770.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","7471.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","6563.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","6099.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","7590.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","8126.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","5805.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","5641.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","6141.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","19142.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","14319.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","9478.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","6703.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","6227.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","5586.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","5364.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","6053.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","6016.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","6758.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","6658.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","5131.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","6949.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","6513.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","8570.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","6481.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","6745.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","9074.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","6026.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","7269.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","5258.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","11838.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","8627.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","6556.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","9046.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","25498.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","29608.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","12345.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","9909.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","11912.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","7657.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","7543.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","6570.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","7573.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","8359.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","7201.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","6506.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","6493.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","6166.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","7160.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","7283.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","6875.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","6326.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","6556.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","9577.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","7876.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","7535.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","9818.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","6662.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","6719.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","6303.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","8118.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","16676.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","12842.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","8512.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","6527.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","6632.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","6405.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","5351.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","5752.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","5204.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","6421.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","4944.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","5122.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","5190.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","6864.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","5425.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","5408.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","5055.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","6507.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","5574.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","5958.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","5283.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","10611.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","7289.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","7106.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","6798.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","17467.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","27592.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","16363.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","7619.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","7023.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","6934.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","6618.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","5389.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","5448.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","6046.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","5823.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","6162.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","4541.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","4686.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","5971.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","6351.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","5771.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","4703.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","5268.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","6209.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","6204.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","6359.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","7972.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","6304.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","5498.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","5667.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","5844.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","7680.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","14822.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","9976.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","6631.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","5701.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","5114.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","4908.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","4658.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","4720.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","4394.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","4967.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","4379.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","4291.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","6810.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","4869.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","5440.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","5318.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","6090.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","5510.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","6960.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","4624.0","","","","","","","","","","","",""
"38325.0","48.0","38318.0","11095.0","","","","","","","","","","","",""
