"Report date","Week #","Week ","IL","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35399.0","47.0","35392.0","14432.0","","","","","","","","","","","",""
"35406.0","48.0","35399.0","20861.0","","","","","","","","","","","",""
"35413.0","49.0","35406.0","18109.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","22139.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","23540.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","14827.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","22608.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","20677.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","15003.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","15515.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","14407.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","11746.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","11776.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","12960.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","11950.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","11179.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","12137.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","10742.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","13007.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","11257.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","10244.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","10680.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","10407.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","10659.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","10702.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","10358.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","9858.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","13334.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","15328.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","11367.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","10458.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","13196.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","15245.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","10330.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","9924.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","10061.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","10574.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","11174.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","10135.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","12047.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","8452.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","9357.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","8993.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","9073.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","10361.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","9591.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","9469.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","9857.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","11122.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","13966.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","12146.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","14714.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","10422.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","16008.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","20792.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","17723.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","18677.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","15836.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","24896.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","17494.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","12737.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","14014.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","13041.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","10285.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","11805.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","10847.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","10930.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","11559.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","11858.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","9187.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","12299.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","10987.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","9505.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","9489.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","9705.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","9942.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","9681.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","9370.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","8590.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","11799.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","12476.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","10247.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","10829.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","10740.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","12230.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","12541.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","10119.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","9711.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","9827.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","8632.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","8144.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","8196.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","8687.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","7424.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","7787.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","8603.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","8860.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","10159.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","8055.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","9614.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","9245.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","12606.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","11474.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","13505.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","9658.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","16024.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","15243.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","15351.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","23449.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","16138.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","26603.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","19802.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","13454.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","13781.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","12830.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","8818.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","10680.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","10207.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","12184.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","11185.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","10476.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","8688.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","9939.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","10554.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","9708.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","10807.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","10340.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","10611.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","9435.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","10056.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","10516.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","9819.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","9660.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","12434.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","10085.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","11797.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","11999.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","14902.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","9954.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","8472.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","10605.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","8700.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","8192.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","8853.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","10058.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","8032.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","8072.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","7789.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","10623.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","11087.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","8425.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","11453.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","11019.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","11703.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","9770.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","13034.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","11299.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","16605.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","15740.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","16750.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","19686.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","16642.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","24083.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","16850.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","12478.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","15165.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","14028.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","9916.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","11233.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","8879.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","10155.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","9396.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","9283.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","9221.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","8987.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","10437.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","9193.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","9664.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","9401.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","9841.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","9269.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","9118.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","9033.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","10345.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","11430.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","11150.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","10506.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","10285.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","11136.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","11901.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","10263.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","9409.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","9843.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","12843.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","9202.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","9061.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","9005.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","8331.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","8904.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","9031.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","8709.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","12352.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","9811.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","10314.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","10468.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","15790.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","9870.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","18526.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","16515.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","19189.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","21361.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","26438.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","29300.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","19431.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","18770.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","19364.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","15496.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","21320.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","16299.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","14493.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","13559.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","14849.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","13582.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","13984.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","14201.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","13159.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","12207.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","17543.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","14629.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","12607.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","11844.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","12577.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","13190.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","12887.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","14113.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","13140.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","17536.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","14361.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","13721.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","12802.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","19741.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","16034.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","16211.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","14256.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","12881.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","12665.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","12410.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","12221.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","11967.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","10934.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","11298.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","15197.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","15487.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","19010.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","14486.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","17787.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","19154.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","16465.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","18456.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","16781.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","16957.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","24599.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","22254.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","20813.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","25209.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","25466.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","24357.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","27312.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","21641.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","17841.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","18700.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","20625.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","14035.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","15549.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","16455.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","15973.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","14746.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","13664.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","14031.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","16792.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","14369.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","14127.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","14534.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","14450.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","15152.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","14600.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","14025.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","11234.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","17251.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","15172.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","12582.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","12312.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","18432.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","15728.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","15038.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","12551.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","12754.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","13812.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","12073.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","13015.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","12511.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","12637.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","12865.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","13212.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","13438.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","16821.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","15856.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","12753.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","15469.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","16557.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","16268.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","15683.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","19476.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","17670.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","26704.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","23094.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","21341.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","25564.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","18501.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","25494.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","22626.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","19326.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","18520.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","18775.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","14506.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","15162.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","17218.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","16134.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","16078.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","14496.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","12877.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","18656.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","15419.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","15429.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","14185.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","14099.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","15120.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","13528.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","16064.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","13250.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","17518.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","17885.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","14654.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","13041.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","17191.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","18011.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","17511.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","13511.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","12729.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","14881.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","13443.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","12965.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","12527.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","13724.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","13245.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","12444.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","12373.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","16146.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","15856.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","12988.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","14757.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","14144.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","17784.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","15291.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","19302.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","14700.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","22714.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","23276.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","21890.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","23809.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","16268.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","27624.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","20682.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","18129.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","19166.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","18507.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","12921.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","14051.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","13742.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","13520.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","12616.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","12372.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","12999.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","14542.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","14936.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","12710.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","12541.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","12724.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","12733.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","13057.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","12517.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","13333.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","14065.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","15490.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","13208.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","12513.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","14727.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","14746.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","14589.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","12322.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","11290.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","12414.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","11354.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","11119.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","11985.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","11458.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","10141.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","10752.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","11199.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","13220.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","13633.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","11515.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","14605.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","13973.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","15974.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","13090.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","16462.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","14035.0","","","","","","","","","","","",""
"38325.0","48.0","38318.0","25124.0","","","","","","","","","","","",""
"38332.0","49.0","38325.0","19567.0","","","","","","","","","","","",""
"38339.0","50.0","38332.0","18917.0","","","","","","","","","","","",""
