"Report date","Week #","Week ","OR","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35371.0","43.0","35364.0","6889.0","","","","","","","","","","","",""
"35378.0","44.0","35371.0","7437.0","","","","","","","","","","","",""
"35385.0","45.0","35378.0","6136.0","","","","","","","","","","","",""
"35392.0","46.0","35385.0","9311.0","","","","","","","","","","","",""
"35399.0","47.0","35392.0","8242.0","","","","","","","","","","","",""
"35406.0","48.0","35399.0","8725.0","","","","","","","","","","","",""
"35413.0","49.0","35406.0","8299.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","7589.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","12316.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","11625.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","12233.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","8519.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","7231.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","7993.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","7702.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","6534.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","6472.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","6727.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","7239.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","7235.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","5639.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","6556.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","7788.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","5840.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","6017.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","5939.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","5779.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","5320.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","4769.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","4915.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","5482.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","5842.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","5466.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","6025.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","4941.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","6003.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","6861.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","4972.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","4874.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","4622.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","5050.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","4558.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","4414.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","4947.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","4404.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","4106.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","5988.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","4815.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","6555.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","6465.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","5301.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","5678.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","6610.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","7723.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","6803.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","7801.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","8843.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","7966.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","7387.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","8521.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","11802.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","9366.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","11417.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","11208.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","8261.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","8208.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","7805.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","7033.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","6201.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","6741.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","6990.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","6545.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","5896.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","7581.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","8052.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","7254.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","6238.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","6183.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","6138.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","6212.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","6529.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","6705.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","5817.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","5934.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","6441.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","6498.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","5841.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","7185.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","7258.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","5814.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","5301.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","4967.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","5385.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","4733.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","5049.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","5411.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","5678.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","5509.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","5302.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","4853.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","4788.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","6430.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","6351.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","5846.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","6518.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","7832.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","7578.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","8397.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","10264.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","9648.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","8026.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","7707.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","14166.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","11094.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","12097.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","9129.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","8721.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","8110.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","8043.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","8178.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","6629.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","7518.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","6961.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","6261.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","5496.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","7341.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","7034.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","7636.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","6035.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","5684.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","5739.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","6498.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","5741.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","6637.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","5914.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","5635.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","5432.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","5828.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","5997.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","6853.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","6984.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","5543.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","5412.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","4996.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","5100.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","4876.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","4599.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","4656.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","4892.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","4643.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","4893.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","4641.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","4645.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","6468.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","5394.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","5200.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","6929.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","7460.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","6690.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","7753.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","9378.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","8450.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","7547.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","7843.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","9874.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","9012.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","12150.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","10200.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","7551.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","7665.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","7604.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","6884.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","6882.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","6053.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","6973.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","6419.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","5742.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","7243.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","5403.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","7330.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","6065.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","5934.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","5714.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","5705.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","6237.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","5430.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","5692.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","5331.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","5918.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","6335.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","6312.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","5265.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","9617.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","7364.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","5702.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","5073.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","5519.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","6636.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","5193.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","4770.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","4883.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","6740.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","5303.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","4859.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","6444.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","6418.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","7640.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","6294.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","8057.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","7058.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","6314.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","8406.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","9962.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","8005.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","7914.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","8788.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","11250.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","11158.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","11656.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","11946.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","10042.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","9415.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","9889.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","10150.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","8084.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","7864.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","9612.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","8339.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","8929.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","8222.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","9184.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","10584.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","8469.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","7909.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","8402.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","7768.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","6893.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","7569.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","7027.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","6622.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","7981.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","7551.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","7808.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","7264.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","10185.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","9448.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","8613.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","7676.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","7307.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","8474.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","7000.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","7044.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","7310.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","7215.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","8030.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","7030.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","7594.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","9848.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","8696.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","8931.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","10484.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","10795.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","10656.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","10641.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","15036.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","11806.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","11247.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","10754.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","13288.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","17290.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","14627.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","13589.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","12519.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","10389.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","11476.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","9835.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","8975.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","8561.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","9005.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","8751.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","8669.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","7916.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","10064.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","11235.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","9239.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","9352.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","8201.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","7946.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","8022.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","7178.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","7546.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","6537.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","7823.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","8285.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","8255.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","7586.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","10813.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","8742.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","6978.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","6755.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","7239.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","6879.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","6960.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","6840.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","6898.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","7063.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","7590.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","7230.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","7292.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","8789.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","8495.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","8332.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","9242.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","8693.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","9977.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","10158.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","10746.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","11445.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","11242.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","10649.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","11409.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","17987.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","14214.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","14781.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","12318.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","10509.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","10885.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","10536.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","8729.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","8889.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","9301.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","10297.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","9343.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","8583.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","10851.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","11188.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","10721.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","8950.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","9487.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","8540.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","8491.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","8322.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","7633.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","8684.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","9074.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","8761.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","8645.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","7544.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","9674.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","9748.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","7991.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","7113.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","7364.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","7163.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","6386.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","6468.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","6945.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","8233.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","7416.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","6488.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","6094.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","7407.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","7715.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","7383.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","7596.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","7282.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","8862.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","7464.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","9307.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","9736.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","9603.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","8468.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","8466.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","13711.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","11926.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","12563.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","13894.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","8768.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","10276.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","9303.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","7461.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","7117.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","8340.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","7707.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","7031.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","6554.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","8031.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","6951.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","8009.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","6547.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","6893.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","6656.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","6216.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","6020.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","5825.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","6125.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","5857.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","7098.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","7490.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","6551.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","6038.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","7444.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","6774.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","5558.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","5293.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","5429.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","5202.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","5216.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","5342.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","5379.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","4766.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","5286.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","4979.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","5077.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","7160.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","6058.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","6628.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","6586.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","7629.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","6239.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","7697.0","","","","","","","","","","","",""
