"Report date","Week #","Week ","DC","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"42826.0","12.0","42819.0","265.0","","","","","","","","","","","",""
"42833.0","13.0","42826.0","390.0","","","","","","","","","","","",""
"42840.0","14.0","42833.0","306.0","","","","","","","","","","","",""
"42847.0","15.0","42840.0","283.0","","","","","","","","","","","",""
"42854.0","16.0","42847.0","349.0","","","","","","","","","","","",""
"42861.0","17.0","42854.0","337.0","","","","","","","","","","","",""
"42868.0","18.0","42861.0","364.0","","","","","","","","","","","",""
"42875.0","19.0","42868.0","325.0","","","","","","","","","","","",""
"42882.0","20.0","42875.0","317.0","","","","","","","","","","","",""
"42889.0","21.0","42882.0","295.0","","","","","","","","","","","",""
"42896.0","22.0","42889.0","336.0","","","","","","","","","","","",""
"42903.0","23.0","42896.0","439.0","","","","","","","","","","","",""
"42910.0","24.0","42903.0","543.0","","","","","","","","","","","",""
"42917.0","25.0","42910.0","451.0","","","","","","","","","","","",""
"42924.0","26.0","42917.0","391.0","","","","","","","","","","","",""
"42931.0","27.0","42924.0","404.0","","","","","","","","","","","",""
"42938.0","28.0","42931.0","372.0","","","","","","","","","","","",""
"42945.0","29.0","42938.0","381.0","","","","","","","","","","","",""
"42952.0","30.0","42945.0","345.0","","","","","","","","","","","",""
"42959.0","31.0","42952.0","311.0","","","","","","","","","","","",""
"42966.0","32.0","42959.0","316.0","","","","","","","","","","","",""
"42973.0","33.0","42966.0","293.0","","","","","","","","","","","",""
"42980.0","34.0","42973.0","341.0","","","","","","","","","","","",""
"42987.0","35.0","42980.0","279.0","","","","","","","","","","","",""
"42994.0","36.0","42987.0","310.0","","","","","","","","","","","",""
"43001.0","37.0","42994.0","310.0","","","","","","","","","","","",""
"43008.0","38.0","43001.0","294.0","","","","","","","","","","","",""
"43015.0","39.0","43008.0","393.0","","","","","","","","","","","",""
"43022.0","40.0","43015.0","318.0","","","","","","","","","","","",""
"43029.0","41.0","43022.0","437.0","","","","","","","","","","","",""
"43036.0","42.0","43029.0","354.0","","","","","","","","","","","",""
"43043.0","43.0","43036.0","450.0","","","","","","","","","","","",""
"43050.0","44.0","43043.0","369.0","","","","","","","","","","","",""
"43057.0","45.0","43050.0","406.0","","","","","","","","","","","",""
"43064.0","46.0","43057.0","214.0","","","","","","","","","","","",""
"43071.0","47.0","43064.0","397.0","","","","","","","","","","","",""
"43078.0","48.0","43071.0","385.0","","","","","","","","","","","",""
"43085.0","49.0","43078.0","365.0","","","","","","","","","","","",""
"43092.0","50.0","43085.0","379.0","","","","","","","","","","","",""
"43099.0","51.0","43092.0","280.0","","","","","","","","","","","",""
"43106.0","52.0","43099.0","373.0","","","","","","","","","","","",""
"43113.0","1.0","43106.0","438.0","","","","","","","","","","","",""
"43120.0","2.0","43113.0","381.0","","","","","","","","","","","",""
"43127.0","3.0","43120.0","391.0","","","","","","","","","","","",""
"43134.0","4.0","43127.0","369.0","","","","","","","","","","","",""
"43141.0","5.0","43134.0","288.0","","","","","","","","","","","",""
"43148.0","6.0","43141.0","280.0","","","","","","","","","","","",""
"43155.0","7.0","43148.0","266.0","","","","","","","","","","","",""
"43162.0","8.0","43155.0","286.0","","","","","","","","","","","",""
"43169.0","9.0","43162.0","297.0","","","","","","","","","","","",""
"43176.0","10.0","43169.0","278.0","","","","","","","","","","","",""
"43183.0","11.0","43176.0","248.0","","","","","","","","","","","",""
"43190.0","12.0","43183.0","248.0","","","","","","","","","","","",""
"43197.0","13.0","43190.0","303.0","","","","","","","","","","","",""
"43204.0","14.0","43197.0","283.0","","","","","","","","","","","",""
"43211.0","15.0","43204.0","255.0","","","","","","","","","","","",""
"43218.0","16.0","43211.0","261.0","","","","","","","","","","","",""
"43225.0","17.0","43218.0","286.0","","","","","","","","","","","",""
"43232.0","18.0","43225.0","335.0","","","","","","","","","","","",""
"43239.0","19.0","43232.0","350.0","","","","","","","","","","","",""
"43246.0","20.0","43239.0","311.0","","","","","","","","","","","",""
"43253.0","21.0","43246.0","332.0","","","","","","","","","","","",""
"43260.0","22.0","43253.0","450.0","","","","","","","","","","","",""
"43267.0","23.0","43260.0","490.0","","","","","","","","","","","",""
"43274.0","24.0","43267.0","692.0","","","","","","","","","","","",""
"43281.0","25.0","43274.0","521.0","","","","","","","","","","","",""
"43288.0","26.0","43281.0","517.0","","","","","","","","","","","",""
"43295.0","27.0","43288.0","559.0","","","","","","","","","","","",""
"43302.0","28.0","43295.0","481.0","","","","","","","","","","","",""
"43309.0","29.0","43302.0","446.0","","","","","","","","","","","",""
"43316.0","30.0","43309.0","491.0","","","","","","","","","","","",""
"43323.0","31.0","43316.0","463.0","","","","","","","","","","","",""
"43330.0","32.0","43323.0","432.0","","","","","","","","","","","",""
"43337.0","33.0","43330.0","392.0","","","","","","","","","","","",""
"43344.0","34.0","43337.0","370.0","","","","","","","","","","","",""
"43351.0","35.0","43344.0","351.0","","","","","","","","","","","",""
"43358.0","36.0","43351.0","383.0","","","","","","","","","","","",""
"43365.0","37.0","43358.0","379.0","","","","","","","","","","","",""
"43372.0","38.0","43365.0","401.0","","","","","","","","","","","",""
"43379.0","39.0","43372.0","560.0","","","","","","","","","","","",""
"43386.0","40.0","43379.0","505.0","","","","","","","","","","","",""
"43393.0","41.0","43386.0","571.0","","","","","","","","","","","",""
"43400.0","42.0","43393.0","512.0","","","","","","","","","","","",""
"43407.0","43.0","43400.0","500.0","","","","","","","","","","","",""
"43414.0","44.0","43407.0","513.0","","","","","","","","","","","",""
"43421.0","45.0","43414.0","473.0","","","","","","","","","","","",""
"43428.0","46.0","43421.0","355.0","","","","","","","","","","","",""
"43435.0","47.0","43428.0","553.0","","","","","","","","","","","",""
"43442.0","48.0","43435.0","518.0","","","","","","","","","","","",""
"43449.0","49.0","43442.0","520.0","","","","","","","","","","","",""
"43456.0","50.0","43449.0","585.0","","","","","","","","","","","",""
"43463.0","51.0","43456.0","609.0","","","","","","","","","","","",""
"43470.0","52.0","43463.0","1190.0","","","","","","","","","","","",""
"43477.0","1.0","43470.0","1964.0","","","","","","","","","","","",""
"43484.0","2.0","43477.0","1193.0","","","","","","","","","","","",""
"43491.0","3.0","43484.0","904.0","","","","","","","","","","","",""
"43498.0","4.0","43491.0","597.0","","","","","","","","","","","",""
"43505.0","5.0","43498.0","509.0","","","","","","","","","","","",""
"43512.0","6.0","43505.0","436.0","","","","","","","","","","","",""
"43519.0","7.0","43512.0","376.0","","","","","","","","","","","",""
"43526.0","8.0","43519.0","399.0","","","","","","","","","","","",""
"43533.0","9.0","43526.0","406.0","","","","","","","","","","","",""
"43540.0","10.0","43533.0","430.0","","","","","","","","","","","",""
"43547.0","11.0","43540.0","388.0","","","","","","","","","","","",""
"43554.0","12.0","43547.0","379.0","","","","","","","","","","","",""
"43561.0","13.0","43554.0","439.0","","","","","","","","","","","",""
"43568.0","14.0","43561.0","419.0","","","","","","","","","","","",""
"43575.0","15.0","43568.0","409.0","","","","","","","","","","","",""
"43582.0","16.0","43575.0","393.0","","","","","","","","","","","",""
"43589.0","17.0","43582.0","424.0","","","","","","","","","","","",""
"43596.0","18.0","43589.0","396.0","","","","","","","","","","","",""
"43603.0","19.0","43596.0","500.0","","","","","","","","","","","",""
"43610.0","20.0","43603.0","452.0","","","","","","","","","","","",""
"43617.0","21.0","43610.0","410.0","","","","","","","","","","","",""
"43624.0","22.0","43617.0","456.0","","","","","","","","","","","",""
"43631.0","23.0","43624.0","473.0","","","","","","","","","","","",""
"43638.0","24.0","43631.0","787.0","","","","","","","","","","","",""
"43645.0","25.0","43638.0","591.0","","","","","","","","","","","",""
"43652.0","26.0","43645.0","501.0","","","","","","","","","","","",""
"43659.0","27.0","43652.0","570.0","","","","","","","","","","","",""
"43666.0","28.0","43659.0","528.0","","","","","","","","","","","",""
"43673.0","29.0","43666.0","491.0","","","","","","","","","","","",""
"43680.0","30.0","43673.0","527.0","","","","","","","","","","","",""
"43687.0","31.0","43680.0","480.0","","","","","","","","","","","",""
"43694.0","32.0","43687.0","461.0","","","","","","","","","","","",""
"43701.0","33.0","43694.0","440.0","","","","","","","","","","","",""
"43708.0","34.0","43701.0","391.0","","","","","","","","","","","",""
"43715.0","35.0","43708.0","381.0","","","","","","","","","","","",""
"43722.0","36.0","43715.0","433.0","","","","","","","","","","","",""
"43729.0","37.0","43722.0","407.0","","","","","","","","","","","",""
"43736.0","38.0","43729.0","397.0","","","","","","","","","","","",""
"43743.0","39.0","43736.0","480.0","","","","","","","","","","","",""
"43750.0","40.0","43743.0","480.0","","","","","","","","","","","",""
"43757.0","41.0","43750.0","434.0","","","","","","","","","","","",""
"43764.0","42.0","43757.0","420.0","","","","","","","","","","","",""
"43771.0","43.0","43764.0","470.0","","","","","","","","","","","",""
"43778.0","44.0","43771.0","570.0","","","","","","","","","","","",""
"43785.0","45.0","43778.0","513.0","","","","","","","","","","","",""
"43792.0","46.0","43785.0","561.0","","","","","","","","","","","",""
"43799.0","47.0","43792.0","387.0","","","","","","","","","","","",""
"43806.0","48.0","43799.0","635.0","","","","","","","","","","","",""
"43813.0","49.0","43806.0","562.0","","","","","","","","","","","",""
"43820.0","50.0","43813.0","598.0","","","","","","","","","","","",""
"43827.0","51.0","43820.0","366.0","","","","","","","","","","","",""
"43834.0","52.0","43827.0","481.0","","","","","","","","","","","",""
"43841.0","1.0","43834.0","706.0","","","","","","","","","","","",""
"43848.0","2.0","43841.0","594.0","","","","","","","","","","","",""
"43855.0","3.0","43848.0","534.0","","","","","","","","","","","",""
"43862.0","4.0","43855.0","539.0","","","","","","","","","","","",""
"43869.0","5.0","43862.0","508.0","","","","","","","","","","","",""
"43876.0","6.0","43869.0","473.0","","","","","","","","","","","",""
"43883.0","7.0","43876.0","422.0","","","","","","","","","","","",""
"43890.0","8.0","43883.0","452.0","","","","","","","","","","","",""
"43897.0","9.0","43890.0","471.0","","","","","","","","","","","",""
"43904.0","10.0","43897.0","1213.0","","","","","","","","","","","",""
"43911.0","11.0","43904.0","14462.0","","","","","","","","","","","",""
"43918.0","12.0","43911.0","15869.0","","","","","","","","","","","",""
"43925.0","13.0","43918.0","15329.0","","","","","","","","","","","",""
"43932.0","14.0","43925.0","9974.0","","","","","","","","","","","",""
"43939.0","15.0","43932.0","8639.0","","","","","","","","","","","",""
"43946.0","16.0","43939.0","8708.0","","","","","","","","","","","",""
"43953.0","17.0","43946.0","8113.0","","","","","","","","","","","",""
"43960.0","18.0","43953.0","5782.0","","","","","","","","","","","",""
"43967.0","19.0","43960.0","5196.0","","","","","","","","","","","",""
"43974.0","20.0","43967.0","5135.0","","","","","","","","","","","",""
"43981.0","21.0","43974.0","3559.0","","","","","","","","","","","",""
"43988.0","22.0","43981.0","3385.0","","","","","","","","","","","",""
"43995.0","23.0","43988.0","3065.0","","","","","","","","","","","",""
"44002.0","24.0","43995.0","3073.0","","","","","","","","","","","",""
"44009.0","25.0","44002.0","3132.0","","","","","","","","","","","",""
"44016.0","26.0","44009.0","2858.0","","","","","","","","","","","",""
"44023.0","27.0","44016.0","3300.0","","","","","","","","","","","",""
"44030.0","28.0","44023.0","3053.0","","","","","","","","","","","",""
"44037.0","29.0","44030.0","2712.0","","","","","","","","","","","",""
"44044.0","30.0","44037.0","2250.0","","","","","","","","","","","",""
"44051.0","31.0","44044.0","1797.0","","","","","","","","","","","",""
"44058.0","32.0","44051.0","1979.0","","","","","","","","","","","",""
"44065.0","33.0","44058.0","1645.0","","","","","","","","","","","",""
"44072.0","34.0","44065.0","1468.0","","","","","","","","","","","",""
"44079.0","35.0","44072.0","1493.0","","","","","","","","","","","",""
"44086.0","36.0","44079.0","1460.0","","","","","","","","","","","",""
"44093.0","37.0","44086.0","1549.0","","","","","","","","","","","",""
"44100.0","38.0","44093.0","1889.0","","","","","","","","","","","",""
"44107.0","39.0","44100.0","1489.0","","","","","","","","","","","",""
