"Report date","Week #","Week ","AL","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35378.0","44.0","35371.0","4435.0","","","","","","","","","","","",""
"35385.0","45.0","35378.0","5293.0","","","","","","","","","","","",""
"35392.0","46.0","35385.0","4792.0","","","","","","","","","","","",""
"35399.0","47.0","35392.0","4726.0","","","","","","","","","","","",""
"35406.0","48.0","35399.0","8979.0","","","","","","","","","","","",""
"35413.0","49.0","35406.0","6863.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","5319.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","6718.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","16768.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","23800.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","15620.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","8972.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","6561.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","5789.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","5331.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","5091.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","4849.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","5240.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","4498.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","3691.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","3698.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","4685.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","7251.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","4270.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","4038.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","3936.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","4947.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","4094.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","4983.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","4551.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","6007.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","5613.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","4802.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","4328.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","5100.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","14334.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","11675.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","5630.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","5903.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","4578.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","4540.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","4370.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","4012.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","4144.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","4210.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","4097.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","3862.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","5496.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","4571.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","4945.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","4123.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","4157.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","4724.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","5531.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","4487.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","2861.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","7796.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","6227.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","5583.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","5372.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","11770.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","23422.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","21850.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","11289.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","5577.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","5807.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","5861.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","4133.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","4766.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","4572.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","4094.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","4924.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","4539.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","4772.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","7022.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","4377.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","4794.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","3851.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","5583.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","4646.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","4667.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","4268.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","4643.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","5357.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","4811.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","4482.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","5522.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","12803.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","13344.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","7300.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","5604.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","4259.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","4332.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","3824.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","3914.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","3895.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","3374.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","4277.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","4470.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","5221.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","8587.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","5358.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","4417.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","5028.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","7129.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","4953.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","6221.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","3985.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","9253.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","7204.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","5539.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","3128.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","9899.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","24811.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","17136.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","9529.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","5806.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","5182.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","5292.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","4142.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","4992.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","3848.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","4303.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","3890.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","4421.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","3829.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","6316.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","5189.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","3898.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","4012.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","4611.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","4355.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","4697.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","4851.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","4762.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","4034.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","4912.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","3680.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","4059.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","6439.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","13757.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","8287.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","5068.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","4470.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","4393.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","4282.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","3807.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","4233.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","3909.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","3888.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","3348.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","3465.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","4661.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","4581.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","4190.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","3690.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","5453.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","3717.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","4491.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","3381.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","8394.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","6209.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","4475.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","3627.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","10099.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","17354.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","16782.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","10138.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","4761.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","5868.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","5768.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","4598.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","4441.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","4197.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","3585.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","3788.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","3810.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","3652.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","6473.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","3927.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","4054.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","3384.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","4550.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","3654.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","4251.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","4895.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","4838.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","3989.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","4469.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","4477.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","3866.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","4702.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","12321.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","8843.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","6841.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","6072.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","4775.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","4889.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","4979.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","4590.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","4976.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","5119.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","4294.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","4683.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","6052.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","5363.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","5654.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","5205.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","5926.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","4823.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","8487.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","4284.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","8903.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","7418.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","5477.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","6788.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","9483.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","13752.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","17570.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","15076.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","8331.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","8056.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","6895.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","5217.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","7079.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","5787.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","7928.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","5426.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","4626.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","5367.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","10372.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","5378.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","4613.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","7207.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","6024.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","5626.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","5096.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","5703.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","6851.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","7438.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","7925.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","6391.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","5503.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","5141.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","16652.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","9058.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","7107.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","5751.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","4698.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","5679.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","5522.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","4320.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","4944.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","7328.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","5766.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","5257.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","6729.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","7139.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","5800.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","6529.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","8538.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","6021.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","8235.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","4181.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","11597.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","8136.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","6493.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","6700.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","5580.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","15926.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","20309.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","10934.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","8114.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","6746.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","6341.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","5196.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","5125.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","4602.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","5916.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","4779.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","5220.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","5436.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","7824.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","7375.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","5461.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","5631.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","5450.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","4902.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","5670.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","4123.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","4529.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","6079.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","5622.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","4528.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","4084.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","3687.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","10571.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","10153.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","5641.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","4141.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","3210.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","3281.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","4231.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","3464.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","4794.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","4739.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","4378.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","4574.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","5475.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","5807.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","5876.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","5872.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","5571.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","5285.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","7126.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","6051.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","3942.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","10806.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","7117.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","6838.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","4012.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","12526.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","17975.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","11318.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","9884.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","6039.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","6069.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","4997.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","4072.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","5653.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","5358.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","5274.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","5052.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","5405.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","7616.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","5798.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","6927.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","5525.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","5001.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","5121.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","7375.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","5945.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","6167.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","9216.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","6604.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","5616.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","5066.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","5835.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","13739.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","7438.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","5473.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","5579.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","5748.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","5166.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","5897.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","4238.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","4234.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","4734.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","4290.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","4057.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","4876.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","4670.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","4565.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","4639.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","4271.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","5123.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","3945.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","5783.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","2964.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","9158.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","6190.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","4772.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","5815.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","11674.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","15882.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","9032.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","5454.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","5690.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","4776.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","5422.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","4631.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","3855.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","4967.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","3929.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","4146.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","4568.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","4740.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","4541.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","4026.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","4334.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","3828.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","4021.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","5266.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","5414.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","5008.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","4404.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","5288.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","4064.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","3766.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","5312.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","6227.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","9119.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","5662.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","4668.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","4258.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","4067.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","3456.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","3509.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","3923.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","3367.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","2678.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","9342.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","8395.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","6711.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","4984.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","4569.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","4065.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","4220.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","3611.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","3613.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","2603.0","","","","","","","","","","","",""
