"Report date","Week #","Week ","AL","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"33138.0","37.0","33131.0","5184.0","","Week 37","6755.0","11597.0","4624.0","","","37.0","339958.0","246112.0","204546.0",""
"33145.0","38.0","33138.0","5078.0","","Week 38","11204.0","","5044.0","","","38.0","351162.0","","209590.0",""
"33152.0","39.0","33145.0","6238.0","","Week 39","","","5822.0","","","39.0","","","215412.0",""
"33159.0","40.0","33152.0","6916.0","","Week 40","","","4696.0","","","40.0","","","220108.0",""
"33166.0","41.0","33159.0","5519.0","","Week 41","","","4789.0","","","41.0","","","224897.0",""
"33173.0","42.0","33166.0","6963.0","","Week 42","","","8260.0","","","42.0","","","233157.0",""
"33180.0","43.0","33173.0","8978.0","","Week 43","","","6726.0","","","43.0","","","239883.0",""
"33187.0","44.0","33180.0","7463.0","","Week 44","","","6205.0","","","44.0","","","246088.0",""
"33194.0","45.0","33187.0","6424.0","","Week 45","","","6880.0","","","45.0","","","252968.0",""
"33201.0","46.0","33194.0","5054.0","","Week 46","","","7968.0","","","46.0","","","260936.0",""
"33208.0","47.0","33201.0","13544.0","","Week 47","","","9016.0","","","47.0","","","269952.0",""
"33215.0","48.0","33208.0","12549.0","","Week 48","","","8292.0","","","48.0","","","278244.0",""
"33222.0","49.0","33215.0","8079.0","","Week 49","","","9555.0","","","49.0","","","287799.0",""
"33229.0","50.0","33222.0","9238.0","","Week 50","","","6824.0","","","50.0","","","294623.0",""
"33236.0","51.0","33229.0","12745.0","","Week 51","","","14710.0","","","51.0","","","309333.0",""
"33243.0","52.0","33236.0","18288.0","","Week 52","","","11037.0","","","52.0","","","320370.0",""
"33250.0","1.0","33243.0","24282.0","","Week 53","","","13879.0","","","53.0","","","334249.0",""
"33257.0","2.0","33250.0","21353.0","","Week 54","","","13080.0","","","54.0","","","347329.0",""
"33264.0","3.0","33257.0","12607.0","","Week 55","","","17354.0","","","55.0","","","364683.0",""
"33271.0","4.0","33264.0","10777.0","","Week 56","","","20894.0","","","56.0","","","385577.0",""
"33278.0","5.0","33271.0","10881.0","","Week 57","","","14585.0","","","57.0","","","400162.0",""
"33285.0","6.0","33278.0","7714.0","","Week 58","","","11611.0","","","58.0","","","411773.0",""
"33292.0","7.0","33285.0","7891.0","","Week 59","","","11678.0","","","59.0","","","423451.0",""
"33299.0","8.0","33292.0","10006.0","","Week 60","","","11389.0","","","60.0","","","434840.0",""
"33306.0","9.0","33299.0","7553.0","","Week 61","","","9775.0","","","61.0","","","444615.0",""
"33313.0","10.0","33306.0","7206.0","","Week 62","","","9563.0","","","62.0","","","454178.0",""
"33320.0","11.0","33313.0","6724.0","","Week 63","","","10284.0","","","63.0","","","464462.0",""
"33327.0","12.0","33320.0","6755.0","","Week 64","","","11253.0","","","64.0","","","475715.0",""
"33334.0","13.0","33327.0","11204.0","","Week 65","","","8529.0","","","65.0","","","484244.0",""
"33341.0","14.0","33334.0","8003.0","","Week 66","","","9061.0","","","66.0","","","493305.0",""
"33348.0","15.0","33341.0","7578.0","","Week 67","","","11616.0","","","67.0","","","504921.0",""
"33355.0","16.0","33348.0","5715.0","","Week 68","","","9195.0","","","68.0","","","514116.0",""
"33362.0","17.0","33355.0","6355.0","","Week 69","","","7931.0","","","69.0","","","522047.0",""
"33369.0","18.0","33362.0","7094.0","","Week 70","","","8041.0","","","70.0","","","530088.0",""
"33376.0","19.0","33369.0","6458.0","","Week 71","","","8619.0","","","71.0","","","538707.0",""
"33383.0","20.0","33376.0","6001.0","","Week 72","","","6955.0","","","72.0","","","545662.0",""
"33390.0","21.0","33383.0","6128.0","","Week 73","","","8645.0","","","73.0","","","554307.0",""
"33397.0","22.0","33390.0","6409.0","","Week 74","","","8524.0","","","74.0","","","562831.0",""
"33404.0","23.0","33397.0","5633.0","","Week 75","","","9083.0","","","75.0","","","571914.0",""
"33411.0","24.0","33404.0","4933.0","","Week 76","","","8485.0","","","76.0","","","580399.0",""
"33418.0","25.0","33411.0","5117.0","","Week 77","","","10224.0","","","77.0","","","590623.0",""
"33425.0","26.0","33418.0","6348.0","","Week 78","","","10058.0","","","78.0","","","600681.0",""
"33432.0","27.0","33425.0","15977.0","","Week 79","","","8132.0","","","79.0","","","608813.0",""
"33439.0","28.0","33432.0","13019.0","","Week 80","","","8677.0","","","80.0","","","617490.0",""
"33446.0","29.0","33439.0","7775.0","","Week 81","","","7879.0","","","81.0","","","625369.0",""
"33453.0","30.0","33446.0","6657.0","","","","","","","","","","","",""
"33460.0","31.0","33453.0","6255.0","","","","","","","","","","","",""
"33467.0","32.0","33460.0","4928.0","","","","","","","","","","","",""
"33474.0","33.0","33467.0","4898.0","","","","","","","","","","","",""
"33481.0","34.0","33474.0","5300.0","","","","","","","","","","","",""
"33488.0","35.0","33481.0","4730.0","","","","","","","","","","","",""
"33495.0","36.0","33488.0","4912.0","","","","","","","","","","","",""
"33502.0","37.0","33495.0","4412.0","","","","","","","","","","","",""
"33509.0","38.0","33502.0","4959.0","","","","","","","","","","","",""
"33516.0","39.0","33509.0","5155.0","","","","","","","","","","","",""
"33523.0","40.0","33516.0","5751.0","","","","","","","","","","","",""
"33530.0","41.0","33523.0","4797.0","","","","","","","","","","","",""
"33537.0","42.0","33530.0","5882.0","","","","","","","","","","","",""
"33544.0","43.0","33537.0","5524.0","","","","","","","","","","","",""
"33551.0","44.0","33544.0","5760.0","","","","","","","","","","","",""
"33558.0","45.0","33551.0","5857.0","","","","","","","","","","","",""
"33565.0","46.0","33558.0","6738.0","","","","","","","","","","","",""
"33572.0","47.0","33565.0","6150.0","","","","","","","","","","","",""
"33579.0","48.0","33572.0","10865.0","","","","","","","","","","","",""
"33586.0","49.0","33579.0","7470.0","","","","","","","","","","","",""
"33593.0","50.0","33586.0","6686.0","","","","","","","","","","","",""
"33600.0","51.0","33593.0","5870.0","","","","","","","","","","","",""
"33607.0","52.0","33600.0","17251.0","","","","","","","","","","","",""
"33614.0","1.0","33607.0","21684.0","","","","","","","","","","","",""
"33621.0","2.0","33614.0","20068.0","","","","","","","","","","","",""
"33628.0","3.0","33621.0","10537.0","","","","","","","","","","","",""
"33635.0","4.0","33628.0","9208.0","","","","","","","","","","","",""
"33642.0","5.0","33635.0","6919.0","","","","","","","","","","","",""
"33649.0","6.0","33642.0","6834.0","","","","","","","","","","","",""
"33656.0","7.0","33649.0","5849.0","","","","","","","","","","","",""
"33663.0","8.0","33656.0","6944.0","","","","","","","","","","","",""
"33670.0","9.0","33663.0","5830.0","","","","","","","","","","","",""
"33677.0","10.0","33670.0","5890.0","","","","","","","","","","","",""
"33684.0","11.0","33677.0","6454.0","","","","","","","","","","","",""
"33691.0","12.0","33684.0","5218.0","","","","","","","","","","","",""
"33698.0","13.0","33691.0","5433.0","","","","","","","","","","","",""
"33705.0","14.0","33698.0","9157.0","","","","","","","","","","","",""
"33712.0","15.0","33705.0","5922.0","","","","","","","","","","","",""
"33719.0","16.0","33712.0","4823.0","","","","","","","","","","","",""
"33726.0","17.0","33719.0","5421.0","","","","","","","","","","","",""
"33733.0","18.0","33726.0","5177.0","","","","","","","","","","","",""
"33740.0","19.0","33733.0","5187.0","","","","","","","","","","","",""
"33747.0","20.0","33740.0","5513.0","","","","","","","","","","","",""
"33754.0","21.0","33747.0","4901.0","","","","","","","","","","","",""
"33761.0","22.0","33754.0","5825.0","","","","","","","","","","","",""
"33768.0","23.0","33761.0","5898.0","","","","","","","","","","","",""
"33775.0","24.0","33768.0","5072.0","","","","","","","","","","","",""
"33782.0","25.0","33775.0","6146.0","","","","","","","","","","","",""
"33789.0","26.0","33782.0","4473.0","","","","","","","","","","","",""
"33796.0","27.0","33789.0","13353.0","","","","","","","","","","","",""
"33803.0","28.0","33796.0","14717.0","","","","","","","","","","","",""
"33810.0","29.0","33803.0","7549.0","","","","","","","","","","","",""
"33817.0","30.0","33810.0","8129.0","","","","","","","","","","","",""
"33824.0","31.0","33817.0","5260.0","","","","","","","","","","","",""
"33831.0","32.0","33824.0","5166.0","","","","","","","","","","","",""
"33838.0","33.0","33831.0","4833.0","","","","","","","","","","","",""
"33845.0","34.0","33838.0","4802.0","","","","","","","","","","","",""
"33852.0","35.0","33845.0","4828.0","","","","","","","","","","","",""
"33859.0","36.0","33852.0","3543.0","","","","","","","","","","","",""
"33866.0","37.0","33859.0","5363.0","","","","","","","","","","","",""
"33873.0","38.0","33866.0","4050.0","","","","","","","","","","","",""
"33880.0","39.0","33873.0","5213.0","","","","","","","","","","","",""
"33887.0","40.0","33880.0","5047.0","","","","","","","","","","","",""
"33894.0","41.0","33887.0","3891.0","","","","","","","","","","","",""
"33901.0","42.0","33894.0","4602.0","","","","","","","","","","","",""
"33908.0","43.0","33901.0","4552.0","","","","","","","","","","","",""
"33915.0","44.0","33908.0","4889.0","","","","","","","","","","","",""
"33922.0","45.0","33915.0","5010.0","","","","","","","","","","","",""
"33929.0","46.0","33922.0","5627.0","","","","","","","","","","","",""
"33936.0","47.0","33929.0","3158.0","","","","","","","","","","","",""
"33943.0","48.0","33936.0","6736.0","","","","","","","","","","","",""
"33950.0","49.0","33943.0","8154.0","","","","","","","","","","","",""
"33957.0","50.0","33950.0","4792.0","","","","","","","","","","","",""
"33964.0","51.0","33957.0","4285.0","","","","","","","","","","","",""
"33971.0","52.0","33964.0","9334.0","","","","","","","","","","","",""
"33978.0","1.0","33971.0","17291.0","","","","","","","","","","","",""
"33985.0","2.0","33978.0","19156.0","","","","","","","","","","","",""
"33992.0","3.0","33985.0","17093.0","","","","","","","","","","","",""
"33999.0","4.0","33992.0","12597.0","","","","","","","","","","","",""
"34006.0","5.0","33999.0","8345.0","","","","","","","","","","","",""
"34013.0","6.0","34006.0","6343.0","","","","","","","","","","","",""
"34020.0","7.0","34013.0","5102.0","","","","","","","","","","","",""
"34027.0","8.0","34020.0","7411.0","","","","","","","","","","","",""
"34034.0","9.0","34027.0","5034.0","","","","","","","","","","","",""
"34041.0","10.0","34034.0","4778.0","","","","","","","","","","","",""
"34048.0","11.0","34041.0","4590.0","","","","","","","","","","","",""
"34055.0","12.0","34048.0","7498.0","","","","","","","","","","","",""
"34062.0","13.0","34055.0","5756.0","","","","","","","","","","","",""
"34069.0","14.0","34062.0","8419.0","","","","","","","","","","","",""
"34076.0","15.0","34069.0","5270.0","","","","","","","","","","","",""
"34083.0","16.0","34076.0","5278.0","","","","","","","","","","","",""
"34090.0","17.0","34083.0","4359.0","","","","","","","","","","","",""
"34097.0","18.0","34090.0","5458.0","","","","","","","","","","","",""
"34104.0","19.0","34097.0","4666.0","","","","","","","","","","","",""
"34111.0","20.0","34104.0","5474.0","","","","","","","","","","","",""
"34118.0","21.0","34111.0","4425.0","","","","","","","","","","","",""
"34125.0","22.0","34118.0","5652.0","","","","","","","","","","","",""
"34132.0","23.0","34125.0","6661.0","","","","","","","","","","","",""
"34139.0","24.0","34132.0","7385.0","","","","","","","","","","","",""
"34146.0","25.0","34139.0","6365.0","","","","","","","","","","","",""
"34153.0","26.0","34146.0","6735.0","","","","","","","","","","","",""
"34160.0","27.0","34153.0","9904.0","","","","","","","","","","","",""
"34167.0","28.0","34160.0","15934.0","","","","","","","","","","","",""
"34174.0","29.0","34167.0","10982.0","","","","","","","","","","","",""
"34181.0","30.0","34174.0","8443.0","","","","","","","","","","","",""
"34188.0","31.0","34181.0","5692.0","","","","","","","","","","","",""
"34195.0","32.0","34188.0","4926.0","","","","","","","","","","","",""
"34202.0","33.0","34195.0","4440.0","","","","","","","","","","","",""
"34209.0","34.0","34202.0","4374.0","","","","","","","","","","","",""
"34216.0","35.0","34209.0","5212.0","","","","","","","","","","","",""
"34223.0","36.0","34216.0","3804.0","","","","","","","","","","","",""
"34230.0","37.0","34223.0","4203.0","","","","","","","","","","","",""
"34237.0","38.0","34230.0","3979.0","","","","","","","","","","","",""
"34244.0","39.0","34237.0","3968.0","","","","","","","","","","","",""
"34251.0","40.0","34244.0","5001.0","","","","","","","","","","","",""
"34258.0","41.0","34251.0","4623.0","","","","","","","","","","","",""
"34265.0","42.0","34258.0","4840.0","","","","","","","","","","","",""
"34272.0","43.0","34265.0","4975.0","","","","","","","","","","","",""
"34279.0","44.0","34272.0","5280.0","","","","","","","","","","","",""
"34286.0","45.0","34279.0","4662.0","","","","","","","","","","","",""
"34293.0","46.0","34286.0","5718.0","","","","","","","","","","","",""
"34300.0","47.0","34293.0","3710.0","","","","","","","","","","","",""
"34307.0","48.0","34300.0","10131.0","","","","","","","","","","","",""
"34314.0","49.0","34307.0","7810.0","","","","","","","","","","","",""
"34321.0","50.0","34314.0","5675.0","","","","","","","","","","","",""
"34328.0","51.0","34321.0","3379.0","","","","","","","","","","","",""
"34335.0","52.0","34328.0","12792.0","","","","","","","","","","","",""
"34342.0","1.0","34335.0","24636.0","","","","","","","","","","","",""
"34349.0","2.0","34342.0","23648.0","","","","","","","","","","","",""
"34356.0","3.0","34349.0","8695.0","","","","","","","","","","","",""
"34363.0","4.0","34356.0","7889.0","","","","","","","","","","","",""
"34370.0","5.0","34363.0","5897.0","","","","","","","","","","","",""
"34377.0","6.0","34370.0","5923.0","","","","","","","","","","","",""
"34384.0","7.0","34377.0","5374.0","","","","","","","","","","","",""
"34391.0","8.0","34384.0","4839.0","","","","","","","","","","","",""
"34398.0","9.0","34391.0","6013.0","","","","","","","","","","","",""
"34405.0","10.0","34398.0","5449.0","","","","","","","","","","","",""
"34412.0","11.0","34405.0","4643.0","","","","","","","","","","","",""
"34419.0","12.0","34412.0","5020.0","","","","","","","","","","","",""
"34426.0","13.0","34419.0","3903.0","","","","","","","","","","","",""
"34433.0","14.0","34426.0","7125.0","","","","","","","","","","","",""
"34440.0","15.0","34433.0","4423.0","","","","","","","","","","","",""
"34447.0","16.0","34440.0","4197.0","","","","","","","","","","","",""
"34454.0","17.0","34447.0","3701.0","","","","","","","","","","","",""
"34461.0","18.0","34454.0","4385.0","","","","","","","","","","","",""
"34468.0","19.0","34461.0","4542.0","","","","","","","","","","","",""
"34475.0","20.0","34468.0","4663.0","","","","","","","","","","","",""
"34482.0","21.0","34475.0","4461.0","","","","","","","","","","","",""
"34489.0","22.0","34482.0","4171.0","","","","","","","","","","","",""
"34496.0","23.0","34489.0","3933.0","","","","","","","","","","","",""
"34503.0","24.0","34496.0","4448.0","","","","","","","","","","","",""
"34510.0","25.0","34503.0","4209.0","","","","","","","","","","","",""
"34517.0","26.0","34510.0","3621.0","","","","","","","","","","","",""
"34524.0","27.0","34517.0","6698.0","","","","","","","","","","","",""
"34531.0","28.0","34524.0","18118.0","","","","","","","","","","","",""
"34538.0","29.0","34531.0","10690.0","","","","","","","","","","","",""
"34545.0","30.0","34538.0","5736.0","","","","","","","","","","","",""
"34552.0","31.0","34545.0","4750.0","","","","","","","","","","","",""
"34559.0","32.0","34552.0","4438.0","","","","","","","","","","","",""
"34566.0","33.0","34559.0","4078.0","","","","","","","","","","","",""
"34573.0","34.0","34566.0","3644.0","","","","","","","","","","","",""
"34580.0","35.0","34573.0","3797.0","","","","","","","","","","","",""
"34587.0","36.0","34580.0","3191.0","","","","","","","","","","","",""
"34594.0","37.0","34587.0","3569.0","","","","","","","","","","","",""
"34601.0","38.0","34594.0","3490.0","","","","","","","","","","","",""
"34608.0","39.0","34601.0","3533.0","","","","","","","","","","","",""
"34615.0","40.0","34608.0","4508.0","","","","","","","","","","","",""
"34622.0","41.0","34615.0","3957.0","","","","","","","","","","","",""
"34629.0","42.0","34622.0","4916.0","","","","","","","","","","","",""
"34636.0","43.0","34629.0","4156.0","","","","","","","","","","","",""
"34643.0","44.0","34636.0","3941.0","","","","","","","","","","","",""
"34650.0","45.0","34643.0","3288.0","","","","","","","","","","","",""
"34657.0","46.0","34650.0","4225.0","","","","","","","","","","","",""
"34664.0","47.0","34657.0","2808.0","","","","","","","","","","","",""
"34671.0","48.0","34664.0","5950.0","","","","","","","","","","","",""
"34678.0","49.0","34671.0","5672.0","","","","","","","","","","","",""
"34685.0","50.0","34678.0","4432.0","","","","","","","","","","","",""
"34692.0","51.0","34685.0","3960.0","","","","","","","","","","","",""
"34699.0","52.0","34692.0","8116.0","","","","","","","","","","","",""
"34706.0","53.0","34699.0","21321.0","","","","","","","","","","","",""
"34713.0","1.0","34706.0","22338.0","","","","","","","","","","","",""
"34720.0","2.0","34713.0","6397.0","","","","","","","","","","","",""
"34727.0","3.0","34720.0","6139.0","","","","","","","","","","","",""
"34734.0","4.0","34727.0","5307.0","","","","","","","","","","","",""
"34741.0","5.0","34734.0","4752.0","","","","","","","","","","","",""
"34748.0","6.0","34741.0","5903.0","","","","","","","","","","","",""
"34755.0","7.0","34748.0","4344.0","","","","","","","","","","","",""
"34762.0","8.0","34755.0","4276.0","","","","","","","","","","","",""
"34769.0","9.0","34762.0","5111.0","","","","","","","","","","","",""
"34776.0","10.0","34769.0","4135.0","","","","","","","","","","","",""
"34783.0","11.0","34776.0","4278.0","","","","","","","","","","","",""
"34790.0","12.0","34783.0","4037.0","","","","","","","","","","","",""
"34797.0","13.0","34790.0","6317.0","","","","","","","","","","","",""
"34804.0","14.0","34797.0","4158.0","","","","","","","","","","","",""
"34811.0","15.0","34804.0","4140.0","","","","","","","","","","","",""
"34818.0","16.0","34811.0","4166.0","","","","","","","","","","","",""
"34825.0","17.0","34818.0","4464.0","","","","","","","","","","","",""
"34832.0","18.0","34825.0","5183.0","","","","","","","","","","","",""
"34839.0","19.0","34832.0","4788.0","","","","","","","","","","","",""
"34846.0","20.0","34839.0","4752.0","","","","","","","","","","","",""
"34853.0","21.0","34846.0","4718.0","","","","","","","","","","","",""
"34860.0","22.0","34853.0","5239.0","","","","","","","","","","","",""
"34867.0","23.0","34860.0","5059.0","","","","","","","","","","","",""
"34874.0","24.0","34867.0","4179.0","","","","","","","","","","","",""
"34881.0","25.0","34874.0","4445.0","","","","","","","","","","","",""
"34888.0","26.0","34881.0","6512.0","","","","","","","","","","","",""
"34895.0","27.0","34888.0","20204.0","","","","","","","","","","","",""
"34902.0","28.0","34895.0","14927.0","","","","","","","","","","","",""
"34909.0","29.0","34902.0","6737.0","","","","","","","","","","","",""
"34916.0","30.0","34909.0","4787.0","","","","","","","","","","","",""
"34923.0","31.0","34916.0","5038.0","","","","","","","","","","","",""
"34930.0","32.0","34923.0","5415.0","","","","","","","","","","","",""
"34937.0","33.0","34930.0","5598.0","","","","","","","","","","","",""
"34944.0","34.0","34937.0","4746.0","","","","","","","","","","","",""
"34951.0","35.0","34944.0","4472.0","","","","","","","","","","","",""
"34958.0","36.0","34951.0","6918.0","","","","","","","","","","","",""
"34965.0","37.0","34958.0","4490.0","","","","","","","","","","","",""
"34972.0","38.0","34965.0","4384.0","","","","","","","","","","","",""
"34979.0","39.0","34972.0","7368.0","","","","","","","","","","","",""
"34986.0","40.0","34979.0","6541.0","","","","","","","","","","","",""
"34993.0","41.0","34986.0","8479.0","","","","","","","","","","","",""
"35000.0","42.0","34993.0","7876.0","","","","","","","","","","","",""
"35007.0","43.0","35000.0","8411.0","","","","","","","","","","","",""
"35014.0","44.0","35007.0","6522.0","","","","","","","","","","","",""
"35021.0","45.0","35014.0","6650.0","","","","","","","","","","","",""
"35028.0","46.0","35021.0","4507.0","","","","","","","","","","","",""
"35035.0","47.0","35028.0","12006.0","","","","","","","","","","","",""
"35042.0","48.0","35035.0","8165.0","","","","","","","","","","","",""
"35049.0","49.0","35042.0","5677.0","","","","","","","","","","","",""
"35056.0","50.0","35049.0","7237.0","","","","","","","","","","","",""
"35063.0","51.0","35056.0","10490.0","","","","","","","","","","","",""
"35070.0","52.0","35063.0","21067.0","","","","","","","","","","","",""
"35077.0","1.0","35070.0","23088.0","","","","","","","","","","","",""
"35084.0","2.0","35077.0","13219.0","","","","","","","","","","","",""
"35091.0","3.0","35084.0","7962.0","","","","","","","","","","","",""
"35098.0","4.0","35091.0","5719.0","","","","","","","","","","","",""
"35105.0","5.0","35098.0","6216.0","","","","","","","","","","","",""
"35112.0","6.0","35105.0","10094.0","","","","","","","","","","","",""
"35119.0","7.0","35112.0","8287.0","","","","","","","","","","","",""
"35126.0","8.0","35119.0","7930.0","","","","","","","","","","","",""
"35133.0","9.0","35126.0","6530.0","","","","","","","","","","","",""
"35140.0","10.0","35133.0","5225.0","","","","","","","","","","","",""
"35147.0","11.0","35140.0","6780.0","","","","","","","","","","","",""
"35154.0","12.0","35147.0","6680.0","","","","","","","","","","","",""
"35161.0","13.0","35154.0","9134.0","","","","","","","","","","","",""
"35168.0","14.0","35161.0","5709.0","","","","","","","","","","","",""
"35175.0","15.0","35168.0","6003.0","","","","","","","","","","","",""
"35182.0","16.0","35175.0","3610.0","","","","","","","","","","","",""
"35189.0","17.0","35182.0","5916.0","","","","","","","","","","","",""
"35196.0","18.0","35189.0","4505.0","","","","","","","","","","","",""
"35203.0","19.0","35196.0","4544.0","","","","","","","","","","","",""
"35210.0","20.0","35203.0","4552.0","","","","","","","","","","","",""
"35217.0","21.0","35210.0","5464.0","","","","","","","","","","","",""
"35224.0","22.0","35217.0","5607.0","","","","","","","","","","","",""
"35231.0","23.0","35224.0","5269.0","","","","","","","","","","","",""
"35238.0","24.0","35231.0","4702.0","","","","","","","","","","","",""
"35245.0","25.0","35238.0","4065.0","","","","","","","","","","","",""
"35252.0","26.0","35245.0","4190.0","","","","","","","","","","","",""
"35259.0","27.0","35252.0","16497.0","","","","","","","","","","","",""
"35266.0","28.0","35259.0","11280.0","","","","","","","","","","","",""
"35273.0","29.0","35266.0","5698.0","","","","","","","","","","","",""
"35280.0","30.0","35273.0","4614.0","","","","","","","","","","","",""
"35287.0","31.0","35280.0","5864.0","","","","","","","","","","","",""
"35294.0","32.0","35287.0","5384.0","","","","","","","","","","","",""
"35301.0","33.0","35294.0","4413.0","","","","","","","","","","","",""
"35308.0","34.0","35301.0","4662.0","","","","","","","","","","","",""
"35315.0","35.0","35308.0","4012.0","","","","","","","","","","","",""
"35322.0","36.0","35315.0","3984.0","","","","","","","","","","","",""
"35329.0","37.0","35322.0","3581.0","","","","","","","","","","","",""
"35336.0","38.0","35329.0","4068.0","","","","","","","","","","","",""
"35343.0","39.0","35336.0","4565.0","","","","","","","","","","","",""
"35350.0","40.0","35343.0","5589.0","","","","","","","","","","","",""
"35357.0","41.0","35350.0","4270.0","","","","","","","","","","","",""
"35364.0","42.0","35357.0","4152.0","","","","","","","","","","","",""
"35371.0","43.0","35364.0","3839.0","","","","","","","","","","","",""
