"Report date","Week #","Week ","OK","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35413.0","49.0","35406.0","1981.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","1939.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","2742.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","2283.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","3173.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","3078.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","2301.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","2178.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","1840.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","1808.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","1768.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","1762.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","1709.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","1580.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","1434.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","1548.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","1401.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","2071.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","1794.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","1717.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","1623.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","1425.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","1775.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","1516.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","1613.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","1802.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","1567.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","1556.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","1638.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","2620.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","2134.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","1700.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","1592.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","1412.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","1583.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","1389.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","1523.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","1511.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","1133.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","1367.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","1283.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","1262.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","1382.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","1594.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","1380.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","2208.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","1508.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","1489.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","1543.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","1583.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","2881.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","2191.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","2248.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","2528.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","2864.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","3500.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","3723.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","2995.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","2090.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","1957.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","1764.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","1706.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","1293.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","1464.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","1565.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","1529.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","2417.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","2411.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","1725.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","1611.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","1320.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","1290.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","1609.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","1448.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","1545.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","1503.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","1557.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","1917.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","1488.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","1506.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","3710.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","1925.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","2218.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","2489.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","1591.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","1494.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","1543.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","1375.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","1459.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","1446.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","1381.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","1333.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","1427.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","1457.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","1439.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","1752.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","1456.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","2331.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","1510.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","1780.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","1705.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","1794.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","2617.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","2388.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","2151.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","2629.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","3458.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","3716.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","3892.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","4664.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","2067.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","1965.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","2086.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","1620.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","1699.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","1558.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","1687.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","1619.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","2102.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","1837.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","1374.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","1742.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","1613.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","1546.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","1879.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","1821.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","1859.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","1662.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","1587.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","2203.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","1956.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","1553.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","1965.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","2549.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","2996.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","1781.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","1443.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","1461.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","1442.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","1320.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","1342.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","1180.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","1296.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","1071.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","1176.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","1160.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","1193.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","1645.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","1466.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","1274.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","1361.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","2236.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","1285.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","1466.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","1397.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","1835.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","1782.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","1760.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","3366.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","1530.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","2353.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","1903.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","1472.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","1343.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","4017.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","1953.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","1554.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","1285.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","1461.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","1483.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","1602.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","1445.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","1827.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","1615.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","1349.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","1287.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","1716.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","1264.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","1447.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","1431.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","1643.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","1552.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","1740.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","1568.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","1576.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","1873.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","2702.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","1995.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","1652.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","1490.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","1531.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","1393.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","1372.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","1690.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","1548.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","1485.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","1303.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","1324.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","1225.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","1509.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","1339.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","1317.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","2118.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","3458.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","1913.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","2194.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","1457.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","2664.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","1642.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","2811.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","4474.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","3089.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","2702.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","2741.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","2175.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","3706.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","4517.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","2022.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","4586.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","1871.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","2225.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","2180.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","4827.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","2411.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","1408.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","1822.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","1896.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","1649.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","1925.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","1679.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","1683.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","3879.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","2539.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","2510.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","2215.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","1926.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","1851.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","1876.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","3963.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","2456.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","2176.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","1697.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","1841.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","3125.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","1725.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","1686.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","1630.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","1583.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","2860.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","2100.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","2311.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","2949.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","3009.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","2800.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","3633.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","1642.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","2498.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","2501.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","4207.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","2951.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","3975.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","2931.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","3926.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","4817.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","2951.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","4423.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","3075.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","2462.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","2960.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","3049.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","3639.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","2231.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","2413.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","2773.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","2657.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","3330.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","2643.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","2535.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","2304.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","2413.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","3020.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","2691.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","2432.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","2473.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","2479.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","1962.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","2533.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","2183.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","2073.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","1912.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","3386.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","2954.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","2771.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","2302.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","2340.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","2758.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","2008.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","2162.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","2204.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","1918.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","2163.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","2040.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","1953.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","2166.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","2340.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","2335.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","3570.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","3382.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","3064.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","2426.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","2607.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","3098.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","3534.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","3642.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","3865.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","4888.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","4728.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","5511.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","3521.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","2969.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","3278.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","3128.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","2729.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","2735.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","2839.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","4865.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","3584.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","2943.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","2731.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","2924.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","2919.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","3018.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","2346.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","2686.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","2780.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","5752.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","3299.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","3099.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","3489.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","3015.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","2813.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","3096.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","3620.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","4575.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","2701.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","2435.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","2328.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","2467.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","2719.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","2275.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","2221.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","2058.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","2382.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","2364.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","2092.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","2456.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","2637.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","2411.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","2975.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","2182.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","2704.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","2310.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","3159.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","2552.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","3532.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","2700.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","3795.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","2987.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","3312.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","4126.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","3203.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","2619.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","2685.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","2965.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","2900.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","2465.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","2264.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","2140.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","2330.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","5449.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","1914.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","1822.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","2287.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","2137.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","1787.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","4326.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","2176.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","1970.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","4338.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","2146.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","2026.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","4721.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","2294.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","4516.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","2400.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","4253.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","2816.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","2035.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","1866.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","1947.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","1854.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","1829.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","1962.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","2003.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","2328.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","1806.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","1768.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","1770.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","2894.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","2062.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","2048.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","2541.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","2219.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","2072.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","2649.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","2413.0","","","","","","","","","","","",""
"38325.0","48.0","38318.0","3541.0","","","","","","","","","","","",""
"38332.0","49.0","38325.0","2697.0","","","","","","","","","","","",""
"38339.0","50.0","38332.0","2235.0","","","","","","","","","","","",""
"38346.0","51.0","38339.0","2959.0","","","","","","","","","","","",""
"38353.0","52.0","38346.0","2513.0","","","","","","","","","","","",""
