"Report date","Week #","Week ","VA","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"38367.0","2.0","38360.0","6213.0","","","","","","","","","","","",""
"38374.0","3.0","38367.0","6194.0","","","","","","","","","","","",""
"38381.0","4.0","38374.0","6571.0","","","","","","","","","","","",""
"38388.0","5.0","38381.0","5284.0","","","","","","","","","","","",""
"38395.0","6.0","38388.0","6422.0","","","","","","","","","","","",""
"38402.0","7.0","38395.0","5031.0","","","","","","","","","","","",""
"38409.0","8.0","38402.0","4330.0","","","","","","","","","","","",""
"38416.0","9.0","38409.0","5012.0","","","","","","","","","","","",""
"38423.0","10.0","38416.0","6118.0","","","","","","","","","","","",""
"38430.0","11.0","38423.0","4891.0","","","","","","","","","","","",""
"38437.0","12.0","38430.0","4286.0","","","","","","","","","","","",""
"38444.0","13.0","38437.0","3804.0","","","","","","","","","","","",""
"38451.0","14.0","38444.0","5047.0","","","","","","","","","","","",""
"38458.0","15.0","38451.0","3994.0","","","","","","","","","","","",""
"38465.0","16.0","38458.0","4078.0","","","","","","","","","","","",""
"38472.0","17.0","38465.0","4301.0","","","","","","","","","","","",""
"38479.0","18.0","38472.0","3882.0","","","","","","","","","","","",""
"38486.0","19.0","38479.0","4338.0","","","","","","","","","","","",""
"38493.0","20.0","38486.0","4316.0","","","","","","","","","","","",""
"38500.0","21.0","38493.0","4940.0","","","","","","","","","","","",""
"38507.0","22.0","38500.0","4306.0","","","","","","","","","","","",""
"38514.0","23.0","38507.0","4925.0","","","","","","","","","","","",""
"38521.0","24.0","38514.0","4266.0","","","","","","","","","","","",""
"38528.0","25.0","38521.0","5024.0","","","","","","","","","","","",""
"38535.0","26.0","38528.0","4735.0","","","","","","","","","","","",""
"38542.0","27.0","38535.0","7106.0","","","","","","","","","","","",""
"38549.0","28.0","38542.0","5389.0","","","","","","","","","","","",""
"38556.0","29.0","38549.0","5962.0","","","","","","","","","","","",""
"38563.0","30.0","38556.0","5532.0","","","","","","","","","","","",""
"38570.0","31.0","38563.0","3889.0","","","","","","","","","","","",""
"38577.0","32.0","38570.0","3780.0","","","","","","","","","","","",""
"38584.0","33.0","38577.0","4535.0","","","","","","","","","","","",""
"38591.0","34.0","38584.0","3940.0","","","","","","","","","","","",""
"38598.0","35.0","38591.0","4110.0","","","","","","","","","","","",""
"38605.0","36.0","38598.0","4805.0","","","","","","","","","","","",""
"38612.0","37.0","38605.0","5116.0","","","","","","","","","","","",""
"38619.0","38.0","38612.0","3534.0","","","","","","","","","","","",""
"38626.0","39.0","38619.0","3426.0","","","","","","","","","","","",""
"38633.0","40.0","38626.0","4612.0","","","","","","","","","","","",""
"38640.0","41.0","38633.0","3758.0","","","","","","","","","","","",""
"38647.0","42.0","38640.0","3911.0","","","","","","","","","","","",""
"38654.0","43.0","38647.0","3965.0","","","","","","","","","","","",""
"38661.0","44.0","38654.0","4255.0","","","","","","","","","","","",""
"38668.0","45.0","38661.0","3427.0","","","","","","","","","","","",""
"38675.0","46.0","38668.0","4510.0","","","","","","","","","","","",""
"38682.0","47.0","38675.0","3694.0","","","","","","","","","","","",""
"38689.0","48.0","38682.0","7804.0","","","","","","","","","","","",""
"38696.0","49.0","38689.0","5981.0","","","","","","","","","","","",""
"38703.0","50.0","38696.0","5034.0","","","","","","","","","","","",""
"38710.0","51.0","38703.0","6825.0","","","","","","","","","","","",""
"38717.0","52.0","38710.0","8248.0","","","","","","","","","","","",""
"38724.0","53.0","38717.0","10491.0","","","","","","","","","","","",""
"38731.0","1.0","38724.0","8787.0","","","","","","","","","","","",""
"38738.0","2.0","38731.0","5873.0","","","","","","","","","","","",""
"38745.0","3.0","38738.0","4718.0","","","","","","","","","","","",""
"38752.0","4.0","38745.0","6985.0","","","","","","","","","","","",""
"38759.0","5.0","38752.0","4211.0","","","","","","","","","","","",""
"38766.0","6.0","38759.0","3987.0","","","","","","","","","","","",""
"38773.0","7.0","38766.0","3716.0","","","","","","","","","","","",""
"38780.0","8.0","38773.0","4136.0","","","","","","","","","","","",""
"38787.0","9.0","38780.0","6241.0","","","","","","","","","","","",""
"38794.0","10.0","38787.0","4105.0","","","","","","","","","","","",""
"38801.0","11.0","38794.0","3848.0","","","","","","","","","","","",""
"38808.0","12.0","38801.0","3673.0","","","","","","","","","","","",""
"38815.0","13.0","38808.0","4091.0","","","","","","","","","","","",""
"38822.0","14.0","38815.0","3339.0","","","","","","","","","","","",""
"38829.0","15.0","38822.0","3529.0","","","","","","","","","","","",""
"38836.0","16.0","38829.0","3916.0","","","","","","","","","","","",""
"38843.0","17.0","38836.0","3468.0","","","","","","","","","","","",""
"38850.0","18.0","38843.0","4892.0","","","","","","","","","","","",""
"38857.0","19.0","38850.0","4218.0","","","","","","","","","","","",""
"38864.0","20.0","38857.0","3913.0","","","","","","","","","","","",""
"38871.0","21.0","38864.0","4086.0","","","","","","","","","","","",""
"38878.0","22.0","38871.0","4476.0","","","","","","","","","","","",""
"38885.0","23.0","38878.0","3827.0","","","","","","","","","","","",""
"38892.0","24.0","38885.0","4122.0","","","","","","","","","","","",""
"38899.0","25.0","38892.0","4889.0","","","","","","","","","","","",""
"38906.0","26.0","38899.0","6107.0","","","","","","","","","","","",""
"38913.0","27.0","38906.0","5425.0","","","","","","","","","","","",""
"38920.0","28.0","38913.0","5122.0","","","","","","","","","","","",""
"38927.0","29.0","38920.0","5696.0","","","","","","","","","","","",""
"38934.0","30.0","38927.0","4247.0","","","","","","","","","","","",""
"38941.0","31.0","38934.0","3984.0","","","","","","","","","","","",""
"38948.0","32.0","38941.0","5583.0","","","","","","","","","","","",""
"38955.0","33.0","38948.0","3782.0","","","","","","","","","","","",""
"38962.0","34.0","38955.0","4400.0","","","","","","","","","","","",""
"38969.0","35.0","38962.0","3823.0","","","","","","","","","","","",""
"38976.0","36.0","38969.0","6288.0","","","","","","","","","","","",""
"38983.0","37.0","38976.0","3786.0","","","","","","","","","","","",""
"38990.0","38.0","38983.0","3941.0","","","","","","","","","","","",""
"38997.0","39.0","38990.0","5436.0","","","","","","","","","","","",""
"39004.0","40.0","38997.0","3670.0","","","","","","","","","","","",""
"39011.0","41.0","39004.0","3821.0","","","","","","","","","","","",""
"39018.0","42.0","39011.0","5793.0","","","","","","","","","","","",""
"39025.0","43.0","39018.0","6529.0","","","","","","","","","","","",""
"39032.0","44.0","39025.0","4679.0","","","","","","","","","","","",""
"39039.0","45.0","39032.0","5634.0","","","","","","","","","","","",""
"39046.0","46.0","39039.0","4935.0","","","","","","","","","","","",""
"39053.0","47.0","39046.0","7133.0","","","","","","","","","","","",""
"39060.0","48.0","39053.0","5726.0","","","","","","","","","","","",""
"39067.0","49.0","39060.0","6273.0","","","","","","","","","","","",""
"39074.0","50.0","39067.0","8292.0","","","","","","","","","","","",""
"39081.0","51.0","39074.0","7162.0","","","","","","","","","","","",""
"39088.0","52.0","39081.0","9239.0","","","","","","","","","","","",""
"39095.0","1.0","39088.0","7801.0","","","","","","","","","","","",""
"39102.0","2.0","39095.0","6309.0","","","","","","","","","","","",""
"39109.0","3.0","39102.0","5430.0","","","","","","","","","","","",""
"39116.0","4.0","39109.0","7716.0","","","","","","","","","","","",""
"39123.0","5.0","39116.0","7214.0","","","","","","","","","","","",""
"39130.0","6.0","39123.0","4956.0","","","","","","","","","","","",""
"39137.0","7.0","39130.0","4616.0","","","","","","","","","","","",""
"39144.0","8.0","39137.0","5549.0","","","","","","","","","","","",""
"39151.0","9.0","39144.0","5327.0","","","","","","","","","","","",""
"39158.0","10.0","39151.0","4962.0","","","","","","","","","","","",""
"39165.0","11.0","39158.0","4492.0","","","","","","","","","","","",""
"39172.0","12.0","39165.0","4114.0","","","","","","","","","","","",""
"39179.0","13.0","39172.0","5129.0","","","","","","","","","","","",""
"39186.0","14.0","39179.0","4089.0","","","","","","","","","","","",""
"39193.0","15.0","39186.0","3930.0","","","","","","","","","","","",""
"39200.0","16.0","39193.0","4071.0","","","","","","","","","","","",""
"39207.0","17.0","39200.0","4008.0","","","","","","","","","","","",""
"39214.0","18.0","39207.0","4594.0","","","","","","","","","","","",""
"39221.0","19.0","39214.0","4418.0","","","","","","","","","","","",""
"39228.0","20.0","39221.0","3958.0","","","","","","","","","","","",""
"39235.0","21.0","39228.0","3628.0","","","","","","","","","","","",""
"39242.0","22.0","39235.0","4537.0","","","","","","","","","","","",""
"39249.0","23.0","39242.0","3977.0","","","","","","","","","","","",""
"39256.0","24.0","39249.0","3997.0","","","","","","","","","","","",""
"39263.0","25.0","39256.0","4330.0","","","","","","","","","","","",""
"39270.0","26.0","39263.0","4912.0","","","","","","","","","","","",""
"39277.0","27.0","39270.0","6595.0","","","","","","","","","","","",""
"39284.0","28.0","39277.0","4730.0","","","","","","","","","","","",""
"39291.0","29.0","39284.0","4260.0","","","","","","","","","","","",""
"39298.0","30.0","39291.0","4034.0","","","","","","","","","","","",""
"39305.0","31.0","39298.0","3946.0","","","","","","","","","","","",""
"39312.0","32.0","39305.0","4220.0","","","","","","","","","","","",""
"39319.0","33.0","39312.0","4265.0","","","","","","","","","","","",""
"39326.0","34.0","39319.0","3752.0","","","","","","","","","","","",""
"39333.0","35.0","39326.0","3482.0","","","","","","","","","","","",""
"39340.0","36.0","39333.0","4097.0","","","","","","","","","","","",""
"39347.0","37.0","39340.0","3892.0","","","","","","","","","","","",""
"39354.0","38.0","39347.0","3568.0","","","","","","","","","","","",""
"39361.0","39.0","39354.0","5262.0","","","","","","","","","","","",""
"39368.0","40.0","39361.0","4021.0","","","","","","","","","","","",""
"39375.0","41.0","39368.0","4401.0","","","","","","","","","","","",""
"39382.0","42.0","39375.0","4256.0","","","","","","","","","","","",""
"39389.0","43.0","39382.0","4899.0","","","","","","","","","","","",""
"39396.0","44.0","39389.0","6219.0","","","","","","","","","","","",""
"39403.0","45.0","39396.0","4677.0","","","","","","","","","","","",""
"39410.0","46.0","39403.0","4203.0","","","","","","","","","","","",""
"39417.0","47.0","39410.0","8588.0","","","","","","","","","","","",""
"39424.0","48.0","39417.0","6011.0","","","","","","","","","","","",""
"39431.0","49.0","39424.0","5268.0","","","","","","","","","","","",""
"39438.0","50.0","39431.0","7329.0","","","","","","","","","","","",""
"39445.0","51.0","39438.0","7112.0","","","","","","","","","","","",""
"39452.0","52.0","39445.0","9541.0","","","","","","","","","","","",""
"39459.0","1.0","39452.0","10099.0","","","","","","","","","","","",""
"39466.0","2.0","39459.0","6352.0","","","","","","","","","","","",""
"39473.0","3.0","39466.0","6692.0","","","","","","","","","","","",""
"39480.0","4.0","39473.0","6178.0","","","","","","","","","","","",""
"39487.0","5.0","39480.0","6129.0","","","","","","","","","","","",""
"39494.0","6.0","39487.0","5686.0","","","","","","","","","","","",""
"39501.0","7.0","39494.0","5118.0","","","","","","","","","","","",""
"39508.0","8.0","39501.0","5470.0","","","","","","","","","","","",""
"39515.0","9.0","39508.0","5289.0","","","","","","","","","","","",""
"39522.0","10.0","39515.0","5007.0","","","","","","","","","","","",""
"39529.0","11.0","39522.0","5449.0","","","","","","","","","","","",""
"39536.0","12.0","39529.0","4649.0","","","","","","","","","","","",""
"39543.0","13.0","39536.0","5732.0","","","","","","","","","","","",""
"39550.0","14.0","39543.0","4768.0","","","","","","","","","","","",""
"39557.0","15.0","39550.0","4467.0","","","","","","","","","","","",""
"39564.0","16.0","39557.0","4455.0","","","","","","","","","","","",""
"39571.0","17.0","39564.0","5239.0","","","","","","","","","","","",""
"39578.0","18.0","39571.0","5095.0","","","","","","","","","","","",""
"39585.0","19.0","39578.0","5692.0","","","","","","","","","","","",""
"39592.0","20.0","39585.0","4835.0","","","","","","","","","","","",""
"39599.0","21.0","39592.0","4086.0","","","","","","","","","","","",""
"39606.0","22.0","39599.0","5399.0","","","","","","","","","","","",""
"39613.0","23.0","39606.0","5138.0","","","","","","","","","","","",""
"39620.0","24.0","39613.0","4925.0","","","","","","","","","","","",""
"39627.0","25.0","39620.0","4692.0","","","","","","","","","","","",""
"39634.0","26.0","39627.0","4801.0","","","","","","","","","","","",""
"39641.0","27.0","39634.0","7766.0","","","","","","","","","","","",""
"39648.0","28.0","39641.0","6575.0","","","","","","","","","","","",""
"39655.0","29.0","39648.0","4887.0","","","","","","","","","","","",""
"39662.0","30.0","39655.0","5151.0","","","","","","","","","","","",""
"39669.0","31.0","39662.0","5251.0","","","","","","","","","","","",""
"39676.0","32.0","39669.0","4904.0","","","","","","","","","","","",""
"39683.0","33.0","39676.0","5115.0","","","","","","","","","","","",""
"39690.0","34.0","39683.0","4895.0","","","","","","","","","","","",""
"39697.0","35.0","39690.0","5239.0","","","","","","","","","","","",""
"39704.0","36.0","39697.0","6846.0","","","","","","","","","","","",""
"39711.0","37.0","39704.0","5394.0","","","","","","","","","","","",""
"39718.0","38.0","39711.0","5944.0","","","","","","","","","","","",""
"39725.0","39.0","39718.0","7418.0","","","","","","","","","","","",""
"39732.0","40.0","39725.0","6655.0","","","","","","","","","","","",""
"39739.0","41.0","39732.0","7553.0","","","","","","","","","","","",""
"39746.0","42.0","39739.0","7894.0","","","","","","","","","","","",""
"39753.0","43.0","39746.0","7666.0","","","","","","","","","","","",""
"39760.0","44.0","39753.0","10354.0","","","","","","","","","","","",""
"39767.0","45.0","39760.0","7993.0","","","","","","","","","","","",""
"39774.0","46.0","39767.0","11360.0","","","","","","","","","","","",""
"39781.0","47.0","39774.0","6946.0","","","","","","","","","","","",""
"39788.0","48.0","39781.0","16289.0","","","","","","","","","","","",""
"39795.0","49.0","39788.0","9917.0","","","","","","","","","","","",""
"39802.0","50.0","39795.0","13929.0","","","","","","","","","","","",""
"39809.0","51.0","39802.0","7986.0","","","","","","","","","","","",""
"39816.0","52.0","39809.0","15348.0","","","","","","","","","","","",""
"39823.0","1.0","39816.0","21862.0","","","","","","","","","","","",""
"39830.0","2.0","39823.0","12548.0","","","","","","","","","","","",""
"39837.0","3.0","39830.0","13230.0","","","","","","","","","","","",""
"39844.0","4.0","39837.0","11293.0","","","","","","","","","","","",""
"39851.0","5.0","39844.0","12396.0","","","","","","","","","","","",""
"39858.0","6.0","39851.0","13308.0","","","","","","","","","","","",""
"39865.0","7.0","39858.0","9818.0","","","","","","","","","","","",""
"39872.0","8.0","39865.0","11919.0","","","","","","","","","","","",""
"39879.0","9.0","39872.0","12100.0","","","","","","","","","","","",""
"39886.0","10.0","39879.0","11743.0","","","","","","","","","","","",""
"39893.0","11.0","39886.0","10336.0","","","","","","","","","","","",""
"39900.0","12.0","39893.0","11916.0","","","","","","","","","","","",""
"39907.0","13.0","39900.0","12191.0","","","","","","","","","","","",""
"39914.0","14.0","39907.0","9518.0","","","","","","","","","","","",""
"39921.0","15.0","39914.0","9777.0","","","","","","","","","","","",""
"39928.0","16.0","39921.0","9117.0","","","","","","","","","","","",""
"39935.0","17.0","39928.0","7388.0","","","","","","","","","","","",""
"39942.0","18.0","39935.0","10259.0","","","","","","","","","","","",""
"39949.0","19.0","39942.0","9811.0","","","","","","","","","","","",""
"39956.0","20.0","39949.0","8646.0","","","","","","","","","","","",""
"39963.0","21.0","39956.0","7866.0","","","","","","","","","","","",""
"39970.0","22.0","39963.0","10374.0","","","","","","","","","","","",""
"39977.0","23.0","39970.0","9572.0","","","","","","","","","","","",""
"39984.0","24.0","39977.0","8877.0","","","","","","","","","","","",""
"39991.0","25.0","39984.0","8361.0","","","","","","","","","","","",""
"39998.0","26.0","39991.0","8536.0","","","","","","","","","","","",""
"40005.0","27.0","39998.0","11161.0","","","","","","","","","","","",""
"40012.0","28.0","40005.0","11066.0","","","","","","","","","","","",""
"40019.0","29.0","40012.0","8091.0","","","","","","","","","","","",""
"40026.0","30.0","40019.0","7480.0","","","","","","","","","","","",""
"40033.0","31.0","40026.0","7908.0","","","","","","","","","","","",""
"40040.0","32.0","40033.0","7735.0","","","","","","","","","","","",""
"40047.0","33.0","40040.0","7228.0","","","","","","","","","","","",""
"40054.0","34.0","40047.0","6898.0","","","","","","","","","","","",""
"40061.0","35.0","40054.0","7638.0","","","","","","","","","","","",""
"40068.0","36.0","40061.0","7295.0","","","","","","","","","","","",""
"40075.0","37.0","40068.0","7620.0","","","","","","","","","","","",""
"40082.0","38.0","40075.0","7381.0","","","","","","","","","","","",""
"40089.0","39.0","40082.0","7886.0","","","","","","","","","","","",""
"40096.0","40.0","40089.0","7892.0","","","","","","","","","","","",""
"40103.0","41.0","40096.0","7186.0","","","","","","","","","","","",""
"40110.0","42.0","40103.0","7378.0","","","","","","","","","","","",""
"40117.0","43.0","40110.0","7327.0","","","","","","","","","","","",""
"40124.0","44.0","40117.0","9211.0","","","","","","","","","","","",""
"40131.0","45.0","40124.0","7750.0","","","","","","","","","","","",""
"40138.0","46.0","40131.0","9416.0","","","","","","","","","","","",""
"40145.0","47.0","40138.0","5958.0","","","","","","","","","","","",""
"40152.0","48.0","40145.0","12132.0","","","","","","","","","","","",""
"40159.0","49.0","40152.0","9553.0","","","","","","","","","","","",""
"40166.0","50.0","40159.0","9566.0","","","","","","","","","","","",""
"40173.0","51.0","40166.0","9141.0","","","","","","","","","","","",""
"40180.0","52.0","40173.0","9142.0","","","","","","","","","","","",""
"40187.0","1.0","40180.0","17410.0","","","","","","","","","","","",""
"40194.0","2.0","40187.0","11037.0","","","","","","","","","","","",""
"40201.0","3.0","40194.0","10971.0","","","","","","","","","","","",""
"40208.0","4.0","40201.0","9744.0","","","","","","","","","","","",""
"40215.0","5.0","40208.0","9093.0","","","","","","","","","","","",""
"40222.0","6.0","40215.0","9652.0","","","","","","","","","","","",""
"40229.0","7.0","40222.0","9399.0","","","","","","","","","","","",""
"40236.0","8.0","40229.0","8707.0","","","","","","","","","","","",""
"40243.0","9.0","40236.0","9183.0","","","","","","","","","","","",""
"40250.0","10.0","40243.0","7724.0","","","","","","","","","","","",""
"40257.0","11.0","40250.0","7571.0","","","","","","","","","","","",""
"40264.0","12.0","40257.0","7260.0","","","","","","","","","","","",""
"40271.0","13.0","40264.0","7192.0","","","","","","","","","","","",""
"40278.0","14.0","40271.0","7290.0","","","","","","","","","","","",""
"40285.0","15.0","40278.0","7103.0","","","","","","","","","","","",""
"40292.0","16.0","40285.0","7095.0","","","","","","","","","","","",""
"40299.0","17.0","40292.0","6283.0","","","","","","","","","","","",""
"40306.0","18.0","40299.0","6884.0","","","","","","","","","","","",""
"40313.0","19.0","40306.0","7421.0","","","","","","","","","","","",""
"40320.0","20.0","40313.0","7237.0","","","","","","","","","","","",""
"40327.0","21.0","40320.0","6325.0","","","","","","","","","","","",""
"40334.0","22.0","40327.0","6490.0","","","","","","","","","","","",""
"40341.0","23.0","40334.0","6990.0","","","","","","","","","","","",""
"40348.0","24.0","40341.0","6896.0","","","","","","","","","","","",""
"40355.0","25.0","40348.0","6958.0","","","","","","","","","","","",""
"40362.0","26.0","40355.0","7185.0","","","","","","","","","","","",""
"40369.0","27.0","40362.0","7425.0","","","","","","","","","","","",""
"40376.0","28.0","40369.0","8114.0","","","","","","","","","","","",""
"40383.0","29.0","40376.0","6821.0","","","","","","","","","","","",""
"40390.0","30.0","40383.0","6873.0","","","","","","","","","","","",""
"40397.0","31.0","40390.0","6742.0","","","","","","","","","","","",""
"40404.0","32.0","40397.0","7198.0","","","","","","","","","","","",""
"40411.0","33.0","40404.0","6525.0","","","","","","","","","","","",""
"40418.0","34.0","40411.0","6132.0","","","","","","","","","","","",""
"40425.0","35.0","40418.0","5423.0","","","","","","","","","","","",""
"40432.0","36.0","40425.0","5965.0","","","","","","","","","","","",""
"40439.0","37.0","40432.0","6299.0","","","","","","","","","","","",""
"40446.0","38.0","40439.0","6074.0","","","","","","","","","","","",""
"40453.0","39.0","40446.0","6405.0","","","","","","","","","","","",""
"40460.0","40.0","40453.0","7733.0","","","","","","","","","","","",""
"40467.0","41.0","40460.0","6254.0","","","","","","","","","","","",""
"40474.0","42.0","40467.0","6488.0","","","","","","","","","","","",""
"40481.0","43.0","40474.0","7532.0","","","","","","","","","","","",""
"40488.0","44.0","40481.0","7197.0","","","","","","","","","","","",""
"40495.0","45.0","40488.0","6345.0","","","","","","","","","","","",""
"40502.0","46.0","40495.0","7168.0","","","","","","","","","","","",""
"40509.0","47.0","40502.0","5609.0","","","","","","","","","","","",""
"40516.0","48.0","40509.0","10371.0","","","","","","","","","","","",""
"40523.0","49.0","40516.0","8053.0","","","","","","","","","","","",""
"40530.0","50.0","40523.0","8391.0","","","","","","","","","","","",""
"40537.0","51.0","40530.0","8116.0","","","","","","","","","","","",""
"40544.0","52.0","40537.0","11057.0","","","","","","","","","","","",""
"40551.0","1.0","40544.0","14983.0","","","","","","","","","","","",""
"40558.0","2.0","40551.0","8876.0","","","","","","","","","","","",""
"40565.0","3.0","40558.0","9165.0","","","","","","","","","","","",""
"40572.0","4.0","40565.0","7603.0","","","","","","","","","","","",""
"40579.0","5.0","40572.0","8069.0","","","","","","","","","","","",""
"40586.0","6.0","40579.0","6913.0","","","","","","","","","","","",""
"40593.0","7.0","40586.0","6329.0","","","","","","","","","","","",""
"40600.0","8.0","40593.0","6015.0","","","","","","","","","","","",""
"40607.0","9.0","40600.0","7015.0","","","","","","","","","","","",""
"40614.0","10.0","40607.0","6661.0","","","","","","","","","","","",""
"40621.0","11.0","40614.0","5839.0","","","","","","","","","","","",""
"40628.0","12.0","40621.0","5719.0","","","","","","","","","","","",""
"40635.0","13.0","40628.0","5772.0","","","","","","","","","","","",""
"40642.0","14.0","40635.0","6700.0","","","","","","","","","","","",""
"40649.0","15.0","40642.0","5660.0","","","","","","","","","","","",""
"40656.0","16.0","40649.0","5596.0","","","","","","","","","","","",""
"40663.0","17.0","40656.0","5956.0","","","","","","","","","","","",""
"40670.0","18.0","40663.0","6287.0","","","","","","","","","","","",""
"40677.0","19.0","40670.0","6111.0","","","","","","","","","","","",""
"40684.0","20.0","40677.0","6366.0","","","","","","","","","","","",""
"40691.0","21.0","40684.0","5788.0","","","","","","","","","","","",""
"40698.0","22.0","40691.0","5554.0","","","","","","","","","","","",""
"40705.0","23.0","40698.0","6972.0","","","","","","","","","","","",""
"40712.0","24.0","40705.0","6294.0","","","","","","","","","","","",""
"40719.0","25.0","40712.0","6224.0","","","","","","","","","","","",""
"40726.0","26.0","40719.0","6259.0","","","","","","","","","","","",""
"40733.0","27.0","40726.0","6958.0","","","","","","","","","","","",""
"40740.0","28.0","40733.0","7477.0","","","","","","","","","","","",""
"40747.0","29.0","40740.0","6169.0","","","","","","","","","","","",""
"40754.0","30.0","40747.0","5635.0","","","","","","","","","","","",""
"40761.0","31.0","40754.0","6263.0","","","","","","","","","","","",""
"40768.0","32.0","40761.0","5968.0","","","","","","","","","","","",""
"40775.0","33.0","40768.0","6278.0","","","","","","","","","","","",""
"40782.0","34.0","40775.0","5433.0","","","","","","","","","","","",""
"40789.0","35.0","40782.0","5217.0","","","","","","","","","","","",""
"40796.0","36.0","40789.0","5884.0","","","","","","","","","","","",""
"40803.0","37.0","40796.0","5937.0","","","","","","","","","","","",""
"40810.0","38.0","40803.0","5489.0","","","","","","","","","","","",""
"40817.0","39.0","40810.0","5971.0","","","","","","","","","","","",""
"40824.0","40.0","40817.0","6841.0","","","","","","","","","","","",""
"40831.0","41.0","40824.0","6514.0","","","","","","","","","","","",""
"40838.0","42.0","40831.0","6152.0","","","","","","","","","","","",""
"40845.0","43.0","40838.0","6004.0","","","","","","","","","","","",""
"40852.0","44.0","40845.0","6604.0","","","","","","","","","","","",""
"40859.0","45.0","40852.0","5532.0","","","","","","","","","","","",""
"40866.0","46.0","40859.0","6914.0","","","","","","","","","","","",""
"40873.0","47.0","40866.0","5242.0","","","","","","","","","","","",""
"40880.0","48.0","40873.0","9300.0","","","","","","","","","","","",""
"40887.0","49.0","40880.0","6875.0","","","","","","","","","","","",""
"40894.0","50.0","40887.0","7269.0","","","","","","","","","","","",""
"40901.0","51.0","40894.0","7290.0","","","","","","","","","","","",""
"40908.0","52.0","40901.0","10289.0","","","","","","","","","","","",""
"40915.0","53.0","40908.0","13485.0","","","","","","","","","","","",""
"40922.0","1.0","40915.0","9064.0","","","","","","","","","","","",""
"40929.0","2.0","40922.0","8120.0","","","","","","","","","","","",""
"40936.0","3.0","40929.0","7286.0","","","","","","","","","","","",""
"40943.0","4.0","40936.0","7258.0","","","","","","","","","","","",""
"40950.0","5.0","40943.0","6458.0","","","","","","","","","","","",""
"40957.0","6.0","40950.0","5840.0","","","","","","","","","","","",""
"40964.0","7.0","40957.0","5445.0","","","","","","","","","","","",""
"40971.0","8.0","40964.0","6999.0","","","","","","","","","","","",""
"40978.0","9.0","40971.0","6282.0","","","","","","","","","","","",""
"40985.0","10.0","40978.0","5269.0","","","","","","","","","","","",""
"40992.0","11.0","40985.0","5134.0","","","","","","","","","","","",""
"40999.0","12.0","40992.0","4896.0","","","","","","","","","","","",""
"41006.0","13.0","40999.0","5693.0","","","","","","","","","","","",""
"41013.0","14.0","41006.0","5442.0","","","","","","","","","","","",""
"41020.0","15.0","41013.0","5335.0","","","","","","","","","","","",""
"41027.0","16.0","41020.0","5979.0","","","","","","","","","","","",""
"41034.0","17.0","41027.0","5978.0","","","","","","","","","","","",""
"41041.0","18.0","41034.0","5784.0","","","","","","","","","","","",""
"41048.0","19.0","41041.0","5813.0","","","","","","","","","","","",""
"41055.0","20.0","41048.0","5538.0","","","","","","","","","","","",""
"41062.0","21.0","41055.0","6376.0","","","","","","","","","","","",""
"41069.0","22.0","41062.0","6762.0","","","","","","","","","","","",""
"41076.0","23.0","41069.0","5645.0","","","","","","","","","","","",""
"41083.0","24.0","41076.0","6000.0","","","","","","","","","","","",""
"41090.0","25.0","41083.0","5783.0","","","","","","","","","","","",""
"41097.0","26.0","41090.0","6679.0","","","","","","","","","","","",""
"41104.0","27.0","41097.0","7916.0","","","","","","","","","","","",""
"41111.0","28.0","41104.0","5431.0","","","","","","","","","","","",""
"41118.0","29.0","41111.0","5262.0","","","","","","","","","","","",""
"41125.0","30.0","41118.0","5348.0","","","","","","","","","","","",""
"41132.0","31.0","41125.0","5348.0","","","","","","","","","","","",""
"41139.0","32.0","41132.0","4868.0","","","","","","","","","","","",""
"41146.0","33.0","41139.0","4774.0","","","","","","","","","","","",""
"41153.0","34.0","41146.0","4829.0","","","","","","","","","","","",""
"41160.0","35.0","41153.0","5145.0","","","","","","","","","","","",""
"41167.0","36.0","41160.0","6854.0","","","","","","","","","","","",""
"41174.0","37.0","41167.0","4885.0","","","","","","","","","","","",""
"41181.0","38.0","41174.0","4949.0","","","","","","","","","","","",""
"41188.0","39.0","41181.0","5731.0","","","","","","","","","","","",""
"41195.0","40.0","41188.0","6586.0","","","","","","","","","","","",""
"41202.0","41.0","41195.0","5481.0","","","","","","","","","","","",""
"41209.0","42.0","41202.0","5113.0","","","","","","","","","","","",""
"41216.0","43.0","41209.0","5097.0","","","","","","","","","","","",""
"41223.0","44.0","41216.0","6309.0","","","","","","","","","","","",""
"41230.0","45.0","41223.0","6176.0","","","","","","","","","","","",""
"41237.0","46.0","41230.0","4438.0","","","","","","","","","","","",""
"41244.0","47.0","41237.0","7764.0","","","","","","","","","","","",""
"41251.0","48.0","41244.0","6360.0","","","","","","","","","","","",""
"41258.0","49.0","41251.0","6472.0","","","","","","","","","","","",""
"41265.0","50.0","41258.0","9838.0","","","","","","","","","","","",""
"41272.0","51.0","41265.0","6690.0","","","","","","","","","","","",""
"41279.0","52.0","41272.0","9979.0","","","","","","","","","","","",""
"41286.0","1.0","41279.0","10872.0","","","","","","","","","","","",""
"41293.0","2.0","41286.0","6793.0","","","","","","","","","","","",""
"41300.0","3.0","41293.0","7254.0","","","","","","","","","","","",""
"41307.0","4.0","41300.0","6633.0","","","","","","","","","","","",""
