"Report date","Week #","Week ","AK","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"33075.0","28.0","33068.0","1202.0","","Week 28","1895.0","1795.0","1110.0","","","28.0","43845.0","40600.0","44192.0",""
"33082.0","29.0","33075.0","1104.0","","Week 29","1965.0","1946.0","830.0","","","29.0","45810.0","42546.0","45022.0",""
"33089.0","30.0","33082.0","956.0","","Week 30","2299.0","1765.0","1576.0","","","30.0","48109.0","44311.0","46598.0",""
"33096.0","31.0","33089.0","917.0","","Week 31","1540.0","1846.0","1197.0","","","31.0","49649.0","46157.0","47795.0",""
"33103.0","32.0","33096.0","1067.0","","Week 32","1760.0","2327.0","1267.0","","","32.0","51409.0","48484.0","49062.0",""
"33110.0","33.0","33103.0","1069.0","","Week 33","1915.0","2325.0","1215.0","","","33.0","53324.0","50809.0","50277.0",""
"33117.0","34.0","33110.0","992.0","","Week 34","1758.0","2170.0","1722.0","","","34.0","55082.0","52979.0","51999.0",""
"33124.0","35.0","33117.0","974.0","","Week 35","1687.0","1943.0","1353.0","","","35.0","56769.0","54922.0","53352.0",""
"33131.0","36.0","33124.0","1339.0","","Week 36","1616.0","1620.0","1319.0","","","36.0","58385.0","56542.0","54671.0",""
"33138.0","37.0","33131.0","1213.0","","Week 37","1393.0","2158.0","1277.0","","","37.0","59778.0","58700.0","55948.0",""
"33145.0","38.0","33138.0","1135.0","","Week 38","2103.0","","1124.0","","","38.0","61881.0","","57072.0",""
"33152.0","39.0","33145.0","2299.0","","Week 39","","","1129.0","","","39.0","","","58201.0",""
"33159.0","40.0","33152.0","1943.0","","Week 40","","","1288.0","","","40.0","","","59489.0",""
"33166.0","41.0","33159.0","1640.0","","Week 41","","","1372.0","","","41.0","","","60861.0",""
"33173.0","42.0","33166.0","1997.0","","Week 42","","","1546.0","","","42.0","","","62407.0",""
"33180.0","43.0","33173.0","1966.0","","Week 43","","","2111.0","","","43.0","","","64518.0",""
"33187.0","44.0","33180.0","1698.0","","Week 44","","","1668.0","","","44.0","","","66186.0",""
"33194.0","45.0","33187.0","1669.0","","Week 45","","","2113.0","","","45.0","","","68299.0",""
"33201.0","46.0","33194.0","1658.0","","Week 46","","","2090.0","","","46.0","","","70389.0",""
"33208.0","47.0","33201.0","1932.0","","Week 47","","","2227.0","","","47.0","","","72616.0",""
"33215.0","48.0","33208.0","1700.0","","Week 48","","","1897.0","","","48.0","","","74513.0",""
"33222.0","49.0","33215.0","1526.0","","Week 49","","","2097.0","","","49.0","","","76610.0",""
"33229.0","50.0","33222.0","1688.0","","Week 50","","","1553.0","","","50.0","","","78163.0",""
"33236.0","51.0","33229.0","1301.0","","Week 51","","","2009.0","","","51.0","","","80172.0",""
"33243.0","52.0","33236.0","2038.0","","Week 52","","","1652.0","","","52.0","","","81824.0",""
"33250.0","1.0","33243.0","2824.0","","Week 53","","","1833.0","","","53.0","","","83657.0",""
"33257.0","2.0","33250.0","2103.0","","Week 54","","","1237.0","","","54.0","","","84894.0",""
"33264.0","3.0","33257.0","1895.0","","Week 55","","","1512.0","","","55.0","","","86406.0",""
"33271.0","4.0","33264.0","1965.0","","Week 56","","","4160.0","","","56.0","","","90566.0",""
"33278.0","5.0","33271.0","2299.0","","Week 57","","","2653.0","","","57.0","","","93219.0",""
"33285.0","6.0","33278.0","1540.0","","Week 58","","","2218.0","","","58.0","","","95437.0",""
"33292.0","7.0","33285.0","1760.0","","Week 59","","","2808.0","","","59.0","","","98245.0",""
"33299.0","8.0","33292.0","1915.0","","Week 60","","","2452.0","","","60.0","","","100697.0",""
"33306.0","9.0","33299.0","1758.0","","Week 61","","","2072.0","","","61.0","","","102769.0",""
"33313.0","10.0","33306.0","1687.0","","Week 62","","","1777.0","","","62.0","","","104546.0",""
"33320.0","11.0","33313.0","1616.0","","Week 63","","","1972.0","","","63.0","","","106518.0",""
"33327.0","12.0","33320.0","1393.0","","Week 64","","","2107.0","","","64.0","","","108625.0",""
"33334.0","13.0","33327.0","2103.0","","Week 65","","","2014.0","","","65.0","","","110639.0",""
"33341.0","14.0","33334.0","1662.0","","Week 66","","","1994.0","","","66.0","","","112633.0",""
"33348.0","15.0","33341.0","1807.0","","Week 67","","","1904.0","","","67.0","","","114537.0",""
"33355.0","16.0","33348.0","1570.0","","Week 68","","","1808.0","","","68.0","","","116345.0",""
"33362.0","17.0","33355.0","1723.0","","Week 69","","","3166.0","","","69.0","","","119511.0",""
"33369.0","18.0","33362.0","1713.0","","Week 70","","","2302.0","","","70.0","","","121813.0",""
"33376.0","19.0","33369.0","1697.0","","Week 71","","","2029.0","","","71.0","","","123842.0",""
"33383.0","20.0","33376.0","1438.0","","Week 72","","","2134.0","","","72.0","","","125976.0",""
"33390.0","21.0","33383.0","1233.0","","Week 73","","","2002.0","","","73.0","","","127978.0",""
"33397.0","22.0","33390.0","1667.0","","Week 74","","","1850.0","","","74.0","","","129828.0",""
"33404.0","23.0","33397.0","1316.0","","Week 75","","","1912.0","","","75.0","","","131740.0",""
"33411.0","24.0","33404.0","1335.0","","Week 76","","","2077.0","","","76.0","","","133817.0",""
"33418.0","25.0","33411.0","1182.0","","Week 77","","","1969.0","","","77.0","","","135786.0",""
"33425.0","26.0","33418.0","1582.0","","Week 78","","","1780.0","","","78.0","","","137566.0",""
"33432.0","27.0","33425.0","1594.0","","Week 79","","","1615.0","","","79.0","","","139181.0",""
"33439.0","28.0","33432.0","1466.0","","Week 80","","","1602.0","","","80.0","","","140783.0",""
"33446.0","29.0","33439.0","1363.0","","Week 81","","","1385.0","","","81.0","","","142168.0",""
"33453.0","30.0","33446.0","1326.0","","","","","","","","","","","",""
"33460.0","31.0","33453.0","1209.0","","","","","","","","","","","",""
"33467.0","32.0","33460.0","1148.0","","","","","","","","","","","",""
"33474.0","33.0","33467.0","1222.0","","","","","","","","","","","",""
"33481.0","34.0","33474.0","1310.0","","","","","","","","","","","",""
"33488.0","35.0","33481.0","1244.0","","","","","","","","","","","",""
"33495.0","36.0","33488.0","1681.0","","","","","","","","","","","",""
"33502.0","37.0","33495.0","1523.0","","","","","","","","","","","",""
"33509.0","38.0","33502.0","1536.0","","","","","","","","","","","",""
"33516.0","39.0","33509.0","2432.0","","","","","","","","","","","",""
"33523.0","40.0","33516.0","2194.0","","","","","","","","","","","",""
"33530.0","41.0","33523.0","1568.0","","","","","","","","","","","",""
"33537.0","42.0","33530.0","2197.0","","","","","","","","","","","",""
"33544.0","43.0","33537.0","2607.0","","","","","","","","","","","",""
"33551.0","44.0","33544.0","2256.0","","","","","","","","","","","",""
"33558.0","45.0","33551.0","1905.0","","","","","","","","","","","",""
"33565.0","46.0","33558.0","2001.0","","","","","","","","","","","",""
"33572.0","47.0","33565.0","1700.0","","","","","","","","","","","",""
"33579.0","48.0","33572.0","1935.0","","","","","","","","","","","",""
"33586.0","49.0","33579.0","1996.0","","","","","","","","","","","",""
"33593.0","50.0","33586.0","2297.0","","","","","","","","","","","",""
"33600.0","51.0","33593.0","1717.0","","","","","","","","","","","",""
"33607.0","52.0","33600.0","2695.0","","","","","","","","","","","",""
"33614.0","1.0","33607.0","3017.0","","","","","","","","","","","",""
"33621.0","2.0","33614.0","2458.0","","","","","","","","","","","",""
"33628.0","3.0","33621.0","2345.0","","","","","","","","","","","",""
"33635.0","4.0","33628.0","2380.0","","","","","","","","","","","",""
"33642.0","5.0","33635.0","2211.0","","","","","","","","","","","",""
"33649.0","6.0","33642.0","1731.0","","","","","","","","","","","",""
"33656.0","7.0","33649.0","1525.0","","","","","","","","","","","",""
"33663.0","8.0","33656.0","1739.0","","","","","","","","","","","",""
"33670.0","9.0","33663.0","2081.0","","","","","","","","","","","",""
"33677.0","10.0","33670.0","2088.0","","","","","","","","","","","",""
"33684.0","11.0","33677.0","1717.0","","","","","","","","","","","",""
"33691.0","12.0","33684.0","1841.0","","","","","","","","","","","",""
"33698.0","13.0","33691.0","2362.0","","","","","","","","","","","",""
"33705.0","14.0","33698.0","2437.0","","","","","","","","","","","",""
"33712.0","15.0","33705.0","2342.0","","","","","","","","","","","",""
"33719.0","16.0","33712.0","2026.0","","","","","","","","","","","",""
"33726.0","17.0","33719.0","1758.0","","","","","","","","","","","",""
"33733.0","18.0","33726.0","1713.0","","","","","","","","","","","",""
"33740.0","19.0","33733.0","1652.0","","","","","","","","","","","",""
"33747.0","20.0","33740.0","1848.0","","","","","","","","","","","",""
"33754.0","21.0","33747.0","1376.0","","","","","","","","","","","",""
"33761.0","22.0","33754.0","1887.0","","","","","","","","","","","",""
"33768.0","23.0","33761.0","2065.0","","","","","","","","","","","",""
"33775.0","24.0","33768.0","1768.0","","","","","","","","","","","",""
"33782.0","25.0","33775.0","1624.0","","","","","","","","","","","",""
"33789.0","26.0","33782.0","1361.0","","","","","","","","","","","",""
"33796.0","27.0","33789.0","1872.0","","","","","","","","","","","",""
"33803.0","28.0","33796.0","1562.0","","","","","","","","","","","",""
"33810.0","29.0","33803.0","1676.0","","","","","","","","","","","",""
"33817.0","30.0","33810.0","1228.0","","","","","","","","","","","",""
"33824.0","31.0","33817.0","1408.0","","","","","","","","","","","",""
"33831.0","32.0","33824.0","1422.0","","","","","","","","","","","",""
"33838.0","33.0","33831.0","1517.0","","","","","","","","","","","",""
"33845.0","34.0","33838.0","1276.0","","","","","","","","","","","",""
"33852.0","35.0","33845.0","1678.0","","","","","","","","","","","",""
"33859.0","36.0","33852.0","1113.0","","","","","","","","","","","",""
"33866.0","37.0","33859.0","1761.0","","","","","","","","","","","",""
"33873.0","38.0","33866.0","1536.0","","","","","","","","","","","",""
"33880.0","39.0","33873.0","1677.0","","","","","","","","","","","",""
"33887.0","40.0","33880.0","2489.0","","","","","","","","","","","",""
"33894.0","41.0","33887.0","2288.0","","","","","","","","","","","",""
"33901.0","42.0","33894.0","1822.0","","","","","","","","","","","",""
"33908.0","43.0","33901.0","2214.0","","","","","","","","","","","",""
"33915.0","44.0","33908.0","2143.0","","","","","","","","","","","",""
"33922.0","45.0","33915.0","1465.0","","","","","","","","","","","",""
"33929.0","46.0","33922.0","2116.0","","","","","","","","","","","",""
"33936.0","47.0","33929.0","1297.0","","","","","","","","","","","",""
"33943.0","48.0","33936.0","1692.0","","","","","","","","","","","",""
"33950.0","49.0","33943.0","1512.0","","","","","","","","","","","",""
"33957.0","50.0","33950.0","1697.0","","","","","","","","","","","",""
"33964.0","51.0","33957.0","1413.0","","","","","","","","","","","",""
"33971.0","52.0","33964.0","1587.0","","","","","","","","","","","",""
"33978.0","1.0","33971.0","2402.0","","","","","","","","","","","",""
"33985.0","2.0","33978.0","2041.0","","","","","","","","","","","",""
"33992.0","3.0","33985.0","1922.0","","","","","","","","","","","",""
"33999.0","4.0","33992.0","2331.0","","","","","","","","","","","",""
"34006.0","5.0","33999.0","1882.0","","","","","","","","","","","",""
"34013.0","6.0","34006.0","1790.0","","","","","","","","","","","",""
"34020.0","7.0","34013.0","1488.0","","","","","","","","","","","",""
"34027.0","8.0","34020.0","1911.0","","","","","","","","","","","",""
"34034.0","9.0","34027.0","1621.0","","","","","","","","","","","",""
"34041.0","10.0","34034.0","1699.0","","","","","","","","","","","",""
"34048.0","11.0","34041.0","1626.0","","","","","","","","","","","",""
"34055.0","12.0","34048.0","1467.0","","","","","","","","","","","",""
"34062.0","13.0","34055.0","1868.0","","","","","","","","","","","",""
"34069.0","14.0","34062.0","2234.0","","","","","","","","","","","",""
"34076.0","15.0","34069.0","2012.0","","","","","","","","","","","",""
"34083.0","16.0","34076.0","2090.0","","","","","","","","","","","",""
"34090.0","17.0","34083.0","1852.0","","","","","","","","","","","",""
"34097.0","18.0","34090.0","1774.0","","","","","","","","","","","",""
"34104.0","19.0","34097.0","1486.0","","","","","","","","","","","",""
"34111.0","20.0","34104.0","1248.0","","","","","","","","","","","",""
"34118.0","21.0","34111.0","1581.0","","","","","","","","","","","",""
"34125.0","22.0","34118.0","1302.0","","","","","","","","","","","",""
"34132.0","23.0","34125.0","1574.0","","","","","","","","","","","",""
"34139.0","24.0","34132.0","1578.0","","","","","","","","","","","",""
"34146.0","25.0","34139.0","1488.0","","","","","","","","","","","",""
"34153.0","26.0","34146.0","1361.0","","","","","","","","","","","",""
"34160.0","27.0","34153.0","1309.0","","","","","","","","","","","",""
"34167.0","28.0","34160.0","1420.0","","","","","","","","","","","",""
"34174.0","29.0","34167.0","1398.0","","","","","","","","","","","",""
"34181.0","30.0","34174.0","1386.0","","","","","","","","","","","",""
"34188.0","31.0","34181.0","1207.0","","","","","","","","","","","",""
"34195.0","32.0","34188.0","1182.0","","","","","","","","","","","",""
"34202.0","33.0","34195.0","1269.0","","","","","","","","","","","",""
"34209.0","34.0","34202.0","1249.0","","","","","","","","","","","",""
"34216.0","35.0","34209.0","1468.0","","","","","","","","","","","",""
"34223.0","36.0","34216.0","1317.0","","","","","","","","","","","",""
"34230.0","37.0","34223.0","1449.0","","","","","","","","","","","",""
"34237.0","38.0","34230.0","1435.0","","","","","","","","","","","",""
"34244.0","39.0","34237.0","1859.0","","","","","","","","","","","",""
"34251.0","40.0","34244.0","2295.0","","","","","","","","","","","",""
"34258.0","41.0","34251.0","2125.0","","","","","","","","","","","",""
"34265.0","42.0","34258.0","2095.0","","","","","","","","","","","",""
"34272.0","43.0","34265.0","2208.0","","","","","","","","","","","",""
"34279.0","44.0","34272.0","2121.0","","","","","","","","","","","",""
"34286.0","45.0","34279.0","1821.0","","","","","","","","","","","",""
"34293.0","46.0","34286.0","2173.0","","","","","","","","","","","",""
"34300.0","47.0","34293.0","1760.0","","","","","","","","","","","",""
"34307.0","48.0","34300.0","1871.0","","","","","","","","","","","",""
"34314.0","49.0","34307.0","1854.0","","","","","","","","","","","",""
"34321.0","50.0","34314.0","1941.0","","","","","","","","","","","",""
"34328.0","51.0","34321.0","1810.0","","","","","","","","","","","",""
"34335.0","52.0","34328.0","1486.0","","","","","","","","","","","",""
"34342.0","1.0","34335.0","2787.0","","","","","","","","","","","",""
"34349.0","2.0","34342.0","2299.0","","","","","","","","","","","",""
"34356.0","3.0","34349.0","2416.0","","","","","","","","","","","",""
"34363.0","4.0","34356.0","2223.0","","","","","","","","","","","",""
"34370.0","5.0","34363.0","2363.0","","","","","","","","","","","",""
"34377.0","6.0","34370.0","2055.0","","","","","","","","","","","",""
"34384.0","7.0","34377.0","2073.0","","","","","","","","","","","",""
"34391.0","8.0","34384.0","1614.0","","","","","","","","","","","",""
"34398.0","9.0","34391.0","1994.0","","","","","","","","","","","",""
"34405.0","10.0","34398.0","1962.0","","","","","","","","","","","",""
"34412.0","11.0","34405.0","1989.0","","","","","","","","","","","",""
"34419.0","12.0","34412.0","1955.0","","","","","","","","","","","",""
"34426.0","13.0","34419.0","1979.0","","","","","","","","","","","",""
"34433.0","14.0","34426.0","2427.0","","","","","","","","","","","",""
"34440.0","15.0","34433.0","2279.0","","","","","","","","","","","",""
"34447.0","16.0","34440.0","2430.0","","","","","","","","","","","",""
"34454.0","17.0","34447.0","1841.0","","","","","","","","","","","",""
"34461.0","18.0","34454.0","2082.0","","","","","","","","","","","",""
"34468.0","19.0","34461.0","1850.0","","","","","","","","","","","",""
"34475.0","20.0","34468.0","1645.0","","","","","","","","","","","",""
"34482.0","21.0","34475.0","1630.0","","","","","","","","","","","",""
"34489.0","22.0","34482.0","1526.0","","","","","","","","","","","",""
"34496.0","23.0","34489.0","1727.0","","","","","","","","","","","",""
"34503.0","24.0","34496.0","2028.0","","","","","","","","","","","",""
"34510.0","25.0","34503.0","1854.0","","","","","","","","","","","",""
"34517.0","26.0","34510.0","1916.0","","","","","","","","","","","",""
"34524.0","27.0","34517.0","1577.0","","","","","","","","","","","",""
"34531.0","28.0","34524.0","1735.0","","","","","","","","","","","",""
"34538.0","29.0","34531.0","1735.0","","","","","","","","","","","",""
"34545.0","30.0","34538.0","1735.0","","","","","","","","","","","",""
"34552.0","31.0","34545.0","3156.0","","","","","","","","","","","",""
"34559.0","32.0","34552.0","1912.0","","","","","","","","","","","",""
"34566.0","33.0","34559.0","1387.0","","","","","","","","","","","",""
"34573.0","34.0","34566.0","1825.0","","","","","","","","","","","",""
"34580.0","35.0","34573.0","1570.0","","","","","","","","","","","",""
"34587.0","36.0","34580.0","1181.0","","","","","","","","","","","",""
"34594.0","37.0","34587.0","1433.0","","","","","","","","","","","",""
"34601.0","38.0","34594.0","1597.0","","","","","","","","","","","",""
"34608.0","39.0","34601.0","3282.0","","","","","","","","","","","",""
"34615.0","40.0","34608.0","2001.0","","","","","","","","","","","",""
"34622.0","41.0","34615.0","2712.0","","","","","","","","","","","",""
"34629.0","42.0","34622.0","2276.0","","","","","","","","","","","",""
"34636.0","43.0","34629.0","2448.0","","","","","","","","","","","",""
"34643.0","44.0","34636.0","2269.0","","","","","","","","","","","",""
"34650.0","45.0","34643.0","1773.0","","","","","","","","","","","",""
"34657.0","46.0","34650.0","2152.0","","","","","","","","","","","",""
"34664.0","47.0","34657.0","1837.0","","","","","","","","","","","",""
"34671.0","48.0","34664.0","2194.0","","","","","","","","","","","",""
"34678.0","49.0","34671.0","2397.0","","","","","","","","","","","",""
"34685.0","50.0","34678.0","2046.0","","","","","","","","","","","",""
"34692.0","51.0","34685.0","2256.0","","","","","","","","","","","",""
"34699.0","52.0","34692.0","1565.0","","","","","","","","","","","",""
"34706.0","53.0","34699.0","2447.0","","","","","","","","","","","",""
"34713.0","1.0","34706.0","3025.0","","","","","","","","","","","",""
"34720.0","2.0","34713.0","2676.0","","","","","","","","","","","",""
"34727.0","3.0","34720.0","2709.0","","","","","","","","","","","",""
"34734.0","4.0","34727.0","2235.0","","","","","","","","","","","",""
"34741.0","5.0","34734.0","2400.0","","","","","","","","","","","",""
"34748.0","6.0","34741.0","2269.0","","","","","","","","","","","",""
"34755.0","7.0","34748.0","2157.0","","","","","","","","","","","",""
"34762.0","8.0","34755.0","2547.0","","","","","","","","","","","",""
"34769.0","9.0","34762.0","2076.0","","","","","","","","","","","",""
"34776.0","10.0","34769.0","2225.0","","","","","","","","","","","",""
"34783.0","11.0","34776.0","2121.0","","","","","","","","","","","",""
"34790.0","12.0","34783.0","2329.0","","","","","","","","","","","",""
"34797.0","13.0","34790.0","2391.0","","","","","","","","","","","",""
"34804.0","14.0","34797.0","2223.0","","","","","","","","","","","",""
"34811.0","15.0","34804.0","2403.0","","","","","","","","","","","",""
"34818.0","16.0","34811.0","1781.0","","","","","","","","","","","",""
"34825.0","17.0","34818.0","1981.0","","","","","","","","","","","",""
"34832.0","18.0","34825.0","2249.0","","","","","","","","","","","",""
"34839.0","19.0","34832.0","1972.0","","","","","","","","","","","",""
"34846.0","20.0","34839.0","1746.0","","","","","","","","","","","",""
"34853.0","21.0","34846.0","1569.0","","","","","","","","","","","",""
"34860.0","22.0","34853.0","2303.0","","","","","","","","","","","",""
"34867.0","23.0","34860.0","1889.0","","","","","","","","","","","",""
"34874.0","24.0","34867.0","2028.0","","","","","","","","","","","",""
"34881.0","25.0","34874.0","1835.0","","","","","","","","","","","",""
"34888.0","26.0","34881.0","1286.0","","","","","","","","","","","",""
"34895.0","27.0","34888.0","1668.0","","","","","","","","","","","",""
"34902.0","28.0","34895.0","1701.0","","","","","","","","","","","",""
"34909.0","29.0","34902.0","1395.0","","","","","","","","","","","",""
"34916.0","30.0","34909.0","1778.0","","","","","","","","","","","",""
"34923.0","31.0","34916.0","1300.0","","","","","","","","","","","",""
"34930.0","32.0","34923.0","1327.0","","","","","","","","","","","",""
"34937.0","33.0","34930.0","1222.0","","","","","","","","","","","",""
"34944.0","34.0","34937.0","1594.0","","","","","","","","","","","",""
"34951.0","35.0","34944.0","1508.0","","","","","","","","","","","",""
"34958.0","36.0","34951.0","1590.0","","","","","","","","","","","",""
"34965.0","37.0","34958.0","1535.0","","","","","","","","","","","",""
"34972.0","38.0","34965.0","1686.0","","","","","","","","","","","",""
"34979.0","39.0","34972.0","2272.0","","","","","","","","","","","",""
"34986.0","40.0","34979.0","2177.0","","","","","","","","","","","",""
"34993.0","41.0","34986.0","2150.0","","","","","","","","","","","",""
"35000.0","42.0","34993.0","2479.0","","","","","","","","","","","",""
"35007.0","43.0","35000.0","2489.0","","","","","","","","","","","",""
"35014.0","44.0","35007.0","1843.0","","","","","","","","","","","",""
"35021.0","45.0","35014.0","2164.0","","","","","","","","","","","",""
"35028.0","46.0","35021.0","1942.0","","","","","","","","","","","",""
"35035.0","47.0","35028.0","2541.0","","","","","","","","","","","",""
"35042.0","48.0","35035.0","2126.0","","","","","","","","","","","",""
"35049.0","49.0","35042.0","2349.0","","","","","","","","","","","",""
"35056.0","50.0","35049.0","2162.0","","","","","","","","","","","",""
"35063.0","51.0","35056.0","1838.0","","","","","","","","","","","",""
"35070.0","52.0","35063.0","2897.0","","","","","","","","","","","",""
"35077.0","1.0","35070.0","3191.0","","","","","","","","","","","",""
"35084.0","2.0","35077.0","2378.0","","","","","","","","","","","",""
"35091.0","3.0","35084.0","2530.0","","","","","","","","","","","",""
"35098.0","4.0","35091.0","2257.0","","","","","","","","","","","",""
"35105.0","5.0","35098.0","2370.0","","","","","","","","","","","",""
"35112.0","6.0","35105.0","2396.0","","","","","","","","","","","",""
"35119.0","7.0","35112.0","1893.0","","","","","","","","","","","",""
"35126.0","8.0","35119.0","2338.0","","","","","","","","","","","",""
"35133.0","9.0","35126.0","2095.0","","","","","","","","","","","",""
"35140.0","10.0","35133.0","2177.0","","","","","","","","","","","",""
"35147.0","11.0","35140.0","2166.0","","","","","","","","","","","",""
"35154.0","12.0","35147.0","2296.0","","","","","","","","","","","",""
"35161.0","13.0","35154.0","2760.0","","","","","","","","","","","",""
"35168.0","14.0","35161.0","2040.0","","","","","","","","","","","",""
"35175.0","15.0","35168.0","2255.0","","","","","","","","","","","",""
"35182.0","16.0","35175.0","1832.0","","","","","","","","","","","",""
"35189.0","17.0","35182.0","1919.0","","","","","","","","","","","",""
"35196.0","18.0","35189.0","1749.0","","","","","","","","","","","",""
"35203.0","19.0","35196.0","1771.0","","","","","","","","","","","",""
"35210.0","20.0","35203.0","1831.0","","","","","","","","","","","",""
"35217.0","21.0","35210.0","1493.0","","","","","","","","","","","",""
"35224.0","22.0","35217.0","1875.0","","","","","","","","","","","",""
"35231.0","23.0","35224.0","1832.0","","","","","","","","","","","",""
"35238.0","24.0","35231.0","1541.0","","","","","","","","","","","",""
"35245.0","25.0","35238.0","1486.0","","","","","","","","","","","",""
"35252.0","26.0","35245.0","1550.0","","","","","","","","","","","",""
"35259.0","27.0","35252.0","1829.0","","","","","","","","","","","",""
"35266.0","28.0","35259.0","1378.0","","","","","","","","","","","",""
"35273.0","29.0","35266.0","1430.0","","","","","","","","","","","",""
"35280.0","30.0","35273.0","1468.0","","","","","","","","","","","",""
"35287.0","31.0","35280.0","1556.0","","","","","","","","","","","",""
"35294.0","32.0","35287.0","1482.0","","","","","","","","","","","",""
"35301.0","33.0","35294.0","1463.0","","","","","","","","","","","",""
"35308.0","34.0","35301.0","1296.0","","","","","","","","","","","",""
"35315.0","35.0","35308.0","1196.0","","","","","","","","","","","",""
"35322.0","36.0","35315.0","1759.0","","","","","","","","","","","",""
"35329.0","37.0","35322.0","1933.0","","","","","","","","","","","",""
"35336.0","38.0","35329.0","1785.0","","","","","","","","","","","",""
"35343.0","39.0","35336.0","2235.0","","","","","","","","","","","",""
"35350.0","40.0","35343.0","2036.0","","","","","","","","","","","",""
"35357.0","41.0","35350.0","1643.0","","","","","","","","","","","",""
"35364.0","42.0","35357.0","2565.0","","","","","","","","","","","",""
"35371.0","43.0","35364.0","2201.0","","","","","","","","","","","",""
"35378.0","44.0","35371.0","2249.0","","","","","","","","","","","",""
"35385.0","45.0","35378.0","2017.0","","","","","","","","","","","",""
"35392.0","46.0","35385.0","2255.0","","","","","","","","","","","",""
