"Report date","Week #","Week ","AK","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35399.0","47.0","35392.0","1795.0","","","","","","","","","","","",""
"35406.0","48.0","35399.0","2201.0","","","","","","","","","","","",""
"35413.0","49.0","35406.0","2148.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","1842.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","1698.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","2103.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","3427.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","2681.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","1962.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","2538.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","2271.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","2203.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","1854.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","2156.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","2016.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","2050.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","2131.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","2149.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","2271.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","2426.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","2146.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","2019.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","1999.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","1729.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","1898.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","1690.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","1298.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","1907.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","2001.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","1537.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","1422.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","1226.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","1508.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","1447.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","1496.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","1346.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","1364.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","1346.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","1346.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","1278.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","1318.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","1536.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","1634.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","1918.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","1890.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","2191.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","1778.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","2225.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","2416.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","2387.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","1971.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","2058.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","1878.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","2435.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","1822.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","2206.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","1855.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","2077.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","3570.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","2530.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","1870.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","2176.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","2095.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","2096.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","1695.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","1882.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","2074.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","1906.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","2351.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","2073.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","2174.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","2069.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","2127.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","2034.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","2099.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","1981.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","1480.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","1622.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","1532.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","1928.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","1893.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","1512.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","1546.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","1427.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","1571.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","1422.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","1398.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","1374.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","1455.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","1313.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","1450.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","1479.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","1762.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","1350.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","1830.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","1817.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","2213.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","2076.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","2011.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","2058.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","2280.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","2282.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","1975.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","2323.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","1900.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","2368.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","1965.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","2087.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","2071.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","2234.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","3579.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","2861.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","2381.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","2494.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","2629.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","2447.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","1885.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","2040.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","2090.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","1887.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","2137.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","2168.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","2353.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","2288.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","2037.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","2161.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","1996.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","1997.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","1729.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","1584.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","1691.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","1628.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","1962.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","1658.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","1568.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","1590.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","1311.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","1414.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","1404.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","1379.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","1446.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","1219.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","1341.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","1372.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","1476.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","1545.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","1747.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","1725.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","2044.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","2059.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","1960.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","2047.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","2287.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","2472.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","1892.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","2295.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","1660.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","2113.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","2055.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","2082.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","1820.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","1757.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","3580.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","2626.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","1934.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","2069.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","2052.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","1897.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","1810.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","1584.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","1896.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","2174.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","1956.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","1904.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","2029.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","2287.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","1808.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","1825.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","1701.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","1774.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","1592.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","1642.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","1588.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","1677.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","1807.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","1477.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","1354.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","1474.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","1262.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","1439.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","1376.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","1310.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","1382.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","1361.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","1336.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","1336.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","1418.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","1574.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","1626.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","1543.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","1648.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","1946.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","1713.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","1722.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","1937.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","2266.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","2054.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","2149.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","1575.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","1940.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","1939.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","1855.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","2368.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","1860.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","2670.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","2552.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","1778.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","1901.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","1835.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","1810.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","1645.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","1618.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","1732.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","2011.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","1857.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","1788.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","1762.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","2008.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","1756.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","1559.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","1615.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","1669.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","1558.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","1455.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","1443.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","1342.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","1525.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","1365.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","1363.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","1363.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","1330.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","1318.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","1175.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","1164.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","1203.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","1162.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","1108.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","1143.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","1113.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","1290.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","1490.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","1738.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","1795.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","1946.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","1765.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","1846.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","2327.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","2325.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","2170.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","1943.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","1620.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","2158.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","2081.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","1689.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","2030.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","1894.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","2448.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","2701.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","2163.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","1892.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","1930.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","1191.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","1766.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","1764.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","1875.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","1931.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","1798.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","1905.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","3446.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","3609.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","2439.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","1988.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","1899.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","1710.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","1728.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","1463.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","1798.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","1487.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","1798.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","1486.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","1295.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","1427.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","1316.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","1568.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","1542.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","1381.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","1439.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","1330.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","1423.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","1445.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","1302.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","1403.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","1787.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","1879.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","1856.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","2165.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","2186.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","1770.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","2359.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","2119.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","2165.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","2025.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","2103.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","1758.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","2193.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","1857.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","2273.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","2091.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","2476.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","3198.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","2669.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","2023.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","2244.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","2068.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","1968.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","1726.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","1881.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","1900.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","1857.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","1964.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","2340.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","2016.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","2288.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","2078.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","1896.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","1652.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","1963.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","1744.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","1880.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","1526.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","1879.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","1549.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","1513.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","1445.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","1429.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","1555.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","1458.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","1269.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","1281.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","1231.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","1336.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","1318.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","1279.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","1361.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","1512.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","1947.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","2022.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","2034.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","2144.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","1846.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","2552.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","2225.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","2381.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","2058.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","2402.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","1761.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","2283.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","1842.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","2109.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","1997.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","2374.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","3005.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","1458.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","2927.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","2175.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","2061.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","1904.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","1535.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","1765.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","1837.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","1698.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","1739.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","2027.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","2093.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","2045.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","1682.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","1582.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","1534.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","1537.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","1450.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","1716.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","1498.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","1521.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","1338.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","1523.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","1191.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","1343.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","1219.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","1316.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","1212.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","1161.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","1294.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","1210.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","1173.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","1269.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","1307.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","1269.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","1720.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","2119.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","2219.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","2189.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","1835.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","1878.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","2045.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","2408.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","1929.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","2318.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","1618.0","","","","","","","","","","","",""
"38325.0","48.0","38318.0","2104.0","","","","","","","","","","","",""
"38332.0","49.0","38325.0","1773.0","","","","","","","","","","","",""
"38339.0","50.0","38332.0","1917.0","","","","","","","","","","","",""
