"Report date","Week #","Week ","MA","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"38276.0","41.0","38269.0","5560.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","6704.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","6526.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","8433.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","7124.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","8471.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","8516.0","","","","","","","","","","","",""
"38325.0","48.0","38318.0","9883.0","","","","","","","","","","","",""
"38332.0","49.0","38325.0","9783.0","","","","","","","","","","","",""
"38339.0","50.0","38332.0","9756.0","","","","","","","","","","","",""
"38346.0","51.0","38339.0","13708.0","","","","","","","","","","","",""
"38353.0","52.0","38346.0","17766.0","","","","","","","","","","","",""
"38360.0","1.0","38353.0","13679.0","","","","","","","","","","","",""
"38367.0","2.0","38360.0","10006.0","","","","","","","","","","","",""
"38374.0","3.0","38367.0","9197.0","","","","","","","","","","","",""
"38381.0","4.0","38374.0","10671.0","","","","","","","","","","","",""
"38388.0","5.0","38381.0","9110.0","","","","","","","","","","","",""
"38395.0","6.0","38388.0","7249.0","","","","","","","","","","","",""
"38402.0","7.0","38395.0","6907.0","","","","","","","","","","","",""
"38409.0","8.0","38402.0","11080.0","","","","","","","","","","","",""
"38416.0","9.0","38409.0","7623.0","","","","","","","","","","","",""
"38423.0","10.0","38416.0","6767.0","","","","","","","","","","","",""
"38430.0","11.0","38423.0","6409.0","","","","","","","","","","","",""
"38437.0","12.0","38430.0","5642.0","","","","","","","","","","","",""
"38444.0","13.0","38437.0","5579.0","","","","","","","","","","","",""
"38451.0","14.0","38444.0","6100.0","","","","","","","","","","","",""
"38458.0","15.0","38451.0","5337.0","","","","","","","","","","","",""
"38465.0","16.0","38458.0","10871.0","","","","","","","","","","","",""
"38472.0","17.0","38465.0","6131.0","","","","","","","","","","","",""
"38479.0","18.0","38472.0","6117.0","","","","","","","","","","","",""
"38486.0","19.0","38479.0","5939.0","","","","","","","","","","","",""
"38493.0","20.0","38486.0","7467.0","","","","","","","","","","","",""
"38500.0","21.0","38493.0","7282.0","","","","","","","","","","","",""
"38507.0","22.0","38500.0","5918.0","","","","","","","","","","","",""
"38514.0","23.0","38507.0","5952.0","","","","","","","","","","","",""
"38521.0","24.0","38514.0","5799.0","","","","","","","","","","","",""
"38528.0","25.0","38521.0","8290.0","","","","","","","","","","","",""
"38535.0","26.0","38528.0","10579.0","","","","","","","","","","","",""
"38542.0","27.0","38535.0","9543.0","","","","","","","","","","","",""
"38549.0","28.0","38542.0","6039.0","","","","","","","","","","","",""
"38556.0","29.0","38549.0","5830.0","","","","","","","","","","","",""
"38563.0","30.0","38556.0","5543.0","","","","","","","","","","","",""
"38570.0","31.0","38563.0","6263.0","","","","","","","","","","","",""
"38577.0","32.0","38570.0","5468.0","","","","","","","","","","","",""
"38584.0","33.0","38577.0","5592.0","","","","","","","","","","","",""
"38591.0","34.0","38584.0","5412.0","","","","","","","","","","","",""
"38598.0","35.0","38591.0","5773.0","","","","","","","","","","","",""
"38605.0","36.0","38598.0","5574.0","","","","","","","","","","","",""
"38612.0","37.0","38605.0","5672.0","","","","","","","","","","","",""
"38619.0","38.0","38612.0","5311.0","","","","","","","","","","","",""
"38626.0","39.0","38619.0","5390.0","","","","","","","","","","","",""
"38633.0","40.0","38626.0","6243.0","","","","","","","","","","","",""
"38640.0","41.0","38633.0","6419.0","","","","","","","","","","","",""
"38647.0","42.0","38640.0","6603.0","","","","","","","","","","","",""
"38654.0","43.0","38647.0","6747.0","","","","","","","","","","","",""
"38661.0","44.0","38654.0","7428.0","","","","","","","","","","","",""
"38668.0","45.0","38661.0","5635.0","","","","","","","","","","","",""
"38675.0","46.0","38668.0","7311.0","","","","","","","","","","","",""
"38682.0","47.0","38675.0","7867.0","","","","","","","","","","","",""
"38689.0","48.0","38682.0","8992.0","","","","","","","","","","","",""
"38696.0","49.0","38689.0","10881.0","","","","","","","","","","","",""
"38703.0","50.0","38696.0","10775.0","","","","","","","","","","","",""
"38710.0","51.0","38703.0","10996.0","","","","","","","","","","","",""
"38717.0","52.0","38710.0","16001.0","","","","","","","","","","","",""
"38724.0","53.0","38717.0","12821.0","","","","","","","","","","","",""
"38731.0","1.0","38724.0","9707.0","","","","","","","","","","","",""
"38738.0","2.0","38731.0","8022.0","","","","","","","","","","","",""
"38745.0","3.0","38738.0","7548.0","","","","","","","","","","","",""
"38752.0","4.0","38745.0","7589.0","","","","","","","","","","","",""
"38759.0","5.0","38752.0","6777.0","","","","","","","","","","","",""
"38766.0","6.0","38759.0","6429.0","","","","","","","","","","","",""
"38773.0","7.0","38766.0","10370.0","","","","","","","","","","","",""
"38780.0","8.0","38773.0","7068.0","","","","","","","","","","","",""
"38787.0","9.0","38780.0","6228.0","","","","","","","","","","","",""
"38794.0","10.0","38787.0","5764.0","","","","","","","","","","","",""
"38801.0","11.0","38794.0","5432.0","","","","","","","","","","","",""
"38808.0","12.0","38801.0","5268.0","","","","","","","","","","","",""
"38815.0","13.0","38808.0","6228.0","","","","","","","","","","","",""
"38822.0","14.0","38815.0","5179.0","","","","","","","","","","","",""
"38829.0","15.0","38822.0","9726.0","","","","","","","","","","","",""
"38836.0","16.0","38829.0","5597.0","","","","","","","","","","","",""
"38843.0","17.0","38836.0","6380.0","","","","","","","","","","","",""
"38850.0","18.0","38843.0","5993.0","","","","","","","","","","","",""
"38857.0","19.0","38850.0","6943.0","","","","","","","","","","","",""
"38864.0","20.0","38857.0","6250.0","","","","","","","","","","","",""
"38871.0","21.0","38864.0","5574.0","","","","","","","","","","","",""
"38878.0","22.0","38871.0","6335.0","","","","","","","","","","","",""
"38885.0","23.0","38878.0","5882.0","","","","","","","","","","","",""
"38892.0","24.0","38885.0","9215.0","","","","","","","","","","","",""
"38899.0","25.0","38892.0","10754.0","","","","","","","","","","","",""
"38906.0","26.0","38899.0","7589.0","","","","","","","","","","","",""
"38913.0","27.0","38906.0","5909.0","","","","","","","","","","","",""
"38920.0","28.0","38913.0","5637.0","","","","","","","","","","","",""
"38927.0","29.0","38920.0","5542.0","","","","","","","","","","","",""
"38934.0","30.0","38927.0","5989.0","","","","","","","","","","","",""
"38941.0","31.0","38934.0","5463.0","","","","","","","","","","","",""
"38948.0","32.0","38941.0","5611.0","","","","","","","","","","","",""
"38955.0","33.0","38948.0","5558.0","","","","","","","","","","","",""
"38962.0","34.0","38955.0","5613.0","","","","","","","","","","","",""
"38969.0","35.0","38962.0","5492.0","","","","","","","","","","","",""
"38976.0","36.0","38969.0","5761.0","","","","","","","","","","","",""
"38983.0","37.0","38976.0","5196.0","","","","","","","","","","","",""
"38990.0","38.0","38983.0","5686.0","","","","","","","","","","","",""
"38997.0","39.0","38990.0","6077.0","","","","","","","","","","","",""
"39004.0","40.0","38997.0","5476.0","","","","","","","","","","","",""
"39011.0","41.0","39004.0","6291.0","","","","","","","","","","","",""
"39018.0","42.0","39011.0","6894.0","","","","","","","","","","","",""
"39025.0","43.0","39018.0","6955.0","","","","","","","","","","","",""
"39032.0","44.0","39025.0","7213.0","","","","","","","","","","","",""
"39039.0","45.0","39032.0","7699.0","","","","","","","","","","","",""
"39046.0","46.0","39039.0","8069.0","","","","","","","","","","","",""
"39053.0","47.0","39046.0","8687.0","","","","","","","","","","","",""
"39060.0","48.0","39053.0","10090.0","","","","","","","","","","","",""
"39067.0","49.0","39060.0","8979.0","","","","","","","","","","","",""
"39074.0","50.0","39067.0","11418.0","","","","","","","","","","","",""
"39081.0","51.0","39074.0","17466.0","","","","","","","","","","","",""
"39088.0","52.0","39081.0","12084.0","","","","","","","","","","","",""
"39095.0","1.0","39088.0","10309.0","","","","","","","","","","","",""
"39102.0","2.0","39095.0","8421.0","","","","","","","","","","","",""
"39109.0","3.0","39102.0","8077.0","","","","","","","","","","","",""
"39116.0","4.0","39109.0","7860.0","","","","","","","","","","","",""
"39123.0","5.0","39116.0","8268.0","","","","","","","","","","","",""
"39130.0","6.0","39123.0","6700.0","","","","","","","","","","","",""
"39137.0","7.0","39130.0","11321.0","","","","","","","","","","","",""
"39144.0","8.0","39137.0","6656.0","","","","","","","","","","","",""
"39151.0","9.0","39144.0","6395.0","","","","","","","","","","","",""
"39158.0","10.0","39151.0","5820.0","","","","","","","","","","","",""
"39165.0","11.0","39158.0","5896.0","","","","","","","","","","","",""
"39172.0","12.0","39165.0","5366.0","","","","","","","","","","","",""
"39179.0","13.0","39172.0","6565.0","","","","","","","","","","","",""
"39186.0","14.0","39179.0","5584.0","","","","","","","","","","","",""
"39193.0","15.0","39186.0","11148.0","","","","","","","","","","","",""
"39200.0","16.0","39193.0","5986.0","","","","","","","","","","","",""
"39207.0","17.0","39200.0","5942.0","","","","","","","","","","","",""
"39214.0","18.0","39207.0","5895.0","","","","","","","","","","","",""
"39221.0","19.0","39214.0","5828.0","","","","","","","","","","","",""
"39228.0","20.0","39221.0","5938.0","","","","","","","","","","","",""
"39235.0","21.0","39228.0","5647.0","","","","","","","","","","","",""
"39242.0","22.0","39235.0","6131.0","","","","","","","","","","","",""
"39249.0","23.0","39242.0","6511.0","","","","","","","","","","","",""
"39256.0","24.0","39249.0","11050.0","","","","","","","","","","","",""
"39263.0","25.0","39256.0","9244.0","","","","","","","","","","","",""
"39270.0","26.0","39263.0","9030.0","","","","","","","","","","","",""
"39277.0","27.0","39270.0","6773.0","","","","","","","","","","","",""
"39284.0","28.0","39277.0","5976.0","","","","","","","","","","","",""
"39291.0","29.0","39284.0","5894.0","","","","","","","","","","","",""
"39298.0","30.0","39291.0","6220.0","","","","","","","","","","","",""
"39305.0","31.0","39298.0","5871.0","","","","","","","","","","","",""
"39312.0","32.0","39305.0","5544.0","","","","","","","","","","","",""
"39319.0","33.0","39312.0","5467.0","","","","","","","","","","","",""
"39326.0","34.0","39319.0","5197.0","","","","","","","","","","","",""
"39333.0","35.0","39326.0","5602.0","","","","","","","","","","","",""
"39340.0","36.0","39333.0","5568.0","","","","","","","","","","","",""
"39347.0","37.0","39340.0","5454.0","","","","","","","","","","","",""
"39354.0","38.0","39347.0","5200.0","","","","","","","","","","","",""
"39361.0","39.0","39354.0","6499.0","","","","","","","","","","","",""
"39368.0","40.0","39361.0","5744.0","","","","","","","","","","","",""
"39375.0","41.0","39368.0","6363.0","","","","","","","","","","","",""
"39382.0","42.0","39375.0","6118.0","","","","","","","","","","","",""
"39389.0","43.0","39382.0","7113.0","","","","","","","","","","","",""
"39396.0","44.0","39389.0","8036.0","","","","","","","","","","","",""
"39403.0","45.0","39396.0","7227.0","","","","","","","","","","","",""
"39410.0","46.0","39403.0","8362.0","","","","","","","","","","","",""
"39417.0","47.0","39410.0","8435.0","","","","","","","","","","","",""
"39424.0","48.0","39417.0","10987.0","","","","","","","","","","","",""
"39431.0","49.0","39424.0","10604.0","","","","","","","","","","","",""
"39438.0","50.0","39431.0","12547.0","","","","","","","","","","","",""
"39445.0","51.0","39438.0","16011.0","","","","","","","","","","","",""
"39452.0","52.0","39445.0","13537.0","","","","","","","","","","","",""
"39459.0","1.0","39452.0","10567.0","","","","","","","","","","","",""
"39466.0","2.0","39459.0","8812.0","","","","","","","","","","","",""
"39473.0","3.0","39466.0","8153.0","","","","","","","","","","","",""
"39480.0","4.0","39473.0","7463.0","","","","","","","","","","","",""
"39487.0","5.0","39480.0","7964.0","","","","","","","","","","","",""
"39494.0","6.0","39487.0","7277.0","","","","","","","","","","","",""
"39501.0","7.0","39494.0","11185.0","","","","","","","","","","","",""
"39508.0","8.0","39501.0","7529.0","","","","","","","","","","","",""
"39515.0","9.0","39508.0","7006.0","","","","","","","","","","","",""
"39522.0","10.0","39515.0","6211.0","","","","","","","","","","","",""
"39529.0","11.0","39522.0","6480.0","","","","","","","","","","","",""
"39536.0","12.0","39529.0","6154.0","","","","","","","","","","","",""
"39543.0","13.0","39536.0","6437.0","","","","","","","","","","","",""
"39550.0","14.0","39543.0","6373.0","","","","","","","","","","","",""
"39557.0","15.0","39550.0","6064.0","","","","","","","","","","","",""
"39564.0","16.0","39557.0","11655.0","","","","","","","","","","","",""
"39571.0","17.0","39564.0","6628.0","","","","","","","","","","","",""
"39578.0","18.0","39571.0","6699.0","","","","","","","","","","","",""
"39585.0","19.0","39578.0","6757.0","","","","","","","","","","","",""
"39592.0","20.0","39585.0","6665.0","","","","","","","","","","","",""
"39599.0","21.0","39592.0","6258.0","","","","","","","","","","","",""
"39606.0","22.0","39599.0","7267.0","","","","","","","","","","","",""
"39613.0","23.0","39606.0","6743.0","","","","","","","","","","","",""
"39620.0","24.0","39613.0","9365.0","","","","","","","","","","","",""
"39627.0","25.0","39620.0","12832.0","","","","","","","","","","","",""
"39634.0","26.0","39627.0","9164.0","","","","","","","","","","","",""
"39641.0","27.0","39634.0","8245.0","","","","","","","","","","","",""
"39648.0","28.0","39641.0","6874.0","","","","","","","","","","","",""
"39655.0","29.0","39648.0","6965.0","","","","","","","","","","","",""
"39662.0","30.0","39655.0","6998.0","","","","","","","","","","","",""
"39669.0","31.0","39662.0","7884.0","","","","","","","","","","","",""
"39676.0","32.0","39669.0","6517.0","","","","","","","","","","","",""
"39683.0","33.0","39676.0","5720.0","","","","","","","","","","","",""
"39690.0","34.0","39683.0","6455.0","","","","","","","","","","","",""
"39697.0","35.0","39690.0","6507.0","","","","","","","","","","","",""
"39704.0","36.0","39697.0","6968.0","","","","","","","","","","","",""
"39711.0","37.0","39704.0","6967.0","","","","","","","","","","","",""
"39718.0","38.0","39711.0","6452.0","","","","","","","","","","","",""
"39725.0","39.0","39718.0","7805.0","","","","","","","","","","","",""
"39732.0","40.0","39725.0","8266.0","","","","","","","","","","","",""
"39739.0","41.0","39732.0","7175.0","","","","","","","","","","","",""
"39746.0","42.0","39739.0","8575.0","","","","","","","","","","","",""
"39753.0","43.0","39746.0","9461.0","","","","","","","","","","","",""
"39760.0","44.0","39753.0","10452.0","","","","","","","","","","","",""
"39767.0","45.0","39760.0","9375.0","","","","","","","","","","","",""
"39774.0","46.0","39767.0","11261.0","","","","","","","","","","","",""
"39781.0","47.0","39774.0","11844.0","","","","","","","","","","","",""
"39788.0","48.0","39781.0","15454.0","","","","","","","","","","","",""
"39795.0","49.0","39788.0","15779.0","","","","","","","","","","","",""
"39802.0","50.0","39795.0","11763.0","","","","","","","","","","","",""
"39809.0","51.0","39802.0","22028.0","","","","","","","","","","","",""
"39816.0","52.0","39809.0","16781.0","","","","","","","","","","","",""
"39823.0","1.0","39816.0","14899.0","","","","","","","","","","","",""
"39830.0","2.0","39823.0","14985.0","","","","","","","","","","","",""
"39837.0","3.0","39830.0","12716.0","","","","","","","","","","","",""
"39844.0","4.0","39837.0","12567.0","","","","","","","","","","","",""
"39851.0","5.0","39844.0","13602.0","","","","","","","","","","","",""
"39858.0","6.0","39851.0","12293.0","","","","","","","","","","","",""
"39865.0","7.0","39858.0","15731.0","","","","","","","","","","","",""
"39872.0","8.0","39865.0","12468.0","","","","","","","","","","","",""
"39879.0","9.0","39872.0","12160.0","","","","","","","","","","","",""
"39886.0","10.0","39879.0","11453.0","","","","","","","","","","","",""
"39893.0","11.0","39886.0","10836.0","","","","","","","","","","","",""
"39900.0","12.0","39893.0","9963.0","","","","","","","","","","","",""
"39907.0","13.0","39900.0","10501.0","","","","","","","","","","","",""
"39914.0","14.0","39907.0","9858.0","","","","","","","","","","","",""
"39921.0","15.0","39914.0","9381.0","","","","","","","","","","","",""
"39928.0","16.0","39921.0","13658.0","","","","","","","","","","","",""
"39935.0","17.0","39928.0","9953.0","","","","","","","","","","","",""
"39942.0","18.0","39935.0","10255.0","","","","","","","","","","","",""
"39949.0","19.0","39942.0","9633.0","","","","","","","","","","","",""
"39956.0","20.0","39949.0","9672.0","","","","","","","","","","","",""
"39963.0","21.0","39956.0","7784.0","","","","","","","","","","","",""
"39970.0","22.0","39963.0","9595.0","","","","","","","","","","","",""
"39977.0","23.0","39970.0","8779.0","","","","","","","","","","","",""
"39984.0","24.0","39977.0","9128.0","","","","","","","","","","","",""
"39991.0","25.0","39984.0","13858.0","","","","","","","","","","","",""
"39998.0","26.0","39991.0","14405.0","","","","","","","","","","","",""
"40005.0","27.0","39998.0","11495.0","","","","","","","","","","","",""
"40012.0","28.0","40005.0","9182.0","","","","","","","","","","","",""
"40019.0","29.0","40012.0","8197.0","","","","","","","","","","","",""
"40026.0","30.0","40019.0","8226.0","","","","","","","","","","","",""
"40033.0","31.0","40026.0","9544.0","","","","","","","","","","","",""
"40040.0","32.0","40033.0","8330.0","","","","","","","","","","","",""
"40047.0","33.0","40040.0","8097.0","","","","","","","","","","","",""
"40054.0","34.0","40047.0","8115.0","","","","","","","","","","","",""
"40061.0","35.0","40054.0","9680.0","","","","","","","","","","","",""
"40068.0","36.0","40061.0","7291.0","","","","","","","","","","","",""
"40075.0","37.0","40068.0","7466.0","","","","","","","","","","","",""
"40082.0","38.0","40075.0","7734.0","","","","","","","","","","","",""
"40089.0","39.0","40082.0","7869.0","","","","","","","","","","","",""
"40096.0","40.0","40089.0","8634.0","","","","","","","","","","","",""
"40103.0","41.0","40096.0","7901.0","","","","","","","","","","","",""
"40110.0","42.0","40103.0","8014.0","","","","","","","","","","","",""
"40117.0","43.0","40110.0","8699.0","","","","","","","","","","","",""
"40124.0","44.0","40117.0","10086.0","","","","","","","","","","","",""
"40131.0","45.0","40124.0","8447.0","","","","","","","","","","","",""
"40138.0","46.0","40131.0","9619.0","","","","","","","","","","","",""
"40145.0","47.0","40138.0","10279.0","","","","","","","","","","","",""
"40152.0","48.0","40145.0","11491.0","","","","","","","","","","","",""
"40159.0","49.0","40152.0","11597.0","","","","","","","","","","","",""
"40166.0","50.0","40159.0","12161.0","","","","","","","","","","","",""
"40173.0","51.0","40166.0","14918.0","","","","","","","","","","","",""
"40180.0","52.0","40173.0","16084.0","","","","","","","","","","","",""
"40187.0","1.0","40180.0","14999.0","","","","","","","","","","","",""
"40194.0","2.0","40187.0","11770.0","","","","","","","","","","","",""
"40201.0","3.0","40194.0","8534.0","","","","","","","","","","","",""
"40208.0","4.0","40201.0","8725.0","","","","","","","","","","","",""
"40215.0","5.0","40208.0","9694.0","","","","","","","","","","","",""
"40222.0","6.0","40215.0","7607.0","","","","","","","","","","","",""
"40229.0","7.0","40222.0","12351.0","","","","","","","","","","","",""
"40236.0","8.0","40229.0","7847.0","","","","","","","","","","","",""
"40243.0","9.0","40236.0","8711.0","","","","","","","","","","","",""
"40250.0","10.0","40243.0","7641.0","","","","","","","","","","","",""
"40257.0","11.0","40250.0","7041.0","","","","","","","","","","","",""
"40264.0","12.0","40257.0","7270.0","","","","","","","","","","","",""
"40271.0","13.0","40264.0","7448.0","","","","","","","","","","","",""
"40278.0","14.0","40271.0","7207.0","","","","","","","","","","","",""
"40285.0","15.0","40278.0","6400.0","","","","","","","","","","","",""
"40292.0","16.0","40285.0","10926.0","","","","","","","","","","","",""
"40299.0","17.0","40292.0","7298.0","","","","","","","","","","","",""
"40306.0","18.0","40299.0","6969.0","","","","","","","","","","","",""
"40313.0","19.0","40306.0","7330.0","","","","","","","","","","","",""
"40320.0","20.0","40313.0","7423.0","","","","","","","","","","","",""
"40327.0","21.0","40320.0","7046.0","","","","","","","","","","","",""
"40334.0","22.0","40327.0","6275.0","","","","","","","","","","","",""
"40341.0","23.0","40334.0","6541.0","","","","","","","","","","","",""
"40348.0","24.0","40341.0","7292.0","","","","","","","","","","","",""
"40355.0","25.0","40348.0","11973.0","","","","","","","","","","","",""
"40362.0","26.0","40355.0","11283.0","","","","","","","","","","","",""
"40369.0","27.0","40362.0","7940.0","","","","","","","","","","","",""
"40376.0","28.0","40369.0","7654.0","","","","","","","","","","","",""
"40383.0","29.0","40376.0","6829.0","","","","","","","","","","","",""
"40390.0","30.0","40383.0","6652.0","","","","","","","","","","","",""
"40397.0","31.0","40390.0","7378.0","","","","","","","","","","","",""
"40404.0","32.0","40397.0","6716.0","","","","","","","","","","","",""
"40411.0","33.0","40404.0","6958.0","","","","","","","","","","","",""
"40418.0","34.0","40411.0","6837.0","","","","","","","","","","","",""
"40425.0","35.0","40418.0","7261.0","","","","","","","","","","","",""
"40432.0","36.0","40425.0","6533.0","","","","","","","","","","","",""
"40439.0","37.0","40432.0","6601.0","","","","","","","","","","","",""
"40446.0","38.0","40439.0","6532.0","","","","","","","","","","","",""
"40453.0","39.0","40446.0","6888.0","","","","","","","","","","","",""
"40460.0","40.0","40453.0","8080.0","","","","","","","","","","","",""
"40467.0","41.0","40460.0","6134.0","","","","","","","","","","","",""
"40474.0","42.0","40467.0","7607.0","","","","","","","","","","","",""
"40481.0","43.0","40474.0","7251.0","","","","","","","","","","","",""
"40488.0","44.0","40481.0","9434.0","","","","","","","","","","","",""
"40495.0","45.0","40488.0","7676.0","","","","","","","","","","","",""
"40502.0","46.0","40495.0","8595.0","","","","","","","","","","","",""
"40509.0","47.0","40502.0","8397.0","","","","","","","","","","","",""
"40516.0","48.0","40509.0","9555.0","","","","","","","","","","","",""
"40523.0","49.0","40516.0","10394.0","","","","","","","","","","","",""
"40530.0","50.0","40523.0","10413.0","","","","","","","","","","","",""
"40537.0","51.0","40530.0","13151.0","","","","","","","","","","","",""
"40544.0","52.0","40537.0","13656.0","","","","","","","","","","","",""
"40551.0","1.0","40544.0","14779.0","","","","","","","","","","","",""
"40558.0","2.0","40551.0","9462.0","","","","","","","","","","","",""
"40565.0","3.0","40558.0","8565.0","","","","","","","","","","","",""
"40572.0","4.0","40565.0","9575.0","","","","","","","","","","","",""
"40579.0","5.0","40572.0","8548.0","","","","","","","","","","","",""
"40586.0","6.0","40579.0","9248.0","","","","","","","","","","","",""
"40593.0","7.0","40586.0","7569.0","","","","","","","","","","","",""
"40600.0","8.0","40593.0","11373.0","","","","","","","","","","","",""
"40607.0","9.0","40600.0","8891.0","","","","","","","","","","","",""
"40614.0","10.0","40607.0","7113.0","","","","","","","","","","","",""
"40621.0","11.0","40614.0","6775.0","","","","","","","","","","","",""
"40628.0","12.0","40621.0","4524.0","","","","","","","","","","","",""
"40635.0","13.0","40628.0","7099.0","","","","","","","","","","","",""
"40642.0","14.0","40635.0","7390.0","","","","","","","","","","","",""
"40649.0","15.0","40642.0","6418.0","","","","","","","","","","","",""
"40656.0","16.0","40649.0","10445.0","","","","","","","","","","","",""
"40663.0","17.0","40656.0","7479.0","","","","","","","","","","","",""
"40670.0","18.0","40663.0","7083.0","","","","","","","","","","","",""
"40677.0","19.0","40670.0","5935.0","","","","","","","","","","","",""
"40684.0","20.0","40677.0","7883.0","","","","","","","","","","","",""
"40691.0","21.0","40684.0","6954.0","","","","","","","","","","","",""
"40698.0","22.0","40691.0","5108.0","","","","","","","","","","","",""
"40705.0","23.0","40698.0","7001.0","","","","","","","","","","","",""
"40712.0","24.0","40705.0","5499.0","","","","","","","","","","","",""
"40719.0","25.0","40712.0","9315.0","","","","","","","","","","","",""
"40726.0","26.0","40719.0","11547.0","","","","","","","","","","","",""
"40733.0","27.0","40726.0","8539.0","","","","","","","","","","","",""
"40740.0","28.0","40733.0","7557.0","","","","","","","","","","","",""
"40747.0","29.0","40740.0","6237.0","","","","","","","","","","","",""
"40754.0","30.0","40747.0","6170.0","","","","","","","","","","","",""
"40761.0","31.0","40754.0","7096.0","","","","","","","","","","","",""
"40768.0","32.0","40761.0","9595.0","","","","","","","","","","","",""
"40775.0","33.0","40768.0","7968.0","","","","","","","","","","","",""
"40782.0","34.0","40775.0","6530.0","","","","","","","","","","","",""
"40789.0","35.0","40782.0","6508.0","","","","","","","","","","","",""
"40796.0","36.0","40789.0","6720.0","","","","","","","","","","","",""
"40803.0","37.0","40796.0","6841.0","","","","","","","","","","","",""
"40810.0","38.0","40803.0","6465.0","","","","","","","","","","","",""
"40817.0","39.0","40810.0","6231.0","","","","","","","","","","","",""
"40824.0","40.0","40817.0","7557.0","","","","","","","","","","","",""
"40831.0","41.0","40824.0","6237.0","","","","","","","","","","","",""
"40838.0","42.0","40831.0","7286.0","","","","","","","","","","","",""
"40845.0","43.0","40838.0","7571.0","","","","","","","","","","","",""
"40852.0","44.0","40845.0","9134.0","","","","","","","","","","","",""
"40859.0","45.0","40852.0","6911.0","","","","","","","","","","","",""
"40866.0","46.0","40859.0","8228.0","","","","","","","","","","","",""
"40873.0","47.0","40866.0","8359.0","","","","","","","","","","","",""
"40880.0","48.0","40873.0","8517.0","","","","","","","","","","","",""
"40887.0","49.0","40880.0","10399.0","","","","","","","","","","","",""
"40894.0","50.0","40887.0","10257.0","","","","","","","","","","","",""
"40901.0","51.0","40894.0","10940.0","","","","","","","","","","","",""
"40908.0","52.0","40901.0","13866.0","","","","","","","","","","","",""
"40915.0","53.0","40908.0","13730.0","","","","","","","","","","","",""
"40922.0","1.0","40915.0","11501.0","","","","","","","","","","","",""
"40929.0","2.0","40922.0","9252.0","","","","","","","","","","","",""
"40936.0","3.0","40929.0","8578.0","","","","","","","","","","","",""
"40943.0","4.0","40936.0","7993.0","","","","","","","","","","","",""
"40950.0","5.0","40943.0","8846.0","","","","","","","","","","","",""
"40957.0","6.0","40950.0","7309.0","","","","","","","","","","","",""
"40964.0","7.0","40957.0","10784.0","","","","","","","","","","","",""
"40971.0","8.0","40964.0","7810.0","","","","","","","","","","","",""
"40978.0","9.0","40971.0","7638.0","","","","","","","","","","","",""
"40985.0","10.0","40978.0","7162.0","","","","","","","","","","","",""
"40992.0","11.0","40985.0","6079.0","","","","","","","","","","","",""
"40999.0","12.0","40992.0","5837.0","","","","","","","","","","","",""
"41006.0","13.0","40999.0","6875.0","","","","","","","","","","","",""
"41013.0","14.0","41006.0","6038.0","","","","","","","","","","","",""
"41020.0","15.0","41013.0","10374.0","","","","","","","","","","","",""
"41027.0","16.0","41020.0","7844.0","","","","","","","","","","","",""
"41034.0","17.0","41027.0","7176.0","","","","","","","","","","","",""
"41041.0","18.0","41034.0","6592.0","","","","","","","","","","","",""
"41048.0","19.0","41041.0","7074.0","","","","","","","","","","","",""
"41055.0","20.0","41048.0","7060.0","","","","","","","","","","","",""
"41062.0","21.0","41055.0","5687.0","","","","","","","","","","","",""
"41069.0","22.0","41062.0","6567.0","","","","","","","","","","","",""
"41076.0","23.0","41069.0","6565.0","","","","","","","","","","","",""
"41083.0","24.0","41076.0","10438.0","","","","","","","","","","","",""
"41090.0","25.0","41083.0","9113.0","","","","","","","","","","","",""
"41097.0","26.0","41090.0","8397.0","","","","","","","","","","","",""
"41104.0","27.0","41097.0","7187.0","","","","","","","","","","","",""
"41111.0","28.0","41104.0","6190.0","","","","","","","","","","","",""
"41118.0","29.0","41111.0","5856.0","","","","","","","","","","","",""
"41125.0","30.0","41118.0","6607.0","","","","","","","","","","","",""
"41132.0","31.0","41125.0","5395.0","","","","","","","","","","","",""
"41139.0","32.0","41132.0","5460.0","","","","","","","","","","","",""
"41146.0","33.0","41139.0","6191.0","","","","","","","","","","","",""
"41153.0","34.0","41146.0","5842.0","","","","","","","","","","","",""
"41160.0","35.0","41153.0","5801.0","","","","","","","","","","","",""
"41167.0","36.0","41160.0","6325.0","","","","","","","","","","","",""
"41174.0","37.0","41167.0","5862.0","","","","","","","","","","","",""
"41181.0","38.0","41174.0","6328.0","","","","","","","","","","","",""
"41188.0","39.0","41181.0","7016.0","","","","","","","","","","","",""
"41195.0","40.0","41188.0","5875.0","","","","","","","","","","","",""
"41202.0","41.0","41195.0","6629.0","","","","","","","","","","","",""
"41209.0","42.0","41202.0","7094.0","","","","","","","","","","","",""
"41216.0","43.0","41209.0","7117.0","","","","","","","","","","","",""
