"Report date","Week #","Week ","MA","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35329.0","37.0","35322.0","4745.0","","","","","","","","","","","",""
"35336.0","38.0","35329.0","4701.0","","","","","","","","","","","",""
"35343.0","39.0","35336.0","5501.0","","","","","","","","","","","",""
"35350.0","40.0","35343.0","5586.0","","","","","","","","","","","",""
"35357.0","41.0","35350.0","4871.0","","","","","","","","","","","",""
"35364.0","42.0","35357.0","5406.0","","","","","","","","","","","",""
"35371.0","43.0","35364.0","5954.0","","","","","","","","","","","",""
"35378.0","44.0","35371.0","6938.0","","","","","","","","","","","",""
"35385.0","45.0","35378.0","6013.0","","","","","","","","","","","",""
"35392.0","46.0","35385.0","6731.0","","","","","","","","","","","",""
"35399.0","47.0","35392.0","8281.0","","","","","","","","","","","",""
"35406.0","48.0","35399.0","8468.0","","","","","","","","","","","",""
"35413.0","49.0","35406.0","8887.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","9479.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","17851.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","10175.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","11027.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","8587.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","7077.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","7499.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","7573.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","6275.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","9820.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","5694.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","5948.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","5744.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","5970.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","5103.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","6734.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","5176.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","4792.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","8499.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","5070.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","4938.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","4795.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","5220.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","4669.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","5440.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","5296.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","6259.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","9740.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","7675.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","6754.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","5116.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","4617.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","4481.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","5133.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","5239.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","4613.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","4201.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","4494.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","4600.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","4505.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","4223.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","4720.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","4579.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","4425.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","4984.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","5266.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","6061.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","5348.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","7322.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","6991.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","7617.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","7456.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","8362.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","16061.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","11068.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","11245.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","7971.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","7310.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","7191.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","7186.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","6180.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","10025.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","5848.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","5766.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","5840.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","5762.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","5144.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","5704.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","5262.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","4868.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","9002.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","5422.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","5414.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","5125.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","5270.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","4993.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","5467.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","5085.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","6697.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","9852.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","8560.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","7179.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","5653.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","4968.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","5067.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","5765.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","5872.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","5183.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","5155.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","6004.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","5055.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","4881.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","4707.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","5386.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","5684.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","5123.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","5996.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","6034.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","7362.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","6168.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","7055.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","9139.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","8490.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","8196.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","8499.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","15711.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","15660.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","13366.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","8920.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","7505.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","7575.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","7471.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","7096.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","10402.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","6418.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","6364.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","6224.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","6450.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","5340.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","5161.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","5360.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","4780.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","9419.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","4712.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","5447.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","5147.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","5255.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","5057.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","5143.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","4674.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","5593.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","7832.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","10077.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","7422.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","5477.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","4999.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","4449.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","5310.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","4767.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","4832.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","4480.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","4700.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","4637.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","4604.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","4508.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","4444.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","5342.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","4495.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","4971.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","5085.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","7030.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","5528.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","6780.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","6512.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","8067.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","7318.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","7646.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","11449.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","15623.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","12803.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","8271.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","9106.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","7297.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","6883.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","5929.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","5512.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","9625.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","5505.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","4998.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","4915.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","4799.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","4019.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","4930.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","4282.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","9544.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","4631.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","4726.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","4172.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","4580.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","4586.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","4544.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","4894.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","6372.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","8988.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","7309.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","7310.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","5042.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","4666.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","4471.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","4823.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","6945.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","8057.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","4356.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","6153.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","4567.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","4345.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","4186.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","4067.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","4564.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","4017.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","4816.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","4814.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","6037.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","5768.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","6161.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","6505.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","6986.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","7832.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","8534.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","11106.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","18650.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","10652.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","10237.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","7777.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","7390.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","7188.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","7905.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","6569.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","11429.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","6525.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","8284.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","7484.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","6397.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","5963.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","7187.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","6285.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","11499.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","6875.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","7186.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","6686.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","7468.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","7459.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","6415.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","7510.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","6842.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","9199.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","12407.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","13857.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","8108.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","7739.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","7409.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","7630.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","7719.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","6989.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","6401.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","7314.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","7815.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","6212.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","8289.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","8374.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","10052.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","9353.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","9747.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","9230.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","11533.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","11095.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","10428.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","14037.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","11547.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","12355.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","12662.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","14646.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","29645.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","15980.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","14503.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","12259.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","9560.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","9976.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","10218.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","8851.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","15016.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","8455.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","10012.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","7626.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","9159.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","11279.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","12998.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","8891.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","14225.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","7571.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","8064.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","8240.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","7671.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","7603.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","7349.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","8302.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","8061.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","11918.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","13485.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","12956.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","9961.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","8763.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","7342.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","8123.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","9158.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","8131.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","7906.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","7806.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","7694.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","7532.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","7521.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","7676.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","8774.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","8637.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","7972.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","8122.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","9079.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","10326.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","8465.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","9874.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","11248.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","13787.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","12391.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","11647.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","27717.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","14798.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","16370.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","11755.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","11553.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","10403.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","10767.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","9466.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","14337.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","9132.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","9942.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","8474.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","8313.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","7790.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","10334.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","8151.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","7494.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","13110.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","7775.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","7954.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","8126.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","8394.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","7698.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","8608.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","8075.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","10229.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","15569.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","14451.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","10495.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","8443.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","7759.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","7755.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","9077.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","7439.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","6983.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","6983.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","7691.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","7560.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","6701.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","6424.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","7886.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","7175.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","6380.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","7560.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","7916.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","9397.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","8213.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","8576.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","9699.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","11324.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","13503.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","11330.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","18373.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","12996.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","13355.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","12050.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","8777.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","8641.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","8530.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","7439.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","12088.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","7393.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","7303.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","7147.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","6703.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","6041.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","6690.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","6498.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","5845.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","11073.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","6008.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","6910.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","6103.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","6217.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","6212.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","6649.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","5385.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","7418.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","11659.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","9994.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","8276.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","6447.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","6246.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","6055.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","6545.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","6046.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","5994.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","5716.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","6353.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","5847.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","5975.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","6116.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","5672.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","6760.0","","","","","","","","","","","",""
