"Report date","Week #","Week ","WA","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35434.0","52.0","35427.0","14601.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","14406.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","11354.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","9167.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","9337.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","9952.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","8850.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","8540.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","8789.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","9105.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","8849.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","8679.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","7858.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","7959.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","10014.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","8390.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","8086.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","8003.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","7957.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","6878.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","6916.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","6721.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","8776.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","7942.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","8700.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","8322.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","7923.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","10179.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","8248.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","7893.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","7661.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","8441.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","7748.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","7412.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","7415.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","6875.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","7506.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","7481.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","6980.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","7562.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","10409.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","9212.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","10213.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","11468.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","12273.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","10018.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","12762.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","11436.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","12810.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","10855.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","12762.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","15250.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","12527.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","15039.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","14362.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","11445.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","10496.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","10490.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","10085.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","8746.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","9269.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","9552.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","9499.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","8736.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","8780.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","9623.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","11260.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","9522.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","8603.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","7914.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","8026.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","8489.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","8185.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","7854.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","8919.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","7596.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","9369.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","8894.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","8275.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","10496.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","8018.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","7751.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","8780.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","8286.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","7248.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","7268.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","8577.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","9129.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","7912.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","7189.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","6661.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","7432.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","10384.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","9574.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","9423.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","11037.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","13027.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","11075.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","12244.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","12369.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","14262.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","10756.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","10811.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","17513.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","14458.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","15361.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","11686.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","11209.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","10979.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","11353.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","10544.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","9213.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","9943.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","10404.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","9039.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","8807.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","8657.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","9727.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","11978.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","9470.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","8455.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","8862.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","9010.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","8282.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","7998.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","8340.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","7664.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","8125.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","8683.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","8766.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","7839.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","8639.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","7915.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","8045.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","7704.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","7676.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","6914.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","6625.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","6412.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","7207.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","6000.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","6975.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","6319.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","6748.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","8311.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","7715.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","8600.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","10186.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","10540.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","8888.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","12612.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","12303.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","12343.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","11100.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","11001.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","11287.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","10968.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","15304.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","13310.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","9893.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","10073.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","10533.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","9094.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","10679.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","9074.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","10301.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","9172.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","8064.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","7407.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","7508.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","9997.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","8109.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","7635.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","7451.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","7979.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","8035.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","7392.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","7103.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","7790.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","7475.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","8309.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","7954.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","7162.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","9973.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","8936.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","7762.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","8036.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","8169.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","7501.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","7003.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","6724.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","7228.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","6964.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","7050.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","6628.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","6725.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","8978.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","8879.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","9667.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","10743.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","11709.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","10570.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","13653.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","10942.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","14309.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","11424.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","13358.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","14752.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","13537.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","12668.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","14499.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","11426.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","12283.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","12952.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","12019.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","11332.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","10377.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","10659.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","11513.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","10981.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","10472.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","10670.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","14118.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","11210.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","11207.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","10585.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","11134.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","10911.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","10225.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","10520.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","10100.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","10775.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","10446.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","10782.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","9924.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","12494.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","12428.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","10390.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","10541.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","11061.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","10144.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","10208.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","10328.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","10102.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","9638.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","9646.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","10047.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","11149.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","11882.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","14279.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","13794.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","14666.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","16094.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","16574.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","14670.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","14945.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","18601.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","15973.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","15278.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","19108.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","16776.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","17889.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","18510.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","15237.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","13743.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","16835.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","13195.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","11626.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","11466.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","13600.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","12455.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","12787.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","12324.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","12886.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","12356.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","13542.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","12017.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","11915.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","11188.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","11028.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","10208.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","10305.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","10692.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","10894.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","9791.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","10975.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","11224.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","10493.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","12243.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","9515.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","10007.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","9876.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","10591.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","9763.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","9633.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","9747.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","10297.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","9930.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","9383.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","9594.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","11648.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","12808.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","11139.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","11634.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","13304.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","15553.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","13720.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","15230.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","12128.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","16935.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","12810.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","15106.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","18759.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","16980.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","16779.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","14295.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","13675.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","14445.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","13327.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","11249.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","11213.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","12117.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","11572.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","12066.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","10826.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","11420.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","12244.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","13716.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","11797.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","11201.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","11314.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","10353.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","10148.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","10935.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","9976.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","10929.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","9582.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","11048.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","11191.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","10492.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","12383.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","9837.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","9348.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","10186.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","10240.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","9087.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","9182.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","9402.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","9814.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","9953.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","8831.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","9180.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","9920.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","11329.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","11773.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","12515.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","11998.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","14293.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","11758.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","14180.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","12879.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","14441.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","11316.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","12780.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","16738.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","16661.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","17527.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","14613.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","10446.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","12109.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","11740.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","10016.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","9946.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","11020.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","10588.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","9446.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","8949.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","9752.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","10202.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","12221.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","9899.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","9085.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","8776.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","8754.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","8378.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","8528.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","8809.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","8884.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","8536.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","8449.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","8546.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","8977.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","9075.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","8808.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","8016.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","8626.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","8769.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","7791.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","7345.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","7998.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","8056.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","7043.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","7927.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","7435.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","7629.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","10397.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","9001.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","9530.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","10121.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","12176.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","10298.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","11882.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","9975.0","","","","","","","","","","","",""
"38325.0","48.0","38318.0","13135.0","","","","","","","","","","","",""
"38332.0","49.0","38325.0","11112.0","","","","","","","","","","","",""
"38339.0","50.0","38332.0","11518.0","","","","","","","","","","","",""
"38346.0","51.0","38339.0","11685.0","","","","","","","","","","","",""
"38353.0","52.0","38346.0","13153.0","","","","","","","","","","","",""
"38360.0","1.0","38353.0","15556.0","","","","","","","","","","","",""
"38367.0","2.0","38360.0","12807.0","","","","","","","","","","","",""
"38374.0","3.0","38367.0","10735.0","","","","","","","","","","","",""
