"Report date","Week #","Week ","NY","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35266.0","28.0","35259.0","19083.0","","","","","","","","","","","",""
"35273.0","29.0","35266.0","16558.0","","","","","","","","","","","",""
"35280.0","30.0","35273.0","16421.0","","","","","","","","","","","",""
"35287.0","31.0","35280.0","17252.0","","","","","","","","","","","",""
"35294.0","32.0","35287.0","18087.0","","","","","","","","","","","",""
"35301.0","33.0","35294.0","18159.0","","","","","","","","","","","",""
"35308.0","34.0","35301.0","16592.0","","","","","","","","","","","",""
"35315.0","35.0","35308.0","14971.0","","","","","","","","","","","",""
"35322.0","36.0","35315.0","18139.0","","","","","","","","","","","",""
"35329.0","37.0","35322.0","16253.0","","","","","","","","","","","",""
"35336.0","38.0","35329.0","15357.0","","","","","","","","","","","",""
"35343.0","39.0","35336.0","17644.0","","","","","","","","","","","",""
"35350.0","40.0","35343.0","17241.0","","","","","","","","","","","",""
"35357.0","41.0","35350.0","16313.0","","","","","","","","","","","",""
"35364.0","42.0","35357.0","18339.0","","","","","","","","","","","",""
"35371.0","43.0","35364.0","18497.0","","","","","","","","","","","",""
"35378.0","44.0","35371.0","21165.0","","","","","","","","","","","",""
"35385.0","45.0","35378.0","20754.0","","","","","","","","","","","",""
"35392.0","46.0","35385.0","23145.0","","","","","","","","","","","",""
"35399.0","47.0","35392.0","20778.0","","","","","","","","","","","",""
"35406.0","48.0","35399.0","27163.0","","","","","","","","","","","",""
"35413.0","49.0","35406.0","24538.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","23948.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","24382.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","44380.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","32414.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","26757.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","21459.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","22677.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","22196.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","20174.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","17285.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","25605.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","20091.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","18141.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","16921.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","17132.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","20568.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","19798.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","16548.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","18516.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","24897.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","18561.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","16663.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","16642.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","14951.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","18141.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","16453.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","16136.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","18552.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","27873.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","25253.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","17930.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","14987.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","14963.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","16191.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","15443.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","16155.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","16324.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","13903.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","16839.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","14918.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","14581.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","15395.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","18421.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","14367.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","17926.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","17560.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","19146.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","18887.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","21630.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","20274.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","26637.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","20987.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","20247.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","20878.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","40323.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","33245.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","25572.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","19625.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","21524.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","21151.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","19326.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","15988.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","25806.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","18150.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","17133.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","17546.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","16453.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","15830.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","17256.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","19723.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","26144.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","16424.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","15996.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","15134.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","14871.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","13751.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","16447.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","14549.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","16590.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","22983.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","29234.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","28877.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","19010.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","15252.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","14094.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","14747.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","14264.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","14290.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","15605.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","14538.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","12894.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","15355.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","13161.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","15442.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","16444.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","13453.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","16570.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","16573.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","18173.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","19090.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","21136.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","18479.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","26649.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","19896.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","19744.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","20324.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","33836.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","37288.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","25548.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","20075.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","19764.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","19703.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","18028.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","15628.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","25137.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","17550.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","17194.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","16683.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","16208.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","16549.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","21819.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","23425.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","18893.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","16134.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","14299.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","14405.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","13753.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","14244.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","13686.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","14281.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","12827.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","14115.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","18036.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","26792.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","20518.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","13654.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","13313.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","13191.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","13018.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","13351.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","14567.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","12800.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","11257.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","13844.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","13015.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","12563.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","13632.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","13035.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","14505.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","14565.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","14875.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","15967.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","17171.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","14887.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","24318.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","16569.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","16718.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","18501.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","27469.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","37636.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","22971.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","17059.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","20645.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","17727.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","17557.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","14626.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","14213.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","21999.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","14500.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","13081.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","13827.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","13740.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","14414.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","13235.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","13885.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","20621.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","21358.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","12154.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","12265.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","12458.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","12024.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","14137.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","12587.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","13142.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","17560.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","23144.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","22075.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","13013.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","12270.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","13054.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","13768.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","14985.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","15250.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","13143.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","11409.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","13862.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","11966.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","11747.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","13467.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","12836.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","13763.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","14101.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","15432.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","17110.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","17493.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","15392.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","26897.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","18489.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","18869.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","19752.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","22715.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","41773.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","27314.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","17890.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","21797.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","20973.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","20220.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","18380.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","16104.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","26012.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","18094.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","22066.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","17213.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","17818.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","18863.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","19809.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","30557.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","20021.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","16789.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","17489.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","18157.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","17559.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","17316.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","19136.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","16523.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","18287.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","22063.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","28025.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","29522.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","19043.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","17835.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","17445.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","17594.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","18650.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","20107.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","17468.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","17072.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","18028.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","28745.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","30797.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","30310.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","26045.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","26430.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","25902.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","24569.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","27116.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","24106.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","24230.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","34656.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","25904.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","24888.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","25441.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","26973.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","52539.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","36610.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","29119.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","23871.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","24422.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","25549.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","22195.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","20421.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","30599.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","22965.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","20624.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","20866.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","24505.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","31001.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","31008.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","20017.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","21294.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","19853.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","20524.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","18722.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","20430.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","17322.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","21174.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","17484.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","19659.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","22409.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","33002.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","31951.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","19453.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","17865.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","17807.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","18624.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","17911.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","21896.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","19494.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","19171.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","20753.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","19352.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","18659.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","21086.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","21966.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","19087.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","21873.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","21018.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","23980.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","22431.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","24232.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","22460.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","33812.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","25388.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","22742.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","23424.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","51671.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","36826.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","30443.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","25153.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","25845.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","25040.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","22244.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","21153.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","33960.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","23271.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","21431.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","20169.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","20011.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","21683.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","22373.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","23202.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","28062.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","30908.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","21270.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","19510.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","21787.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","19149.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","22147.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","18631.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","19119.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","21668.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","31786.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","38660.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","21112.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","18276.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","18376.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","19301.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","18428.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","19291.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","20395.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","19956.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","21995.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","18401.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","18096.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","18324.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","20301.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","17420.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","19311.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","19783.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","22052.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","20831.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","22926.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","20770.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","32092.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","22509.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","23324.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","22866.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","43356.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","39196.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","29037.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","25595.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","24094.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","24818.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","20833.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","18031.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","31530.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","19181.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","18096.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","17487.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","19148.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","16365.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","20396.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","35363.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","21139.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","17753.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","17286.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","16831.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","16399.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","16885.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","17596.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","15910.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","17495.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","18169.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","25987.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","35990.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","23505.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","17650.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","16252.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","17040.0","","","","","","","","","","","",""
