"Report date","Week #","Week ","NY","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"38213.0","32.0","38206.0","16424.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","17020.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","20007.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","17922.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","16900.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","18450.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","16773.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","15526.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","18817.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","17152.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","18726.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","18628.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","19249.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","19084.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","21215.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","17622.0","","","","","","","","","","","",""
"38325.0","48.0","38318.0","31635.0","","","","","","","","","","","",""
"38332.0","49.0","38325.0","20647.0","","","","","","","","","","","",""
"38339.0","50.0","38332.0","20232.0","","","","","","","","","","","",""
"38346.0","51.0","38339.0","23173.0","","","","","","","","","","","",""
"38353.0","52.0","38346.0","34046.0","","","","","","","","","","","",""
"38360.0","1.0","38353.0","49443.0","","","","","","","","","","","",""
"38367.0","2.0","38360.0","26854.0","","","","","","","","","","","",""
"38374.0","3.0","38367.0","21874.0","","","","","","","","","","","",""
"38381.0","4.0","38374.0","24614.0","","","","","","","","","","","",""
"38388.0","5.0","38381.0","22279.0","","","","","","","","","","","",""
"38395.0","6.0","38388.0","19600.0","","","","","","","","","","","",""
"38402.0","7.0","38395.0","17605.0","","","","","","","","","","","",""
"38409.0","8.0","38402.0","17560.0","","","","","","","","","","","",""
"38416.0","9.0","38409.0","30182.0","","","","","","","","","","","",""
"38423.0","10.0","38416.0","18643.0","","","","","","","","","","","",""
"38430.0","11.0","38423.0","17195.0","","","","","","","","","","","",""
"38437.0","12.0","38430.0","17691.0","","","","","","","","","","","",""
"38444.0","13.0","38437.0","19955.0","","","","","","","","","","","",""
"38451.0","14.0","38444.0","19932.0","","","","","","","","","","","",""
"38458.0","15.0","38451.0","16755.0","","","","","","","","","","","",""
"38465.0","16.0","38458.0","16166.0","","","","","","","","","","","",""
"38472.0","17.0","38465.0","21209.0","","","","","","","","","","","",""
"38479.0","18.0","38472.0","29322.0","","","","","","","","","","","",""
"38486.0","19.0","38479.0","17154.0","","","","","","","","","","","",""
"38493.0","20.0","38486.0","16027.0","","","","","","","","","","","",""
"38500.0","21.0","38493.0","16300.0","","","","","","","","","","","",""
"38507.0","22.0","38500.0","16153.0","","","","","","","","","","","",""
"38514.0","23.0","38507.0","16979.0","","","","","","","","","","","",""
"38521.0","24.0","38514.0","15345.0","","","","","","","","","","","",""
"38528.0","25.0","38521.0","16963.0","","","","","","","","","","","",""
"38535.0","26.0","38528.0","21706.0","","","","","","","","","","","",""
"38542.0","27.0","38535.0","32674.0","","","","","","","","","","","",""
"38549.0","28.0","38542.0","24605.0","","","","","","","","","","","",""
"38556.0","29.0","38549.0","16035.0","","","","","","","","","","","",""
"38563.0","30.0","38556.0","15061.0","","","","","","","","","","","",""
"38570.0","31.0","38563.0","15766.0","","","","","","","","","","","",""
"38577.0","32.0","38570.0","15364.0","","","","","","","","","","","",""
"38584.0","33.0","38577.0","16394.0","","","","","","","","","","","",""
"38591.0","34.0","38584.0","19111.0","","","","","","","","","","","",""
"38598.0","35.0","38591.0","17130.0","","","","","","","","","","","",""
"38605.0","36.0","38598.0","16331.0","","","","","","","","","","","",""
"38612.0","37.0","38605.0","16581.0","","","","","","","","","","","",""
"38619.0","38.0","38612.0","14963.0","","","","","","","","","","","",""
"38626.0","39.0","38619.0","14620.0","","","","","","","","","","","",""
"38633.0","40.0","38626.0","18111.0","","","","","","","","","","","",""
"38640.0","41.0","38633.0","18756.0","","","","","","","","","","","",""
"38647.0","42.0","38640.0","20425.0","","","","","","","","","","","",""
"38654.0","43.0","38647.0","16640.0","","","","","","","","","","","",""
"38661.0","44.0","38654.0","19533.0","","","","","","","","","","","",""
"38668.0","45.0","38661.0","16533.0","","","","","","","","","","","",""
"38675.0","46.0","38668.0","21422.0","","","","","","","","","","","",""
"38682.0","47.0","38675.0","17809.0","","","","","","","","","","","",""
"38689.0","48.0","38682.0","29020.0","","","","","","","","","","","",""
"38696.0","49.0","38689.0","19996.0","","","","","","","","","","","",""
"38703.0","50.0","38696.0","22379.0","","","","","","","","","","","",""
"38710.0","51.0","38703.0","22141.0","","","","","","","","","","","",""
"38717.0","52.0","38710.0","27305.0","","","","","","","","","","","",""
"38724.0","53.0","38717.0","47195.0","","","","","","","","","","","",""
"38731.0","1.0","38724.0","26050.0","","","","","","","","","","","",""
"38738.0","2.0","38731.0","18454.0","","","","","","","","","","","",""
"38745.0","3.0","38738.0","19845.0","","","","","","","","","","","",""
"38752.0","4.0","38745.0","19760.0","","","","","","","","","","","",""
"38759.0","5.0","38752.0","18916.0","","","","","","","","","","","",""
"38766.0","6.0","38759.0","17195.0","","","","","","","","","","","",""
"38773.0","7.0","38766.0","16756.0","","","","","","","","","","","",""
"38780.0","8.0","38773.0","28829.0","","","","","","","","","","","",""
"38787.0","9.0","38780.0","17355.0","","","","","","","","","","","",""
"38794.0","10.0","38787.0","15783.0","","","","","","","","","","","",""
"38801.0","11.0","38794.0","17075.0","","","","","","","","","","","",""
"38808.0","12.0","38801.0","14436.0","","","","","","","","","","","",""
"38815.0","13.0","38808.0","16641.0","","","","","","","","","","","",""
"38822.0","14.0","38815.0","16581.0","","","","","","","","","","","",""
"38829.0","15.0","38822.0","24023.0","","","","","","","","","","","",""
"38836.0","16.0","38829.0","27752.0","","","","","","","","","","","",""
"38843.0","17.0","38836.0","16420.0","","","","","","","","","","","",""
"38850.0","18.0","38843.0","15512.0","","","","","","","","","","","",""
"38857.0","19.0","38850.0","15345.0","","","","","","","","","","","",""
"38864.0","20.0","38857.0","16808.0","","","","","","","","","","","",""
"38871.0","21.0","38864.0","14342.0","","","","","","","","","","","",""
"38878.0","22.0","38871.0","16441.0","","","","","","","","","","","",""
"38885.0","23.0","38878.0","14438.0","","","","","","","","","","","",""
"38892.0","24.0","38885.0","15561.0","","","","","","","","","","","",""
"38899.0","25.0","38892.0","19781.0","","","","","","","","","","","",""
"38906.0","26.0","38899.0","33188.0","","","","","","","","","","","",""
"38913.0","27.0","38906.0","26730.0","","","","","","","","","","","",""
"38920.0","28.0","38913.0","14804.0","","","","","","","","","","","",""
"38927.0","29.0","38920.0","14573.0","","","","","","","","","","","",""
"38934.0","30.0","38927.0","14635.0","","","","","","","","","","","",""
"38941.0","31.0","38934.0","15056.0","","","","","","","","","","","",""
"38948.0","32.0","38941.0","14268.0","","","","","","","","","","","",""
"38955.0","33.0","38948.0","18756.0","","","","","","","","","","","",""
"38962.0","34.0","38955.0","16775.0","","","","","","","","","","","",""
"38969.0","35.0","38962.0","14579.0","","","","","","","","","","","",""
"38976.0","36.0","38969.0","15721.0","","","","","","","","","","","",""
"38983.0","37.0","38976.0","15200.0","","","","","","","","","","","",""
"38990.0","38.0","38983.0","14323.0","","","","","","","","","","","",""
"38997.0","39.0","38990.0","16619.0","","","","","","","","","","","",""
"39004.0","40.0","38997.0","15456.0","","","","","","","","","","","",""
"39011.0","41.0","39004.0","17418.0","","","","","","","","","","","",""
"39018.0","42.0","39011.0","18448.0","","","","","","","","","","","",""
"39025.0","43.0","39018.0","19061.0","","","","","","","","","","","",""
"39032.0","44.0","39025.0","18988.0","","","","","","","","","","","",""
"39039.0","45.0","39032.0","18997.0","","","","","","","","","","","",""
"39046.0","46.0","39039.0","16882.0","","","","","","","","","","","",""
"39053.0","47.0","39046.0","27247.0","","","","","","","","","","","",""
"39060.0","48.0","39053.0","19279.0","","","","","","","","","","","",""
"39067.0","49.0","39060.0","20564.0","","","","","","","","","","","",""
"39074.0","50.0","39067.0","18624.0","","","","","","","","","","","",""
"39081.0","51.0","39074.0","24311.0","","","","","","","","","","","",""
"39088.0","52.0","39081.0","51348.0","","","","","","","","","","","",""
"39095.0","1.0","39088.0","24584.0","","","","","","","","","","","",""
"39102.0","2.0","39095.0","19301.0","","","","","","","","","","","",""
"39109.0","3.0","39102.0","20183.0","","","","","","","","","","","",""
"39116.0","4.0","39109.0","18765.0","","","","","","","","","","","",""
"39123.0","5.0","39116.0","19340.0","","","","","","","","","","","",""
"39130.0","6.0","39123.0","18917.0","","","","","","","","","","","",""
"39137.0","7.0","39130.0","16926.0","","","","","","","","","","","",""
"39144.0","8.0","39137.0","27694.0","","","","","","","","","","","",""
"39151.0","9.0","39144.0","16928.0","","","","","","","","","","","",""
"39158.0","10.0","39151.0","15980.0","","","","","","","","","","","",""
"39165.0","11.0","39158.0","15833.0","","","","","","","","","","","",""
"39172.0","12.0","39165.0","14342.0","","","","","","","","","","","",""
"39179.0","13.0","39172.0","18184.0","","","","","","","","","","","",""
"39186.0","14.0","39179.0","34221.0","","","","","","","","","","","",""
"39193.0","15.0","39186.0","20652.0","","","","","","","","","","","",""
"39200.0","16.0","39193.0","15805.0","","","","","","","","","","","",""
"39207.0","17.0","39200.0","15129.0","","","","","","","","","","","",""
"39214.0","18.0","39207.0","14364.0","","","","","","","","","","","",""
"39221.0","19.0","39214.0","14417.0","","","","","","","","","","","",""
"39228.0","20.0","39221.0","16220.0","","","","","","","","","","","",""
"39235.0","21.0","39228.0","14672.0","","","","","","","","","","","",""
"39242.0","22.0","39235.0","15796.0","","","","","","","","","","","",""
"39249.0","23.0","39242.0","13996.0","","","","","","","","","","","",""
"39256.0","24.0","39249.0","15070.0","","","","","","","","","","","",""
"39263.0","25.0","39256.0","19044.0","","","","","","","","","","","",""
"39270.0","26.0","39263.0","31267.0","","","","","","","","","","","",""
"39277.0","27.0","39270.0","24586.0","","","","","","","","","","","",""
"39284.0","28.0","39277.0","14835.0","","","","","","","","","","","",""
"39291.0","29.0","39284.0","14240.0","","","","","","","","","","","",""
"39298.0","30.0","39291.0","14491.0","","","","","","","","","","","",""
"39305.0","31.0","39298.0","15834.0","","","","","","","","","","","",""
"39312.0","32.0","39305.0","15419.0","","","","","","","","","","","",""
"39319.0","33.0","39312.0","18600.0","","","","","","","","","","","",""
"39326.0","34.0","39319.0","17027.0","","","","","","","","","","","",""
"39333.0","35.0","39326.0","14859.0","","","","","","","","","","","",""
"39340.0","36.0","39333.0","15443.0","","","","","","","","","","","",""
"39347.0","37.0","39340.0","15028.0","","","","","","","","","","","",""
"39354.0","38.0","39347.0","13725.0","","","","","","","","","","","",""
"39361.0","39.0","39354.0","16819.0","","","","","","","","","","","",""
"39368.0","40.0","39361.0","15116.0","","","","","","","","","","","",""
"39375.0","41.0","39368.0","17706.0","","","","","","","","","","","",""
"39382.0","42.0","39375.0","16160.0","","","","","","","","","","","",""
"39389.0","43.0","39382.0","16677.0","","","","","","","","","","","",""
"39396.0","44.0","39389.0","19071.0","","","","","","","","","","","",""
"39403.0","45.0","39396.0","18763.0","","","","","","","","","","","",""
"39410.0","46.0","39403.0","17839.0","","","","","","","","","","","",""
"39417.0","47.0","39410.0","29772.0","","","","","","","","","","","",""
"39424.0","48.0","39417.0","20500.0","","","","","","","","","","","",""
"39431.0","49.0","39424.0","22459.0","","","","","","","","","","","",""
"39438.0","50.0","39431.0","21320.0","","","","","","","","","","","",""
"39445.0","51.0","39438.0","22781.0","","","","","","","","","","","",""
"39452.0","52.0","39445.0","53095.0","","","","","","","","","","","",""
"39459.0","1.0","39452.0","27746.0","","","","","","","","","","","",""
"39466.0","2.0","39459.0","22037.0","","","","","","","","","","","",""
"39473.0","3.0","39466.0","20042.0","","","","","","","","","","","",""
"39480.0","4.0","39473.0","21165.0","","","","","","","","","","","",""
"39487.0","5.0","39480.0","20073.0","","","","","","","","","","","",""
"39494.0","6.0","39487.0","18603.0","","","","","","","","","","","",""
"39501.0","7.0","39494.0","18535.0","","","","","","","","","","","",""
"39508.0","8.0","39501.0","32242.0","","","","","","","","","","","",""
"39515.0","9.0","39508.0","18738.0","","","","","","","","","","","",""
"39522.0","10.0","39515.0","16600.0","","","","","","","","","","","",""
"39529.0","11.0","39522.0","18078.0","","","","","","","","","","","",""
"39536.0","12.0","39529.0","22201.0","","","","","","","","","","","",""
"39543.0","13.0","39536.0","19736.0","","","","","","","","","","","",""
"39550.0","14.0","39543.0","18300.0","","","","","","","","","","","",""
"39557.0","15.0","39550.0","16680.0","","","","","","","","","","","",""
"39564.0","16.0","39557.0","21328.0","","","","","","","","","","","",""
"39571.0","17.0","39564.0","32742.0","","","","","","","","","","","",""
"39578.0","18.0","39571.0","17498.0","","","","","","","","","","","",""
"39585.0","19.0","39578.0","16077.0","","","","","","","","","","","",""
"39592.0","20.0","39585.0","17208.0","","","","","","","","","","","",""
"39599.0","21.0","39592.0","17057.0","","","","","","","","","","","",""
"39606.0","22.0","39599.0","18613.0","","","","","","","","","","","",""
"39613.0","23.0","39606.0","16234.0","","","","","","","","","","","",""
"39620.0","24.0","39613.0","17016.0","","","","","","","","","","","",""
"39627.0","25.0","39620.0","19910.0","","","","","","","","","","","",""
"39634.0","26.0","39627.0","25625.0","","","","","","","","","","","",""
"39641.0","27.0","39634.0","39534.0","","","","","","","","","","","",""
"39648.0","28.0","39641.0","19084.0","","","","","","","","","","","",""
"39655.0","29.0","39648.0","17523.0","","","","","","","","","","","",""
"39662.0","30.0","39655.0","17898.0","","","","","","","","","","","",""
"39669.0","31.0","39662.0","20607.0","","","","","","","","","","","",""
"39676.0","32.0","39669.0","18429.0","","","","","","","","","","","",""
"39683.0","33.0","39676.0","19917.0","","","","","","","","","","","",""
"39690.0","34.0","39683.0","21508.0","","","","","","","","","","","",""
"39697.0","35.0","39690.0","18270.0","","","","","","","","","","","",""
"39704.0","36.0","39697.0","19661.0","","","","","","","","","","","",""
"39711.0","37.0","39704.0","17688.0","","","","","","","","","","","",""
"39718.0","38.0","39711.0","18470.0","","","","","","","","","","","",""
"39725.0","39.0","39718.0","20880.0","","","","","","","","","","","",""
"39732.0","40.0","39725.0","26104.0","","","","","","","","","","","",""
"39739.0","41.0","39732.0","20024.0","","","","","","","","","","","",""
"39746.0","42.0","39739.0","23201.0","","","","","","","","","","","",""
"39753.0","43.0","39746.0","23528.0","","","","","","","","","","","",""
"39760.0","44.0","39753.0","27208.0","","","","","","","","","","","",""
"39767.0","45.0","39760.0","26780.0","","","","","","","","","","","",""
"39774.0","46.0","39767.0","30097.0","","","","","","","","","","","",""
"39781.0","47.0","39774.0","28131.0","","","","","","","","","","","",""
"39788.0","48.0","39781.0","39732.0","","","","","","","","","","","",""
"39795.0","49.0","39788.0","32939.0","","","","","","","","","","","",""
"39802.0","50.0","39795.0","33105.0","","","","","","","","","","","",""
"39809.0","51.0","39802.0","30340.0","","","","","","","","","","","",""
"39816.0","52.0","39809.0","54805.0","","","","","","","","","","","",""
"39823.0","1.0","39816.0","52953.0","","","","","","","","","","","",""
"39830.0","2.0","39823.0","40521.0","","","","","","","","","","","",""
"39837.0","3.0","39830.0","33598.0","","","","","","","","","","","",""
"39844.0","4.0","39837.0","32975.0","","","","","","","","","","","",""
"39851.0","5.0","39844.0","36103.0","","","","","","","","","","","",""
"39858.0","6.0","39851.0","32148.0","","","","","","","","","","","",""
"39865.0","7.0","39858.0","28728.0","","","","","","","","","","","",""
"39872.0","8.0","39865.0","45209.0","","","","","","","","","","","",""
"39879.0","9.0","39872.0","33991.0","","","","","","","","","","","",""
"39886.0","10.0","39879.0","31775.0","","","","","","","","","","","",""
"39893.0","11.0","39886.0","28603.0","","","","","","","","","","","",""
"39900.0","12.0","39893.0","28390.0","","","","","","","","","","","",""
"39907.0","13.0","39900.0","27793.0","","","","","","","","","","","",""
"39914.0","14.0","39907.0","31374.0","","","","","","","","","","","",""
"39921.0","15.0","39914.0","38333.0","","","","","","","","","","","",""
"39928.0","16.0","39921.0","40552.0","","","","","","","","","","","",""
"39935.0","17.0","39928.0","27166.0","","","","","","","","","","","",""
"39942.0","18.0","39935.0","27575.0","","","","","","","","","","","",""
"39949.0","19.0","39942.0","26845.0","","","","","","","","","","","",""
"39956.0","20.0","39949.0","26141.0","","","","","","","","","","","",""
"39963.0","21.0","39956.0","25803.0","","","","","","","","","","","",""
"39970.0","22.0","39963.0","30598.0","","","","","","","","","","","",""
"39977.0","23.0","39970.0","25299.0","","","","","","","","","","","",""
"39984.0","24.0","39977.0","25509.0","","","","","","","","","","","",""
"39991.0","25.0","39984.0","28528.0","","","","","","","","","","","",""
"39998.0","26.0","39991.0","37441.0","","","","","","","","","","","",""
"40005.0","27.0","39998.0","49945.0","","","","","","","","","","","",""
"40012.0","28.0","40005.0","27893.0","","","","","","","","","","","",""
"40019.0","29.0","40012.0","24316.0","","","","","","","","","","","",""
"40026.0","30.0","40019.0","23325.0","","","","","","","","","","","",""
"40033.0","31.0","40026.0","24778.0","","","","","","","","","","","",""
"40040.0","32.0","40033.0","23763.0","","","","","","","","","","","",""
"40047.0","33.0","40040.0","23925.0","","","","","","","","","","","",""
"40054.0","34.0","40047.0","28471.0","","","","","","","","","","","",""
"40061.0","35.0","40054.0","25992.0","","","","","","","","","","","",""
"40068.0","36.0","40061.0","24134.0","","","","","","","","","","","",""
"40075.0","37.0","40068.0","23511.0","","","","","","","","","","","",""
"40082.0","38.0","40075.0","21258.0","","","","","","","","","","","",""
"40089.0","39.0","40082.0","22437.0","","","","","","","","","","","",""
"40096.0","40.0","40089.0","27848.0","","","","","","","","","","","",""
"40103.0","41.0","40096.0","23137.0","","","","","","","","","","","",""
"40110.0","42.0","40103.0","25424.0","","","","","","","","","","","",""
"40117.0","43.0","40110.0","23357.0","","","","","","","","","","","",""
"40124.0","44.0","40117.0","26865.0","","","","","","","","","","","",""
"40131.0","45.0","40124.0","25730.0","","","","","","","","","","","",""
"40138.0","46.0","40131.0","27319.0","","","","","","","","","","","",""
"40145.0","47.0","40138.0","23953.0","","","","","","","","","","","",""
"40152.0","48.0","40145.0","40297.0","","","","","","","","","","","",""
"40159.0","49.0","40152.0","26865.0","","","","","","","","","","","",""
"40166.0","50.0","40159.0","28020.0","","","","","","","","","","","",""
"40173.0","51.0","40166.0","25977.0","","","","","","","","","","","",""
"40180.0","52.0","40173.0","48787.0","","","","","","","","","","","",""
"40187.0","1.0","40180.0","55930.0","","","","","","","","","","","",""
"40194.0","2.0","40187.0","33757.0","","","","","","","","","","","",""
"40201.0","3.0","40194.0","27013.0","","","","","","","","","","","",""
"40208.0","4.0","40201.0","27120.0","","","","","","","","","","","",""
"40215.0","5.0","40208.0","27787.0","","","","","","","","","","","",""
"40222.0","6.0","40215.0","25040.0","","","","","","","","","","","",""
"40229.0","7.0","40222.0","24999.0","","","","","","","","","","","",""
"40236.0","8.0","40229.0","37262.0","","","","","","","","","","","",""
"40243.0","9.0","40236.0","26333.0","","","","","","","","","","","",""
"40250.0","10.0","40243.0","22191.0","","","","","","","","","","","",""
"40257.0","11.0","40250.0","21447.0","","","","","","","","","","","",""
"40264.0","12.0","40257.0","22115.0","","","","","","","","","","","",""
"40271.0","13.0","40264.0","21825.0","","","","","","","","","","","",""
"40278.0","14.0","40271.0","45701.0","","","","","","","","","","","",""
"40285.0","15.0","40278.0","24691.0","","","","","","","","","","","",""
"40292.0","16.0","40285.0","22090.0","","","","","","","","","","","",""
"40299.0","17.0","40292.0","26111.0","","","","","","","","","","","",""
"40306.0","18.0","40299.0","22967.0","","","","","","","","","","","",""
"40313.0","19.0","40306.0","21949.0","","","","","","","","","","","",""
"40320.0","20.0","40313.0","23505.0","","","","","","","","","","","",""
"40327.0","21.0","40320.0","24227.0","","","","","","","","","","","",""
"40334.0","22.0","40327.0","22026.0","","","","","","","","","","","",""
"40341.0","23.0","40334.0","23662.0","","","","","","","","","","","",""
"40348.0","24.0","40341.0","20096.0","","","","","","","","","","","",""
"40355.0","25.0","40348.0","23569.0","","","","","","","","","","","",""
"40362.0","26.0","40355.0","31635.0","","","","","","","","","","","",""
"40369.0","27.0","40362.0","49682.0","","","","","","","","","","","",""
"40376.0","28.0","40369.0","30130.0","","","","","","","","","","","",""
"40383.0","29.0","40376.0","22329.0","","","","","","","","","","","",""
"40390.0","30.0","40383.0","23488.0","","","","","","","","","","","",""
"40397.0","31.0","40390.0","24219.0","","","","","","","","","","","",""
"40404.0","32.0","40397.0","23430.0","","","","","","","","","","","",""
"40411.0","33.0","40404.0","23677.0","","","","","","","","","","","",""
"40418.0","34.0","40411.0","28568.0","","","","","","","","","","","",""
"40425.0","35.0","40418.0","25661.0","","","","","","","","","","","",""
"40432.0","36.0","40425.0","22254.0","","","","","","","","","","","",""
"40439.0","37.0","40432.0","24557.0","","","","","","","","","","","",""
"40446.0","38.0","40439.0","20854.0","","","","","","","","","","","",""
"40453.0","39.0","40446.0","21074.0","","","","","","","","","","","",""
"40460.0","40.0","40453.0","29632.0","","","","","","","","","","","",""
"40467.0","41.0","40460.0","23250.0","","","","","","","","","","","",""
"40474.0","42.0","40467.0","23870.0","","","","","","","","","","","",""
"40481.0","43.0","40474.0","23084.0","","","","","","","","","","","",""
"40488.0","44.0","40481.0","25196.0","","","","","","","","","","","",""
"40495.0","45.0","40488.0","24918.0","","","","","","","","","","","",""
"40502.0","46.0","40495.0","25878.0","","","","","","","","","","","",""
"40509.0","47.0","40502.0","22576.0","","","","","","","","","","","",""
"40516.0","48.0","40509.0","39439.0","","","","","","","","","","","",""
"40523.0","49.0","40516.0","27084.0","","","","","","","","","","","",""
"40530.0","50.0","40523.0","27212.0","","","","","","","","","","","",""
"40537.0","51.0","40530.0","29241.0","","","","","","","","","","","",""
"40544.0","52.0","40537.0","37620.0","","","","","","","","","","","",""
"40551.0","1.0","40544.0","61983.0","","","","","","","","","","","",""
"40558.0","2.0","40551.0","33269.0","","","","","","","","","","","",""
"40565.0","3.0","40558.0","27656.0","","","","","","","","","","","",""
"40572.0","4.0","40565.0","28151.0","","","","","","","","","","","",""
"40579.0","5.0","40572.0","26433.0","","","","","","","","","","","",""
"40586.0","6.0","40579.0","26553.0","","","","","","","","","","","",""
"40593.0","7.0","40586.0","22283.0","","","","","","","","","","","",""
"40600.0","8.0","40593.0","20990.0","","","","","","","","","","","",""
"40607.0","9.0","40600.0","38916.0","","","","","","","","","","","",""
"40614.0","10.0","40607.0","21999.0","","","","","","","","","","","",""
"40621.0","11.0","40614.0","20928.0","","","","","","","","","","","",""
"40628.0","12.0","40621.0","20657.0","","","","","","","","","","","",""
"40635.0","13.0","40628.0","21008.0","","","","","","","","","","","",""
"40642.0","14.0","40635.0","24132.0","","","","","","","","","","","",""
"40649.0","15.0","40642.0","21959.0","","","","","","","","","","","",""
"40656.0","16.0","40649.0","22250.0","","","","","","","","","","","",""
"40663.0","17.0","40656.0","46681.0","","","","","","","","","","","",""
"40670.0","18.0","40663.0","23236.0","","","","","","","","","","","",""
"40677.0","19.0","40670.0","20667.0","","","","","","","","","","","",""
"40684.0","20.0","40677.0","21217.0","","","","","","","","","","","",""
"40691.0","21.0","40684.0","24404.0","","","","","","","","","","","",""
"40698.0","22.0","40691.0","20344.0","","","","","","","","","","","",""
"40705.0","23.0","40698.0","21568.0","","","","","","","","","","","",""
"40712.0","24.0","40705.0","19353.0","","","","","","","","","","","",""
"40719.0","25.0","40712.0","21944.0","","","","","","","","","","","",""
"40726.0","26.0","40719.0","28164.0","","","","","","","","","","","",""
"40733.0","27.0","40726.0","48763.0","","","","","","","","","","","",""
"40740.0","28.0","40733.0","31386.0","","","","","","","","","","","",""
"40747.0","29.0","40740.0","23349.0","","","","","","","","","","","",""
"40754.0","30.0","40747.0","21217.0","","","","","","","","","","","",""
"40761.0","31.0","40754.0","21549.0","","","","","","","","","","","",""
"40768.0","32.0","40761.0","26596.0","","","","","","","","","","","",""
"40775.0","33.0","40768.0","26356.0","","","","","","","","","","","",""
"40782.0","34.0","40775.0","25739.0","","","","","","","","","","","",""
"40789.0","35.0","40782.0","22885.0","","","","","","","","","","","",""
"40796.0","36.0","40789.0","21717.0","","","","","","","","","","","",""
"40803.0","37.0","40796.0","26106.0","","","","","","","","","","","",""
"40810.0","38.0","40803.0","20337.0","","","","","","","","","","","",""
"40817.0","39.0","40810.0","20069.0","","","","","","","","","","","",""
"40824.0","40.0","40817.0","28637.0","","","","","","","","","","","",""
"40831.0","41.0","40824.0","21364.0","","","","","","","","","","","",""
"40838.0","42.0","40831.0","23858.0","","","","","","","","","","","",""
"40845.0","43.0","40838.0","22197.0","","","","","","","","","","","",""
"40852.0","44.0","40845.0","23531.0","","","","","","","","","","","",""
"40859.0","45.0","40852.0","21370.0","","","","","","","","","","","",""
"40866.0","46.0","40859.0","26654.0","","","","","","","","","","","",""
"40873.0","47.0","40866.0","22040.0","","","","","","","","","","","",""
"40880.0","48.0","40873.0","36088.0","","","","","","","","","","","",""
"40887.0","49.0","40880.0","24602.0","","","","","","","","","","","",""
"40894.0","50.0","40887.0","25765.0","","","","","","","","","","","",""
"40901.0","51.0","40894.0","25667.0","","","","","","","","","","","",""
"40908.0","52.0","40901.0","33413.0","","","","","","","","","","","",""
"40915.0","53.0","40908.0","62802.0","","","","","","","","","","","",""
"40922.0","1.0","40915.0","34454.0","","","","","","","","","","","",""
"40929.0","2.0","40922.0","25021.0","","","","","","","","","","","",""
"40936.0","3.0","40929.0","26404.0","","","","","","","","","","","",""
"40943.0","4.0","40936.0","25571.0","","","","","","","","","","","",""
"40950.0","5.0","40943.0","23142.0","","","","","","","","","","","",""
"40957.0","6.0","40950.0","21921.0","","","","","","","","","","","",""
"40964.0","7.0","40957.0","20600.0","","","","","","","","","","","",""
"40971.0","8.0","40964.0","37078.0","","","","","","","","","","","",""
"40978.0","9.0","40971.0","22856.0","","","","","","","","","","","",""
"40985.0","10.0","40978.0","19753.0","","","","","","","","","","","",""
"40992.0","11.0","40985.0","20222.0","","","","","","","","","","","",""
"40999.0","12.0","40992.0","18962.0","","","","","","","","","","","",""
"41006.0","13.0","40999.0","23120.0","","","","","","","","","","","",""
"41013.0","14.0","41006.0","26472.0","","","","","","","","","","","",""
"41020.0","15.0","41013.0","41939.0","","","","","","","","","","","",""
"41027.0","16.0","41020.0","20681.0","","","","","","","","","","","",""
"41034.0","17.0","41027.0","22957.0","","","","","","","","","","","",""
"41041.0","18.0","41034.0","19863.0","","","","","","","","","","","",""
"41048.0","19.0","41041.0","19813.0","","","","","","","","","","","",""
"41055.0","20.0","41048.0","21391.0","","","","","","","","","","","",""
"41062.0","21.0","41055.0","20642.0","","","","","","","","","","","",""
"41069.0","22.0","41062.0","22203.0","","","","","","","","","","","",""
"41076.0","23.0","41069.0","19185.0","","","","","","","","","","","",""
"41083.0","24.0","41076.0","21279.0","","","","","","","","","","","",""
"41090.0","25.0","41083.0","25752.0","","","","","","","","","","","",""
"41097.0","26.0","41090.0","48088.0","","","","","","","","","","","",""
"41104.0","27.0","41097.0","37294.0","","","","","","","","","","","",""
"41111.0","28.0","41104.0","21679.0","","","","","","","","","","","",""
"41118.0","29.0","41111.0","24929.0","","","","","","","","","","","",""
"41125.0","30.0","41118.0","22276.0","","","","","","","","","","","",""
"41132.0","31.0","41125.0","21446.0","","","","","","","","","","","",""
"41139.0","32.0","41132.0","21770.0","","","","","","","","","","","",""
"41146.0","33.0","41139.0","24880.0","","","","","","","","","","","",""
"41153.0","34.0","41146.0","24239.0","","","","","","","","","","","",""
