"Report date","Week #","Week ","ME","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"32886.0","1.0","32879.0","4438.0","","Week 1","3699.0","1411.0","1956.0","21459.0","","1.0","3699.0","1411.0","1956.0","21459.0"
"32893.0","2.0","32886.0","6934.0","","Week 2","4238.0","1712.0","1674.0","23770.0","","2.0","7937.0","3123.0","3630.0","45229.0"
"32900.0","3.0","32893.0","3315.0","","Week 3","2416.0","1469.0","2820.0","30910.0","","3.0","10353.0","4592.0","6450.0","76139.0"
"32907.0","4.0","32900.0","3413.0","","Week 4","2035.0","1689.0","2791.0","13488.0","","4.0","12388.0","6281.0","9241.0","89627.0"
"32914.0","5.0","32907.0","3206.0","","Week 5","1834.0","1417.0","2041.0","11769.0","","5.0","14222.0","7698.0","11282.0","101396.0"
"32921.0","6.0","32914.0","3026.0","","Week 6","1809.0","1537.0","1541.0","7661.0","","6.0","16031.0","9235.0","12823.0","109057.0"
"32928.0","7.0","32921.0","2306.0","","Week 7","2179.0","1280.0","1587.0","6993.0","","7.0","18210.0","10515.0","14410.0","116050.0"
"32935.0","8.0","32928.0","3282.0","","Week 8","2179.0","1272.0","1545.0","5579.0","","8.0","20389.0","11787.0","15955.0","121629.0"
"32942.0","9.0","32935.0","2691.0","","Week 9","2507.0","1290.0","1212.0","4726.0","","9.0","22896.0","13077.0","17167.0","126355.0"
"32949.0","10.0","32942.0","2877.0","","Week 10","2112.0","1230.0","1408.0","16667.0","","10.0","25008.0","14307.0","18575.0","143022.0"
"32956.0","11.0","32949.0","2849.0","","Week 11","2082.0","1163.0","1808.0","11151.0","","11.0","27090.0","15470.0","20383.0","154173.0"
"32963.0","12.0","32956.0","2836.0","","Week 12","2907.0","1567.0","1171.0","3117.0","","12.0","29997.0","17037.0","21554.0","157290.0"
"32970.0","13.0","32963.0","2921.0","","Week 13","2455.0","1126.0","1319.0","3013.0","","13.0","32452.0","18163.0","22873.0","160303.0"
"32977.0","14.0","32970.0","2888.0","","Week 14","3149.0","1125.0","1236.0","2911.0","","14.0","35601.0","19288.0","24109.0","163214.0"
"32984.0","15.0","32977.0","2175.0","","Week 15","3233.0","1568.0","1253.0","3119.0","","15.0","38834.0","20856.0","25362.0","166333.0"
"32991.0","16.0","32984.0","2860.0","","Week 16","3425.0","1048.0","1505.0","2939.0","","16.0","42259.0","21904.0","26867.0","169272.0"
"32998.0","17.0","32991.0","2394.0","","Week 17","4093.0","1622.0","1464.0","4696.0","","17.0","46352.0","23526.0","28331.0","173968.0"
"33005.0","18.0","32998.0","2165.0","","Week 18","3332.0","1253.0","1396.0","2276.0","","18.0","49684.0","24779.0","29727.0","176244.0"
"33012.0","19.0","33005.0","1999.0","","Week 19","2657.0","1335.0","1220.0","2014.0","","19.0","52341.0","26114.0","30947.0","178258.0"
"33019.0","20.0","33012.0","2288.0","","Week 20","4566.0","1235.0","1432.0","1722.0","","20.0","56907.0","27349.0","32379.0","179980.0"
"33026.0","21.0","33019.0","1906.0","","Week 21","4666.0","993.0","1045.0","1734.0","","21.0","61573.0","28342.0","33424.0","181714.0"
"33033.0","22.0","33026.0","2234.0","","Week 22","4437.0","1055.0","1017.0","1332.0","","22.0","66010.0","29397.0","34441.0","183046.0"
"33040.0","23.0","33033.0","2417.0","","Week 23","3877.0","999.0","1057.0","1120.0","","23.0","69887.0","30396.0","35498.0","184166.0"
"33047.0","24.0","33040.0","2130.0","","Week 24","3358.0","1156.0","836.0","1248.0","","24.0","73245.0","31552.0","36334.0","185414.0"
"33054.0","25.0","33047.0","1781.0","","Week 25","5928.0","753.0","1119.0","1150.0","","25.0","79173.0","32305.0","37453.0","186564.0"
"33061.0","26.0","33054.0","1882.0","","Week 26","8312.0","924.0","1006.0","1435.0","","26.0","87485.0","33229.0","38459.0","187999.0"
"33068.0","27.0","33061.0","3450.0","","Week 27","5620.0","1202.0","1162.0","1431.0","","27.0","93105.0","34431.0","39621.0","189430.0"
"33075.0","28.0","33068.0","3699.0","","Week 28","4809.0","1245.0","1226.0","1584.0","","28.0","97914.0","35676.0","40847.0","191014.0"
"33082.0","29.0","33075.0","4238.0","","Week 29","4016.0","1191.0","1254.0","1702.0","","29.0","101930.0","36867.0","42101.0","192716.0"
"33089.0","30.0","33082.0","2416.0","","Week 30","4478.0","1197.0","1132.0","1549.0","","30.0","106408.0","38064.0","43233.0","194265.0"
"33096.0","31.0","33089.0","2035.0","","Week 31","3807.0","1612.0","1137.0","1346.0","","31.0","110215.0","39676.0","44370.0","195611.0"
"33103.0","32.0","33096.0","1834.0","","Week 32","2794.0","1681.0","1247.0","1479.0","","32.0","113009.0","41357.0","45617.0","197090.0"
"33110.0","33.0","33103.0","1809.0","","Week 33","3601.0","1762.0","1157.0","1696.0","","33.0","116610.0","43119.0","46774.0","198786.0"
"33117.0","34.0","33110.0","2179.0","","Week 34","3712.0","1823.0","1159.0","2264.0","","34.0","120322.0","44942.0","47933.0","201050.0"
"33124.0","35.0","33117.0","2179.0","","Week 35","3479.0","1625.0","1112.0","1997.0","","35.0","123801.0","46567.0","49045.0","203047.0"
"33131.0","36.0","33124.0","2507.0","","Week 36","3669.0","1744.0","1092.0","2254.0","","36.0","127470.0","48311.0","50137.0","205301.0"
"33138.0","37.0","33131.0","2112.0","","Week 37","2877.0","2777.0","1106.0","1944.0","","37.0","130347.0","51088.0","51243.0","207245.0"
"33145.0","38.0","33138.0","2082.0","","Week 38","4270.0","","1000.0","3005.0","","38.0","134617.0","","52243.0","210250.0"
"33152.0","39.0","33145.0","2907.0","","Week 39","","","1214.0","3016.0","","39.0","","","53457.0","213266.0"
"33159.0","40.0","33152.0","2455.0","","Week 40","","","1106.0","","","40.0","","","54563.0",""
"33166.0","41.0","33159.0","3149.0","","Week 41","","","1029.0","","","41.0","","","55592.0",""
"33173.0","42.0","33166.0","3233.0","","Week 42","","","1284.0","","","42.0","","","56876.0",""
"33180.0","43.0","33173.0","3425.0","","Week 43","","","1275.0","","","43.0","","","58151.0",""
"33187.0","44.0","33180.0","4093.0","","Week 44","","","1372.0","","","44.0","","","59523.0",""
"33194.0","45.0","33187.0","3332.0","","Week 45","","","1685.0","","","45.0","","","61208.0",""
"33201.0","46.0","33194.0","2657.0","","Week 46","","","2188.0","","","46.0","","","63396.0",""
"33208.0","47.0","33201.0","4566.0","","Week 47","","","1832.0","","","47.0","","","65228.0",""
"33215.0","48.0","33208.0","4666.0","","Week 48","","","2066.0","","","48.0","","","67294.0",""
"33222.0","49.0","33215.0","4437.0","","Week 49","","","2607.0","","","49.0","","","69901.0",""
"33229.0","50.0","33222.0","3877.0","","Week 50","","","2309.0","","","50.0","","","72210.0",""
"33236.0","51.0","33229.0","3358.0","","Week 51","","","2918.0","","","51.0","","","75128.0",""
"33243.0","52.0","33236.0","5928.0","","Week 52","","","3625.0","","","52.0","","","78753.0",""
"33250.0","1.0","33243.0","8312.0","","Week 53","","","2623.0","","","53.0","","","81376.0",""
"33257.0","2.0","33250.0","5620.0","","Week 54","","","2646.0","","","54.0","","","84022.0",""
"33264.0","3.0","33257.0","4809.0","","Week 55","","","3617.0","","","55.0","","","87639.0",""
"33271.0","4.0","33264.0","4016.0","","Week 56","","","5634.0","","","56.0","","","93273.0",""
"33278.0","5.0","33271.0","4478.0","","Week 57","","","3475.0","","","57.0","","","96748.0",""
"33285.0","6.0","33278.0","3807.0","","Week 58","","","2650.0","","","58.0","","","99398.0",""
"33292.0","7.0","33285.0","2794.0","","Week 59","","","2799.0","","","59.0","","","102197.0",""
"33299.0","8.0","33292.0","3601.0","","Week 60","","","2626.0","","","60.0","","","104823.0",""
"33306.0","9.0","33299.0","3712.0","","Week 61","","","2485.0","","","61.0","","","107308.0",""
"33313.0","10.0","33306.0","3479.0","","Week 62","","","1934.0","","","62.0","","","109242.0",""
"33320.0","11.0","33313.0","3669.0","","Week 63","","","2462.0","","","63.0","","","111704.0",""
"33327.0","12.0","33320.0","2877.0","","Week 64","","","2446.0","","","64.0","","","114150.0",""
"33334.0","13.0","33327.0","4270.0","","Week 65","","","2668.0","","","65.0","","","116818.0",""
"33341.0","14.0","33334.0","3064.0","","Week 66","","","2794.0","","","66.0","","","119612.0",""
"33348.0","15.0","33341.0","2402.0","","Week 67","","","2755.0","","","67.0","","","122367.0",""
"33355.0","16.0","33348.0","3052.0","","Week 68","","","2871.0","","","68.0","","","125238.0",""
"33362.0","17.0","33355.0","3200.0","","Week 69","","","2581.0","","","69.0","","","127819.0",""
"33369.0","18.0","33362.0","2655.0","","Week 70","","","2092.0","","","70.0","","","129911.0",""
"33376.0","19.0","33369.0","2488.0","","Week 71","","","1708.0","","","71.0","","","131619.0",""
"33383.0","20.0","33376.0","2169.0","","Week 72","","","2491.0","","","72.0","","","134110.0",""
"33390.0","21.0","33383.0","1907.0","","Week 73","","","2073.0","","","73.0","","","136183.0",""
"33397.0","22.0","33390.0","2423.0","","Week 74","","","1869.0","","","74.0","","","138052.0",""
"33404.0","23.0","33397.0","2233.0","","Week 75","","","1719.0","","","75.0","","","139771.0",""
"33411.0","24.0","33404.0","2850.0","","Week 76","","","1503.0","","","76.0","","","141274.0",""
"33418.0","25.0","33411.0","2805.0","","Week 77","","","1732.0","","","77.0","","","143006.0",""
"33425.0","26.0","33418.0","3053.0","","Week 78","","","1786.0","","","78.0","","","144792.0",""
"33432.0","27.0","33425.0","11758.0","","Week 79","","","1749.0","","","79.0","","","146541.0",""
"33439.0","28.0","33432.0","4015.0","","Week 80","","","2123.0","","","80.0","","","148664.0",""
"33446.0","29.0","33439.0","3188.0","","Week 81","","","1920.0","","","81.0","","","150584.0",""
"33453.0","30.0","33446.0","2626.0","","","","","","","","","","","",""
"33460.0","31.0","33453.0","2705.0","","","","","","","","","","","",""
"33467.0","32.0","33460.0","2242.0","","","","","","","","","","","",""
"33474.0","33.0","33467.0","2006.0","","","","","","","","","","","",""
"33481.0","34.0","33474.0","2140.0","","","","","","","","","","","",""
"33488.0","35.0","33481.0","2534.0","","","","","","","","","","","",""
"33495.0","36.0","33488.0","2777.0","","","","","","","","","","","",""
"33502.0","37.0","33495.0","2282.0","","","","","","","","","","","",""
"33509.0","38.0","33502.0","2518.0","","","","","","","","","","","",""
"33516.0","39.0","33509.0","2744.0","","","","","","","","","","","",""
"33523.0","40.0","33516.0","2438.0","","","","","","","","","","","",""
"33530.0","41.0","33523.0","2419.0","","","","","","","","","","","",""
"33537.0","42.0","33530.0","2730.0","","","","","","","","","","","",""
"33544.0","43.0","33537.0","3026.0","","","","","","","","","","","",""
"33551.0","44.0","33544.0","3777.0","","","","","","","","","","","",""
"33558.0","45.0","33551.0","2982.0","","","","","","","","","","","",""
"33565.0","46.0","33558.0","4185.0","","","","","","","","","","","",""
"33572.0","47.0","33565.0","4740.0","","","","","","","","","","","",""
"33579.0","48.0","33572.0","6987.0","","","","","","","","","","","",""
"33586.0","49.0","33579.0","4729.0","","","","","","","","","","","",""
"33593.0","50.0","33586.0","4743.0","","","","","","","","","","","",""
"33600.0","51.0","33593.0","3419.0","","","","","","","","","","","",""
"33607.0","52.0","33600.0","6172.0","","","","","","","","","","","",""
"33614.0","1.0","33607.0","7213.0","","","","","","","","","","","",""
"33621.0","2.0","33614.0","6939.0","","","","","","","","","","","",""
"33628.0","3.0","33621.0","3450.0","","","","","","","","","","","",""
"33635.0","4.0","33628.0","4998.0","","","","","","","","","","","",""
"33642.0","5.0","33635.0","3140.0","","","","","","","","","","","",""
"33649.0","6.0","33642.0","3412.0","","","","","","","","","","","",""
"33656.0","7.0","33649.0","2571.0","","","","","","","","","","","",""
"33663.0","8.0","33656.0","4266.0","","","","","","","","","","","",""
"33670.0","9.0","33663.0","2576.0","","","","","","","","","","","",""
"33677.0","10.0","33670.0","2966.0","","","","","","","","","","","",""
"33684.0","11.0","33677.0","2755.0","","","","","","","","","","","",""
"33691.0","12.0","33684.0","2668.0","","","","","","","","","","","",""
"33698.0","13.0","33691.0","3153.0","","","","","","","","","","","",""
"33705.0","14.0","33698.0","2352.0","","","","","","","","","","","",""
"33712.0","15.0","33705.0","2365.0","","","","","","","","","","","",""
"33719.0","16.0","33712.0","2015.0","","","","","","","","","","","",""
"33726.0","17.0","33719.0","2533.0","","","","","","","","","","","",""
"33733.0","18.0","33726.0","2202.0","","","","","","","","","","","",""
"33740.0","19.0","33733.0","2087.0","","","","","","","","","","","",""
"33747.0","20.0","33740.0","2109.0","","","","","","","","","","","",""
"33754.0","21.0","33747.0","2002.0","","","","","","","","","","","",""
"33761.0","22.0","33754.0","2004.0","","","","","","","","","","","",""
"33768.0","23.0","33761.0","2052.0","","","","","","","","","","","",""
"33775.0","24.0","33768.0","2114.0","","","","","","","","","","","",""
"33782.0","25.0","33775.0","2096.0","","","","","","","","","","","",""
"33789.0","26.0","33782.0","2122.0","","","","","","","","","","","",""
"33796.0","27.0","33789.0","2458.0","","","","","","","","","","","",""
"33803.0","28.0","33796.0","2970.0","","","","","","","","","","","",""
"33810.0","29.0","33803.0","2911.0","","","","","","","","","","","",""
"33817.0","30.0","33810.0","2588.0","","","","","","","","","","","",""
"33824.0","31.0","33817.0","1619.0","","","","","","","","","","","",""
"33831.0","32.0","33824.0","1503.0","","","","","","","","","","","",""
"33838.0","33.0","33831.0","1823.0","","","","","","","","","","","",""
"33845.0","34.0","33838.0","1397.0","","","","","","","","","","","",""
"33852.0","35.0","33845.0","1704.0","","","","","","","","","","","",""
"33859.0","36.0","33852.0","1389.0","","","","","","","","","","","",""
"33866.0","37.0","33859.0","1607.0","","","","","","","","","","","",""
"33873.0","38.0","33866.0","1443.0","","","","","","","","","","","",""
"33880.0","39.0","33873.0","1544.0","","","","","","","","","","","",""
"33887.0","40.0","33880.0","1924.0","","","","","","","","","","","",""
"33894.0","41.0","33887.0","1460.0","","","","","","","","","","","",""
"33901.0","42.0","33894.0","1987.0","","","","","","","","","","","",""
"33908.0","43.0","33901.0","2547.0","","","","","","","","","","","",""
"33915.0","44.0","33908.0","2209.0","","","","","","","","","","","",""
"33922.0","45.0","33915.0","2002.0","","","","","","","","","","","",""
"33929.0","46.0","33922.0","2493.0","","","","","","","","","","","",""
"33936.0","47.0","33929.0","1762.0","","","","","","","","","","","",""
"33943.0","48.0","33936.0","2775.0","","","","","","","","","","","",""
"33950.0","49.0","33943.0","2806.0","","","","","","","","","","","",""
"33957.0","50.0","33950.0","2578.0","","","","","","","","","","","",""
"33964.0","51.0","33957.0","2927.0","","","","","","","","","","","",""
"33971.0","52.0","33964.0","2878.0","","","","","","","","","","","",""
"33978.0","1.0","33971.0","3861.0","","","","","","","","","","","",""
"33985.0","2.0","33978.0","4271.0","","","","","","","","","","","",""
"33992.0","3.0","33985.0","3113.0","","","","","","","","","","","",""
"33999.0","4.0","33992.0","3565.0","","","","","","","","","","","",""
"34006.0","5.0","33999.0","2214.0","","","","","","","","","","","",""
"34013.0","6.0","34006.0","2167.0","","","","","","","","","","","",""
"34020.0","7.0","34013.0","1686.0","","","","","","","","","","","",""
"34027.0","8.0","34020.0","2411.0","","","","","","","","","","","",""
"34034.0","9.0","34027.0","1892.0","","","","","","","","","","","",""
"34041.0","10.0","34034.0","1922.0","","","","","","","","","","","",""
"34048.0","11.0","34041.0","2244.0","","","","","","","","","","","",""
"34055.0","12.0","34048.0","2291.0","","","","","","","","","","","",""
"34062.0","13.0","34055.0","2478.0","","","","","","","","","","","",""
"34069.0","14.0","34062.0","2481.0","","","","","","","","","","","",""
"34076.0","15.0","34069.0","2057.0","","","","","","","","","","","",""
"34083.0","16.0","34076.0","1809.0","","","","","","","","","","","",""
"34090.0","17.0","34083.0","2454.0","","","","","","","","","","","",""
"34097.0","18.0","34090.0","1950.0","","","","","","","","","","","",""
"34104.0","19.0","34097.0","1918.0","","","","","","","","","","","",""
"34111.0","20.0","34104.0","1815.0","","","","","","","","","","","",""
"34118.0","21.0","34111.0","1799.0","","","","","","","","","","","",""
"34125.0","22.0","34118.0","1588.0","","","","","","","","","","","",""
"34132.0","23.0","34125.0","1831.0","","","","","","","","","","","",""
"34139.0","24.0","34132.0","1819.0","","","","","","","","","","","",""
"34146.0","25.0","34139.0","1839.0","","","","","","","","","","","",""
"34153.0","26.0","34146.0","1753.0","","","","","","","","","","","",""
"34160.0","27.0","34153.0","1557.0","","","","","","","","","","","",""
"34167.0","28.0","34160.0","2123.0","","","","","","","","","","","",""
"34174.0","29.0","34167.0","1971.0","","","","","","","","","","","",""
"34181.0","30.0","34174.0","1815.0","","","","","","","","","","","",""
"34188.0","31.0","34181.0","1661.0","","","","","","","","","","","",""
"34195.0","32.0","34188.0","1483.0","","","","","","","","","","","",""
"34202.0","33.0","34195.0","1379.0","","","","","","","","","","","",""
"34209.0","34.0","34202.0","1383.0","","","","","","","","","","","",""
"34216.0","35.0","34209.0","1483.0","","","","","","","","","","","",""
"34223.0","36.0","34216.0","1485.0","","","","","","","","","","","",""
"34230.0","37.0","34223.0","1500.0","","","","","","","","","","","",""
"34237.0","38.0","34230.0","1261.0","","","","","","","","","","","",""
"34244.0","39.0","34237.0","1670.0","","","","","","","","","","","",""
"34251.0","40.0","34244.0","1576.0","","","","","","","","","","","",""
"34258.0","41.0","34251.0","1476.0","","","","","","","","","","","",""
"34265.0","42.0","34258.0","1994.0","","","","","","","","","","","",""
"34272.0","43.0","34265.0","2035.0","","","","","","","","","","","",""
"34279.0","44.0","34272.0","2328.0","","","","","","","","","","","",""
"34286.0","45.0","34279.0","1960.0","","","","","","","","","","","",""
"34293.0","46.0","34286.0","2418.0","","","","","","","","","","","",""
"34300.0","47.0","34293.0","2054.0","","","","","","","","","","","",""
"34307.0","48.0","34300.0","3052.0","","","","","","","","","","","",""
"34314.0","49.0","34307.0","2998.0","","","","","","","","","","","",""
"34321.0","50.0","34314.0","2872.0","","","","","","","","","","","",""
"34328.0","51.0","34321.0","2450.0","","","","","","","","","","","",""
"34335.0","52.0","34328.0","2855.0","","","","","","","","","","","",""
"34342.0","1.0","34335.0","3963.0","","","","","","","","","","","",""
"34349.0","2.0","34342.0","4498.0","","","","","","","","","","","",""
"34356.0","3.0","34349.0","2536.0","","","","","","","","","","","",""
"34363.0","4.0","34356.0","2737.0","","","","","","","","","","","",""
"34370.0","5.0","34363.0","2814.0","","","","","","","","","","","",""
"34377.0","6.0","34370.0","2150.0","","","","","","","","","","","",""
"34384.0","7.0","34377.0","2073.0","","","","","","","","","","","",""
"34391.0","8.0","34384.0","1358.0","","","","","","","","","","","",""
"34398.0","9.0","34391.0","2756.0","","","","","","","","","","","",""
"34405.0","10.0","34398.0","1659.0","","","","","","","","","","","",""
"34412.0","11.0","34405.0","1820.0","","","","","","","","","","","",""
"34419.0","12.0","34412.0","1861.0","","","","","","","","","","","",""
"34426.0","13.0","34419.0","2281.0","","","","","","","","","","","",""
"34433.0","14.0","34426.0","2256.0","","","","","","","","","","","",""
"34440.0","15.0","34433.0","2067.0","","","","","","","","","","","",""
"34447.0","16.0","34440.0","1608.0","","","","","","","","","","","",""
"34454.0","17.0","34447.0","2042.0","","","","","","","","","","","",""
"34461.0","18.0","34454.0","1530.0","","","","","","","","","","","",""
"34468.0","19.0","34461.0","1779.0","","","","","","","","","","","",""
"34475.0","20.0","34468.0","1746.0","","","","","","","","","","","",""
"34482.0","21.0","34475.0","1641.0","","","","","","","","","","","",""
"34489.0","22.0","34482.0","1742.0","","","","","","","","","","","",""
"34496.0","23.0","34489.0","2067.0","","","","","","","","","","","",""
"34503.0","24.0","34496.0","1857.0","","","","","","","","","","","",""
"34510.0","25.0","34503.0","1962.0","","","","","","","","","","","",""
"34517.0","26.0","34510.0","1727.0","","","","","","","","","","","",""
"34524.0","27.0","34517.0","1613.0","","","","","","","","","","","",""
"34531.0","28.0","34524.0","2661.0","","","","","","","","","","","",""
"34538.0","29.0","34531.0","2618.0","","","","","","","","","","","",""
"34545.0","30.0","34538.0","1721.0","","","","","","","","","","","",""
"34552.0","31.0","34545.0","1414.0","","","","","","","","","","","",""
"34559.0","32.0","34552.0","1701.0","","","","","","","","","","","",""
"34566.0","33.0","34559.0","1477.0","","","","","","","","","","","",""
"34573.0","34.0","34566.0","1615.0","","","","","","","","","","","",""
"34580.0","35.0","34573.0","1427.0","","","","","","","","","","","",""
"34587.0","36.0","34580.0","1519.0","","","","","","","","","","","",""
"34594.0","37.0","34587.0","1786.0","","","","","","","","","","","",""
"34601.0","38.0","34594.0","1474.0","","","","","","","","","","","",""
"34608.0","39.0","34601.0","1742.0","","","","","","","","","","","",""
"34615.0","40.0","34608.0","2238.0","","","","","","","","","","","",""
"34622.0","41.0","34615.0","1643.0","","","","","","","","","","","",""
"34629.0","42.0","34622.0","1893.0","","","","","","","","","","","",""
"34636.0","43.0","34629.0","2258.0","","","","","","","","","","","",""
"34643.0","44.0","34636.0","1758.0","","","","","","","","","","","",""
"34650.0","45.0","34643.0","2239.0","","","","","","","","","","","",""
"34657.0","46.0","34650.0","1959.0","","","","","","","","","","","",""
"34664.0","47.0","34657.0","1940.0","","","","","","","","","","","",""
"34671.0","48.0","34664.0","2959.0","","","","","","","","","","","",""
"34678.0","49.0","34671.0","3224.0","","","","","","","","","","","",""
"34685.0","50.0","34678.0","2598.0","","","","","","","","","","","",""
"34692.0","51.0","34685.0","2683.0","","","","","","","","","","","",""
"34699.0","52.0","34692.0","3167.0","","","","","","","","","","","",""
"34706.0","53.0","34699.0","3884.0","","","","","","","","","","","",""
"34713.0","1.0","34706.0","4809.0","","","","","","","","","","","",""
"34720.0","2.0","34713.0","2833.0","","","","","","","","","","","",""
"34727.0","3.0","34720.0","2654.0","","","","","","","","","","","",""
"34734.0","4.0","34727.0","2311.0","","","","","","","","","","","",""
"34741.0","5.0","34734.0","2465.0","","","","","","","","","","","",""
"34748.0","6.0","34741.0","2291.0","","","","","","","","","","","",""
"34755.0","7.0","34748.0","1564.0","","","","","","","","","","","",""
"34762.0","8.0","34755.0","2347.0","","","","","","","","","","","",""
"34769.0","9.0","34762.0","2074.0","","","","","","","","","","","",""
"34776.0","10.0","34769.0","1958.0","","","","","","","","","","","",""
"34783.0","11.0","34776.0","1985.0","","","","","","","","","","","",""
"34790.0","12.0","34783.0","2482.0","","","","","","","","","","","",""
"34797.0","13.0","34790.0","1894.0","","","","","","","","","","","",""
"34804.0","14.0","34797.0","2070.0","","","","","","","","","","","",""
"34811.0","15.0","34804.0","1568.0","","","","","","","","","","","",""
"34818.0","16.0","34811.0","2037.0","","","","","","","","","","","",""
"34825.0","17.0","34818.0","1728.0","","","","","","","","","","","",""
"34832.0","18.0","34825.0","1644.0","","","","","","","","","","","",""
"34839.0","19.0","34832.0","1656.0","","","","","","","","","","","",""
"34846.0","20.0","34839.0","1612.0","","","","","","","","","","","",""
"34853.0","21.0","34846.0","1595.0","","","","","","","","","","","",""
"34860.0","22.0","34853.0","1991.0","","","","","","","","","","","",""
"34867.0","23.0","34860.0","1726.0","","","","","","","","","","","",""
"34874.0","24.0","34867.0","1708.0","","","","","","","","","","","",""
"34881.0","25.0","34874.0","1859.0","","","","","","","","","","","",""
"34888.0","26.0","34881.0","1534.0","","","","","","","","","","","",""
"34895.0","27.0","34888.0","2172.0","","","","","","","","","","","",""
"34902.0","28.0","34895.0","2795.0","","","","","","","","","","","",""
"34909.0","29.0","34902.0","2231.0","","","","","","","","","","","",""
"34916.0","30.0","34909.0","1754.0","","","","","","","","","","","",""
"34923.0","31.0","34916.0","1431.0","","","","","","","","","","","",""
"34930.0","32.0","34923.0","1475.0","","","","","","","","","","","",""
"34937.0","33.0","34930.0","1534.0","","","","","","","","","","","",""
"34944.0","34.0","34937.0","2304.0","","","","","","","","","","","",""
"34951.0","35.0","34944.0","1809.0","","","","","","","","","","","",""
"34958.0","36.0","34951.0","2111.0","","","","","","","","","","","",""
"34965.0","37.0","34958.0","1452.0","","","","","","","","","","","",""
"34972.0","38.0","34965.0","1508.0","","","","","","","","","","","",""
"34979.0","39.0","34972.0","1945.0","","","","","","","","","","","",""
"34986.0","40.0","34979.0","1680.0","","","","","","","","","","","",""
"34993.0","41.0","34986.0","1871.0","","","","","","","","","","","",""
"35000.0","42.0","34993.0","2238.0","","","","","","","","","","","",""
"35007.0","43.0","35000.0","2529.0","","","","","","","","","","","",""
"35014.0","44.0","35007.0","2803.0","","","","","","","","","","","",""
"35021.0","45.0","35014.0","2542.0","","","","","","","","","","","",""
"35028.0","46.0","35021.0","2262.0","","","","","","","","","","","",""
"35035.0","47.0","35028.0","3539.0","","","","","","","","","","","",""
"35042.0","48.0","35035.0","3402.0","","","","","","","","","","","",""
"35049.0","49.0","35042.0","2819.0","","","","","","","","","","","",""
"35056.0","50.0","35049.0","2463.0","","","","","","","","","","","",""
"35063.0","51.0","35056.0","3146.0","","","","","","","","","","","",""
"35070.0","52.0","35063.0","3174.0","","","","","","","","","","","",""
"35077.0","1.0","35070.0","4813.0","","","","","","","","","","","",""
"35084.0","2.0","35077.0","2998.0","","","","","","","","","","","",""
"35091.0","3.0","35084.0","2853.0","","","","","","","","","","","",""
"35098.0","4.0","35091.0","2313.0","","","","","","","","","","","",""
"35105.0","5.0","35098.0","2393.0","","","","","","","","","","","",""
"35112.0","6.0","35105.0","2078.0","","","","","","","","","","","",""
"35119.0","7.0","35112.0","1989.0","","","","","","","","","","","",""
"35126.0","8.0","35119.0","2690.0","","","","","","","","","","","",""
"35133.0","9.0","35126.0","1938.0","","","","","","","","","","","",""
"35140.0","10.0","35133.0","1984.0","","","","","","","","","","","",""
"35147.0","11.0","35140.0","1918.0","","","","","","","","","","","",""
"35154.0","12.0","35147.0","1820.0","","","","","","","","","","","",""
"35161.0","13.0","35154.0","2119.0","","","","","","","","","","","",""
"35168.0","14.0","35161.0","1931.0","","","","","","","","","","","",""
"35175.0","15.0","35168.0","1952.0","","","","","","","","","","","",""
"35182.0","16.0","35175.0","2722.0","","","","","","","","","","","",""
"35189.0","17.0","35182.0","1902.0","","","","","","","","","","","",""
"35196.0","18.0","35189.0","1647.0","","","","","","","","","","","",""
"35203.0","19.0","35196.0","1568.0","","","","","","","","","","","",""
"35210.0","20.0","35203.0","1635.0","","","","","","","","","","","",""
"35217.0","21.0","35210.0","1527.0","","","","","","","","","","","",""
"35224.0","22.0","35217.0","1679.0","","","","","","","","","","","",""
"35231.0","23.0","35224.0","1517.0","","","","","","","","","","","",""
"35238.0","24.0","35231.0","1990.0","","","","","","","","","","","",""
"35245.0","25.0","35238.0","1648.0","","","","","","","","","","","",""
"35252.0","26.0","35245.0","1192.0","","","","","","","","","","","",""
"35259.0","27.0","35252.0","2027.0","","","","","","","","","","","",""
"35266.0","28.0","35259.0","2821.0","","","","","","","","","","","",""
"35273.0","29.0","35266.0","1903.0","","","","","","","","","","","",""
"35280.0","30.0","35273.0","1416.0","","","","","","","","","","","",""
"35287.0","31.0","35280.0","1620.0","","","","","","","","","","","",""
"35294.0","32.0","35287.0","1174.0","","","","","","","","","","","",""
"35301.0","33.0","35294.0","1384.0","","","","","","","","","","","",""
"35308.0","34.0","35301.0","1364.0","","","","","","","","","","","",""
"35315.0","35.0","35308.0","1329.0","","","","","","","","","","","",""
"35322.0","36.0","35315.0","1550.0","","","","","","","","","","","",""
"35329.0","37.0","35322.0","1242.0","","","","","","","","","","","",""
"35336.0","38.0","35329.0","1257.0","","","","","","","","","","","",""
"35343.0","39.0","35336.0","1421.0","","","","","","","","","","","",""
"35350.0","40.0","35343.0","1487.0","","","","","","","","","","","",""
"35357.0","41.0","35350.0","1578.0","","","","","","","","","","","",""
"35364.0","42.0","35357.0","1849.0","","","","","","","","","","","",""
"35371.0","43.0","35364.0","2451.0","","","","","","","","","","","",""
"35378.0","44.0","35371.0","2016.0","","","","","","","","","","","",""
