"Report date","Week #","Week ","ME","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35385.0","45.0","35378.0","1827.0","","","","","","","","","","","",""
"35392.0","46.0","35385.0","2045.0","","","","","","","","","","","",""
"35399.0","47.0","35392.0","1727.0","","","","","","","","","","","",""
"35406.0","48.0","35399.0","2850.0","","","","","","","","","","","",""
"35413.0","49.0","35406.0","2511.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","2286.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","2174.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","3362.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","5318.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","2716.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","2371.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","2333.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","1821.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","1834.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","1395.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","2319.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","1378.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","1564.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","1677.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","1586.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","1882.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","2002.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","1802.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","1283.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","1616.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","1402.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","1279.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","1257.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","1274.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","1152.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","1379.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","1267.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","1090.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","957.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","1190.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","1143.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","1263.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","1253.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","1056.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","899.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","935.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","991.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","805.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","1023.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","942.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","864.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","1070.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","1005.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","1095.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","1455.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","1865.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","1551.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","1548.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","1776.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","1786.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","2233.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","2070.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","2005.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","1988.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","2295.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","2567.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","2306.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","4585.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","3306.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","1934.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","1915.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","1563.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","1699.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","1436.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","1430.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","1240.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","1414.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","1614.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","1403.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","1171.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","1005.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","1066.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","1075.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","1060.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","1211.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","1074.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","863.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","929.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","1092.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","1293.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","1225.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","1068.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","1368.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","1306.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","1213.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","1302.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","952.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","949.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","878.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","977.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","725.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","1027.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","797.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","908.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","1008.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","987.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","1346.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","1752.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","1485.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","1305.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","1645.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","1617.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","2025.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","2429.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","2480.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","3009.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","2917.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","2886.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","3127.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","2291.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","2790.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","1765.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","2037.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","1630.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","1867.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","1404.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","1433.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","1324.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","1533.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","1757.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","1626.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","1489.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","1263.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","1546.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","1084.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","1186.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","1097.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","1103.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","1028.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","1020.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","1007.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","1106.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","1088.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","1201.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","1006.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","1230.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","1143.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","868.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","944.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","844.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","841.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","843.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","727.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","811.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","776.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","816.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","1029.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","950.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","1181.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","1399.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","1433.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","1348.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","1742.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","1208.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","1764.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","1864.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","1793.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","1952.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","2264.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","2410.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","2638.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","2013.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","1650.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","1561.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","1394.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","1177.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","1291.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","1174.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","1181.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","1233.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","1595.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","1551.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","1225.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","1176.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","1234.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","1280.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","904.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","901.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","898.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","996.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","829.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","1002.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","910.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","1020.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","1113.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","831.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","1159.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","1054.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","1014.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","1151.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","1065.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","1301.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","816.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","1258.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","1775.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","1415.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","902.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","889.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","984.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","987.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","1175.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","1300.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","1577.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","1663.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","1457.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","1318.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","1704.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","2120.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","1970.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","1985.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","2549.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","1933.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","2875.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","1934.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","1895.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","1678.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","1612.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","1460.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","1255.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","1396.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","1138.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","1396.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","1411.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","1712.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","1469.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","1689.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","1417.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","1537.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","1280.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","1272.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","1290.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","1230.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","1163.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","1567.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","1126.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","1125.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","1568.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","1048.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","1622.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","1253.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","1335.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","1235.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","993.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","1055.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","999.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","1156.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","753.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","924.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","1202.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","1245.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","1191.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","1197.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","1612.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","1681.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","1762.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","1823.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","1625.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","1744.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","2777.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","2192.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","2276.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","2146.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","2114.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","2754.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","3392.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","2735.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","1693.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","1532.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","1717.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","1553.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","1449.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","1610.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","1606.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","1613.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","1388.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","1921.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","1991.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","1416.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","1502.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","1755.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","1469.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","1338.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","1361.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","1428.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","1215.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","993.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","1067.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","1293.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","1305.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","909.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","1163.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","1200.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","1170.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","1062.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","901.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","952.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","934.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","1095.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","756.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","1051.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","1041.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","892.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","850.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","1377.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","1158.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","1801.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","1689.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","1910.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","1673.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","1870.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","1664.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","2104.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","2286.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","2036.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","1520.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","2284.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","2958.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","2702.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","2369.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","2565.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","1552.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","1670.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","1416.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","1720.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","1128.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","1404.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","1282.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","1515.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","1832.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","1456.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","1329.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","1176.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","1516.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","1203.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","1189.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","1029.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","1207.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","1040.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","1121.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","1386.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","1165.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","1204.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","1117.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","1204.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","1043.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","952.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","1013.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","907.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","888.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","877.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","883.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","958.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","942.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","890.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","1037.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","1170.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","1028.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","1413.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","1764.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","1426.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","1409.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","1633.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","1543.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","1807.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","2258.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","1878.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","1885.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","1693.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","3014.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","2557.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","2009.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","2935.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","1524.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","1370.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","1281.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","1687.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","1074.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","1237.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","1333.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","1171.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","1701.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","1487.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","1216.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","1175.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","1439.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","778.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","1058.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","1031.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","1026.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","1040.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","1022.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","1046.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","1038.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","1006.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","943.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","1179.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","1036.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","1020.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","793.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","862.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","852.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","768.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","885.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","742.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","884.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","791.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","894.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","1033.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","903.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","1258.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","1491.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","1640.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","1371.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","1825.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","1686.0","","","","","","","","","","","",""
"38325.0","48.0","38318.0","2101.0","","","","","","","","","","","",""
"38332.0","49.0","38325.0","2319.0","","","","","","","","","","","",""
"38339.0","50.0","38332.0","2129.0","","","","","","","","","","","",""
"38346.0","51.0","38339.0","2104.0","","","","","","","","","","","",""
