"Report date","Week #","Week ","ID","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35385.0","45.0","35378.0","2585.0","","","","","","","","","","","",""
"35392.0","46.0","35385.0","3618.0","","","","","","","","","","","",""
"35399.0","47.0","35392.0","3547.0","","","","","","","","","","","",""
"35406.0","48.0","35399.0","3306.0","","","","","","","","","","","",""
"35413.0","49.0","35406.0","2650.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","3256.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","5283.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","3658.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","4289.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","2610.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","2372.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","2627.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","2440.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","2337.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","2638.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","2836.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","2454.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","2341.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","2117.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","2139.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","1884.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","2346.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","1886.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","2073.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","1986.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","1841.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","1769.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","1401.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","1373.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","1585.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","1264.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","1141.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","1213.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","1618.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","1878.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","1304.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","1538.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","1957.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","2320.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","1617.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","1199.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","1398.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","1282.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","1243.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","1233.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","1144.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","1160.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","1530.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","1315.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","2644.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","2071.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","1970.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","2021.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","2644.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","3723.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","2897.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","2813.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","3165.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","4616.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","3509.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","4039.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","2839.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","2425.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","2702.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","2458.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","2308.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","2428.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","2173.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","2093.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","2392.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","1635.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","1688.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","1853.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","2471.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","1936.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","1541.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","1605.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","1443.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","1590.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","1986.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","2374.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","1883.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","1670.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","1340.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","1339.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","1601.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","2019.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","1348.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","1469.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","1404.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","2099.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","1520.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","1503.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","1233.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","1653.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","1176.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","1201.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","1044.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","1296.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","1666.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","1500.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","1556.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","1585.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","2388.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","2361.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","2722.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","3611.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","3097.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","2677.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","2606.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","4737.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","3813.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","3779.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","2412.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","2547.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","2882.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","2695.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","2707.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","2241.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","2297.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","1864.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","2009.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","1627.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","1522.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","2269.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","2992.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","1597.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","1598.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","1603.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","1639.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","1587.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","1535.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","1802.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","1735.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","1482.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","1475.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","1174.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","1473.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","1742.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","1242.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","1205.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","1950.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","2249.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","1421.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","1074.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","922.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","1463.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","1087.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","931.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","880.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","950.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","1380.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","1332.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","1582.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","1763.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","2055.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","2057.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","2297.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","3226.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","2869.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","2667.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","2671.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","3366.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","4213.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","4175.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","2775.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","2256.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","2298.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","2422.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","2341.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","2253.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","2129.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","2182.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","2023.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","1747.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","1656.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","1617.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","1962.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","1435.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","1661.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","1646.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","1385.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","1346.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","1340.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","1699.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","1526.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","1329.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","1360.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","1453.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","1730.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","2091.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","1279.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","1180.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","1411.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","1943.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","1727.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","1303.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","1200.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","1670.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","1209.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","1009.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","919.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","885.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","1422.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","1716.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","1408.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","1466.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","2513.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","2112.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","3362.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","3575.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","2865.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","2510.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","3302.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","3507.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","4116.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","2659.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","3371.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","2411.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","2901.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","2945.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","2519.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","2597.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","2476.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","2515.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","2052.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","1993.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","1713.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","2203.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","2469.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","2250.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","1827.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","1538.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","1829.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","1508.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","1561.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","2170.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","2236.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","1921.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","1926.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","1321.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","1663.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","3295.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","1633.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","1366.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","1679.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","2002.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","1932.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","2144.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","2204.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","1703.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","1815.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","1398.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","1447.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","1471.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","1709.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","2317.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","3010.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","3113.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","3138.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","2921.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","2640.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","5329.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","4142.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","3872.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","3527.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","3949.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","5854.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","3791.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","4579.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","3207.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","2970.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","3029.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","2719.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","3260.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","2837.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","2471.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","2379.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","2347.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","2413.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","3029.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","2099.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","2568.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","2300.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","1939.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","2092.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","1625.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","1575.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","2460.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","1919.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","1859.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","1821.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","1899.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","1848.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","3096.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","2021.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","1737.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","1864.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","2516.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","2078.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","1606.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","1588.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","1693.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","1841.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","1539.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","1341.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","1470.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","1557.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","1890.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","1787.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","2178.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","2951.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","3290.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","3215.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","3166.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","4599.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","3925.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","3083.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","3676.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","6528.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","4934.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","4349.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","3024.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","2984.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","3534.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","3495.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","2871.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","3134.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","3274.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","2777.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","2599.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","2360.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","2752.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","2501.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","2634.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","2712.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","2739.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","2236.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","2202.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","1889.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","2169.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","2106.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","2231.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","1858.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","1598.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","1823.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","2690.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","2625.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","1766.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","1615.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","1881.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","2239.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","1980.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","1636.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","1689.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","1697.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","1690.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","1562.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","1768.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","1684.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","2083.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","2078.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","2188.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","2213.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","3262.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","2666.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","3013.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","4895.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","3879.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","2676.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","2923.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","5274.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","5024.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","4966.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","2932.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","2498.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","2730.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","2804.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","2232.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","2450.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","2659.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","2297.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","2181.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","1867.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","2064.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","1808.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","2189.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","1946.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","1953.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","1473.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","1314.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","1707.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","1923.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","1964.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","1636.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","1621.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","1283.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","1458.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","2016.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","1824.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","1389.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","1432.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","1526.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","1713.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","1755.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","1358.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","1694.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","1545.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","1377.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","1394.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","1350.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","1158.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","1785.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","1565.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","2021.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","2117.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","2570.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","2262.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","2289.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","4184.0","","","","","","","","","","","",""
"38325.0","48.0","38318.0","3921.0","","","","","","","","","","","",""
"38332.0","49.0","38325.0","3099.0","","","","","","","","","","","",""
