"Report date","Week #","Week ","ID","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"33033.0","22.0","33026.0","1780.0","","Week 22","2186.0","2144.0","1436.0","3644.0","","22.0","38790.0","42186.0","54651.0","193834.0"
"33040.0","23.0","33033.0","1276.0","","Week 23","3620.0","2204.0","1993.0","3794.0","","23.0","42410.0","44390.0","56644.0","197628.0"
"33047.0","24.0","33040.0","1839.0","","Week 24","5116.0","1703.0","1688.0","3686.0","","24.0","47526.0","46093.0","58332.0","201314.0"
"33054.0","25.0","33047.0","1609.0","","Week 25","3981.0","1815.0","2006.0","3804.0","","25.0","51507.0","47908.0","60338.0","205118.0"
"33061.0","26.0","33054.0","2922.0","","Week 26","3979.0","1398.0","1721.0","3672.0","","26.0","55486.0","49306.0","62059.0","208790.0"
"33068.0","27.0","33061.0","2044.0","","Week 27","2664.0","1447.0","1702.0","3437.0","","27.0","58150.0","50753.0","63761.0","212227.0"
"33075.0","28.0","33068.0","1736.0","","Week 28","2097.0","1471.0","1641.0","2995.0","","28.0","60247.0","52224.0","65402.0","215222.0"
"33082.0","29.0","33075.0","1828.0","","Week 29","2522.0","1709.0","2516.0","2955.0","","29.0","62769.0","53933.0","67918.0","218177.0"
"33089.0","30.0","33082.0","1931.0","","Week 30","2886.0","2317.0","2153.0","3519.0","","30.0","65655.0","56250.0","70071.0","221696.0"
"33096.0","31.0","33089.0","1203.0","","Week 31","2513.0","3010.0","1491.0","3081.0","","31.0","68168.0","59260.0","71562.0","224777.0"
"33103.0","32.0","33096.0","1472.0","","Week 32","3007.0","3113.0","1851.0","","","32.0","71175.0","62373.0","73413.0",""
"33110.0","33.0","33103.0","1201.0","","Week 33","2061.0","3138.0","2151.0","","","33.0","73236.0","65511.0","75564.0",""
"33117.0","34.0","33110.0","1186.0","","Week 34","2204.0","2921.0","2216.0","","","34.0","75440.0","68432.0","77780.0",""
"33124.0","35.0","33117.0","970.0","","Week 35","1769.0","2640.0","2234.0","","","35.0","77209.0","71072.0","80014.0",""
"33131.0","36.0","33124.0","1016.0","","Week 36","2503.0","5329.0","2039.0","","","36.0","79712.0","76401.0","82053.0",""
"33138.0","37.0","33131.0","967.0","","Week 37","2430.0","4142.0","1991.0","","","37.0","82142.0","80543.0","84044.0",""
"33145.0","38.0","33138.0","997.0","","Week 38","1804.0","","1914.0","","","38.0","83946.0","","85958.0",""
"33152.0","39.0","33145.0","1259.0","","Week 39","","","1736.0","","","39.0","","","87694.0",""
"33159.0","40.0","33152.0","1523.0","","Week 40","","","1775.0","","","40.0","","","89469.0",""
"33166.0","41.0","33159.0","1865.0","","Week 41","","","1769.0","","","41.0","","","91238.0",""
"33173.0","42.0","33166.0","1710.0","","Week 42","","","2198.0","","","42.0","","","93436.0",""
"33180.0","43.0","33173.0","1909.0","","Week 43","","","2855.0","","","43.0","","","96291.0",""
"33187.0","44.0","33180.0","2619.0","","Week 44","","","3066.0","","","44.0","","","99357.0",""
"33194.0","45.0","33187.0","2202.0","","Week 45","","","3462.0","","","45.0","","","102819.0",""
"33201.0","46.0","33194.0","3558.0","","Week 46","","","4111.0","","","46.0","","","106930.0",""
"33208.0","47.0","33201.0","2808.0","","Week 47","","","5057.0","","","47.0","","","111987.0",""
"33215.0","48.0","33208.0","2644.0","","Week 48","","","4735.0","","","48.0","","","116722.0",""
"33222.0","49.0","33215.0","2186.0","","Week 49","","","4791.0","","","49.0","","","121513.0",""
"33229.0","50.0","33222.0","3620.0","","Week 50","","","5885.0","","","50.0","","","127398.0",""
"33236.0","51.0","33229.0","5116.0","","Week 51","","","5565.0","","","51.0","","","132963.0",""
"33243.0","52.0","33236.0","3981.0","","Week 52","","","4987.0","","","52.0","","","137950.0",""
"33250.0","1.0","33243.0","3979.0","","Week 53","","","5945.0","","","53.0","","","143895.0",""
"33257.0","2.0","33250.0","2664.0","","Week 54","","","7303.0","","","54.0","","","151198.0",""
"33264.0","3.0","33257.0","2097.0","","Week 55","","","5480.0","","","55.0","","","156678.0",""
"33271.0","4.0","33264.0","2522.0","","Week 56","","","5937.0","","","56.0","","","162615.0",""
"33278.0","5.0","33271.0","2886.0","","Week 57","","","4982.0","","","57.0","","","167597.0",""
"33285.0","6.0","33278.0","2513.0","","Week 58","","","4581.0","","","58.0","","","172178.0",""
"33292.0","7.0","33285.0","3007.0","","Week 59","","","4633.0","","","59.0","","","176811.0",""
"33299.0","8.0","33292.0","2061.0","","Week 60","","","4385.0","","","60.0","","","181196.0",""
"33306.0","9.0","33299.0","2204.0","","Week 61","","","4286.0","","","61.0","","","185482.0",""
"33313.0","10.0","33306.0","1769.0","","Week 62","","","4060.0","","","62.0","","","189542.0",""
"33320.0","11.0","33313.0","2503.0","","Week 63","","","3967.0","","","63.0","","","193509.0",""
"33327.0","12.0","33320.0","2430.0","","Week 64","","","3846.0","","","64.0","","","197355.0",""
"33334.0","13.0","33327.0","1804.0","","Week 65","","","3724.0","","","65.0","","","201079.0",""
"33341.0","14.0","33334.0","2620.0","","Week 66","","","3356.0","","","66.0","","","204435.0",""
"33348.0","15.0","33341.0","2059.0","","Week 67","","","3620.0","","","67.0","","","208055.0",""
"33355.0","16.0","33348.0","1695.0","","Week 68","","","3672.0","","","68.0","","","211727.0",""
"33362.0","17.0","33355.0","1512.0","","Week 69","","","4039.0","","","69.0","","","215766.0",""
"33369.0","18.0","33362.0","1432.0","","Week 70","","","3530.0","","","70.0","","","219296.0",""
"33376.0","19.0","33369.0","1495.0","","Week 71","","","2945.0","","","71.0","","","222241.0",""
"33383.0","20.0","33376.0","1751.0","","Week 72","","","3266.0","","","72.0","","","225507.0",""
"33390.0","21.0","33383.0","1169.0","","Week 73","","","3185.0","","","73.0","","","228692.0",""
"33397.0","22.0","33390.0","1692.0","","Week 74","","","2751.0","","","74.0","","","231443.0",""
"33404.0","23.0","33397.0","1618.0","","Week 75","","","2814.0","","","75.0","","","234257.0",""
"33411.0","24.0","33404.0","1469.0","","Week 76","","","2989.0","","","76.0","","","237246.0",""
"33418.0","25.0","33411.0","1581.0","","Week 77","","","3092.0","","","77.0","","","240338.0",""
"33425.0","26.0","33418.0","2483.0","","Week 78","","","3365.0","","","78.0","","","243703.0",""
"33432.0","27.0","33425.0","2180.0","","Week 79","","","2890.0","","","79.0","","","246593.0",""
"33439.0","28.0","33432.0","1983.0","","Week 80","","","2592.0","","","80.0","","","249185.0",""
"33446.0","29.0","33439.0","1675.0","","Week 81","","","2968.0","","","81.0","","","252153.0",""
"33453.0","30.0","33446.0","1984.0","","","","","","","","","","","",""
"33460.0","31.0","33453.0","2062.0","","","","","","","","","","","",""
"33467.0","32.0","33460.0","1568.0","","","","","","","","","","","",""
"33474.0","33.0","33467.0","1238.0","","","","","","","","","","","",""
"33481.0","34.0","33474.0","1192.0","","","","","","","","","","","",""
"33488.0","35.0","33481.0","1252.0","","","","","","","","","","","",""
"33495.0","36.0","33488.0","1325.0","","","","","","","","","","","",""
"33502.0","37.0","33495.0","1291.0","","","","","","","","","","","",""
"33509.0","38.0","33502.0","1263.0","","","","","","","","","","","",""
"33516.0","39.0","33509.0","1259.0","","","","","","","","","","","",""
"33523.0","40.0","33516.0","1767.0","","","","","","","","","","","",""
"33530.0","41.0","33523.0","1398.0","","","","","","","","","","","",""
"33537.0","42.0","33530.0","1948.0","","","","","","","","","","","",""
"33544.0","43.0","33537.0","2384.0","","","","","","","","","","","",""
"33551.0","44.0","33544.0","3112.0","","","","","","","","","","","",""
"33558.0","45.0","33551.0","2780.0","","","","","","","","","","","",""
"33565.0","46.0","33558.0","2923.0","","","","","","","","","","","",""
"33572.0","47.0","33565.0","3701.0","","","","","","","","","","","",""
"33579.0","48.0","33572.0","3932.0","","","","","","","","","","","",""
"33586.0","49.0","33579.0","3141.0","","","","","","","","","","","",""
"33593.0","50.0","33586.0","2609.0","","","","","","","","","","","",""
"33600.0","51.0","33593.0","4905.0","","","","","","","","","","","",""
"33607.0","52.0","33600.0","3253.0","","","","","","","","","","","",""
"33614.0","1.0","33607.0","4399.0","","","","","","","","","","","",""
"33621.0","2.0","33614.0","2801.0","","","","","","","","","","","",""
"33628.0","3.0","33621.0","2136.0","","","","","","","","","","","",""
"33635.0","4.0","33628.0","2773.0","","","","","","","","","","","",""
"33642.0","5.0","33635.0","2650.0","","","","","","","","","","","",""
"33649.0","6.0","33642.0","2516.0","","","","","","","","","","","",""
"33656.0","7.0","33649.0","2822.0","","","","","","","","","","","",""
"33663.0","8.0","33656.0","2489.0","","","","","","","","","","","",""
"33670.0","9.0","33663.0","2150.0","","","","","","","","","","","",""
"33677.0","10.0","33670.0","1869.0","","","","","","","","","","","",""
"33684.0","11.0","33677.0","1681.0","","","","","","","","","","","",""
"33691.0","12.0","33684.0","2098.0","","","","","","","","","","","",""
"33698.0","13.0","33691.0","2101.0","","","","","","","","","","","",""
"33705.0","14.0","33698.0","2482.0","","","","","","","","","","","",""
"33712.0","15.0","33705.0","2665.0","","","","","","","","","","","",""
"33719.0","16.0","33712.0","1804.0","","","","","","","","","","","",""
"33726.0","17.0","33719.0","1640.0","","","","","","","","","","","",""
"33733.0","18.0","33726.0","1615.0","","","","","","","","","","","",""
"33740.0","19.0","33733.0","1361.0","","","","","","","","","","","",""
"33747.0","20.0","33740.0","1566.0","","","","","","","","","","","",""
"33754.0","21.0","33747.0","1657.0","","","","","","","","","","","",""
"33761.0","22.0","33754.0","1788.0","","","","","","","","","","","",""
"33768.0","23.0","33761.0","1499.0","","","","","","","","","","","",""
"33775.0","24.0","33768.0","1510.0","","","","","","","","","","","",""
"33782.0","25.0","33775.0","1314.0","","","","","","","","","","","",""
"33789.0","26.0","33782.0","1689.0","","","","","","","","","","","",""
"33796.0","27.0","33789.0","2438.0","","","","","","","","","","","",""
"33803.0","28.0","33796.0","2375.0","","","","","","","","","","","",""
"33810.0","29.0","33803.0","2019.0","","","","","","","","","","","",""
"33817.0","30.0","33810.0","2214.0","","","","","","","","","","","",""
"33824.0","31.0","33817.0","2194.0","","","","","","","","","","","",""
"33831.0","32.0","33824.0","1566.0","","","","","","","","","","","",""
"33838.0","33.0","33831.0","1403.0","","","","","","","","","","","",""
"33845.0","34.0","33838.0","1516.0","","","","","","","","","","","",""
"33852.0","35.0","33845.0","1417.0","","","","","","","","","","","",""
"33859.0","36.0","33852.0","1319.0","","","","","","","","","","","",""
"33866.0","37.0","33859.0","1328.0","","","","","","","","","","","",""
"33873.0","38.0","33866.0","1195.0","","","","","","","","","","","",""
"33880.0","39.0","33873.0","1182.0","","","","","","","","","","","",""
"33887.0","40.0","33880.0","1964.0","","","","","","","","","","","",""
"33894.0","41.0","33887.0","1750.0","","","","","","","","","","","",""
"33901.0","42.0","33894.0","1852.0","","","","","","","","","","","",""
"33908.0","43.0","33901.0","1912.0","","","","","","","","","","","",""
"33915.0","44.0","33908.0","2456.0","","","","","","","","","","","",""
"33922.0","45.0","33915.0","2513.0","","","","","","","","","","","",""
"33929.0","46.0","33922.0","2780.0","","","","","","","","","","","",""
"33936.0","47.0","33929.0","2820.0","","","","","","","","","","","",""
"33943.0","48.0","33936.0","3149.0","","","","","","","","","","","",""
"33950.0","49.0","33943.0","2753.0","","","","","","","","","","","",""
"33957.0","50.0","33950.0","2303.0","","","","","","","","","","","",""
"33964.0","51.0","33957.0","3343.0","","","","","","","","","","","",""
"33971.0","52.0","33964.0","3467.0","","","","","","","","","","","",""
"33978.0","1.0","33971.0","4358.0","","","","","","","","","","","",""
"33985.0","2.0","33978.0","2726.0","","","","","","","","","","","",""
"33992.0","3.0","33985.0","2038.0","","","","","","","","","","","",""
"33999.0","4.0","33992.0","2274.0","","","","","","","","","","","",""
"34006.0","5.0","33999.0","2467.0","","","","","","","","","","","",""
"34013.0","6.0","34006.0","2152.0","","","","","","","","","","","",""
"34020.0","7.0","34013.0","2893.0","","","","","","","","","","","",""
"34027.0","8.0","34020.0","2683.0","","","","","","","","","","","",""
"34034.0","9.0","34027.0","2739.0","","","","","","","","","","","",""
"34041.0","10.0","34034.0","2213.0","","","","","","","","","","","",""
"34048.0","11.0","34041.0","1975.0","","","","","","","","","","","",""
"34055.0","12.0","34048.0","1890.0","","","","","","","","","","","",""
"34062.0","13.0","34055.0","1675.0","","","","","","","","","","","",""
"34069.0","14.0","34062.0","3538.0","","","","","","","","","","","",""
"34076.0","15.0","34069.0","2219.0","","","","","","","","","","","",""
"34083.0","16.0","34076.0","1673.0","","","","","","","","","","","",""
"34090.0","17.0","34083.0","1377.0","","","","","","","","","","","",""
"34097.0","18.0","34090.0","1735.0","","","","","","","","","","","",""
"34104.0","19.0","34097.0","1504.0","","","","","","","","","","","",""
"34111.0","20.0","34104.0","1578.0","","","","","","","","","","","",""
"34118.0","21.0","34111.0","1307.0","","","","","","","","","","","",""
"34125.0","22.0","34118.0","1886.0","","","","","","","","","","","",""
"34132.0","23.0","34125.0","1584.0","","","","","","","","","","","",""
"34139.0","24.0","34132.0","1370.0","","","","","","","","","","","",""
"34146.0","25.0","34139.0","1487.0","","","","","","","","","","","",""
"34153.0","26.0","34146.0","1464.0","","","","","","","","","","","",""
"34160.0","27.0","34153.0","1626.0","","","","","","","","","","","",""
"34167.0","28.0","34160.0","1400.0","","","","","","","","","","","",""
"34174.0","29.0","34167.0","1705.0","","","","","","","","","","","",""
"34181.0","30.0","34174.0","1836.0","","","","","","","","","","","",""
"34188.0","31.0","34181.0","1630.0","","","","","","","","","","","",""
"34195.0","32.0","34188.0","1428.0","","","","","","","","","","","",""
"34202.0","33.0","34195.0","1306.0","","","","","","","","","","","",""
"34209.0","34.0","34202.0","1040.0","","","","","","","","","","","",""
"34216.0","35.0","34209.0","1211.0","","","","","","","","","","","",""
"34223.0","36.0","34216.0","977.0","","","","","","","","","","","",""
"34230.0","37.0","34223.0","1195.0","","","","","","","","","","","",""
"34237.0","38.0","34230.0","1193.0","","","","","","","","","","","",""
"34244.0","39.0","34237.0","911.0","","","","","","","","","","","",""
"34251.0","40.0","34244.0","1523.0","","","","","","","","","","","",""
"34258.0","41.0","34251.0","1289.0","","","","","","","","","","","",""
"34265.0","42.0","34258.0","1474.0","","","","","","","","","","","",""
"34272.0","43.0","34265.0","1640.0","","","","","","","","","","","",""
"34279.0","44.0","34272.0","1949.0","","","","","","","","","","","",""
"34286.0","45.0","34279.0","1683.0","","","","","","","","","","","",""
"34293.0","46.0","34286.0","2412.0","","","","","","","","","","","",""
"34300.0","47.0","34293.0","3759.0","","","","","","","","","","","",""
"34307.0","48.0","34300.0","3014.0","","","","","","","","","","","",""
"34314.0","49.0","34307.0","2349.0","","","","","","","","","","","",""
"34321.0","50.0","34314.0","2362.0","","","","","","","","","","","",""
"34328.0","51.0","34321.0","2737.0","","","","","","","","","","","",""
"34335.0","52.0","34328.0","3443.0","","","","","","","","","","","",""
"34342.0","1.0","34335.0","4397.0","","","","","","","","","","","",""
"34349.0","2.0","34342.0","2736.0","","","","","","","","","","","",""
"34356.0","3.0","34349.0","2306.0","","","","","","","","","","","",""
"34363.0","4.0","34356.0","2654.0","","","","","","","","","","","",""
"34370.0","5.0","34363.0","2062.0","","","","","","","","","","","",""
"34377.0","6.0","34370.0","2095.0","","","","","","","","","","","",""
"34384.0","7.0","34377.0","2180.0","","","","","","","","","","","",""
"34391.0","8.0","34384.0","2221.0","","","","","","","","","","","",""
"34398.0","9.0","34391.0","2383.0","","","","","","","","","","","",""
"34405.0","10.0","34398.0","1787.0","","","","","","","","","","","",""
"34412.0","11.0","34405.0","1591.0","","","","","","","","","","","",""
"34419.0","12.0","34412.0","1613.0","","","","","","","","","","","",""
"34426.0","13.0","34419.0","2521.0","","","","","","","","","","","",""
"34433.0","14.0","34426.0","2519.0","","","","","","","","","","","",""
"34440.0","15.0","34433.0","1948.0","","","","","","","","","","","",""
"34447.0","16.0","34440.0","1600.0","","","","","","","","","","","",""
"34454.0","17.0","34447.0","1542.0","","","","","","","","","","","",""
"34461.0","18.0","34454.0","1708.0","","","","","","","","","","","",""
"34468.0","19.0","34461.0","1393.0","","","","","","","","","","","",""
"34475.0","20.0","34468.0","1408.0","","","","","","","","","","","",""
"34482.0","21.0","34475.0","1484.0","","","","","","","","","","","",""
"34489.0","22.0","34482.0","1422.0","","","","","","","","","","","",""
"34496.0","23.0","34489.0","1436.0","","","","","","","","","","","",""
"34503.0","24.0","34496.0","1448.0","","","","","","","","","","","",""
"34510.0","25.0","34503.0","1340.0","","","","","","","","","","","",""
"34517.0","26.0","34510.0","1777.0","","","","","","","","","","","",""
"34524.0","27.0","34517.0","2080.0","","","","","","","","","","","",""
"34531.0","28.0","34524.0","1422.0","","","","","","","","","","","",""
"34538.0","29.0","34531.0","1968.0","","","","","","","","","","","",""
"34545.0","30.0","34538.0","1591.0","","","","","","","","","","","",""
"34552.0","31.0","34545.0","1827.0","","","","","","","","","","","",""
"34559.0","32.0","34552.0","1810.0","","","","","","","","","","","",""
"34566.0","33.0","34559.0","1522.0","","","","","","","","","","","",""
"34573.0","34.0","34566.0","1176.0","","","","","","","","","","","",""
"34580.0","35.0","34573.0","1368.0","","","","","","","","","","","",""
"34587.0","36.0","34580.0","1362.0","","","","","","","","","","","",""
"34594.0","37.0","34587.0","1248.0","","","","","","","","","","","",""
"34601.0","38.0","34594.0","1014.0","","","","","","","","","","","",""
"34608.0","39.0","34601.0","1163.0","","","","","","","","","","","",""
"34615.0","40.0","34608.0","2165.0","","","","","","","","","","","",""
"34622.0","41.0","34615.0","1770.0","","","","","","","","","","","",""
"34629.0","42.0","34622.0","1761.0","","","","","","","","","","","",""
"34636.0","43.0","34629.0","1802.0","","","","","","","","","","","",""
"34643.0","44.0","34636.0","2836.0","","","","","","","","","","","",""
"34650.0","45.0","34643.0","2454.0","","","","","","","","","","","",""
"34657.0","46.0","34650.0","3385.0","","","","","","","","","","","",""
"34664.0","47.0","34657.0","3745.0","","","","","","","","","","","",""
"34671.0","48.0","34664.0","3257.0","","","","","","","","","","","",""
"34678.0","49.0","34671.0","2764.0","","","","","","","","","","","",""
"34685.0","50.0","34678.0","2613.0","","","","","","","","","","","",""
"34692.0","51.0","34685.0","3165.0","","","","","","","","","","","",""
"34699.0","52.0","34692.0","3100.0","","","","","","","","","","","",""
"34706.0","53.0","34699.0","4030.0","","","","","","","","","","","",""
"34713.0","1.0","34706.0","3267.0","","","","","","","","","","","",""
"34720.0","2.0","34713.0","2503.0","","","","","","","","","","","",""
"34727.0","3.0","34720.0","2573.0","","","","","","","","","","","",""
"34734.0","4.0","34727.0","3030.0","","","","","","","","","","","",""
"34741.0","5.0","34734.0","2843.0","","","","","","","","","","","",""
"34748.0","6.0","34741.0","2863.0","","","","","","","","","","","",""
"34755.0","7.0","34748.0","3332.0","","","","","","","","","","","",""
"34762.0","8.0","34755.0","2935.0","","","","","","","","","","","",""
"34769.0","9.0","34762.0","2419.0","","","","","","","","","","","",""
"34776.0","10.0","34769.0","2313.0","","","","","","","","","","","",""
"34783.0","11.0","34776.0","2101.0","","","","","","","","","","","",""
"34790.0","12.0","34783.0","2064.0","","","","","","","","","","","",""
"34797.0","13.0","34790.0","2344.0","","","","","","","","","","","",""
"34804.0","14.0","34797.0","2484.0","","","","","","","","","","","",""
"34811.0","15.0","34804.0","2198.0","","","","","","","","","","","",""
"34818.0","16.0","34811.0","1796.0","","","","","","","","","","","",""
"34825.0","17.0","34818.0","1751.0","","","","","","","","","","","",""
"34832.0","18.0","34825.0","2034.0","","","","","","","","","","","",""
"34839.0","19.0","34832.0","2159.0","","","","","","","","","","","",""
"34846.0","20.0","34839.0","1440.0","","","","","","","","","","","",""
"34853.0","21.0","34846.0","1355.0","","","","","","","","","","","",""
"34860.0","22.0","34853.0","2010.0","","","","","","","","","","","",""
"34867.0","23.0","34860.0","1548.0","","","","","","","","","","","",""
"34874.0","24.0","34867.0","1649.0","","","","","","","","","","","",""
"34881.0","25.0","34874.0","1950.0","","","","","","","","","","","",""
"34888.0","26.0","34881.0","2620.0","","","","","","","","","","","",""
"34895.0","27.0","34888.0","1926.0","","","","","","","","","","","",""
"34902.0","28.0","34895.0","1529.0","","","","","","","","","","","",""
"34909.0","29.0","34902.0","1579.0","","","","","","","","","","","",""
"34916.0","30.0","34909.0","1944.0","","","","","","","","","","","",""
"34923.0","31.0","34916.0","2039.0","","","","","","","","","","","",""
"34930.0","32.0","34923.0","1834.0","","","","","","","","","","","",""
"34937.0","33.0","34930.0","1346.0","","","","","","","","","","","",""
"34944.0","34.0","34937.0","1563.0","","","","","","","","","","","",""
"34951.0","35.0","34944.0","1240.0","","","","","","","","","","","",""
"34958.0","36.0","34951.0","1319.0","","","","","","","","","","","",""
"34965.0","37.0","34958.0","1059.0","","","","","","","","","","","",""
"34972.0","38.0","34965.0","1227.0","","","","","","","","","","","",""
"34979.0","39.0","34972.0","1982.0","","","","","","","","","","","",""
"34986.0","40.0","34979.0","1771.0","","","","","","","","","","","",""
"34993.0","41.0","34986.0","1903.0","","","","","","","","","","","",""
"35000.0","42.0","34993.0","1920.0","","","","","","","","","","","",""
"35007.0","43.0","35000.0","3152.0","","","","","","","","","","","",""
"35014.0","44.0","35007.0","2826.0","","","","","","","","","","","",""
"35021.0","45.0","35014.0","3210.0","","","","","","","","","","","",""
"35028.0","46.0","35021.0","3727.0","","","","","","","","","","","",""
"35035.0","47.0","35028.0","3605.0","","","","","","","","","","","",""
"35042.0","48.0","35035.0","3314.0","","","","","","","","","","","",""
"35049.0","49.0","35042.0","3004.0","","","","","","","","","","","",""
"35056.0","50.0","35049.0","3496.0","","","","","","","","","","","",""
"35063.0","51.0","35056.0","4207.0","","","","","","","","","","","",""
"35070.0","52.0","35063.0","3302.0","","","","","","","","","","","",""
"35077.0","1.0","35070.0","4263.0","","","","","","","","","","","",""
"35084.0","2.0","35077.0","2563.0","","","","","","","","","","","",""
"35091.0","3.0","35084.0","3299.0","","","","","","","","","","","",""
"35098.0","4.0","35091.0","3937.0","","","","","","","","","","","",""
"35105.0","5.0","35098.0","3176.0","","","","","","","","","","","",""
"35112.0","6.0","35105.0","3267.0","","","","","","","","","","","",""
"35119.0","7.0","35112.0","2831.0","","","","","","","","","","","",""
"35126.0","8.0","35119.0","2697.0","","","","","","","","","","","",""
"35133.0","9.0","35126.0","2722.0","","","","","","","","","","","",""
"35140.0","10.0","35133.0","2965.0","","","","","","","","","","","",""
"35147.0","11.0","35140.0","2155.0","","","","","","","","","","","",""
"35154.0","12.0","35147.0","2107.0","","","","","","","","","","","",""
"35161.0","13.0","35154.0","2179.0","","","","","","","","","","","",""
"35168.0","14.0","35161.0","2346.0","","","","","","","","","","","",""
"35175.0","15.0","35168.0","2263.0","","","","","","","","","","","",""
"35182.0","16.0","35175.0","1924.0","","","","","","","","","","","",""
"35189.0","17.0","35182.0","1783.0","","","","","","","","","","","",""
"35196.0","18.0","35189.0","1544.0","","","","","","","","","","","",""
"35203.0","19.0","35196.0","1760.0","","","","","","","","","","","",""
"35210.0","20.0","35203.0","1966.0","","","","","","","","","","","",""
"35217.0","21.0","35210.0","1632.0","","","","","","","","","","","",""
"35224.0","22.0","35217.0","1503.0","","","","","","","","","","","",""
"35231.0","23.0","35224.0","1334.0","","","","","","","","","","","",""
"35238.0","24.0","35231.0","1634.0","","","","","","","","","","","",""
"35245.0","25.0","35238.0","1331.0","","","","","","","","","","","",""
"35252.0","26.0","35245.0","2092.0","","","","","","","","","","","",""
"35259.0","27.0","35252.0","1786.0","","","","","","","","","","","",""
"35266.0","28.0","35259.0","1198.0","","","","","","","","","","","",""
"35273.0","29.0","35266.0","1483.0","","","","","","","","","","","",""
"35280.0","30.0","35273.0","1655.0","","","","","","","","","","","",""
"35287.0","31.0","35280.0","2078.0","","","","","","","","","","","",""
"35294.0","32.0","35287.0","1651.0","","","","","","","","","","","",""
"35301.0","33.0","35294.0","1315.0","","","","","","","","","","","",""
"35308.0","34.0","35301.0","1412.0","","","","","","","","","","","",""
"35315.0","35.0","35308.0","1272.0","","","","","","","","","","","",""
"35322.0","36.0","35315.0","1337.0","","","","","","","","","","","",""
"35329.0","37.0","35322.0","1181.0","","","","","","","","","","","",""
"35336.0","38.0","35329.0","1234.0","","","","","","","","","","","",""
"35343.0","39.0","35336.0","1273.0","","","","","","","","","","","",""
"35350.0","40.0","35343.0","1557.0","","","","","","","","","","","",""
"35357.0","41.0","35350.0","1439.0","","","","","","","","","","","",""
"35364.0","42.0","35357.0","2050.0","","","","","","","","","","","",""
"35371.0","43.0","35364.0","2591.0","","","","","","","","","","","",""
"35378.0","44.0","35371.0","2719.0","","","","","","","","","","","",""
