"Report date","Week #","Week ","NJ","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35406.0","48.0","35399.0","11079.0","","","","","","","","","","","",""
"35413.0","49.0","35406.0","12466.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","13524.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","18068.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","14470.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","18964.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","16346.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","11970.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","11591.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","11500.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","9813.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","9210.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","10407.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","9211.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","8404.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","8256.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","7650.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","12226.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","9679.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","8376.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","10679.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","9594.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","8195.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","8249.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","7722.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","7171.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","9001.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","9120.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","12038.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","14404.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","12438.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","11115.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","8916.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","8316.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","7977.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","8417.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","8795.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","7896.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","7694.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","6835.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","7820.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","7303.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","7029.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","8114.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","8568.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","7518.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","9029.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","8816.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","8326.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","9746.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","11082.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","8162.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","12183.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","11903.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","11506.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","16157.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","16215.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","18189.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","15510.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","10013.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","11054.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","10960.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","8373.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","9413.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","8943.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","8590.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","8996.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","8319.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","7587.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","8057.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","8087.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","12413.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","9730.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","7944.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","7835.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","7861.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","7379.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","7369.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","7816.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","11014.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","11696.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","14142.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","9699.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","12734.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","8736.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","8650.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","6911.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","8131.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","7836.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","7099.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","6793.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","7561.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","6409.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","7313.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","7164.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","7905.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","8393.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","7335.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","8432.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","8802.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","8198.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","9744.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","10424.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","7309.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","12108.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","11006.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","10379.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","12944.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","14566.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","19892.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","15524.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","10043.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","11252.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","10939.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","8244.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","9262.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","9455.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","8870.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","8138.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","8213.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","8261.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","8642.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","12522.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","8766.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","9052.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","7622.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","7288.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","7674.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","6888.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","7135.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","6843.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","7705.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","9521.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","12282.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","12771.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","10141.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","8489.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","8407.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","7117.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","8654.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","7772.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","7053.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","7365.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","7230.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","5808.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","6078.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","7393.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","7190.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","7821.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","6319.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","7323.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","7346.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","7700.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","8229.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","8703.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","6896.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","10710.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","10400.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","10326.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","11456.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","14063.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","20101.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","13119.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","11656.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","11171.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","11779.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","8626.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","9055.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","8169.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","8192.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","7716.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","7020.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","6849.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","7129.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","7606.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","6873.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","8799.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","11663.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","8689.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","7513.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","6823.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","6670.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","6375.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","7366.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","8179.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","12685.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","14789.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","9780.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","8772.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","7790.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","7245.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","8027.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","7533.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","8130.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","7409.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","6803.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","6734.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","6779.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","6331.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","6154.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","7888.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","6205.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","7483.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","7112.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","8483.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","7114.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","10251.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","6463.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","11315.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","11622.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","10188.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","12352.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","19570.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","17517.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","18367.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","10572.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","11156.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","11113.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","10025.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","8467.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","9274.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","8781.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","8360.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","8629.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","7956.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","7407.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","9443.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","10575.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","12371.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","9146.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","8403.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","9036.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","7800.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","8226.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","7003.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","9160.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","9598.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","15389.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","15132.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","12328.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","11705.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","10539.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","9245.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","9378.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","8547.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","8145.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","8309.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","8061.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","6969.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","7568.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","9301.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","10144.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","11130.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","10681.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","11628.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","12060.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","11912.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","12359.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","10947.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","8625.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","13285.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","13244.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","12628.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","14331.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","20412.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","18920.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","20110.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","14311.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","11202.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","13493.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","13346.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","10856.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","11977.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","12367.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","10479.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","9692.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","8948.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","10542.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","18815.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","15479.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","11870.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","11255.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","10855.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","10605.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","9808.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","10466.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","7775.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","10278.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","10546.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","14857.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","15818.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","12989.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","11096.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","10996.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","9933.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","8732.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","9918.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","9307.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","8960.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","9440.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","8006.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","8836.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","9854.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","9826.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","10162.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","10368.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","8374.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","10669.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","9568.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","11477.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","9568.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","11721.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","9799.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","12004.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","13851.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","15134.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","19118.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","15021.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","21386.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","15886.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","12513.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","13522.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","12525.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","10604.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","12212.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","13090.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","11028.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","10055.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","9124.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","8815.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","9963.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","9766.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","9392.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","15955.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","10936.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","9498.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","9711.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","9341.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","7847.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","10428.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","9875.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","11791.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","18207.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","15927.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","12890.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","11103.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","9624.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","9219.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","9793.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","8540.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","8084.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","8980.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","8905.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","9658.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","8918.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","8742.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","9325.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","9575.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","8142.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","9481.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","9750.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","11953.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","11251.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","10045.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","9265.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","15367.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","15189.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","13492.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","19422.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","18606.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","19368.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","16003.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","12961.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","13196.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","13570.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","10183.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","11353.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","9797.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","10129.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","8795.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","8734.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","8229.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","8882.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","11038.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","13917.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","9407.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","8632.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","8700.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","8010.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","7994.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","8723.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","7834.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","8850.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","13191.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","17955.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","15642.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","11116.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","9227.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","7868.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","8027.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","9106.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","8997.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","8892.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","8441.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","8282.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","7490.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","9081.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","8207.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","8450.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","9263.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","7891.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","9369.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","8639.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","11644.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","10292.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","11249.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","8294.0","","","","","","","","","","","",""
"38325.0","48.0","38318.0","13887.0","","","","","","","","","","","",""
"38332.0","49.0","38325.0","12191.0","","","","","","","","","","","",""
"38339.0","50.0","38332.0","11762.0","","","","","","","","","","","",""
"38346.0","51.0","38339.0","15530.0","","","","","","","","","","","",""
