"Report date","Week #","Week ","NJ","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"32886.0","1.0","32879.0","21725.0","","Week 1","11699.0","7956.0","15446.0","115815.0","","1.0","11699.0","7956.0","15446.0","115815.0"
"32893.0","2.0","32886.0","14597.0","","Week 2","10600.0","7407.0","22305.0","206253.0","","2.0","22299.0","15363.0","37751.0","322068.0"
"32900.0","3.0","32893.0","13831.0","","Week 3","12874.0","9443.0","16986.0","214836.0","","3.0","35173.0","24806.0","54737.0","536904.0"
"32907.0","4.0","32900.0","14537.0","","Week 4","9950.0","10575.0","15222.0","141420.0","","4.0","45123.0","35381.0","69959.0","678324.0"
"32914.0","5.0","32907.0","13716.0","","Week 5","8276.0","12371.0","11943.0","140139.0","","5.0","53399.0","47752.0","81902.0","818463.0"
"32921.0","6.0","32914.0","10160.0","","Week 6","10291.0","9146.0","11013.0","71966.0","","6.0","63690.0","56898.0","92915.0","890429.0"
"32928.0","7.0","32921.0","9539.0","","Week 7","8694.0","8403.0","10498.0","88326.0","","7.0","72384.0","65301.0","103413.0","978755.0"
"32935.0","8.0","32928.0","11946.0","","Week 8","7850.0","9036.0","10256.0","69689.0","","8.0","80234.0","74337.0","113669.0","1048444.0"
"32942.0","9.0","32935.0","10585.0","","Week 9","10795.0","7800.0","8957.0","42365.0","","9.0","91029.0","82137.0","122626.0","1090809.0"
"32949.0","10.0","32942.0","10047.0","","Week 10","9806.0","8226.0","10451.0","34410.0","","10.0","100835.0","90363.0","133077.0","1125219.0"
"32956.0","11.0","32949.0","8834.0","","Week 11","9143.0","7003.0","10025.0","26752.0","","11.0","109978.0","97366.0","143102.0","1151971.0"
"32963.0","12.0","32956.0","8531.0","","Week 12","11694.0","9160.0","9678.0","23166.0","","12.0","121672.0","106526.0","152780.0","1175137.0"
"32970.0","13.0","32963.0","10332.0","","Week 13","9450.0","9598.0","8754.0","26438.0","","13.0","131122.0","116124.0","161534.0","1201575.0"
"32977.0","14.0","32970.0","9377.0","","Week 14","12739.0","15389.0","9611.0","33027.0","","14.0","143861.0","131513.0","171145.0","1234602.0"
"32984.0","15.0","32977.0","11225.0","","Week 15","11254.0","15132.0","12905.0","27111.0","","15.0","155115.0","146645.0","184050.0","1261713.0"
"32991.0","16.0","32984.0","10145.0","","Week 16","11961.0","12328.0","10168.0","","","16.0","167076.0","158973.0","194218.0",""
"32998.0","17.0","32991.0","9897.0","","Week 17","12120.0","11705.0","9484.0","","","17.0","179196.0","170678.0","203702.0",""
"33005.0","18.0","32998.0","8926.0","","Week 18","12514.0","10539.0","8986.0","","","18.0","191710.0","181217.0","212688.0",""
"33012.0","19.0","33005.0","8272.0","","Week 19","10868.0","9245.0","12507.0","","","19.0","202578.0","190462.0","225195.0",""
"33019.0","20.0","33012.0","9598.0","","Week 20","12462.0","9378.0","9248.0","","","20.0","215040.0","199840.0","234443.0",""
"33026.0","21.0","33019.0","7888.0","","Week 21","16014.0","8547.0","8798.0","","","21.0","231054.0","208387.0","243241.0",""
"33033.0","22.0","33026.0","9848.0","","Week 22","16021.0","8145.0","8769.0","","","22.0","247075.0","216532.0","252010.0",""
"33040.0","23.0","33033.0","10375.0","","Week 23","19835.0","8309.0","9484.0","","","23.0","266910.0","224841.0","261494.0",""
"33047.0","24.0","33040.0","12517.0","","Week 24","17320.0","8061.0","7491.0","","","24.0","284230.0","232902.0","268985.0",""
"33054.0","25.0","33047.0","12335.0","","Week 25","19476.0","6969.0","9872.0","","","25.0","303706.0","239871.0","278857.0",""
"33061.0","26.0","33054.0","11850.0","","Week 26","25441.0","7568.0","9920.0","","","26.0","329147.0","247439.0","288777.0",""
"33068.0","27.0","33061.0","14624.0","","Week 27","22576.0","9301.0","16918.0","","","27.0","351723.0","256740.0","305695.0",""
"33075.0","28.0","33068.0","11699.0","","Week 28","14787.0","10144.0","19760.0","","","28.0","366510.0","266884.0","325455.0",""
"33082.0","29.0","33075.0","10600.0","","Week 29","18889.0","11130.0","13995.0","","","29.0","385399.0","278014.0","339450.0",""
"33089.0","30.0","33082.0","12874.0","","Week 30","16177.0","10681.0","12160.0","","","30.0","401576.0","288695.0","351610.0",""
"33096.0","31.0","33089.0","9950.0","","Week 31","12425.0","11628.0","9677.0","","","31.0","414001.0","300323.0","361287.0",""
"33103.0","32.0","33096.0","8276.0","","Week 32","15282.0","12060.0","9051.0","","","32.0","429283.0","312383.0","370338.0",""
"33110.0","33.0","33103.0","10291.0","","Week 33","15077.0","11912.0","10056.0","","","33.0","444360.0","324295.0","380394.0",""
"33117.0","34.0","33110.0","8694.0","","Week 34","14681.0","12359.0","11022.0","","","34.0","459041.0","336654.0","391416.0",""
"33124.0","35.0","33117.0","7850.0","","Week 35","12015.0","10947.0","10886.0","","","35.0","471056.0","347601.0","402302.0",""
"33131.0","36.0","33124.0","10795.0","","Week 36","12019.0","8625.0","10762.0","","","36.0","483075.0","356226.0","413064.0",""
"33138.0","37.0","33131.0","9806.0","","Week 37","10612.0","13285.0","10056.0","","","37.0","493687.0","369511.0","423120.0",""
"33145.0","38.0","33138.0","9143.0","","Week 38","12747.0","","9357.0","","","38.0","506434.0","","432477.0",""
"33152.0","39.0","33145.0","11694.0","","Week 39","","","9348.0","","","39.0","","","441825.0",""
"33159.0","40.0","33152.0","9450.0","","Week 40","","","9887.0","","","40.0","","","451712.0",""
"33166.0","41.0","33159.0","12739.0","","Week 41","","","10152.0","","","41.0","","","461864.0",""
"33173.0","42.0","33166.0","11254.0","","Week 42","","","11996.0","","","42.0","","","473860.0",""
"33180.0","43.0","33173.0","11961.0","","Week 43","","","12387.0","","","43.0","","","486247.0",""
"33187.0","44.0","33180.0","12120.0","","Week 44","","","10730.0","","","44.0","","","496977.0",""
"33194.0","45.0","33187.0","12514.0","","Week 45","","","13427.0","","","45.0","","","510404.0",""
"33201.0","46.0","33194.0","10868.0","","Week 46","","","12891.0","","","46.0","","","523295.0",""
"33208.0","47.0","33201.0","12462.0","","Week 47","","","17597.0","","","47.0","","","540892.0",""
"33215.0","48.0","33208.0","16014.0","","Week 48","","","13868.0","","","48.0","","","554760.0",""
"33222.0","49.0","33215.0","16021.0","","Week 49","","","15094.0","","","49.0","","","569854.0",""
"33229.0","50.0","33222.0","19835.0","","Week 50","","","13270.0","","","50.0","","","583124.0",""
"33236.0","51.0","33229.0","17320.0","","Week 51","","","18386.0","","","51.0","","","601510.0",""
"33243.0","52.0","33236.0","19476.0","","Week 52","","","15998.0","","","52.0","","","617508.0",""
"33250.0","1.0","33243.0","25441.0","","Week 53","","","14132.0","","","53.0","","","631640.0",""
"33257.0","2.0","33250.0","22576.0","","Week 54","","","21462.0","","","54.0","","","653102.0",""
"33264.0","3.0","33257.0","14787.0","","Week 55","","","23187.0","","","55.0","","","676289.0",""
"33271.0","4.0","33264.0","18889.0","","Week 56","","","22475.0","","","56.0","","","698764.0",""
"33278.0","5.0","33271.0","16177.0","","Week 57","","","20519.0","","","57.0","","","719283.0",""
"33285.0","6.0","33278.0","12425.0","","Week 58","","","18335.0","","","58.0","","","737618.0",""
"33292.0","7.0","33285.0","15282.0","","Week 59","","","16784.0","","","59.0","","","754402.0",""
"33299.0","8.0","33292.0","15077.0","","Week 60","","","16249.0","","","60.0","","","770651.0",""
"33306.0","9.0","33299.0","14681.0","","Week 61","","","18342.0","","","61.0","","","788993.0",""
"33313.0","10.0","33306.0","12015.0","","Week 62","","","16076.0","","","62.0","","","805069.0",""
"33320.0","11.0","33313.0","12019.0","","Week 63","","","14103.0","","","63.0","","","819172.0",""
"33327.0","12.0","33320.0","10612.0","","Week 64","","","15632.0","","","64.0","","","834804.0",""
"33334.0","13.0","33327.0","12747.0","","Week 65","","","14298.0","","","65.0","","","849102.0",""
"33341.0","14.0","33334.0","13820.0","","Week 66","","","13519.0","","","66.0","","","862621.0",""
"33348.0","15.0","33341.0","15563.0","","Week 67","","","12128.0","","","67.0","","","874749.0",""
"33355.0","16.0","33348.0","11875.0","","Week 68","","","14496.0","","","68.0","","","889245.0",""
"33362.0","17.0","33355.0","11300.0","","Week 69","","","17781.0","","","69.0","","","907026.0",""
"33369.0","18.0","33362.0","11100.0","","Week 70","","","16161.0","","","70.0","","","923187.0",""
"33376.0","19.0","33369.0","10487.0","","Week 71","","","13351.0","","","71.0","","","936538.0",""
"33383.0","20.0","33376.0","10620.0","","Week 72","","","12590.0","","","72.0","","","949128.0",""
"33390.0","21.0","33383.0","8700.0","","Week 73","","","12944.0","","","73.0","","","962072.0",""
"33397.0","22.0","33390.0","11327.0","","Week 74","","","12007.0","","","74.0","","","974079.0",""
"33404.0","23.0","33397.0","11314.0","","Week 75","","","12319.0","","","75.0","","","986398.0",""
"33411.0","24.0","33404.0","14009.0","","Week 76","","","10198.0","","","76.0","","","996596.0",""
"33418.0","25.0","33411.0","15561.0","","Week 77","","","13519.0","","","77.0","","","1010115.0",""
"33425.0","26.0","33418.0","13939.0","","Week 78","","","13049.0","","","78.0","","","1023164.0",""
"33432.0","27.0","33425.0","16276.0","","Week 79","","","16219.0","","","79.0","","","1039383.0",""
"33439.0","28.0","33432.0","14277.0","","Week 80","","","24095.0","","","80.0","","","1063478.0",""
"33446.0","29.0","33439.0","12408.0","","Week 81","","","19065.0","","","81.0","","","1082543.0",""
"33453.0","30.0","33446.0","11770.0","","","","","","","","","","","",""
"33460.0","31.0","33453.0","11199.0","","","","","","","","","","","",""
"33467.0","32.0","33460.0","10620.0","","","","","","","","","","","",""
"33474.0","33.0","33467.0","9594.0","","","","","","","","","","","",""
"33481.0","34.0","33474.0","10603.0","","","","","","","","","","","",""
"33488.0","35.0","33481.0","8205.0","","","","","","","","","","","",""
"33495.0","36.0","33488.0","11099.0","","","","","","","","","","","",""
"33502.0","37.0","33495.0","10702.0","","","","","","","","","","","",""
"33509.0","38.0","33502.0","10884.0","","","","","","","","","","","",""
"33516.0","39.0","33509.0","12548.0","","","","","","","","","","","",""
"33523.0","40.0","33516.0","13207.0","","","","","","","","","","","",""
"33530.0","41.0","33523.0","9902.0","","","","","","","","","","","",""
"33537.0","42.0","33530.0","11598.0","","","","","","","","","","","",""
"33544.0","43.0","33537.0","12630.0","","","","","","","","","","","",""
"33551.0","44.0","33544.0","11747.0","","","","","","","","","","","",""
"33558.0","45.0","33551.0","12708.0","","","","","","","","","","","",""
"33565.0","46.0","33558.0","16409.0","","","","","","","","","","","",""
"33572.0","47.0","33565.0","9989.0","","","","","","","","","","","",""
"33579.0","48.0","33572.0","17273.0","","","","","","","","","","","",""
"33586.0","49.0","33579.0","18613.0","","","","","","","","","","","",""
"33593.0","50.0","33586.0","16690.0","","","","","","","","","","","",""
"33600.0","51.0","33593.0","19047.0","","","","","","","","","","","",""
"33607.0","52.0","33600.0","18339.0","","","","","","","","","","","",""
"33614.0","1.0","33607.0","24106.0","","","","","","","","","","","",""
"33621.0","2.0","33614.0","19813.0","","","","","","","","","","","",""
"33628.0","3.0","33621.0","15073.0","","","","","","","","","","","",""
"33635.0","4.0","33628.0","15345.0","","","","","","","","","","","",""
"33642.0","5.0","33635.0","16217.0","","","","","","","","","","","",""
"33649.0","6.0","33642.0","12901.0","","","","","","","","","","","",""
"33656.0","7.0","33649.0","12687.0","","","","","","","","","","","",""
"33663.0","8.0","33656.0","13119.0","","","","","","","","","","","",""
"33670.0","9.0","33663.0","12353.0","","","","","","","","","","","",""
"33677.0","10.0","33670.0","13054.0","","","","","","","","","","","",""
"33684.0","11.0","33677.0","10796.0","","","","","","","","","","","",""
"33691.0","12.0","33684.0","10508.0","","","","","","","","","","","",""
"33698.0","13.0","33691.0","10562.0","","","","","","","","","","","",""
"33705.0","14.0","33698.0","11915.0","","","","","","","","","","","",""
"33712.0","15.0","33705.0","10385.0","","","","","","","","","","","",""
"33719.0","16.0","33712.0","14222.0","","","","","","","","","","","",""
"33726.0","17.0","33719.0","10855.0","","","","","","","","","","","",""
"33733.0","18.0","33726.0","11226.0","","","","","","","","","","","",""
"33740.0","19.0","33733.0","9898.0","","","","","","","","","","","",""
"33747.0","20.0","33740.0","10537.0","","","","","","","","","","","",""
"33754.0","21.0","33747.0","8249.0","","","","","","","","","","","",""
"33761.0","22.0","33754.0","10078.0","","","","","","","","","","","",""
"33768.0","23.0","33761.0","10101.0","","","","","","","","","","","",""
"33775.0","24.0","33768.0","12151.0","","","","","","","","","","","",""
"33782.0","25.0","33775.0","15068.0","","","","","","","","","","","",""
"33789.0","26.0","33782.0","12105.0","","","","","","","","","","","",""
"33796.0","27.0","33789.0","17753.0","","","","","","","","","","","",""
"33803.0","28.0","33796.0","13579.0","","","","","","","","","","","",""
"33810.0","29.0","33803.0","12739.0","","","","","","","","","","","",""
"33817.0","30.0","33810.0","11472.0","","","","","","","","","","","",""
"33824.0","31.0","33817.0","10974.0","","","","","","","","","","","",""
"33831.0","32.0","33824.0","10041.0","","","","","","","","","","","",""
"33838.0","33.0","33831.0","9634.0","","","","","","","","","","","",""
"33845.0","34.0","33838.0","8200.0","","","","","","","","","","","",""
"33852.0","35.0","33845.0","9960.0","","","","","","","","","","","",""
"33859.0","36.0","33852.0","7767.0","","","","","","","","","","","",""
"33866.0","37.0","33859.0","9921.0","","","","","","","","","","","",""
"33873.0","38.0","33866.0","9283.0","","","","","","","","","","","",""
"33880.0","39.0","33873.0","9413.0","","","","","","","","","","","",""
"33887.0","40.0","33880.0","11699.0","","","","","","","","","","","",""
"33894.0","41.0","33887.0","9018.0","","","","","","","","","","","",""
"33901.0","42.0","33894.0","10055.0","","","","","","","","","","","",""
"33908.0","43.0","33901.0","9531.0","","","","","","","","","","","",""
"33915.0","44.0","33908.0","10743.0","","","","","","","","","","","",""
"33922.0","45.0","33915.0","9957.0","","","","","","","","","","","",""
"33929.0","46.0","33922.0","11164.0","","","","","","","","","","","",""
"33936.0","47.0","33929.0","8614.0","","","","","","","","","","","",""
"33943.0","48.0","33936.0","14055.0","","","","","","","","","","","",""
"33950.0","49.0","33943.0","12229.0","","","","","","","","","","","",""
"33957.0","50.0","33950.0","12853.0","","","","","","","","","","","",""
"33964.0","51.0","33957.0","12628.0","","","","","","","","","","","",""
"33971.0","52.0","33964.0","13640.0","","","","","","","","","","","",""
"33978.0","1.0","33971.0","23111.0","","","","","","","","","","","",""
"33985.0","2.0","33978.0","18399.0","","","","","","","","","","","",""
"33992.0","3.0","33985.0","11916.0","","","","","","","","","","","",""
"33999.0","4.0","33992.0","11877.0","","","","","","","","","","","",""
"34006.0","5.0","33999.0","11895.0","","","","","","","","","","","",""
"34013.0","6.0","34006.0","10285.0","","","","","","","","","","","",""
"34020.0","7.0","34013.0","10538.0","","","","","","","","","","","",""
"34027.0","8.0","34020.0","10765.0","","","","","","","","","","","",""
"34034.0","9.0","34027.0","10745.0","","","","","","","","","","","",""
"34041.0","10.0","34034.0","10986.0","","","","","","","","","","","",""
"34048.0","11.0","34041.0","9479.0","","","","","","","","","","","",""
"34055.0","12.0","34048.0","9240.0","","","","","","","","","","","",""
"34062.0","13.0","34055.0","9564.0","","","","","","","","","","","",""
"34069.0","14.0","34062.0","12168.0","","","","","","","","","","","",""
"34076.0","15.0","34069.0","12549.0","","","","","","","","","","","",""
"34083.0","16.0","34076.0","10226.0","","","","","","","","","","","",""
"34090.0","17.0","34083.0","8937.0","","","","","","","","","","","",""
"34097.0","18.0","34090.0","8894.0","","","","","","","","","","","",""
"34104.0","19.0","34097.0","9355.0","","","","","","","","","","","",""
"34111.0","20.0","34104.0","10910.0","","","","","","","","","","","",""
"34118.0","21.0","34111.0","10204.0","","","","","","","","","","","",""
"34125.0","22.0","34118.0","7684.0","","","","","","","","","","","",""
"34132.0","23.0","34125.0","8781.0","","","","","","","","","","","",""
"34139.0","24.0","34132.0","9288.0","","","","","","","","","","","",""
"34146.0","25.0","34139.0","10982.0","","","","","","","","","","","",""
"34153.0","26.0","34146.0","13389.0","","","","","","","","","","","",""
"34160.0","27.0","34153.0","12877.0","","","","","","","","","","","",""
"34167.0","28.0","34160.0","13788.0","","","","","","","","","","","",""
"34174.0","29.0","34167.0","9776.0","","","","","","","","","","","",""
"34181.0","30.0","34174.0","8785.0","","","","","","","","","","","",""
"34188.0","31.0","34181.0","9558.0","","","","","","","","","","","",""
"34195.0","32.0","34188.0","8490.0","","","","","","","","","","","",""
"34202.0","33.0","34195.0","7896.0","","","","","","","","","","","",""
"34209.0","34.0","34202.0","7806.0","","","","","","","","","","","",""
"34216.0","35.0","34209.0","8095.0","","","","","","","","","","","",""
"34223.0","36.0","34216.0","7675.0","","","","","","","","","","","",""
"34230.0","37.0","34223.0","8255.0","","","","","","","","","","","",""
"34237.0","38.0","34230.0","7766.0","","","","","","","","","","","",""
"34244.0","39.0","34237.0","7877.0","","","","","","","","","","","",""
"34251.0","40.0","34244.0","11375.0","","","","","","","","","","","",""
"34258.0","41.0","34251.0","8335.0","","","","","","","","","","","",""
