"Report date","Week #","Week ","MI","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35427.0","51.0","35420.0","42040.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","31903.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","23538.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","21023.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","14921.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","14643.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","14531.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","13519.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","12386.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","10267.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","11871.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","11504.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","11662.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","9909.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","10655.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","14855.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","14314.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","15328.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","10916.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","9889.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","8368.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","7967.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","7153.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","8515.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","10348.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","6430.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","12767.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","33769.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","41697.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","16352.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","9934.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","10367.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","10371.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","10445.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","8538.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","7998.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","7069.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","8929.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","7029.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","6536.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","8194.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","9184.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","7771.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","8441.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","9804.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","12117.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","10986.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","16356.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","11880.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","14472.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","14606.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","16128.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","28323.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","28388.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","39407.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","18784.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","13575.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","14419.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","11467.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","11101.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","10026.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","13802.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","12633.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","12138.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","10660.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","9109.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","10056.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","8826.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","7312.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","8393.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","7898.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","7037.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","7695.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","7320.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","7613.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","10536.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","12416.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","30828.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","37976.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","48015.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","37644.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","29869.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","24631.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","16803.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","14244.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","9729.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","8994.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","8655.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","8048.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","8551.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","8363.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","7005.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","8663.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","9696.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","8545.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","8530.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","8605.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","12458.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","11293.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","17313.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","13128.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","15977.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","15317.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","14134.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","21226.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","31961.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","36625.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","29978.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","15236.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","13538.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","13242.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","15193.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","12712.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","10943.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","12036.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","12241.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","9908.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","8786.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","8431.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","8877.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","7918.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","6909.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","6470.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","7509.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","8330.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","7417.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","9355.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","8276.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","9277.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","8133.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","9155.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","12449.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","31804.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","37459.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","14682.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","8422.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","10379.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","8021.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","6379.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","5596.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","6083.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","6137.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","6458.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","6101.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","7162.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","8001.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","6501.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","7678.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","7974.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","11189.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","9248.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","13601.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","9882.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","14165.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","12707.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","15369.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","17549.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","26925.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","38913.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","21285.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","11809.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","12699.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","12030.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","10612.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","9524.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","7258.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","11585.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","8568.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","7953.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","8306.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","7433.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","9497.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","8999.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","7081.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","6449.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","7786.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","6684.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","7175.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","8582.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","5887.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","7405.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","7433.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","10931.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","15550.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","38966.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","35104.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","15665.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","9691.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","8025.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","8321.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","7852.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","7241.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","8984.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","9344.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","8104.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","7271.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","7067.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","10091.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","8510.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","8122.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","9287.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","24885.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","15666.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","18553.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","15701.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","23651.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","20577.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","22719.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","30128.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","57628.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","36026.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","44208.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","19779.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","43344.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","32746.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","19684.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","15407.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","16021.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","29794.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","21651.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","17061.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","20694.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","14541.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","18221.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","18821.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","10693.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","15733.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","13588.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","11151.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","10962.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","13757.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","10110.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","14407.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","12928.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","12117.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","18693.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","54604.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","38778.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","20925.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","12474.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","11952.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","12097.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","14599.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","12482.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","16311.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","12798.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","10700.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","18403.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","20899.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","20420.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","19546.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","20753.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","24648.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","19936.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","21120.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","26135.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","20561.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","24429.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","22181.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","22317.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","30242.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","54363.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","34454.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","42087.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","26620.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","17686.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","16372.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","22759.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","17645.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","13065.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","14934.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","14940.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","16201.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","18930.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","20080.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","16195.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","17970.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","15551.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","15254.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","12938.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","11751.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","10850.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","10970.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","9612.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","11300.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","14517.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","13765.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","13904.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","40803.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","40512.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","23904.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","16277.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","11339.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","12490.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","14003.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","10139.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","10522.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","11140.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","13502.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","10639.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","11855.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","11291.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","13447.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","11066.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","14169.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","9246.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","15486.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","11604.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","21830.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","11295.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","23536.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","28118.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","24504.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","40022.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","29742.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","41159.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","31199.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","20171.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","19366.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","22322.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","24187.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","14672.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","18105.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","14068.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","21054.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","13169.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","16386.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","15888.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","27640.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","13768.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","12304.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","13466.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","14775.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","12436.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","12873.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","11712.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","11712.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","16030.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","13511.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","15546.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","42028.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","39880.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","32531.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","22782.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","15306.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","17954.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","11579.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","14113.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","11224.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","14216.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","14941.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","16696.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","13815.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","13642.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","15475.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","22275.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","13622.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","15781.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","15662.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","16505.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","21850.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","19945.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","21351.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","19348.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","21730.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","42313.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","38661.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","37810.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","23031.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","17695.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","19367.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","18903.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","20326.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","12828.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","12714.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","14284.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","14602.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","14571.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","11570.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","12141.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","14752.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","10072.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","12530.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","10002.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","11469.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","13124.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","9922.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","10528.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","11970.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","14104.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","16274.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","12262.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","15999.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","44117.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","30834.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","19384.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","13978.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","10948.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","9222.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","9593.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","12981.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","10812.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","8656.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","8712.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","11508.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","8883.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","15088.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","10613.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","13490.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","12987.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","18200.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","17253.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","18358.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","17491.0","","","","","","","","","","","",""
"38325.0","48.0","38318.0","21392.0","","","","","","","","","","","",""
"38332.0","49.0","38325.0","18589.0","","","","","","","","","","","",""
"38339.0","50.0","38332.0","23250.0","","","","","","","","","","","",""
"38346.0","51.0","38339.0","27702.0","","","","","","","","","","","",""
"38353.0","52.0","38346.0","41223.0","","","","","","","","","","","",""
"38360.0","1.0","38353.0","40288.0","","","","","","","","","","","",""
"38367.0","2.0","38360.0","25985.0","","","","","","","","","","","",""
