"Report date","Week #","Week ","MI","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"33082.0","29.0","33075.0","28909.0","","Week 29","30907.0","20753.0","26621.0","","","29.0","825865.0","498922.0","534350.0",""
"33089.0","30.0","33082.0","18435.0","","Week 30","34633.0","24648.0","19129.0","","","30.0","860498.0","523570.0","553479.0",""
"33096.0","31.0","33089.0","16619.0","","Week 31","45308.0","19936.0","20345.0","","","31.0","905806.0","543506.0","573824.0",""
"33103.0","32.0","33096.0","20293.0","","Week 32","36986.0","21120.0","15185.0","","","32.0","942792.0","564626.0","589009.0",""
"33110.0","33.0","33103.0","15988.0","","Week 33","38927.0","26135.0","14189.0","","","33.0","981719.0","590761.0","603198.0",""
"33117.0","34.0","33110.0","18306.0","","Week 34","43552.0","20561.0","15063.0","","","34.0","1025271.0","611322.0","618261.0",""
"33124.0","35.0","33117.0","12023.0","","Week 35","35251.0","24429.0","16150.0","","","35.0","1060522.0","635751.0","634411.0",""
"33131.0","36.0","33124.0","14818.0","","Week 36","","","15439.0","","","36.0","","","649850.0",""
"33138.0","37.0","33131.0","12102.0","","Week 37","","","15106.0","","","37.0","","","664956.0",""
"33145.0","38.0","33138.0","19432.0","","Week 38","","","16746.0","","","38.0","","","681702.0",""
"33152.0","39.0","33145.0","15836.0","","Week 39","","","15187.0","","","39.0","","","696889.0",""
"33159.0","40.0","33152.0","16828.0","","Week 40","","","20848.0","","","40.0","","","717737.0",""
"33166.0","41.0","33159.0","16478.0","","Week 41","","","24231.0","","","41.0","","","741968.0",""
"33173.0","42.0","33166.0","17125.0","","Week 42","","","18337.0","","","42.0","","","760305.0",""
"33180.0","43.0","33173.0","23066.0","","Week 43","","","18040.0","","","43.0","","","778345.0",""
"33187.0","44.0","33180.0","20781.0","","Week 44","","","20659.0","","","44.0","","","799004.0",""
"33194.0","45.0","33187.0","33937.0","","Week 45","","","23417.0","","","45.0","","","822421.0",""
"33201.0","46.0","33194.0","24757.0","","Week 46","","","26114.0","","","46.0","","","848535.0",""
"33208.0","47.0","33201.0","38410.0","","Week 47","","","32725.0","","","47.0","","","881260.0",""
"33215.0","48.0","33208.0","41395.0","","Week 48","","","25402.0","","","48.0","","","906662.0",""
"33222.0","49.0","33215.0","46871.0","","Week 49","","","35414.0","","","49.0","","","942076.0",""
"33229.0","50.0","33222.0","74634.0","","Week 50","","","35335.0","","","50.0","","","977411.0",""
"33236.0","51.0","33229.0","55086.0","","Week 51","","","43495.0","","","51.0","","","1020906.0",""
"33243.0","52.0","33236.0","37408.0","","Week 52","","","54019.0","","","52.0","","","1074925.0",""
"33250.0","1.0","33243.0","43537.0","","Week 53","","","42063.0","","","53.0","","","1116988.0",""
"33257.0","2.0","33250.0","57020.0","","Week 54","","","76702.0","","","54.0","","","1193690.0",""
"33264.0","3.0","33257.0","30907.0","","Week 55","","","43337.0","","","55.0","","","1237027.0",""
"33271.0","4.0","33264.0","34633.0","","Week 56","","","31698.0","","","56.0","","","1268725.0",""
"33278.0","5.0","33271.0","45308.0","","Week 57","","","32925.0","","","57.0","","","1301650.0",""
"33285.0","6.0","33278.0","36986.0","","Week 58","","","35695.0","","","58.0","","","1337345.0",""
"33292.0","7.0","33285.0","38927.0","","Week 59","","","31991.0","","","59.0","","","1369336.0",""
"33299.0","8.0","33292.0","43552.0","","Week 60","","","28618.0","","","60.0","","","1397954.0",""
"33306.0","9.0","33299.0","35251.0","","Week 61","","","30446.0","","","61.0","","","1428400.0",""
"33313.0","10.0","33306.0","39360.0","","Week 62","","","32722.0","","","62.0","","","1461122.0",""
"33320.0","11.0","33313.0","34933.0","","Week 63","","","25199.0","","","63.0","","","1486321.0",""
"33327.0","12.0","33320.0","20630.0","","Week 64","","","26165.0","","","64.0","","","1512486.0",""
"33334.0","13.0","33327.0","17943.0","","Week 65","","","30593.0","","","65.0","","","1543079.0",""
"33341.0","14.0","33334.0","28219.0","","Week 66","","","36001.0","","","66.0","","","1579080.0",""
"33348.0","15.0","33341.0","24539.0","","Week 67","","","23435.0","","","67.0","","","1602515.0",""
"33355.0","16.0","33348.0","21103.0","","Week 68","","","24092.0","","","68.0","","","1626607.0",""
"33362.0","17.0","33355.0","20713.0","","Week 69","","","34090.0","","","69.0","","","1660697.0",""
"33369.0","18.0","33362.0","17600.0","","Week 70","","","23138.0","","","70.0","","","1683835.0",""
"33376.0","19.0","33369.0","15731.0","","Week 71","","","39955.0","","","71.0","","","1723790.0",""
"33383.0","20.0","33376.0","22766.0","","Week 72","","","30197.0","","","72.0","","","1753987.0",""
"33390.0","21.0","33383.0","16125.0","","Week 73","","","27385.0","","","73.0","","","1781372.0",""
"33397.0","22.0","33390.0","16674.0","","Week 74","","","23000.0","","","74.0","","","1804372.0",""
"33404.0","23.0","33397.0","16154.0","","Week 75","","","27326.0","","","75.0","","","1831698.0",""
"33411.0","24.0","33404.0","15015.0","","Week 76","","","25954.0","","","76.0","","","1857652.0",""
"33418.0","25.0","33411.0","13592.0","","Week 77","","","27817.0","","","77.0","","","1885469.0",""
"33425.0","26.0","33418.0","18815.0","","Week 78","","","26596.0","","","78.0","","","1912065.0",""
"33432.0","27.0","33425.0","25362.0","","Week 79","","","40028.0","","","79.0","","","1952093.0",""
"33439.0","28.0","33432.0","27395.0","","","","","","","","","","","",""
"33446.0","29.0","33439.0","31898.0","","","","","","","","","","","",""
"33453.0","30.0","33446.0","23901.0","","","","","","","","","","","",""
"33460.0","31.0","33453.0","17244.0","","","","","","","","","","","",""
"33467.0","32.0","33460.0","15960.0","","","","","","","","","","","",""
"33474.0","33.0","33467.0","13894.0","","","","","","","","","","","",""
"33481.0","34.0","33474.0","18356.0","","","","","","","","","","","",""
"33488.0","35.0","33481.0","12191.0","","","","","","","","","","","",""
"33495.0","36.0","33488.0","13797.0","","","","","","","","","","","",""
"33502.0","37.0","33495.0","16381.0","","","","","","","","","","","",""
"33509.0","38.0","33502.0","14964.0","","","","","","","","","","","",""
"33516.0","39.0","33509.0","15250.0","","","","","","","","","","","",""
"33523.0","40.0","33516.0","18721.0","","","","","","","","","","","",""
"33530.0","41.0","33523.0","14310.0","","","","","","","","","","","",""
"33537.0","42.0","33530.0","15193.0","","","","","","","","","","","",""
"33544.0","43.0","33537.0","18876.0","","","","","","","","","","","",""
"33551.0","44.0","33544.0","26183.0","","","","","","","","","","","",""
"33558.0","45.0","33551.0","20951.0","","","","","","","","","","","",""
"33565.0","46.0","33558.0","34017.0","","","","","","","","","","","",""
"33572.0","47.0","33565.0","24855.0","","","","","","","","","","","",""
"33579.0","48.0","33572.0","28703.0","","","","","","","","","","","",""
"33586.0","49.0","33579.0","32100.0","","","","","","","","","","","",""
"33593.0","50.0","33586.0","41001.0","","","","","","","","","","","",""
"33600.0","51.0","33593.0","49724.0","","","","","","","","","","","",""
"33607.0","52.0","33600.0","35332.0","","","","","","","","","","","",""
"33614.0","1.0","33607.0","44119.0","","","","","","","","","","","",""
"33621.0","2.0","33614.0","43570.0","","","","","","","","","","","",""
"33628.0","3.0","33621.0","34083.0","","","","","","","","","","","",""
"33635.0","4.0","33628.0","27805.0","","","","","","","","","","","",""
"33642.0","5.0","33635.0","38032.0","","","","","","","","","","","",""
"33649.0","6.0","33642.0","23412.0","","","","","","","","","","","",""
"33656.0","7.0","33649.0","21916.0","","","","","","","","","","","",""
"33663.0","8.0","33656.0","29825.0","","","","","","","","","","","",""
"33670.0","9.0","33663.0","25402.0","","","","","","","","","","","",""
"33677.0","10.0","33670.0","28178.0","","","","","","","","","","","",""
"33684.0","11.0","33677.0","27229.0","","","","","","","","","","","",""
"33691.0","12.0","33684.0","19729.0","","","","","","","","","","","",""
"33698.0","13.0","33691.0","20500.0","","","","","","","","","","","",""
"33705.0","14.0","33698.0","19974.0","","","","","","","","","","","",""
"33712.0","15.0","33705.0","16019.0","","","","","","","","","","","",""
"33719.0","16.0","33712.0","13473.0","","","","","","","","","","","",""
"33726.0","17.0","33719.0","15958.0","","","","","","","","","","","",""
"33733.0","18.0","33726.0","14925.0","","","","","","","","","","","",""
"33740.0","19.0","33733.0","12541.0","","","","","","","","","","","",""
"33747.0","20.0","33740.0","14406.0","","","","","","","","","","","",""
"33754.0","21.0","33747.0","9870.0","","","","","","","","","","","",""
"33761.0","22.0","33754.0","15461.0","","","","","","","","","","","",""
"33768.0","23.0","33761.0","16788.0","","","","","","","","","","","",""
"33775.0","24.0","33768.0","15954.0","","","","","","","","","","","",""
"33782.0","25.0","33775.0","17466.0","","","","","","","","","","","",""
"33789.0","26.0","33782.0","15999.0","","","","","","","","","","","",""
"33796.0","27.0","33789.0","29305.0","","","","","","","","","","","",""
"33803.0","28.0","33796.0","29011.0","","","","","","","","","","","",""
"33810.0","29.0","33803.0","108572.0","","","","","","","","","","","",""
"33817.0","30.0","33810.0","22430.0","","","","","","","","","","","",""
"33824.0","31.0","33817.0","17651.0","","","","","","","","","","","",""
"33831.0","32.0","33824.0","14694.0","","","","","","","","","","","",""
"33838.0","33.0","33831.0","12449.0","","","","","","","","","","","",""
"33845.0","34.0","33838.0","11870.0","","","","","","","","","","","",""
"33852.0","35.0","33845.0","16966.0","","","","","","","","","","","",""
"33859.0","36.0","33852.0","17105.0","","","","","","","","","","","",""
"33866.0","37.0","33859.0","28478.0","","","","","","","","","","","",""
"33873.0","38.0","33866.0","14859.0","","","","","","","","","","","",""
"33880.0","39.0","33873.0","17697.0","","","","","","","","","","","",""
"33887.0","40.0","33880.0","17298.0","","","","","","","","","","","",""
"33894.0","41.0","33887.0","14064.0","","","","","","","","","","","",""
"33901.0","42.0","33894.0","13974.0","","","","","","","","","","","",""
"33908.0","43.0","33901.0","16640.0","","","","","","","","","","","",""
"33915.0","44.0","33908.0","19306.0","","","","","","","","","","","",""
"33922.0","45.0","33915.0","18493.0","","","","","","","","","","","",""
"33929.0","46.0","33922.0","33378.0","","","","","","","","","","","",""
"33936.0","47.0","33929.0","16704.0","","","","","","","","","","","",""
"33943.0","48.0","33936.0","20297.0","","","","","","","","","","","",""
"33950.0","49.0","33943.0","19978.0","","","","","","","","","","","",""
"33957.0","50.0","33950.0","15566.0","","","","","","","","","","","",""
"33964.0","51.0","33957.0","15885.0","","","","","","","","","","","",""
"33971.0","52.0","33964.0","31786.0","","","","","","","","","","","",""
"33978.0","1.0","33971.0","48494.0","","","","","","","","","","","",""
"33985.0","2.0","33978.0","23366.0","","","","","","","","","","","",""
"33992.0","3.0","33985.0","14849.0","","","","","","","","","","","",""
"33999.0","4.0","33992.0","18068.0","","","","","","","","","","","",""
"34006.0","5.0","33999.0","16886.0","","","","","","","","","","","",""
"34013.0","6.0","34006.0","20035.0","","","","","","","","","","","",""
"34020.0","7.0","34013.0","15616.0","","","","","","","","","","","",""
"34027.0","8.0","34020.0","13782.0","","","","","","","","","","","",""
"34034.0","9.0","34027.0","21596.0","","","","","","","","","","","",""
"34041.0","10.0","34034.0","13496.0","","","","","","","","","","","",""
"34048.0","11.0","34041.0","14775.0","","","","","","","","","","","",""
"34055.0","12.0","34048.0","13932.0","","","","","","","","","","","",""
"34062.0","13.0","34055.0","12089.0","","","","","","","","","","","",""
"34069.0","14.0","34062.0","11501.0","","","","","","","","","","","",""
"34076.0","15.0","34069.0","10276.0","","","","","","","","","","","",""
"34083.0","16.0","34076.0","11691.0","","","","","","","","","","","",""
"34090.0","17.0","34083.0","11033.0","","","","","","","","","","","",""
"34097.0","18.0","34090.0","14362.0","","","","","","","","","","","",""
"34104.0","19.0","34097.0","13301.0","","","","","","","","","","","",""
"34111.0","20.0","34104.0","12397.0","","","","","","","","","","","",""
"34118.0","21.0","34111.0","14014.0","","","","","","","","","","","",""
"34125.0","22.0","34118.0","9328.0","","","","","","","","","","","",""
"34132.0","23.0","34125.0","13534.0","","","","","","","","","","","",""
"34139.0","24.0","34132.0","13038.0","","","","","","","","","","","",""
"34146.0","25.0","34139.0","12055.0","","","","","","","","","","","",""
"34153.0","26.0","34146.0","14044.0","","","","","","","","","","","",""
"34160.0","27.0","34153.0","15214.0","","","","","","","","","","","",""
"34167.0","28.0","34160.0","23670.0","","","","","","","","","","","",""
"34174.0","29.0","34167.0","62476.0","","","","","","","","","","","",""
"34181.0","30.0","34174.0","17560.0","","","","","","","","","","","",""
"34188.0","31.0","34181.0","16491.0","","","","","","","","","","","",""
"34195.0","32.0","34188.0","15425.0","","","","","","","","","","","",""
"34202.0","33.0","34195.0","13657.0","","","","","","","","","","","",""
"34209.0","34.0","34202.0","10698.0","","","","","","","","","","","",""
"34216.0","35.0","34209.0","13338.0","","","","","","","","","","","",""
"34223.0","36.0","34216.0","9170.0","","","","","","","","","","","",""
"34230.0","37.0","34223.0","10352.0","","","","","","","","","","","",""
"34237.0","38.0","34230.0","10206.0","","","","","","","","","","","",""
"34244.0","39.0","34237.0","9849.0","","","","","","","","","","","",""
"34251.0","40.0","34244.0","14488.0","","","","","","","","","","","",""
"34258.0","41.0","34251.0","13885.0","","","","","","","","","","","",""
"34265.0","42.0","34258.0","12242.0","","","","","","","","","","","",""
"34272.0","43.0","34265.0","12040.0","","","","","","","","","","","",""
"34279.0","44.0","34272.0","13445.0","","","","","","","","","","","",""
"34286.0","45.0","34279.0","11385.0","","","","","","","","","","","",""
"34293.0","46.0","34286.0","23667.0","","","","","","","","","","","",""
"34300.0","47.0","34293.0","16015.0","","","","","","","","","","","",""
"34307.0","48.0","34300.0","16778.0","","","","","","","","","","","",""
"34314.0","49.0","34307.0","15889.0","","","","","","","","","","","",""
"34321.0","50.0","34314.0","16520.0","","","","","","","","","","","",""
"34328.0","51.0","34321.0","16892.0","","","","","","","","","","","",""
"34335.0","52.0","34328.0","24236.0","","","","","","","","","","","",""
"34342.0","1.0","34335.0","32455.0","","","","","","","","","","","",""
"34349.0","2.0","34342.0","21006.0","","","","","","","","","","","",""
"34356.0","3.0","34349.0","17324.0","","","","","","","","","","","",""
"34363.0","4.0","34356.0","16445.0","","","","","","","","","","","",""
"34370.0","5.0","34363.0","15833.0","","","","","","","","","","","",""
"34377.0","6.0","34370.0","14563.0","","","","","","","","","","","",""
"34384.0","7.0","34377.0","15549.0","","","","","","","","","","","",""
"34391.0","8.0","34384.0","11522.0","","","","","","","","","","","",""
"34398.0","9.0","34391.0","12993.0","","","","","","","","","","","",""
"34405.0","10.0","34398.0","11960.0","","","","","","","","","","","",""
"34412.0","11.0","34405.0","12971.0","","","","","","","","","","","",""
"34419.0","12.0","34412.0","11520.0","","","","","","","","","","","",""
"34426.0","13.0","34419.0","10520.0","","","","","","","","","","","",""
"34433.0","14.0","34426.0","10737.0","","","","","","","","","","","",""
"34440.0","15.0","34433.0","9387.0","","","","","","","","","","","",""
"34447.0","16.0","34440.0","9296.0","","","","","","","","","","","",""
"34454.0","17.0","34447.0","8515.0","","","","","","","","","","","",""
"34461.0","18.0","34454.0","10194.0","","","","","","","","","","","",""
"34468.0","19.0","34461.0","8674.0","","","","","","","","","","","",""
"34475.0","20.0","34468.0","9020.0","","","","","","","","","","","",""
"34482.0","21.0","34475.0","8282.0","","","","","","","","","","","",""
"34489.0","22.0","34482.0","8730.0","","","","","","","","","","","",""
"34496.0","23.0","34489.0","9212.0","","","","","","","","","","","",""
"34503.0","24.0","34496.0","8954.0","","","","","","","","","","","",""
"34510.0","25.0","34503.0","8874.0","","","","","","","","","","","",""
"34517.0","26.0","34510.0","11264.0","","","","","","","","","","","",""
"34524.0","27.0","34517.0","25030.0","","","","","","","","","","","",""
"34531.0","28.0","34524.0","31640.0","","","","","","","","","","","",""
"34538.0","29.0","34531.0","16359.0","","","","","","","","","","","",""
"34545.0","30.0","34538.0","8971.0","","","","","","","","","","","",""
"34552.0","31.0","34545.0","9495.0","","","","","","","","","","","",""
"34559.0","32.0","34552.0","9495.0","","","","","","","","","","","",""
"34566.0","33.0","34559.0","7985.0","","","","","","","","","","","",""
"34573.0","34.0","34566.0","7549.0","","","","","","","","","","","",""
"34580.0","35.0","34573.0","9107.0","","","","","","","","","","","",""
"34587.0","36.0","34580.0","7923.0","","","","","","","","","","","",""
"34594.0","37.0","34587.0","7898.0","","","","","","","","","","","",""
"34601.0","38.0","34594.0","8478.0","","","","","","","","","","","",""
"34608.0","39.0","34601.0","8270.0","","","","","","","","","","","",""
"34615.0","40.0","34608.0","10167.0","","","","","","","","","","","",""
"34622.0","41.0","34615.0","8219.0","","","","","","","","","","","",""
"34629.0","42.0","34622.0","9064.0","","","","","","","","","","","",""
"34636.0","43.0","34629.0","11395.0","","","","","","","","","","","",""
"34643.0","44.0","34636.0","12368.0","","","","","","","","","","","",""
"34650.0","45.0","34643.0","10349.0","","","","","","","","","","","",""
"34657.0","46.0","34650.0","15428.0","","","","","","","","","","","",""
"34664.0","47.0","34657.0","13190.0","","","","","","","","","","","",""
"34671.0","48.0","34664.0","17082.0","","","","","","","","","","","",""
"34678.0","49.0","34671.0","16418.0","","","","","","","","","","","",""
"34685.0","50.0","34678.0","16373.0","","","","","","","","","","","",""
"34692.0","51.0","34685.0","18525.0","","","","","","","","","","","",""
"34699.0","52.0","34692.0","27355.0","","","","","","","","","","","",""
"34706.0","53.0","34699.0","28526.0","","","","","","","","","","","",""
"34713.0","1.0","34706.0","23005.0","","","","","","","","","","","",""
"34720.0","2.0","34713.0","14545.0","","","","","","","","","","","",""
"34727.0","3.0","34720.0","18650.0","","","","","","","","","","","",""
"34734.0","4.0","34727.0","16484.0","","","","","","","","","","","",""
"34741.0","5.0","34734.0","14061.0","","","","","","","","","","","",""
"34748.0","6.0","34741.0","12846.0","","","","","","","","","","","",""
"34755.0","7.0","34748.0","10540.0","","","","","","","","","","","",""
"34762.0","8.0","34755.0","12273.0","","","","","","","","","","","",""
"34769.0","9.0","34762.0","12245.0","","","","","","","","","","","",""
"34776.0","10.0","34769.0","11474.0","","","","","","","","","","","",""
"34783.0","11.0","34776.0","10294.0","","","","","","","","","","","",""
"34790.0","12.0","34783.0","10206.0","","","","","","","","","","","",""
"34797.0","13.0","34790.0","15544.0","","","","","","","","","","","",""
"34804.0","14.0","34797.0","10141.0","","","","","","","","","","","",""
"34811.0","15.0","34804.0","9818.0","","","","","","","","","","","",""
"34818.0","16.0","34811.0","9994.0","","","","","","","","","","","",""
"34825.0","17.0","34818.0","13187.0","","","","","","","","","","","",""
"34832.0","18.0","34825.0","9873.0","","","","","","","","","","","",""
"34839.0","19.0","34832.0","12438.0","","","","","","","","","","","",""
"34846.0","20.0","34839.0","16565.0","","","","","","","","","","","",""
"34853.0","21.0","34846.0","9534.0","","","","","","","","","","","",""
"34860.0","22.0","34853.0","11390.0","","","","","","","","","","","",""
"34867.0","23.0","34860.0","12906.0","","","","","","","","","","","",""
"34874.0","24.0","34867.0","11265.0","","","","","","","","","","","",""
"34881.0","25.0","34874.0","12287.0","","","","","","","","","","","",""
"34888.0","26.0","34881.0","29221.0","","","","","","","","","","","",""
"34895.0","27.0","34888.0","44534.0","","","","","","","","","","","",""
"34902.0","28.0","34895.0","26325.0","","","","","","","","","","","",""
"34909.0","29.0","34902.0","12801.0","","","","","","","","","","","",""
"34916.0","30.0","34909.0","13289.0","","","","","","","","","","","",""
"34923.0","31.0","34916.0","12090.0","","","","","","","","","","","",""
"34930.0","32.0","34923.0","11068.0","","","","","","","","","","","",""
"34937.0","33.0","34930.0","11401.0","","","","","","","","","","","",""
"34944.0","34.0","34937.0","15197.0","","","","","","","","","","","",""
"34951.0","35.0","34944.0","10715.0","","","","","","","","","","","",""
"34958.0","36.0","34951.0","11610.0","","","","","","","","","","","",""
"34965.0","37.0","34958.0","9214.0","","","","","","","","","","","",""
"34972.0","38.0","34965.0","8509.0","","","","","","","","","","","",""
"34979.0","39.0","34972.0","11376.0","","","","","","","","","","","",""
"34986.0","40.0","34979.0","10010.0","","","","","","","","","","","",""
"34993.0","41.0","34986.0","12568.0","","","","","","","","","","","",""
"35000.0","42.0","34993.0","12653.0","","","","","","","","","","","",""
"35007.0","43.0","35000.0","13000.0","","","","","","","","","","","",""
"35014.0","44.0","35007.0","11819.0","","","","","","","","","","","",""
"35021.0","45.0","35014.0","24010.0","","","","","","","","","","","",""
"35028.0","46.0","35021.0","15890.0","","","","","","","","","","","",""
"35035.0","47.0","35028.0","19886.0","","","","","","","","","","","",""
"35042.0","48.0","35035.0","17978.0","","","","","","","","","","","",""
"35049.0","49.0","35042.0","16505.0","","","","","","","","","","","",""
"35056.0","50.0","35049.0","19423.0","","","","","","","","","","","",""
"35063.0","51.0","35056.0","30107.0","","","","","","","","","","","",""
"35070.0","52.0","35063.0","34072.0","","","","","","","","","","","",""
"35077.0","1.0","35070.0","29117.0","","","","","","","","","","","",""
"35084.0","2.0","35077.0","14568.0","","","","","","","","","","","",""
"35091.0","3.0","35084.0","18741.0","","","","","","","","","","","",""
"35098.0","4.0","35091.0","18119.0","","","","","","","","","","","",""
"35105.0","5.0","35098.0","18038.0","","","","","","","","","","","",""
"35112.0","6.0","35105.0","15386.0","","","","","","","","","","","",""
"35119.0","7.0","35112.0","12830.0","","","","","","","","","","","",""
"35126.0","8.0","35119.0","15609.0","","","","","","","","","","","",""
"35133.0","9.0","35126.0","13081.0","","","","","","","","","","","",""
"35140.0","10.0","35133.0","21925.0","","","","","","","","","","","",""
"35147.0","11.0","35140.0","55029.0","","","","","","","","","","","",""
"35154.0","12.0","35147.0","24941.0","","","","","","","","","","","",""
"35161.0","13.0","35154.0","13903.0","","","","","","","","","","","",""
"35168.0","14.0","35161.0","10698.0","","","","","","","","","","","",""
"35175.0","15.0","35168.0","13472.0","","","","","","","","","","","",""
"35182.0","16.0","35175.0","10278.0","","","","","","","","","","","",""
"35189.0","17.0","35182.0","9388.0","","","","","","","","","","","",""
"35196.0","18.0","35189.0","11731.0","","","","","","","","","","","",""
"35203.0","19.0","35196.0","8355.0","","","","","","","","","","","",""
"35210.0","20.0","35203.0","8060.0","","","","","","","","","","","",""
"35217.0","21.0","35210.0","8062.0","","","","","","","","","","","",""
"35224.0","22.0","35217.0","9974.0","","","","","","","","","","","",""
"35231.0","23.0","35224.0","8913.0","","","","","","","","","","","",""
"35238.0","24.0","35231.0","11452.0","","","","","","","","","","","",""
"35245.0","25.0","35238.0","10592.0","","","","","","","","","","","",""
"35252.0","26.0","35245.0","32057.0","","","","","","","","","","","",""
"35259.0","27.0","35252.0","34648.0","","","","","","","","","","","",""
"35266.0","28.0","35259.0","17555.0","","","","","","","","","","","",""
"35273.0","29.0","35266.0","11694.0","","","","","","","","","","","",""
"35280.0","30.0","35273.0","9994.0","","","","","","","","","","","",""
"35287.0","31.0","35280.0","9125.0","","","","","","","","","","","",""
"35294.0","32.0","35287.0","10064.0","","","","","","","","","","","",""
"35301.0","33.0","35294.0","8714.0","","","","","","","","","","","",""
"35308.0","34.0","35301.0","9216.0","","","","","","","","","","","",""
"35315.0","35.0","35308.0","6816.0","","","","","","","","","","","",""
"35322.0","36.0","35315.0","8155.0","","","","","","","","","","","",""
"35329.0","37.0","35322.0","9465.0","","","","","","","","","","","",""
"35336.0","38.0","35329.0","10348.0","","","","","","","","","","","",""
"35343.0","39.0","35336.0","12894.0","","","","","","","","","","","",""
"35350.0","40.0","35343.0","9204.0","","","","","","","","","","","",""
"35357.0","41.0","35350.0","11354.0","","","","","","","","","","","",""
"35364.0","42.0","35357.0","19403.0","","","","","","","","","","","",""
"35371.0","43.0","35364.0","15921.0","","","","","","","","","","","",""
"35378.0","44.0","35371.0","17743.0","","","","","","","","","","","",""
"35385.0","45.0","35378.0","16435.0","","","","","","","","","","","",""
"35392.0","46.0","35385.0","15949.0","","","","","","","","","","","",""
"35399.0","47.0","35392.0","14511.0","","","","","","","","","","","",""
"35406.0","48.0","35399.0","22961.0","","","","","","","","","","","",""
"35413.0","49.0","35406.0","16706.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","17452.0","","","","","","","","","","","",""
