"Report date","Week #","Week ","DE","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35476.0","6.0","35469.0","655.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","538.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","610.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","695.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","567.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","599.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","498.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","988.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","821.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","612.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","767.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","648.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","628.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","619.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","682.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","464.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","729.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","879.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","742.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","680.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","767.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","793.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","642.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","599.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","612.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","564.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","566.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","545.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","502.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","584.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","574.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","422.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","436.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","535.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","653.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","584.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","641.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","650.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","991.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","654.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","742.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","568.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","783.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","729.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","784.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","1134.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","1351.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","2799.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","1040.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","1069.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","839.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","1079.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","1797.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","844.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","797.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","695.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","580.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","622.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","555.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","527.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","556.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","988.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","1582.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","652.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","668.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","704.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","571.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","589.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","566.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","1016.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","880.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","1557.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","800.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","893.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","2691.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","803.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","612.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","591.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","499.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","506.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","465.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","518.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","555.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","547.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","494.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","448.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","592.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","1175.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","656.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","576.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","616.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","606.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","694.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","1045.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","906.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","629.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","729.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","885.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","1639.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","1605.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","1114.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","802.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","883.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","641.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","628.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","488.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","680.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","864.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","629.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","577.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","537.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","435.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","929.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","892.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","626.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","497.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","1153.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","464.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","454.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","501.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","562.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","602.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","796.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","789.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","602.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","616.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","2102.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","898.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","521.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","693.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","456.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","502.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","507.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","555.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","549.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","442.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","560.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","498.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","712.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","609.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","631.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","634.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","719.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","684.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","703.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","564.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","733.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","643.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","616.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","1225.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","1270.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","2606.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","1089.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","1202.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","1401.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","1367.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","788.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","1741.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","944.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","2243.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","732.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","604.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","606.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","1550.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","781.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","2123.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","741.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","1179.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","1298.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","1363.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","1105.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","611.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","639.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","1185.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","913.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","806.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","2117.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","1905.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","691.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","2127.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","1724.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","775.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","569.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","602.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","536.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","728.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","1035.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","672.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","487.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","610.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","684.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","511.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","531.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","610.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","2442.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","713.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","881.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","783.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","1018.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","2549.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","911.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","1558.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","1814.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","1308.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","4231.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","1469.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","983.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","836.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","2765.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","952.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","861.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","1065.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","3912.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","938.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","670.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","579.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","785.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","573.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","1390.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","748.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","633.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","648.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","689.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","802.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","869.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","2400.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","1003.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","872.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","614.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","1464.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","988.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","2254.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","836.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","768.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","753.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","669.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","610.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","936.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","760.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","613.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","763.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","620.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","780.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","898.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","2174.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","953.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","995.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","953.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","817.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","712.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","1198.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","1041.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","1145.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","2521.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","1933.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","1354.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","2818.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","2737.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","1130.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","1197.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","975.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","764.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","750.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","2243.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","2092.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","826.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","2110.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","606.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","1305.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","2333.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","844.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","1177.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","824.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","830.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","694.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","1161.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","751.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","797.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","836.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","939.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","933.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","930.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","968.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","2139.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","761.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","841.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","778.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","737.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","639.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","641.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","595.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","829.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","1940.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","792.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","728.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","955.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","905.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","2159.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","1016.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","894.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","1027.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","1192.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","721.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","988.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","1593.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","1183.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","1797.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","1124.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","2759.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","1976.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","1404.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","2775.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","1094.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","2249.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","1082.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","1978.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","2373.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","2006.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","743.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","715.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","680.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","2351.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","808.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","1957.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","874.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","736.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","1597.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","741.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","816.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","1070.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","980.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","1388.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","888.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","913.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","2238.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","889.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","855.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","1480.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","1203.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","1592.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","663.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","1755.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","864.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","713.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","652.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","1141.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","911.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","893.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","797.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","1790.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","1015.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","1115.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","819.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","946.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","952.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","1959.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","1191.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","1059.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","1305.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","1602.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","2582.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","1326.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","1266.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","1476.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","1616.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","1031.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","1609.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","808.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","759.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","1580.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","690.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","722.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","669.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","779.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","1612.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","1539.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","808.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","666.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","602.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","687.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","586.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","779.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","885.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","1423.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","1327.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","681.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","964.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","1317.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","2063.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","940.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","909.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","702.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","680.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","601.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","589.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","653.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","1849.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","662.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","606.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","912.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","671.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","888.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","792.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","892.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","848.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","931.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","825.0","","","","","","","","","","","",""
"38325.0","48.0","38318.0","1171.0","","","","","","","","","","","",""
"38332.0","49.0","38325.0","890.0","","","","","","","","","","","",""
"38339.0","50.0","38332.0","832.0","","","","","","","","","","","",""
"38346.0","51.0","38339.0","1167.0","","","","","","","","","","","",""
"38353.0","52.0","38346.0","1795.0","","","","","","","","","","","",""
"38360.0","1.0","38353.0","3269.0","","","","","","","","","","","",""
"38367.0","2.0","38360.0","1355.0","","","","","","","","","","","",""
"38374.0","3.0","38367.0","1323.0","","","","","","","","","","","",""
"38381.0","4.0","38374.0","1649.0","","","","","","","","","","","",""
"38388.0","5.0","38381.0","1254.0","","","","","","","","","","","",""
"38395.0","6.0","38388.0","837.0","","","","","","","","","","","",""
"38402.0","7.0","38395.0","710.0","","","","","","","","","","","",""
"38409.0","8.0","38402.0","665.0","","","","","","","","","","","",""
"38416.0","9.0","38409.0","1155.0","","","","","","","","","","","",""
"38423.0","10.0","38416.0","818.0","","","","","","","","","","","",""
"38430.0","11.0","38423.0","711.0","","","","","","","","","","","",""
"38437.0","12.0","38430.0","543.0","","","","","","","","","","","",""
"38444.0","13.0","38437.0","1391.0","","","","","","","","","","","",""
"38451.0","14.0","38444.0","2007.0","","","","","","","","","","","",""
"38458.0","15.0","38451.0","726.0","","","","","","","","","","","",""
"38465.0","16.0","38458.0","625.0","","","","","","","","","","","",""
"38472.0","17.0","38465.0","646.0","","","","","","","","","","","",""
"38479.0","18.0","38472.0","670.0","","","","","","","","","","","",""
