"Report date","Week #","Week ","DE","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"33243.0","52.0","33236.0","1312.0","","Week 52","","","1737.0","","","52.0","","","62885.0",""
"33250.0","1.0","33243.0","1894.0","","Week 53","","","1659.0","","","53.0","","","64544.0",""
"33257.0","2.0","33250.0","1568.0","","Week 54","","","1726.0","","","54.0","","","66270.0",""
"33264.0","3.0","33257.0","1280.0","","Week 55","","","2275.0","","","55.0","","","68545.0",""
"33271.0","4.0","33264.0","1304.0","","Week 56","","","2871.0","","","56.0","","","71416.0",""
"33278.0","5.0","33271.0","3236.0","","Week 57","","","2369.0","","","57.0","","","73785.0",""
"33285.0","6.0","33278.0","3010.0","","Week 58","","","1598.0","","","58.0","","","75383.0",""
"33292.0","7.0","33285.0","1133.0","","Week 59","","","1537.0","","","59.0","","","76920.0",""
"33299.0","8.0","33292.0","946.0","","Week 60","","","1726.0","","","60.0","","","78646.0",""
"33306.0","9.0","33299.0","2669.0","","Week 61","","","1628.0","","","61.0","","","80274.0",""
"33313.0","10.0","33306.0","795.0","","Week 62","","","1320.0","","","62.0","","","81594.0",""
"33320.0","11.0","33313.0","2825.0","","Week 63","","","1280.0","","","63.0","","","82874.0",""
"33327.0","12.0","33320.0","703.0","","Week 64","","","1499.0","","","64.0","","","84373.0",""
"33334.0","13.0","33327.0","1023.0","","Week 65","","","1868.0","","","65.0","","","86241.0",""
"33341.0","14.0","33334.0","2569.0","","Week 66","","","1356.0","","","66.0","","","87597.0",""
"33348.0","15.0","33341.0","820.0","","Week 67","","","1231.0","","","67.0","","","88828.0",""
"33355.0","16.0","33348.0","840.0","","Week 68","","","1371.0","","","68.0","","","90199.0",""
"33362.0","17.0","33355.0","782.0","","Week 69","","","1244.0","","","69.0","","","91443.0",""
"33369.0","18.0","33362.0","2529.0","","Week 70","","","1924.0","","","70.0","","","93367.0",""
"33376.0","19.0","33369.0","1005.0","","Week 71","","","1613.0","","","71.0","","","94980.0",""
"33383.0","20.0","33376.0","689.0","","Week 72","","","1175.0","","","72.0","","","96155.0",""
"33390.0","21.0","33383.0","632.0","","Week 73","","","1245.0","","","73.0","","","97400.0",""
"33397.0","22.0","33390.0","777.0","","Week 74","","","1335.0","","","74.0","","","98735.0",""
"33404.0","23.0","33397.0","957.0","","Week 75","","","1287.0","","","75.0","","","100022.0",""
"33411.0","24.0","33404.0","816.0","","Week 76","","","956.0","","","76.0","","","100978.0",""
"33418.0","25.0","33411.0","757.0","","Week 77","","","1276.0","","","77.0","","","102254.0",""
"33425.0","26.0","33418.0","809.0","","Week 78","","","1908.0","","","78.0","","","104162.0",""
"33432.0","27.0","33425.0","912.0","","Week 79","","","1646.0","","","79.0","","","105808.0",""
"33439.0","28.0","33432.0","4364.0","","Week 80","","","1045.0","","","80.0","","","106853.0",""
"33446.0","29.0","33439.0","964.0","","Week 81","","","867.0","","","81.0","","","107720.0",""
"33453.0","30.0","33446.0","967.0","","","","","","","","","","","",""
"33460.0","31.0","33453.0","951.0","","","","","","","","","","","",""
"33467.0","32.0","33460.0","729.0","","","","","","","","","","","",""
"33474.0","33.0","33467.0","669.0","","","","","","","","","","","",""
"33481.0","34.0","33474.0","647.0","","","","","","","","","","","",""
"33488.0","35.0","33481.0","569.0","","","","","","","","","","","",""
"33495.0","36.0","33488.0","735.0","","","","","","","","","","","",""
"33502.0","37.0","33495.0","663.0","","","","","","","","","","","",""
"33509.0","38.0","33502.0","766.0","","","","","","","","","","","",""
"33516.0","39.0","33509.0","768.0","","","","","","","","","","","",""
"33523.0","40.0","33516.0","868.0","","","","","","","","","","","",""
"33530.0","41.0","33523.0","659.0","","","","","","","","","","","",""
"33537.0","42.0","33530.0","802.0","","","","","","","","","","","",""
"33544.0","43.0","33537.0","966.0","","","","","","","","","","","",""
"33551.0","44.0","33544.0","1156.0","","","","","","","","","","","",""
"33558.0","45.0","33551.0","1051.0","","","","","","","","","","","",""
"33565.0","46.0","33558.0","1335.0","","","","","","","","","","","",""
"33572.0","47.0","33565.0","604.0","","","","","","","","","","","",""
"33579.0","48.0","33572.0","1307.0","","","","","","","","","","","",""
"33586.0","49.0","33579.0","1122.0","","","","","","","","","","","",""
"33593.0","50.0","33586.0","1089.0","","","","","","","","","","","",""
"33600.0","51.0","33593.0","1589.0","","","","","","","","","","","",""
"33607.0","52.0","33600.0","1119.0","","","","","","","","","","","",""
"33614.0","1.0","33607.0","1498.0","","","","","","","","","","","",""
"33621.0","2.0","33614.0","3269.0","","","","","","","","","","","",""
"33628.0","3.0","33621.0","1150.0","","","","","","","","","","","",""
"33635.0","4.0","33628.0","1058.0","","","","","","","","","","","",""
"33642.0","5.0","33635.0","2964.0","","","","","","","","","","","",""
"33649.0","6.0","33642.0","964.0","","","","","","","","","","","",""
"33656.0","7.0","33649.0","2948.0","","","","","","","","","","","",""
"33663.0","8.0","33656.0","966.0","","","","","","","","","","","",""
"33670.0","9.0","33663.0","851.0","","","","","","","","","","","",""
"33677.0","10.0","33670.0","904.0","","","","","","","","","","","",""
"33684.0","11.0","33677.0","2668.0","","","","","","","","","","","",""
"33691.0","12.0","33684.0","795.0","","","","","","","","","","","",""
"33698.0","13.0","33691.0","634.0","","","","","","","","","","","",""
"33705.0","14.0","33698.0","740.0","","","","","","","","","","","",""
"33712.0","15.0","33705.0","544.0","","","","","","","","","","","",""
"33719.0","16.0","33712.0","1061.0","","","","","","","","","","","",""
"33726.0","17.0","33719.0","681.0","","","","","","","","","","","",""
"33733.0","18.0","33726.0","700.0","","","","","","","","","","","",""
"33740.0","19.0","33733.0","737.0","","","","","","","","","","","",""
"33747.0","20.0","33740.0","722.0","","","","","","","","","","","",""
"33754.0","21.0","33747.0","485.0","","","","","","","","","","","",""
"33761.0","22.0","33754.0","730.0","","","","","","","","","","","",""
"33768.0","23.0","33761.0","1010.0","","","","","","","","","","","",""
"33775.0","24.0","33768.0","779.0","","","","","","","","","","","",""
"33782.0","25.0","33775.0","683.0","","","","","","","","","","","",""
"33789.0","26.0","33782.0","632.0","","","","","","","","","","","",""
"33796.0","27.0","33789.0","910.0","","","","","","","","","","","",""
"33803.0","28.0","33796.0","844.0","","","","","","","","","","","",""
"33810.0","29.0","33803.0","3051.0","","","","","","","","","","","",""
"33817.0","30.0","33810.0","1810.0","","","","","","","","","","","",""
"33824.0","31.0","33817.0","874.0","","","","","","","","","","","",""
"33831.0","32.0","33824.0","705.0","","","","","","","","","","","",""
"33838.0","33.0","33831.0","650.0","","","","","","","","","","","",""
"33845.0","34.0","33838.0","2259.0","","","","","","","","","","","",""
"33852.0","35.0","33845.0","933.0","","","","","","","","","","","",""
"33859.0","36.0","33852.0","552.0","","","","","","","","","","","",""
"33866.0","37.0","33859.0","2664.0","","","","","","","","","","","",""
"33873.0","38.0","33866.0","723.0","","","","","","","","","","","",""
"33880.0","39.0","33873.0","705.0","","","","","","","","","","","",""
"33887.0","40.0","33880.0","825.0","","","","","","","","","","","",""
"33894.0","41.0","33887.0","2539.0","","","","","","","","","","","",""
"33901.0","42.0","33894.0","830.0","","","","","","","","","","","",""
"33908.0","43.0","33901.0","736.0","","","","","","","","","","","",""
"33915.0","44.0","33908.0","948.0","","","","","","","","","","","",""
"33922.0","45.0","33915.0","794.0","","","","","","","","","","","",""
"33929.0","46.0","33922.0","958.0","","","","","","","","","","","",""
"33936.0","47.0","33929.0","623.0","","","","","","","","","","","",""
"33943.0","48.0","33936.0","2797.0","","","","","","","","","","","",""
"33950.0","49.0","33943.0","908.0","","","","","","","","","","","",""
"33957.0","50.0","33950.0","800.0","","","","","","","","","","","",""
"33964.0","51.0","33957.0","1025.0","","","","","","","","","","","",""
"33971.0","52.0","33964.0","1530.0","","","","","","","","","","","",""
"33978.0","1.0","33971.0","3552.0","","","","","","","","","","","",""
"33985.0","2.0","33978.0","1388.0","","","","","","","","","","","",""
"33992.0","3.0","33985.0","872.0","","","","","","","","","","","",""
"33999.0","4.0","33992.0","975.0","","","","","","","","","","","",""
"34006.0","5.0","33999.0","2860.0","","","","","","","","","","","",""
"34013.0","6.0","34006.0","907.0","","","","","","","","","","","",""
"34020.0","7.0","34013.0","711.0","","","","","","","","","","","",""
"34027.0","8.0","34020.0","938.0","","","","","","","","","","","",""
"34034.0","9.0","34027.0","2124.0","","","","","","","","","","","",""
"34041.0","10.0","34034.0","801.0","","","","","","","","","","","",""
"34048.0","11.0","34041.0","877.0","","","","","","","","","","","",""
"34055.0","12.0","34048.0","729.0","","","","","","","","","","","",""
"34062.0","13.0","34055.0","636.0","","","","","","","","","","","",""
"34069.0","14.0","34062.0","665.0","","","","","","","","","","","",""
"34076.0","15.0","34069.0","986.0","","","","","","","","","","","",""
"34083.0","16.0","34076.0","654.0","","","","","","","","","","","",""
"34090.0","17.0","34083.0","628.0","","","","","","","","","","","",""
"34097.0","18.0","34090.0","759.0","","","","","","","","","","","",""
"34104.0","19.0","34097.0","521.0","","","","","","","","","","","",""
"34111.0","20.0","34104.0","609.0","","","","","","","","","","","",""
"34118.0","21.0","34111.0","681.0","","","","","","","","","","","",""
"34125.0","22.0","34118.0","645.0","","","","","","","","","","","",""
"34132.0","23.0","34125.0","582.0","","","","","","","","","","","",""
"34139.0","24.0","34132.0","2215.0","","","","","","","","","","","",""
"34146.0","25.0","34139.0","1098.0","","","","","","","","","","","",""
"34153.0","26.0","34146.0","672.0","","","","","","","","","","","",""
"34160.0","27.0","34153.0","742.0","","","","","","","","","","","",""
"34167.0","28.0","34160.0","741.0","","","","","","","","","","","",""
"34174.0","29.0","34167.0","2457.0","","","","","","","","","","","",""
"34181.0","30.0","34174.0","701.0","","","","","","","","","","","",""
"34188.0","31.0","34181.0","628.0","","","","","","","","","","","",""
"34195.0","32.0","34188.0","594.0","","","","","","","","","","","",""
"34202.0","33.0","34195.0","550.0","","","","","","","","","","","",""
"34209.0","34.0","34202.0","602.0","","","","","","","","","","","",""
"34216.0","35.0","34209.0","686.0","","","","","","","","","","","",""
"34223.0","36.0","34216.0","485.0","","","","","","","","","","","",""
"34230.0","37.0","34223.0","571.0","","","","","","","","","","","",""
"34237.0","38.0","34230.0","1877.0","","","","","","","","","","","",""
"34244.0","39.0","34237.0","604.0","","","","","","","","","","","",""
"34251.0","40.0","34244.0","771.0","","","","","","","","","","","",""
"34258.0","41.0","34251.0","677.0","","","","","","","","","","","",""
"34265.0","42.0","34258.0","783.0","","","","","","","","","","","",""
"34272.0","43.0","34265.0","601.0","","","","","","","","","","","",""
"34279.0","44.0","34272.0","888.0","","","","","","","","","","","",""
"34286.0","45.0","34279.0","785.0","","","","","","","","","","","",""
"34293.0","46.0","34286.0","903.0","","","","","","","","","","","",""
"34300.0","47.0","34293.0","576.0","","","","","","","","","","","",""
"34307.0","48.0","34300.0","983.0","","","","","","","","","","","",""
"34314.0","49.0","34307.0","837.0","","","","","","","","","","","",""
"34321.0","50.0","34314.0","805.0","","","","","","","","","","","",""
"34328.0","51.0","34321.0","903.0","","","","","","","","","","","",""
"34335.0","52.0","34328.0","1308.0","","","","","","","","","","","",""
"34342.0","1.0","34335.0","1933.0","","","","","","","","","","","",""
"34349.0","2.0","34342.0","1331.0","","","","","","","","","","","",""
"34356.0","3.0","34349.0","1375.0","","","","","","","","","","","",""
"34363.0","4.0","34356.0","1323.0","","","","","","","","","","","",""
"34370.0","5.0","34363.0","1026.0","","","","","","","","","","","",""
"34377.0","6.0","34370.0","682.0","","","","","","","","","","","",""
"34384.0","7.0","34377.0","993.0","","","","","","","","","","","",""
"34391.0","8.0","34384.0","898.0","","","","","","","","","","","",""
"34398.0","9.0","34391.0","730.0","","","","","","","","","","","",""
"34405.0","10.0","34398.0","763.0","","","","","","","","","","","",""
"34412.0","11.0","34405.0","554.0","","","","","","","","","","","",""
"34419.0","12.0","34412.0","560.0","","","","","","","","","","","",""
"34426.0","13.0","34419.0","612.0","","","","","","","","","","","",""
"34433.0","14.0","34426.0","1090.0","","","","","","","","","","","",""
"34440.0","15.0","34433.0","688.0","","","","","","","","","","","",""
"34447.0","16.0","34440.0","563.0","","","","","","","","","","","",""
"34454.0","17.0","34447.0","565.0","","","","","","","","","","","",""
"34461.0","18.0","34454.0","585.0","","","","","","","","","","","",""
"34468.0","19.0","34461.0","658.0","","","","","","","","","","","",""
"34475.0","20.0","34468.0","563.0","","","","","","","","","","","",""
"34482.0","21.0","34475.0","433.0","","","","","","","","","","","",""
"34489.0","22.0","34482.0","655.0","","","","","","","","","","","",""
"34496.0","23.0","34489.0","511.0","","","","","","","","","","","",""
"34503.0","24.0","34496.0","606.0","","","","","","","","","","","",""
"34510.0","25.0","34503.0","841.0","","","","","","","","","","","",""
"34517.0","26.0","34510.0","532.0","","","","","","","","","","","",""
"34524.0","27.0","34517.0","1028.0","","","","","","","","","","","",""
"34531.0","28.0","34524.0","2372.0","","","","","","","","","","","",""
"34538.0","29.0","34531.0","816.0","","","","","","","","","","","",""
"34545.0","30.0","34538.0","561.0","","","","","","","","","","","",""
"34552.0","31.0","34545.0","625.0","","","","","","","","","","","",""
"34559.0","32.0","34552.0","580.0","","","","","","","","","","","",""
"34566.0","33.0","34559.0","550.0","","","","","","","","","","","",""
"34573.0","34.0","34566.0","478.0","","","","","","","","","","","",""
"34580.0","35.0","34573.0","543.0","","","","","","","","","","","",""
"34587.0","36.0","34580.0","515.0","","","","","","","","","","","",""
"34594.0","37.0","34587.0","507.0","","","","","","","","","","","",""
"34601.0","38.0","34594.0","497.0","","","","","","","","","","","",""
"34608.0","39.0","34601.0","506.0","","","","","","","","","","","",""
"34615.0","40.0","34608.0","687.0","","","","","","","","","","","",""
"34622.0","41.0","34615.0","538.0","","","","","","","","","","","",""
"34629.0","42.0","34622.0","744.0","","","","","","","","","","","",""
"34636.0","43.0","34629.0","574.0","","","","","","","","","","","",""
"34643.0","44.0","34636.0","767.0","","","","","","","","","","","",""
"34650.0","45.0","34643.0","532.0","","","","","","","","","","","",""
"34657.0","46.0","34650.0","687.0","","","","","","","","","","","",""
"34664.0","47.0","34657.0","653.0","","","","","","","","","","","",""
"34671.0","48.0","34664.0","901.0","","","","","","","","","","","",""
"34678.0","49.0","34671.0","730.0","","","","","","","","","","","",""
"34685.0","50.0","34678.0","860.0","","","","","","","","","","","",""
"34692.0","51.0","34685.0","720.0","","","","","","","","","","","",""
"34699.0","52.0","34692.0","1587.0","","","","","","","","","","","",""
"34706.0","53.0","34699.0","1554.0","","","","","","","","","","","",""
"34713.0","1.0","34706.0","1402.0","","","","","","","","","","","",""
"34720.0","2.0","34713.0","846.0","","","","","","","","","","","",""
"34727.0","3.0","34720.0","839.0","","","","","","","","","","","",""
"34734.0","4.0","34727.0","802.0","","","","","","","","","","","",""
"34741.0","5.0","34734.0","1065.0","","","","","","","","","","","",""
"34748.0","6.0","34741.0","918.0","","","","","","","","","","","",""
"34755.0","7.0","34748.0","653.0","","","","","","","","","","","",""
"34762.0","8.0","34755.0","771.0","","","","","","","","","","","",""
"34769.0","9.0","34762.0","648.0","","","","","","","","","","","",""
"34776.0","10.0","34769.0","577.0","","","","","","","","","","","",""
"34783.0","11.0","34776.0","572.0","","","","","","","","","","","",""
"34790.0","12.0","34783.0","506.0","","","","","","","","","","","",""
"34797.0","13.0","34790.0","2467.0","","","","","","","","","","","",""
"34804.0","14.0","34797.0","671.0","","","","","","","","","","","",""
"34811.0","15.0","34804.0","977.0","","","","","","","","","","","",""
"34818.0","16.0","34811.0","579.0","","","","","","","","","","","",""
"34825.0","17.0","34818.0","2489.0","","","","","","","","","","","",""
"34832.0","18.0","34825.0","627.0","","","","","","","","","","","",""
"34839.0","19.0","34832.0","638.0","","","","","","","","","","","",""
"34846.0","20.0","34839.0","672.0","","","","","","","","","","","",""
"34853.0","21.0","34846.0","533.0","","","","","","","","","","","",""
"34860.0","22.0","34853.0","550.0","","","","","","","","","","","",""
"34867.0","23.0","34860.0","2612.0","","","","","","","","","","","",""
"34874.0","24.0","34867.0","713.0","","","","","","","","","","","",""
"34881.0","25.0","34874.0","665.0","","","","","","","","","","","",""
"34888.0","26.0","34881.0","1342.0","","","","","","","","","","","",""
"34895.0","27.0","34888.0","822.0","","","","","","","","","","","",""
"34902.0","28.0","34895.0","2382.0","","","","","","","","","","","",""
"34909.0","29.0","34902.0","776.0","","","","","","","","","","","",""
"34916.0","30.0","34909.0","635.0","","","","","","","","","","","",""
"34923.0","31.0","34916.0","645.0","","","","","","","","","","","",""
"34930.0","32.0","34923.0","1162.0","","","","","","","","","","","",""
"34937.0","33.0","34930.0","571.0","","","","","","","","","","","",""
"34944.0","34.0","34937.0","1368.0","","","","","","","","","","","",""
"34951.0","35.0","34944.0","592.0","","","","","","","","","","","",""
"34958.0","36.0","34951.0","1255.0","","","","","","","","","","","",""
"34965.0","37.0","34958.0","659.0","","","","","","","","","","","",""
"34972.0","38.0","34965.0","1307.0","","","","","","","","","","","",""
"34979.0","39.0","34972.0","687.0","","","","","","","","","","","",""
"34986.0","40.0","34979.0","1183.0","","","","","","","","","","","",""
"34993.0","41.0","34986.0","711.0","","","","","","","","","","","",""
"35000.0","42.0","34993.0","1374.0","","","","","","","","","","","",""
"35007.0","43.0","35000.0","857.0","","","","","","","","","","","",""
"35014.0","44.0","35007.0","1379.0","","","","","","","","","","","",""
"35021.0","45.0","35014.0","985.0","","","","","","","","","","","",""
"35028.0","46.0","35021.0","594.0","","","","","","","","","","","",""
"35035.0","47.0","35028.0","1749.0","","","","","","","","","","","",""
"35042.0","48.0","35035.0","1498.0","","","","","","","","","","","",""
"35049.0","49.0","35042.0","1088.0","","","","","","","","","","","",""
"35056.0","50.0","35049.0","2026.0","","","","","","","","","","","",""
"35063.0","51.0","35056.0","1767.0","","","","","","","","","","","",""
"35070.0","52.0","35063.0","1452.0","","","","","","","","","","","",""
"35077.0","1.0","35070.0","2468.0","","","","","","","","","","","",""
"35084.0","2.0","35077.0","2512.0","","","","","","","","","","","",""
"35091.0","3.0","35084.0","1241.0","","","","","","","","","","","",""
"35098.0","4.0","35091.0","812.0","","","","","","","","","","","",""
"35105.0","5.0","35098.0","1805.0","","","","","","","","","","","",""
"35112.0","6.0","35105.0","691.0","","","","","","","","","","","",""
"35119.0","7.0","35112.0","1328.0","","","","","","","","","","","",""
"35126.0","8.0","35119.0","1404.0","","","","","","","","","","","",""
"35133.0","9.0","35126.0","1548.0","","","","","","","","","","","",""
"35140.0","10.0","35133.0","1848.0","","","","","","","","","","","",""
"35147.0","11.0","35140.0","1811.0","","","","","","","","","","","",""
"35154.0","12.0","35147.0","1350.0","","","","","","","","","","","",""
"35161.0","13.0","35154.0","499.0","","","","","","","","","","","",""
"35168.0","14.0","35161.0","1181.0","","","","","","","","","","","",""
"35175.0","15.0","35168.0","1307.0","","","","","","","","","","","",""
"35182.0","16.0","35175.0","1153.0","","","","","","","","","","","",""
"35189.0","17.0","35182.0","524.0","","","","","","","","","","","",""
"35196.0","18.0","35189.0","1372.0","","","","","","","","","","","",""
"35203.0","19.0","35196.0","553.0","","","","","","","","","","","",""
"35210.0","20.0","35203.0","1277.0","","","","","","","","","","","",""
"35217.0","21.0","35210.0","580.0","","","","","","","","","","","",""
"35224.0","22.0","35217.0","1321.0","","","","","","","","","","","",""
"35231.0","23.0","35224.0","535.0","","","","","","","","","","","",""
"35238.0","24.0","35231.0","1329.0","","","","","","","","","","","",""
"35245.0","25.0","35238.0","645.0","","","","","","","","","","","",""
"35252.0","26.0","35245.0","1078.0","","","","","","","","","","","",""
"35259.0","27.0","35252.0","2138.0","","","","","","","","","","","",""
"35266.0","28.0","35259.0","618.0","","","","","","","","","","","",""
"35273.0","29.0","35266.0","1656.0","","","","","","","","","","","",""
"35280.0","30.0","35273.0","663.0","","","","","","","","","","","",""
"35287.0","31.0","35280.0","552.0","","","","","","","","","","","",""
"35294.0","32.0","35287.0","2195.0","","","","","","","","","","","",""
"35301.0","33.0","35294.0","631.0","","","","","","","","","","","",""
"35308.0","34.0","35301.0","477.0","","","","","","","","","","","",""
"35315.0","35.0","35308.0","481.0","","","","","","","","","","","",""
"35322.0","36.0","35315.0","654.0","","","","","","","","","","","",""
"35329.0","37.0","35322.0","528.0","","","","","","","","","","","",""
"35336.0","38.0","35329.0","607.0","","","","","","","","","","","",""
"35343.0","39.0","35336.0","714.0","","","","","","","","","","","",""
"35350.0","40.0","35343.0","831.0","","","","","","","","","","","",""
"35357.0","41.0","35350.0","695.0","","","","","","","","","","","",""
"35364.0","42.0","35357.0","742.0","","","","","","","","","","","",""
"35371.0","43.0","35364.0","625.0","","","","","","","","","","","",""
"35378.0","44.0","35371.0","779.0","","","","","","","","","","","",""
"35385.0","45.0","35378.0","755.0","","","","","","","","","","","",""
"35392.0","46.0","35385.0","772.0","","","","","","","","","","","",""
"35399.0","47.0","35392.0","541.0","","","","","","","","","","","",""
"35406.0","48.0","35399.0","898.0","","","","","","","","","","","",""
"35413.0","49.0","35406.0","728.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","1098.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","1301.0","","","","","","","","","","","",""
"35434.0","52.0","35427.0","953.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","1451.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","1230.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","884.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","842.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","852.0","","","","","","","","","","","",""
